RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,PJ2022-2023,Titular2022-2023,Mín2022-2023,90 s2022-2023,Gls.2022-2023,Ass2022-2023,G+A2022-2023,G-TP2022-2023,TP2022-2023,TPint2022-2023,TA2022-2023,TR2022-2023,xG2022-2023,npxG2022-2023,xAG2022-2023,npxG+xAG2022-2023,PrgC2022-2023,PrgP2022-2023,PrgR2022-2023,Gls..12022-2023,Ast2022-2023,G+A.12022-2023,G-TP.12022-2023,G+A-TP2022-2023,xG.12022-2023,xAG.12022-2023,xG+xAG2022-2023,npxG.12022-2023,npxG+xAG.12022-2023
12.0,Abner,br BRA,DF,Betis,es La Liga,22,2000,13.0,7.0,607.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,0.1,1.8,8.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.25,0.02,0.27,0.25,0.27
13.0,Zakaria Aboukhlal,ma MAR,"DL,CC",Toulouse,fr Ligue 1,22,2000,37.0,28.0,2473.0,27.5,10.0,5.0,15.0,10.0,0.0,0.0,4.0,0.0,11.5,11.5,3.3,14.7,100.0,72.0,276.0,0.36,0.18,0.55,0.36,0.55,0.42,0.12,0.54,0.42,0.54
14.0,Tammy Abraham,eng ENG,DL,Roma,it Serie A,24,1997,38.0,24.0,2189.0,24.3,8.0,3.0,11.0,8.0,0.0,0.0,2.0,0.0,10.8,10.8,3.6,14.5,35.0,54.0,141.0,0.33,0.12,0.45,0.33,0.45,0.45,0.15,0.6,0.45,0.6
15.0,Christian Acella,it ITA,CC,Cremonese,it Serie A,20,2002,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,Francesco Acerbi,it ITA,DF,Inter,it Serie A,34,1988,31.0,25.0,2425.0,26.9,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.1,2.1,39.0,100.0,32.0,0.0,0.07,0.07,0.0,0.07,0.04,0.04,0.08,0.04,0.08
17.0,Álvaro Aceves,es ESP,PO,Valladolid,es La Liga,19,2003,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Mohamed Achi,fr FRA,DL,Nantes,fr Ligue 1,20,2002,2.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.08,0.39,0.3,0.39
19.0,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,30,1991,30.0,21.0,1912.0,21.2,3.0,2.0,5.0,3.0,0.0,0.0,10.0,3.0,1.2,1.2,4.3,5.5,49.0,102.0,94.0,0.14,0.09,0.24,0.14,0.24,0.05,0.2,0.26,0.05,0.26
20.0,Che Adams,sct SCO,DL,Southampton,eng Premier League,26,1996,28.0,23.0,1992.0,22.1,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,6.6,6.6,2.8,9.4,17.0,34.0,115.0,0.23,0.14,0.36,0.23,0.36,0.3,0.13,0.42,0.3,0.42
21.0,Tyler Adams,us USA,CC,Leeds United,eng Premier League,23,1999,24.0,24.0,2156.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1,0.1,1.4,1.5,19.0,136.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
22.0,Sargis Adamyan,am ARM,"DL,CC",Köln,de Bundesliga,29,1993,24.0,4.0,644.0,7.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,3.4,3.4,0.8,4.1,12.0,24.0,58.0,0.14,0.28,0.42,0.14,0.42,0.47,0.11,0.58,0.47,0.58
23.0,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,24,1997,25.0,23.0,2085.0,23.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.4,1.1,16.0,95.0,3.0,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05
24.0,Martin Adeline,fr FRA,"CC,DL",Reims,fr Ligue 1,18,2003,5.0,0.0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
25.0,Karim Adeyemi,de GER,"DL,CC",Dortmund,de Bundesliga,20,2002,24.0,20.0,1386.0,15.4,6.0,5.0,11.0,6.0,0.0,1.0,9.0,0.0,5.0,4.3,3.7,8.0,49.0,47.0,131.0,0.39,0.32,0.71,0.39,0.71,0.33,0.24,0.57,0.28,0.52
0,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,Amine Adli,ma MAR,"DL,CC",Leverkusen,de Bundesliga,22,2000,26.0,16.0,1435.0,15.9,5.0,3.0,8.0,5.0,0.0,0.0,2.0,2.0,5.0,5.0,1.7,6.7,46.0,49.0,137.0,0.31,0.19,0.5,0.31,0.5,0.31,0.11,0.42,0.31,0.42
27.0,Yacine Adli,fr FRA,"CC,DL",Milan,it Serie A,22,2000,6.0,1.0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.3,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.22,0.05,0.22
28.0,Michel Aebischer,ch SUI,"DL,CC",Bologna,it Serie A,25,1997,32.0,18.0,1542.0,17.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,0.6,2.1,14.0,46.0,85.0,0.06,0.0,0.06,0.06,0.06,0.08,0.04,0.12,0.08,0.12
29.0,Felix Afena-Gyan,gh GHA,"DL,CC",Cremonese,it Serie A,19,2003,23.0,7.0,817.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.9,1.9,0.1,2.0,22.0,8.0,54.0,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.22,0.21,0.22
30.0,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,25,1997,29.0,27.0,2388.0,26.5,0.0,3.0,3.0,0.0,0.0,0.0,5.0,3.0,1.7,1.7,2.4,4.1,15.0,131.0,8.0,0.0,0.11,0.11,0.0,0.11,0.06,0.09,0.15,0.06,0.15
31.0,Julen Agirrezabala,es ESP,PO,Athletic Club,es La Liga,21,2000,8.0,7.0,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,Lucien Agoume,fr FRA,CC,Troyes,fr Ligue 1,20,2002,15.0,14.0,1094.0,12.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,1.1,1.9,9.0,93.0,10.0,0.0,0.08,0.08,0.0,0.08,0.07,0.09,0.16,0.07,0.16
33.0,Felix Agu,de GER,"DF,DL",Werder Bremen,de Bundesliga,22,1999,3.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.22,0.07,0.22
34.0,Álvaro Aguado,es ESP,CC,Valladolid,es La Liga,26,1996,34.0,18.0,1888.0,21.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,2.2,3.2,29.0,139.0,50.0,0.05,0.1,0.14,0.05,0.14,0.05,0.11,0.15,0.05,0.15
35.0,Kevin Agudelo,co COL,"CC,DL",Spezia,it Serie A,23,1998,34.0,23.0,2131.0,23.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,3.0,4.5,81.0,110.0,100.0,0.0,0.04,0.04,0.0,0.04,0.06,0.13,0.19,0.06,0.19
36.0,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,26,1996,18.0,17.0,1595.0,17.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.2,2.2,0.5,2.7,2.0,25.0,4.0,0.11,0.0,0.11,0.11,0.11,0.13,0.03,0.15,0.13,0.15
37.0,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,29,1993,20.0,14.0,1172.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.9,1.1,29.0,102.0,78.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09
77.0,Naouirou Ahamada,fr FRA,"CC,DL",Crystal Palace,eng Premier League,20,2002,25.0,17.0,1492.0,16.5,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,1.3,2.3000000000000003,44.0,58.0,65.0,0.13,0.13,0.26,0.13,0.26,0.2,0.15000000000000002,0.35,0.2,0.35
40.0,Amar Ahmed,se SWE,DL,Troyes,fr Ligue 1,18,2004,1.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,28,1994,30.0,16.0,1300.0,14.4,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,1.2,1.2,0.9,2.1,25.0,50.0,37.0,0.21,0.07,0.28,0.21,0.28,0.08,0.07,0.15,0.08,0.15
42.0,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,26,1995,35.0,35.0,3119.0,34.7,3.0,0.0,3.0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,0.1,1.1,15.0,95.0,2.0,0.09,0.0,0.09,0.09,0.09,0.03,0.0,0.03,0.03,0.03
43.0,Ola Aina,ng NGA,DF,Torino,it Serie A,25,1996,19.0,9.0,876.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,2.1,2.9,35.0,43.0,43.0,0.1,0.1,0.21,0.1,0.21,0.08,0.21,0.29,0.08,0.29
44.0,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,21,2001,21.0,9.0,1076.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,1.0,1.7,30.0,43.0,76.0,0.08,0.0,0.08,0.08,0.08,0.06,0.08,0.14,0.06,0.14
45.0,Emanuel Aiwum,at AUT,DF,Cremonese,it Serie A,21,2000,23.0,17.0,1653.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.6,19.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
46.0,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,24,1998,9.0,9.0,763.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
95.0,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,28,1994,30.0,24.0,1982.0,22.1,7.0,1.0,8.0,6.0,1.0,1.0,6.0,0.0,8.0,7.199999999999999,2.6,9.9,7.0,44.0,140.0,0.5700000000000001,0.07,0.64,0.45,0.52,0.73,0.23,0.97,0.64,0.87
49.0,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27,1995,29.0,24.0,2287.0,25.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,0.4,1.7,24.0,116.0,17.0,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.07,0.05,0.07
50.0,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,27,1995,26.0,22.0,1873.0,20.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,0.7,2.3,25.0,140.0,30.0,0.05,0.0,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11
51.0,Sergio Akieme,es ESP,DF,Almería,es La Liga,24,1997,29.0,27.0,2297.0,25.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,2.0,3.5,60.0,58.0,84.0,0.04,0.0,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14
52.0,Babatunde Akinsola,ng NGA,DL,Valladolid,es La Liga,19,2003,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,Maghnes Akliouche,fr FRA,"CC,DL",Monaco,fr Ligue 1,20,2002,11.0,5.0,402.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.5,0.9,9.0,16.0,42.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.21,0.1,0.21
54.0,Paul Akouokou,ci CIV,"CC,DF",Betis,es La Liga,24,1997,12.0,3.0,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.2,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
55.0,Jean-Daniel Akpa-Akpro,ci CIV,"CC,DL",Empoli,it Serie A,29,1992,24.0,16.0,1356.0,15.1,1.0,1.0,2.0,1.0,0.0,0.0,9.0,2.0,1.5,1.5,1.0,2.4,19.0,39.0,37.0,0.07,0.07,0.13,0.07,0.13,0.1,0.06,0.16,0.1,0.16
56.0,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,27,1995,28.0,21.0,1950.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.6,0.6,0.5,1.2,17.0,85.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05
57.0,David Alaba,at AUT,DF,Real Madrid,es La Liga,30,1992,23.0,21.0,1838.0,20.4,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,1.1,1.9,16.0,67.0,60.0,0.05,0.15,0.2,0.05,0.2,0.04,0.05,0.09,0.04,0.09
58.0,Ángel Alarcón,es ESP,DL,Barcelona,es La Liga,18,2004,4.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
59.0,Tomás Alarcón,cl CHI,CC,Cádiz,es La Liga,23,1999,4.0,2.0,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.1,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
60.0,Lucas Alario,ar ARG,"DL,CC",Eint Frankfurt,de Bundesliga,29,1992,20.0,2.0,331.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.5,2.0,8.0,17.0,0.27,0.0,0.27,0.27,0.27,0.39,0.01,0.4,0.39,0.4
61.0,Jordi Alba,es ESP,DF,Barcelona,es La Liga,33,1989,24.0,14.0,1419.0,15.8,2.0,3.0,5.0,2.0,0.0,0.0,6.0,1.0,0.8,0.8,6.2,7.0,42.0,141.0,157.0,0.13,0.19,0.32,0.13,0.32,0.05,0.4,0.44,0.05,0.44
62.0,Luis Alberto,es ESP,CC,Lazio,it Serie A,29,1992,35.0,27.0,2442.0,27.1,6.0,7.0,13.0,5.0,1.0,2.0,4.0,0.0,4.4,2.7,7.0,9.7,73.0,248.0,94.0,0.22,0.26,0.48,0.18,0.44,0.16,0.26,0.42,0.1,0.36
63.0,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,36,1985,25.0,24.0,2119.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.0,0.1,12.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
64.0,Marc Albrighton,eng ENG,"DL,CC",Leicester City,eng Premier League,32,1989,6.0,1.0,237.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,1.3,4.0,7.0,18.0,0.38,0.0,0.38,0.38,0.38,0.13,0.34,0.48,0.13,0.48
65.0,Thiago Alcántara,es ESP,CC,Liverpool,eng Premier League,31,1991,18.0,14.0,1254.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.1,1.5,13.0,120.0,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11
66.0,Carlos Alcaraz,ar ARG,"CC,DL",Southampton,eng Premier League,19,2002,18.0,13.0,1029.0,11.4,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,1.9,1.9,0.7,2.6,20.0,28.0,32.0,0.35,0.17,0.52,0.35,0.52,0.17,0.06,0.23,0.17,0.23
67.0,Rubén Alcaraz,es ESP,CC,Cádiz,es La Liga,31,1991,31.0,22.0,2043.0,22.7,3.0,0.0,3.0,1.0,2.0,3.0,11.0,1.0,4.0,1.6,1.3,2.9,30.0,105.0,20.0,0.13,0.0,0.13,0.04,0.04,0.18,0.06,0.23,0.07,0.13
68.0,Omar Alderete,py PAR,DF,Getafe,es La Liga,25,1996,25.0,23.0,2047.0,22.7,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.6,0.6,0.8,1.4,28.0,96.0,8.0,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06
69.0,Iván Alejo,es ESP,"CC,DL",Cádiz,es La Liga,27,1995,31.0,13.0,1311.0,14.6,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,1.2,1.2,2.4,3.6,52.0,16.0,103.0,0.0,0.07,0.07,0.0,0.07,0.08,0.17,0.25,0.08,0.25
70.0,Doğan Alemdar,tr TUR,PO,Rennes,fr Ligue 1,19,2002,6.0,4.0,406.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
71.0,Carles Aleñá,es ESP,"CC,DL",Getafe,es La Liga,24,1998,35.0,26.0,2119.0,23.5,2.0,2.0,4.0,2.0,0.0,0.0,12.0,1.0,2.3,2.3,1.6,3.9,24.0,87.0,78.0,0.08,0.08,0.17,0.08,0.17,0.1,0.07,0.17,0.1,0.17
72.0,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,37.0,34.0,2923.0,32.5,2.0,9.0,11.0,2.0,0.0,0.0,5.0,0.0,2.4,2.4,11.5,13.8,43.0,235.0,139.0,0.06,0.28,0.34,0.06,0.34,0.07,0.35,0.43,0.07,0.43
73.0,Alejandro Alfaro,es ESP,CC,Elche,es La Liga,20,2002,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,Ángel Algobia,es ESP,CC,Getafe,es La Liga,23,1999,26.0,11.0,1138.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.6,0.9,10.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
75.0,Mohamed Ali Cho,fr FRA,"DL,CC",Real Sociedad,es La Liga,18,2004,19.0,5.0,587.0,6.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,1.6,3.5,30.0,8.0,63.0,0.15,0.31,0.46,0.15,0.46,0.28,0.25,0.53,0.28,0.53
76.0,Faride Alidou,de GER,"DF,CC",Eint Frankfurt,de Bundesliga,21,2001,15.0,0.0,182.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,8.0,16.0,24.0,0.0,0.49,0.49,0.0,0.49,0.05,0.24,0.28,0.05,0.28
77.0,Alisson,br BRA,PO,Liverpool,eng Premier League,29,1992,37.0,37.0,3330.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
78.0,Jim Allevinah,ga GAB,"DF,DL",Clermont Foot,fr Ligue 1,27,1995,36.0,25.0,2244.0,24.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.5,2.5,2.0,4.5,82.0,59.0,141.0,0.04,0.04,0.08,0.04,0.08,0.1,0.08,0.18,0.1,0.18
79.0,Dele Alli,eng ENG,CC,Everton,eng Premier League,26,1996,2.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,Domingos André Ribeiro Almeida,pt POR,CC,Valencia,es La Liga,22,2000,34.0,29.0,2539.0,28.2,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,3.4,4.9,74.0,197.0,71.0,0.07,0.14,0.21,0.07,0.21,0.05,0.12,0.17,0.05,0.17
81.0,Miguel Almirón,py PAR,DL,Newcastle Utd,eng Premier League,28,1994,34.0,29.0,2491.0,27.7,11.0,2.0,13.0,11.0,0.0,0.0,2.0,0.0,8.0,8.0,3.2,11.1,77.0,124.0,264.0,0.4,0.07,0.47,0.4,0.47,0.29,0.11,0.4,0.29,0.4
82.0,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,31,1990,24.0,11.0,1172.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.3,1.2,26.0,71.0,12.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09
83.0,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33,1989,26.0,14.0,1361.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.7,1.2,30.0,51.0,34.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.08,0.03,0.08
84.0,Éder Álvarez Balanta,co COL,"CC,DL",Schalke 04,de Bundesliga,29,1993,6.0,3.0,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15
85.0,Carlos Álvarez,es ESP,CC,Sevilla,es La Liga,18,2003,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,22.0,16.0,1501.0,16.7,2.0,0.0,2.0,2.0,0.0,0.0,7.0,1.0,0.5,0.5,0.2,0.8,11.0,38.0,27.0,0.12,0.0,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05
