RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,PJ2022-2023,Mín2022-2023,Mn/PJ2022-2023,% min2022-2023,90 s2022-2023,Titular2022-2023,Mn/arranque2022-2023,Compl2022-2023,Sup2022-2023,Mn/Sust2022-2023,Partidos como sustituto2022-2023,PPP2022-2023,onG2022-2023,onGA2022-2023,+/-2022-2023,+/-902022-2023,Dentro-Fuera2022-2023,onxG2022-2023,onxGA2022-2023,xG+/-2022-2023,xG+/-902022-2023,Dentro-Fuera.12022-2023
2478,Nicolas Pallois,fr FRA,DF,Nantes,fr Ligue 1,34,1987,26,2213.0,85.0,64.7,24.6,26,85.0,22,0,0.0,3,0.77,24.0,40.0,-16.0,-0.65,-0.5,29.3,33.7,-4.4,-0.18,0.21
2479,Cole Palmer,eng ENG,"CC,DL",Manchester City,eng Premier League,20,2002,14,370.0,26.0,10.8,4.1,2,90.0,2,12,16.0,17,2.64,3.0,4.0,-1.0,-0.24,-2.07,5.3,7.9,-2.6,-0.62,-2.07
2480,Erik Palmer-Brown,us USA,DF,Troyes,fr Ligue 1,25,1997,38,3191.0,84.0,93.3,35.5,36,87.0,32,2,27.0,0,0.63,42.0,78.0,-36.0,-1.02,-1.02,35.9,70.6,-34.7,-0.98,0.69
2481,Emerson Palmieri,it ITA,DF,West Ham,eng Premier League,27,1994,22,1320.0,60.0,38.6,14.7,16,79.0,9,6,9.0,13,1.18,15.0,28.0,-13.0,-0.89,-0.89,17.3,23.0,-5.7,-0.39,-0.47
2482,Martin Palumbo,no NOR,CC,Udinese,it Serie A,20,2002,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,Javi Pamies,es ESP,DF,Elche,es La Liga,19,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2484,Yannick Pandor,km COM,PO,Lens,fr Ligue 1,21,2001,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,Miloš Pantović,rs SRB,CC,Union Berlin,de Bundesliga,26,1996,13,206.0,16.0,6.7,2.3,0,0.0,0,13,16.0,7,1.92,4.0,4.0,0.0,0.0,-0.41,2.9,2.3,0.6,0.27,0.44
2486,Flavio Paoletti,it ITA,CC,Sampdoria,it Serie A,19,2003,12,284.0,24.0,8.3,3.2,1,86.0,0,11,18.0,11,0.25,1.0,7.0,-6.0,-1.9,-0.72,2.4,8.7,-6.4,-2.0,-1.26
2487,Antonios Papadopoulos,de GER,DF,Dortmund,de Bundesliga,22,1999,1,13.0,13.0,0.4,0.1,0,0.0,0,1,13.0,9,0.0,0.0,0.0,0.0,0.0,-1.15,0.1,0.0,0.1,0.4,-0.42
2488,Matondo-Merveille Papela,de GER,CC,Mainz 05,de Bundesliga,21,2001,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4979,Lucas Paquetá,br BRA,CC,West Ham,eng Premier League,24,1997,30,2310.0,157.0,67.5,25.7,29,159.0,7,1,24.0,1,4.11,38.0,41.0,-3.0,1.9699999999999998,2.01,35.7,36.1,-0.5,0.52,0.44999999999999996
2491,Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,22,2000,16,859.0,54.0,25.1,9.5,9,89.0,8,7,8.0,22,1.25,9.0,18.0,-9.0,-0.94,-1.4,16.9,12.6,4.3,0.45,0.0
2492,Kevin Paredes,us USA,"DL,CC",Wolfsburg,de Bundesliga,19,2003,22,529.0,24.0,17.3,5.9,1,72.0,0,21,22.0,2,1.09,13.0,8.0,5.0,0.85,0.71,10.8,10.4,0.5,0.08,0.09
4987,Leandro Paredes,ar ARG,CC,Juventus,it Serie A,28,1994,28,1029.0,56.0,30.1,11.5,8,76.0,3,20,39.0,5,4.68,19.0,13.0,6.0,5.470000000000001,3.5,19.599999999999998,15.700000000000001,3.8,3.38,2.2
2495,Daniel Parejo,es ESP,CC,Villarreal,es La Liga,33,1989,37,3285.0,89.0,96.1,36.5,37,89.0,33,0,0.0,0,1.65,57.0,39.0,18.0,0.49,-0.17,59.0,48.8,10.1,0.28,-0.51
2496,Fabiano Parisi,it ITA,DF,Empoli,it Serie A,21,2000,33,2830.0,86.0,82.7,31.4,33,86.0,28,0,0.0,2,1.21,31.0,37.0,-6.0,-0.19,0.72,32.5,45.0,-12.5,-0.4,0.67
2497,Stefan Parkes,eng ENG,DF,Fulham,eng Premier League,18,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498,Moises Parra Gutierrez,es ESP,DL,Getafe,es La Liga,20,2002,1,10.0,10.0,0.3,0.1,0,0.0,0,1,10.0,2,0.0,0.0,0.0,0.0,0.0,0.29,0.1,0.3,-0.3,-2.28,-2.04
2499,Raúl Parra,es ESP,DF,Cádiz,es La Liga,22,1999,6,310.0,52.0,9.1,3.4,4,69.0,0,2,17.0,17,1.67,3.0,3.0,0.0,0.0,0.67,3.7,5.1,-1.4,-0.41,0.12
2500,Thomas Partey,gh GHA,CC,Arsenal,eng Premier League,29,1993,33,2483.0,75.0,72.6,27.6,28,85.0,21,5,20.0,0,2.27,69.0,28.0,41.0,1.49,1.1,54.7,31.9,22.8,0.82,0.14
2501,Marco Pašalić,hr CRO,CC,Dortmund,de Bundesliga,21,2000,1,11.0,11.0,0.4,0.1,0,0.0,0,1,11.0,1,0.0,0.0,1.0,-1.0,-8.18,-9.36,0.5,0.4,0.1,0.63,-0.19
2502,Mario Pašalić,hr CRO,"CC,DL",Atalanta,it Serie A,27,1995,32,1769.0,55.0,51.7,19.7,24,65.0,1,8,26.0,2,1.69,33.0,24.0,9.0,0.46,-0.03,30.9,22.3,8.6,0.44,0.02
2503,Pascu,es ESP,"DF,DL",Villarreal,es La Liga,19,2003,2,10.0,5.0,0.3,0.1,0,0.0,0,2,5.0,8,2.0,1.0,0.0,1.0,9.0,8.52,0.2,0.5,-0.3,-2.78,-3.09
2504,Felix Passlack,de GER,DF,Dortmund,de Bundesliga,24,1998,3,64.0,21.0,2.1,0.7,0,0.0,0,3,21.0,20,3.0,2.0,0.0,2.0,2.81,1.7,2.2,1.0,1.2,1.69,0.89
2505,Javier Pastore,ar ARG,CC,Elche,es La Liga,33,1989,1,5.0,5.0,0.1,0.1,0,0.0,0,1,5.0,6,1.0,0.0,0.0,0.0,0.0,0.98,0.0,0.1,-0.1,-1.44,-0.59
2506,Patric,es ESP,DF,Lazio,it Serie A,29,1993,18,1413.0,79.0,41.3,15.7,16,85.0,13,2,27.0,17,2.28,30.0,7.0,23.0,1.46,1.15,24.1,16.9,7.2,0.46,0.34
2507,Rui Patrício,pt POR,PO,Roma,it Serie A,34,1988,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,0.0,1,1.69,47.0,35.0,12.0,0.34,0.34,52.8,28.4,24.4,0.7,0.38
2508,Nathan Patterson,sct SCO,"DF,CC",Everton,eng Premier League,20,2001,19,1279.0,67.0,37.4,14.2,14,82.0,11,5,26.0,2,0.74,13.0,22.0,-9.0,-0.63,-0.04,16.4,24.8,-8.4,-0.59,-0.08
2509,Travis Patterson,eng ENG,CC,Aston Villa,eng Premier League,16,2005,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,Paulinho,br BRA,DL,Leverkusen,de Bundesliga,22,2000,4,82.0,21.0,2.7,0.9,1,45.0,0,3,12.0,4,1.0,1.0,2.0,-1.0,-1.1,-1.37,0.8,1.6,-0.8,-0.86,-1.15
2511,Gabriel Paulista,br BRA,DF,Valencia,es La Liga,31,1990,21,1504.0,72.0,44.0,16.7,18,82.0,13,3,9.0,8,1.24,20.0,24.0,-4.0,-0.24,-0.29,21.5,19.6,2.0,0.12,-0.07
2512,Benjamin Pavard,fr FRA,DF,Bayern Munich,de Bundesliga,26,1996,30,2431.0,81.0,79.4,27.0,27,87.0,24,3,23.0,3,2.3,76.0,29.0,47.0,1.74,0.74,61.6,28.4,33.2,1.23,0.57
2513,Jiří Pavlenka,cz CZE,PO,Werder Bremen,de Bundesliga,30,1992,33,2908.0,88.0,95.0,32.3,33,88.0,32,0,0.0,0,1.06,49.0,61.0,-12.0,-0.37,0.22,38.8,49.0,-10.2,-0.32,0.63
2514,Aleksandar Pavlovic,de GER,CC,Bayern Munich,de Bundesliga,18,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2515,Dimitri Payet,fr FRA,"CC,DL",Marseille,fr Ligue 1,35,1987,24,835.0,35.0,24.4,9.3,9,65.0,1,15,17.0,8,1.96,27.0,13.0,14.0,1.51,1.06,16.8,10.9,5.8,0.63,0.04
2516,Lewis Payne,eng ENG,DF,Southampton,eng Premier League,18,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517,Nicolás Paz,ar ARG,CC,Real Madrid,es La Liga,17,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2518,Ben Pearson,eng ENG,CC,Bournemouth,eng Premier League,27,1995,7,286.0,41.0,8.4,3.2,3,69.0,1,4,20.0,7,1.0,1.0,10.0,-9.0,-2.83,-2.11,1.3,5.8,-4.6,-1.43,-0.84
2519,Kristian Pedersen,dk DEN,DF,Köln,de Bundesliga,27,1994,6,276.0,46.0,9.0,3.1,3,80.0,2,3,12.0,17,0.67,2.0,6.0,-4.0,-1.3,-1.27,2.7,4.2,-1.5,-0.48,-0.7
2520,Mads Pedersen,dk DEN,"DF,CC",Augsburg,de Bundesliga,25,1996,28,1838.0,66.0,60.1,20.4,20,83.0,12,8,22.0,1,0.96,26.0,36.0,-10.0,-0.49,0.32,20.3,35.1,-14.7,-0.72,-0.04
2521,Leonardo Pedicillo,it ITA,CC,Spezia,it Serie A,19,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,Alfonso Pedraza,es ESP,DF,Villarreal,es La Liga,26,1996,26,1633.0,63.0,47.7,18.1,20,78.0,11,6,13.0,2,1.92,28.0,15.0,13.0,0.72,0.41,28.4,23.8,4.6,0.25,-0.08
2523,Pedri,es ESP,CC,Barcelona,es La Liga,19,2002,26,1976.0,76.0,57.8,22.0,22,83.0,12,4,38.0,0,2.62,47.0,9.0,38.0,1.73,0.98,48.6,17.6,31.0,1.41,0.7
2524,Pedro,es ESP,DL,Lazio,it Serie A,35,1987,36,1898.0,53.0,55.5,21.1,17,73.0,2,19,35.0,0,1.89,33.0,20.0,13.0,0.62,-0.39,28.4,20.1,8.3,0.4,0.31
2525,Adrià Pedrosa,es ESP,"DF,CC",Espanyol,es La Liga,24,1998,7,229.0,33.0,6.7,2.5,2,64.0,0,5,20.0,2,0.86,4.0,3.0,1.0,0.39,0.9,5.3,2.6,2.7,1.07,1.47
2526,Jordan Pefok,us USA,DL,Union Berlin,de Bundesliga,26,1996,31,1358.0,44.0,44.4,15.1,16,69.0,1,15,17.0,2,1.94,20.0,15.0,5.0,0.33,-0.09,17.6,19.2,-1.6,-0.11,0.05
2527,Gianluca Pegolo,it ITA,PO,Sassuolo,it Serie A,41,1981,2,180.0,90.0,5.3,2.0,2,90.0,2,0,0.0,36,0.5,1.0,3.0,-2.0,-1.0,-0.67,2.1,4.1,-2.0,-1.0,-1.11
2528,Dženan Pejčinović,de GER,DL,Wolfsburg,de Bundesliga,17,2005,1,11.0,11.0,0.4,0.1,0,0.0,0,1,11.0,9,0.0,0.0,0.0,0.0,0.0,-0.27,0.9,0.5,0.4,3.63,3.64
2529,Peter Pekarík,sk SVK,DF,Hertha BSC,de Bundesliga,35,1986,5,206.0,41.0,6.7,2.3,2,83.0,1,3,13.0,19,0.8,3.0,7.0,-4.0,-1.75,-1.02,2.5,4.4,-1.9,-0.82,-0.23
2530,Pietro Pellegri,it ITA,DL,Torino,it Serie A,21,2001,18,465.0,26.0,13.6,5.2,4,61.0,0,14,16.0,8,1.22,8.0,5.0,3.0,0.58,0.64,6.7,5.8,0.9,0.17,0.14
2531,Lorenzo Pellegrini,it ITA,CC,Roma,it Serie A,26,1996,32,2545.0,80.0,74.4,28.3,29,85.0,14,3,29.0,3,1.72,35.0,26.0,9.0,0.32,0.01,44.3,20.6,23.7,0.84,0.67
5065,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,23,1999,16,737.0,88.0,23.5,8.2,8,164.0,3,8,36.0,11,2.99,14.0,8.0,6.0,1.98,1.13,13.8,7.3,6.5,1.9700000000000002,1.5999999999999999
2534,Théo Pellenard,fr FRA,DF,Auxerre,fr Ligue 1,28,1994,2,99.0,50.0,2.9,1.1,1,85.0,0,1,14.0,4,1.5,1.0,2.0,-1.0,-0.91,-0.18,0.6,2.8,-2.2,-1.96,-1.59
2535,Facundo Pellistri,uy URU,"DL,CC",Manchester Utd,eng Premier League,20,2001,4,64.0,16.0,1.9,0.7,0,0.0,0,4,16.0,19,1.25,2.0,1.0,1.0,1.41,1.03,1.3,1.0,0.3,0.47,0.02
2536,Aurélien Pelon,fr FRA,CC,Lorient,fr Ligue 1,18,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,Timothee Pembele,fr FRA,DF,Paris S-G,fr Ligue 1,19,2002,5,263.0,53.0,7.7,2.9,4,65.0,0,1,5.0,8,1.8,5.0,8.0,-3.0,-1.03,-2.51,5.4,5.5,-0.1,-0.02,-0.88
2538,Iñaki Peña,es ESP,PO,Barcelona,es La Liga,23,1999,2,73.0,37.0,2.1,0.8,0,0.0,0,2,37.0,36,0.0,2.0,2.0,0.0,0.0,-1.34,1.2,1.4,-0.2,-0.29,-1.43
2539,Marcos Peña,es ESP,CC,Almería,es La Liga,17,2005,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,Rubén Peña,es ESP,"DF,CC",Osasuna,es La Liga,31,1991,20,1277.0,64.0,37.3,14.2,14,79.0,5,6,29.0,2,1.45,22.0,17.0,5.0,0.35,0.77,18.3,17.8,0.4,0.03,0.31
2541,Nicolas Penneteau,fr FRA,PO,Reims,fr Ligue 1,41,1981,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,Philipp Pentke,de GER,PO,Hoffenheim,de Bundesliga,37,1985,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5087,Patrick Pentz,at AUT,PO,Reims,fr Ligue 1,25,1997,7,630.0,90.0,18.4,7.0,7,90.0,7,0,0.0,27,0.86,10.0,14.0,-4.0,-0.57,-0.7,11.4,11.2,0.2,0.03,-0.25
5091,Nicolas Pépé,ci CIV,"DL,CC",Arsenal,eng Premier League,27,1995,18,1495.0,83.0,43.7,16.6,17,85.0,10,1,51.0,3,1.39,17.0,16.0,1.0,0.06,-0.41,22.8,19.2,3.6,0.21,-0.22
2547,Ricardo Pepi,us USA,DL,Augsburg,de Bundesliga,19,2003,4,95.0,24.0,3.1,1.1,1,55.0,0,3,13.0,0,0.75,0.0,3.0,-3.0,-2.84,-2.3,0.5,1.7,-1.2,-1.15,-0.45
2548,Pepín,gq EQG,CC,Monza,it Serie A,25,1996,25,1123.0,45.0,32.8,12.5,11,72.0,3,14,23.0,12,1.36,12.0,19.0,-7.0,-0.56,-0.68,15.8,19.2,-3.3,-0.27,-0.18
2549,Alberto Perea,es ESP,CC,Cádiz,es La Liga,31,1990,1,45.0,45.0,1.3,0.5,1,45.0,0,0,0.0,0,0.0,0.0,1.0,-1.0,-2.0,-1.41,0.2,0.4,-0.2,-0.36,0.17
2550,Juan Perea,co COL,DL,Stuttgart,de Bundesliga,22,2000,16,418.0,26.0,13.7,4.6,3,57.0,0,13,19.0,15,0.5,4.0,7.0,-3.0,-0.65,-0.34,7.6,7.3,0.3,0.07,0.0
2551,Andreas Pereira,br BRA,CC,Fulham,eng Premier League,26,1996,33,2692.0,82.0,78.7,29.9,33,82.0,7,0,0.0,0,1.36,43.0,40.0,3.0,0.1,0.22,35.8,46.4,-10.5,-0.35,0.52
2552,Brayann Pereira,fr FRA,DF,Auxerre,fr Ligue 1,19,2003,2,180.0,90.0,5.3,2.0,2,90.0,2,0,0.0,7,0.0,2.0,6.0,-4.0,-2.0,-1.33,1.4,5.0,-3.6,-1.81,-1.47
2553,Danilo Pereira,pt POR,"DF,CC",Paris S-G,fr Ligue 1,30,1991,33,2410.0,73.0,70.5,26.8,27,83.0,19,6,27.0,3,2.12,57.0,27.0,30.0,1.12,-0.57,52.9,33.0,19.9,0.74,-0.15
2554,Mathias Pereira Lage,pt POR,"CC,DL",Brest,fr Ligue 1,25,1996,24,1264.0,53.0,37.0,14.0,16,70.0,2,8,18.0,3,1.13,17.0,25.0,-8.0,-0.57,-0.49,14.2,20.1,-5.9,-0.42,-0.14
2555,Ricardo Pereira,pt POR,"DF,CC",Leicester City,eng Premier League,28,1993,10,454.0,45.0,13.3,5.0,5,79.0,3,5,12.0,2,0.7,3.0,11.0,-8.0,-1.59,-1.31,6.5,8.3,-1.8,-0.36,-0.02
2556,Roberto Pereyra,ar ARG,"DF,CC",Udinese,it Serie A,31,1991,34,2820.0,83.0,82.5,31.3,33,84.0,20,1,32.0,2,1.21,41.0,42.0,-1.0,-0.03,-0.03,37.7,42.7,-5.0,-0.16,-0.18
5115,Ayoze Pérez,es ESP,"CC,DL",Leicester City,eng Premier League,29,1993,27,1768.0,121.0,51.7,19.6,20,154.0,6,7,53.0,10,2.2800000000000002,22.0,22.0,0.0,-0.18,0.13,26.8,25.799999999999997,1.1,0.1,0.44
2559,Carles Pérez,es ESP,"CC,DL",Celta Vigo,es La Liga,24,1998,35,2144.0,61.0,62.7,23.8,23,77.0,8,12,30.0,1,1.14,26.0,26.0,0.0,0.0,0.71,25.4,28.3,-2.9,-0.12,-0.13
2560,Charlie Perez,es ESP,PO,Valencia,es La Liga,20,2002,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,Francisco Perez,es ESP,"DL,CC",Valencia,es La Liga,19,2002,7,141.0,20.0,4.1,1.6,0,0.0,0,7,20.0,22,0.14,1.0,3.0,-2.0,-1.28,-1.25,1.3,2.3,-1.0,-0.62,-0.8
2562,Juan Pérez,es ESP,PO,Osasuna,es La Liga,26,1996,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,Kike Pérez,es ESP,CC,Valladolid,es La Liga,25,1997,36,2307.0,64.0,67.5,25.6,28,74.0,10,8,28.0,1,0.94,17.0,44.0,-27.0,-1.05,-0.81,25.7,42.7,-17.0,-0.66,0.09
2564,Lucas Pérez,es ESP,DL,Cádiz,es La Liga,33,1988,14,628.0,45.0,18.4,7.0,5,80.0,2,9,25.0,1,0.79,7.0,14.0,-7.0,-1.0,-0.49,6.5,14.9,-8.5,-1.21,-0.84
2565,Luis Pérez,es ESP,DF,Valladolid,es La Liga,27,1995,18,1213.0,67.0,35.5,13.5,15,74.0,10,3,32.0,6,1.0,9.0,29.0,-20.0,-1.48,-1.08,14.2,25.6,-11.4,-0.85,-0.24
2566,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,22,2000,34,2818.0,83.0,82.4,31.3,33,85.0,24,1,13.0,0,1.18,38.0,39.0,-1.0,-0.03,-0.03,37.9,43.2,-5.3,-0.17,-0.23
2567,Simone Perilli,it ITA,PO,Hellas Verona,it Serie A,27,1995,1,90.0,90.0,2.6,1.0,1,90.0,1,0,0.0,35,1.0,0.0,0.0,0.0,0.0,0.76,1.2,1.2,0.0,0.0,0.38
2568,Mattia Perin,it ITA,PO,Juventus,it Serie A,29,1992,11,948.0,86.0,27.7,10.5,10,90.0,10,1,48.0,26,1.91,16.0,7.0,9.0,0.85,0.34,14.8,12.4,2.4,0.23,-0.18
2569,Samuele Perisan,it ITA,PO,Empoli,it Serie A,24,1997,7,630.0,90.0,18.4,7.0,7,90.0,7,0,0.0,29,0.57,3.0,9.0,-6.0,-0.86,-0.66,6.8,9.5,-2.7,-0.38,0.16
2570,Ivan Perišić,hr CRO,"DF,CC",Tottenham,eng Premier League,33,1989,34,2108.0,62.0,61.6,23.4,23,83.0,10,11,18.0,3,1.41,40.0,44.0,-4.0,-0.17,-0.93,34.7,34.0,0.7,0.03,-0.43
2571,Sonny Perkins,eng ENG,DL,Leeds United,eng Premier League,18,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,Romain Perraud,fr FRA,DF,Southampton,eng Premier League,24,1997,29,1835.0,63.0,53.7,20.4,22,78.0,12,7,16.0,2,0.59,15.0,35.0,-20.0,-0.98,-0.02,19.3,30.2,-10.9,-0.53,0.17
2573,Gaëtan Perrin,fr FRA,"CC,DL",Auxerre,fr Ligue 1,26,1996,37,1391.0,38.0,40.7,15.5,15,60.0,0,22,22.0,0,0.92,15.0,25.0,-10.0,-0.65,0.15,17.2,26.3,-9.1,-0.59,-0.29
2574,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,23,1998,26,1765.0,68.0,51.6,19.6,18,88.0,16,8,23.0,6,1.23,31.0,27.0,4.0,0.2,0.86,26.8,29.6,-2.8,-0.14,0.08
2575,Máximo Perrone,ar ARG,CC,Manchester City,eng Premier League,19,2003,1,19.0,19.0,0.6,0.2,0,0.0,0,1,19.0,4,3.0,0.0,1.0,-1.0,-4.74,-6.38,0.3,0.2,0.1,0.7,-0.53
2576,Pavao Pervan,at AUT,PO,Wolfsburg,de Bundesliga,34,1987,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,Matteo Pessina,it ITA,CC,Monza,it Serie A,25,1997,35,2932.0,84.0,85.7,32.6,34,85.0,25,1,30.0,1,1.49,44.0,43.0,1.0,0.03,0.95,40.3,43.4,-3.1,-0.09,0.34
2578,Andrea Petagna,it ITA,DL,Monza,it Serie A,27,1995,31,1663.0,54.0,48.6,18.5,19,70.0,2,12,27.0,2,1.23,23.0,32.0,-9.0,-0.49,-0.74,22.4,27.2,-4.8,-0.26,-0.23
2579,Nils Petersen,de GER,DL,Freiburg,de Bundesliga,33,1988,27,277.0,10.0,9.1,3.1,0,0.0,0,27,10.0,7,1.96,7.0,8.0,-1.0,-0.32,-0.58,4.3,7.5,-3.2,-1.03,-1.11
2580,Lukas Petkov,bg BUL,"CC,DL",Augsburg,de Bundesliga,21,2000,7,146.0,21.0,4.8,1.6,0,0.0,0,7,21.0,6,0.57,0.0,3.0,-3.0,-1.85,-1.29,1.4,4.3,-2.8,-1.77,-1.11
2581,Denis Petrić,rs SRB,PO,Nantes,fr Ligue 1,34,1988,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,Léo Pétrot,fr FRA,DF,Lorient,fr Ligue 1,25,1997,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,Cameron Peupion,au AUS,CC,Brighton,eng Premier League,19,2002,1,6.0,6.0,0.2,0.1,0,0.0,0,1,6.0,4,0.0,0.0,2.0,-2.0,-30.0,-30.55,0.2,1.1,-1.0,-14.61,-15.25
2584,Germán Pezzella,ar ARG,DF,Betis,es La Liga,31,1991,31,2511.0,81.0,73.4,27.9,29,83.0,22,2,48.0,2,1.52,33.0,28.0,5.0,0.18,0.18,36.7,36.5,0.2,0.01,-0.15
2585,Giuseppe Pezzella,it ITA,DF,Lecce,it Serie A,24,1997,16,918.0,57.0,26.8,10.2,10,80.0,5,6,20.0,18,0.75,10.0,18.0,-8.0,-0.78,-0.6,10.1,14.7,-4.5,-0.44,-0.39
2586,Luca Pfeiffer,de GER,DL,Stuttgart,de Bundesliga,25,1996,19,701.0,37.0,22.9,7.8,6,78.0,0,13,18.0,7,0.95,11.0,14.0,-3.0,-0.39,-0.04,13.7,10.9,2.8,0.36,0.38
2587,Luca Philipp,de GER,PO,Hoffenheim,de Bundesliga,21,2000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5177,Maximilian Philipp,de GER,DL,Wolfsburg,de Bundesliga,28,1994,18,558.0,68.0,18.2,6.2,4,132.0,0,14,47.0,4,1.9300000000000002,12.0,10.0,2.0,-0.17000000000000004,0.07999999999999985,8.6,9.899999999999999,-1.4000000000000001,-0.9,-0.53
2590,Kalvin Phillips,eng ENG,CC,Manchester City,eng Premier League,26,1995,12,300.0,25.0,8.8,3.3,2,90.0,2,10,12.0,15,2.58,1.0,3.0,-2.0,-0.6,-2.42,4.1,5.8,-1.7,-0.52,-1.91
2591,Killian Phillips,ie IRL,CC,Crystal Palace,eng Premier League,20,2002,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2592,Nathaniel Phillips,eng ENG,DF,Liverpool,eng Premier League,25,1997,2,66.0,33.0,1.9,0.7,1,62.0,0,1,4.0,16,2.0,1.0,1.0,0.0,0.0,-0.75,2.0,0.5,1.5,2.06,1.52
2593,Edoardo Piana,it ITA,PO,Udinese,it Serie A,18,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,Krzysztof Piątek,pl POL,DL,Salernitana,it Serie A,27,1995,33,2140.0,65.0,62.6,23.8,23,79.0,13,10,33.0,1,1.09,33.0,44.0,-11.0,-0.46,-0.25,24.5,43.9,-19.4,-0.81,-0.03
5191,Roberto Piccoli,it ITA,DL,Hellas Verona,it Serie A,21,2001,20,708.0,67.0,20.7,7.800000000000001,8,113.0,0,12,36.0,9,1.42,7.0,10.0,-3.0,-0.82,0.24000000000000002,7.9,12.9,-5.1,-1.44,-0.5900000000000001
2597,Charles Pickel,cd COD,CC,Cremonese,it Serie A,25,1997,33,2483.0,75.0,72.6,27.6,30,81.0,16,3,22.0,2,0.73,26.0,46.0,-20.0,-0.72,0.52,28.6,44.3,-15.7,-0.57,0.54
2598,Jordan Pickford,eng ENG,PO,Everton,eng Premier League,28,1994,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,0.0,0,0.89,33.0,57.0,-24.0,-0.65,-1.65,44.8,64.7,-19.9,-0.54,0.14
