Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,PJ2017-2018,Titular2017-2018,Mín2017-2018,90 s2017-2018,GC2017-2018,GC902017-2018,DaPC2017-2018,Salvadas2017-2018,% Salvadas2017-2018,PG2017-2018,PE2017-2018,PP2017-2018,PaC2017-2018,PaC%2017-2018,TPint2017-2018,PD2017-2018,PD.12017-2018,PC2017-2018,% Salvadas.12017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,PJ2018-2019,Titular2018-2019,Mín2018-2019,90 s2018-2019,GC2018-2019,GC902018-2019,DaPC2018-2019,Salvadas2018-2019,% Salvadas2018-2019,PG2018-2019,PE2018-2019,PP2018-2019,PaC2018-2019,PaC%2018-2019,TPint2018-2019,PD2018-2019,PD.12018-2019,PC2018-2019,% Salvadas.12018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,PJ2019-2020,Titular2019-2020,Mín2019-2020,90 s2019-2020,GC2019-2020,GC902019-2020,DaPC2019-2020,Salvadas2019-2020,% Salvadas2019-2020,PG2019-2020,PE2019-2020,PP2019-2020,PaC2019-2020,PaC%2019-2020,TPint2019-2020,PD2019-2020,PD.12019-2020,PC2019-2020,% Salvadas.12019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,PJ2020-2021,Titular2020-2021,Mín2020-2021,90 s2020-2021,GC2020-2021,GC902020-2021,DaPC2020-2021,Salvadas2020-2021,% Salvadas2020-2021,PG2020-2021,PE2020-2021,PP2020-2021,PaC2020-2021,PaC%2020-2021,TPint2020-2021,PD2020-2021,PD.12020-2021,PC2020-2021,% Salvadas.12020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,PJ2021-2022,Titular2021-2022,Mín2021-2022,90 s2021-2022,GC2021-2022,GC902021-2022,DaPC2021-2022,Salvadas2021-2022,% Salvadas2021-2022,PG2021-2022,PE2021-2022,PP2021-2022,PaC2021-2022,PaC%2021-2022,TPint2021-2022,PD2021-2022,PD.12021-2022,PC2021-2022,% Salvadas.12021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,PJ2022-2023,Titular2022-2023,Mín2022-2023,90 s2022-2023,GC2022-2023,GC902022-2023,DaPC2022-2023,Salvadas2022-2023,% Salvadas2022-2023,PG2022-2023,PE2022-2023,PP2022-2023,PaC2022-2023,PaC%2022-2023,TPint2022-2023,PD2022-2023,PD.12022-2023,PC2022-2023,% Salvadas.12022-2023,Position,Market Value,Transfer Type,Fee
143,Jordan Pickford,42,12,47,3,23.0,1994.0,38.0,38.0,3420.0,38.0,58.0,1.53,178.0,119.0,69.1,13.0,10.0,15.0,10.0,26.3,5.0,3.0,1.0,1.0,25.0,42,12,47,3,24.0,1994.0,38.0,38.0,3420.0,38.0,46.0,1.21,136.0,89.0,67.6,15.0,9.0,14.0,14.0,36.8,5.0,2.0,3.0,0.0,60.0,42,12,47,3,25.0,1994.0,38.0,38.0,3420.0,38.0,56.0,1.47,147.0,94.0,63.9,13.0,10.0,15.0,9.0,23.7,4.0,3.0,0.0,1.0,0.0,42,12,47,3,26.0,1994.0,31.0,31.0,2742.0,30.5,39.0,1.28,128.0,90.0,71.1,15.0,5.0,11.0,10.0,32.3,3.0,2.0,0.0,1.0,0.0,42,12,47,3,27.0,1994.0,35.0,35.0,3150.0,35.0,58.0,1.66,170.0,116.0,66.5,10.0,6.0,19.0,7.0,20.0,1.0,1.0,0.0,0.0,0.0,42,12,47,3,28.0,1994.0,37.0,37.0,3330.0,37.0,57.0,1.54,181.0,123.0,71.3,7.0,12.0,18.0,8.0,21.6,6.0,5.0,1.0,0.0,16.7,,,,
144,Carlo Pinsoglio,69,12,66,6,27.0,1990.0,1.0,0.0,28.0,0.3,1.0,3.21,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,66,6,28.0,1990.0,1.0,1.0,90.0,1.0,2.0,2.0,3.0,1.0,33.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,66,6,29.0,1990.0,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,66,6,30.0,1990.0,1.0,0.0,23.0,0.3,1.0,3.91,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,66,6,31.0,1990.0,1.0,0.0,45.0,0.5,1.0,2.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
145,Julian Pollersbeck,35,12,58,2,22.0,1994.0,10.0,10.0,900.0,10.0,15.0,1.5,47.0,32.0,68.1,4.0,1.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,81,5,26.0,1994.0,6.0,4.0,436.0,4.8,6.0,1.24,25.0,19.0,92.0,3.0,0.0,1.0,1.0,25.0,4.0,4.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
146,Nick Pope,42,12,26,3,25.0,1992.0,35.0,34.0,3115.0,34.6,35.0,1.01,148.0,113.0,78.4,12.0,11.0,11.0,12.0,35.3,5.0,3.0,1.0,1.0,25.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,12,26,3,27.0,1992.0,38.0,38.0,3420.0,38.0,50.0,1.32,167.0,117.0,72.5,15.0,9.0,14.0,15.0,39.5,5.0,4.0,1.0,0.0,20.0,42,12,26,3,28.0,1992.0,32.0,32.0,2880.0,32.0,37.0,1.16,149.0,113.0,77.2,10.0,9.0,13.0,11.0,34.4,3.0,3.0,0.0,0.0,0.0,42,12,26,3,29.0,1992.0,36.0,36.0,3240.0,36.0,47.0,1.31,165.0,119.0,74.5,7.0,14.0,15.0,9.0,25.0,5.0,5.0,0.0,0.0,0.0,42,12,96,3,30.0,1992.0,37.0,37.0,3261.0,36.2,32.0,0.88,118.0,85.0,74.6,19.0,13.0,5.0,14.0,37.8,5.0,2.0,2.0,1.0,50.0,5.0,15.0,2.0,11.5
147,Nicolas de Préville,46,9,78,5,26.0,1991.0,1.0,0.0,11.0,3.2,1.0,8.18,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
148,Andrés Prieto,43,12,93,4,23.0,1993.0,4.0,4.0,360.0,4.0,10.0,2.5,20.0,10.0,60.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
149,Jérôme Prior,46,12,20,5,21.0,1995.0,2.0,2.0,180.0,2.0,3.0,1.5,9.0,6.0,66.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
150,Christian Puggioni,69,12,16,6,36.0,1981.0,23.0,23.0,1989.0,22.1,38.0,3.31,118.0,80.0,150.7,8.0,3.0,12.0,5.0,47.6,9.0,8.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
151,Rafael,17,12,28,6,35.0,1982.0,10.0,8.0,794.0,8.8,11.0,1.25,39.0,28.0,74.4,4.0,1.0,3.0,1.0,12.5,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,12,28,6,37.0,1982.0,6.0,5.0,454.0,5.0,11.0,2.18,17.0,6.0,47.1,1.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,17,12,122,6,38.0,1982.0,3.0,2.0,207.0,2.3,5.0,2.17,18.0,13.0,72.2,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
152,Toño Ramírez,43,12,109,4,30.0,1986.0,4.0,3.0,315.0,3.5,6.0,1.71,11.0,5.0,45.5,1.0,0.0,2.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
153,Pepe Reina,43,12,95,6,34.0,1982.0,37.0,37.0,3330.0,37.0,29.0,0.78,97.0,68.0,72.2,28.0,6.0,3.0,18.0,48.6,2.0,2.0,0.0,0.0,0.0,43,12,89,6,35.0,1982.0,4.0,2.0,328.0,3.7,5.0,1.37,14.0,9.0,71.4,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,43,12,8,3,36.0,1982.0,14.0,14.0,1170.0,13.0,21.0,2.67,59.0,36.0,149.3,4.0,3.0,6.0,2.0,16.7,4.0,2.0,2.0,0.0,133.3,43,12,70,6,37.0,1982.0,29.0,29.0,2610.0,29.0,41.0,1.41,113.0,74.0,70.8,18.0,3.0,8.0,9.0,31.0,8.0,8.0,0.0,0.0,0.0,43,12,70,6,38.0,1982.0,15.0,15.0,1350.0,15.0,29.0,1.93,60.0,31.0,58.3,6.0,4.0,5.0,2.0,13.3,5.0,4.0,0.0,1.0,0.0,43,12,136,4,39.0,1982.0,22.0,22.0,1980.0,22.0,27.0,1.23,87.0,61.0,73.6,13.0,3.0,6.0,5.0,22.7,4.0,4.0,0.0,0.0,0.0,,,,
154,Baptiste Reynet,46,12,38,5,26.0,1990.0,38.0,38.0,3420.0,38.0,73.0,1.92,201.0,128.0,69.2,13.0,9.0,16.0,5.0,13.2,14.0,11.0,3.0,0.0,21.4,46,12,129,5,27.0,1990.0,31.0,31.0,2704.0,30.0,45.0,1.5,143.0,98.0,71.3,6.0,11.0,14.0,6.0,19.4,5.0,4.0,1.0,0.0,20.0,46,12,129,5,28.0,1990.0,23.0,22.0,2034.0,22.6,49.0,2.17,118.0,68.0,61.0,3.0,3.0,16.0,2.0,9.1,5.0,3.0,2.0,0.0,40.0,46,12,100,5,29.0,1990.0,38.0,38.0,3420.0,38.0,71.0,1.87,196.0,122.0,66.8,9.0,8.0,21.0,8.0,21.1,10.0,6.0,3.0,1.0,33.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
155,Sergio Rico,43,12,119,4,23.0,1993.0,24.0,23.0,2155.0,24.0,39.0,1.63,92.0,52.0,60.9,10.0,3.0,10.0,9.0,39.1,5.0,3.0,1.0,1.0,25.0,43,12,51,3,24.0,1993.0,29.0,29.0,2610.0,29.0,56.0,1.93,165.0,111.0,68.5,6.0,3.0,20.0,5.0,17.2,4.0,4.0,0.0,0.0,0.0,43,12,104,5,25.0,1993.0,2.0,2.0,180.0,2.0,4.0,2.0,10.0,6.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,104,5,26.0,1993.0,10.0,8.0,810.0,9.0,9.0,1.0,36.0,28.0,75.0,5.0,1.0,2.0,5.0,62.5,0.0,0.0,0.0,0.0,0.0,43,12,84,4,27.0,1993.0,15.0,14.0,1283.0,14.3,30.0,5.98,60.0,31.0,121.1,4.0,0.0,10.0,1.0,7.1,4.0,3.0,1.0,0.0,25.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
156,Asier Riesgo,43,12,41,4,33.0,1983.0,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,41,4,34.0,1983.0,15.0,14.0,1260.0,14.0,20.0,1.43,46.0,27.0,56.5,2.0,8.0,4.0,4.0,28.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
157,Roberto,43,12,93,4,31.0,1986.0,34.0,34.0,3060.0,34.0,51.0,1.5,150.0,98.0,68.7,5.0,5.0,24.0,6.0,17.6,5.0,4.0,1.0,0.0,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,140,3,33.0,1986.0,17.0,15.0,1477.0,16.4,36.0,4.390000000000001,105.0,70.0,139.0,2.0,2.0,11.0,2.0,25.0,4.0,4.0,0.0,0.0,0.0,43,12,134,4,34.0,1986.0,13.0,13.0,1170.0,13.0,17.0,1.31,46.0,29.0,67.4,1.0,7.0,5.0,1.0,7.7,3.0,2.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
158,Sergio Romero,6,12,86,3,30.0,1987.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12,135,6,34.0,1987.0,16.0,16.0,1440.0,16.0,33.0,2.06,105.0,74.0,74.3,3.0,4.0,9.0,3.0,18.8,6.0,6.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
159,Francesco Rossi,69,12,9,6,26.0,1991.0,1.0,0.0,8.0,0.1,1.0,11.25,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,9,6,27.0,1991.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,9,6,28.0,1991.0,1.0,0.0,11.0,0.1,1.0,8.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,9,6,30.0,1991.0,1.0,0.0,37.0,0.4,1.0,2.43,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,9,6,31.0,1991.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
160,Rubén,43,12,68,4,33.0,1984.0,28.0,27.0,2477.0,27.5,58.0,2.11,134.0,77.0,58.2,3.0,9.0,15.0,4.0,14.8,3.0,2.0,1.0,0.0,33.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,102,4,35.0,1984.0,19.0,18.0,1583.0,17.6,24.0,1.36,54.0,30.0,61.1,5.0,9.0,4.0,4.0,22.2,3.0,3.0,0.0,0.0,0.0,43,12,102,4,36.0,1984.0,3.0,3.0,187.0,2.1,5.0,2.41,8.0,3.0,37.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
161,Stéphane Ruffier,46,12,114,5,30.0,1986.0,35.0,35.0,3112.0,34.6,44.0,1.27,150.0,106.0,74.0,14.0,10.0,11.0,12.0,34.3,6.0,5.0,1.0,0.0,16.7,46,12,114,5,31.0,1986.0,37.0,37.0,3330.0,37.0,40.0,1.08,148.0,107.0,77.7,19.0,8.0,10.0,13.0,35.1,9.0,7.0,1.0,1.0,12.5,46,12,114,5,32.0,1986.0,22.0,22.0,1980.0,22.0,40.0,1.82,100.0,60.0,63.0,6.0,4.0,12.0,3.0,13.6,4.0,3.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
162,Gerónimo Rulli,6,12,109,4,25.0,1992.0,26.0,26.0,2340.0,26.0,45.0,1.73,105.0,61.0,61.0,10.0,5.0,11.0,6.0,23.1,5.0,4.0,1.0,0.0,20.0,6,12,109,4,26.0,1992.0,27.0,27.0,2430.0,27.0,35.0,1.3,109.0,75.0,69.7,10.0,9.0,8.0,7.0,25.9,3.0,2.0,1.0,0.0,33.3,6,12,91,5,27.0,1992.0,25.0,25.0,2250.0,25.0,27.0,1.08,119.0,91.0,79.8,11.0,7.0,7.0,8.0,32.0,5.0,3.0,2.0,0.0,40.0,6,12,136,4,28.0,1992.0,2.0,2.0,180.0,2.0,4.0,2.0,8.0,4.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12,136,4,29.0,1992.0,32.0,32.0,2880.0,32.0,28.0,0.87,100.0,72.0,75.0,14.0,9.0,9.0,14.0,43.8,4.0,3.0,1.0,0.0,25.0,6,12,136,4,30.0,1992.0,14.0,14.0,1260.0,14.0,10.0,0.71,56.0,46.0,82.1,6.0,3.0,5.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,8.0
163,Mathew Ryan,8,12,25,3,25.0,1992.0,38.0,38.0,3420.0,38.0,54.0,1.42,172.0,121.0,69.2,9.0,13.0,16.0,10.0,26.3,3.0,1.0,2.0,0.0,66.7,8,12,25,3,26.0,1992.0,34.0,34.0,3060.0,34.0,55.0,1.62,152.0,96.0,69.1,8.0,8.0,18.0,6.0,17.6,8.0,8.0,0.0,0.0,0.0,8,12,25,3,27.0,1992.0,38.0,38.0,3420.0,38.0,54.0,1.42,168.0,116.0,69.0,9.0,14.0,15.0,9.0,23.7,2.0,2.0,0.0,0.0,0.0,8,12,7,3,28.0,1992.0,14.0,14.0,1260.0,14.0,21.0,2.4,44.0,24.0,145.9,3.0,5.0,6.0,3.0,51.5,5.0,5.0,0.0,0.0,0.0,8,12,109,4,29.0,1992.0,3.0,3.0,270.0,3.0,5.0,1.67,15.0,10.0,73.3,2.0,0.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,5.0
