Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,TA2017-2018,TR2017-2018,2a amarilla2017-2018,Fls2017-2018,FR2017-2018,PA2017-2018,Pcz2017-2018,Int2017-2018,TklG2017-2018,Penal ejecutado2017-2018,Penal concedido2017-2018,GC2017-2018,Recup.2017-2018,Ganados2017-2018,Perdidos2017-2018,% de ganados2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,TA2019-2020,TR2019-2020,2a amarilla2019-2020,Fls2019-2020,FR2019-2020,PA2019-2020,Pcz2019-2020,Int2019-2020,TklG2019-2020,Penal ejecutado2019-2020,Penal concedido2019-2020,GC2019-2020,Recup.2019-2020,Ganados2019-2020,Perdidos2019-2020,% de ganados2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,TA2020-2021,TR2020-2021,2a amarilla2020-2021,Fls2020-2021,FR2020-2021,PA2020-2021,Pcz2020-2021,Int2020-2021,TklG2020-2021,Penal ejecutado2020-2021,Penal concedido2020-2021,GC2020-2021,Recup.2020-2021,Ganados2020-2021,Perdidos2020-2021,% de ganados2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,TA2021-2022,TR2021-2022,2a amarilla2021-2022,Fls2021-2022,FR2021-2022,PA2021-2022,Pcz2021-2022,Int2021-2022,TklG2021-2022,Penal ejecutado2021-2022,Penal concedido2021-2022,GC2021-2022,Recup.2021-2022,Ganados2021-2022,Perdidos2021-2022,% de ganados2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,TA2022-2023,TR2022-2023,2a amarilla2022-2023,Fls2022-2023,FR2022-2023,PA2022-2023,Pcz2022-2023,Int2022-2023,TklG2022-2023,Penal ejecutado2022-2023,Penal concedido2022-2023,GC2022-2023,Recup.2022-2023,Ganados2022-2023,Perdidos2022-2023,% de ganados2022-2023,Position,Market Value,Transfer Type,Fee
1871,Matt Phillips,114,2,139,3,26.0,1991.0,23.3,3.0,0.0,0.0,14.0,13.0,11.0,164.0,24.0,16.0,0.0,0.0,0.0,114.0,35.0,36.0,49.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,1,139,3,29.0,1991.0,20.3,1.0,0.0,0.0,29.0,7.0,8.0,72.0,10.0,8.0,0.0,0.0,0.0,107.0,16.0,36.0,30.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1872,Lebogang Phiri,135,1,57,5,22.0,1994.0,11.5,1.0,0.0,0.0,13.0,7.0,0.0,8.0,19.0,17.0,0.0,0.0,0.0,66.0,8.0,5.0,61.5,135,1,57,5,23.0,1994.0,21.4,3.0,0.0,0.0,26.0,14.0,0.0,8.0,29.0,38.0,1.0,0.0,0.0,136.0,12.0,16.0,42.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1873,Pablo Piatti,6,3,46,4,28.0,1989.0,19.3,0.0,0.0,0.0,35.0,52.0,7.0,145.0,22.0,32.0,1.0,0.0,0.0,107.0,23.0,46.0,33.3,6,9,46,4,29.0,1989.0,8.3,0.0,0.0,0.0,18.0,26.0,1.0,45.0,2.0,15.0,0.0,0.0,0.0,49.0,10.0,18.0,35.7,6,5,46,4,30.0,1989.0,0.6,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0,6,3,43,4,31.0,1989.0,4.0,1.0,0.0,0.0,11.0,9.0,5.0,17.0,2.0,6.0,0.0,0.0,0.0,17.0,1.0,9.0,10.0,6,3,43,4,32.0,1989.0,3.5,0.0,0.0,0.0,8.0,8.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,17.0,7.0,7.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1874,Jordan Pickford,42,12,47,3,23.0,1994.0,38.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,47.0,16.0,1.0,94.1,42,12,47,3,24.0,1994.0,38.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,11.0,1.0,91.7,42,12,47,3,25.0,1994.0,38.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,10.0,0.0,100.0,42,12,47,3,26.0,1994.0,30.5,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,27.0,9.0,0.0,100.0,42,12,47,3,27.0,1994.0,35.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,10.0,1.0,90.9,42,12,47,3,28.0,1994.0,37.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,36.0,8.0,3.0,72.7,,,,
1875,Jérémy Pied,46,4,121,3,28.0,1989.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,8.0,6.0,0.0,0.0,0.0,15.0,1.0,0.0,100.0,46,4,78,5,29.0,1989.0,5.2,0.0,0.0,0.0,7.0,5.0,1.0,17.0,5.0,8.0,0.0,0.0,0.0,29.0,8.0,15.0,34.8,46,4,78,5,30.0,1989.0,5.0,2.0,0.0,0.0,8.0,8.0,0.0,20.0,7.0,10.0,0.0,2.0,0.0,37.0,4.0,4.0,50.0,46,4,78,5,31.0,1989.0,3.5,1.0,0.0,0.0,6.0,2.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,30.0,5.0,8.0,38.5,46,6,78,5,32.0,1989.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1876,Nicholas Pierini,69,3,117,6,18.0,1998.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1877,Ronaël Pierre-Gabriel,46,4,114,5,19.0,1998.0,13.0,2.0,1.0,0.0,14.0,15.0,0.0,12.0,9.0,31.0,0.0,1.0,0.0,48.0,7.0,15.0,31.8,46,4,90,5,20.0,1998.0,3.9,1.0,0.0,0.0,4.0,6.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,9.0,6.0,6.0,50.0,46,4,83,2,21.0,1998.0,6.4,3.0,0.0,0.0,5.0,7.0,0.0,8.0,8.0,10.0,0.0,0.0,0.0,29.0,9.0,5.0,64.3,46,4,24,5,22.0,1998.0,25.6,4.0,0.0,0.0,27.0,28.0,2.0,41.0,30.0,40.0,1.0,0.0,0.0,120.0,21.0,26.0,44.7,46,4,24,5,23.0,1998.0,28.3,6.0,0.0,0.0,27.0,29.0,3.0,38.0,48.0,45.0,0.0,0.0,0.0,129.0,14.0,25.0,35.9,46,4,46,4,24.0,1998.0,9.9,5.0,1.0,1.0,16.0,12.0,2.0,29.0,18.0,27.0,0.0,0.0,0.0,59.0,12.0,9.0,120.0,11.0,5.0,1.0,
1878,Erik Pieters,101,4,123,3,28.0,1988.0,30.2,5.0,0.0,0.0,58.0,29.0,2.0,64.0,61.0,47.0,0.0,1.0,0.0,154.0,50.0,45.0,52.6,101,4,4,5,29.0,1988.0,14.0,2.0,0.0,0.0,17.0,23.0,0.0,44.0,17.0,28.0,0.0,0.0,0.0,62.0,21.0,21.0,50.0,101,5,26,3,30.0,1988.0,20.9,2.0,0.0,0.0,21.0,20.0,0.0,41.0,28.0,32.0,0.0,1.0,0.0,97.0,32.0,17.0,65.3,101,5,26,3,31.0,1988.0,14.1,1.0,0.0,0.0,26.0,21.0,1.0,19.0,12.0,21.0,1.0,0.0,1.0,74.0,13.0,9.0,59.1,101,4,26,3,32.0,1988.0,8.1,1.0,0.0,0.0,14.0,5.0,0.0,14.0,10.0,15.0,0.0,0.0,0.0,53.0,12.0,7.0,63.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1879,Tomás Pina Isla,43,1,2,4,29.0,1987.0,26.5,7.0,0.0,0.0,72.0,29.0,1.0,6.0,43.0,49.0,0.0,0.0,0.0,200.0,44.0,61.0,41.9,43,1,2,4,30.0,1987.0,26.0,13.0,0.0,0.0,58.0,51.0,1.0,7.0,41.0,41.0,0.0,1.0,0.0,219.0,57.0,53.0,51.8,43,1,2,4,31.0,1987.0,14.9,6.0,1.0,1.0,44.0,19.0,0.0,4.0,16.0,22.0,1.0,0.0,0.0,92.0,44.0,30.0,59.5,43,1,2,4,32.0,1987.0,28.6,12.0,0.0,0.0,69.0,30.0,2.0,6.0,37.0,18.0,0.0,0.0,0.0,156.0,44.0,41.0,51.8,43,1,2,4,33.0,1987.0,16.0,4.0,0.0,0.0,39.0,29.0,0.0,5.0,22.0,16.0,0.0,0.0,0.0,105.0,31.0,24.0,56.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1880,Andrea Pinamonti,69,8,65,6,18.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,8,50,6,19.0,1999.0,18.1,2.0,0.0,0.0,30.0,30.0,8.0,11.0,5.0,6.0,0.0,0.0,0.0,63.0,56.0,97.0,36.6,69,8,52,6,20.0,1999.0,24.8,1.0,0.0,0.0,37.0,51.0,16.0,22.0,9.0,12.0,1.0,0.0,0.0,57.0,65.0,99.0,39.6,69,8,65,6,21.0,1999.0,1.9,0.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,50.0,69,8,44,6,22.0,1999.0,31.9,4.0,0.0,0.0,32.0,56.0,19.0,28.0,7.0,6.0,1.0,0.0,0.0,62.0,75.0,128.0,36.9,69,8,117,6,23.0,1999.0,24.0,3.0,1.0,0.0,21.0,31.0,8.0,14.0,2.0,7.0,1.0,0.0,0.0,32.0,36.0,79.0,31.3,3.0,20.0,1.0,
1881,Carlo Pinsoglio,69,12,66,6,27.0,1990.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,66,6,28.0,1990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,66,6,29.0,1990.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,66,6,30.0,1990.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,12,66,6,31.0,1990.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1882,Gerard Piqué,43,4,14,4,30.0,1987.0,29.2,9.0,0.0,0.0,23.0,11.0,3.0,2.0,30.0,22.0,1.0,0.0,0.0,206.0,64.0,29.0,68.8,43,4,14,4,31.0,1987.0,35.0,6.0,0.0,0.0,24.0,21.0,2.0,0.0,36.0,27.0,1.0,0.0,0.0,277.0,116.0,41.0,73.9,43,4,14,4,32.0,1987.0,34.4,15.0,0.0,0.0,32.0,19.0,0.0,0.0,36.0,23.0,0.0,2.0,0.0,220.0,127.0,45.0,73.8,43,4,14,4,33.0,1987.0,16.5,4.0,0.0,0.0,13.0,5.0,2.0,0.0,26.0,11.0,0.0,0.0,0.0,88.0,61.0,22.0,73.5,43,4,14,4,34.0,1987.0,23.2,10.0,1.0,1.0,30.0,15.0,1.0,0.0,34.0,12.0,0.0,0.0,0.0,165.0,80.0,42.0,65.6,43,4,14,4,35.0,1987.0,4.3,2.0,1.0,0.0,7.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,26.0,20.0,6.0,76.9,,,,
1883,Facundo Píriz,130,1,91,5,27.0,1990.0,9.0,4.0,0.0,0.0,13.0,9.0,0.0,2.0,18.0,16.0,0.0,0.0,0.0,66.0,20.0,16.0,55.6,130,3,91,5,28.0,1990.0,1.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,6.0,6.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1884,Fabio Pisacane,69,4,28,6,31.0,1986.0,21.4,3.0,3.0,1.0,30.0,22.0,1.0,12.0,38.0,39.0,0.0,1.0,0.0,117.0,40.0,30.0,57.1,69,4,28,6,32.0,1986.0,25.2,6.0,0.0,0.0,27.0,19.0,0.0,4.0,23.0,17.0,0.0,0.0,0.0,163.0,48.0,52.0,48.0,69,4,28,6,33.0,1986.0,27.1,8.0,1.0,1.0,33.0,23.0,2.0,9.0,27.0,21.0,0.0,1.0,0.0,150.0,51.0,51.0,50.0,69,4,28,6,34.0,1986.0,2.5,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,10.0,3.0,1.0,75.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1885,Łukasz Piszczek,107,4,39,2,32.0,1985.0,23.8,3.0,0.0,0.0,22.0,24.0,2.0,56.0,42.0,37.0,1.0,0.0,0.0,91.0,63.0,37.0,63.0,107,4,39,2,33.0,1985.0,19.5,3.0,0.0,0.0,15.0,10.0,0.0,36.0,39.0,36.0,0.0,0.0,0.0,110.0,61.0,31.0,66.3,107,4,39,2,34.0,1985.0,23.4,3.0,0.0,0.0,18.0,5.0,0.0,28.0,26.0,32.0,0.0,1.0,0.0,149.0,30.0,24.0,55.6,107,4,39,2,35.0,1985.0,5.1,0.0,0.0,0.0,1.0,3.0,0.0,6.0,5.0,7.0,0.0,0.0,0.0,31.0,7.0,7.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1886,Claudio Pizarro,105,9,67,2,38.0,1978.0,6.4,0.0,0.0,0.0,6.0,6.0,8.0,2.0,3.0,9.0,0.0,0.0,0.0,24.0,17.0,26.0,39.5,105,8,138,2,39.0,1978.0,7.7,1.0,0.0,0.0,18.0,8.0,5.0,4.0,1.0,6.0,0.0,0.0,0.0,35.0,36.0,31.0,53.7,105,9,138,2,40.0,1978.0,2.6,0.0,0.0,0.0,2.0,7.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,14.0,13.0,15.0,46.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1887,Guido Pizarro,6,1,119,4,27.0,1990.0,19.5,9.0,0.0,0.0,48.0,25.0,0.0,0.0,26.0,47.0,0.0,0.0,0.0,123.0,48.0,25.0,65.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1888,Marko Pjaca,60,9,118,2,22.0,1995.0,2.9,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,4.0,13.0,23.5,60,9,48,6,23.0,1995.0,8.3,1.0,0.0,0.0,10.0,16.0,0.0,10.0,7.0,4.0,0.0,0.0,0.0,23.0,12.0,16.0,42.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,9,52,6,25.0,1995.0,15.8,0.0,0.0,0.0,19.0,24.0,2.0,4.0,7.0,6.0,0.0,0.0,0.0,65.0,15.0,47.0,24.2,60,1,127,6,26.0,1995.0,12.8,0.0,0.0,0.0,11.0,14.0,2.0,17.0,4.0,4.0,0.0,0.0,0.0,60.0,20.0,28.0,41.7,60,3,44,6,27.0,1995.0,5.8,1.0,0.0,0.0,2.0,7.0,1.0,25.0,3.0,3.0,0.0,0.0,0.0,30.0,7.0,7.0,50.0,7.0,3.5,1.0,
1889,Miralem Pjanić,9,1,66,6,27.0,1990.0,27.6,5.0,0.0,0.0,41.0,28.0,0.0,114.0,64.0,30.0,1.0,0.0,1.0,226.0,12.0,22.0,35.3,9,1,66,6,28.0,1990.0,25.3,6.0,1.0,1.0,37.0,21.0,0.0,123.0,36.0,20.0,0.0,0.0,0.0,172.0,12.0,25.0,32.4,9,1,66,6,29.0,1990.0,25.3,10.0,0.0,0.0,39.0,24.0,0.0,82.0,32.0,21.0,1.0,0.0,0.0,168.0,15.0,13.0,53.6,9,1,14,4,30.0,1990.0,7.0,1.0,0.0,0.0,4.0,10.0,0.0,9.0,11.0,8.0,0.0,0.0,0.0,54.0,10.0,4.0,71.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1890,Carles Planas,43,4,54,4,26.0,1991.0,2.1,0.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,13.0,3.0,1.0,75.0,43,4,54,4,27.0,1991.0,4.7,3.0,0.0,0.0,5.0,2.0,0.0,14.0,4.0,6.0,0.0,0.0,0.0,25.0,6.0,8.0,42.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1891,Jaroslav Plašil,34,1,20,5,35.0,1982.0,11.6,2.0,0.0,0.0,13.0,15.0,0.0,9.0,21.0,14.0,0.0,0.0,0.0,88.0,7.0,10.0,41.2,34,1,20,5,36.0,1982.0,16.0,2.0,0.0,0.0,18.0,25.0,0.0,27.0,19.0,26.0,0.0,0.0,0.0,103.0,27.0,29.0,48.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1892,Marvin Plattenhardt,35,4,61,2,25.0,1992.0,33.0,6.0,0.0,0.0,34.0,32.0,1.0,195.0,27.0,43.0,0.0,0.0,0.0,135.0,32.0,18.0,64.0,35,4,61,2,26.0,1992.0,21.4,4.0,0.0,0.0,25.0,23.0,3.0,125.0,7.0,21.0,0.0,1.0,0.0,104.0,11.0,18.0,37.9,35,4,61,2,27.0,1992.0,15.5,1.0,0.0,0.0,11.0,16.0,1.0,70.0,11.0,12.0,0.0,0.0,0.0,87.0,17.0,15.0,53.1,35,4,61,2,28.0,1992.0,11.9,1.0,0.0,0.0,10.0,7.0,0.0,75.0,1.0,10.0,0.0,0.0,0.0,49.0,8.0,5.0,61.5,35,4,61,2,29.0,1992.0,18.2,3.0,0.0,0.0,14.0,21.0,0.0,123.0,17.0,11.0,0.0,1.0,0.0,102.0,16.0,14.0,53.3,35,4,61,2,30.0,1992.0,26.7,3.0,0.0,0.0,21.0,31.0,1.0,156.0,15.0,33.0,1.0,0.0,0.0,117.0,19.0,17.0,52.8,,,,
1893,Alassane Pléa,46,8,97,5,24.0,1993.0,33.8,6.0,0.0,0.0,43.0,60.0,15.0,15.0,8.0,9.0,1.0,0.0,0.0,83.0,21.0,55.0,27.6,46,8,82,2,25.0,1993.0,27.8,2.0,0.0,0.0,35.0,32.0,20.0,16.0,3.0,10.0,0.0,0.0,0.0,80.0,36.0,86.0,29.5,46,8,82,2,26.0,1993.0,23.8,4.0,2.0,2.0,24.0,35.0,16.0,49.0,9.0,7.0,0.0,0.0,0.0,73.0,28.0,59.0,32.2,46,8,82,2,27.0,1993.0,20.0,2.0,0.0,0.0,18.0,28.0,20.0,34.0,5.0,9.0,0.0,0.0,0.0,59.0,27.0,35.0,43.5,46,3,82,2,28.0,1993.0,23.0,4.0,0.0,0.0,20.0,25.0,13.0,31.0,4.0,14.0,0.0,0.0,0.0,88.0,14.0,35.0,28.6,46,8,82,2,29.0,1993.0,19.7,5.0,0.0,0.0,24.0,32.0,4.0,48.0,12.0,8.0,0.0,1.0,0.0,88.0,14.0,29.0,32.6,,,,
1894,Morgan Poaty,22,4,91,5,20.0,1997.0,1.9,1.0,0.0,0.0,2.0,3.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,50.0,22,1,91,5,21.0,1997.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
