RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
1579,Levi Lumeka,eng ENG,"CC,DL",Troyes,fr Ligue 1,22,1998,5,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1580,Andriy Lunin,ua UKR,PO,Real Madrid,es La Liga,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1581,Andrey Lunyov,ru RUS,PO,Leverkusen,de Bundesliga,29,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1582,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,24,22,1958,21.8,0,1,1,0,0,0,8,1,0.7,0.7,0.5,1.1,21,76,3,0.00,0.05,0.05,0.00,0.05,0.03,0.02,0.05,0.03,0.05
1583,Andreas Luthe,de GER,PO,Union Berlin,de Bundesliga,34,1987,27,27,2430,27.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1584,Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,15,9,911,10.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,3,18,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
1585,Charalambos Lykogiannis,gr GRE,"DF,DL",Cagliari,it Serie A,27,1993,28,21,1817,20.2,1,0,1,1,0,0,2,0,1.1,1.1,1.1,2.1,28,34,57,0.05,0.00,0.05,0.05,0.05,0.05,0.05,0.11,0.05,0.11
1586,Yannis M'Bemba,fr FRA,"DF,DL",Nantes,fr Ligue 1,20,2001,2,0,5,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.75,0.00,1.75,1.75,1.75
1587,Alexis Mac Allister,ar ARG,"CC,DL",Brighton,eng Premier League,22,1998,33,22,2123,23.6,5,2,7,3,2,3,4,0,6.3,4.0,1.9,5.9,30,137,66,0.21,0.08,0.30,0.13,0.21,0.27,0.08,0.35,0.17,0.25
1588,Deiver Machado,co COL,"DF,CC",Lens,fr Ligue 1,27,1993,22,5,523,5.8,0,1,1,0,0,0,1,0,0.0,0.0,0.9,1.0,13,12,33,0.00,0.17,0.17,0.00,0.17,0.01,0.16,0.17,0.01,0.17
1589,Darwin Machís,ve VEN,"CC,DL",Granada,es La Liga,28,1993,25,16,1376,15.3,4,2,6,4,0,0,2,0,1.8,1.8,2.3,4.1,51,35,97,0.26,0.13,0.39,0.26,0.39,0.12,0.15,0.27,0.12,0.27
1590,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,22,19,1529,17.0,0,0,0,0,0,0,7,0,0.3,0.3,1.4,1.7,51,70,91,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10
1591,James Maddison,eng ENG,"CC,DL",Leicester City,eng Premier League,24,1996,35,28,2459,27.3,12,8,20,12,0,0,3,0,7.5,7.5,5.1,12.7,53,136,141,0.44,0.29,0.73,0.44,0.73,0.28,0.19,0.46,0.28,0.46
1592,Niki Mäenpää,fi FIN,PO,Venezia,it Serie A,36,1985,17,16,1485,16.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.02,0.02,0.00,0.02
1593,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,35,35,2945,32.7,1,4,5,1,0,0,10,0,1.7,1.7,2.1,3.8,72,53,108,0.03,0.12,0.15,0.03,0.15,0.05,0.06,0.12,0.05,0.12
1594,Louis Mafouta,cf CTA,DL,Metz,fr Ligue 1,27,1994,15,5,525,5.8,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.7,3,4,31,0.34,0.00,0.34,0.34,0.34,0.24,0.04,0.29,0.24,0.29
1595,Giulio Maggiore,it ITA,CC,Spezia,it Serie A,23,1998,35,33,2819,31.3,2,3,5,2,0,0,9,0,4.0,4.0,2.4,6.4,39,120,68,0.06,0.10,0.16,0.06,0.16,0.13,0.08,0.21,0.13,0.20
1596,Matej Maglica,hr CRO,CC,Stuttgart,de Bundesliga,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1597,Francesco Magnanelli,it ITA,CC,Sassuolo,it Serie A,36,1984,12,2,271,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,20,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
1598,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,14,5,530,5.9,0,0,0,0,0,0,3,1,0.9,0.9,0.0,0.9,5,12,1,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
1599,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,4,3,239,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1600,Hugo Magnetti,fr FRA,CC,Brest,fr Ligue 1,23,1998,28,16,1463,16.3,0,1,1,0,0,0,4,0,0.5,0.5,0.8,1.4,16,68,15,0.00,0.06,0.06,0.00,0.06,0.03,0.05,0.09,0.03,0.09
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
1601,Yohann Magnin,fr FRA,"CC,DF",Clermont Foot,fr Ligue 1,24,1997,24,19,1717,19.1,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.7,8,79,35,0.05,0.00,0.05,0.05,0.05,0.06,0.03,0.09,0.06,0.09
1602,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,30,28,2515,27.9,1,0,1,1,0,0,9,1,1.9,1.9,0.1,2.1,22,115,5,0.04,0.00,0.04,0.04,0.04,0.07,0.00,0.07,0.07,0.07
1603,Riyad Mahrez,dz ALG,DL,Manchester City,eng Premier League,30,1991,28,15,1498,16.6,11,5,16,7,4,5,0,0,10.1,6.2,4.2,10.4,74,70,234,0.66,0.30,0.96,0.42,0.72,0.61,0.25,0.86,0.37,0.62
1604,Arne Maier,de GER,CC,Augsburg,de Bundesliga,22,1999,29,21,1864,20.7,1,6,7,1,0,0,0,0,1.5,1.5,3.5,5.0,26,83,51,0.05,0.29,0.34,0.05,0.34,0.07,0.17,0.24,0.07,0.24
1605,Habib Maïga,ci CIV,CC,Metz,fr Ligue 1,25,1996,17,16,1267,14.1,2,0,2,2,0,0,6,0,0.9,0.9,0.4,1.4,14,53,28,0.14,0.00,0.14,0.14,0.14,0.07,0.03,0.10,0.07,0.10
1606,Mike Maignan,fr FRA,PO,Milan,it Serie A,26,1995,32,32,2880,32.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,1,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01
1607,Ainsley Maitland-Niles,eng ENG,CC,Arsenal,eng Premier League,23,1997,8,2,268,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,2,15,8,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.12,0.02,0.12
1608,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,8,7,487,5.4,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.8,13,24,33,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.05,0.16
1609,Josh Maja,ng NGA,DL,Bordeaux,fr Ligue 1,22,1998,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,1.13,1.13,0.00,1.13
1610,Abdul Majeed Waris,gh GHA,"DL,CC",Strasbourg,fr Ligue 1,29,1991,15,2,327,3.6,2,0,2,2,0,0,1,0,1.2,1.2,0.5,1.7,17,11,47,0.55,0.00,0.55,0.55,0.55,0.33,0.14,0.47,0.33,0.47
1611,Lovro Majer,hr CRO,"CC,DL",Rennes,fr Ligue 1,23,1998,29,21,1832,20.4,6,8,14,6,0,0,1,0,5.3,5.3,5.2,10.6,77,147,126,0.29,0.39,0.69,0.29,0.69,0.26,0.26,0.52,0.26,0.52
1612,Jean-Victor Makengo,fr FRA,CC,Udinese,it Serie A,23,1998,33,26,2351,26.1,1,3,4,1,0,0,7,1,3.0,3.0,2.2,5.2,55,95,61,0.04,0.11,0.15,0.04,0.15,0.11,0.08,0.20,0.11,0.20
1613,Béni Makouana,cg CGO,"DL,CC",Montpellier,fr Ligue 1,18,2002,23,1,322,3.6,0,0,0,0,0,0,4,0,0.5,0.5,0.5,1.0,10,2,24,0.00,0.00,0.00,0.00,0.00,0.14,0.15,0.29,0.14,0.29
1614,Nemanja Maksimović,rs SRB,CC,Getafe,es La Liga,26,1995,35,34,2936,32.6,1,2,3,1,0,0,5,0,2.6,2.6,0.8,3.4,28,51,44,0.03,0.06,0.09,0.03,0.09,0.08,0.03,0.10,0.08,0.10
1615,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,14,13,1115,12.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,3,35,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02
1616,Kévin Malcuit,ma MAR,"DF,CC",Napoli,it Serie A,30,1991,8,2,288,3.2,0,1,1,0,0,0,3,0,0.0,0.0,0.2,0.3,8,11,19,0.00,0.31,0.31,0.00,0.31,0.01,0.07,0.08,0.01,0.08
1617,Daniel Maldini,it ITA,CC,Milan,it Serie A,19,2001,8,2,148,1.6,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,7,3,8,0.61,0.00,0.61,0.61,0.61,0.26,0.04,0.30,0.26,0.30
1618,Youssef Maleh,ma MAR,CC,Fiorentina,it Serie A,22,1998,28,11,1019,11.3,2,2,4,2,0,0,5,0,2.3,2.3,1.8,4.1,12,43,74,0.18,0.18,0.35,0.18,0.35,0.20,0.16,0.36,0.20,0.36
1619,Donyell Malen,nl NED,DL,Dortmund,de Bundesliga,22,1999,27,20,1684,18.7,5,3,8,5,0,0,2,0,4.6,4.6,4.1,8.6,61,39,144,0.27,0.16,0.43,0.27,0.43,0.24,0.22,0.46,0.24,0.46
1620,Ruslan Malinovskyi,ua UKR,"CC,DL",Atalanta,it Serie A,28,1993,30,19,1592,17.7,6,5,11,6,0,0,10,0,3.3,3.3,5.9,9.2,59,111,141,0.34,0.28,0.62,0.34,0.62,0.19,0.33,0.52,0.19,0.52
1621,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,21,21,1826,20.3,1,1,2,1,0,0,5,2,0.9,0.9,2.7,3.6,38,90,136,0.05,0.05,0.10,0.05,0.10,0.04,0.14,0.18,0.04,0.18
1622,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40
1623,Mickael Malsa,mq MTQ,CC,Levante,es La Liga,25,1995,26,11,1143,12.7,1,2,3,1,0,0,7,0,1.1,1.1,1.7,2.8,7,53,11,0.08,0.16,0.24,0.08,0.24,0.09,0.13,0.22,0.09,0.22
1624,Giorgi Mamardashvili,ge GEO,PO,Valencia,es La Liga,20,2000,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1625,Rey Manaj,al ALB,DL,Spezia,it Serie A,24,1997,30,19,1768,19.6,5,0,5,3,2,3,9,0,7.5,5.1,1.2,6.3,32,29,93,0.25,0.00,0.25,0.15,0.15,0.38,0.06,0.44,0.26,0.32
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
1626,Hianga Mananga Mbock,fr FRA,CC,Brest,fr Ligue 1,21,1999,14,9,799,8.9,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.5,10,35,14,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
1627,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,1989,28,25,2361,26.2,0,0,0,0,0,0,2,1,0.1,0.1,0.3,0.4,19,113,16,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1628,Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,1996,33,33,2878,32.0,0,0,0,0,0,0,16,1,2.4,2.3,0.3,2.6,30,137,17,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
1629,Leonardo Mancuso,it ITA,DL,Empoli,it Serie A,29,1992,8,5,425,4.7,1,0,1,1,0,0,0,0,1.9,1.9,0.3,2.2,5,5,28,0.21,0.00,0.21,0.21,0.21,0.40,0.06,0.46,0.40,0.46
1630,Steve Mandanda,fr FRA,PO,Marseille,fr Ligue 1,36,1985,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1631,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,17,15,1298,14.4,0,0,0,0,0,0,5,0,0.5,0.5,0.1,0.5,15,43,25,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
1632,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,1994,18,18,1524,16.9,1,0,1,1,0,0,7,0,0.5,0.5,0.2,0.6,38,65,64,0.06,0.00,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
1633,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,1991,17,14,1375,15.3,1,0,1,1,0,0,3,0,2.3,2.3,0.1,2.3,7,54,2,0.07,0.00,0.07,0.07,0.07,0.15,0.00,0.15,0.15,0.15
1634,Rolando Mandragora,it ITA,CC,Torino,it Serie A,24,1997,21,16,1319,14.7,0,2,2,0,0,0,7,1,1.2,1.2,2.9,4.1,20,82,29,0.00,0.14,0.14,0.00,0.14,0.08,0.20,0.28,0.08,0.28
1635,Anthony Mandrea,dz ALG,PO,Angers,fr Ligue 1,24,1996,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1636,Sadio Mané,sn SEN,DL,Liverpool,eng Premier League,29,1992,34,32,2819,31.3,16,2,18,16,0,0,5,0,17.2,17.2,5.2,22.5,105,130,305,0.51,0.06,0.57,0.51,0.57,0.55,0.17,0.72,0.55,0.72
1637,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,14,14,1179,13.1,1,0,1,1,0,0,9,0,0.5,0.5,0.0,0.5,3,24,1,0.08,0.00,0.08,0.08,0.08,0.04,0.00,0.04,0.04,0.04
1638,Orel Mangala,be BEL,CC,Stuttgart,de Bundesliga,23,1998,28,22,1853,20.6,1,3,4,1,0,0,4,0,2.1,2.1,2.4,4.5,34,71,56,0.05,0.15,0.19,0.05,0.19,0.10,0.11,0.22,0.10,0.22
1639,Thomas Mangani,fr FRA,CC,Angers,fr Ligue 1,34,1987,33,25,2193,24.4,7,2,9,1,6,6,6,0,5.7,0.9,1.3,2.2,8,165,31,0.29,0.08,0.37,0.04,0.12,0.23,0.05,0.28,0.04,0.09
1640,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,29,27,2353,26.1,3,1,4,3,0,0,2,0,1.7,1.7,0.6,2.4,55,89,110,0.11,0.04,0.15,0.11,0.15,0.07,0.02,0.09,0.07,0.09
1641,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,4,3,313,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1642,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,19,15,1257,14.0,1,2,3,1,0,0,5,0,0.3,0.3,0.3,0.6,6,22,25,0.07,0.14,0.21,0.07,0.21,0.02,0.02,0.04,0.02,0.04
1643,Myziane Maolida,km COM,CC,Nice,fr Ligue 1,22,1999,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
1644,Myziane Maolida,km COM,"DL,CC",Hertha BSC,de Bundesliga,22,1999,14,9,776,8.6,1,1,2,1,0,0,0,0,1.4,1.4,0.2,1.6,26,20,53,0.12,0.12,0.23,0.12,0.23,0.16,0.03,0.18,0.16,0.18
1645,Sekou Mara,fr FRA,"DL,CC",Bordeaux,fr Ligue 1,19,2002,26,8,905,10.1,6,0,6,5,1,1,2,0,5.1,4.4,0.7,5.0,7,15,47,0.60,0.00,0.60,0.50,0.50,0.51,0.07,0.58,0.43,0.50
1646,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,16,11,1044,11.6,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,5,22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1647,Fernando Marçal,br BRA,"CC,DF",Wolves,eng Premier League,32,1989,18,17,1449,16.1,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,39,50,98,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
1648,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,12,5,525,5.8,0,2,2,0,0,0,0,0,0.2,0.2,0.7,0.9,17,47,47,0.00,0.34,0.34,0.00,0.34,0.04,0.11,0.15,0.04,0.15
1649,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,11,11,898,10.0,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.3,4,28,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
1650,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,11,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
1651,Solly March,eng ENG,"DF,DL",Brighton,eng Premier League,27,1994,31,17,1746,19.4,0,2,2,0,0,0,1,0,1.2,1.2,2.3,3.5,71,69,148,0.00,0.10,0.10,0.00,0.10,0.06,0.12,0.18,0.06,0.18
1652,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,19,16,1346,15.0,0,1,1,0,0,0,4,0,0.3,0.3,1.4,1.7,27,58,47,0.00,0.07,0.07,0.00,0.07,0.02,0.09,0.11,0.02,0.11
1653,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,36,35,3124,34.7,1,0,1,1,0,0,6,1,1.8,1.8,0.5,2.3,21,133,7,0.03,0.00,0.03,0.03,0.03,0.05,0.01,0.07,0.05,0.07
1654,Iván Marcone,ar ARG,CC,Elche,es La Liga,31,1990,20,10,809,9.0,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,1,28,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
1655,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,22,19,1679,18.7,1,2,3,1,0,0,5,0,0.3,0.3,2.1,2.4,42,92,91,0.05,0.11,0.16,0.05,0.16,0.01,0.12,0.13,0.01,0.13
1656,Davide Marfella,it ITA,PO,Napoli,it Serie A,21,1999,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1657,José Mari,es ESP,CC,Cádiz,es La Liga,33,1987,11,4,386,4.3,0,0,0,0,0,0,3,1,0.3,0.3,0.0,0.4,8,25,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
1658,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,9,0,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
1659,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,15,15,1341,14.9,2,0,2,2,0,0,2,1,0.7,0.7,0.7,1.4,2,20,6,0.13,0.00,0.13,0.13,0.13,0.04,0.05,0.09,0.04,0.09
1660,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,24,24,2042,22.7,1,1,2,1,0,0,7,0,1.7,1.7,0.9,2.6,5,44,2,0.04,0.04,0.09,0.04,0.09,0.08,0.04,0.11,0.08,0.11
1661,Mariano,do DOM,DL,Real Madrid,es La Liga,27,1993,9,3,342,3.8,1,1,2,1,0,0,2,0,1.8,1.8,0.8,2.6,10,5,19,0.26,0.26,0.53,0.26,0.53,0.47,0.21,0.68,0.47,0.68
1662,Răzvan Marin,ro ROU,CC,Cagliari,it Serie A,25,1996,36,31,2816,31.3,0,5,5,0,0,0,6,1,1.8,1.8,6.4,8.2,49,142,68,0.00,0.16,0.16,0.00,0.16,0.06,0.20,0.26,0.06,0.26
1663,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,26,21,1832,20.4,0,0,0,0,0,0,5,0,0.6,0.6,0.3,1.0,11,80,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
1664,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1665,Omar Marmoush,eg EGY,DL,Wolfsburg,de Bundesliga,22,1999,2,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.22,0.67,0.89,0.22,0.89
1666,Omar Marmoush,eg EGY,DL,Stuttgart,de Bundesliga,22,1999,21,19,1571,17.5,3,5,8,3,0,1,3,0,5.1,4.3,2.0,6.3,38,33,119,0.17,0.29,0.46,0.17,0.46,0.29,0.11,0.41,0.25,0.36
1667,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,32,32,2861,31.8,5,0,5,5,0,0,5,0,3.8,3.8,0.4,4.1,9,128,8,0.16,0.00,0.16,0.16,0.16,0.12,0.01,0.13,0.12,0.13
1668,Roger Martí,es ESP,DL,Levante,es La Liga,30,1991,29,25,2115,23.5,7,3,10,6,1,3,8,0,8.4,6.1,3.2,9.3,24,50,133,0.30,0.13,0.43,0.26,0.38,0.36,0.14,0.49,0.26,0.39
1669,Anthony Martial,fr FRA,DL,Manchester Utd,eng Premier League,25,1995,8,2,212,2.4,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,10,14,32,0.42,0.00,0.42,0.42,0.42,0.28,0.00,0.28,0.28,0.28
1670,Anthony Martial,fr FRA,"DL,CC",Sevilla,es La Liga,25,1995,9,7,490,5.4,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.5,14,11,43,0.00,0.18,0.18,0.00,0.18,0.07,0.02,0.09,0.07,0.09
1671,Martín,es ESP,CC,Cádiz,es La Liga,22,1999,6,1,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
1672,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,28,25,2292,25.5,1,1,2,1,0,0,7,0,1.0,1.0,5.0,5.9,32,69,87,0.04,0.04,0.08,0.04,0.08,0.04,0.19,0.23,0.04,0.23
1673,Ander Martin,es ESP,"DL,CC",Real Sociedad,es La Liga,20,2000,5,1,88,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,7,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17
1674,Andrés Martín,es ESP,"DL,CC",Rayo Vallecano,es La Liga,22,1999,7,1,186,2.1,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,4,5,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30
1675,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
1676,Iván Martín,es ESP,"CC,DL",Alavés,es La Liga,22,1999,6,2,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,9,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
1677,Jonas Martin,fr FRA,CC,Rennes,fr Ligue 1,31,1990,29,24,2105,23.4,1,1,2,1,0,0,8,0,1.2,1.2,1.3,2.5,8,132,14,0.04,0.04,0.09,0.04,0.09,0.05,0.06,0.11,0.05,0.11
1678,Gabriel Martinelli,br BRA,"DL,CC",Arsenal,eng Premier League,20,2001,29,21,1860,20.7,6,6,12,5,1,1,3,1,7.3,6.6,4.3,11.0,79,37,207,0.29,0.29,0.58,0.24,0.53,0.35,0.21,0.56,0.32,0.53
1679,Emiliano Martínez,ar ARG,PO,Aston Villa,eng Premier League,28,1992,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1680,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,27,26,2341,26.0,3,0,3,3,0,0,9,2,2.0,2.0,0.5,2.5,29,78,8,0.12,0.00,0.12,0.12,0.12,0.08,0.02,0.09,0.08,0.09
