RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive.1,PassDead.1,HASTA.1,Dis.1,FR.1,Def.1
1501,Benjamin Lecomte,fr FRA,PO,Montpellier,fr Ligue 1,31,1991,19.0,5.0,0.26,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
1502,Jeremías Ledesma,ar ARG,PO,Cádiz,es La Liga,29,1993,34.0,10.0,0.29,6.0,3.0,0.0,0.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0
1503,Pierre Lees-Melou,fr FRA,CC,Brest,fr Ligue 1,29,1993,30.7,56.0,1.82,42.0,2.0,2.0,6.0,1.0,3.0,7.0,0.23,5.0,0.0,0.0,1.0,0.0,1.0
1504,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,23,1999,25.0,20.0,0.8,15.0,0.0,0.0,1.0,3.0,1.0,4.0,0.16,3.0,0.0,0.0,0.0,1.0,0.0
1505,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24,1998,7.4,5.0,0.68,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
1506,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31,1991,28.5,20.0,0.7,17.0,0.0,1.0,2.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0
1507,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29,1993,14.7,30.0,2.04,24.0,4.0,1.0,0.0,1.0,0.0,3.0,0.2,2.0,1.0,0.0,0.0,0.0,0.0
1508,Thomas Lemar,fr FRA,CC,Atlético Madrid,es La Liga,26,1995,13.9,45.0,3.23,33.0,5.0,3.0,1.0,1.0,2.0,7.0,0.5,4.0,0.0,1.0,1.0,0.0,1.0
1509,Félix Lemaréchal,fr FRA,CC,Brest,fr Ligue 1,18,2003,3.2,12.0,3.75,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,18,2003,0.3,1.0,3.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,Mario Lemina,ga GAB,CC,Wolves,eng Premier League,28,1993,14.4,8.0,0.55,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.14,1.0,0.0,0.0,0.0,0.0,1.0
1512,Mario Lemina,ga GAB,"CC,DF",Nice,fr Ligue 1,28,1993,9.3,12.0,1.29,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
1513,Tim Lemperle,de GER,"DL,CC",Köln,de Bundesliga,20,2002,1.5,7.0,4.81,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27,1995,22.4,23.0,1.03,20.0,1.0,0.0,0.0,1.0,1.0,5.0,0.22,5.0,0.0,0.0,0.0,0.0,0.0
1515,Bernd Leno,de GER,PO,Fulham,eng Premier League,30,1992,36.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,27,1994,14.3,41.0,2.86,25.0,14.0,1.0,1.0,0.0,0.0,5.0,0.35,4.0,1.0,0.0,0.0,0.0,0.0
1517,Donovan Léon,gf GUF,PO,Auxerre,fr Ligue 1,29,1992,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518,Sergio León,es ESP,DL,Valladolid,es La Liga,33,1989,14.8,26.0,1.75,17.0,2.0,2.0,3.0,2.0,0.0,3.0,0.2,2.0,0.0,0.0,1.0,0.0,0.0
1519,Johann Lepenant,fr FRA,CC,Lyon,fr Ligue 1,19,2002,21.5,35.0,1.63,26.0,0.0,0.0,4.0,3.0,2.0,4.0,0.19,2.0,0.0,0.0,1.0,1.0,0.0
1520,Mehdi Léris,dz ALG,"CC,DF",Sampdoria,it Serie A,24,1998,27.3,50.0,1.83,40.0,0.0,1.0,4.0,3.0,2.0,4.0,0.15,1.0,0.0,0.0,3.0,0.0,0.0
1521,Jefferson Lerma,co COL,CC,Bournemouth,eng Premier League,27,1994,36.1,47.0,1.3,42.0,2.0,0.0,2.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
1522,Benjamin Leroy,fr FRA,PO,Ajaccio,fr Ligue 1,33,1989,31.1,5.0,0.16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,Léo Leroy,fr FRA,CC,Montpellier,fr Ligue 1,22,2000,13.2,31.0,2.34,24.0,0.0,1.0,4.0,1.0,1.0,7.0,0.53,7.0,0.0,0.0,0.0,0.0,0.0
1524,Alexandre Letellier,fr FRA,PO,Paris S-G,fr Ligue 1,31,1990,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,Ruan Levine,br BRA,"CC,DL",Ajaccio,fr Ligue 1,23,1999,0.3,3.0,10.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,Robert Lewandowski,pl POL,DL,Barcelona,es La Liga,33,1988,31.6,91.0,2.88,68.0,1.0,6.0,12.0,4.0,0.0,16.0,0.51,10.0,0.0,1.0,5.0,0.0,0.0
1527,Jamie Leweling,de GER,"DL,CC",Union Berlin,de Bundesliga,21,2001,2.9,10.0,3.42,5.0,0.0,2.0,2.0,1.0,0.0,2.0,0.68,1.0,0.0,0.0,1.0,0.0,0.0
1528,Jamal Lewis,nir NIR,"DF,DL",Newcastle Utd,eng Premier League,24,1998,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,Rico Lewis,eng ENG,"DF,CC",Manchester City,eng Premier League,17,2004,10.0,27.0,2.69,24.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,Keane Lewis-Potter,eng ENG,"DL,CC",Brentford,eng Premier League,21,2001,3.6,8.0,2.24,2.0,0.0,2.0,4.0,0.0,0.0,2.0,0.56,0.0,0.0,0.0,2.0,0.0,0.0
1531,Dimitri Liénard,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,34,1988,17.1,56.0,3.26,30.0,23.0,0.0,1.0,0.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
1532,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26,1996,27.8,20.0,0.72,16.0,0.0,1.0,3.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
1533,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,22,1999,26.7,25.0,0.94,21.0,0.0,0.0,4.0,0.0,0.0,3.0,0.11,0.0,0.0,0.0,3.0,0.0,0.0
1534,Dimitris Limnios,gr GRE,DL,Köln,de Bundesliga,24,1998,0.4,2.0,4.62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28,1994,15.2,6.0,0.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,Jesper Lindstrøm,dk DEN,"CC,DL",Eint Frankfurt,de Bundesliga,22,2000,18.7,55.0,2.94,25.0,7.0,8.0,10.0,4.0,1.0,10.0,0.54,2.0,0.0,4.0,3.0,1.0,0.0
1537,Karol Linetty,pl POL,CC,Torino,it Serie A,27,1995,21.0,41.0,1.96,32.0,4.0,1.0,1.0,2.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
1538,Jesse Lingard,eng ENG,"DL,CC",Nott'ham Forest,eng Premier League,29,1992,10.3,25.0,2.44,18.0,1.0,2.0,3.0,1.0,0.0,2.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0
1539,Pol Lirola,es ESP,DF,Elche,es La Liga,24,1997,7.0,19.0,2.72,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,Mateusz Lis,pl POL,PO,Troyes,fr Ligue 1,25,1997,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,Marcin Listkowski,pl POL,"CC,DL",Lecce,it Serie A,24,1998,0.9,1.0,1.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,Valentino Livramento,eng ENG,"DF,DL",Southampton,eng Premier League,19,2002,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,Dejan Ljubicic,at AUT,"CC,DL",Köln,de Bundesliga,24,1997,19.0,56.0,2.95,47.0,1.0,2.0,5.0,1.0,0.0,6.0,0.32,6.0,0.0,0.0,0.0,0.0,0.0
1544,Javier Llabrés,es ESP,DL,Mallorca,es La Liga,19,2002,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,28,1993,7.2,6.0,0.83,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
1546,Diego Llorente,es ESP,DF,Roma,it Serie A,28,1993,6.4,4.0,0.63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,Marcos Llorente,es ESP,"CC,DF",Atlético Madrid,es La Liga,27,1995,18.9,60.0,3.17,54.0,1.0,0.0,2.0,1.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0
1548,Hugo Lloris,fr FRA,PO,Tottenham,eng Premier League,35,1986,24.5,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,Giovani Lo Celso,ar ARG,"CC,DL",Villarreal,es La Liga,26,1996,12.5,60.0,4.79,45.0,4.0,2.0,4.0,5.0,0.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0
1550,Stanislav Lobotka,sk SVK,CC,Napoli,it Serie A,27,1994,34.5,70.0,2.03,58.0,1.0,1.0,2.0,5.0,3.0,8.0,0.23,6.0,1.0,0.0,1.0,0.0,0.0
1551,Manuel Locatelli,it ITA,CC,Juventus,it Serie A,24,1998,27.2,56.0,2.06,46.0,3.0,2.0,3.0,1.0,1.0,7.0,0.26,5.0,0.0,1.0,0.0,1.0,0.0
1552,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24,1998,20.4,14.0,0.68,10.0,0.0,1.0,2.0,0.0,1.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0
1553,Bradley Locko,fr FRA,DF,Reims,fr Ligue 1,20,2002,11.8,21.0,1.78,18.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,20,2002,3.0,5.0,1.67,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,Renan Lodi,br BRA,DF,Nott'ham Forest,eng Premier League,24,1998,24.6,30.0,1.22,22.0,6.0,0.0,1.0,1.0,0.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0
1556,Ruben Loftus-Cheek,eng ENG,"CC,DF",Chelsea,eng Premier League,26,1996,17.1,36.0,2.11,31.0,0.0,3.0,1.0,1.0,0.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0
1557,Sean Longstaff,eng ENG,CC,Newcastle Utd,eng Premier League,24,1997,28.0,62.0,2.22,46.0,1.0,2.0,7.0,6.0,0.0,6.0,0.21,4.0,0.0,0.0,1.0,1.0,0.0
1558,Ademola Lookman,ng NGA,"DL,CC",Atalanta,it Serie A,24,1997,19.2,87.0,4.53,60.0,6.0,10.0,5.0,5.0,1.0,12.0,0.62,8.0,0.0,1.0,2.0,1.0,0.0
1559,Anthony Lopes,pt POR,PO,Lyon,fr Ligue 1,31,1990,31.3,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
1560,Rony Lopes,pt POR,"CC,DL",Troyes,fr Ligue 1,26,1995,26.1,94.0,3.61,47.0,27.0,8.0,10.0,2.0,0.0,8.0,0.31,4.0,2.0,0.0,2.0,0.0,0.0
1561,David López,es ESP,DF,Girona,es La Liga,32,1989,18.4,11.0,0.6,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
1562,Diego López,es ESP,PO,Rayo Vallecano,es La Liga,40,1981,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,Diego López,es ESP,"DL,CC",Valencia,es La Liga,20,2002,5.0,21.0,4.23,16.0,0.0,0.0,4.0,1.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0
1564,Maxime Lopez,fr FRA,CC,Sassuolo,it Serie A,24,1997,25.5,73.0,2.87,64.0,6.0,1.0,2.0,0.0,0.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0
1565,Pau López,es ESP,PO,Marseille,fr Ligue 1,27,1994,32.5,6.0,0.18,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0
1566,Unai López,es ESP,CC,Rayo Vallecano,es La Liga,26,1995,13.9,48.0,3.44,35.0,9.0,0.0,1.0,2.0,1.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0
1567,Dion Lopy,sn SEN,CC,Reims,fr Ligue 1,20,2002,15.3,36.0,2.35,26.0,2.0,1.0,3.0,4.0,0.0,4.0,0.26,2.0,0.0,0.0,0.0,2.0,0.0
1568,Anthony Losilla,fr FRA,CC,Bochum,de Bundesliga,36,1986,30.2,41.0,1.36,32.0,0.0,0.0,4.0,2.0,3.0,6.0,0.2,5.0,0.0,0.0,1.0,0.0,0.0
1569,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,23,1998,27.3,55.0,2.02,44.0,4.0,1.0,2.0,2.0,2.0,5.0,0.18,5.0,0.0,0.0,0.0,0.0,0.0
1570,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,22,2000,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,33,1989,16.2,10.0,0.62,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,Sandi Lovrić,si SVN,CC,Udinese,it Serie A,24,1998,25.9,87.0,3.35,53.0,18.0,4.0,9.0,2.0,1.0,9.0,0.35,6.0,1.0,1.0,1.0,0.0,0.0
1573,Jamal Lowe,jm JAM,"CC,DL",Bournemouth,eng Premier League,28,1994,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,Anthony Lozano,hn HON,DL,Cádiz,es La Liga,29,1993,16.0,34.0,2.12,20.0,0.0,7.0,5.0,2.0,0.0,5.0,0.31,2.0,0.0,1.0,1.0,1.0,0.0
1575,Hirving Lozano,mx MEX,DL,Napoli,it Serie A,27,1995,17.8,68.0,3.82,52.0,0.0,7.0,4.0,2.0,3.0,8.0,0.45,7.0,0.0,0.0,1.0,0.0,0.0
1576,Pol Lozano,es ESP,CC,Espanyol,es La Liga,22,1999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,Jean Lucas,br BRA,CC,Monaco,fr Ligue 1,24,1998,3.2,5.0,1.55,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24,1998,32.2,30.0,0.93,25.0,0.0,0.0,3.0,1.0,1.0,6.0,0.19,5.0,0.0,0.0,0.0,1.0,0.0
1579,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27,1995,30.1,94.0,3.12,70.0,13.0,4.0,3.0,4.0,0.0,7.0,0.23,4.0,1.0,0.0,1.0,1.0,0.0
1580,José Luis Morales,es ESP,"DL,CC",Villarreal,es La Liga,35,1987,13.5,29.0,2.16,19.0,0.0,5.0,4.0,1.0,0.0,4.0,0.3,2.0,0.0,0.0,2.0,0.0,0.0
1581,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32,1990,8.4,9.0,1.07,7.0,0.0,1.0,1.0,0.0,0.0,2.0,0.24,1.0,0.0,0.0,1.0,0.0,0.0
1582,Douglas Luiz,br BRA,CC,Aston Villa,eng Premier League,24,1998,32.5,96.0,2.95,61.0,26.0,4.0,1.0,1.0,3.0,12.0,0.37,9.0,1.0,0.0,0.0,0.0,2.0
1583,Romelu Lukaku,be BEL,DL,Inter,it Serie A,29,1993,18.4,73.0,3.96,59.0,0.0,6.0,5.0,3.0,0.0,11.0,0.6,9.0,0.0,2.0,0.0,0.0,0.0
1584,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,19,2002,33.2,17.0,0.51,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0
1585,Dodi Lukebakio,be BEL,"DL,CC",Hertha BSC,de Bundesliga,24,1997,26.6,85.0,3.19,48.0,10.0,16.0,2.0,7.0,2.0,9.0,0.34,5.0,1.0,1.0,1.0,1.0,0.0
1586,Saša Lukić,rs SRB,CC,Fulham,eng Premier League,25,1996,4.6,5.0,1.09,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0
1587,Saša Lukić,rs SRB,CC,Torino,it Serie A,25,1996,13.3,44.0,3.31,35.0,3.0,0.0,2.0,3.0,1.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
1588,Andriy Lunin,ua UKR,PO,Real Madrid,es La Liga,23,1999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,Andrey Lunyov,ru RUS,PO,Leverkusen,de Bundesliga,30,1991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,25,1996,34.8,12.0,0.34,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
1591,Lyanco,br BRA,DF,Southampton,eng Premier League,25,1997,13.1,9.0,0.69,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,28,1993,12.3,29.0,2.36,19.0,6.0,1.0,2.0,1.0,0.0,2.0,0.16,0.0,2.0,0.0,0.0,0.0,0.0
1593,Youssouf M'Changama,km COM,CC,Auxerre,fr Ligue 1,31,1990,12.0,29.0,2.42,19.0,5.0,0.0,0.0,5.0,0.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0
1594,Awer Mabil,au AUS,"CC,DL",Cádiz,es La Liga,26,1995,1.8,2.0,1.09,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,Alexis Mac Allister,ar ARG,CC,Brighton,eng Premier League,23,1998,32.1,106.0,3.31,76.0,7.0,9.0,8.0,4.0,2.0,8.0,0.25,7.0,0.0,1.0,0.0,0.0,0.0
1596,Deiver Machado,co COL,"DF,CC",Lens,fr Ligue 1,28,1993,24.3,42.0,1.73,26.0,4.0,2.0,0.0,8.0,2.0,6.0,0.25,3.0,2.0,0.0,0.0,0.0,1.0
1597,Darwin Machís,ve VEN,DL,Valladolid,es La Liga,29,1993,6.7,20.0,3.02,13.0,0.0,2.0,2.0,3.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
1598,James Maddison,eng ENG,"CC,DL",Leicester City,eng Premier League,25,1996,27.6,138.0,5.01,76.0,29.0,12.0,7.0,12.0,2.0,13.0,0.47,10.0,1.0,1.0,0.0,1.0,0.0
1599,Noni Madueke,eng ENG,DL,Chelsea,eng Premier League,20,2002,7.1,24.0,3.36,19.0,0.0,4.0,1.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
1600,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25,1997,33.1,62.0,1.84,43.0,10.0,3.0,1.0,5.0,0.0,6.0,0.18,4.0,0.0,0.0,1.0,1.0,0.0
1601,Lisandro Magallán,ar ARG,DF,Elche,es La Liga,28,1993,10.0,9.0,0.9,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,Soungoutou Magassa,fr FRA,CC,Monaco,fr Ligue 1,18,2003,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,Giulio Maggiore,it ITA,CC,Salernitana,it Serie A,24,1998,9.9,14.0,1.41,11.0,0.0,0.0,2.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
1604,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,26,1995,17.0,13.0,0.76,11.0,0.0,1.0,1.0,0.0,0.0,2.0,0.12,1.0,0.0,1.0,0.0,0.0,0.0
1605,Hugo Magnetti,fr FRA,CC,Brest,fr Ligue 1,24,1998,18.8,34.0,1.81,29.0,0.0,2.0,2.0,0.0,1.0,5.0,0.27,3.0,0.0,0.0,1.0,0.0,1.0
1606,Yohann Magnin,fr FRA,CC,Clermont Foot,fr Ligue 1,25,1997,26.7,47.0,1.76,39.0,0.0,1.0,1.0,2.0,4.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
1607,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,29,1993,8.5,5.0,0.59,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
1608,Jon Magunacelaya,es ESP,"CC,DL",Real Sociedad,es La Liga,22,2000,0.7,4.0,5.54,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,Riyad Mahrez,dz ALG,"DL,CC",Manchester City,eng Premier League,31,1991,21.3,116.0,5.44,74.0,17.0,7.0,10.0,6.0,2.0,21.0,0.98,13.0,2.0,2.0,3.0,0.0,1.0
1610,Arne Maier,de GER,CC,Augsburg,de Bundesliga,23,1999,21.8,42.0,1.93,25.0,8.0,0.0,3.0,3.0,3.0,5.0,0.23,2.0,0.0,0.0,2.0,0.0,1.0
1611,Mike Maignan,fr FRA,PO,Milan,it Serie A,27,1995,22.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
1612,Linton Maina,de GER,"DL,CC",Köln,de Bundesliga,23,1999,24.9,71.0,2.85,54.0,5.0,5.0,5.0,1.0,1.0,12.0,0.48,9.0,0.0,2.0,0.0,1.0,0.0
1613,Kobbie Mainoo,eng ENG,CC,Manchester Utd,eng Premier League,17,2005,0.1,2.0,16.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,Ainsley Maitland-Niles,eng ENG,"DF,CC",Southampton,eng Premier League,24,1997,15.6,24.0,1.54,22.0,0.0,1.0,0.0,1.0,0.0,2.0,0.13,1.0,0.0,0.0,0.0,1.0,0.0
1615,Jordan Majchrzak,pl POL,DL,Roma,it Serie A,17,2004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,Lovro Majer,hr CRO,"CC,DL",Rennes,fr Ligue 1,24,1998,18.5,79.0,4.26,53.0,8.0,3.0,6.0,8.0,1.0,6.0,0.32,3.0,2.0,0.0,0.0,1.0,0.0
1617,Jean-Victor Makengo,fr FRA,CC,Udinese,it Serie A,24,1998,8.9,13.0,1.45,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
1618,Jean-Victor Makengo,fr FRA,CC,Lorient,fr Ligue 1,24,1998,11.8,24.0,2.03,17.0,0.0,3.0,1.0,2.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
1619,Béni Makouana,cg CGO,"DL,CC",Montpellier,fr Ligue 1,19,2002,2.2,2.0,0.9,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,0.0,0.0,0.0,1.0,0.0
1620,Nemanja Maksimović,rs SRB,CC,Getafe,es La Liga,27,1995,22.8,30.0,1.31,25.0,0.0,0.0,3.0,1.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
1621,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,22,1999,15.5,19.0,1.22,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,Lorenzo Malagrida,it ITA,"CC,DF",Sampdoria,it Serie A,18,2003,1.2,2.0,1.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,Daniel Maldini,it ITA,"DL,CC",Spezia,it Serie A,20,2001,7.0,22.0,3.16,10.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,Youssef Maleh,ma MAR,CC,Fiorentina,it Serie A,23,1998,3.3,7.0,2.12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,Youssef Maleh,ma MAR,CC,Lecce,it Serie A,23,1998,7.5,11.0,1.47,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
1626,Donyell Malen,nl NED,DL,Dortmund,de Bundesliga,23,1999,19.0,80.0,4.22,50.0,9.0,12.0,4.0,5.0,0.0,14.0,0.74,9.0,0.0,3.0,1.0,1.0,0.0
1627,Ruslan Malinovskyi,ua UKR,"CC,DL",Atalanta,it Serie A,29,1993,6.1,26.0,4.25,16.0,7.0,1.0,1.0,1.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0
1628,Ruslan Malinovskyi,ua UKR,"CC,DL",Marseille,fr Ligue 1,29,1993,13.6,57.0,4.18,30.0,9.0,4.0,6.0,7.0,1.0,5.0,0.37,2.0,0.0,0.0,3.0,0.0,0.0
