,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,ACT2017-2018,SCA902017-2018,PassLive2017-2018,PassDead2017-2018,HASTA2017-2018,Dis2017-2018,FR2017-2018,Def2017-2018,ACG2017-2018,GCA902017-2018,PassLive.12017-2018,PassDead.12017-2018,HASTA.12017-2018,Dis.12017-2018,FR.12017-2018,Def.12017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,ACT2018-2019,SCA902018-2019,PassLive2018-2019,PassDead2018-2019,HASTA2018-2019,Dis2018-2019,FR2018-2019,Def2018-2019,ACG2018-2019,GCA902018-2019,PassLive.12018-2019,PassDead.12018-2019,HASTA.12018-2019,Dis.12018-2019,FR.12018-2019,Def.12018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,ACT2019-2020,SCA902019-2020,PassLive2019-2020,PassDead2019-2020,HASTA2019-2020,Dis2019-2020,FR2019-2020,Def2019-2020,ACG2019-2020,GCA902019-2020,PassLive.12019-2020,PassDead.12019-2020,HASTA.12019-2020,Dis.12019-2020,FR.12019-2020,Def.12019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,ACT2020-2021,SCA902020-2021,PassLive2020-2021,PassDead2020-2021,HASTA2020-2021,Dis2020-2021,FR2020-2021,Def2020-2021,ACG2020-2021,GCA902020-2021,PassLive.12020-2021,PassDead.12020-2021,HASTA.12020-2021,Dis.12020-2021,FR.12020-2021,Def.12020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,ACT2021-2022,SCA902021-2022,PassLive2021-2022,PassDead2021-2022,HASTA2021-2022,Dis2021-2022,FR2021-2022,Def2021-2022,ACG2021-2022,GCA902021-2022,PassLive.12021-2022,PassDead.12021-2022,HASTA.12021-2022,Dis.12021-2022,FR.12021-2022,Def.12021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,ACT2022-2023,SCA902022-2023,PassLive2022-2023,PassDead2022-2023,HASTA2022-2023,Dis2022-2023,FR2022-2023,Def2022-2023,ACG2022-2023,GCA902022-2023,PassLive.12022-2023,PassDead.12022-2023,HASTA.12022-2023,Dis.12022-2023,FR.12022-2023,Def.12022-2023
641,Amadou Diawara,gn GUI,CC,Napoli,it Serie A,20.0,1997.0,7.3,15.0,2.06,13.0,0.0,0.0,1.0,0.0,1.0,3.0,0.41,3.0,0.0,0.0,0.0,0.0,0.0,gn GUI,CC,Napoli,it Serie A,21.0,1997.0,7.3,21.0,2.86,16.0,0.0,2.0,1.0,0.0,2.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,gn GUI,CC,Roma,it Serie A,22.0,1997.0,16.9,41.0,2.43,39.0,0.0,0.0,1.0,1.0,0.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,gn GUI,CC,Roma,it Serie A,23.0,1997.0,7.3,7.0,1.1,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,gn GUI,CC,Roma,it Serie A,24.0,1997.0,1.9,1.0,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,Brahim Díaz,es ESP,"DL,DF",Manchester City,eng Premier League,17.0,1999.0,0.6,2.0,3.27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DL,Real Madrid,es La Liga,18.0,1999.0,4.2,21.0,5.03,11.0,0.0,7.0,0.0,3.0,0.0,3.0,0.72,1.0,0.0,2.0,0.0,0.0,0.0,es ESP,DL,Real Madrid,es La Liga,19.0,1999.0,0.7,1.0,1.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"CC,DL",Milan,it Serie A,20.0,1999.0,13.6,48.0,3.51,29.0,5.0,3.0,3.0,8.0,0.0,10.0,0.73,7.0,1.0,1.0,0.0,1.0,0.0,es ESP,CC,Milan,it Serie A,21.0,1999.0,20.6,78.0,3.78,61.0,2.0,4.0,3.0,5.0,3.0,10.0,0.48,7.0,1.0,0.0,2.0,0.0,0.0,es ESP,"CC,DL",Milan,it Serie A,22.0,1999.0,21.4,96.0,4.49,69.0,1.0,12.0,6.0,7.0,1.0,18.0,0.84,8.0,0.0,6.0,2.0,1.0,1.0
643,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27.0,1989.0,30.9,25.0,0.81,18.0,4.0,3.0,0.0,0.0,0.0,2.0,0.06,1.0,0.0,1.0,0.0,0.0,0.0,ml MLI,DF,Amiens,fr Ligue 1,28.0,1989.0,32.7,21.0,0.64,17.0,1.0,3.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,ml MLI,DF,Amiens,fr Ligue 1,29.0,1989.0,20.8,7.0,0.34,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Daniel Didavi,de GER,CC,Wolfsburg,de Bundesliga,27.0,1990.0,24.9,60.0,2.41,43.0,7.0,1.0,6.0,3.0,0.0,9.0,0.36,6.0,3.0,0.0,0.0,0.0,0.0,de GER,"CC,DL",Stuttgart,de Bundesliga,28.0,1990.0,10.6,62.0,5.84,37.0,13.0,3.0,2.0,6.0,1.0,4.0,0.38,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,"CC,DL",Stuttgart,de Bundesliga,30.0,1990.0,10.8,40.0,3.72,31.0,4.0,1.0,2.0,2.0,0.0,5.0,0.46,3.0,1.0,0.0,1.0,0.0,0.0,de GER,"CC,DL",Stuttgart,de Bundesliga,31.0,1990.0,3.1,10.0,3.25,7.0,0.0,2.0,0.0,1.0,0.0,1.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,Thomas Didillon,fr FRA,PO,Metz,fr Ligue 1,21.0,1995.0,9.0,2.0,0.22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,Étienne Didot,fr FRA,CC,Guingamp,fr Ligue 1,34.0,1983.0,18.0,37.0,2.06,28.0,5.0,0.0,2.0,2.0,0.0,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0,fr FRA,CC,Guingamp,fr Ligue 1,35.0,1983.0,23.4,45.0,1.92,32.0,7.0,0.0,0.0,5.0,1.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Adrián Diéguez,es ESP,DF,Alavés,es La Liga,21.0,1996.0,4.8,2.0,0.41,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Huesca,es La Liga,22.0,1996.0,8.3,4.0,0.48,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Dennis Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27.0,1989.0,20.8,42.0,2.02,29.0,4.0,3.0,0.0,5.0,1.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Eric Dier,eng ENG,"CC,DF",Tottenham,eng Premier League,23.0,1994.0,31.4,40.0,1.27,37.0,0.0,0.0,2.0,1.0,0.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0,eng ENG,"CC,DF",Tottenham,eng Premier League,24.0,1994.0,16.7,22.0,1.31,19.0,0.0,0.0,0.0,2.0,1.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,eng ENG,"DF,CC",Tottenham,eng Premier League,25.0,1994.0,14.9,13.0,0.87,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,eng ENG,DF,Tottenham,eng Premier League,26.0,1994.0,28.0,24.0,0.86,21.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,DF,Tottenham,eng Premier League,27.0,1994.0,34.1,30.0,0.88,25.0,0.0,0.0,4.0,0.0,1.0,5.0,0.15,3.0,0.0,0.0,2.0,0.0,0.0,eng ENG,DF,Tottenham,eng Premier League,28.0,1994.0,31.3,29.0,0.93,24.0,1.0,0.0,4.0,0.0,0.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0
650,Lucas Digne,fr FRA,DF,Barcelona,es La Liga,24.0,1993.0,7.8,11.0,1.41,9.0,0.0,0.0,0.0,0.0,2.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DF,Everton,eng Premier League,25.0,1993.0,32.9,111.0,3.37,63.0,40.0,2.0,4.0,0.0,2.0,9.0,0.27,6.0,2.0,0.0,1.0,0.0,0.0,fr FRA,DF,Everton,eng Premier League,26.0,1993.0,33.7,125.0,3.71,74.0,41.0,2.0,3.0,4.0,1.0,10.0,0.3,8.0,2.0,0.0,0.0,0.0,0.0,fr FRA,"DF,CC",Everton,eng Premier League,27.0,1993.0,29.8,76.0,2.55,52.0,18.0,0.0,5.0,1.0,0.0,12.0,0.4,7.0,3.0,0.0,2.0,0.0,0.0,fr FRA,DF,Aston Villa,eng Premier League,28.0,1993.0,27.1,88.0,6.44,60.0,23.0,3.0,0.0,2.0,0.0,8.0,0.57,5.0,2.0,0.0,0.0,1.0,0.0,fr FRA,DF,Aston Villa,eng Premier League,29.0,1993.0,16.7,29.0,1.74,24.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,Landry Dimata,be BEL,DL,Wolfsburg,de Bundesliga,19.0,1997.0,10.0,29.0,2.9,13.0,0.0,0.0,3.0,12.0,1.0,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,be BEL,"DL,CC",Espanyol,es La Liga,23.0,1997.0,6.0,19.0,3.15,13.0,0.0,2.0,1.0,3.0,0.0,1.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Tristan Dingomé,cm CMR,CC,Troyes,fr Ligue 1,26.0,1991.0,13.2,27.0,2.04,25.0,0.0,1.0,1.0,0.0,0.0,3.0,0.23,2.0,0.0,0.0,1.0,0.0,0.0,cm CMR,CC,Reims,fr Ligue 1,27.0,1991.0,14.9,48.0,3.21,44.0,0.0,0.0,0.0,1.0,3.0,6.0,0.4,6.0,0.0,0.0,0.0,0.0,0.0,cm CMR,CC,Reims,fr Ligue 1,28.0,1991.0,9.9,30.0,3.03,25.0,3.0,0.0,1.0,1.0,0.0,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,cm CMR,CC,Reims,fr Ligue 1,29.0,1991.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cm CMR,"CC,DL",Troyes,fr Ligue 1,30.0,1991.0,12.0,40.0,3.35,24.0,10.0,3.0,1.0,2.0,0.0,6.0,0.5,3.0,1.0,1.0,0.0,1.0,0.0,cm CMR,CC,Troyes,fr Ligue 1,31.0,1991.0,1.1,8.0,7.35,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Ismaël Diomandé,ci CIV,"DF,CC",Caen,fr Ligue 1,24.0,1992.0,7.9,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,ci CIV,"CC,DF",Caen,fr Ligue 1,25.0,1992.0,14.4,16.0,1.11,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Lois Diony,fr FRA,DL,Saint-Étienne,fr Ligue 1,24.0,1992.0,10.3,22.0,2.13,13.0,0.0,2.0,2.0,5.0,0.0,3.0,0.29,0.0,0.0,0.0,0.0,3.0,0.0,fr FRA,DL,Saint-Étienne,fr Ligue 1,25.0,1992.0,17.7,39.0,2.21,28.0,0.0,1.0,2.0,8.0,0.0,4.0,0.23,3.0,0.0,1.0,0.0,0.0,0.0,fr FRA,DL,Saint-Étienne,fr Ligue 1,26.0,1992.0,7.4,12.0,1.62,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DL,Angers,fr Ligue 1,27.0,1992.0,19.4,34.0,1.75,23.0,0.0,2.0,5.0,4.0,0.0,2.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DL,Angers,fr Ligue 1,29.0,1992.0,5.6,11.0,1.96,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,20.0,1997.0,34.0,23.0,0.68,14.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DF,West Ham,eng Premier League,21.0,1997.0,33.0,7.0,0.21,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DF,West Ham,eng Premier League,22.0,1997.0,30.7,10.0,0.33,7.0,1.0,0.0,2.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DF,West Ham,eng Premier League,23.0,1997.0,15.3,4.0,0.26,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DF,West Ham,eng Premier League,24.0,1997.0,10.7,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DF,Fulham,eng Premier League,25.0,1997.0,22.4,9.0,0.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,Papakouli Diop,sn SEN,CC,Espanyol,es La Liga,31.0,1986.0,13.3,25.0,3.37,21.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sn SEN,CC,Eibar,es La Liga,32.0,1986.0,26.1,59.0,2.26,49.0,0.0,3.0,2.0,5.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,sn SEN,CC,Eibar,es La Liga,33.0,1986.0,25.0,33.0,1.32,26.0,1.0,0.0,2.0,0.0,4.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,sn SEN,CC,Eibar,es La Liga,34.0,1986.0,25.8,31.0,1.2,25.0,1.0,0.0,3.0,1.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Assane Dioussé,sn SEN,CC,Saint-Étienne,fr Ligue 1,19.0,1997.0,14.9,15.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sn SEN,CC,Chievo,it Serie A,20.0,1997.0,12.3,16.0,2.24,12.0,1.0,2.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,sn SEN,CC,Saint-Étienne,fr Ligue 1,21.0,1997.0,1.3,3.0,2.25,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,sn SEN,DF,Saint-Étienne,fr Ligue 1,22.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sn SEN,CC,Saint-Étienne,fr Ligue 1,23.0,1997.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,Djené,tg TOG,DF,Getafe,es La Liga,25.0,1991.0,36.0,12.0,0.33,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,tg TOG,DF,Getafe,es La Liga,26.0,1991.0,33.1,22.0,0.67,14.0,2.0,3.0,0.0,2.0,1.0,4.0,0.12,1.0,0.0,1.0,0.0,2.0,0.0,tg TOG,DF,Getafe,es La Liga,27.0,1991.0,34.0,13.0,0.38,9.0,2.0,0.0,2.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0,tg TOG,DF,Getafe,es La Liga,28.0,1991.0,32.7,16.0,0.49,12.0,0.0,1.0,0.0,2.0,1.0,3.0,0.09,1.0,0.0,1.0,0.0,1.0,0.0,tg TOG,DF,Getafe,es La Liga,29.0,1991.0,34.6,29.0,0.84,21.0,1.0,2.0,1.0,2.0,2.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,tg TOG,DF,Getafe,es La Liga,30.0,1991.0,31.6,31.0,0.98,23.0,2.0,2.0,1.0,3.0,0.0,7.0,0.22,7.0,0.0,0.0,0.0,0.0,0.0
659,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,24.0,1992.0,26.8,21.0,0.78,13.0,3.0,3.0,0.0,0.0,2.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,ci CIV,DF,Torino,it Serie A,25.0,1992.0,16.4,8.0,0.52,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,ci CIV,DF,Torino,it Serie A,26.0,1992.0,9.5,4.0,0.42,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,ci CIV,DF,Crotone,it Serie A,27.0,1992.0,16.9,9.0,0.53,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,ci CIV,DF,Torino,it Serie A,28.0,1992.0,19.3,15.0,0.78,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,ci CIV,DF,Torino,it Serie A,29.0,1992.0,26.9,18.0,0.67,16.0,0.0,0.0,0.0,0.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
660,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,22.0,1994.0,28.0,17.0,0.61,11.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gh GHA,DF,Caen,fr Ligue 1,23.0,1994.0,30.6,22.0,0.72,18.0,0.0,0.0,1.0,1.0,2.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,gh GHA,"DF,CC",Strasbourg,fr Ligue 1,24.0,1994.0,22.9,19.0,0.83,17.0,0.0,0.0,0.0,1.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,gh GHA,"DF,CC",Strasbourg,fr Ligue 1,25.0,1994.0,28.4,22.0,0.78,15.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gh GHA,DF,Strasbourg,fr Ligue 1,26.0,1994.0,29.9,34.0,1.14,31.0,1.0,0.0,2.0,0.0,0.0,5.0,0.17,4.0,1.0,0.0,0.0,0.0,0.0,gh GHA,DF,Strasbourg,fr Ligue 1,27.0,1994.0,29.7,24.0,0.81,22.0,1.0,0.0,1.0,0.0,0.0,5.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0
661,Papy Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28.0,1988.0,30.0,15.0,0.5,13.0,1.0,0.0,1.0,0.0,0.0,4.0,0.13,3.0,0.0,0.0,1.0,0.0,0.0,sn SEN,DF,Guingamp,fr Ligue 1,29.0,1988.0,1.9,3.0,1.54,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
