,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,TA2017-2018,TR2017-2018,2a amarilla2017-2018,Fls2017-2018,FR2017-2018,PA2017-2018,Pcz2017-2018,Int2017-2018,TklG2017-2018,Penal ejecutado2017-2018,Penal concedido2017-2018,GC2017-2018,Recup.2017-2018,Ganados2017-2018,Perdidos2017-2018,% de ganados2017-2018,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,90 s2019-2020,TA2019-2020,TR2019-2020,2a amarilla2019-2020,Fls2019-2020,FR2019-2020,PA2019-2020,Pcz2019-2020,Int2019-2020,TklG2019-2020,Penal ejecutado2019-2020,Penal concedido2019-2020,GC2019-2020,Recup.2019-2020,Ganados2019-2020,Perdidos2019-2020,% de ganados2019-2020,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,90 s2020-2021,TA2020-2021,TR2020-2021,2a amarilla2020-2021,Fls2020-2021,FR2020-2021,PA2020-2021,Pcz2020-2021,Int2020-2021,TklG2020-2021,Penal ejecutado2020-2021,Penal concedido2020-2021,GC2020-2021,Recup.2020-2021,Ganados2020-2021,Perdidos2020-2021,% de ganados2020-2021,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,90 s2021-2022,TA2021-2022,TR2021-2022,2a amarilla2021-2022,Fls2021-2022,FR2021-2022,PA2021-2022,Pcz2021-2022,Int2021-2022,TklG2021-2022,Penal ejecutado2021-2022,Penal concedido2021-2022,GC2021-2022,Recup.2021-2022,Ganados2021-2022,Perdidos2021-2022,% de ganados2021-2022,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,90 s2022-2023,TA2022-2023,TR2022-2023,2a amarilla2022-2023,Fls2022-2023,FR2022-2023,PA2022-2023,Pcz2022-2023,Int2022-2023,TklG2022-2023,Penal ejecutado2022-2023,Penal concedido2022-2023,GC2022-2023,Recup.2022-2023,Ganados2022-2023,Perdidos2022-2023,% de ganados2022-2023
2895,Bruno Jordão,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DF",Lazio,it Serie A,19.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,4.0,1.0,80.0,DL,Wolves,eng Premier League,20.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896,Evens Joseph,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Caen,fr Ligue 1,19.0,3.8,0.0,0.0,0.0,4.0,12.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,11.0,2.0,8.0,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2897,Diogo Jota,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Wolves,eng Premier League,21.0,26.2,11.0,0.0,0.0,42.0,55.0,6.0,36.0,13.0,16.0,0.0,0.0,0.0,138.0,27.0,68.0,28.4,DL,Wolves,eng Premier League,22.0,25.4,4.0,0.0,0.0,42.0,61.0,3.0,38.0,9.0,15.0,0.0,0.0,0.0,123.0,28.0,52.0,35.0,DL,Liverpool,eng Premier League,23.0,12.4,2.0,0.0,0.0,25.0,20.0,1.0,18.0,5.0,6.0,0.0,0.0,0.0,53.0,14.0,37.0,27.5,DL,Liverpool,eng Premier League,24.0,26.3,3.0,0.0,0.0,41.0,40.0,5.0,21.0,6.0,18.0,2.0,0.0,0.0,100.0,37.0,83.0,30.8,DL,Liverpool,eng Premier League,25.0,12.6,2.0,0.0,0.0,19.0,15.0,3.0,8.0,3.0,15.0,1.0,0.0,0.0,60.0,18.0,26.0,40.9
2898,Aleksandar Jovanović,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,Huesca,es La Liga,25.0,12.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,Miguel Juan Llambrich,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DF,DL",Villarreal,es La Liga,22.0,6.0,1.0,0.0,0.0,14.0,10.0,0.0,20.0,12.0,14.0,0.0,0.0,0.0,30.0,5.0,8.0,38.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Espanyol,es La Liga,25.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,Nathaël Julan,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Guingamp,fr Ligue 1,22.0,4.8,1.0,0.0,0.0,4.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,38.0,33.0,53.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2901,Hamed Junior Traorè,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Empoli,it Serie A,18.0,25.1,4.0,0.0,0.0,37.0,22.0,7.0,20.0,30.0,38.0,0.0,0.0,0.0,158.0,15.0,37.0,28.8,"CC,DL",Sassuolo,it Serie A,19.0,17.4,3.0,0.0,0.0,28.0,23.0,6.0,85.0,11.0,15.0,0.0,0.0,0.0,77.0,3.0,12.0,20.0,"CC,DL",Sassuolo,it Serie A,20.0,19.9,6.0,0.0,0.0,25.0,19.0,3.0,62.0,18.0,17.0,1.0,0.0,0.0,77.0,13.0,20.0,39.4,"DL,CC",Sassuolo,it Serie A,21.0,19.7,3.0,0.0,0.0,30.0,32.0,4.0,60.0,12.0,18.0,0.0,0.0,0.0,123.0,4.0,10.0,28.6,"DL,CC",Bournemouth,eng Premier League,22.0,11.3,1.0,0.0,0.0,13.0,6.0,2.0,67.0,4.0,17.0,0.0,0.0,0.0,68.0,6.0,7.0,97.5
2902,Vinicius Júnior,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Real Madrid,es La Liga,18.0,9.7,0.0,0.0,0.0,13.0,21.0,8.0,21.0,7.0,6.0,1.0,0.0,0.0,31.0,1.0,2.0,33.3,"DL,CC",Real Madrid,es La Liga,19.0,15.2,4.0,0.0,0.0,19.0,26.0,9.0,30.0,3.0,16.0,1.0,0.0,0.0,66.0,4.0,4.0,50.0,DL,Real Madrid,es La Liga,20.0,21.9,3.0,0.0,0.0,26.0,54.0,8.0,39.0,7.0,22.0,1.0,1.0,0.0,91.0,4.0,11.0,26.7,DL,Real Madrid,es La Liga,21.0,29.9,6.0,0.0,0.0,34.0,74.0,26.0,44.0,6.0,24.0,4.0,0.0,0.0,105.0,3.0,8.0,27.3,DL,Real Madrid,es La Liga,22.0,31.4,10.0,1.0,0.0,47.0,122.0,23.0,64.0,6.0,21.0,1.0,0.0,0.0,98.0,2.0,6.0,25.0
2903,Musa Juwara,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Chievo,it Serie A,16.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"DL,CC",Bologna,it Serie A,17.0,1.7,1.0,0.0,0.0,6.0,5.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,"CC,DF",Bologna,it Serie A,18.0,0.5,1.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2904,Sory Kaba,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Dijon,fr Ligue 1,23.0,2.6,0.0,0.0,0.0,12.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,21.0,15.0,58.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2905,Ozan Kabak,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Stuttgart,de Bundesliga,18.0,15.0,4.0,0.0,0.0,21.0,13.0,0.0,2.0,23.0,19.0,0.0,0.0,0.0,66.0,54.0,27.0,66.7,DF,Schalke 04,de Bundesliga,19.0,19.7,4.0,0.0,0.0,22.0,13.0,0.0,1.0,37.0,23.0,0.0,1.0,0.0,118.0,75.0,34.0,68.8,DF,Liverpool,eng Premier League,20.0,22.700000000000003,9.0,1.0,1.0,33.0,10.0,1.0,0.0,25.0,19.0,0.0,3.0,0.0,133.0,83.0,35.0,135.7,DF,Norwich City,eng Premier League,21.0,10.2,2.0,0.0,0.0,10.0,10.0,1.0,1.0,16.0,5.0,0.0,2.0,0.0,50.0,22.0,27.0,44.9,DF,Hoffenheim,de Bundesliga,22.0,26.5,12.0,2.0,2.0,55.0,16.0,0.0,6.0,45.0,34.0,0.0,0.0,1.0,144.0,80.0,52.0,60.6
