,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,TA2017-2018,TR2017-2018,2a amarilla2017-2018,Fls2017-2018,FR2017-2018,PA2017-2018,Pcz2017-2018,Int2017-2018,TklG2017-2018,Penal ejecutado2017-2018,Penal concedido2017-2018,GC2017-2018,Recup.2017-2018,Ganados2017-2018,Perdidos2017-2018,% de ganados2017-2018,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,90 s2019-2020,TA2019-2020,TR2019-2020,2a amarilla2019-2020,Fls2019-2020,FR2019-2020,PA2019-2020,Pcz2019-2020,Int2019-2020,TklG2019-2020,Penal ejecutado2019-2020,Penal concedido2019-2020,GC2019-2020,Recup.2019-2020,Ganados2019-2020,Perdidos2019-2020,% de ganados2019-2020,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,90 s2020-2021,TA2020-2021,TR2020-2021,2a amarilla2020-2021,Fls2020-2021,FR2020-2021,PA2020-2021,Pcz2020-2021,Int2020-2021,TklG2020-2021,Penal ejecutado2020-2021,Penal concedido2020-2021,GC2020-2021,Recup.2020-2021,Ganados2020-2021,Perdidos2020-2021,% de ganados2020-2021,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,90 s2021-2022,TA2021-2022,TR2021-2022,2a amarilla2021-2022,Fls2021-2022,FR2021-2022,PA2021-2022,Pcz2021-2022,Int2021-2022,TklG2021-2022,Penal ejecutado2021-2022,Penal concedido2021-2022,GC2021-2022,Recup.2021-2022,Ganados2021-2022,Perdidos2021-2022,% de ganados2021-2022,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,90 s2022-2023,TA2022-2023,TR2022-2023,2a amarilla2022-2023,Fls2022-2023,FR2022-2023,PA2022-2023,Pcz2022-2023,Int2022-2023,TklG2022-2023,Penal ejecutado2022-2023,Penal concedido2022-2023,GC2022-2023,Recup.2022-2023,Ganados2022-2023,Perdidos2022-2023,% de ganados2022-2023
2871,Simone Iacoponi,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Parma,it Serie A,31.0,37.2,4.0,0.0,0.0,34.0,30.0,0.0,30.0,37.0,43.0,0.0,1.0,0.0,151.0,55.0,59.0,48.2,DF,Parma,it Serie A,32.0,33.9,7.0,0.0,0.0,35.0,36.0,1.0,1.0,35.0,25.0,0.0,2.0,0.0,151.0,48.0,67.0,41.7,DF,Parma,it Serie A,33.0,13.3,3.0,1.0,0.0,15.0,14.0,2.0,13.0,11.0,12.0,0.0,0.0,2.0,72.0,12.0,9.0,57.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872,Robert Ibáñez,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Getafe,es La Liga,25.0,0.8,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,"CC,DL",Osasuna,es La Liga,26.0,6.0,3.0,0.0,0.0,9.0,20.0,1.0,6.0,5.0,8.0,0.0,0.0,0.0,22.0,4.0,7.0,36.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Osasuna,es La Liga,28.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,Roger Ibanez,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DF,DL",Atalanta,it Serie A,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,DF,Roma,it Serie A,20.0,6.8,1.0,0.0,0.0,14.0,13.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,43.0,10.0,3.0,76.9,DF,Roma,it Serie A,21.0,26.6,7.0,1.0,1.0,53.0,30.0,0.0,5.0,68.0,37.0,0.0,1.0,1.0,187.0,56.0,36.0,60.9,DF,Roma,it Serie A,22.0,32.1,9.0,0.0,0.0,47.0,48.0,1.0,3.0,62.0,32.0,0.0,2.0,0.0,201.0,61.0,36.0,62.9,DF,Roma,it Serie A,23.0,31.1,11.0,1.0,1.0,44.0,48.0,0.0,1.0,66.0,33.0,1.0,0.0,1.0,218.0,59.0,28.0,67.8
2874,Didier Ibrahim Ndong,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Guingamp,fr Ligue 1,24.0,8.3,3.0,0.0,0.0,17.0,11.0,0.0,6.0,15.0,11.0,0.0,0.0,0.0,59.0,14.0,23.0,37.8,CC,Dijon,fr Ligue 1,25.0,26.5,5.0,0.0,0.0,34.0,15.0,3.0,22.0,49.0,35.0,0.0,0.0,0.0,192.0,18.0,26.0,40.9,CC,Dijon,fr Ligue 1,26.0,29.0,7.0,0.0,0.0,40.0,17.0,1.0,21.0,37.0,32.0,0.0,0.0,0.0,207.0,25.0,29.0,46.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2875,Salvador Ichazo,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,Torino,it Serie A,26.0,2.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2876,Borja Iglesias,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Espanyol,es La Liga,25.0,34.2,5.0,0.0,0.0,56.0,51.0,45.0,12.0,7.0,14.0,0.0,0.0,0.0,85.0,59.0,75.0,44.0,DL,Betis,es La Liga,26.0,21.4,3.0,1.0,0.0,34.0,20.0,14.0,6.0,5.0,5.0,1.0,1.0,0.0,34.0,38.0,52.0,42.2,DL,Betis,es La Liga,27.0,15.7,2.0,0.0,0.0,20.0,21.0,6.0,4.0,3.0,1.0,4.0,0.0,0.0,26.0,30.0,38.0,44.1,DL,Betis,es La Liga,28.0,17.5,4.0,0.0,0.0,25.0,31.0,8.0,6.0,4.0,4.0,2.0,0.0,0.0,33.0,20.0,27.0,42.6,DL,Betis,es La Liga,29.0,26.3,2.0,1.0,0.0,40.0,52.0,22.0,0.0,1.0,4.0,0.0,0.0,0.0,46.0,24.0,44.0,35.3
2877,Ivo Iličević,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Nürnberg,de Bundesliga,31.0,0.4,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2878,Mikael Ishak,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Nürnberg,de Bundesliga,25.0,21.3,1.0,0.0,0.0,24.0,33.0,14.0,9.0,3.0,6.0,0.0,0.0,0.0,66.0,32.0,80.0,28.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2879,Wilson Isidor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Monaco,fr Ligue 1,17.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Monaco,fr Ligue 1,20.0,0.6,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880,Lukas Jäger,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Nürnberg,de Bundesliga,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2881,Alireza Jahanbakhsh,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Brighton,eng Premier League,24.0,11.3,2.0,0.0,0.0,19.0,8.0,6.0,23.0,11.0,18.0,0.0,1.0,0.0,76.0,11.0,18.0,37.9,"DL,CC",Brighton,eng Premier League,25.0,3.5,0.0,0.0,0.0,2.0,7.0,1.0,24.0,3.0,4.0,0.0,0.0,0.0,16.0,0.0,6.0,0.0,"DL,CC",Brighton,eng Premier League,26.0,5.9,3.0,0.0,0.0,7.0,4.0,0.0,30.0,8.0,7.0,0.0,0.0,0.0,25.0,5.0,11.0,31.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2882,Jandrei,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,Genoa,it Serie A,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2883,Marko Janković,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DF,CC",SPAL,it Serie A,23.0,0.6,1.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,"DL,DF",SPAL,it Serie A,24.0,1.3,1.0,0.0,0.0,5.0,3.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,Dennis Jastrzembski,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,DF",Hertha BSC,de Bundesliga,18.0,0.7,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,"CC,DL",Paderborn 07,de Bundesliga,19.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DF,DL",Hertha BSC,de Bundesliga,21.0,2.5,1.0,0.0,0.0,3.0,3.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,15.0,4.0,1.0,80.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2885,Assil Jaziri,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Nice,fr Ligue 1,18.0,0.4,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2886,Carl Jenkinson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Arsenal,eng Premier League,26.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,2.0,33.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2887,Fredrik Jensen,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Augsburg,de Bundesliga,20.0,2.3,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,7.0,5.0,5.0,50.0,"CC,DL",Augsburg,de Bundesliga,21.0,5.1,0.0,0.0,0.0,3.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,14.0,7.0,13.0,35.0,"DL,CC",Augsburg,de Bundesliga,22.0,4.2,0.0,0.0,0.0,7.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,23.0,3.0,14.0,17.6,"CC,DL",Augsburg,de Bundesliga,23.0,4.6,0.0,0.0,0.0,2.0,3.0,0.0,18.0,2.0,4.0,0.0,0.0,0.0,10.0,7.0,14.0,33.3,"DL,CC",Augsburg,de Bundesliga,24.0,10.3,1.0,0.0,0.0,15.0,7.0,3.0,31.0,4.0,10.0,0.0,0.0,0.0,29.0,19.0,33.0,36.5
2888,Mathias Jensen,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Celta Vigo,es La Liga,22.0,2.6,0.0,0.0,0.0,3.0,4.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,19.0,5.0,4.0,55.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Brentford,eng Premier League,25.0,17.8,0.0,0.0,0.0,19.0,6.0,3.0,79.0,22.0,18.0,0.0,0.0,0.0,100.0,7.0,16.0,30.4,CC,Brentford,eng Premier League,26.0,31.1,5.0,0.0,0.0,32.0,25.0,1.0,158.0,32.0,35.0,0.0,0.0,0.0,175.0,11.0,17.0,39.3
2889,Raúl Jiménez,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Wolves,eng Premier League,27.0,34.6,4.0,0.0,0.0,42.0,38.0,33.0,27.0,26.0,18.0,1.0,0.0,0.0,139.0,77.0,104.0,42.5,DL,Wolves,eng Premier League,28.0,36.0,3.0,0.0,0.0,39.0,35.0,18.0,28.0,16.0,12.0,1.0,0.0,0.0,82.0,86.0,117.0,42.4,DL,Wolves,eng Premier League,29.0,9.1,0.0,0.0,0.0,9.0,17.0,4.0,4.0,8.0,2.0,0.0,0.0,1.0,32.0,14.0,18.0,43.8,DL,Wolves,eng Premier League,30.0,29.2,9.0,2.0,2.0,43.0,48.0,23.0,10.0,13.0,14.0,0.0,0.0,0.0,88.0,63.0,85.0,42.6,DL,Wolves,eng Premier League,31.0,9.4,0.0,0.0,0.0,14.0,14.0,9.0,5.0,0.0,6.0,0.0,0.0,0.0,21.0,24.0,25.0,49.0
2890,Joelinton,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Hoffenheim,de Bundesliga,21.0,23.7,5.0,0.0,0.0,56.0,28.0,4.0,7.0,14.0,22.0,1.0,0.0,0.0,110.0,62.0,96.0,39.2,DL,Newcastle Utd,eng Premier League,22.0,29.8,7.0,0.0,0.0,32.0,40.0,20.0,6.0,11.0,20.0,0.0,0.0,0.0,118.0,169.0,234.0,41.9,"DL,CC",Newcastle Utd,eng Premier League,23.0,22.0,3.0,0.0,0.0,24.0,36.0,6.0,12.0,9.0,21.0,1.0,0.0,0.0,105.0,81.0,118.0,40.7,"CC,DL",Newcastle Utd,eng Premier League,24.0,28.4,8.0,0.0,0.0,64.0,33.0,3.0,22.0,34.0,38.0,0.0,0.0,0.0,181.0,99.0,97.0,50.5,"CC,DL",Newcastle Utd,eng Premier League,25.0,29.6,12.0,0.0,0.0,65.0,34.0,1.0,16.0,48.0,49.0,1.0,1.0,0.0,198.0,66.0,59.0,52.8
2891,Stefan Johansen,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Fulham,eng Premier League,27.0,4.6,4.0,0.0,0.0,6.0,2.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,35.0,3.0,6.0,33.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2892,Jakob Johansson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Rennes,fr Ligue 1,28.0,7.9,0.0,0.0,0.0,6.0,7.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,60.0,19.0,8.0,70.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893,Ben Johnson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,West Ham,eng Premier League,18.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DF,West Ham,eng Premier League,19.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,11.0,3.0,4.0,0.0,0.0,0.0,12.0,7.0,5.0,58.3,"DF,DL",West Ham,eng Premier League,20.0,5.8,1.0,0.0,0.0,6.0,3.0,0.0,19.0,11.0,5.0,0.0,0.0,0.0,29.0,6.0,7.0,46.2,DF,West Ham,eng Premier League,21.0,15.5,1.0,0.0,0.0,10.0,4.0,0.0,55.0,22.0,16.0,0.0,0.0,0.0,78.0,15.0,19.0,44.1,DF,West Ham,eng Premier League,22.0,9.6,0.0,0.0,0.0,3.0,5.0,1.0,16.0,9.0,14.0,0.0,0.0,0.0,67.0,16.0,9.0,64.0
2894,Tyreke Johnson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Southampton,eng Premier League,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
