,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Gls.2017-2018,Dis2017-2018,DaP2017-2018,% de TT2017-2018,T/902017-2018,TalArc/902017-2018,G/T2017-2018,G/TalArc2017-2018,Dist2017-2018,FK2017-2018,TP2017-2018,TPint2017-2018,xG2017-2018,npxG2017-2018,npxG/Sh2017-2018,G-xG2017-2018,np:G-xG2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,Gls.2018-2019,Dis2018-2019,DaP2018-2019,% de TT2018-2019,T/902018-2019,TalArc/902018-2019,G/T2018-2019,G/TalArc2018-2019,Dist2018-2019,FK2018-2019,TP2018-2019,TPint2018-2019,xG2018-2019,npxG2018-2019,npxG/Sh2018-2019,G-xG2018-2019,np:G-xG2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Gls.2019-2020,Dis2019-2020,DaP2019-2020,% de TT2019-2020,T/902019-2020,TalArc/902019-2020,G/T2019-2020,G/TalArc2019-2020,Dist2019-2020,FK2019-2020,TP2019-2020,TPint2019-2020,xG2019-2020,npxG2019-2020,npxG/Sh2019-2020,G-xG2019-2020,np:G-xG2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Gls.2020-2021,Dis2020-2021,DaP2020-2021,% de TT2020-2021,T/902020-2021,TalArc/902020-2021,G/T2020-2021,G/TalArc2020-2021,Dist2020-2021,FK2020-2021,TP2020-2021,TPint2020-2021,xG2020-2021,npxG2020-2021,npxG/Sh2020-2021,G-xG2020-2021,np:G-xG2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Gls.2021-2022,Dis2021-2022,DaP2021-2022,% de TT2021-2022,T/902021-2022,TalArc/902021-2022,G/T2021-2022,G/TalArc2021-2022,Dist2021-2022,FK2021-2022,TP2021-2022,TPint2021-2022,xG2021-2022,npxG2021-2022,npxG/Sh2021-2022,G-xG2021-2022,np:G-xG2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Gls.2022-2023,Dis2022-2023,DaP2022-2023,% de TT2022-2023,T/902022-2023,TalArc/902022-2023,G/T2022-2023,G/TalArc2022-2023,Dist2022-2023,FK2022-2023,TP2022-2023,TPint2022-2023,xG2022-2023,npxG2022-2023,npxG/Sh2022-2023,G-xG2022-2023,np:G-xG2022-2023
1341,Mario Lemina,ga GAB,CC,Southampton,eng Premier League,23.0,1993.0,19.1,1.0,23.0,5.0,21.7,1.2,0.26,0.04,0.2,25.1,0.0,0.0,0.0,0.8,0.8,0.04,0.2,0.2,ga GAB,CC,Southampton,eng Premier League,24.0,1993.0,17.9,1.0,25.0,5.0,20.0,1.39,0.28,0.04,0.2,22.2,0.0,0.0,0.0,1.1,1.1,0.04,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ga GAB,CC,Fulham,eng Premier League,26.0,1993.0,18.9,1.0,19.0,2.0,10.5,1.0,0.11,0.05,0.5,24.2,0.0,0.0,0.0,0.7,0.7,0.04,0.3,0.3,ga GAB,CC,Nice,fr Ligue 1,27.0,1993.0,21.9,2.0,16.0,4.0,25.0,0.73,0.18,0.13,0.5,15.5,0.0,0.0,0.0,2.0,2.0,0.12,0.0,0.0,ga GAB,CC,Wolves,eng Premier League,28.0,1993.0,23.700000000000003,0.0,15.0,5.0,72.2,1.26,0.46,0.0,0.0,47.5,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6
1342,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,21.0,1995.0,21.8,1.0,24.0,6.0,62.5,2.17,0.65,0.13,0.25,48.1,11.0,0.0,0.0,1.3,1.3,0.11,-0.3,-0.3,uy URU,DF,Sassuolo,it Serie A,22.0,1995.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,Dylan Lempereur,fr FRA,DF,Metz,fr Ligue 1,18.0,1998.0,1.6,0.0,1.0,0.0,0.0,0.63,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,Clément Lenglet,fr FRA,DF,Sevilla,es La Liga,22.0,1995.0,33.3,3.0,14.0,5.0,35.7,0.42,0.15,0.21,0.6,8.3,0.0,0.0,0.0,2.6,2.6,0.19,0.4,0.4,fr FRA,DF,Barcelona,es La Liga,23.0,1995.0,21.5,1.0,6.0,2.0,33.3,0.28,0.09,0.17,0.5,8.5,0.0,0.0,0.0,0.9,0.9,0.16,0.1,0.1,fr FRA,DF,Barcelona,es La Liga,24.0,1995.0,26.9,2.0,10.0,3.0,30.0,0.37,0.11,0.2,0.67,15.1,0.0,0.0,0.0,0.8,0.8,0.08,1.2,1.2,fr FRA,DF,Barcelona,es La Liga,25.0,1995.0,27.5,1.0,11.0,5.0,45.5,0.4,0.18,0.09,0.2,12.0,0.0,0.0,0.0,1.8,1.8,0.17,-0.8,-0.8,fr FRA,DF,Barcelona,es La Liga,26.0,1995.0,9.2,0.0,2.0,1.0,50.0,0.22,0.11,0.0,0.0,10.1,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2,fr FRA,DF,Tottenham,eng Premier League,27.0,1995.0,22.4,0.0,13.0,2.0,15.4,0.58,0.09,0.0,0.0,15.5,0.0,0.0,0.0,1.0,1.0,0.07,-1.0,-1.0
1345,Aaron Lennon,eng ENG,CC,Burnley,eng Premier League,30.0,1987.0,21.200000000000003,0.0,14.0,5.0,65.0,1.26,0.43,0.0,0.0,32.7,0.0,0.0,0.0,0.8,0.8,0.12,-0.8,-0.8,eng ENG,CC,Burnley,eng Premier League,31.0,1987.0,13.5,1.0,4.0,2.0,50.0,0.3,0.15,0.25,0.5,13.4,0.0,0.0,0.0,0.8,0.8,0.2,0.2,0.2,eng ENG,CC,Burnley,eng Premier League,32.0,1987.0,5.5,0.0,1.0,0.0,0.0,0.18,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,"CC,DL",Burnley,eng Premier League,34.0,1987.0,17.2,2.0,12.0,4.0,33.3,0.7,0.23,0.17,0.5,20.1,0.0,0.0,0.0,1.1,1.1,0.09,0.9,0.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,Bernd Leno,de GER,PO,Leverkusen,de Bundesliga,25.0,1992.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Arsenal,eng Premier League,26.0,1992.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Arsenal,eng Premier League,27.0,1992.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Arsenal,eng Premier League,28.0,1992.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Arsenal,eng Premier League,29.0,1992.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Fulham,eng Premier League,30.0,1992.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,Pedro León,es ESP,"DL,CC",Eibar,es La Liga,30.0,1986.0,10.3,0.0,24.0,7.0,29.2,2.33,0.68,0.0,0.0,25.0,4.0,0.0,0.0,1.2,1.2,0.05,-1.2,-1.2,es ESP,"CC,DL",Eibar,es La Liga,31.0,1986.0,4.7,1.0,7.0,2.0,28.6,1.48,0.42,0.14,0.5,20.6,0.0,0.0,0.0,1.0,1.0,0.14,0.0,0.0,es ESP,"CC,DL",Eibar,es La Liga,32.0,1986.0,21.1,1.0,38.0,14.0,36.8,1.8,0.66,0.03,0.07,21.0,6.0,0.0,0.0,2.9,2.9,0.08,-1.9,-1.9,es ESP,"CC,DL",Eibar,es La Liga,33.0,1986.0,10.4,1.0,19.0,5.0,26.3,1.83,0.48,0.05,0.2,24.2,5.0,0.0,0.0,1.3,1.3,0.07,-0.3,-0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,Sergio León,es ESP,DL,Betis,es La Liga,28.0,1989.0,22.0,11.0,64.0,26.0,40.6,2.91,1.18,0.17,0.42,14.9,2.0,0.0,1.0,11.0,10.2,0.16,0.0,0.8,es ESP,"DL,CC",Betis,es La Liga,29.0,1989.0,7.1,0.0,13.0,2.0,15.4,1.83,0.28,0.0,0.0,18.6,0.0,0.0,0.0,0.6,0.6,0.04,-0.6,-0.6,es ESP,DL,Levante,es La Liga,30.0,1989.0,7.5,1.0,22.0,5.0,22.7,2.95,0.67,0.05,0.2,19.0,0.0,0.0,0.0,3.0,3.0,0.13,-2.0,-2.0,es ESP,DL,Levante,es La Liga,31.0,1989.0,8.3,2.0,19.0,5.0,26.3,2.29,0.6,0.11,0.4,14.4,1.0,0.0,0.0,2.5,2.5,0.13,-0.5,-0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DL,Valladolid,es La Liga,33.0,1989.0,14.8,6.0,26.0,15.0,57.7,1.75,1.01,0.19,0.33,16.3,0.0,1.0,2.0,3.9,2.3,0.09,2.1,2.7
1349,Lukas Lerager,dk DEN,CC,Bordeaux,fr Ligue 1,24.0,1993.0,36.5,3.0,41.0,12.0,29.3,1.12,0.33,0.07,0.25,17.0,0.0,0.0,0.0,4.4,4.4,0.11,-1.4,-1.4,dk DEN,CC,Genoa,it Serie A,25.0,1993.0,26.9,1.0,27.0,8.0,58.6,2.04,0.61,0.06,0.2,39.1,0.0,0.0,0.0,1.8,1.8,0.12,-0.8,-0.8,dk DEN,CC,Genoa,it Serie A,26.0,1993.0,15.4,1.0,14.0,5.0,35.7,0.91,0.32,0.07,0.2,15.4,0.0,0.0,0.0,0.8,0.8,0.06,0.2,0.2,dk DEN,CC,Genoa,it Serie A,27.0,1993.0,12.9,0.0,4.0,2.0,50.0,0.31,0.16,0.0,0.0,17.0,0.0,0.0,0.0,0.6,0.6,0.16,-0.6,-0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,Mehdi Léris,dz ALG,"CC,DL",Chievo,it Serie A,19.0,1998.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dz ALG,"CC,DF",Chievo,it Serie A,20.0,1998.0,17.9,0.0,30.0,7.0,23.3,1.68,0.39,0.0,0.0,22.9,0.0,0.0,0.0,1.7,1.7,0.06,-1.7,-1.7,dz ALG,"CC,DL",Sampdoria,it Serie A,21.0,1998.0,5.7,1.0,12.0,4.0,33.3,2.12,0.71,0.08,0.25,21.1,1.0,0.0,0.0,0.6,0.5,0.04,0.4,0.5,dz ALG,"DF,CC",Sampdoria,it Serie A,22.0,1998.0,4.3,0.0,2.0,1.0,50.0,0.47,0.23,0.0,0.0,15.2,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dz ALG,"CC,DF",Sampdoria,it Serie A,24.0,1998.0,27.3,1.0,30.0,12.0,40.0,1.1,0.44,0.03,0.08,12.8,0.0,0.0,0.0,3.4,3.4,0.11,-2.4,-2.4
1351,Jefferson Lerma,co COL,CC,Levante,es La Liga,22.0,1994.0,23.7,0.0,27.0,1.0,3.7,1.14,0.04,0.0,0.0,24.2,0.0,0.0,0.0,1.2,1.2,0.04,-1.2,-1.2,co COL,CC,Bournemouth,eng Premier League,23.0,1994.0,27.8,2.0,31.0,8.0,25.8,1.11,0.29,0.06,0.25,25.8,0.0,0.0,0.0,1.3,1.3,0.04,0.7,0.7,co COL,CC,Bournemouth,eng Premier League,24.0,1994.0,30.0,1.0,30.0,2.0,6.7,1.0,0.07,0.03,0.5,24.3,0.0,0.0,0.0,1.2,1.2,0.04,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,CC,Bournemouth,eng Premier League,27.0,1994.0,36.1,5.0,35.0,10.0,28.6,0.97,0.28,0.14,0.5,17.6,0.0,0.0,0.0,2.6,2.6,0.07,2.4,2.4
1352,Maxime Lestienne,be BEL,CC,Málaga,es La Liga,25.0,1992.0,7.4,0.0,11.0,1.0,9.1,1.48,0.13,0.0,0.0,14.1,0.0,0.0,0.0,1.2,1.2,0.11,-1.2,-1.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,Alexandre Letellier,fr FRA,PO,Angers,fr Ligue 1,26.0,1990.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,PO,Paris S-G,fr Ligue 1,30.0,1990.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,PO,Paris S-G,fr Ligue 1,31.0,1990.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,27.0,1990.0,23.8,1.0,22.0,5.0,22.7,0.92,0.21,0.05,0.2,27.1,1.0,0.0,0.0,0.8,0.8,0.04,0.2,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Benevento,it Serie A,30.0,1990.0,17.4,3.0,13.0,7.0,53.8,0.75,0.4,0.23,0.43,22.7,0.0,0.0,0.0,0.4,0.4,0.03,2.6,2.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,Timo Letschert,nl NED,DF,Sassuolo,it Serie A,24.0,1993.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,Robert Lewandowski,pl POL,DL,Bayern Munich,de Bundesliga,28.0,1988.0,24.1,29.0,120.0,48.0,40.0,4.97,1.99,0.19,0.48,13.9,5.0,6.0,7.0,27.9,22.4,0.19,1.1,0.6,pl POL,DL,Bayern Munich,de Bundesliga,29.0,1988.0,32.9,22.0,140.0,48.0,34.3,4.26,1.46,0.14,0.4,13.2,5.0,3.0,4.0,30.7,27.5,0.2,-8.7,-8.5,pl POL,DL,Bayern Munich,de Bundesliga,30.0,1988.0,30.7,34.0,133.0,62.0,46.6,4.34,2.02,0.22,0.47,13.4,2.0,5.0,5.0,30.7,26.8,0.2,3.3,2.2,pl POL,DL,Bayern Munich,de Bundesliga,31.0,1988.0,27.3,41.0,128.0,56.0,43.8,4.69,2.05,0.26,0.59,13.8,5.0,8.0,9.0,31.3,24.2,0.2,9.7,8.8,pl POL,DL,Bayern Munich,de Bundesliga,32.0,1988.0,32.7,35.0,156.0,75.0,48.1,4.77,2.29,0.19,0.4,13.6,3.0,5.0,5.0,33.2,29.3,0.19,1.8,0.7,pl POL,DL,Barcelona,es La Liga,33.0,1988.0,31.6,23.0,134.0,56.0,41.8,4.24,1.77,0.17,0.41,13.8,5.0,0.0,1.0,24.3,23.5,0.18,-1.3,-0.5
1357,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32.0,1985.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pl POL,DF,Bordeaux,fr Ligue 1,33.0,1985.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,Stephan Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33.0,1984.0,18.9,0.0,3.0,0.0,0.0,0.16,0.0,0.0,0.0,30.5,0.0,0.0,1.0,0.9,0.1,0.03,-0.9,-0.1,ch SUI,DF,Arsenal,eng Premier League,34.0,1984.0,10.4,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,ch SUI,DF,Augsburg,de Bundesliga,35.0,1984.0,14.9,0.0,2.0,0.0,0.0,0.13,0.0,0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,Dimitri Liénard,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,29.0,1988.0,28.9,5.0,51.0,17.0,33.3,1.76,0.59,0.08,0.24,25.9,14.0,1.0,1.0,3.4,2.6,0.05,1.6,1.4,fr FRA,"CC,DF",Strasbourg,fr Ligue 1,30.0,1988.0,14.3,0.0,22.0,7.0,31.8,1.53,0.49,0.0,0.0,26.1,5.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0,fr FRA,CC,Strasbourg,fr Ligue 1,31.0,1988.0,16.5,2.0,34.0,10.0,29.4,2.06,0.6,0.06,0.2,26.0,7.0,0.0,0.0,1.6,1.6,0.05,0.4,0.4,fr FRA,CC,Strasbourg,fr Ligue 1,32.0,1988.0,20.3,2.0,28.0,8.0,28.6,1.38,0.39,0.04,0.13,28.1,8.0,1.0,2.0,2.8,1.1,0.04,-0.8,-0.1,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,33.0,1988.0,22.7,2.0,23.0,3.0,13.0,1.01,0.13,0.09,0.67,21.2,4.0,0.0,0.0,1.4,1.4,0.06,0.6,0.6,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,34.0,1988.0,17.1,0.0,13.0,2.0,15.4,0.76,0.12,0.0,0.0,21.8,2.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6
1360,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,21.0,1996.0,9.6,0.0,2.0,0.0,0.0,0.21,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,at AUT,DF,Freiburg,de Bundesliga,22.0,1996.0,6.8,0.0,4.0,0.0,0.0,0.59,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.5,0.5,0.12,-0.5,-0.5,at AUT,DF,Freiburg,de Bundesliga,23.0,1996.0,20.2,0.0,7.0,2.0,28.6,0.35,0.1,0.0,0.0,22.0,0.0,0.0,0.0,0.8,0.8,0.11,-0.8,-0.8,at AUT,DF,Freiburg,de Bundesliga,24.0,1996.0,33.3,4.0,10.0,4.0,40.0,0.3,0.12,0.4,1.0,8.5,0.0,0.0,0.0,1.9,1.9,0.19,2.1,2.1,at AUT,DF,Freiburg,de Bundesliga,25.0,1996.0,31.9,5.0,19.0,7.0,36.8,0.6,0.22,0.26,0.71,9.2,0.0,0.0,0.0,3.3,3.3,0.19,1.7,1.7,at AUT,DF,Freiburg,de Bundesliga,26.0,1996.0,27.8,1.0,17.0,3.0,17.6,0.61,0.11,0.06,0.33,16.4,0.0,0.0,0.0,1.4,1.4,0.08,-0.4,-0.4
