,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Gls.2017-2018,Dis2017-2018,DaP2017-2018,% de TT2017-2018,T/902017-2018,TalArc/902017-2018,G/T2017-2018,G/TalArc2017-2018,Dist2017-2018,FK2017-2018,TP2017-2018,TPint2017-2018,xG2017-2018,npxG2017-2018,npxG/Sh2017-2018,G-xG2017-2018,np:G-xG2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,Gls.2018-2019,Dis2018-2019,DaP2018-2019,% de TT2018-2019,T/902018-2019,TalArc/902018-2019,G/T2018-2019,G/TalArc2018-2019,Dist2018-2019,FK2018-2019,TP2018-2019,TPint2018-2019,xG2018-2019,npxG2018-2019,npxG/Sh2018-2019,G-xG2018-2019,np:G-xG2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Gls.2019-2020,Dis2019-2020,DaP2019-2020,% de TT2019-2020,T/902019-2020,TalArc/902019-2020,G/T2019-2020,G/TalArc2019-2020,Dist2019-2020,FK2019-2020,TP2019-2020,TPint2019-2020,xG2019-2020,npxG2019-2020,npxG/Sh2019-2020,G-xG2019-2020,np:G-xG2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Gls.2020-2021,Dis2020-2021,DaP2020-2021,% de TT2020-2021,T/902020-2021,TalArc/902020-2021,G/T2020-2021,G/TalArc2020-2021,Dist2020-2021,FK2020-2021,TP2020-2021,TPint2020-2021,xG2020-2021,npxG2020-2021,npxG/Sh2020-2021,G-xG2020-2021,np:G-xG2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Gls.2021-2022,Dis2021-2022,DaP2021-2022,% de TT2021-2022,T/902021-2022,TalArc/902021-2022,G/T2021-2022,G/TalArc2021-2022,Dist2021-2022,FK2021-2022,TP2021-2022,TPint2021-2022,xG2021-2022,npxG2021-2022,npxG/Sh2021-2022,G-xG2021-2022,np:G-xG2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Gls.2022-2023,Dis2022-2023,DaP2022-2023,% de TT2022-2023,T/902022-2023,TalArc/902022-2023,G/T2022-2023,G/TalArc2022-2023,Dist2022-2023,FK2022-2023,TP2022-2023,TPint2022-2023,xG2022-2023,npxG2022-2023,npxG/Sh2022-2023,G-xG2022-2023,np:G-xG2022-2023
2145,Gianluca Scamacca,it ITA,"DL,CC",Sassuolo,it Serie A,18.0,1999.0,0.3,0.0,3.0,0.0,0.0,11.74,0.0,0.0,0.0,29.8,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DL,Genoa,it Serie A,21.0,1999.0,15.0,8.0,45.0,16.0,35.6,3.0,1.07,0.13,0.38,17.6,1.0,2.0,2.0,7.9,6.3,0.14,0.1,-0.3,it ITA,DL,Sassuolo,it Serie A,22.0,1999.0,23.8,16.0,78.0,36.0,46.2,3.27,1.51,0.19,0.42,17.4,1.0,1.0,1.0,11.0,10.2,0.13,5.0,4.8,it ITA,DL,West Ham,eng Premier League,23.0,1999.0,10.3,3.0,30.0,10.0,33.3,2.92,0.97,0.1,0.3,18.7,1.0,0.0,0.0,2.5,2.5,0.08,0.5,0.5
2146,Fabian Schär,ch SUI,DF,La Coruña,es La Liga,25.0,1991.0,24.7,2.0,18.0,6.0,33.3,0.73,0.24,0.11,0.33,20.2,3.0,0.0,0.0,3.0,3.0,0.17,-1.0,-1.0,ch SUI,DF,Newcastle Utd,eng Premier League,26.0,1991.0,22.2,4.0,25.0,7.0,28.0,1.13,0.32,0.16,0.57,18.7,1.0,0.0,0.0,1.9,1.9,0.07,2.1,2.1,ch SUI,"DF,CC",Newcastle Utd,eng Premier League,27.0,1991.0,18.6,2.0,20.0,6.0,30.0,1.08,0.32,0.1,0.33,21.4,1.0,0.0,0.0,1.4,1.4,0.07,0.6,0.6,ch SUI,DF,Newcastle Utd,eng Premier League,28.0,1991.0,13.8,1.0,11.0,4.0,36.4,0.79,0.29,0.0,0.0,27.8,3.0,1.0,1.0,1.3,0.5,0.05,-0.3,-0.5,ch SUI,DF,Newcastle Utd,eng Premier League,29.0,1991.0,24.0,2.0,21.0,8.0,38.1,0.88,0.33,0.1,0.25,19.5,4.0,0.0,0.0,1.2,1.2,0.06,0.8,0.8,ch SUI,DF,Newcastle Utd,eng Premier League,30.0,1991.0,35.6,1.0,56.0,14.0,25.0,1.57,0.39,0.02,0.07,14.4,3.0,0.0,0.0,4.9,4.9,0.09,-3.9,-3.9
2147,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,28.0,1989.0,14.6,0.0,6.0,2.0,33.3,0.41,0.14,0.0,0.0,21.5,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,it ITA,DF,Chievo,it Serie A,29.0,1989.0,1.6,0.0,2.0,1.0,50.0,1.26,0.63,0.0,0.0,24.8,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,it ITA,DF,Brighton,eng Premier League,30.0,1989.0,4.0,0.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,11.3,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,Pasquale Schiattarella,it ITA,CC,SPAL,it Serie A,30.0,1987.0,22.1,1.0,20.0,3.0,15.0,0.9,0.14,0.05,0.33,26.0,0.0,0.0,0.0,0.7,0.7,0.03,0.3,0.3,it ITA,CC,SPAL,it Serie A,31.0,1987.0,20.5,0.0,14.0,4.0,28.6,0.68,0.2,0.0,0.0,22.4,1.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,CC,Benevento,it Serie A,33.0,1987.0,25.0,1.0,11.0,6.0,54.5,0.44,0.24,0.09,0.17,15.6,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,Eros Schiavon,it ITA,"CC,DF",SPAL,it Serie A,34.0,1983.0,4.3,0.0,1.0,0.0,0.0,0.23,0.0,0.0,0.0,31.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,Patrik Schick,cz CZE,"DL,CC",Roma,it Serie A,21.0,1996.0,11.0,2.0,27.0,11.0,40.7,2.45,1.0,0.07,0.18,12.2,0.0,0.0,0.0,3.1,3.1,0.12,-1.1,-1.1,cz CZE,"DL,CC",Roma,it Serie A,22.0,1996.0,14.6,3.0,34.0,14.0,41.2,2.33,0.96,0.09,0.21,11.5,0.0,0.0,0.0,5.4,5.4,0.16,-2.4,-2.4,cz CZE,DL,RB Leipzig,de Bundesliga,23.0,1996.0,14.4,10.0,53.0,18.0,34.0,3.67,1.25,0.19,0.56,11.6,1.0,0.0,0.0,7.2,7.2,0.14,2.8,2.8,cz CZE,DL,Leverkusen,de Bundesliga,24.0,1996.0,20.7,9.0,56.0,21.0,37.5,2.7,1.01,0.16,0.43,12.1,1.0,0.0,0.0,9.2,9.2,0.16,-0.2,-0.2,cz CZE,DL,Leverkusen,de Bundesliga,25.0,1996.0,23.1,24.0,88.0,43.0,48.9,3.82,1.86,0.26,0.53,12.8,2.0,1.0,2.0,18.1,16.5,0.19,5.9,6.5,cz CZE,DL,Leverkusen,de Bundesliga,26.0,1996.0,10.5,3.0,34.0,14.0,41.2,3.25,1.34,0.09,0.21,12.8,1.0,0.0,0.0,4.6,4.6,0.14,-1.6,-1.6
2151,Julian Schieber,de GER,"CC,DL",Hertha BSC,de Bundesliga,28.0,1989.0,0.6,0.0,1.0,0.0,0.0,1.61,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.3,0.3,0.32,-0.3,-0.3,de GER,DL,Augsburg,de Bundesliga,29.0,1989.0,2.9,1.0,4.0,1.0,25.0,1.4,0.35,0.25,1.0,14.9,1.0,0.0,0.0,0.7,0.7,0.17,0.3,0.3,de GER,DL,Augsburg,de Bundesliga,30.0,1989.0,0.5,0.0,1.0,1.0,100.0,2.09,2.09,0.0,0.0,17.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,27.0,1990.0,36.3,0.0,10.0,0.0,0.0,0.28,0.0,0.0,0.0,8.7,0.0,0.0,0.0,1.1,1.1,0.11,-1.1,-1.1,de GER,DF,Huddersfield,eng Premier League,28.0,1990.0,36.2,1.0,13.0,3.0,23.1,0.36,0.08,0.08,0.33,11.5,0.0,0.0,0.0,1.1,1.1,0.09,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,Sven Schipplock,de GER,"DL,CC",Hamburger SV,de Bundesliga,28.0,1988.0,3.8,0.0,5.0,2.0,40.0,1.33,0.53,0.0,0.0,13.3,0.0,0.0,0.0,0.8,0.8,0.17,-0.8,-0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,"DL,CC",Arminia,de Bundesliga,31.0,1988.0,8.3,1.0,15.0,5.0,33.3,1.81,0.6,0.07,0.2,16.3,0.0,0.0,0.0,1.5,1.5,0.1,-0.5,-0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,Jeffrey Schlupp,gh GHA,"DF,CC",Crystal Palace,eng Premier League,24.0,1992.0,19.4,0.0,15.0,2.0,13.3,0.77,0.1,0.0,0.0,18.1,0.0,0.0,0.0,1.2,1.2,0.08,-1.2,-1.2,gh GHA,"CC,DL",Crystal Palace,eng Premier League,25.0,1992.0,18.6,4.0,28.0,8.0,28.6,1.51,0.43,0.14,0.5,14.8,0.0,0.0,0.0,3.2,3.2,0.12,0.8,0.8,gh GHA,"DL,CC",Crystal Palace,eng Premier League,26.0,1992.0,11.5,3.0,18.0,9.0,50.0,1.56,0.78,0.17,0.33,18.7,0.0,0.0,0.0,1.7,1.7,0.1,1.3,1.3,gh GHA,CC,Crystal Palace,eng Premier League,27.0,1992.0,15.9,2.0,18.0,10.0,55.6,1.13,0.63,0.11,0.2,14.3,0.0,0.0,0.0,1.9,1.9,0.11,0.1,0.1,gh GHA,"CC,DL",Crystal Palace,eng Premier League,28.0,1992.0,20.6,4.0,33.0,9.0,27.3,1.6,0.44,0.12,0.44,14.3,0.0,0.0,0.0,3.4,3.4,0.1,0.6,0.6,gh GHA,"CC,DL",Crystal Palace,eng Premier League,29.0,1992.0,28.1,3.0,28.0,9.0,32.1,1.0,0.32,0.11,0.33,17.5,0.0,0.0,0.0,3.2,3.2,0.12,-0.2,-0.2
2155,Kasper Schmeichel,dk DEN,PO,Leicester City,eng Premier League,30.0,1986.0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dk DEN,PO,Leicester City,eng Premier League,31.0,1986.0,38.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,dk DEN,PO,Leicester City,eng Premier League,32.0,1986.0,38.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,56.1,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,dk DEN,PO,Leicester City,eng Premier League,33.0,1986.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dk DEN,PO,Leicester City,eng Premier League,34.0,1986.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dk DEN,PO,Nice,fr Ligue 1,35.0,1986.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,29.0,1988.0,16.6,0.0,5.0,1.0,20.0,0.3,0.06,0.0,0.0,21.3,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,de GER,DF,Dortmund,de Bundesliga,30.0,1988.0,6.3,0.0,4.0,0.0,0.0,0.64,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,de GER,DF,Dortmund,de Bundesliga,31.0,1988.0,0.7,1.0,2.0,1.0,50.0,2.73,1.36,0.5,1.0,10.2,0.0,0.0,0.0,0.4,0.4,0.18,0.6,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,Jonathan Schmid,fr FRA,"DF,DL",Augsburg,de Bundesliga,27.0,1990.0,16.4,0.0,23.0,6.0,26.1,1.41,0.37,0.0,0.0,20.3,3.0,0.0,0.0,1.7,1.7,0.08,-1.7,-1.7,fr FRA,DF,Augsburg,de Bundesliga,28.0,1990.0,28.0,3.0,17.0,9.0,52.9,0.61,0.32,0.18,0.33,27.6,8.0,0.0,0.0,0.8,0.8,0.05,2.2,2.2,fr FRA,DF,Freiburg,de Bundesliga,29.0,1990.0,31.5,5.0,44.0,15.0,34.1,1.4,0.48,0.11,0.33,23.9,12.0,0.0,0.0,3.3,3.3,0.08,1.7,1.7,fr FRA,"CC,DF",Freiburg,de Bundesliga,30.0,1990.0,26.6,2.0,21.0,9.0,42.9,0.79,0.34,0.1,0.22,21.6,6.0,0.0,0.0,1.1,1.1,0.05,0.9,0.9,fr FRA,DF,Freiburg,de Bundesliga,31.0,1990.0,6.5,0.0,5.0,1.0,20.0,0.77,0.15,0.0,0.0,22.1,1.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,fr FRA,DF,Freiburg,de Bundesliga,32.0,1990.0,0.5,0.0,1.0,1.0,100.0,2.2,2.2,0.0,0.0,13.9,0.0,0.0,0.0,0.3,0.3,0.3,-0.3,-0.3
2158,Manuel Schmiedebach,de GER,CC,Hannover 96,de Bundesliga,28.0,1988.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,CC,Union Berlin,de Bundesliga,30.0,1988.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,Benno Schmitz,de GER,DF,RB Leipzig,de Bundesliga,22.0,1994.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,DF,Köln,de Bundesliga,24.0,1994.0,12.9,0.0,2.0,0.0,0.0,0.16,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,de GER,DF,Köln,de Bundesliga,25.0,1994.0,4.6,0.0,4.0,1.0,25.0,0.87,0.22,0.0,0.0,16.4,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,de GER,DF,Köln,de Bundesliga,26.0,1994.0,26.9,0.0,12.0,3.0,25.0,0.45,0.11,0.0,0.0,21.6,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,de GER,DF,Köln,de Bundesliga,27.0,1994.0,26.9,1.0,10.0,2.0,20.0,0.37,0.07,0.1,0.5,19.5,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6
2160,Morgan Schneiderlin,fr FRA,CC,Everton,eng Premier League,27.0,1989.0,23.7,0.0,5.0,0.0,0.0,0.21,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.4,0.4,0.08,-0.4,-0.4,fr FRA,CC,Everton,eng Premier League,28.0,1989.0,9.3,0.0,3.0,0.0,0.0,0.32,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,fr FRA,CC,Everton,eng Premier League,29.0,1989.0,11.1,0.0,6.0,0.0,0.0,0.54,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,fr FRA,CC,Nice,fr Ligue 1,30.0,1989.0,24.4,0.0,10.0,3.0,30.0,0.41,0.12,0.0,0.0,18.0,0.0,0.0,0.0,0.7,0.7,0.07,-0.7,-0.7,fr FRA,CC,Nice,fr Ligue 1,31.0,1989.0,7.2,0.0,2.0,0.0,0.0,0.28,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.3,0.3,0.16,-0.3,-0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,Alessandro Schöpf,at AUT,"DF,DL",Schalke 04,de Bundesliga,23.0,1994.0,9.0,0.0,9.0,3.0,33.3,1.0,0.33,0.0,0.0,24.4,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,at AUT,"CC,DF",Schalke 04,de Bundesliga,24.0,1994.0,11.2,1.0,18.0,3.0,16.7,1.61,0.27,0.06,0.33,20.5,0.0,0.0,0.0,1.2,1.2,0.07,-0.2,-0.2,at AUT,CC,Schalke 04,de Bundesliga,25.0,1994.0,15.9,0.0,15.0,4.0,26.7,0.94,0.25,0.0,0.0,19.6,0.0,0.0,0.0,1.1,1.1,0.07,-1.1,-1.1,at AUT,"DL,CC",Schalke 04,de Bundesliga,26.0,1994.0,10.5,0.0,10.0,1.0,10.0,0.96,0.1,0.0,0.0,21.7,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,at AUT,CC,Arminia,de Bundesliga,27.0,1994.0,26.6,1.0,35.0,9.0,25.7,1.31,0.34,0.03,0.11,21.4,2.0,0.0,0.0,2.0,2.0,0.06,-1.0,-1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,Nico Schulz,de GER,"DL,CC",Hoffenheim,de Bundesliga,24.0,1993.0,19.8,1.0,17.0,7.0,41.2,0.86,0.35,0.06,0.14,19.6,0.0,0.0,0.0,1.4,1.4,0.08,-0.4,-0.4,de GER,DF,Hoffenheim,de Bundesliga,25.0,1993.0,28.2,1.0,30.0,8.0,26.7,1.06,0.28,0.03,0.13,18.4,0.0,0.0,0.0,2.3,2.3,0.08,-1.3,-1.3,de GER,"DF,CC",Dortmund,de Bundesliga,26.0,1993.0,6.6,1.0,6.0,1.0,16.7,0.91,0.15,0.17,1.0,16.5,0.0,0.0,0.0,0.4,0.4,0.06,0.6,0.6,de GER,DF,Dortmund,de Bundesliga,27.0,1993.0,6.8,0.0,2.0,0.0,0.0,0.3,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,de GER,DF,Dortmund,de Bundesliga,28.0,1993.0,9.3,0.0,3.0,2.0,66.7,0.32,0.22,0.0,0.0,13.8,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,André Schürrle,de GER,DL,Dortmund,de Bundesliga,26.0,1990.0,13.7,1.0,35.0,11.0,31.4,2.55,0.8,0.03,0.09,17.4,0.0,0.0,1.0,4.1,3.4,0.1,-3.1,-2.4,de GER,"DL,CC",Fulham,eng Premier League,27.0,1990.0,18.2,6.0,55.0,17.0,30.9,3.02,0.93,0.11,0.35,22.4,4.0,0.0,0.0,3.6,3.6,0.07,2.4,2.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,Julian Schuster,de GER,"DF,CC",Freiburg,de Bundesliga,32.0,1985.0,14.5,0.0,12.0,1.0,8.3,0.83,0.07,0.0,0.0,31.2,8.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
