,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Int.2017-2018,Balón vivo2017-2018,Balón muerto2017-2018,FK2017-2018,PL2017-2018,Camb.2017-2018,Pcz2017-2018,Lanz.2017-2018,SE2017-2018,Dentro2017-2018,Fuera2017-2018,Rect.2017-2018,Cmp2017-2018,PA2017-2018,Bloqueos2017-2018,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,90 s2018-2019,Int.2018-2019,Balón vivo2018-2019,Balón muerto2018-2019,FK2018-2019,PL2018-2019,Camb.2018-2019,Pcz2018-2019,Lanz.2018-2019,SE2018-2019,Dentro2018-2019,Fuera2018-2019,Rect.2018-2019,Cmp2018-2019,PA2018-2019,Bloqueos2018-2019,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,90 s2019-2020,Int.2019-2020,Balón vivo2019-2020,Balón muerto2019-2020,FK2019-2020,PL2019-2020,Camb.2019-2020,Pcz2019-2020,Lanz.2019-2020,SE2019-2020,Dentro2019-2020,Fuera2019-2020,Rect.2019-2020,Cmp2019-2020,PA2019-2020,Bloqueos2019-2020,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,90 s2020-2021,Int.2020-2021,Balón vivo2020-2021,Balón muerto2020-2021,FK2020-2021,PL2020-2021,Camb.2020-2021,Pcz2020-2021,Lanz.2020-2021,SE2020-2021,Dentro2020-2021,Fuera2020-2021,Rect.2020-2021,Cmp2020-2021,PA2020-2021,Bloqueos2020-2021,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,90 s2021-2022,Int.2021-2022,Balón vivo2021-2022,Balón muerto2021-2022,FK2021-2022,PL2021-2022,Camb.2021-2022,Pcz2021-2022,Lanz.2021-2022,SE2021-2022,Dentro2021-2022,Fuera2021-2022,Rect.2021-2022,Cmp2021-2022,PA2021-2022,Bloqueos2021-2022,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,90 s2022-2023,Int.2022-2023,Balón vivo2022-2023,Balón muerto2022-2023,FK2022-2023,PL2022-2023,Camb.2022-2023,Pcz2022-2023,Lanz.2022-2023,SE2022-2023,Dentro2022-2023,Fuera2022-2023,Rect.2022-2023,Cmp2022-2023,PA2022-2023,Bloqueos2022-2023
2842,Karlan Grant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Huddersfield,eng Premier League,20.0,9.7,223.0,203.0,20.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,149.0,0.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",West Brom,eng Premier League,22.0,12.5,234.0,221.0,11.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,164.0,2.0,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843,Mason Greenwood,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Manchester Utd,eng Premier League,16.0,1.3,61.0,59.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,51.0,0.0,1.0,DL,Manchester Utd,eng Premier League,17.0,14.7,506.0,501.0,4.0,0.0,2.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,427.0,1.0,12.0,DL,Manchester Utd,eng Premier League,18.0,20.2,747.0,737.0,9.0,2.0,2.0,11.0,30.0,2.0,4.0,0.0,0.0,0.0,614.0,1.0,14.0,"DL,CC",Manchester Utd,eng Premier League,19.0,14.1,501.0,483.0,15.0,2.0,7.0,14.0,34.0,0.0,12.0,10.0,2.0,0.0,394.0,3.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2844,Sergej Grubac,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Chievo,it Serie A,18.0,1.7,25.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,Sergi Guardiola,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Valladolid,es La Liga,27.0,17.1,381.0,337.0,41.0,1.0,2.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,234.0,3.0,22.0,DL,Valladolid,es La Liga,28.0,29.5,678.0,635.0,41.0,1.0,2.0,7.0,35.0,1.0,0.0,0.0,0.0,0.0,458.0,2.0,24.0,DL,Valladolid,es La Liga,29.0,19.9,532.0,518.0,12.0,1.0,3.0,9.0,29.0,1.0,0.0,0.0,0.0,0.0,343.0,2.0,25.0,DL,Rayo Vallecano,es La Liga,30.0,19.0,403.0,381.0,21.0,2.0,2.0,5.0,16.0,2.0,0.0,0.0,0.0,0.0,270.0,1.0,16.0,DL,Valladolid,es La Liga,31.0,18.5,411.0,386.0,23.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,277.0,2.0,18.0
2846,Metehan Güçlü,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Paris S-G,fr Ligue 1,19.0,0.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2847,Mattéo Guendouzi,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Arsenal,eng Premier League,19.0,23.9,1625.0,1578.0,41.0,33.0,9.0,12.0,15.0,6.0,2.0,0.0,0.0,0.0,1409.0,6.0,33.0,CC,Arsenal,eng Premier League,20.0,19.4,1170.0,1133.0,33.0,23.0,7.0,8.0,6.0,8.0,1.0,0.0,0.0,0.0,1027.0,4.0,20.0,CC,Hertha BSC,de Bundesliga,21.0,20.2,1004.0,951.0,47.0,36.0,1.0,6.0,10.0,6.0,5.0,0.0,2.0,0.0,859.0,6.0,14.0,CC,Marseille,fr Ligue 1,22.0,35.0,2178.0,2084.0,83.0,38.0,6.0,15.0,49.0,24.0,14.0,4.0,3.0,0.0,1882.0,11.0,47.0,CC,Marseille,fr Ligue 1,23.0,23.4,1267.0,1220.0,44.0,27.0,5.0,6.0,24.0,8.0,4.0,0.0,0.0,0.0,1094.0,3.0,25.0
2848,Javi Guerra,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Rayo Vallecano,es La Liga,36.0,2.6,76.0,72.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2849,Guido Guerrieri,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,Lazio,it Serie A,22.0,1.0,35.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850,Ander Guevara,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Real Sociedad,es La Liga,21.0,1.0,44.0,42.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,CC,Real Sociedad,es La Liga,22.0,10.4,680.0,659.0,17.0,17.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,570.0,4.0,5.0,CC,Real Sociedad,es La Liga,23.0,23.1,1423.0,1394.0,26.0,24.0,1.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,1175.0,3.0,23.0,CC,Real Sociedad,es La Liga,24.0,9.6,611.0,594.0,13.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,4.0,9.0,CC,Real Sociedad,es La Liga,25.0,2.5,179.0,178.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,1.0,2.0
2851,Makhtar Gueye,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Saint-Étienne,fr Ligue 1,20.0,0.6,16.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2852,Angus Gunn,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,Southampton,eng Premier League,22.0,12.0,310.0,167.0,139.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,4.0,0.0,PO,Southampton,eng Premier League,23.0,10.0,258.0,147.0,111.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,Norwich City,eng Premier League,25.0,9.0,307.0,177.0,128.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,2.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853,Aron Gunnarsson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Cardiff City,eng Premier League,29.0,25.2,921.0,750.0,168.0,6.0,4.0,5.0,12.0,157.0,0.0,0.0,0.0,0.0,600.0,3.0,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2854,Koray Günter,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Genoa,it Serie A,23.0,9.3,358.0,335.0,23.0,19.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,298.0,0.0,3.0,DF,Hellas Verona,it Serie A,24.0,30.4,1383.0,1332.0,47.0,40.0,0.0,10.0,2.0,7.0,0.0,0.0,0.0,0.0,1178.0,4.0,4.0,DF,Hellas Verona,it Serie A,25.0,19.6,1107.0,1070.0,35.0,33.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,973.0,2.0,4.0,DF,Hellas Verona,it Serie A,26.0,26.8,1288.0,1213.0,70.0,43.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1035.0,5.0,9.0,DF,Hellas Verona,it Serie A,27.0,19.7,842.0,786.0,55.0,34.0,1.0,6.0,4.0,21.0,0.0,0.0,0.0,0.0,667.0,1.0,8.0
2855,Serdar Gürler,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Huesca,es La Liga,26.0,5.4,170.0,160.0,9.0,1.0,0.0,0.0,19.0,3.0,5.0,1.0,3.0,0.0,105.0,1.0,13.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2856,Ahmet Gürleyen,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Mainz 05,de Bundesliga,19.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2857,Gorka Guruzeta,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Athletic Club,es La Liga,21.0,0.6,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Athletic Club,es La Liga,25.0,15.8,394.0,370.0,21.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,286.0,3.0,19.0
2858,Benjamin Hadžić,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Hannover 96,de Bundesliga,19.0,0.3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2859,Amadou Haidara,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,RB Leipzig,de Bundesliga,20.0,4.2,196.0,191.0,4.0,2.0,3.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,150.0,1.0,6.0,CC,RB Leipzig,de Bundesliga,21.0,8.4,560.0,553.0,6.0,1.0,3.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,474.0,1.0,11.0,"CC,DL",RB Leipzig,de Bundesliga,22.0,21.2,1099.0,1047.0,47.0,1.0,1.0,6.0,29.0,45.0,1.0,0.0,0.0,0.0,869.0,5.0,24.0,CC,RB Leipzig,de Bundesliga,23.0,14.7,788.0,767.0,18.0,9.0,2.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,655.0,3.0,16.0,CC,RB Leipzig,de Bundesliga,24.0,15.9,824.0,807.0,13.0,9.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,684.0,4.0,9.0
2860,Dávid Hancko,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Fiorentina,it Serie A,20.0,3.1,125.0,103.0,22.0,4.0,0.0,1.0,5.0,16.0,2.0,0.0,2.0,0.0,90.0,0.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2861,Féthi Harek,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Nîmes,fr Ligue 1,35.0,2.0,62.0,61.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2862,Kadeem Harris,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Cardiff City,eng Premier League,25.0,4.2,104.0,103.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2863,Rhys Healey,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Cardiff City,eng Premier League,23.0,0.6,14.0,10.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Toulouse,fr Ligue 1,27.0,0.7,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
2864,Rouwen Hennings,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Düsseldorf,de Bundesliga,30.0,20.4,452.0,413.0,37.0,1.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,296.0,2.0,25.0,DL,Düsseldorf,de Bundesliga,31.0,27.3,642.0,559.0,80.0,0.0,3.0,5.0,30.0,4.0,0.0,0.0,0.0,0.0,434.0,3.0,26.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2865,Uche Henry Agbo,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Rayo Vallecano,es La Liga,22.0,4.1,202.0,199.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,Yangel Herrera,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DF",Huesca,es La Liga,20.0,12.8,474.0,436.0,34.0,7.0,0.0,3.0,10.0,27.0,0.0,0.0,0.0,0.0,352.0,4.0,8.0,CC,Granada,es La Liga,21.0,26.3,932.0,919.0,8.0,6.0,3.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,692.0,5.0,19.0,CC,Granada,es La Liga,22.0,25.7,883.0,878.0,4.0,3.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,588.0,1.0,23.0,CC,Espanyol,es La Liga,23.0,18.3,870.0,851.0,15.0,11.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,702.0,4.0,17.0,"CC,DL",Girona,es La Liga,24.0,10.7,418.0,407.0,8.0,1.0,4.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,332.0,3.0,5.0
2867,Pablo Hervías,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Valladolid,es La Liga,25.0,3.8,145.0,115.0,30.0,9.0,0.0,0.0,41.0,5.0,16.0,6.0,5.0,0.0,94.0,0.0,6.0,"CC,DL",Valladolid,es La Liga,26.0,11.3,402.0,352.0,48.0,15.0,0.0,1.0,88.0,4.0,29.0,12.0,12.0,0.0,276.0,2.0,17.0,"DF,CC",Valladolid,es La Liga,27.0,13.4,737.0,597.0,137.0,29.0,0.0,2.0,124.0,85.0,22.0,5.0,12.0,0.0,549.0,3.0,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
