,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Int.2017-2018,Balón vivo2017-2018,Balón muerto2017-2018,FK2017-2018,PL2017-2018,Camb.2017-2018,Pcz2017-2018,Lanz.2017-2018,SE2017-2018,Dentro2017-2018,Fuera2017-2018,Rect.2017-2018,Cmp2017-2018,PA2017-2018,Bloqueos2017-2018,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,90 s2018-2019,Int.2018-2019,Balón vivo2018-2019,Balón muerto2018-2019,FK2018-2019,PL2018-2019,Camb.2018-2019,Pcz2018-2019,Lanz.2018-2019,SE2018-2019,Dentro2018-2019,Fuera2018-2019,Rect.2018-2019,Cmp2018-2019,PA2018-2019,Bloqueos2018-2019,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,90 s2019-2020,Int.2019-2020,Balón vivo2019-2020,Balón muerto2019-2020,FK2019-2020,PL2019-2020,Camb.2019-2020,Pcz2019-2020,Lanz.2019-2020,SE2019-2020,Dentro2019-2020,Fuera2019-2020,Rect.2019-2020,Cmp2019-2020,PA2019-2020,Bloqueos2019-2020,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,90 s2020-2021,Int.2020-2021,Balón vivo2020-2021,Balón muerto2020-2021,FK2020-2021,PL2020-2021,Camb.2020-2021,Pcz2020-2021,Lanz.2020-2021,SE2020-2021,Dentro2020-2021,Fuera2020-2021,Rect.2020-2021,Cmp2020-2021,PA2020-2021,Bloqueos2020-2021,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,90 s2021-2022,Int.2021-2022,Balón vivo2021-2022,Balón muerto2021-2022,FK2021-2022,PL2021-2022,Camb.2021-2022,Pcz2021-2022,Lanz.2021-2022,SE2021-2022,Dentro2021-2022,Fuera2021-2022,Rect.2021-2022,Cmp2021-2022,PA2021-2022,Bloqueos2021-2022,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,90 s2022-2023,Int.2022-2023,Balón vivo2022-2023,Balón muerto2022-2023,FK2022-2023,PL2022-2023,Camb.2022-2023,Pcz2022-2023,Lanz.2022-2023,SE2022-2023,Dentro2022-2023,Fuera2022-2023,Rect.2022-2023,Cmp2022-2023,PA2022-2023,Bloqueos2022-2023
2817,Alberto García,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,Rayo Vallecano,es La Liga,33.0,17.0,554.0,343.0,210.0,72.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2818,Álvaro García,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Rayo Vallecano,es La Liga,25.0,19.6,507.0,494.0,12.0,1.0,1.0,7.0,77.0,10.0,1.0,0.0,1.0,0.0,314.0,1.0,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Rayo Vallecano,es La Liga,28.0,33.3,1046.0,1007.0,31.0,5.0,2.0,4.0,194.0,19.0,7.0,1.0,2.0,0.0,640.0,8.0,42.0,"DL,CC",Rayo Vallecano,es La Liga,29.0,31.9,1036.0,968.0,61.0,4.0,1.0,4.0,159.0,53.0,4.0,2.0,0.0,0.0,664.0,7.0,49.0
2819,James Garner,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Manchester Utd,eng Premier League,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Manchester Utd,eng Premier League,18.0,0.1,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DF",Everton,eng Premier League,21.0,8.9,353.0,310.0,41.0,6.0,0.0,2.0,37.0,16.0,17.0,15.0,2.0,0.0,256.0,2.0,9.0
2820,Gervinho,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Parma,it Serie A,31.0,25.6,522.0,510.0,11.0,2.0,4.0,1.0,8.0,4.0,3.0,0.0,0.0,0.0,423.0,1.0,25.0,DL,Parma,it Serie A,32.0,25.2,508.0,486.0,19.0,1.0,0.0,0.0,13.0,5.0,3.0,0.0,0.0,0.0,399.0,3.0,15.0,DL,Parma,it Serie A,33.0,22.5,536.0,515.0,17.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,432.0,4.0,20.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2821,Lamine Ghezali,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Saint-Étienne,fr Ligue 1,19.0,0.5,24.0,22.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Saint-Étienne,fr Ligue 1,22.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,Paolo Ghiglione,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Frosinone,it Serie A,21.0,5.7,241.0,196.0,41.0,3.0,0.0,1.0,28.0,37.0,1.0,0.0,0.0,0.0,156.0,4.0,19.0,"DF,DL",Genoa,it Serie A,22.0,19.1,907.0,773.0,132.0,16.0,0.0,5.0,114.0,114.0,2.0,2.0,0.0,0.0,633.0,2.0,39.0,"DF,CC",Genoa,it Serie A,23.0,15.1,609.0,511.0,98.0,7.0,0.0,3.0,85.0,88.0,3.0,0.0,3.0,0.0,401.0,0.0,27.0,DF,Genoa,it Serie A,24.0,6.7,343.0,257.0,83.0,4.0,0.0,1.0,37.0,73.0,6.0,2.0,2.0,0.0,212.0,3.0,15.0,DF,Cremonese,it Serie A,25.0,7.9,285.0,227.0,58.0,1.0,0.0,2.0,39.0,55.0,2.0,0.0,2.0,0.0,159.0,0.0,11.0
2823,Saman Ghoddos,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Amiens,fr Ligue 1,24.0,20.3,611.0,479.0,127.0,39.0,1.0,3.0,107.0,14.0,64.0,28.0,29.0,1.0,393.0,5.0,14.0,DL,Amiens,fr Ligue 1,25.0,2.6,97.0,84.0,13.0,4.0,1.0,2.0,16.0,2.0,6.0,2.0,3.0,0.0,68.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DF",Brentford,eng Premier League,27.0,6.0,216.0,189.0,26.0,12.0,2.0,2.0,21.0,4.0,8.0,6.0,2.0,0.0,143.0,1.0,8.0,"CC,DL",Brentford,eng Premier League,28.0,1.5,79.0,68.0,11.0,3.0,1.0,0.0,7.0,3.0,4.0,1.0,3.0,0.0,59.0,0.0,1.0
2824,Morgan Gibbs-White,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Wolves,eng Premier League,18.0,7.4,336.0,315.0,19.0,4.0,4.0,4.0,17.0,0.0,9.0,4.0,5.0,0.0,272.0,2.0,7.0,"CC,DL",Wolves,eng Premier League,19.0,1.4,83.0,80.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,64.0,1.0,2.0,"CC,DL",Wolves,eng Premier League,20.0,4.6,236.0,229.0,7.0,3.0,0.0,2.0,11.0,3.0,1.0,0.0,1.0,0.0,193.0,0.0,4.0,"DF,DL",Wolves,eng Premier League,21.0,0.1,10.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,"DL,CC",Wolves,eng Premier League,22.0,35.0,1173.0,979.0,178.0,64.0,16.0,9.0,169.0,6.0,98.0,43.0,47.0,1.0,734.0,16.0,32.0
2825,Ben Gibson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Burnley,eng Premier League,25.0,0.7,34.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Norwich City,eng Premier League,28.0,27.7,1382.0,1319.0,57.0,47.0,0.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,1117.0,6.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826,Fabian Giefer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,Augsburg,de Bundesliga,28.0,4.0,119.0,82.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,Niko Gießelmann,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Düsseldorf,de Bundesliga,26.0,28.8,1373.0,1113.0,257.0,34.0,1.0,22.0,77.0,215.0,8.0,0.0,8.0,0.0,997.0,3.0,40.0,DF,Düsseldorf,de Bundesliga,27.0,22.9,1170.0,904.0,266.0,53.0,1.0,14.0,81.0,193.0,20.0,3.0,17.0,0.0,871.0,0.0,16.0,DF,Union Berlin,de Bundesliga,28.0,4.8,257.0,207.0,49.0,8.0,0.0,2.0,24.0,41.0,0.0,0.0,0.0,0.0,169.0,1.0,5.0,"DF,DL",Union Berlin,de Bundesliga,29.0,23.1,1123.0,807.0,313.0,23.0,1.0,6.0,106.0,254.0,36.0,14.0,17.0,0.0,770.0,3.0,31.0,DF,Union Berlin,de Bundesliga,30.0,14.5,744.0,521.0,221.0,23.0,0.0,3.0,88.0,165.0,33.0,21.0,6.0,0.0,496.0,2.0,25.0
2828,Bryan Gil,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Sevilla,es La Liga,17.0,1.9,78.0,74.0,4.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,52.0,0.0,5.0,"CC,DL",Leganés,es La Liga,18.0,6.9,245.0,228.0,16.0,3.0,1.0,1.0,33.0,5.0,8.0,5.0,1.0,0.0,163.0,1.0,16.0,DL,Sevilla,es La Liga,19.0,25.3,1014.0,913.0,99.0,23.0,0.0,8.0,193.0,23.0,53.0,23.0,29.0,0.0,687.0,2.0,42.0,"DL,CC",Tottenham,eng Premier League,20.0,9.4,308.0,274.0,32.0,7.0,3.0,1.0,50.0,9.0,16.0,9.0,4.0,0.0,206.0,2.0,5.0,"CC,DL",Tottenham,eng Premier League,21.0,11.8,434.0,387.0,43.0,4.0,0.0,2.0,31.0,33.0,5.0,0.0,1.0,0.0,331.0,4.0,20.0
2829,Eddy Gnahoré,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Amiens,fr Ligue 1,24.0,24.9,1163.0,1127.0,32.0,24.0,3.0,2.0,4.0,6.0,2.0,0.0,0.0,0.0,1033.0,4.0,17.0,CC,Amiens,fr Ligue 1,25.0,12.6,730.0,703.0,26.0,23.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,658.0,1.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2830,Kevin Goden,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DF,CC",Nürnberg,de Bundesliga,19.0,3.0,109.0,83.0,26.0,0.0,0.0,1.0,3.0,26.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,Mauro Goicoechea,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PO,Toulouse,fr Ligue 1,30.0,7.9,252.0,151.0,101.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,PO,Toulouse,fr Ligue 1,31.0,2.0,64.0,38.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2832,Aleksandr Golovin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Monaco,fr Ligue 1,22.0,25.4,1102.0,1056.0,39.0,15.0,3.0,6.0,67.0,7.0,17.0,11.0,5.0,0.0,861.0,7.0,24.0,CC,Monaco,fr Ligue 1,23.0,22.9,1125.0,990.0,127.0,41.0,9.0,13.0,126.0,4.0,82.0,30.0,43.0,0.0,847.0,8.0,26.0,"CC,DL",Monaco,fr Ligue 1,24.0,11.9,585.0,487.0,91.0,26.0,4.0,0.0,102.0,4.0,60.0,35.0,21.0,0.0,396.0,7.0,18.0,"DL,CC",Monaco,fr Ligue 1,25.0,16.7,759.0,643.0,111.0,19.0,4.0,1.0,111.0,8.0,78.0,27.0,38.0,0.0,548.0,5.0,16.0,"CC,DL",Monaco,fr Ligue 1,26.0,27.4,1099.0,989.0,103.0,26.0,8.0,8.0,111.0,17.0,60.0,23.0,31.0,1.0,769.0,7.0,35.0
2833,Angel Gomes,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Manchester Utd,eng Premier League,17.0,0.3,22.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,CC,Manchester Utd,eng Premier League,18.0,0.2,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DL",Lille,fr Ligue 1,20.0,10.6,400.0,384.0,12.0,5.0,7.0,6.0,16.0,1.0,5.0,4.0,1.0,0.0,306.0,4.0,10.0,CC,Lille,fr Ligue 1,21.0,31.3,1767.0,1699.0,64.0,35.0,8.0,24.0,49.0,1.0,26.0,11.0,10.0,0.0,1517.0,4.0,18.0
2834,Moi Gómez,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Huesca,es La Liga,24.0,33.9,1546.0,1415.0,122.0,65.0,2.0,25.0,113.0,4.0,52.0,29.0,14.0,1.0,1210.0,9.0,24.0,"DL,CC",Villarreal,es La Liga,25.0,25.8,1136.0,1119.0,13.0,1.0,2.0,21.0,78.0,5.0,6.0,3.0,1.0,0.0,911.0,4.0,36.0,"CC,DL",Villarreal,es La Liga,26.0,28.5,1329.0,1244.0,75.0,22.0,3.0,15.0,72.0,6.0,47.0,15.0,5.0,0.0,1091.0,10.0,28.0,"CC,DL",Villarreal,es La Liga,27.0,14.3,596.0,559.0,34.0,4.0,4.0,5.0,33.0,3.0,24.0,10.0,5.0,0.0,474.0,3.0,17.0,"CC,DL",Osasuna,es La Liga,28.0,27.3,1559.0,1413.0,140.0,71.0,1.0,34.0,115.0,6.0,62.0,26.0,26.0,0.0,1314.0,6.0,26.0
2835,Cristo González,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Real Madrid,es La Liga,20.0,0.5,11.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2836,Nicolás González,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Stuttgart,de Bundesliga,20.0,24.0,627.0,596.0,25.0,1.0,1.0,3.0,45.0,11.0,0.0,0.0,0.0,0.0,367.0,6.0,26.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Stuttgart,de Bundesliga,22.0,10.4,243.0,212.0,28.0,2.0,2.0,2.0,11.0,8.0,1.0,0.0,0.0,0.0,147.0,3.0,11.0,DL,Fiorentina,it Serie A,23.0,38.6,1626.0,1567.0,50.0,16.0,6.0,29.0,71.0,30.0,3.0,2.0,0.0,0.0,1304.0,9.0,37.0,"DL,CC",Fiorentina,it Serie A,24.0,30.6,1349.0,1290.0,53.0,35.0,3.0,17.0,34.0,15.0,2.0,0.0,0.0,0.0,1057.0,6.0,27.0
2837,Jon Gorenc Stanković,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CC,DF",Huddersfield,eng Premier League,22.0,7.9,297.0,285.0,11.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,224.0,1.0,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2838,Mirko Gori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Frosinone,it Serie A,25.0,3.7,142.0,140.0,2.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,106.0,0.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2839,Felix Götze,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Augsburg,de Bundesliga,20.0,1.4,34.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2840,Paolo Gozzi Iweru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Juventus,it Serie A,17.0,1.0,55.0,53.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2841,Jonathan Gradit,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Caen,fr Ligue 1,25.0,22.3,918.0,824.0,91.0,13.0,1.0,4.0,16.0,78.0,0.0,0.0,0.0,0.0,740.0,3.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Lens,fr Ligue 1,27.0,31.4,1740.0,1668.0,71.0,56.0,2.0,32.0,4.0,15.0,0.0,0.0,0.0,0.0,1509.0,1.0,12.0,DF,Lens,fr Ligue 1,28.0,34.1,2072.0,2016.0,53.0,45.0,2.0,26.0,10.0,8.0,0.0,0.0,0.0,0.0,1840.0,3.0,11.0,DF,Lens,fr Ligue 1,29.0,31.4,2093.0,2016.0,71.0,57.0,4.0,14.0,15.0,8.0,0.0,0.0,0.0,0.0,1875.0,6.0,14.0
