RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl.1,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err
423,Daniel Caligiuri,it ITA,"CC,DL",Schalke 04,de Bundesliga,31,1988,25.5,58.0,37,18.0,25.0,15.0,27.0,74.0,36.5,47.0,67.0,6.0,61.0,25,83.0,39.0,0.0
424,José Callejón,es ESP,"DL,CC",Napoli,it Serie A,32,1987,24.1,13.0,9,3.0,7.0,3.0,9.0,25.0,36.0,16.0,15.0,3.0,12.0,10,23.0,14.0,1.0
425,Jonathan Calleri,ar ARG,DL,Espanyol,es La Liga,25,1993,20.1,12.0,8,6.0,4.0,2.0,3.0,24.0,12.5,21.0,11.0,3.0,8.0,7,19.0,22.0,0.0
426,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,22,1997,29.2,7.0,5,1.0,4.0,2.0,1.0,10.0,10.0,9.0,15.0,2.0,13.0,6,13.0,36.0,0.0
427,Mahdi Camara,fr FRA,CC,Saint-Étienne,fr Ligue 1,21,1998,10.0,33.0,20,12.0,16.0,5.0,18.0,32.0,56.3,14.0,20.0,2.0,18.0,18,51.0,5.0,0.0
428,Souleymane Camara,sn SEN,DL,Montpellier,fr Ligue 1,36,1982,1.8,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0
429,Víctor Camarasa,es ESP,DL,Crystal Palace,eng Premier League,25,1994,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
430,Víctor Camarasa,es ESP,CC,Alavés,es La Liga,25,1994,14.4,18.0,10,5.0,10.0,3.0,7.0,18.0,38.9,11.0,8.0,3.0,5.0,15,33.0,12.0,0.0
431,Eduardo Camavinga,fr FRA,CC,Rennes,fr Ligue 1,16,2002,23.4,105.0,64,45.0,56.0,4.0,48.0,96.0,50.0,48.0,26.0,8.0,18.0,34,139.0,35.0,0.0
432,Sergio Camello,es ESP,DL,Atlético Madrid,es La Liga,18,2001,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
433,José Campaña,es ESP,CC,Levante,es La Liga,26,1993,35.1,38.0,25,15.0,13.0,10.0,13.0,53.0,24.5,40.0,30.0,5.0,25.0,44,82.0,42.0,2.0
434,Xisco Campos,es ESP,DF,Mallorca,es La Liga,37,1982,5.3,7.0,4,5.0,2.0,0.0,5.0,9.0,55.6,4.0,8.0,5.0,3.0,11,18.0,23.0,0.0
435,Víctor Campuzano,es ESP,DL,Espanyol,es La Liga,22,1997,9.7,12.0,9,1.0,6.0,5.0,3.0,19.0,15.8,16.0,8.0,0.0,8.0,2,14.0,4.0,0.0
436,Emre Can,de GER,CC,Juventus,it Serie A,25,1994,3.2,10.0,7,5.0,3.0,2.0,3.0,10.0,30.0,7.0,4.0,0.0,4.0,2,12.0,3.0,0.0
437,Emre Can,de GER,"CC,DF",Dortmund,de Bundesliga,25,1994,10.6,19.0,12,11.0,7.0,1.0,5.0,12.0,41.7,7.0,14.0,6.0,8.0,19,38.0,15.0,0.0
438,Sergio Canales,es ESP,"CC,DL",Betis,es La Liga,28,1991,35.1,25.0,16,14.0,6.0,5.0,7.0,28.0,25.0,21.0,30.0,1.0,29.0,13,38.0,16.0,0.0
439,João Cancelo,pt POR,DF,Manchester City,eng Premier League,25,1994,13.4,40.0,24,21.0,12.0,7.0,24.0,40.0,60.0,16.0,9.0,2.0,7.0,21,61.0,18.0,0.0
440,Antonio Candreva,it ITA,DF,Inter,it Serie A,32,1987,22.1,11.0,6,9.0,1.0,1.0,7.0,29.0,24.1,22.0,26.0,10.0,16.0,14,25.0,33.0,1.0
441,Gianmarco Cangiano,it ITA,"DL,CC",Bologna,it Serie A,17,2001,0.2,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0
442,Todd Cantwell,eng ENG,"DL,CC",Norwich City,eng Premier League,21,1998,27.7,51.0,31,19.0,27.0,5.0,26.0,73.0,35.6,47.0,38.0,2.0,36.0,18,69.0,35.0,1.0
443,Ander Capa,es ESP,DF,Athletic Club,es La Liga,27,1992,31.9,64.0,36,37.0,21.0,6.0,24.0,59.0,40.7,35.0,26.0,7.0,19.0,28,92.0,63.0,0.0
444,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,32,1987,19.4,42.0,32,18.0,16.0,8.0,16.0,48.0,33.3,32.0,17.0,3.0,14.0,21,63.0,28.0,0.0
445,Étienne Capoue,fr FRA,CC,Watford,eng Premier League,31,1988,29.2,75.0,40,38.0,30.0,7.0,37.0,85.0,43.5,48.0,30.0,11.0,19.0,68,143.0,61.0,0.0
446,Gianluca Caprari,it ITA,"DL,CC",Sampdoria,it Serie A,26,1993,7.4,9.0,7,1.0,6.0,2.0,4.0,13.0,30.8,9.0,5.0,0.0,5.0,7,16.0,1.0,0.0
447,Gianluca Caprari,it ITA,"DL,CC",Parma,it Serie A,26,1993,6.5,1.0,1,0.0,1.0,0.0,0.0,5.0,0.0,5.0,7.0,2.0,5.0,4,5.0,2.0,0.0
448,Francesco Caputo,it ITA,DL,Sassuolo,it Serie A,31,1987,32.6,7.0,4,3.0,2.0,2.0,3.0,11.0,27.3,8.0,15.0,0.0,15.0,1,8.0,8.0,0.0
449,Maxence Caqueret,fr FRA,CC,Lyon,fr Ligue 1,19,2000,6.3,24.0,15,10.0,13.0,1.0,11.0,25.0,44.0,14.0,14.0,2.0,12.0,9,33.0,6.0,1.0
450,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,18,2001,4.1,8.0,4,3.0,5.0,0.0,3.0,4.0,75.0,1.0,6.0,6.0,0.0,7,15.0,20.0,0.0
451,Irvin Cardona,fr FRA,"DL,CC",Brest,fr Ligue 1,21,1997,16.1,13.0,8,5.0,6.0,2.0,9.0,32.0,28.1,23.0,8.0,0.0,8.0,1,14.0,7.0,0.0
452,Marc Cardona,es ESP,DL,Osasuna,es La Liga,24,1995,7.8,1.0,0,0.0,1.0,0.0,0.0,8.0,0.0,8.0,3.0,1.0,2.0,2,3.0,2.0,0.0
453,Diego Carlos,br BRA,DF,Sevilla,es La Liga,26,1993,34.8,35.0,23,25.0,9.0,1.0,15.0,25.0,60.0,10.0,33.0,24.0,9.0,37,72.0,176.0,1.0
454,Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,14.1,23.0,8,15.0,6.0,2.0,13.0,17.0,76.5,4.0,2.0,1.0,1.0,19,42.0,22.0,0.0
455,Yannick Carrasco,be BEL,"CC,DL",Atlético Madrid,es La Liga,25,1993,7.0,11.0,7,4.0,4.0,3.0,7.0,21.0,33.3,14.0,9.0,0.0,9.0,5,16.0,2.0,0.0
456,Daniel Carriço,pt POR,DF,Sevilla,es La Liga,30,1988,9.4,8.0,2,4.0,3.0,1.0,1.0,6.0,16.7,5.0,4.0,3.0,1.0,8,16.0,23.0,0.0
457,Guido Carrillo,ar ARG,DL,Leganés,es La Liga,28,1991,13.5,13.0,10,3.0,6.0,4.0,2.0,14.0,14.3,12.0,9.0,1.0,8.0,3,16.0,22.0,0.0
458,Andy Carroll,eng ENG,DL,Newcastle Utd,eng Premier League,30,1989,7.0,5.0,3,3.0,2.0,0.0,2.0,8.0,25.0,6.0,2.0,1.0,1.0,2,7.0,24.0,1.0
459,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,27,1992,30.4,65.0,46,33.0,25.0,7.0,23.0,42.0,54.8,19.0,43.0,14.0,29.0,36,101.0,53.0,0.0
460,Matis Carvalho,pt POR,PO,Montpellier,fr Ligue 1,20,1999,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
461,William Carvalho,pt POR,CC,Betis,es La Liga,27,1992,9.9,7.0,4,4.0,2.0,1.0,4.0,14.0,28.6,10.0,7.0,5.0,2.0,4,11.0,8.0,1.0
462,Casemiro,br BRA,CC,Real Madrid,es La Liga,27,1992,34.3,96.0,60,43.0,45.0,8.0,39.0,99.0,39.4,60.0,53.0,10.0,43.0,68,164.0,72.0,0.0
463,Moreto Cassamã,gw GNB,CC,Reims,fr Ligue 1,21,1998,6.6,17.0,11,2.0,13.0,2.0,5.0,7.0,71.4,2.0,7.0,2.0,5.0,5,22.0,6.0,0.0
464,Francesco Cassata,it ITA,CC,Genoa,it Serie A,22,1997,16.2,20.0,10,12.0,5.0,3.0,9.0,30.0,30.0,21.0,12.0,2.0,10.0,11,31.0,11.0,0.0
465,Timothy Castagne,be BEL,DF,Atalanta,it Serie A,23,1995,19.7,31.0,20,9.0,16.0,6.0,13.0,25.0,52.0,12.0,34.0,5.0,29.0,17,48.0,23.0,0.0
466,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,27,1992,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,9.0,1.0
467,Jean-Charles Castelletto,cm CMR,DF,Brest,fr Ligue 1,24,1995,20.4,18.0,9,13.0,5.0,0.0,9.0,18.0,50.0,9.0,20.0,16.0,4.0,33,51.0,87.0,1.0
468,Samu Castillejo,es ESP,"DL,CC",Milan,it Serie A,24,1995,13.4,24.0,15,10.0,11.0,3.0,9.0,42.0,21.4,33.0,17.0,2.0,15.0,24,48.0,5.0,0.0
469,Jonny Castro,es ESP,"CC,DF",Wolves,eng Premier League,25,1994,32.1,91.0,55,54.0,26.0,11.0,29.0,82.0,35.4,53.0,45.0,10.0,35.0,53,144.0,45.0,2.0
470,Lucas Castro,ar ARG,CC,SPAL,it Serie A,30,1989,4.7,13.0,5,5.0,5.0,3.0,2.0,4.0,50.0,2.0,4.0,0.0,4.0,2,15.0,3.0,0.0
471,Lucas Castro,ar ARG,CC,Cagliari,it Serie A,30,1989,6.7,7.0,3,3.0,4.0,0.0,1.0,12.0,8.3,11.0,6.0,1.0,5.0,8,15.0,14.0,0.0
472,Gaetano Castrovilli,it ITA,CC,Fiorentina,it Serie A,22,1997,29.7,59.0,31,25.0,23.0,11.0,18.0,53.0,34.0,35.0,29.0,2.0,27.0,15,74.0,31.0,1.0
473,Danilo Cataldi,it ITA,CC,Lazio,it Serie A,24,1994,6.6,17.0,11,10.0,5.0,2.0,10.0,20.0,50.0,10.0,7.0,1.0,6.0,13,30.0,10.0,0.0
474,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,41.0,26,25.0,15.0,1.0,10.0,24.0,41.7,14.0,19.0,16.0,3.0,25,66.0,136.0,1.0
475,Edinson Cavani,uy URU,DL,Paris S-G,fr Ligue 1,32,1987,6.7,5.0,1,0.0,2.0,3.0,0.0,3.0,0.0,3.0,7.0,0.0,7.0,1,6.0,2.0,0.0
476,Santi Cazorla,es ESP,CC,Villarreal,es La Liga,34,1984,27.2,48.0,25,14.0,21.0,13.0,20.0,57.0,35.1,37.0,23.0,1.0,22.0,19,67.0,16.0,2.0
477,Dani Ceballos,es ESP,CC,Arsenal,eng Premier League,22,1996,18.8,45.0,23,26.0,14.0,5.0,18.0,61.0,29.5,43.0,14.0,3.0,11.0,32,77.0,16.0,1.0
478,Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,14.0,8,11.0,3.0,0.0,10.0,10.0,100.0,0.0,9.0,5.0,4.0,13,27.0,37.0,1.0
479,Christian Celesia,it ITA,DF,Torino,it Serie A,17,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
480,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23.0,53.0,28,18.0,28.0,7.0,27.0,60.0,45.0,33.0,24.0,4.0,20.0,26,79.0,39.0,0.0
481,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28.0,76.0,49,53.0,22.0,1.0,34.0,57.0,59.6,23.0,30.0,11.0,19.0,59,135.0,98.0,0.0
482,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,22.0,15,16.0,6.0,0.0,6.0,11.0,54.5,5.0,23.0,17.0,6.0,23,45.0,66.0,2.0
483,Alberto Cerri,it ITA,DL,SPAL,it Serie A,23,1996,4.7,2.0,1,0.0,2.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,2.0,3.0,0.0
484,Alberto Cerri,it ITA,DL,Cagliari,it Serie A,23,1996,2.7,3.0,1,1.0,0.0,2.0,2.0,6.0,33.3,4.0,1.0,0.0,1.0,2,5.0,4.0,0.0
485,Julian Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,11.0,7,6.0,5.0,0.0,6.0,11.0,54.5,5.0,3.0,2.0,1.0,15,26.0,26.0,0.0
486,Florian Chabrolle,fr FRA,CC,Marseille,fr Ligue 1,21,1998,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
487,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,32.0,21,22.0,7.0,3.0,17.0,36.0,47.2,19.0,12.0,5.0,7.0,26,58.0,36.0,0.0
488,Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,3,3.0,7.0,1.0
489,Nathaniel Chalobah,eng ENG,CC,Watford,eng Premier League,24,1994,10.3,30.0,11,13.0,13.0,4.0,12.0,27.0,44.4,15.0,10.0,4.0,6.0,18,48.0,20.0,0.0
490,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,26.0,10,12.0,8.0,6.0,11.0,16.0,68.8,5.0,13.0,7.0,6.0,16,42.0,43.0,1.0
491,Jhon Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,30.0,14,22.0,8.0,0.0,11.0,22.0,50.0,11.0,34.0,29.0,5.0,34,64.0,145.0,3.0
492,Timothy Chandler,us USA,"DF,CC",Eint Frankfurt,de Bundesliga,29,1990,13.6,22.0,10,9.0,8.0,5.0,9.0,16.0,56.3,7.0,9.0,4.0,5.0,13,35.0,21.0,0.0
493,Kwon Chang-hoon,kr KOR,"CC,DL",Freiburg,de Bundesliga,25,1994,7.5,7.0,4,2.0,3.0,2.0,1.0,10.0,10.0,9.0,5.0,1.0,4.0,7,14.0,14.0,0.0
494,Gaëtan Charbonnier,fr FRA,"DL,CC",Brest,fr Ligue 1,30,1988,22.9,36.0,16,11.0,11.0,14.0,10.0,35.0,28.6,25.0,19.0,6.0,13.0,7,43.0,33.0,1.0
495,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,12.0,6,10.0,2.0,0.0,7.0,12.0,58.3,5.0,8.0,5.0,3.0,15,27.0,50.0,0.0
496,Charles,br BRA,DL,Eibar,es La Liga,35,1984,14.5,10.0,5,0.0,6.0,4.0,4.0,22.0,18.2,18.0,7.0,2.0,5.0,7,17.0,6.0,0.0
497,Xavier Chavalerin,fr FRA,CC,Reims,fr Ligue 1,28,1991,23.9,71.0,52,29.0,33.0,9.0,19.0,49.0,38.8,30.0,23.0,8.0,15.0,36,107.0,36.0,0.0
498,Pablo Chavarría,ar ARG,"DL,CC",Mallorca,es La Liga,31,1988,2.3,1.0,1,0.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,1,2.0,2.0,0.0
499,Aurélien Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,27.0,19,18.0,9.0,0.0,10.0,22.0,45.5,12.0,15.0,11.0,4.0,40,67.0,120.0,3.0
500,Pape Cheikh Diop,sn SEN,CC,Celta Vigo,es La Liga,21,1997,6.7,10.0,4,6.0,3.0,1.0,2.0,12.0,16.7,10.0,4.0,2.0,2.0,5,15.0,3.0,0.0
501,Chema,es ESP,DF,Getafe,es La Liga,27,1992,3.4,4.0,3,1.0,3.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,5,9.0,12.0,0.0
502,Rayan Cherki,fr FRA,"CC,DL",Lyon,fr Ligue 1,15,2003,1.6,3.0,2,0.0,1.0,2.0,3.0,4.0,75.0,1.0,3.0,0.0,3.0,0,3.0,0.0,0.0
503,Denis Cheryshev,ru RUS,"CC,DL",Valencia,es La Liga,28,1990,10.3,16.0,9,5.0,4.0,7.0,3.0,17.0,17.6,14.0,15.0,1.0,14.0,7,23.0,10.0,0.0
504,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,34,1984,2.2,3.0,0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,1,4.0,9.0,0.0
505,Federico Chiesa,it ITA,"DL,DF",Fiorentina,it Serie A,21,1997,29.3,38.0,22,13.0,15.0,10.0,10.0,52.0,19.2,42.0,19.0,0.0,19.0,6,44.0,6.0,0.0
506,Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,26.4,43.0,26,28.0,13.0,2.0,23.0,52.0,44.2,29.0,30.0,6.0,24.0,28,71.0,68.0,2.0
507,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,29,1989,7.9,14.0,9,12.0,2.0,0.0,7.0,10.0,70.0,3.0,13.0,8.0,5.0,11,25.0,28.0,2.0
508,Tahith Chong,nl NED,"DL,DF",Manchester Utd,eng Premier League,19,1999,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
509,Joris Chotard,fr FRA,CC,Montpellier,fr Ligue 1,17,2001,13.9,30.0,18,13.0,17.0,0.0,15.0,35.0,42.9,20.0,12.0,5.0,7.0,20,50.0,12.0,1.0
510,Hamza Choudhury,eng ENG,CC,Leicester City,eng Premier League,21,1997,9.9,17.0,8,7.0,8.0,2.0,3.0,25.0,12.0,22.0,15.0,6.0,9.0,24,41.0,13.0,0.0
511,Mounir Chouiar,fr FRA,"CC,DL",Dijon,fr Ligue 1,20,1999,16.7,36.0,23,13.0,18.0,5.0,12.0,42.0,28.6,30.0,8.0,0.0,8.0,13,49.0,13.0,0.0
512,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,23,1996,19.5,38.0,21,25.0,12.0,1.0,15.0,21.0,71.4,6.0,12.0,8.0,4.0,29,67.0,56.0,0.0
513,Samuel Chukwueze,ng NGA,"DL,CC",Villarreal,es La Liga,20,1999,22.8,23.0,14,12.0,6.0,5.0,13.0,30.0,43.3,17.0,15.0,1.0,14.0,10,33.0,14.0,1.0
514,Darko Churlinov,mk MKD,CC,Köln,de Bundesliga,19,2000,0.2,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,0.0,0.0
515,Churripi,es ESP,PO,Valladolid,es La Liga,25,1994,2.7,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,2.0,0.0
516,Luca Cigarini,it ITA,CC,Cagliari,it Serie A,33,1986,17.8,37.0,20,23.0,13.0,1.0,16.0,40.0,40.0,24.0,28.0,10.0,18.0,20,57.0,29.0,0.0
517,Per Ciljan Skjelbred,no NOR,CC,Hertha BSC,de Bundesliga,32,1987,18.1,50.0,30,18.0,29.0,3.0,17.0,41.0,41.5,24.0,14.0,3.0,11.0,23,73.0,17.0,0.0
518,Jasper Cillessen,nl NED,PO,Valencia,es La Liga,30,1989,23.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3.0,3.0,1.0
519,Thiago Cionek,pl POL,DF,SPAL,it Serie A,33,1986,24.1,53.0,32,36.0,12.0,5.0,22.0,53.0,41.5,31.0,30.0,11.0,19.0,46,99.0,91.0,2.0
520,Ibrahim Cissé,ci CIV,DF,Nice,fr Ligue 1,20,1999,0.6,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,6.0,0.0
521,Ibrahim Cissé,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,2.0,1,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0
522,Andrea Cistana,it ITA,DF,Brescia,it Serie A,22,1997,20.4,20.0,8,13.0,7.0,0.0,6.0,17.0,35.3,11.0,38.0,34.0,4.0,33,53.0,96.0,1.0
523,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,20.0,12,18.0,2.0,0.0,9.0,15.0,60.0,6.0,18.0,14.0,4.0,11,31.0,82.0,0.0
524,Leon Clarke,eng ENG,"DL,CC",Sheffield Utd,eng Premier League,34,1985,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0
525,Alexis Claude-Maurice,fr FRA,"DL,CC",Nice,fr Ligue 1,21,1998,18.1,26.0,16,8.0,11.0,7.0,13.0,35.0,37.1,22.0,20.0,4.0,16.0,11,37.0,4.0,0.0
526,Christian Clemens,de GER,DL,Köln,de Bundesliga,27,1991,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0
527,Óscar Clemente,es ESP,CC,Atlético Madrid,es La Liga,20,1999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
528,Yannis Clementia,mq MTQ,PO,Nice,fr Ligue 1,22,1997,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
529,Denilho Cleonise,nl NED,DL,Genoa,it Serie A,17,2001,0.5,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0
530,Carlos Clerc,es ESP,DF,Levante,es La Liga,27,1992,20.5,28.0,16,14.0,13.0,1.0,12.0,20.0,60.0,8.0,22.0,9.0,13.0,22,50.0,61.0,0.0
531,Tom Cleverley,eng ENG,CC,Watford,eng Premier League,29,1989,10.8,28.0,15,8.0,14.0,6.0,9.0,36.0,25.0,27.0,13.0,1.0,12.0,10,38.0,15.0,0.0
532,Conor Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,36.0,23,30.0,6.0,0.0,15.0,30.0,50.0,15.0,22.0,15.0,7.0,28,64.0,119.0,2.0
533,Marcus Coco,fr FRA,DL,Nantes,fr Ligue 1,23,1996,0.2,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
534,Renaud Cohade,fr FRA,CC,Metz,fr Ligue 1,34,1984,8.5,28.0,20,11.0,12.0,5.0,12.0,28.0,42.9,16.0,14.0,3.0,11.0,8,36.0,6.0,0.0
535,Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,25.0,18,14.0,8.0,3.0,14.0,30.0,46.7,16.0,9.0,2.0,7.0,13,38.0,19.0,0.0
536,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,42.0,31,24.0,14.0,4.0,19.0,25.0,76.0,6.0,21.0,9.0,12.0,24,66.0,43.0,1.0
537,Álex Collado,es ESP,DL,Barcelona,es La Liga,20,1999,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
538,Ebrima Colley,gm GAM,DL,Atalanta,it Serie A,19,2000,0.9,2.0,1,1.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1,3.0,0.0,0.0
539,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,42.0,26,27.0,14.0,1.0,12.0,24.0,50.0,12.0,33.0,22.0,11.0,59,101.0,155.0,1.0
540,Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,69.0,43,44.0,21.0,4.0,37.0,62.0,59.7,25.0,53.0,19.0,34.0,70,139.0,91.0,1.0
541,Simone Colombi,it ITA,PO,Parma,it Serie A,28,1991,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
542,Lorenzo Colombo,it ITA,DL,Milan,it Serie A,17,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
543,Racine Coly,sn SEN,"DF,DL",Nice,fr Ligue 1,23,1995,7.2,21.0,13,15.0,5.0,1.0,9.0,17.0,52.9,8.0,5.0,0.0,5.0,12,33.0,23.0,0.0
544,Kingsley Coman,fr FRA,"DL,CC",Bayern Munich,de Bundesliga,23,1996,16.7,19.0,11,6.0,7.0,6.0,12.0,27.0,44.4,15.0,9.0,0.0,9.0,4,23.0,3.0,0.0
545,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,37.0,27,20.0,16.0,1.0,18.0,38.0,47.4,20.0,8.0,7.0,1.0,47,84.0,66.0,1.0
546,Aaron Connolly,ie IRL,DL,Brighton,eng Premier League,19,2000,14.0,7.0,6,1.0,4.0,2.0,3.0,10.0,30.0,7.0,11.0,0.0,11.0,0,7.0,3.0,0.0
547,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,32,1987,31.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4.0,19.0,2.0
548,Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,41.0,25,23.0,15.0,3.0,21.0,49.0,42.9,28.0,21.0,8.0,13.0,43,84.0,42.0,1.0
549,Lewis Cook,eng ENG,"CC,DL",Bournemouth,eng Premier League,22,1997,15.0,27.0,14,15.0,9.0,3.0,10.0,47.0,21.3,37.0,17.0,5.0,12.0,17,44.0,17.0,1.0
550,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,22.0,11,18.0,4.0,0.0,8.0,20.0,40.0,12.0,32.0,23.0,9.0,44,66.0,153.0,1.0
551,Francis Coquelin,fr FRA,CC,Valencia,es La Liga,28,1991,21.2,37.0,21,25.0,11.0,1.0,16.0,38.0,42.1,22.0,19.0,9.0,10.0,38,75.0,25.0,0.0
552,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,4,5.0,5.0,0.0
553,Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,2.0,1,2.0,0.0,0.0,2.0,4.0,50.0,2.0,5.0,2.0,3.0,5,7.0,8.0,0.0
554,Iñigo Córdoba,es ESP,DL,Athletic Club,es La Liga,22,1997,16.0,33.0,20,16.0,12.0,5.0,14.0,52.0,26.9,38.0,30.0,2.0,28.0,16,49.0,13.0,0.0
555,Jhon Córdoba,co COL,DL,Köln,de Bundesliga,26,1993,22.2,9.0,6,1.0,5.0,3.0,3.0,13.0,23.1,10.0,19.0,1.0,18.0,5,14.0,17.0,0.0
556,Sergio Córdova,ve VEN,DL,Augsburg,de Bundesliga,21,1997,4.1,3.0,0,0.0,2.0,1.0,1.0,10.0,10.0,9.0,0.0,0.0,0.0,0,3.0,3.0,0.0
557,Benjamin Corgnet,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,32,1987,2.9,1.0,1,1.0,0.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,2,3.0,3.0,0.0
558,Jack Cork,eng ENG,CC,Burnley,eng Premier League,30,1989,29.0,35.0,24,10.0,20.0,5.0,12.0,62.0,19.4,50.0,34.0,12.0,22.0,28,63.0,49.0,0.0
