RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
2654,Frédéric Sammaritano,fr FRA,"CC,DL",Dijon,fr Ligue 1,33.0,1986.0,10,518.0,52.0,20.6,5.8,6,66.0,0,4,31.0,6,1.1,8.0,10.0,-2.0,-0.35,0.01,6.5,8.6,-2.2,-0.38,-0.12
2655,Fede San Emeterio,es ESP,CC,Valladolid,es La Liga,22.0,1997.0,25,1751.0,70.0,51.2,19.5,20,83.0,14,5,19.0,7,1.12,14.0,20.0,-6.0,-0.31,-0.04,18.1,30.5,-12.4,-0.64,-0.34
2656,Mikel San José,es ESP,CC,Athletic Club,es La Liga,30.0,1989.0,9,359.0,40.0,10.5,4.0,3,82.0,2,6,19.0,14,1.5,6.0,4.0,2.0,0.5,0.47,4.1,4.7,-0.6,-0.15,0.05
2657,Antonio Sanabria,py PAR,DL,Genoa,it Serie A,23.0,1996.0,24,1387.0,58.0,40.6,15.4,16,76.0,5,8,21.0,7,1.08,20.0,34.0,-14.0,-0.91,-0.38,18.5,24.1,-5.6,-0.36,-0.11
2658,Oihan Sancet,es ESP,"CC,DL",Athletic Club,es La Liga,19.0,2000.0,17,741.0,44.0,21.7,8.2,9,64.0,0,8,21.0,4,1.65,11.0,6.0,5.0,0.61,0.67,9.0,10.3,-1.3,-0.16,0.04
2659,Renato Sanches,pt POR,"CC,DL",Lille,fr Ligue 1,21.0,1997.0,19,1483.0,78.0,58.8,16.5,16,88.0,14,3,25.0,1,1.95,19.0,15.0,4.0,0.24,-0.1,24.4,19.2,5.2,0.32,0.0
2660,Renato Sanches,pt POR,CC,Bayern Munich,de Bundesliga,21.0,1997.0,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,0,1.0,0.0,0.0,0.0,0.0,-2.0,0.2,0.0,0.2,2.55,1.03
2661,Ricard Sánchez,es ESP,DF,Atlético Madrid,es La Liga,19.0,2000.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
2662,Alexis Sánchez,cl CHI,DL,Inter,it Serie A,30.0,1988.0,22,923.0,42.0,27.0,10.3,10,74.0,4,12,15.0,4,2.05,31.0,9.0,22.0,2.15,1.32,23.7,11.3,12.4,1.21,0.62
2663,Carlos Sánchez,co COL,CC,West Ham,eng Premier League,33.0,1986.0,6,117.0,20.0,3.4,1.3,1,61.0,0,5,11.0,12,1.67,3.0,2.0,1.0,0.77,1.15,1.8,3.2,-1.3,-1.04,-0.66
2664,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23.0,1996.0,29,2431.0,84.0,71.1,27.0,27,88.0,26,2,23.0,6,1.55,49.0,37.0,12.0,0.44,0.26,36.7,39.8,-3.1,-0.11,0.18
2665,Germán Sánchez,es ESP,DF,Granada,es La Liga,32.0,1986.0,28,2293.0,82.0,67.0,25.5,26,87.0,22,2,18.0,1,1.61,40.0,30.0,10.0,0.39,0.63,32.5,27.8,4.8,0.19,0.38
2666,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22.0,1997.0,8,497.0,62.0,14.5,5.5,6,81.0,4,2,5.0,7,1.25,4.0,7.0,-3.0,-0.54,-0.3,5.5,7.2,-1.7,-0.31,0.19
2667,Juanlu Sánchez,es ESP,"DF,CC",Sevilla,es La Liga,15.0,2003.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2668,Manu Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18.0,2000.0,5,325.0,65.0,9.5,3.6,4,76.0,2,1,22.0,10,2.6,5.0,0.0,5.0,1.38,0.83,6.5,3.0,3.5,0.98,0.37
2669,Pepe Sánchez,es ESP,DF,Granada,es La Liga,19.0,2000.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
2670,Víctor Sánchez,es ESP,CC,Espanyol,es La Liga,31.0,1987.0,25,1688.0,68.0,49.4,18.8,20,80.0,12,5,16.0,7,0.77,13.0,31.0,-18.0,-0.96,-0.28,18.0,26.0,-8.0,-0.43,-0.2
2671,Jadon Sancho,eng ENG,"DL,CC",Dortmund,de Bundesliga,19.0,2000.0,32,2287.0,71.0,74.7,25.4,25,84.0,15,7,28.0,1,1.97,72.0,31.0,41.0,1.61,1.38,49.9,26.9,23.1,0.91,1.25
2672,Mattia Sandri,it ITA,CC,Torino,it Serie A,18.0,2001.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
2673,Alex Sandro,br BRA,DF,Juventus,it Serie A,28.0,1991.0,29,2385.0,82.0,69.7,26.5,27,87.0,24,2,24.0,3,2.03,48.0,31.0,17.0,0.64,-0.75,52.0,32.8,19.3,0.73,0.13
2674,Leroy Sané,de GER,DL,Manchester City,eng Premier League,23.0,1996.0,1,12.0,12.0,0.4,0.1,0,,0,1,12.0,2,3.0,0.0,0.0,0.0,0.0,-1.77,0.2,0.0,0.2,1.37,-0.1
2675,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28.0,1990.0,15,1126.0,75.0,36.8,12.5,13,84.0,12,2,19.0,0,1.27,16.0,18.0,-2.0,-0.16,0.68,14.7,13.7,1.0,0.08,0.77
2676,Luca Sangalli,es ESP,CC,Real Sociedad,es La Liga,24.0,1995.0,11,372.0,34.0,10.9,4.1,5,61.0,0,6,12.0,10,2.0,3.0,5.0,-2.0,-0.48,-0.78,3.6,5.4,-1.8,-0.43,-0.65
2677,Ibrahim Sangaré,ci CIV,CC,Toulouse,fr Ligue 1,21.0,1997.0,25,2175.0,87.0,86.3,24.2,25,87.0,23,0,,0,0.4,15.0,52.0,-37.0,-1.53,-1.79,27.0,40.8,-13.7,-0.57,-0.53
2678,Oier Sanjurjo,es ESP,CC,Osasuna,es La Liga,33.0,1986.0,29,2320.0,80.0,67.8,25.8,27,83.0,18,2,45.0,1,1.52,34.0,31.0,3.0,0.12,1.02,38.3,31.1,7.3,0.28,0.87
2679,Sam Sanna,fr FRA,CC,Toulouse,fr Ligue 1,20.0,1999.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
2680,Yaya Sanogo,fr FRA,DL,Toulouse,fr Ligue 1,26.0,1993.0,15,910.0,61.0,36.1,10.1,9,80.0,6,6,31.0,5,0.27,11.0,24.0,-13.0,-1.29,0.0,12.4,18.2,-5.7,-0.57,-0.11
2681,Morgan Sanson,fr FRA,CC,Marseille,fr Ligue 1,24.0,1994.0,27,2173.0,80.0,86.2,24.1,26,83.0,12,1,8.0,0,1.96,34.0,20.0,14.0,0.58,1.1,30.9,25.1,5.9,0.24,0.62
2682,Nicola Sansone,it ITA,"DL,CC",Bologna,it Serie A,27.0,1991.0,33,2269.0,69.0,66.3,25.2,26,79.0,15,7,31.0,1,1.18,34.0,42.0,-8.0,-0.32,0.07,38.6,33.8,4.8,0.19,0.4
2683,Baptiste Santamaria,fr FRA,CC,Angers,fr Ligue 1,24.0,1995.0,28,2505.0,89.0,99.4,27.8,28,89.0,27,0,,0,1.39,28.0,33.0,-5.0,-0.18,-0.18,29.2,28.4,0.8,0.03,-0.3
2684,Federico Santander,py PAR,DL,Bologna,it Serie A,28.0,1991.0,24,770.0,32.0,22.5,8.6,5,77.0,3,19,20.0,2,1.25,13.0,12.0,1.0,0.12,0.59,16.9,13.2,3.7,0.43,0.48
2685,Davide Santon,it ITA,DF,Roma,it Serie A,28.0,1991.0,15,619.0,41.0,18.1,6.9,7,66.0,2,8,19.0,10,1.87,12.0,12.0,0.0,0.0,-0.84,11.9,9.5,2.5,0.36,-0.33
2686,Samir Santos,br BRA,DF,Udinese,it Serie A,24.0,1994.0,21,1546.0,74.0,45.2,17.2,16,89.0,15,5,24.0,8,1.29,14.0,30.0,-16.0,-0.93,-1.03,17.8,26.9,-9.1,-0.53,-0.41
2687,Riccardo Saponara,it ITA,"CC,DL",Genoa,it Serie A,27.0,1991.0,4,168.0,42.0,4.9,1.9,2,62.0,0,2,22.0,4,0.2,3.0,3.0,0.0,0.0,0.72,2.6,3.4,-0.8,-0.41,-0.11
2688,Riccardo Saponara,it ITA,"CC,DL",Lecce,it Serie A,27.0,1991.0,13,947.0,73.0,27.7,10.5,11,81.0,6,2,27.0,3,1.23,21.0,25.0,-4.0,-0.38,0.68,18.2,22.7,-4.5,-0.43,0.53
2689,Ivan Šaponjić,rs SRB,"DF,DL",Atlético Madrid,es La Liga,21.0,1997.0,2,6.0,3.0,0.2,0.1,0,,0,2,3.0,17,1.0,0.0,0.0,0.0,0.0,-0.63,0.4,0.0,0.4,6.1,5.47
2690,Pablo Sarabia,es ESP,"DL,CC",Paris S-G,fr Ligue 1,27.0,1992.0,21,1164.0,55.0,47.9,12.9,13,80.0,5,8,15.0,4,2.62,32.0,8.0,24.0,1.86,-0.06,31.1,9.2,21.9,1.69,-0.38
2691,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21.0,1998.0,4,179.0,45.0,5.8,2.0,1,90.0,1,3,30.0,7,2.5,2.0,3.0,-1.0,-0.5,-1.91,3.0,2.7,0.3,0.17,-0.83
2692,Josh Sargent,us USA,DL,Werder Bremen,de Bundesliga,19.0,2000.0,28,1416.0,51.0,46.3,15.7,15,77.0,1,13,20.0,2,1.11,24.0,23.0,1.0,0.06,1.6,18.5,25.3,-6.8,-0.43,0.08
2693,Bouna Sarr,sn SEN,"DF,DL",Marseille,fr Ligue 1,27.0,1992.0,27,2164.0,80.0,85.9,24.0,25,85.0,17,2,21.0,0,2.04,35.0,24.0,11.0,0.46,0.2,30.1,27.2,2.9,0.12,-0.28
2694,Ismaila Sarr,sn SEN,"DL,CC",Watford,eng Premier League,21.0,1998.0,28,2028.0,72.0,59.3,22.5,22,86.0,14,6,24.0,2,0.96,24.0,35.0,-11.0,-0.49,0.61,32.5,31.9,0.6,0.03,0.66
2695,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20.0,1999.0,19,1454.0,77.0,57.7,16.2,16,86.0,13,3,28.0,4,1.63,25.0,18.0,7.0,0.43,0.77,19.0,26.0,-6.9,-0.43,-0.32
2696,Mouhamadou Sarr,sn SEN,PO,Bologna,it Serie A,22.0,1997.0,0,,,,,0,,0,0,,32,,,,,,,,,,,
2697,Sidy Sarr,sn SEN,CC,Nîmes,fr Ligue 1,23.0,1996.0,22,1165.0,53.0,46.2,12.9,12,86.0,10,10,13.0,1,0.95,15.0,22.0,-7.0,-0.54,-0.01,14.4,18.1,-3.8,-0.29,0.16
2698,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22.0,1997.0,19,1360.0,72.0,39.8,15.1,16,83.0,12,3,12.0,8,0.74,13.0,29.0,-16.0,-1.06,-0.67,16.3,27.8,-11.5,-0.76,-0.29
2699,Razvan Sava,ro ROU,PO,Lecce,it Serie A,17.0,2002.0,0,,,,,0,,0,0,,11,,,,,,,,,,,
2700,Téji Savanier,fr FRA,CC,Montpellier,fr Ligue 1,27.0,1991.0,19,1524.0,80.0,60.5,16.9,18,83.0,9,1,26.0,0,1.37,24.0,22.0,2.0,0.12,0.21,20.2,22.6,-2.4,-0.14,-0.41
2701,Kike Saverio,es ESP,DL,Barcelona,es La Liga,20.0,1999.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2702,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28.0,1991.0,22,1980.0,90.0,57.9,22.0,22,90.0,22,0,,3,1.77,28.0,15.0,13.0,0.59,-0.1,28.6,18.4,10.2,0.46,-0.43
2703,Christian Saydee,lr LBR,DL,Bournemouth,eng Premier League,17.0,2002.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2704,Fabian Schär,ch SUI,"DF,CC",Newcastle Utd,eng Premier League,27.0,1991.0,22,1672.0,76.0,48.9,18.6,18,89.0,15,4,18.0,10,0.82,14.0,37.0,-23.0,-1.24,-1.39,15.3,33.9,-18.6,-1.03,-0.45
2705,Louis Schaub,at AUT,CC,Köln,de Bundesliga,24.0,1994.0,9,623.0,69.0,20.4,6.9,7,82.0,2,2,25.0,6,1.11,5.0,10.0,-5.0,-0.72,-0.24,7.6,10.1,-2.6,-0.37,-0.3
2706,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30.0,1989.0,8,361.0,45.0,10.6,4.0,4,75.0,0,4,16.0,8,1.33,6.0,8.0,-2.0,-0.5,-0.12,5.2,3.4,1.8,0.44,0.77
2707,Patrik Schick,cz CZE,DL,Roma,it Serie A,23.0,1996.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
2708,Patrik Schick,cz CZE,DL,RB Leipzig,de Bundesliga,23.0,1996.0,22,1298.0,59.0,42.4,14.4,15,74.0,4,7,28.0,2,1.82,32.0,15.0,17.0,1.18,-0.2,26.9,15.7,11.3,0.78,-0.31
2709,Julian Schieber,de GER,DL,Augsburg,de Bundesliga,30.0,1989.0,2,43.0,22.0,1.4,0.5,0,,0,2,22.0,13,1.5,1.0,2.0,-1.0,-2.09,-1.59,0.3,0.7,-0.4,-0.81,-0.42
2710,Kingsley Schindler,gh GHA,"DL,CC",Köln,de Bundesliga,26.0,1993.0,13,849.0,65.0,27.7,9.4,9,79.0,4,4,35.0,12,0.62,10.0,23.0,-13.0,-1.38,-1.17,11.6,16.8,-5.2,-0.55,-0.58
2711,Xaver Schlager,at AUT,CC,Wolfsburg,de Bundesliga,21.0,1997.0,23,1719.0,75.0,56.2,19.1,21,81.0,14,2,6.0,2,1.65,34.0,26.0,8.0,0.42,0.82,32.8,26.2,6.6,0.35,0.13
2712,Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22.0,1997.0,23,1939.0,84.0,63.4,21.5,23,84.0,20,0,,2,1.35,25.0,35.0,-10.0,-0.46,0.1,23.8,31.2,-7.4,-0.34,0.1
2713,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19.0,1999.0,13,373.0,29.0,12.2,4.1,4,81.0,3,9,5.0,20,1.77,10.0,8.0,2.0,0.48,0.52,7.5,10.9,-3.4,-0.82,-0.34
2714,Jeffrey Schlupp,gh GHA,"DL,CC",Crystal Palace,eng Premier League,26.0,1992.0,17,1036.0,61.0,30.3,11.5,11,79.0,5,6,28.0,2,1.24,11.0,16.0,-5.0,-0.43,0.09,10.1,16.2,-6.1,-0.53,0.04
2715,Kasper Schmeichel,dk DEN,PO,Leicester City,eng Premier League,32.0,1986.0,38,3420.0,90.0,100.0,38.0,38,90.0,38,0,,0,1.63,67.0,41.0,26.0,0.68,,62.2,45.5,16.7,0.44,
2716,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31.0,1988.0,7,66.0,9.0,2.2,0.7,0,,0,7,9.0,14,2.29,3.0,1.0,2.0,2.73,1.49,1.3,0.9,0.4,0.57,-0.02
2717,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29.0,1990.0,33,2836.0,86.0,92.7,31.5,31,90.0,26,2,29.0,0,1.45,47.0,43.0,4.0,0.13,1.33,43.7,56.6,-13.0,-0.41,1.54
2718,Manuel Schmiedebach,de GER,CC,Union Berlin,de Bundesliga,30.0,1988.0,5,179.0,36.0,5.8,2.0,2,64.0,0,3,17.0,17,2.4,4.0,3.0,1.0,0.5,1.07,3.1,4.2,-1.1,-0.58,-0.21
2719,Benno Schmitz,de GER,DF,Köln,de Bundesliga,24.0,1994.0,18,1158.0,64.0,37.8,12.9,13,79.0,8,5,26.0,12,1.22,24.0,23.0,1.0,0.08,0.98,22.5,18.0,4.5,0.35,0.77
2720,Morgan Schneiderlin,fr FRA,CC,Everton,eng Premier League,29.0,1989.0,15,1001.0,67.0,29.3,11.1,12,79.0,6,3,19.0,4,0.93,15.0,20.0,-5.0,-0.45,-0.19,18.7,14.0,4.7,0.42,0.5
2721,Lasse Schöne,dk DEN,CC,Genoa,it Serie A,33.0,1986.0,32,2427.0,76.0,71.0,27.0,29,81.0,19,3,31.0,4,0.88,34.0,46.0,-12.0,-0.44,0.82,36.8,42.3,-5.5,-0.2,0.32
2722,Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24.0,1994.0,23,2070.0,90.0,67.6,23.0,23,90.0,23,0,,0,0.78,24.0,44.0,-20.0,-0.87,0.68,26.8,43.5,-16.7,-0.73,0.31
2723,Alessandro Schöpf,at AUT,CC,Schalke 04,de Bundesliga,25.0,1994.0,22,1432.0,65.0,46.8,15.9,15,89.0,14,7,14.0,3,0.91,12.0,31.0,-19.0,-1.19,-1.14,15.7,22.4,-6.6,-0.42,-0.02
2724,Jerdy Schouten,nl NED,CC,Bologna,it Serie A,22.0,1997.0,19,1082.0,57.0,31.6,12.0,13,74.0,6,6,21.0,12,1.32,19.0,23.0,-4.0,-0.33,0.01,19.1,19.8,-0.7,-0.06,-0.17
2725,Markus Schubert,de GER,PO,Schalke 04,de Bundesliga,21.0,1998.0,9,742.0,82.0,24.2,8.2,8,90.0,8,1,22.0,20,1.0,7.0,18.0,-11.0,-1.33,-0.98,9.3,15.7,-6.4,-0.78,-0.49
2726,Nico Schulz,de GER,"DF,CC",Dortmund,de Bundesliga,26.0,1993.0,11,594.0,54.0,19.4,6.6,7,79.0,5,4,10.0,14,1.55,12.0,11.0,1.0,0.15,-1.38,11.0,11.3,-0.3,-0.04,-0.79
2727,Alexander Schwolow,de GER,PO,Freiburg,de Bundesliga,27.0,1992.0,24,2091.0,87.0,68.3,23.2,24,87.0,23,0,,1,1.38,32.0,32.0,0.0,0.0,-0.09,31.5,39.1,-7.5,-0.32,0.63
2728,Matteo Scozzarella,it ITA,CC,Parma,it Serie A,31.0,1988.0,16,920.0,58.0,26.9,10.2,12,70.0,3,4,19.0,8,1.63,18.0,12.0,6.0,0.59,0.84,12.3,16.6,-4.3,-0.42,0.0
2729,Andrea Seculin,it ITA,PO,Sampdoria,it Serie A,29.0,1990.0,0,,,,,0,,0,0,,22,,,,,,,,,,,
2730,Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27.0,1991.0,12,814.0,68.0,23.8,9.0,9,87.0,8,3,11.0,9,0.67,4.0,17.0,-13.0,-1.44,-1.02,7.1,15.1,-7.9,-0.88,-0.38
2731,Davie Selke,de GER,DL,Hertha BSC,de Bundesliga,24.0,1995.0,19,960.0,51.0,31.4,10.7,10,82.0,6,9,16.0,0,1.16,10.0,20.0,-10.0,-0.94,-0.89,12.4,17.7,-5.3,-0.5,-0.23
2732,Davie Selke,de GER,DL,Werder Bremen,de Bundesliga,24.0,1995.0,11,463.0,42.0,15.1,5.1,5,76.0,2,6,14.0,2,0.91,3.0,9.0,-6.0,-1.17,-0.44,4.0,6.9,-2.9,-0.56,-0.1
2733,Matz Sels,be BEL,PO,Strasbourg,fr Ligue 1,27.0,1992.0,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,1.41,32.0,32.0,0.0,0.0,,34.2,32.2,2.0,0.07,
2734,Ken Sema,se SWE,"DF,DL",Watford,eng Premier League,25.0,1993.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2735,Ken Sema,se SWE,"DF,CC",Udinese,it Serie A,25.0,1993.0,32,2453.0,77.0,71.7,27.3,30,81.0,15,2,6.0,1,1.19,22.0,33.0,-11.0,-0.4,-0.12,29.7,36.4,-6.7,-0.24,0.23
2736,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25.0,1993.0,32,2097.0,66.0,61.3,23.3,24,79.0,18,8,24.0,3,2.09,49.0,25.0,24.0,1.03,-0.6,41.3,23.8,17.6,0.75,0.04
2737,Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21.0,1998.0,12,629.0,52.0,18.4,7.0,6,84.0,3,6,21.0,11,0.75,10.0,20.0,-10.0,-1.43,-0.33,7.9,17.0,-9.1,-1.3,-0.59
2738,Josep Señé,es ESP,CC,Mallorca,es La Liga,27.0,1991.0,6,150.0,25.0,4.4,1.7,1,73.0,0,5,15.0,17,0.67,0.0,4.0,-4.0,-2.4,-1.82,1.4,3.1,-1.7,-1.0,-0.43
2739,Stefano Sensi,it ITA,CC,Inter,it Serie A,23.0,1995.0,12,723.0,60.0,21.1,8.0,9,72.0,2,3,24.0,3,2.25,14.0,5.0,9.0,1.12,-0.08,14.3,7.1,7.2,0.9,0.18
2740,Luigi Sepe,it ITA,PO,Parma,it Serie A,28.0,1991.0,34,3060.0,90.0,89.5,34.0,34,90.0,34,0,,0,1.32,53.0,53.0,0.0,0.0,0.25,43.0,57.4,-14.3,-0.42,-0.04
2741,Suat Serdar,de GER,CC,Schalke 04,de Bundesliga,22.0,1997.0,20,1599.0,80.0,52.3,17.8,19,83.0,12,1,27.0,0,1.65,28.0,28.0,0.0,0.0,1.23,23.3,29.4,-6.1,-0.34,0.13
2742,Ryan Sessegnon,eng ENG,"DF,DL",Tottenham,eng Premier League,19.0,2000.0,6,342.0,57.0,10.0,3.8,4,81.0,3,2,9.0,13,1.83,5.0,5.0,0.0,0.0,-0.41,5.4,3.9,1.5,0.4,0.63
2743,Salva Sevilla,es ESP,CC,Mallorca,es La Liga,35.0,1984.0,35,2568.0,73.0,75.1,28.5,31,79.0,17,4,30.0,0,0.77,29.0,43.0,-14.0,-0.49,0.67,32.7,44.5,-11.8,-0.41,0.76
2744,Yevhen Shakhov,ua UKR,"CC,DL",Lecce,it Serie A,28.0,1990.0,24,1085.0,45.0,31.7,12.1,9,71.0,3,15,30.0,12,1.04,16.0,26.0,-10.0,-0.83,0.06,15.7,27.4,-11.7,-0.97,-0.23
2745,Xherdan Shaqiri,ch SUI,"DL,CC",Liverpool,eng Premier League,27.0,1991.0,7,185.0,26.0,5.4,2.1,2,80.0,1,5,5.0,10,2.57,6.0,2.0,4.0,1.95,0.61,3.5,3.1,0.4,0.19,-0.67
2746,Billy Sharp,eng ENG,DL,Sheffield Utd,eng Premier League,33.0,1986.0,25,1051.0,42.0,30.7,11.7,10,68.0,0,15,25.0,11,1.16,11.0,10.0,1.0,0.09,0.12,12.2,14.4,-2.2,-0.19,0.03
2747,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24.0,1995.0,24,1733.0,72.0,50.7,19.3,20,85.0,15,4,10.0,0,1.79,38.0,15.0,23.0,1.19,0.82,32.0,18.4,13.6,0.71,0.13
2748,Khiry Shelton,us USA,DL,Paderborn 07,de Bundesliga,26.0,1993.0,2,34.0,17.0,1.1,0.4,0,,0,2,17.0,7,0.0,0.0,0.0,0.0,0.0,1.1,1.2,0.8,0.4,1.02,1.86
2749,Jonjo Shelvey,eng ENG,CC,Newcastle Utd,eng Premier League,27.0,1992.0,26,2119.0,82.0,62.0,23.5,25,85.0,19,1,6.0,6,1.31,29.0,34.0,-5.0,-0.21,0.83,25.4,41.9,-16.5,-0.7,0.24
2750,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26.0,1992.0,1,45.0,45.0,1.8,0.5,1,45.0,0,0,,1,0.0,0.0,0.0,0.0,0.0,1.31,0.1,0.4,-0.3,-0.56,-0.06
2751,Djibril Sidibé,fr FRA,"DF,CC",Everton,eng Premier League,27.0,1992.0,25,1824.0,73.0,53.3,20.3,18,85.0,15,7,41.0,6,1.32,27.0,30.0,-3.0,-0.15,0.36,29.9,23.4,6.5,0.32,0.55
2752,Kalidou Sidibé,fr FRA,CC,Toulouse,fr Ligue 1,20.0,1999.0,4,91.0,23.0,3.6,1.0,0,,0,4,22.0,3,1.75,0.0,1.0,-1.0,-0.99,0.31,1.3,1.2,0.1,0.1,0.61
2753,Sidnei,br BRA,DF,Betis,es La Liga,29.0,1989.0,14,1175.0,84.0,34.4,13.1,14,84.0,11,0,,10,0.8,14.0,25.0,-11.0,-0.84,-0.8,14.9,19.5,-4.6,-0.36,-0.39
2754,Kaj Sierhuis,nl NED,DL,Reims,fr Ligue 1,21.0,1998.0,1,12.0,12.0,0.5,0.1,1,12.0,0,0,,0,1.0,0.0,0.0,0.0,0.0,-0.18,0.1,0.1,0.1,0.45,0.38
2755,Francisco Sierralta,cl CHI,DF,Udinese,it Serie A,22.0,1997.0,0,,,,,0,,0,0,,18,,,,,,,,,,,
2756,Gylfi Sigurðsson,is ISL,CC,Everton,eng Premier League,29.0,1989.0,35,2560.0,73.0,74.9,28.4,28,84.0,19,7,31.0,0,1.31,35.0,45.0,-10.0,-0.35,-0.14,38.7,36.9,1.8,0.06,-0.01
2757,Luca Siligardi,it ITA,"CC,DL",Parma,it Serie A,31.0,1988.0,12,337.0,28.0,9.9,3.7,3,63.0,0,9,17.0,7,1.08,6.0,6.0,0.0,0.0,0.03,6.4,9.4,-3.0,-0.81,-0.43
2758,Sillero,es ESP,DF,Athletic Club,es La Liga,21.0,1998.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2759,Adrien Silva,pt POR,CC,Monaco,fr Ligue 1,30.0,1989.0,22,1221.0,56.0,48.5,13.6,13,86.0,9,9,12.0,1,1.64,21.0,15.0,6.0,0.44,0.86,23.5,19.6,3.9,0.29,0.14
2760,André Silva,pt POR,DL,Milan,it Serie A,23.0,1995.0,1,60.0,60.0,1.8,0.7,1,60.0,0,0,,1,3.0,1.0,0.0,1.0,1.5,1.07,0.6,0.6,0.0,0.05,-0.42
2761,André Silva,pt POR,DL,Eint Frankfurt,de Bundesliga,23.0,1995.0,25,1575.0,63.0,51.5,17.5,16,83.0,7,9,28.0,4,1.2,33.0,35.0,-2.0,-0.11,-0.17,33.5,27.8,5.7,0.32,0.09
2762,Bernardo Silva,pt POR,"DL,CC",Manchester City,eng Premier League,24.0,1994.0,34,2030.0,60.0,59.4,22.6,23,80.0,13,11,18.0,3,2.03,57.0,24.0,33.0,1.46,-0.74,57.0,20.3,36.7,1.63,0.39
2763,David Silva,es ESP,CC,Manchester City,eng Premier League,33.0,1986.0,27,1826.0,68.0,53.4,20.3,22,79.0,10,5,18.0,6,2.22,59.0,15.0,44.0,2.17,0.87,49.5,18.9,30.7,1.51,0.09
2764,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28.0,1991.0,4,231.0,58.0,9.2,2.6,3,75.0,2,1,5.0,5,1.0,2.0,6.0,-4.0,-1.56,-1.09,2.7,4.8,-2.1,-0.82,-0.61
2765,Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25.0,1994.0,33,2785.0,84.0,81.4,30.9,32,86.0,28,1,30.0,2,0.88,22.0,45.0,-23.0,-0.74,-1.03,31.3,36.2,-4.9,-0.16,-0.45
2766,Jorge Silva,pt POR,DF,Lazio,it Serie A,20.0,1999.0,0,,,,,0,,0,0,,11,,,,,,,,,,,
2767,Matheus Pereira da Silva,br BRA,"CC,DL",Dijon,fr Ligue 1,21.0,1998.0,10,465.0,47.0,18.5,5.2,6,71.0,1,4,10.0,5,1.3,2.0,5.0,-3.0,-0.58,-0.27,4.7,5.3,-0.6,-0.11,0.21
2768,Rui Silva,pt POR,PO,Granada,es La Liga,25.0,1994.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,,1,1.51,49.0,42.0,7.0,0.2,0.2,41.2,39.1,2.0,0.06,-0.04
2769,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34.0,1984.0,21,1571.0,75.0,64.7,17.5,20,76.0,13,1,50.0,0,2.67,45.0,11.0,34.0,1.95,0.17,45.3,13.2,32.0,1.84,-0.16
2770,Xande Silva,pt POR,"DL,CC",West Ham,eng Premier League,22.0,1997.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
2771,Marco Silvestri,it ITA,PO,Hellas Verona,it Serie A,28.0,1991.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,,3,1.31,43.0,43.0,0.0,0.0,1.33,45.7,50.0,-4.2,-0.12,-0.47
