RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD.1,PC,% Salvadas.1
17,Walter Benítez,ar ARG,PO,Nice,fr Ligue 1,26,1993,26,26,2340,26.0,36.0,1.38,130.0,95.0,75.4,9.0,8.0,9,4.0,15.4,6.0,4.0,1.0,1.0,20.0
18,Etrit Berisha,al ALB,PO,SPAL,it Serie A,30,1989,26,26,2340,26.0,44.0,1.69,147.0,105.0,74.1,5.0,3.0,18,3.0,11.5,6.0,6.0,0.0,0.0,0.0
19,Paul Bernardoni,fr FRA,PO,Nîmes,fr Ligue 1,22,1997,25,25,2204,24.5,38.0,1.55,108.0,71.0,68.5,7.0,4.0,14,6.0,24.0,4.0,4.0,0.0,0.0,0.0
20,Dimitry Bertaud,fr FRA,PO,Montpellier,fr Ligue 1,21,1998,3,3,196,2.2,3.0,1.38,5.0,2.0,40.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,
21,Rubén Blanco,es ESP,PO,Celta Vigo,es La Liga,24,1995,33,33,2960,32.9,43.0,1.31,135.0,92.0,71.9,6.0,14.0,13,10.0,30.3,5.0,5.0,0.0,0.0,0.0
22,Yassine Bounou,ma MAR,PO,Sevilla,es La Liga,28,1991,6,5,495,5.5,3.0,0.55,20.0,17.0,90.0,4.0,1.0,0,4.0,80.0,1.0,1.0,0.0,0.0,0.0
23,Federico Brancolini,it ITA,PO,Fiorentina,it Serie A,18,2001,1,0,6,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0,1.0,,0.0,0.0,0.0,0.0,
24,Claudio Bravo,cl CHI,PO,Manchester City,eng Premier League,36,1983,4,3,347,3.9,7.0,1.82,15.0,8.0,53.3,2.0,0.0,1,1.0,33.3,0.0,0.0,0.0,0.0,
25,Gianluigi Buffon,it ITA,PO,Juventus,it Serie A,41,1978,9,9,810,9.0,10.0,1.11,33.0,23.0,72.7,7.0,1.0,1,1.0,11.1,2.0,1.0,0.0,1.0,0.0
26,Roman Bürki,ch SUI,PO,Dortmund,de Bundesliga,28,1990,31,31,2770,30.8,40.0,1.3,95.0,58.0,61.1,19.0,5.0,7,12.0,38.7,3.0,3.0,0.0,0.0,0.0
27,Ludovic Butelle,fr FRA,PO,Angers,fr Ligue 1,36,1983,26,26,2340,26.0,32.0,1.23,83.0,51.0,65.1,10.0,6.0,10,11.0,42.3,3.0,3.0,0.0,0.0,0.0
28,Marcin Bułka,pl POL,PO,Paris S-G,fr Ligue 1,19,1999,1,1,90,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0,1.0,100.0,0.0,0.0,0.0,0.0,
29,Willy Caballero,ar ARG,PO,Chelsea,eng Premier League,37,1981,5,5,450,5.0,7.0,1.4,16.0,10.0,56.3,2.0,2.0,1,1.0,20.0,0.0,0.0,0.0,0.0,
30,Matis Carvalho,pt POR,PO,Montpellier,fr Ligue 1,20,1999,1,0,71,0.8,4.0,5.07,8.0,5.0,50.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,
31,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,27,1992,26,26,2340,26.0,38.0,1.46,105.0,67.0,67.6,11.0,6.0,9,5.0,19.2,4.0,4.0,0.0,0.0,0.0
32,Churripi,es ESP,PO,Valladolid,es La Liga,25,1994,3,3,244,2.7,3.0,1.11,13.0,10.0,76.9,1.0,0.0,2,1.0,33.3,0.0,0.0,0.0,0.0,
33,Jasper Cillessen,nl NED,PO,Valencia,es La Liga,30,1989,24,24,2096,23.3,30.0,1.29,109.0,78.0,78.0,10.0,7.0,7,5.0,20.8,8.0,6.0,2.0,0.0,25.0
34,Yannis Clementia,mq MTQ,PO,Nice,fr Ligue 1,22,1997,2,2,180,2.0,2.0,1.0,7.0,5.0,85.7,2.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35,Simone Colombi,it ITA,PO,Parma,it Serie A,28,1991,4,4,360,4.0,4.0,1.0,19.0,15.0,84.2,1.0,1.0,2,1.0,25.0,2.0,1.0,0.0,1.0,0.0
36,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,32,1987,31,31,2790,31.0,55.0,1.77,145.0,92.0,66.9,12.0,5.0,14,5.0,16.1,8.0,7.0,1.0,0.0,12.5
37,Angelo da Costa Júnior,br BRA,PO,Bologna,it Serie A,35,1983,1,1,90,1.0,1.0,1.0,2.0,1.0,50.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
38,Benoît Costil,fr FRA,PO,Bordeaux,fr Ligue 1,32,1987,28,28,2520,28.0,34.0,1.21,108.0,74.0,70.4,9.0,10.0,9,6.0,21.4,3.0,2.0,1.0,0.0,33.3
39,Thibaut Courtois,be BEL,PO,Real Madrid,es La Liga,27,1992,34,34,3060,34.0,20.0,0.59,96.0,76.0,79.2,23.0,8.0,3,18.0,52.9,0.0,0.0,0.0,0.0,
40,Alessio Cragno,it ITA,PO,Cagliari,it Serie A,25,1994,16,16,1440,16.0,21.0,1.31,89.0,68.0,77.5,2.0,6.0,8,3.0,18.8,2.0,1.0,1.0,0.0,50.0
41,Iván Cuéllar,es ESP,PO,Leganés,es La Liga,35,1984,27,27,2429,27.0,33.0,1.22,99.0,65.0,67.7,7.0,9.0,11,7.0,25.9,2.0,1.0,1.0,0.0,50.0
42,Paul Delecroix,gw GNB,PO,Metz,fr Ligue 1,30,1988,2,1,135,1.5,4.0,2.67,6.0,2.0,50.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
43,Lucas Dias,fr FRA,PO,Nîmes,fr Ligue 1,20,1999,4,3,316,3.5,6.0,1.71,19.0,13.0,68.4,0.0,2.0,1,1.0,33.3,0.0,0.0,0.0,0.0,
44,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,27,1992,35,35,3150,35.0,51.0,1.46,122.0,71.0,61.5,9.0,9.0,17,10.0,28.6,5.0,4.0,1.0,0.0,20.0
45,Jaume Doménech,es ESP,PO,Valencia,es La Liga,28,1990,15,14,1324,14.7,23.0,1.56,81.0,58.0,72.8,4.0,4.0,6,3.0,21.4,1.0,1.0,0.0,0.0,0.0
46,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,20,1999,36,36,3201,35.6,42.0,1.18,141.0,96.0,73.0,18.0,9.0,9,12.0,33.3,8.0,4.0,4.0,0.0,50.0
47,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,21,1997,31,31,2790,31.0,43.0,1.39,139.0,94.0,73.4,7.0,12.0,12,8.0,25.8,8.0,6.0,2.0,0.0,25.0
48,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,30,1989,38,38,3420,38.0,58.0,1.53,195.0,139.0,71.3,11.0,11.0,16,11.0,28.9,2.0,2.0,0.0,0.0,0.0
49,Ederson,br BRA,PO,Manchester City,eng Premier League,25,1993,35,35,3071,34.1,28.0,0.82,95.0,68.0,73.7,24.0,3.0,8,16.0,45.7,3.0,3.0,0.0,0.0,0.0
50,Aarón Escandell,es ESP,PO,Granada,es La Liga,23,1995,3,3,270,3.0,3.0,1.0,14.0,11.0,78.6,1.0,0.0,2,1.0,33.3,0.0,0.0,0.0,0.0,
51,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,34,1985,25,25,2117,23.5,34.0,1.45,104.0,71.0,70.2,8.0,7.0,10,5.0,20.0,4.0,3.0,1.0,0.0,25.0
52,Fabricio,es ESP,PO,Mallorca,es La Liga,31,1987,2,2,90,1.0,3.0,3.0,6.0,3.0,66.7,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
53,Ralf Fährmann,de GER,PO,Norwich City,eng Premier League,30,1988,1,1,21,0.2,1.0,4.29,2.0,1.0,100.0,,,1,,,,1.0,,,
54,Wladimiro Falcone,it ITA,PO,Sampdoria,it Serie A,24,1995,2,2,180,2.0,5.0,2.5,13.0,8.0,69.2,0.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
55,Aitor Fernández,es ESP,PO,Levante,es La Liga,28,1991,36,36,3240,36.0,51.0,1.42,205.0,153.0,76.6,12.0,7.0,17,5.0,13.9,5.0,3.0,2.0,0.0,40.0
56,Andrés Fernández,es ESP,PO,Villarreal,es La Liga,32,1986,4,4,360,4.0,8.0,2.0,19.0,12.0,73.7,1.0,2.0,1,1.0,25.0,3.0,3.0,0.0,0.0,0.0
57,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,26,1993,10,10,900,10.0,14.0,1.4,69.0,55.0,79.7,4.0,3.0,3,3.0,30.0,1.0,0.0,0.0,1.0,
58,Ben Foster,eng ENG,PO,Watford,eng Premier League,36,1983,38,38,3420,38.0,64.0,1.68,178.0,116.0,68.5,8.0,10.0,20,9.0,23.7,9.0,8.0,1.0,0.0,11.1
59,Daniel Fuzato,br BRA,PO,Roma,it Serie A,22,1997,1,1,90,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
60,Gabriel,br BRA,PO,Lecce,it Serie A,26,1992,34,34,2997,33.3,76.0,2.28,227.0,152.0,70.9,6.0,8.0,20,2.0,5.9,12.0,10.0,2.0,0.0,16.7
61,Paulo Gazzaniga,ar ARG,PO,Tottenham,eng Premier League,27,1992,18,17,1613,17.9,26.0,1.45,82.0,56.0,72.0,5.0,5.0,7,2.0,11.8,4.0,3.0,1.0,0.0,25.0
62,David de Gea,es ESP,PO,Manchester Utd,eng Premier League,28,1990,38,38,3420,38.0,36.0,0.95,131.0,96.0,74.8,18.0,12.0,8,13.0,34.2,3.0,3.0,0.0,0.0,0.0
63,Rafał Gikiewicz,pl POL,PO,Union Berlin,de Bundesliga,31,1987,33,33,2970,33.0,54.0,1.64,159.0,105.0,67.9,12.0,5.0,16,8.0,24.2,4.0,3.0,1.0,0.0,25.0
64,Mauro Goicoechea,uy URU,PO,Toulouse,fr Ligue 1,31,1988,2,2,180,2.0,5.0,2.5,13.0,8.0,61.5,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,
65,Pierluigi Gollini,it ITA,PO,Atalanta,it Serie A,24,1995,33,33,2884,32.0,42.0,1.31,120.0,81.0,70.0,19.0,9.0,5,8.0,24.2,6.0,6.0,0.0,0.0,0.0
66,Alfred Gomis,sn SEN,PO,Dijon,fr Ligue 1,25,1993,19,19,1620,18.0,20.0,1.11,81.0,62.0,76.5,6.0,7.0,6,6.0,31.6,1.0,1.0,0.0,0.0,0.0
67,Vicente Guaita,es ESP,PO,Crystal Palace,eng Premier League,32,1987,35,35,3150,35.0,42.0,1.2,149.0,109.0,71.8,11.0,9.0,15,10.0,28.6,1.0,0.0,0.0,1.0,
68,Péter Gulácsi,hu HUN,PO,RB Leipzig,de Bundesliga,29,1990,32,32,2880,32.0,34.0,1.06,116.0,82.0,72.4,16.0,12.0,4,10.0,31.3,2.0,2.0,0.0,0.0,0.0
69,Angus Gunn,sct SCO,PO,Southampton,eng Premier League,23,1996,10,10,900,10.0,25.0,2.5,55.0,30.0,58.2,2.0,2.0,6,2.0,20.0,2.0,2.0,0.0,0.0,0.0
70,Régis Gurtner,fr FRA,PO,Amiens,fr Ligue 1,32,1986,28,28,2520,28.0,50.0,1.79,142.0,93.0,65.5,4.0,11.0,13,5.0,17.9,1.0,1.0,0.0,0.0,0.0
71,Samir Handanović,si SVN,PO,Inter,it Serie A,35,1984,35,35,3150,35.0,32.0,0.91,110.0,78.0,72.7,22.0,10.0,3,13.0,37.1,3.0,2.0,1.0,0.0,33.3
72,Tom Heaton,eng ENG,PO,Aston Villa,eng Premier League,33,1986,20,20,1794,19.9,35.0,1.76,102.0,68.0,68.6,6.0,3.0,11,4.0,20.0,3.0,3.0,0.0,0.0,0.0
73,Dean Henderson,eng ENG,PO,Sheffield Utd,eng Premier League,22,1997,36,36,3240,36.0,33.0,0.92,128.0,94.0,75.0,14.0,11.0,11,13.0,36.1,3.0,1.0,1.0,1.0,50.0
74,Wayne Hennessey,wls WAL,PO,Crystal Palace,eng Premier League,32,1987,3,3,270,3.0,8.0,2.67,23.0,15.0,65.2,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,
75,Sergio Herrera,es ESP,PO,Osasuna,es La Liga,26,1993,19,18,1655,18.4,27.0,1.47,80.0,53.0,67.5,7.0,3.0,8,7.0,38.9,1.0,1.0,0.0,0.0,0.0
76,Iago Herrerín,es ESP,PO,Athletic Club,es La Liga,31,1988,5,4,425,4.7,9.0,1.91,19.0,10.0,52.6,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,
77,Marwin Hitz,ch SUI,PO,Dortmund,de Bundesliga,31,1987,4,3,290,3.2,1.0,0.31,7.0,6.0,85.7,2.0,1.0,0,3.0,100.0,0.0,0.0,0.0,0.0,
78,Timo Horn,de GER,PO,Köln,de Bundesliga,26,1993,34,34,3060,34.0,69.0,2.03,156.0,87.0,58.3,10.0,6.0,18,6.0,17.6,6.0,4.0,2.0,0.0,33.3
79,Lukáš Hrádecký,fi FIN,PO,Leverkusen,de Bundesliga,29,1989,34,34,3060,34.0,44.0,1.29,143.0,99.0,70.6,19.0,6.0,9,10.0,29.4,2.0,2.0,0.0,0.0,0.0
80,Jannik Huth,de GER,PO,Paderborn 07,de Bundesliga,25,1994,6,6,540,6.0,17.0,2.83,33.0,16.0,51.5,0.0,1.0,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
81,Rune Jarstein,no NOR,PO,Hertha BSC,de Bundesliga,34,1984,29,29,2547,28.3,46.0,1.63,143.0,99.0,72.7,11.0,5.0,13,9.0,31.0,7.0,7.0,0.0,0.0,0.0
82,Jesse Joronen,fi FIN,PO,Brescia,it Serie A,26,1993,29,29,2610,29.0,59.0,2.03,181.0,124.0,72.4,5.0,6.0,18,5.0,17.2,10.0,9.0,1.0,0.0,10.0
83,Lovre Kalinić,hr CRO,PO,Toulouse,fr Ligue 1,29,1990,4,4,306,3.4,4.0,1.18,15.0,11.0,73.3,0.0,1.0,3,1.0,25.0,0.0,0.0,0.0,0.0,
84,Stefanos Kapino,gr GRE,PO,Werder Bremen,de Bundesliga,25,1994,1,1,90,1.0,2.0,2.0,5.0,3.0,60.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
85,Florian Kastenmeier,de GER,PO,Düsseldorf,de Bundesliga,22,1997,17,17,1530,17.0,31.0,1.82,78.0,49.0,62.8,2.0,9.0,6,2.0,11.8,3.0,2.0,1.0,0.0,33.3
86,Tomáš Koubek,cz CZE,PO,Augsburg,de Bundesliga,26,1992,24,24,2160,24.0,51.0,2.12,122.0,72.0,58.2,6.0,6.0,12,4.0,16.7,1.0,0.0,1.0,0.0,100.0
87,Thomas Kraft,de GER,PO,Hertha BSC,de Bundesliga,31,1988,4,4,360,4.0,9.0,2.25,19.0,10.0,52.6,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,
88,Tim Krul,nl NED,PO,Norwich City,eng Premier League,31,1988,36,36,3240,36.0,68.0,1.89,195.0,128.0,66.7,5.0,6.0,25,5.0,13.9,5.0,3.0,2.0,0.0,40.0
89,Alban Lafont,fr FRA,PO,Nantes,fr Ligue 1,20,1999,27,27,2430,27.0,29.0,1.07,95.0,64.0,72.6,11.0,4.0,12,10.0,37.0,6.0,3.0,2.0,1.0,40.0
90,Gautier Larsonneur,fr FRA,PO,Brest,fr Ligue 1,22,1997,27,27,2398,26.6,34.0,1.28,132.0,96.0,76.5,7.0,10.0,10,7.0,25.9,5.0,3.0,2.0,0.0,40.0
91,Benjamin Lecomte,fr FRA,PO,Monaco,fr Ligue 1,28,1991,28,28,2520,28.0,44.0,1.57,134.0,91.0,71.6,11.0,7.0,10,7.0,25.0,6.0,6.0,0.0,0.0,0.0
92,Nicolas Lemaître,fr FRA,PO,Reims,fr Ligue 1,22,1997,1,1,90,1.0,3.0,3.0,4.0,1.0,50.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
93,Bernd Leno,de GER,PO,Arsenal,eng Premier League,27,1992,30,30,2649,29.4,39.0,1.33,151.0,111.0,78.1,9.0,13.0,8,7.0,23.3,7.0,6.0,1.0,0.0,14.3
94,Donovan Léon,gf GUF,PO,Brest,fr Ligue 1,26,1992,2,1,122,1.4,3.0,2.21,11.0,8.0,81.8,1.0,0.0,0,1.0,100.0,1.0,1.0,0.0,0.0,0.0
95,Karlo Letica,hr CRO,PO,SPAL,it Serie A,22,1997,10,10,900,10.0,29.0,2.9,65.0,36.0,55.4,0.0,1.0,9,0.0,0.0,1.0,0.0,1.0,0.0,100.0
96,Hugo Lloris,fr FRA,PO,Tottenham,eng Premier League,32,1986,21,21,1807,20.1,21.0,1.05,99.0,78.0,80.8,11.0,6.0,4,6.0,28.6,3.0,2.0,1.0,0.0,33.3
97,Anthony Lopes,pt POR,PO,Lyon,fr Ligue 1,28,1990,26,26,2340,26.0,25.0,0.96,86.0,64.0,73.3,10.0,7.0,9,8.0,30.8,3.0,2.0,0.0,1.0,0.0
98,Diego López,es ESP,PO,Espanyol,es La Liga,37,1981,36,36,3232,35.9,58.0,1.62,160.0,103.0,67.5,4.0,9.0,23,4.0,11.1,7.0,6.0,1.0,0.0,14.3
99,Pau López,es ESP,PO,Roma,it Serie A,24,1994,32,32,2880,32.0,45.0,1.41,132.0,86.0,72.0,18.0,6.0,8,5.0,15.6,9.0,8.0,1.0,0.0,11.1
100,Andreas Luthe,de GER,PO,Augsburg,de Bundesliga,32,1987,10,10,900,10.0,12.0,1.2,33.0,22.0,63.6,3.0,3.0,4,3.0,30.0,0.0,0.0,0.0,0.0,
101,Mike Maignan,fr FRA,PO,Lille,fr Ligue 1,24,1995,28,28,2520,28.0,27.0,0.96,83.0,58.0,72.3,15.0,4.0,9,12.0,42.9,6.0,4.0,1.0,1.0,20.0
102,Steve Mandanda,fr FRA,PO,Marseille,fr Ligue 1,34,1985,27,27,2371,26.3,27.0,1.02,92.0,67.0,75.0,15.0,8.0,4,11.0,40.7,4.0,4.0,0.0,0.0,0.0
103,Daniel Martín,es ESP,PO,Betis,es La Liga,21,1998,6,5,531,5.9,12.0,2.03,24.0,12.0,50.0,1.0,0.0,4,1.0,20.0,0.0,0.0,0.0,0.0,
104,David Martin,eng ENG,PO,West Ham,eng Premier League,33,1986,5,4,436,4.8,6.0,1.24,21.0,15.0,71.4,2.0,0.0,2,2.0,50.0,0.0,0.0,0.0,0.0,
105,Emiliano Martínez,ar ARG,PO,Arsenal,eng Premier League,26,1992,9,8,771,8.6,9.0,1.05,42.0,33.0,81.0,5.0,1.0,2,3.0,37.5,1.0,1.0,0.0,0.0,0.0
106,Jordi Masip,es ESP,PO,Valladolid,es La Liga,30,1989,35,35,3150,35.0,39.0,1.11,125.0,85.0,73.6,8.0,15.0,12,11.0,31.4,7.0,6.0,1.0,0.0,14.3
107,Alex McCarthy,eng ENG,PO,Southampton,eng Premier League,29,1989,28,28,2520,28.0,35.0,1.25,113.0,78.0,69.9,13.0,5.0,10,7.0,25.0,2.0,1.0,1.0,0.0,50.0
108,Michael McGovern,nir NIR,PO,Norwich City,eng Premier League,35,1984,2,1,159,1.8,6.0,3.4,13.0,6.0,53.8,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,100.0
109,Edouard Mendy,sn SEN,PO,Rennes,fr Ligue 1,27,1992,24,24,2160,24.0,19.0,0.79,79.0,60.0,79.7,13.0,5.0,6,9.0,37.5,4.0,3.0,1.0,0.0,25.0
110,Alex Meret,it ITA,PO,Napoli,it Serie A,22,1997,22,21,1951,21.7,33.0,1.52,84.0,51.0,66.7,9.0,5.0,7,3.0,14.3,6.0,5.0,1.0,0.0,16.7
111,Antonio Mirante,it ITA,PO,Roma,it Serie A,36,1983,5,5,450,5.0,5.0,1.0,24.0,19.0,83.3,2.0,1.0,2,2.0,40.0,1.0,1.0,0.0,0.0,0.0
112,Simon Moore,eng ENG,PO,Sheffield Utd,eng Premier League,29,1990,2,2,180,2.0,6.0,3.0,11.0,5.0,45.5,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,
113,Jessy Moulin,fr FRA,PO,Saint-Étienne,fr Ligue 1,33,1986,5,5,450,5.0,4.0,0.8,23.0,19.0,91.3,2.0,2.0,1,2.0,40.0,2.0,2.0,0.0,0.0,0.0
114,Florian Müller,de GER,PO,Mainz 05,de Bundesliga,21,1997,13,12,1125,12.5,25.0,2.0,66.0,40.0,65.2,3.0,2.0,7,2.0,16.7,3.0,2.0,1.0,0.0,33.3
115,Juan Musso,ar ARG,PO,Udinese,it Serie A,25,1994,38,38,3420,38.0,51.0,1.34,194.0,141.0,77.8,12.0,9.0,17,14.0,36.8,10.0,8.0,2.0,0.0,20.0
116,Yvon Mvogo,ch SUI,PO,RB Leipzig,de Bundesliga,25,1994,2,2,180,2.0,3.0,1.5,5.0,2.0,40.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
117,Keylor Navas,cr CRC,PO,Paris S-G,fr Ligue 1,32,1986,21,21,1890,21.0,18.0,0.86,66.0,49.0,72.7,17.0,2.0,2,11.0,52.4,0.0,0.0,0.0,0.0,
118,Neto,br BRA,PO,Barcelona,es La Liga,30,1989,2,2,180,2.0,2.0,1.0,3.0,1.0,33.3,1.0,1.0,0,1.0,50.0,0.0,0.0,0.0,0.0,
119,Manuel Neuer,de GER,PO,Bayern Munich,de Bundesliga,33,1986,33,33,2970,33.0,31.0,0.94,110.0,79.0,74.5,25.0,4.0,4,15.0,45.5,4.0,3.0,1.0,0.0,25.0
120,Moritz Nicolas,de GER,PO,Union Berlin,de Bundesliga,21,1997,1,1,90,1.0,4.0,4.0,8.0,4.0,50.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,
121,Alexander Nübel,de GER,PO,Schalke 04,de Bundesliga,22,1996,26,26,2315,25.7,40.0,1.56,118.0,80.0,69.5,8.0,9.0,9,5.0,19.2,4.0,4.0,0.0,0.0,0.0
122,Ørjan Nyland,no NOR,PO,Aston Villa,eng Premier League,28,1990,7,5,539,6.0,12.0,2.0,27.0,15.0,55.6,0.0,2.0,3,1.0,20.0,0.0,0.0,0.0,0.0,
123,Jan Oblak,si SVN,PO,Atlético Madrid,es La Liga,26,1993,38,38,3395,37.7,27.0,0.72,111.0,87.0,78.4,18.0,16.0,4,17.0,44.7,4.0,3.0,0.0,1.0,0.0
124,Oier Olazábal,es ESP,PO,Espanyol,es La Liga,29,1989,2,2,180,2.0,0.0,0.0,3.0,3.0,100.0,1.0,1.0,0,2.0,100.0,0.0,0.0,0.0,0.0,
125,Robin Olsen,se SWE,PO,Cagliari,it Serie A,29,1990,17,17,1524,16.9,24.0,1.42,89.0,67.0,77.5,8.0,5.0,4,4.0,23.5,4.0,4.0,0.0,0.0,0.0
126,David Ospina,co COL,PO,Napoli,it Serie A,30,1988,17,17,1469,16.3,17.0,1.04,54.0,37.0,72.2,9.0,3.0,5,4.0,23.5,2.0,2.0,0.0,0.0,0.0
127,Alexandre Oukidja,dz ALG,PO,Metz,fr Ligue 1,31,1988,27,27,2385,26.5,31.0,1.17,129.0,98.0,78.3,8.0,10.0,9,8.0,29.6,3.0,3.0,0.0,0.0,0.0
128,Fernando Pacheco,es ESP,PO,Alavés,es La Liga,27,1992,27,27,2358,26.2,37.0,1.41,102.0,62.0,71.6,7.0,7.0,13,6.0,22.2,11.0,8.0,3.0,0.0,27.3
129,Daniele Padelli,it ITA,PO,Inter,it Serie A,33,1985,4,4,270,3.0,4.0,1.33,8.0,4.0,62.5,2.0,0.0,1,1.0,25.0,1.0,1.0,0.0,0.0,0.0
130,Miquel Parera,es ESP,PO,Mallorca,es La Liga,23,1996,1,1,90,1.0,2.0,2.0,5.0,3.0,60.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
131,Rui Patrício,pt POR,PO,Wolves,eng Premier League,31,1988,38,38,3420,38.0,40.0,1.05,129.0,88.0,69.8,15.0,14.0,9,13.0,34.2,3.0,1.0,2.0,0.0,66.7
