RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos
650,Fabian Delph,eng ENG,CC,Everton,eng Premier League,29,1989,13.2,793.0,772.0,18.0,15.0,1.0,9.0,8,1.0,0.0,0.0,0.0,0.0,682.0,3.0,5.0
651,Moussa Dembélé,fr FRA,DL,Lyon,fr Ligue 1,23,1996,24.3,438.0,417.0,20.0,1.0,4.0,1.0,5,1.0,0.0,0.0,0.0,0.0,304.0,1.0,15.0
652,Ousmane Dembélé,fr FRA,DL,Barcelona,es La Liga,22,1997,4.0,260.0,235.0,25.0,2.0,1.0,4.0,20,4.0,19.0,9.0,4.0,0.0,192.0,0.0,11.0
653,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,317.0,313.0,4.0,3.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,292.0,0.0,1.0
654,Kerem Demirbay,de GER,CC,Leverkusen,de Bundesliga,26,1993,17.5,1211.0,1050.0,154.0,50.0,3.0,15.0,122,9.0,95.0,62.0,27.0,0.0,939.0,7.0,21.0
655,Diego Demme,de GER,CC,Napoli,it Serie A,27,1991,10.0,781.0,767.0,12.0,11.0,0.0,5.0,3,1.0,0.0,0.0,0.0,0.0,717.0,2.0,7.0
656,Diego Demme,de GER,CC,RB Leipzig,de Bundesliga,27,1991,13.5,1104.0,1062.0,35.0,33.0,2.0,4.0,8,2.0,0.0,0.0,0.0,0.0,944.0,7.0,18.0
657,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,1605.0,1560.0,45.0,43.0,1.0,8.0,1,2.0,0.0,0.0,0.0,0.0,1509.0,0.0,1.0
658,Leander Dendoncker,be BEL,"CC,DF",Wolves,eng Premier League,24,1995,31.1,1339.0,1317.0,17.0,14.0,0.0,11.0,8,3.0,0.0,0.0,0.0,0.0,1108.0,5.0,18.0
659,Kevin Denkey,tg TOG,DL,Nîmes,fr Ligue 1,18,2000,6.7,143.0,133.0,9.0,0.0,0.0,2.0,7,0.0,0.0,0.0,0.0,0.0,92.0,1.0,7.0
660,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,1282.0,1145.0,128.0,52.0,0.0,8.0,7,76.0,0.0,0.0,0.0,0.0,1091.0,9.0,11.0
661,Fabio Depaoli,it ITA,"CC,DF",Sampdoria,it Serie A,22,1997,20.6,688.0,616.0,66.0,8.0,2.0,3.0,82,58.0,0.0,0.0,0.0,0.0,459.0,6.0,36.0
662,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,389.0,364.0,24.0,15.0,0.0,5.0,1,3.0,0.0,0.0,0.0,0.0,325.0,1.0,3.0
663,Daniele Dessena,it ITA,CC,Brescia,it Serie A,32,1987,20.8,690.0,668.0,20.0,7.0,2.0,10.0,19,9.0,0.0,0.0,0.0,0.0,545.0,2.0,12.0
664,Mattia Destro,it ITA,DL,Bologna,it Serie A,28,1991,2.1,22.0,21.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0
665,Mattia Destro,it ITA,"DL,CC",Genoa,it Serie A,28,1991,1.7,24.0,19.0,5.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0
666,Gerard Deulofeu,es ESP,DL,Watford,eng Premier League,25,1994,23.3,829.0,736.0,88.0,30.0,3.0,1.0,96,7.0,34.0,18.0,12.0,0.0,598.0,5.0,27.0
667,Deyverson,br BRA,DL,Getafe,es La Liga,28,1991,2.3,66.0,64.0,1.0,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,0.0,31.0,1.0,5.0
668,Samuel Di Carmine,it ITA,"DL,CC",Hellas Verona,it Serie A,30,1988,14.4,247.0,221.0,25.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,166.0,1.0,13.0
669,Federico Di Francesco,it ITA,DL,SPAL,it Serie A,25,1994,12.0,343.0,303.0,39.0,16.0,1.0,3.0,34,3.0,13.0,8.0,1.0,0.0,255.0,1.0,12.0
670,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33.0,2280.0,1987.0,291.0,70.0,0.0,14.0,60,221.0,0.0,0.0,0.0,0.0,1979.0,2.0,41.0
671,Ángel Di María,ar ARG,"DL,CC",Paris S-G,fr Ligue 1,31,1988,22.2,1292.0,1133.0,142.0,27.0,30.0,14.0,175,26.0,89.0,53.0,22.0,1.0,908.0,17.0,29.0
672,Boulaye Dia,sn SEN,DL,Reims,fr Ligue 1,22,1996,20.1,325.0,290.0,32.0,2.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,236.0,3.0,7.0
673,Fousseni Diabaté,ml MLI,"DL,CC",Amiens,fr Ligue 1,23,1995,13.2,469.0,460.0,8.0,3.0,2.0,1.0,32,5.0,0.0,0.0,0.0,0.0,350.0,1.0,17.0
674,Moussa Diaby,fr FRA,"DL,CC",Leverkusen,de Bundesliga,20,1999,19.7,697.0,676.0,21.0,1.0,1.0,3.0,87,18.0,1.0,1.0,0.0,0.0,506.0,0.0,21.0
675,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,1996,16.0,813.0,782.0,26.0,24.0,0.0,6.0,1,2.0,0.0,0.0,0.0,0.0,718.0,5.0,2.0
676,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,663.0,621.0,42.0,22.0,0.0,3.0,6,20.0,0.0,0.0,0.0,0.0,568.0,0.0,1.0
677,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,13.3,1067.0,1013.0,53.0,24.0,1.0,6.0,4,29.0,0.0,0.0,0.0,0.0,985.0,1.0,6.0
678,Amad Diallo,ci CIV,DL,Atalanta,it Serie A,17,2002,0.3,19.0,18.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,13.0,0.0,1.0
679,Habib Diallo,sn SEN,DL,Metz,fr Ligue 1,24,1995,24.4,452.0,423.0,27.0,0.0,0.0,2.0,4,1.0,0.0,0.0,0.0,0.0,299.0,2.0,12.0
680,Ibrahima Diallo,fr FRA,CC,Brest,fr Ligue 1,20,1999,17.3,858.0,837.0,20.0,20.0,4.0,9.0,6,0.0,0.0,0.0,0.0,0.0,732.0,1.0,16.0
681,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,18,2000,1.0,55.0,50.0,4.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0
682,Lucas Dias,fr FRA,PO,Nîmes,fr Ligue 1,20,1999,3.5,99.0,46.0,52.0,14.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0
683,Amadou Diawara,gn GUI,CC,Roma,it Serie A,22,1997,16.9,1005.0,972.0,30.0,29.0,5.0,11.0,2,1.0,0.0,0.0,0.0,0.0,890.0,3.0,4.0
684,Brahim Díaz,es ESP,DL,Real Madrid,es La Liga,19,1999,0.7,41.0,39.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,3.0
685,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32.0,1556.0,1171.0,377.0,56.0,0.0,19.0,121,312.0,9.0,1.0,7.0,0.0,1027.0,8.0,37.0
686,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,906.0,852.0,53.0,10.0,0.0,0.0,10,43.0,0.0,0.0,0.0,0.0,715.0,1.0,12.0
687,Eric Dier,eng ENG,"DF,CC",Tottenham,eng Premier League,25,1994,14.9,922.0,897.0,21.0,19.0,3.0,9.0,3,1.0,0.0,0.0,0.0,0.0,738.0,4.0,7.0
688,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,2020.0,1472.0,541.0,64.0,2.0,13.0,270,369.0,108.0,56.0,44.0,0.0,1371.0,7.0,63.0
689,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,545.0,439.0,106.0,12.0,0.0,1.0,28,94.0,0.0,0.0,0.0,0.0,424.0,0.0,16.0
690,Javairô Dilrosun,nl NED,"CC,DL",Hertha BSC,de Bundesliga,21,1998,14.5,399.0,385.0,13.0,4.0,0.0,6.0,34,6.0,3.0,0.0,2.0,0.0,280.0,1.0,12.0
691,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,425.0,361.0,64.0,13.0,0.0,3.0,57,27.0,24.0,9.0,15.0,0.0,308.0,0.0,8.0
692,Federico Dimarco,it ITA,DF,Inter,it Serie A,21,1997,0.3,13.0,11.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
693,Tristan Dingomé,cm CMR,CC,Reims,fr Ligue 1,28,1991,9.9,374.0,355.0,16.0,3.0,5.0,2.0,17,5.0,8.0,1.0,3.0,0.0,267.0,3.0,12.0
694,Lois Diony,fr FRA,DL,Saint-Étienne,fr Ligue 1,26,1992,7.4,107.0,98.0,8.0,0.0,0.0,0.0,7,2.0,0.0,0.0,0.0,0.0,65.0,1.0,3.0
695,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,979.0,938.0,39.0,37.0,0.0,5.0,1,2.0,0.0,0.0,0.0,0.0,762.0,2.0,11.0
696,Papakouli Diop,sn SEN,CC,Eibar,es La Liga,33,1986,25.0,789.0,767.0,17.0,17.0,2.0,10.0,8,0.0,0.0,0.0,0.0,0.0,564.0,5.0,8.0
697,Assane Dioussé,sn SEN,CC,Saint-Étienne,fr Ligue 1,21,1997,1.3,50.0,49.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0
698,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27.0,1507.0,1468.0,36.0,29.0,2.0,17.0,4,7.0,0.0,0.0,0.0,0.0,1270.0,3.0,8.0
699,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,452.0,431.0,19.0,12.0,0.0,3.0,3,7.0,0.0,0.0,0.0,0.0,385.0,2.0,8.0
700,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34.0,1031.0,983.0,44.0,39.0,2.0,10.0,10,5.0,0.0,0.0,0.0,0.0,711.0,4.0,13.0
701,Moussa Djenepo,ml MLI,"CC,DF",Southampton,eng Premier League,21,1998,10.3,270.0,259.0,10.0,0.0,1.0,2.0,21,9.0,0.0,0.0,0.0,0.0,188.0,1.0,10.0
702,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,394.0,377.0,15.0,11.0,0.0,3.0,0,4.0,0.0,0.0,0.0,0.0,338.0,2.0,0.0
703,Alexander Djiku,gh GHA,"DF,CC",Strasbourg,fr Ligue 1,24,1994,22.9,1233.0,1199.0,31.0,27.0,1.0,18.0,6,4.0,0.0,0.0,0.0,0.0,1056.0,3.0,6.0
704,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,1876.0,1763.0,111.0,57.0,0.0,20.0,3,54.0,0.0,0.0,0.0,0.0,1615.0,2.0,17.0
705,Naïs Djouahra,fr FRA,DL,Real Sociedad,es La Liga,19,1999,0.3,23.0,23.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
706,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,27,1992,35.0,1065.0,647.0,412.0,168.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,485.0,6.0,1.0
707,Matt Doherty,ie IRL,"CC,DF",Wolves,eng Premier League,27,1992,31.5,1854.0,1518.0,333.0,3.0,1.0,11.0,45,330.0,0.0,0.0,0.0,0.0,1392.0,3.0,41.0
708,Kasper Dolberg,dk DEN,DL,Nice,fr Ligue 1,21,1997,21.0,290.0,242.0,47.0,1.0,0.0,1.0,3,1.0,0.0,0.0,0.0,0.0,221.0,1.0,11.0
709,Keagan Dolly,za RSA,CC,Montpellier,fr Ligue 1,26,1993,1.6,75.0,69.0,6.0,2.0,1.0,0.0,4,1.0,3.0,3.0,0.0,0.0,60.0,0.0,3.0
710,Jaume Doménech,es ESP,PO,Valencia,es La Liga,28,1990,14.7,461.0,277.0,184.0,52.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0
711,Nicolás Domínguez,ar ARG,CC,Bologna,it Serie A,21,1998,7.8,407.0,376.0,29.0,18.0,2.0,3.0,5,10.0,0.0,0.0,0.0,0.0,337.0,2.0,8.0
712,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,993.0,840.0,151.0,27.0,0.0,8.0,57,124.0,0.0,0.0,0.0,0.0,841.0,2.0,11.0
713,Ji Dong-won,kr KOR,"DL,CC",Mainz 05,de Bundesliga,28,1991,1.1,26.0,23.0,3.0,2.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
714,Anastasios Donis,gr GRE,DL,Reims,fr Ligue 1,22,1996,6.8,122.0,113.0,9.0,0.0,0.0,0.0,23,3.0,1.0,0.0,1.0,0.0,66.0,0.0,8.0
715,Alfredo Donnarumma,it ITA,DL,Brescia,it Serie A,28,1990,18.7,437.0,399.0,35.0,0.0,1.0,4.0,7,3.0,0.0,0.0,0.0,0.0,296.0,3.0,20.0
716,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,20,1999,35.6,1139.0,783.0,354.0,95.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,880.0,2.0,0.0
717,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,1510.0,1441.0,63.0,44.0,2.0,13.0,2,19.0,0.0,0.0,0.0,0.0,1236.0,6.0,6.0
718,Mathieu Dossevi,tg TOG,"CC,DL",Toulouse,fr Ligue 1,31,1988,19.5,737.0,627.0,106.0,17.0,0.0,4.0,199,11.0,75.0,18.0,55.0,0.0,460.0,4.0,41.0
719,Bas Dost,nl NED,DL,Eint Frankfurt,de Bundesliga,30,1989,16.4,460.0,446.0,13.0,0.0,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,271.0,1.0,8.0
720,Abdoulaye Doucouré,ml MLI,CC,Watford,eng Premier League,26,1993,35.1,1712.0,1693.0,14.0,8.0,0.0,4.0,29,0.0,2.0,0.0,0.0,0.0,1320.0,5.0,47.0
721,Mamadou Doucouré,fr FRA,CC,M'Gladbach,de Bundesliga,21,1998,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
722,Moussa Doumbia,ml MLI,"DL,CC",Reims,fr Ligue 1,24,1994,19.1,689.0,646.0,41.0,14.0,6.0,6.0,46,8.0,18.0,4.0,7.0,1.0,532.0,2.0,16.0
723,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5.0,298.0,233.0,64.0,2.0,0.0,2.0,16,62.0,0.0,0.0,0.0,0.0,226.0,1.0,5.0
724,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1.0,47.0,37.0,10.0,0.0,0.0,0.0,3,10.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0
725,Tommy Doyle,eng ENG,CC,Manchester City,eng Premier League,17,2001,0.2,20.0,19.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
726,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,821.0,646.0,172.0,11.0,1.0,8.0,42,161.0,0.0,0.0,0.0,0.0,621.0,3.0,28.0
727,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,956.0,908.0,47.0,11.0,0.0,15.0,1,36.0,0.0,0.0,0.0,0.0,847.0,1.0,10.0
728,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,21,1997,31.0,900.0,594.0,304.0,83.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,645.0,2.0,1.0
729,Julian Draxler,de GER,CC,Paris S-G,fr Ligue 1,25,1993,7.6,485.0,466.0,17.0,4.0,3.0,0.0,11,4.0,9.0,6.0,1.0,1.0,429.0,2.0,3.0
730,Dominick Drexler,de GER,"CC,DL",Köln,de Bundesliga,29,1990,17.6,667.0,618.0,47.0,13.0,3.0,1.0,48,30.0,4.0,1.0,3.0,0.0,483.0,2.0,18.0
731,Danny Drinkwater,eng ENG,CC,Aston Villa,eng Premier League,29,1990,2.9,169.0,165.0,4.0,3.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,138.0,0.0,6.0
732,Danny Drinkwater,eng ENG,CC,Burnley,eng Premier League,29,1990,0.6,24.0,20.0,4.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
733,Josip Drmić,ch SUI,DL,Norwich City,eng Premier League,26,1992,7.2,165.0,152.0,13.0,0.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,125.0,0.0,3.0
734,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,1278.0,1171.0,100.0,83.0,1.0,17.0,1,17.0,0.0,0.0,0.0,0.0,988.0,7.0,3.0
735,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,198.0,181.0,16.0,13.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,172.0,1.0,2.0
736,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,239.0,225.0,12.0,12.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,196.0,2.0,1.0
737,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,1356.0,1010.0,343.0,34.0,0.0,2.0,64,306.0,3.0,0.0,2.0,0.0,912.0,3.0,27.0
738,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
739,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15.0,964.0,794.0,167.0,11.0,0.0,4.0,59,155.0,1.0,0.0,0.0,0.0,758.0,3.0,15.0
740,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,30,1989,38.0,1097.0,596.0,493.0,152.0,0.0,4.0,0,1.0,0.0,0.0,0.0,0.0,609.0,8.0,2.0
741,Ondrej Duda,sk SVK,CC,Norwich City,eng Premier League,24,1994,8.0,382.0,344.0,38.0,10.0,3.0,2.0,43,1.0,27.0,10.0,16.0,0.0,295.0,0.0,9.0
742,Ondrej Duda,sk SVK,CC,Hertha BSC,de Bundesliga,24,1994,5.0,187.0,166.0,18.0,13.0,1.0,1.0,7,2.0,3.0,0.0,2.0,0.0,144.0,3.0,6.0
743,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,647.0,615.0,31.0,27.0,0.0,11.0,1,4.0,0.0,0.0,0.0,0.0,521.0,1.0,4.0
744,Haris Duljević,ba BIH,"DL,CC",Nîmes,fr Ligue 1,25,1993,5.8,157.0,144.0,13.0,1.0,2.0,2.0,11,2.0,1.0,0.0,1.0,0.0,108.0,0.0,4.0
745,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,506.0,454.0,50.0,10.0,0.0,2.0,15,40.0,0.0,0.0,0.0,0.0,359.0,2.0,15.0
746,Alfred Duncan,gh GHA,CC,Fiorentina,it Serie A,26,1993,9.9,407.0,394.0,10.0,5.0,2.0,2.0,15,5.0,0.0,0.0,0.0,0.0,341.0,3.0,9.0
747,Alfred Duncan,gh GHA,CC,Sassuolo,it Serie A,26,1993,9.4,474.0,460.0,12.0,5.0,2.0,2.0,8,4.0,3.0,3.0,0.0,0.0,375.0,2.0,10.0
748,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,2298.0,2172.0,117.0,80.0,1.0,45.0,1,37.0,0.0,0.0,0.0,0.0,1991.0,9.0,4.0
749,Erik Durm,de GER,"DF,DL",Eint Frankfurt,de Bundesliga,27,1992,5.7,238.0,193.0,44.0,0.0,0.0,1.0,19,43.0,1.0,0.0,1.0,0.0,145.0,1.0,12.0
750,Riza Durmisi,dk DEN,"DF,CC",Nice,fr Ligue 1,25,1994,1.8,99.0,80.0,19.0,2.0,0.0,1.0,9,12.0,5.0,2.0,3.0,0.0,80.0,0.0,2.0
751,Hugo Duro,es ESP,"DL,CC",Getafe,es La Liga,19,1999,4.2,75.0,72.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,40.0,3.0,3.0
752,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,22,1997,13.1,863.0,839.0,22.0,19.0,2.0,12.0,0,3.0,0.0,0.0,0.0,0.0,725.0,2.0,7.0
753,Paulo Dybala,ar ARG,"DL,CC",Juventus,it Serie A,25,1993,23.9,1524.0,1357.0,157.0,27.0,11.0,26.0,109,14.0,74.0,28.0,34.0,0.0,1264.0,10.0,24.0
754,Edin Džeko,ba BIH,DL,Roma,it Serie A,33,1986,31.7,793.0,754.0,35.0,2.0,6.0,11.0,19,0.0,3.0,1.0,0.0,0.0,543.0,4.0,25.0
755,Blerim Džemaili,ch SUI,CC,Bologna,it Serie A,33,1986,7.8,353.0,329.0,23.0,21.0,2.0,8.0,4,2.0,0.0,0.0,0.0,0.0,289.0,1.0,5.0
756,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28.0,1366.0,1307.0,57.0,52.0,0.0,6.0,2,5.0,0.0,0.0,0.0,0.0,1151.0,2.0,7.0
757,Simone Edera,it ITA,"CC,DL",Torino,it Serie A,22,1997,4.4,131.0,115.0,16.0,5.0,0.0,3.0,12,5.0,6.0,3.0,3.0,0.0,94.0,0.0,8.0
758,Ederson,br BRA,PO,Manchester City,eng Premier League,25,1993,34.1,1082.0,892.0,186.0,46.0,2.0,2.0,0,1.0,0.0,0.0,0.0,0.0,949.0,4.0,0.0
759,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,1302.0,1270.0,28.0,22.0,0.0,20.0,2,6.0,0.0,0.0,0.0,0.0,1040.0,4.0,3.0
760,Johannes Eggestein,de GER,"CC,DL",Werder Bremen,de Bundesliga,21,1998,5.7,202.0,193.0,7.0,2.0,0.0,0.0,13,3.0,2.0,0.0,2.0,0.0,144.0,2.0,9.0
761,Maximilian Eggestein,de GER,CC,Werder Bremen,de Bundesliga,22,1996,31.7,1459.0,1372.0,77.0,26.0,3.0,6.0,22,51.0,0.0,0.0,0.0,0.0,1125.0,10.0,54.0
762,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,1128.0,898.0,228.0,13.0,0.0,3.0,72,215.0,0.0,0.0,0.0,0.0,829.0,2.0,34.0
763,Albin Ekdal,se SWE,CC,Sampdoria,it Serie A,30,1989,26.5,1165.0,1092.0,69.0,63.0,2.0,1.0,9,6.0,0.0,0.0,0.0,0.0,991.0,4.0,12.0
764,Harvey Elliott,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,15.0,11.0,4.0,0.0,0.0,0.0,3,1.0,3.0,0.0,2.0,0.0,11.0,0.0,0.0
765,Elif Elmas,mk MKD,CC,Napoli,it Serie A,19,1999,12.6,676.0,661.0,10.0,4.0,0.0,4.0,3,5.0,0.0,0.0,0.0,0.0,612.0,5.0,5.0
766,Ilay Elmkies,il ISR,CC,Hoffenheim,de Bundesliga,19,2000,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
767,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,657.0,550.0,104.0,6.0,0.0,2.0,58,98.0,0.0,0.0,0.0,0.0,496.0,3.0,13.0
768,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,991.0,926.0,62.0,44.0,0.0,10.0,6,18.0,0.0,0.0,0.0,0.0,811.0,3.0,6.0
769,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,29.1,1741.0,1680.0,58.0,57.0,0.0,5.0,1,1.0,0.0,0.0,0.0,0.0,1598.0,3.0,9.0
770,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,893.0,853.0,38.0,37.0,0.0,8.0,2,0.0,0.0,0.0,0.0,0.0,671.0,2.0,6.0
771,Adri Embarba,es ESP,"CC,DL",Espanyol,es La Liga,27,1992,15.2,436.0,365.0,66.0,22.0,2.0,7.0,110,5.0,39.0,22.0,11.0,0.0,239.0,5.0,17.0
772,Breel Embolo,ch SUI,"DL,CC",M'Gladbach,de Bundesliga,22,1997,17.2,384.0,358.0,19.0,1.0,4.0,0.0,3,0.0,0.0,0.0,0.0,0.0,288.0,7.0,15.0
773,Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,1615.0,1300.0,311.0,45.0,3.0,12.0,80,266.0,0.0,0.0,0.0,0.0,1265.0,4.0,54.0
774,Renaud Emond,be BEL,DL,Nantes,fr Ligue 1,27,1991,3.2,79.0,75.0,4.0,1.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,3.0
775,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,468.0,438.0,29.0,23.0,0.0,2.0,2,6.0,0.0,0.0,0.0,0.0,394.0,1.0,6.0
776,Youssef En-Nesyri,ma MAR,DL,Leganés,es La Liga,22,1997,15.4,270.0,255.0,15.0,0.0,0.0,3.0,9,6.0,0.0,0.0,0.0,0.0,153.0,0.0,8.0
777,Youssef En-Nesyri,ma MAR,DL,Sevilla,es La Liga,22,1997,8.8,156.0,140.0,13.0,0.0,0.0,0.0,6,1.0,0.0,0.0,0.0,0.0,96.0,3.0,8.0
778,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,653.0,627.0,24.0,22.0,0.0,6.0,2,2.0,0.0,0.0,0.0,0.0,548.0,2.0,2.0
779,Sergi Enrich,es ESP,DL,Eibar,es La Liga,29,1990,20.7,540.0,511.0,28.0,0.0,1.0,3.0,8,1.0,0.0,0.0,0.0,0.0,370.0,1.0,11.0
780,Javier Eraso,es ESP,CC,Leganés,es La Liga,29,1990,9.1,282.0,249.0,32.0,7.0,0.0,1.0,34,1.0,17.0,3.0,12.0,0.0,209.0,1.0,7.0
781,Christian Eriksen,dk DEN,"CC,DL",Tottenham,eng Premier League,27,1992,12.2,761.0,673.0,84.0,23.0,5.0,5.0,72,11.0,47.0,19.0,20.0,0.0,563.0,4.0,13.0
782,Christian Eriksen,dk DEN,CC,Inter,it Serie A,27,1992,7.8,473.0,412.0,61.0,16.0,1.0,4.0,59,2.0,42.0,19.0,15.0,1.0,353.0,0.0,14.0
783,Gonzalo Escalante,ar ARG,CC,Eibar,es La Liga,26,1993,18.6,666.0,641.0,18.0,7.0,0.0,4.0,16,10.0,1.0,1.0,0.0,0.0,447.0,7.0,17.0
784,Aarón Escandell,es ESP,PO,Granada,es La Liga,23,1995,3.0,126.0,89.0,37.0,11.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0
785,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,582.0,480.0,97.0,14.0,0.0,5.0,17,83.0,0.0,0.0,0.0,0.0,461.0,5.0,5.0
786,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,1122.0,1078.0,37.0,35.0,0.0,8.0,1,2.0,0.0,0.0,0.0,0.0,827.0,7.0,7.0
