RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019
2244,Rúben Semedo,pt POR,DF,Huesca,es La Liga,24,1994,9.4,4,0,0,12,6,0,0,16,16,0,0,0,49,34,26,56.7
2245,Adrian Šemper,hr CRO,PO,Chievo,it Serie A,20,1998,6.0,0,0,0,0,1,0,0,1,0,0,0,0,12,1,0,100.0
2246,Stefano Sensi,it ITA,CC,Sassuolo,it Serie A,22,1995,21.9,8,0,0,25,68,1,97,33,20,1,0,0,153,11,15,42.3
2247,Luigi Sepe,it ITA,PO,Parma,it Serie A,27,1991,37.0,1,0,0,0,3,0,0,3,1,0,0,1,31,12,2,85.7
2248,Suat Serdar,de GER,CC,Schalke 04,de Bundesliga,21,1997,19.2,4,2,1,39,28,2,3,23,32,0,0,0,121,21,21,50.0
2249,Jean Seri,ci CIV,CC,Fulham,eng Premier League,27,1991,24.9,6,0,0,32,23,1,108,32,28,0,0,0,158,13,18,41.9
2250,Leonardo Sernicola,it ITA,DL,Sassuolo,it Serie A,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
2251,Julien Serrano,fr FRA,"CC,DF",Monaco,fr Ligue 1,20,1998,1.3,1,0,0,2,1,1,2,3,4,0,0,0,6,1,1,50.0
2252,Grégory Sertic,fr FRA,CC,Marseille,fr Ligue 1,28,1989,1.2,1,0,0,3,0,0,1,1,0,0,0,0,9,3,0,100.0
2253,Ryan Sessegnon,eng ENG,"DL,DF",Fulham,eng Premier League,18,2000,25.6,0,0,0,20,22,15,66,19,14,0,0,0,138,18,40,31.0
2254,Paik Seung-ho,kr KOR,"DL,CC",Girona,es La Liga,21,1997,0.7,0,0,0,0,2,0,0,3,0,0,0,0,3,1,2,33.3
2255,Stephan El Shaarawy,it ITA,"DL,CC",Roma,it Serie A,25,1992,23.4,2,0,0,13,35,10,37,20,14,2,0,0,80,21,16,56.8
2256,Meritan Shabani,al ALB,CC,Bayern Munich,de Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
2257,Xherdan Shaqiri,ch SUI,"DL,CC",Liverpool,eng Premier League,26,1991,11.8,2,0,0,9,14,2,47,6,4,0,0,0,65,3,6,33.3
2258,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,11,0,0,42,17,1,52,21,29,0,0,0,143,48,27,64.0
2259,Jonjo Shelvey,eng ENG,CC,Newcastle Utd,eng Premier League,26,1992,10.5,1,0,0,16,5,0,50,7,12,0,0,0,84,14,10,58.3
2260,Gaku Shibasaki,jp JPN,"CC,DL",Getafe,es La Liga,26,1992,4.3,0,0,0,6,3,0,19,3,3,0,0,0,32,4,4,50.0
2261,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18.0,2,0,0,9,8,0,0,21,13,0,0,0,110,21,22,48.8
2262,Djibril Sidibé,fr FRA,"DF,CC",Monaco,fr Ligue 1,26,1992,23.1,5,0,0,38,30,9,81,30,34,0,2,0,140,30,26,53.6
2263,Kalidou Sidibé,fr FRA,CC,Toulouse,fr Ligue 1,19,1999,14.0,8,0,0,39,14,0,0,17,12,0,0,0,94,64,31,67.4
2264,Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,4,0,0,14,17,0,9,41,29,0,0,0,116,32,27,54.2
2265,Francisco Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,3.0,2,0,0,7,3,0,2,4,8,0,0,1,10,16,3,84.2
2266,Gylfi Sigurðsson,is ISL,CC,Everton,eng Premier League,28,1989,34.6,3,0,0,33,39,3,196,28,36,0,0,0,157,19,40,32.2
2267,Luca Siligardi,it ITA,DL,Parma,it Serie A,30,1988,18.2,2,0,0,12,25,2,69,15,20,2,0,0,95,14,27,34.1
4537,Adrien Silva,pt POR,CC,Leicester City,eng Premier League,29,1989,14.2,6,0,0,22,19,0,6,17,33,0,0,0,123,21,17,58.3
2270,André Silva,pt POR,DL,Sevilla,es La Liga,22,1995,24.0,4,0,0,42,28,17,11,3,5,2,0,0,57,66,93,41.5
2271,Bernardo Silva,pt POR,"CC,DL",Manchester City,eng Premier League,23,1994,31.7,3,0,0,31,24,2,70,25,39,1,0,0,164,11,26,29.7
2272,David Silva,es ESP,CC,Manchester City,eng Premier League,32,1986,26.7,2,0,0,26,25,5,75,22,18,0,0,0,134,19,23,45.2
2273,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,27,1991,15.9,1,0,0,18,30,2,34,14,10,0,0,0,69,30,29,50.8
2274,Jonathan Silva,ar ARG,"DF,DL",Leganés,es La Liga,24,1994,30.0,9,0,0,50,20,3,156,29,38,0,0,0,144,16,20,44.4
2275,Matheus Pereira da Silva,br BRA,CC,Juventus,it Serie A,20,1998,1.0,0,0,0,1,1,0,5,0,2,0,0,0,1,1,2,33.3
2276,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,4,0,0,20,25,1,1,32,13,0,2,0,156,48,22,68.6
2277,Xande Silva,pt POR,DL,West Ham,eng Premier League,21,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
2278,Matías Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34.0,6,0,0,22,21,1,3,21,17,0,0,1,111,87,44,66.4
2279,Giovanni Simeone,ar ARG,DL,Fiorentina,it Serie A,23,1995,27.3,2,0,0,47,56,15,20,4,27,1,0,0,85,36,97,27.1
2280,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,0,0,0,4,1,0,0,12,3,0,1,0,16,11,6,64.7
2281,Moses Simon,ng NGA,"DF,CC",Levante,es La Liga,23,1995,8.7,1,0,0,8,6,0,29,12,8,0,1,0,47,3,9,25.0
2282,Unai Simón,es ESP,PO,Athletic Club,es La Liga,21,1997,7.0,2,0,0,1,0,0,0,1,0,0,1,0,5,1,0,100.0
2283,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,3.2,0,0,0,2,0,0,1,6,3,0,0,0,14,8,6,57.1
2284,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,4.5,0,0,0,3,1,0,0,9,5,0,1,1,27,14,9,60.9
2285,Josh Sims,eng ENG,CC,Southampton,eng Premier League,21,1997,2.4,0,0,0,1,5,1,1,1,0,0,0,0,19,1,9,10.0
2286,Giovanni Sio,ci CIV,DL,Montpellier,fr Ligue 1,29,1989,0.7,0,0,0,2,2,1,2,0,0,0,0,0,2,3,4,42.9
2287,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,32.9,5,0,0,30,10,2,11,65,32,0,0,0,221,102,37,73.4
2288,Salvatore Sirigu,it ITA,PO,Torino,it Serie A,31,1987,35.2,1,0,0,1,3,0,0,2,0,0,1,0,43,14,0,100.0
2289,Ibrahima Sissoko,ml MLI,CC,Strasbourg,fr Ligue 1,20,1997,29.6,9,0,0,73,27,0,17,34,41,0,0,0,187,59,48,55.1
2290,Moussa Sissoko,fr FRA,"CC,DL",Tottenham,eng Premier League,28,1989,25.9,2,0,0,24,19,3,27,16,25,0,0,0,208,23,21,52.3
2291,Pione Sisto,dk DEN,"DL,CC",Celta Vigo,es La Liga,23,1995,9.4,0,0,0,8,21,3,27,3,3,0,0,0,54,0,4,0.0
2292,Antonio Sivera,es ESP,PO,Alavés,es La Liga,21,1996,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0
2293,Ellyes Skhiri,tn TUN,CC,Montpellier,fr Ligue 1,23,1995,34.3,5,0,0,40,34,0,6,60,58,0,0,0,235,40,30,57.1
2294,Oliver Skipp,eng ENG,CC,Tottenham,eng Premier League,17,2000,2.4,0,0,0,4,3,0,0,1,3,0,0,0,13,10,4,71.4
2295,Łukasz Skorupski,pl POL,PO,Bologna,it Serie A,27,1991,38.0,1,0,0,0,1,0,0,3,0,0,0,0,30,16,0,100.0
2296,Milan Škriniar,sk SVK,DF,Inter,it Serie A,23,1995,35.0,4,0,0,41,27,1,1,27,37,1,1,1,250,69,64,51.9
2297,Steven Skrzybski,de GER,"DL,CC",Schalke 04,de Bundesliga,25,1992,7.4,1,0,0,9,9,5,3,3,3,0,0,0,26,2,18,10.0
2298,Petar Škuletić,rs SRB,DL,Montpellier,fr Ligue 1,28,1990,6.7,0,0,0,16,7,4,3,3,5,1,0,0,21,47,27,63.5
2299,Callum Slattery,eng ENG,CC,Southampton,eng Premier League,19,1999,1.2,0,0,0,4,3,0,1,2,3,0,0,0,7,3,8,27.3
2300,Naïm Sliti,tn TUN,"CC,DL",Dijon,fr Ligue 1,26,1992,25.4,2,0,0,31,69,9,139,11,33,1,0,0,120,8,31,20.5
2301,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,23.6,1,0,0,22,8,2,0,26,17,0,1,1,81,101,56,64.3
2302,Adam Smith,eng ENG,"DF,CC",Bournemouth,eng Premier League,27,1991,23.0,5,1,0,18,43,0,22,31,32,0,1,0,106,28,30,48.3
2303,Emile Smith Rowe,eng ENG,CC,RB Leipzig,de Bundesliga,18,2000,0.3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0.0
2304,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,12.7,2,1,0,10,6,0,24,18,13,0,0,0,65,14,14,50.0
2305,Robert Snodgrass,sct SCO,CC,West Ham,eng Premier League,30,1987,24.7,10,0,0,36,49,3,170,11,27,0,1,0,133,25,35,41.7
4613,Cédric Soares,pt POR,DF,Southampton,eng Premier League,26,1991,19.5,4,0,0,11,10,1,91,24,22,0,0,0,96,26,28,103.9
2308,Ramadan Sobhi,eg EGY,"DL,CC",Huddersfield,eng Premier League,21,1997,0.9,0,0,0,0,1,0,3,1,1,0,0,0,8,3,1,75.0
2309,Marcel Sobottka,de GER,CC,Düsseldorf,de Bundesliga,24,1994,10.5,3,0,0,26,13,0,1,24,20,0,0,0,55,22,28,44.0
4621,Rubén Sobrino,es ESP,"DL,CC",Alavés,es La Liga,26,1992,12.799999999999999,3,0,0,34,16,4,8,3,14,0,0,0,34,29,56,73.6
2312,Danilo Soddimo,it ITA,"CC,DL",Frosinone,it Serie A,30,1987,2.8,2,0,0,9,4,0,15,7,9,0,0,0,18,6,3,66.7
2313,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1.0,0,0,0,1,2,0,4,1,3,0,0,0,12,0,1,0.0
2314,Dominic Solanke,eng ENG,"DL,CC",Bournemouth,eng Premier League,20,1997,3.9,0,0,0,2,9,1,1,2,3,0,0,0,17,15,24,38.5
2315,Andrés Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,0.5,0,0,0,0,1,0,0,0,3,0,0,0,4,1,0,100.0
2316,Carlos Soler,es ESP,CC,Valencia,es La Liga,21,1997,27.3,9,0,0,52,50,1,67,19,28,1,1,1,149,23,28,45.1
2317,Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.7,1,0,0,2,0,0,0,0,0,0,0,0,4,1,0,100.0
2318,Yann Sommer,ch SUI,PO,M'Gladbach,de Bundesliga,29,1988,34.0,1,0,0,1,3,0,0,1,2,0,1,0,86,10,1,90.9
2319,Kévin Soni,cm CMR,"DL,DF",Girona,es La Liga,20,1998,0.9,1,0,0,6,2,0,2,1,2,0,0,0,7,2,2,50.0
2320,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,29.4,2,0,0,26,27,1,1,34,20,0,0,0,162,55,54,50.5
2321,Oliver Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,17.6,6,1,1,11,28,0,19,46,28,0,0,0,104,10,24,29.4
2322,David Soria,es ESP,PO,Getafe,es La Liga,25,1993,37.0,0,0,0,0,2,0,0,1,0,0,0,0,33,10,2,83.3
2323,Juan Soriano,es ESP,PO,Sevilla,es La Liga,20,1997,4.0,2,1,1,0,1,0,0,1,0,0,0,0,7,3,0,100.0
4649,Roberto Soriano,it ITA,CC,Torino,it Serie A,27,1991,21.7,6,0,0,41,27,4,32,9,23,1,0,0,97,32,38,84.3
2326,Stefano Sorrentino,it ITA,PO,Chievo,it Serie A,39,1979,31.0,2,0,0,0,4,0,0,3,1,0,0,0,21,2,0,100.0
2327,Borna Sosa,hr CRO,"DF,CC",Stuttgart,de Bundesliga,20,1998,6.8,3,0,0,14,6,0,38,6,7,0,0,0,39,11,18,37.9
2328,Sebastian Soto,us USA,"CC,DL",Hannover 96,de Bundesliga,18,2000,0.3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0
2329,Riccardo Sottil,it ITA,"DL,CC",Fiorentina,it Serie A,19,1999,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
2330,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0
2331,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,19.1,6,1,1,26,20,0,0,21,11,0,0,0,119,39,26,60.0
2332,Boubakary Soumaré,fr FRA,CC,Lille,fr Ligue 1,19,1999,6.3,2,0,0,6,7,0,0,7,15,0,0,0,42,6,9,40.0
2333,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,22,1996,4.1,1,0,0,9,2,0,2,7,2,0,1,0,20,16,6,72.7
2334,Julián Speroni,ar ARG,PO,Crystal Palace,eng Premier League,39,1979,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
2335,Leonardo Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,6.7,0,0,0,3,1,1,29,3,4,0,0,0,34,11,4,73.3
2336,Nicolás Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,6.0,2,0,0,8,4,0,0,7,6,0,1,1,17,9,4,69.2
2337,Marco Sportiello,it ITA,PO,Frosinone,it Serie A,26,1992,35.0,5,0,0,0,4,0,0,0,0,0,0,0,40,6,2,75.0
2338,Mattia Sprocati,it ITA,"DL,CC",Parma,it Serie A,25,1993,7.2,0,0,0,5,22,0,20,7,4,0,0,0,32,2,10,16.7
2339,Bassem Srarfi,tn TUN,"DL,CC",Nice,fr Ligue 1,21,1997,9.1,2,0,0,14,21,4,20,5,11,0,0,0,43,8,12,40.0
2340,Darijo Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,23.2,5,1,0,23,72,0,159,18,16,0,1,0,100,29,28,50.9
2341,Kostas Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,10.2,1,0,0,7,10,0,32,15,14,0,0,0,68,7,11,38.9
2342,Benjamin Stambouli,fr FRA,"DF,CC",Schalke 04,de Bundesliga,27,1990,19.6,3,0,0,23,15,1,4,32,31,0,0,0,132,18,21,46.2
2343,Jozo Stanić,hr CRO,CC,Augsburg,de Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2344,Junior Stanislas,eng ENG,"CC,DL",Bournemouth,eng Premier League,28,1989,11.5,1,0,0,6,10,3,37,2,6,0,0,0,52,10,13,43.5
2345,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,20.8,5,0,0,20,22,0,3,37,19,0,1,1,76,55,33,62.5
2346,Timo Stavitski,fi FIN,"CC,DL",Caen,fr Ligue 1,19,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2347,Renato Steffen,ch SUI,"DL,CC",Wolfsburg,de Bundesliga,26,1991,16.7,4,0,0,19,28,3,30,16,17,0,1,0,89,18,27,40.0
2348,Marc Stendera,de GER,CC,Eint Frankfurt,de Bundesliga,22,1995,1.2,0,0,0,2,0,0,0,0,1,0,0,0,15,0,2,0.0
2349,Pascal Stenzel,de GER,"DF,CC",Freiburg,de Bundesliga,22,1996,16.1,5,1,1,20,10,0,28,30,26,0,2,0,108,23,17,57.5
2350,Dale Stephens,eng ENG,CC,Brighton,eng Premier League,29,1989,27.6,6,1,0,44,10,0,2,46,57,0,0,0,199,26,22,54.2
2351,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,18.9,4,0,0,11,7,0,2,37,13,0,1,0,118,55,42,56.7
2352,Mariusz Stępiński,pl POL,DL,Chievo,it Serie A,23,1995,27.5,5,0,0,60,55,23,17,5,13,1,0,0,66,47,123,27.6
2353,Raheem Sterling,eng ENG,DL,Manchester City,eng Premier League,23,1994,30.8,3,0,0,40,44,13,75,17,16,2,0,0,114,15,28,34.9
2354,Lars Stindl,de GER,"DL,CC",M'Gladbach,de Bundesliga,29,1988,16.8,3,0,0,18,30,7,9,14,14,1,0,0,61,19,21,47.5
2355,Kevin Stöger,at AUT,CC,Düsseldorf,de Bundesliga,24,1993,23.5,8,0,0,48,60,1,85,31,35,0,0,0,193,4,11,26.7
2356,John Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,19.6,1,0,0,6,7,1,2,14,11,0,0,0,114,59,30,66.3
2357,Thomas Strakosha,al ALB,PO,Lazio,it Serie A,23,1995,35.0,4,0,0,0,5,0,0,1,1,0,0,0,63,9,0,100.0
2358,Tobias Strobl,de GER,"CC,DF",M'Gladbach,de Bundesliga,28,1990,25.5,4,0,0,26,24,1,0,29,17,0,0,0,117,38,38,50.0
4719,Kevin Strootman,nl NED,CC,Roma,it Serie A,28,1990,22.6,7,0,0,36,9,2,24,26,42,0,1,0,125,42,40,117.30000000000001
2361,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,27,1991,35.9,6,0,0,14,14,3,79,26,20,0,0,0,167,29,31,48.3
2362,Cristhian Stuani,uy URU,DL,Girona,es La Liga,31,1986,30.3,9,0,0,89,74,24,3,4,13,2,0,0,60,114,112,50.4
2363,Leo Štulac,si SVN,CC,Parma,it Serie A,23,1994,16.1,3,1,0,12,29,1,53,34,13,0,0,0,79,11,13,45.8
2364,Stefano Sturaro,it ITA,"CC,DL",Genoa,it Serie A,25,1993,2.4,0,1,0,4,6,0,7,3,3,0,0,0,13,1,7,12.5
2365,Daniel Sturridge,eng ENG,"DL,CC",Liverpool,eng Premier League,28,1989,5.7,1,0,0,5,10,4,3,1,3,0,0,0,18,4,18,18.2
2366,Damián Suárez,uy URU,DF,Getafe,es La Liga,30,1988,36.0,13,0,0,57,55,2,188,46,62,0,0,0,246,31,41,43.1
4735,Denis Suárez,es ESP,"CC,DL",Arsenal,eng Premier League,24,1994,1.0,0,0,0,0,2,0,1,1,1,0,0,0,9,1,0,100.0
2369,Leonardo Suárez,ar ARG,"DL,CC",Valladolid,es La Liga,22,1996,5.7,0,0,0,5,9,3,6,1,3,0,0,0,16,2,11,15.4
2370,Luis Suárez,uy URU,DL,Barcelona,es La Liga,31,1987,31.4,5,0,0,31,57,27,21,8,11,3,0,0,69,22,10,68.8
2371,Mario Suárez,es ESP,CC,Rayo Vallecano,es La Liga,31,1987,11.4,5,0,0,21,26,2,3,14,23,0,0,0,92,28,16,63.6
2372,Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,6.1,2,0,0,14,16,1,16,9,11,0,0,0,24,9,6,60.0
2373,Danijel Subašić,hr CRO,PO,Monaco,fr Ligue 1,33,1984,12.6,1,0,0,1,2,0,0,0,0,0,0,0,5,4,0,100.0
2374,Neven Subotić,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,1988,23.9,2,1,0,12,4,0,3,38,23,0,0,0,114,41,18,69.5
2375,Isaac Success,ng NGA,"DL,CC",Watford,eng Premier League,22,1996,11.7,4,0,0,24,48,12,13,2,12,0,0,0,60,31,59,34.4
2376,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29.5,3,0,0,17,6,0,0,40,23,0,0,0,185,81,24,77.1
2377,Ki Sung-yueng,kr KOR,CC,Newcastle Utd,eng Premier League,29,1989,14.5,2,0,0,11,16,0,54,19,10,0,0,0,94,12,13,48.0
2378,Andrew Surman,eng ENG,CC,Bournemouth,eng Premier League,31,1986,16.0,2,0,0,7,6,0,1,10,6,0,0,0,90,19,14,57.6
2379,Sam Surridge,eng ENG,"CC,DL",Bournemouth,eng Premier League,20,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
2380,Markel Susaeta,es ESP,"DL,CC",Athletic Club,es La Liga,30,1987,15.3,4,1,1,12,13,3,105,12,10,0,0,0,70,4,18,18.2
2381,Suso,es ESP,"DL,CC",Milan,it Serie A,24,1993,33.5,9,1,1,31,81,6,229,16,18,0,0,0,129,4,17,19.0
2382,Markus Suttner,at AUT,"DF,CC",Düsseldorf,de Bundesliga,31,1987,5.4,1,0,0,6,1,0,33,8,7,0,0,0,25,7,6,53.8
2383,Mattias Svanberg,se SWE,CC,Bologna,it Serie A,19,1999,13.1,2,0,0,27,33,1,20,11,11,0,0,0,51,9,23,28.1
2384,Sanasi Sy,fr FRA,CC,Amiens,fr Ligue 1,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2385,Seydou Sy,sn SEN,PO,Monaco,fr Ligue 1,22,1995,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
2386,Issiaga Sylla,gn GUI,"DF,CC",Toulouse,fr Ligue 1,24,1994,22.2,5,0,0,35,15,3,48,39,36,0,0,0,137,58,45,56.3
2387,Moussa Sylla,fr FRA,"DL,CC",Monaco,fr Ligue 1,18,1999,8.5,1,0,0,8,13,1,8,2,4,1,0,0,22,16,35,31.4
2388,Eddy Sylvestre,fr FRA,"DL,CC",Nice,fr Ligue 1,18,1999,3.0,0,0,0,4,6,0,1,0,2,0,0,0,16,0,2,0.0
2389,Ádám Szalai,hu HUN,DL,Hoffenheim,de Bundesliga,30,1987,18.1,3,0,0,33,24,10,2,4,13,0,0,0,42,46,52,46.9
2390,Wojciech Szczęsny,pl POL,PO,Juventus,it Serie A,28,1990,28.0,0,0,0,0,1,0,0,1,1,0,0,0,42,2,0,100.0
2391,Alexander Sørloth,no NOR,DL,Crystal Palace,eng Premier League,22,1995,2.1,0,0,0,4,2,0,1,0,1,0,0,0,12,18,8,69.2
2392,Franck Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,1989,2.0,0,0,0,3,2,0,0,6,3,0,1,0,9,5,8,38.5
2393,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,22,1996,32.6,3,0,0,16,13,2,3,45,30,0,2,0,267,74,33,69.2
2394,Flavien Tait,fr FRA,"CC,DL",Angers,fr Ligue 1,25,1993,33.2,2,0,0,34,69,4,199,28,35,2,0,0,189,12,18,40.0
2395,Adrien Tameze,cm CMR,CC,Nice,fr Ligue 1,24,1994,32.7,7,0,0,45,36,0,5,56,44,0,1,0,182,32,39,45.1
2396,Strahinja Tanasijević,rs SRB,"DF,CC",Chievo,it Serie A,21,1997,0.2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0.0
2397,Matt Targett,eng ENG,DF,Southampton,eng Premier League,22,1995,13.2,2,0,0,6,10,1,77,27,19,0,0,0,56,17,21,44.7
2398,Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,22,1996,15.9,3,0,0,15,7,0,8,31,14,0,0,0,61,23,23,50.0
2399,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,25,1992,34.3,8,0,0,35,31,4,5,42,36,0,0,0,134,164,76,68.3
2400,Ciprian Tătărușanu,ro ROU,PO,Nantes,fr Ligue 1,32,1986,26.6,0,0,0,0,2,0,0,2,0,0,0,0,43,5,2,71.4
2401,Júlio Tavares,cv CPV,DL,Dijon,fr Ligue 1,29,1988,31.2,4,0,0,44,42,14,14,13,9,0,0,0,59,231,225,50.7
2402,Júnior Tavares,br BRA,DF,Sampdoria,it Serie A,21,1996,2.0,1,0,0,4,4,0,9,2,1,0,0,0,14,2,1,66.7
2403,Taleb Tawatha,il ISR,"DL,DF",Eint Frankfurt,de Bundesliga,26,1992,1.4,0,0,0,1,2,0,6,0,1,0,0,0,3,2,2,50.0
2404,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,24,1993,36.0,2,0,0,15,48,1,119,40,26,0,0,0,205,70,60,53.8
2405,Malik Tchokounté,fr FRA,"DL,CC",Caen,fr Ligue 1,29,1988,16.4,3,0,0,48,30,11,5,6,13,1,0,0,52,89,82,52.0
2406,Aurélien Tchouaméni,fr FRA,CC,Bordeaux,fr Ligue 1,18,2000,7.8,3,0,0,19,8,1,1,21,12,0,0,0,39,11,17,39.3
2407,Georg Teigl,at AUT,"CC,DL",Augsburg,de Bundesliga,27,1991,3.3,0,0,0,2,3,2,1,7,3,1,0,0,11,1,3,25.0
2408,Cristian Tello,es ESP,"DF,DL",Betis,es La Liga,26,1991,17.5,3,0,0,7,12,5,44,16,20,1,1,0,96,4,8,33.3
2409,Łukasz Teodorczyk,pl POL,DL,Udinese,it Serie A,27,1991,4.4,1,0,0,20,8,4,3,1,2,0,0,0,13,17,29,37.0
2410,Hidde ter Avest,nl NED,"DF,DL",Udinese,it Serie A,21,1997,10.8,0,0,0,4,6,0,22,10,14,0,0,0,42,7,11,38.9
2411,Marc-André ter Stegen,de GER,PO,Barcelona,es La Liga,26,1992,35.0,0,0,0,0,2,0,0,2,0,0,0,0,58,5,0,100.0
4825,Pietro Terracciano,it ITA,PO,Fiorentina,it Serie A,28,1990,10.0,0,0,0,0,1,0,0,1,0,0,0,0,11,1,0,100.0
2414,Marco Terrazzino,de GER,"CC,DL",Freiburg,de Bundesliga,27,1991,5.7,0,0,0,5,9,0,13,3,3,0,0,0,21,3,9,25.0
2415,Martin Terrier,fr FRA,DL,Lyon,fr Ligue 1,21,1997,16.5,2,0,0,13,12,5,16,6,13,0,0,0,60,23,26,46.9
2416,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,22,1995,11.6,1,0,0,19,12,1,47,18,23,0,0,0,68,18,19,48.6
2417,Cedric Teuchert,de GER,"DL,CC",Schalke 04,de Bundesliga,21,1997,1.8,0,0,0,2,2,6,0,1,0,0,0,0,4,0,9,0.0
2418,Florian Thauvin,fr FRA,"DL,CC",Marseille,fr Ligue 1,25,1993,29.0,5,1,0,29,48,8,125,8,23,1,0,0,126,19,30,38.8
4839,Cyril Théréau,fr FRA,"DL,CC",Fiorentina,it Serie A,35,1983,1.8,1,0,0,3,2,0,0,0,1,0,0,0,5,8,14,36.4
2421,Sada Thioub,sn SEN,"CC,DL",Nîmes,fr Ligue 1,23,1995,27.5,3,0,0,39,27,3,87,16,19,1,0,0,136,18,36,33.3
2422,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,30,1988,26.6,4,0,0,27,17,1,0,29,26,2,1,1,107,65,47,58.0
2423,Adrien Thomasson,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,24,1993,27.5,5,1,1,24,41,6,64,18,27,0,1,0,166,14,45,23.7
2424,Erik Thommy,de GER,"CC,DL",Stuttgart,de Bundesliga,23,1994,8.8,3,1,1,8,17,5,44,14,3,0,0,0,52,7,13,35.0
2425,Marcus Thuram,fr FRA,"DL,CC",Guingamp,fr Ligue 1,20,1997,28.6,4,2,0,44,45,7,44,10,28,2,1,0,134,110,93,54.2
4853,Youri Tielemans,be BEL,CC,Leicester City,eng Premier League,21,1997,30.799999999999997,7,0,0,32,46,0,71,23,32,0,0,0,203,37,26,114.0
