RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019
1473,Pablo Maffeo,es ESP,"DF,CC",Stuttgart,de Bundesliga,21,1997,6.6,1,0,0,4,12,0,23,13,13,0,0,0,34,8,18,30.8
1474,Francesco Magnanelli,it ITA,CC,Sassuolo,it Serie A,33,1984,20.7,4,1,1,37,39,0,2,24,33,0,2,0,142,16,22,42.1
1475,Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,16.8,2,0,0,20,11,0,0,16,9,0,0,0,59,29,21,58.0
1476,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,28.8,6,1,0,20,16,4,1,36,17,0,0,0,195,118,33,78.1
1477,Riyad Mahrez,dz ALG,"DL,CC",Manchester City,eng Premier League,27,1991,14.9,0,0,0,10,15,9,73,9,7,0,0,0,83,19,24,44.2
1478,Thiago Maia,br BRA,CC,Lille,fr Ligue 1,21,1997,11.3,4,0,0,18,14,0,2,23,19,0,0,0,92,14,18,43.8
1479,Raffaele Maiello,it ITA,CC,Frosinone,it Serie A,27,1991,22.7,4,0,0,11,39,0,29,30,27,0,0,0,183,11,13,45.8
1480,Arne Maier,de GER,CC,Hertha BSC,de Bundesliga,19,1999,22.9,2,0,0,17,14,0,9,28,16,0,1,0,148,20,21,48.8
1481,Domenico Maietta,it ITA,DF,Empoli,it Serie A,35,1982,19.0,5,0,0,18,4,1,7,24,15,0,2,0,106,30,18,62.5
1482,Mike Maignan,fr FRA,PO,Lille,fr Ligue 1,23,1995,38.0,1,0,0,0,10,0,0,0,0,0,0,0,44,9,0,100.0
1483,Linton Maina,de GER,"DL,CC",Hannover 96,de Bundesliga,19,1999,15.7,0,0,0,9,15,1,26,14,14,0,0,0,92,3,18,14.3
1484,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,11.0,2,1,1,8,12,1,18,19,22,0,0,0,59,6,12,33.3
1485,Josh Maja,ng NGA,DL,Bordeaux,fr Ligue 1,19,1998,2.2,1,0,0,3,2,0,1,0,1,0,0,0,10,4,3,57.1
1486,Abdul Majeed Waris,gh GHA,"DL,CC",Nantes,fr Ligue 1,26,1991,25.0,3,0,0,17,73,11,40,7,13,3,0,0,107,13,35,27.1
1487,Jean-Victor Makengo,fr FRA,"CC,DL",Nice,fr Ligue 1,20,1998,11.4,3,0,0,12,13,0,5,9,8,0,0,0,51,5,24,17.2
1488,Nemanja Maksimović,rs SRB,CC,Getafe,es La Liga,23,1995,35.7,4,0,0,19,11,1,4,71,45,0,1,0,166,83,80,50.9
1489,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,26,1991,15.3,4,0,0,11,17,2,0,28,13,0,0,0,77,25,34,42.4
1490,Malcom,br BRA,"DL,CC",Barcelona,es La Liga,21,1997,6.8,0,0,0,5,9,8,16,1,2,0,0,0,24,4,11,26.7
1491,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,20.1,3,0,0,24,22,3,97,44,31,0,0,0,129,18,30,37.5
1492,Yunus Mallı,tr TUR,"CC,DL",Wolfsburg,de Bundesliga,26,1992,7.8,0,0,0,7,7,2,23,4,7,0,0,0,34,6,12,33.3
1493,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,34.4,11,0,0,51,27,9,177,50,41,0,1,0,169,60,56,51.7
1494,Antonio Mance,hr CRO,DL,Nantes,fr Ligue 1,22,1995,0.6,1,0,0,3,0,0,1,0,1,0,0,0,1,1,4,20.0
1495,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31.0,2,0,0,29,34,0,59,44,65,0,0,1,199,18,20,47.4
1496,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,25.0,5,0,0,36,14,2,3,48,30,0,1,0,140,71,43,62.3
1497,Steve Mandanda,fr FRA,PO,Marseille,fr Ligue 1,33,1985,30.4,1,1,0,3,2,0,0,1,0,0,2,0,31,8,1,88.9
1498,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,1.1,0,0,0,5,2,0,4,1,2,0,0,0,6,2,0,100.0
1499,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,26,1991,34.0,10,0,0,56,22,1,19,41,34,0,0,0,143,53,38,58.2
1500,Rolando Mandragora,it ITA,CC,Udinese,it Serie A,21,1997,32.4,8,1,0,46,40,1,49,43,35,0,0,0,154,49,45,52.1
1501,Mario Mandžukić,hr CRO,DL,Juventus,it Serie A,32,1986,22.4,4,0,0,35,34,8,20,13,25,1,0,0,62,67,53,55.8
1502,Sadio Mané,sn SEN,DL,Liverpool,eng Premier League,26,1992,34.2,2,0,0,34,64,25,39,15,29,1,0,0,152,35,74,32.1
1503,Thomas Mangani,fr FRA,CC,Angers,fr Ligue 1,31,1987,17.8,2,1,0,13,10,0,83,23,27,0,1,0,121,12,30,28.6
1504,Kostas Manolas,gr GRE,DF,Roma,it Serie A,27,1991,25.8,6,0,0,30,20,1,1,50,24,0,0,0,136,64,30,68.1
1505,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,24,1994,12.2,2,0,0,13,8,1,28,17,19,0,0,0,59,19,20,48.7
1506,Martín Mantovani,ar ARG,DF,Huesca,es La Liga,34,1984,7.8,2,0,0,12,16,0,0,22,9,0,2,1,23,30,13,69.8
1507,Juan Manuel Valencia,co COL,DL,Bologna,it Serie A,20,1998,0.3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.0
1508,Harrison Manzala,cd COD,"CC,DL",Angers,fr Ligue 1,24,1994,0.8,0,0,0,1,3,1,4,0,2,0,0,0,5,2,3,40.0
1509,Fran Manzanara,es ESP,"DF,CC",Levante,es La Liga,21,1996,1.7,0,0,0,1,1,0,0,1,5,0,0,0,5,5,4,55.6
1510,Myziane Maolida,km COM,DL,Nice,fr Ligue 1,19,1999,10.6,2,0,0,5,7,3,7,1,8,0,0,0,41,9,19,32.1
1511,Faitout Maouassa,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,23.7,2,1,1,12,25,0,79,23,30,0,0,0,109,20,12,62.5
1512,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,29,1989,9.8,2,0,0,9,9,0,9,30,16,0,0,0,72,34,26,56.7
1513,Iván Marcano,es ESP,DF,Roma,it Serie A,31,1987,9.0,0,0,0,10,4,0,14,24,4,0,0,0,51,28,13,68.3
3029,Marcelo,br BRA,DF,Real Madrid,es La Liga,30,1988,52.6,12,0,0,52,30,5,75,79,52,0,0,1,332,178,66,104.2
1516,Solly March,eng ENG,"DL,CC",Brighton,eng Premier League,24,1994,27.4,1,0,0,29,30,6,152,27,24,1,0,0,140,17,61,21.8
1517,Federico Marchetti,it ITA,PO,Genoa,it Serie A,35,1983,4.0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0
1518,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31.0,9,0,0,38,25,0,11,36,23,0,1,0,136,61,29,67.8
1519,Óscar de Marcos,es ESP,"DF,DL",Athletic Club,es La Liga,29,1989,26.9,7,2,1,39,11,9,78,27,32,0,0,0,117,37,33,52.9
1520,Georg Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,22.9,2,0,0,10,14,1,3,26,24,1,0,0,94,59,34,63.4
1521,Miguel Marí,es ESP,CC,Eibar,es La Liga,21,1997,0.8,0,0,0,1,1,0,0,1,0,0,0,0,5,1,2,33.3
1522,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,19.7,5,0,0,8,18,0,0,44,15,0,1,0,92,55,25,68.8
3047,Mariano,do DOM,DL,Real Madrid,es La Liga,24,1993,6.6,2,0,0,8,5,14,1,1,1,0,0,0,3,13,12,147.8
1525,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,21.4,3,0,0,19,4,1,1,26,22,0,0,0,77,61,55,52.6
1526,Jordan Marié,fr FRA,CC,Dijon,fr Ligue 1,26,1991,20.0,4,0,0,20,14,0,20,40,28,0,0,0,123,20,29,40.8
1527,Adrián Marín,es ESP,"DF,CC",Alavés,es La Liga,21,1997,3.2,2,0,0,11,3,0,2,7,8,0,0,0,15,4,2,66.7
1528,João Mário,pt POR,"CC,DL",Inter,it Serie A,25,1993,12.0,2,0,0,13,23,0,33,6,16,0,0,0,78,5,6,45.5
1529,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,24,1994,22.3,5,0,0,16,9,1,0,40,26,0,1,0,89,95,37,72.0
1530,Lazar Marković,rs SRB,CC,Fulham,eng Premier League,24,1994,0.5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0
1531,Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,16.8,4,1,1,19,8,0,7,24,18,0,0,0,82,21,29,42.0
1532,Marquinhos,br BRA,"DF,CC",Paris S-G,fr Ligue 1,24,1994,29.9,2,1,0,29,10,1,1,44,41,0,1,0,217,68,39,63.6
1533,Roger Martí,es ESP,DL,Levante,es La Liga,27,1991,21.0,5,0,0,38,32,8,17,4,6,1,0,0,48,21,53,28.4
1534,Anthony Martial,fr FRA,DL,Manchester Utd,eng Premier League,22,1995,18.0,2,0,0,14,28,6,34,3,7,2,0,0,67,18,18,50.0
1535,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,21,1997,32.0,3,0,0,29,28,6,235,38,30,1,0,0,166,23,36,39.0
1536,Jonas Martin,fr FRA,CC,Strasbourg,fr Ligue 1,28,1990,22.9,9,0,0,35,23,0,20,30,28,0,1,0,158,17,19,47.2
1537,Marvin Martin,fr FRA,CC,Reims,fr Ligue 1,30,1988,6.9,1,0,0,6,15,1,23,2,1,0,0,0,30,2,14,12.5
1538,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,27,1991,32.2,12,0,0,38,55,0,16,69,26,2,2,0,183,91,69,56.9
1539,Javi Martínez,es ESP,CC,Bayern Munich,de Bundesliga,29,1988,14.5,3,0,0,12,13,0,4,31,15,0,0,0,95,51,36,58.6
1540,Lautaro Martínez,ar ARG,"DL,CC",Inter,it Serie A,20,1997,14.9,4,0,0,27,42,3,12,3,5,0,0,0,40,33,49,40.2
1541,Pablo Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,31.3,7,0,0,30,47,0,13,52,34,1,1,0,170,66,44,60.0
3085,Gelson Martins,pt POR,"DL,CC",Atlético Madrid,es La Liga,23,1995,17.9,1,0,0,17,32,3,61,9,15,0,0,0,86,9,28,45.099999999999994
1544,Adam Marušić,me MNE,DF,Lazio,it Serie A,25,1992,23.5,2,1,0,31,18,2,56,24,15,0,1,0,111,31,26,54.4
1545,Omar Mascarell,es ESP,CC,Schalke 04,de Bundesliga,25,1993,11.0,2,0,0,13,4,0,1,23,10,0,0,0,65,12,11,52.2
1546,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,20.4,5,0,0,15,18,2,4,44,14,1,1,1,137,34,18,65.4
1547,Adam Masina,ma MAR,DF,Watford,eng Premier League,24,1994,11.2,5,0,0,17,10,1,31,17,17,0,0,0,52,22,15,59.5
1548,Jordi Masip,es ESP,PO,Valladolid,es La Liga,29,1989,35.0,1,0,0,0,1,0,0,1,1,0,0,0,38,4,2,66.7
1549,Han-Noah Massengo,fr FRA,CC,Monaco,fr Ligue 1,17,2001,0.7,0,0,0,0,1,0,0,2,2,0,0,0,2,1,0,100.0
1550,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,19.5,2,0,0,16,5,0,37,36,25,0,0,0,146,21,20,51.2
1551,Jaime Mata,es ESP,"DL,CC",Getafe,es La Liga,29,1988,27.0,10,0,0,79,52,30,55,17,21,0,0,0,100,96,109,46.8
1552,Juan Mata,es ESP,"DL,CC",Manchester Utd,eng Premier League,30,1988,14.3,3,0,0,10,9,8,67,6,4,2,0,0,71,2,6,25.0
1553,Luca Matarese,it ITA,DL,Frosinone,it Serie A,20,1998,0.2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0
1554,Jean-Philippe Mateta,fr FRA,DL,Mainz 05,de Bundesliga,21,1997,27.6,2,0,0,32,31,36,28,3,9,1,0,0,50,107,97,52.5
1555,Christian Mathenia,de GER,PO,Nürnberg,de Bundesliga,26,1992,21.5,2,0,0,0,5,0,0,1,0,0,0,0,16,13,1,92.9
1556,Nemanja Matić,rs SRB,CC,Manchester Utd,eng Premier League,29,1988,27.1,7,1,1,27,20,1,9,31,30,0,0,0,207,54,32,62.8
1557,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,17.1,3,0,0,12,17,0,0,32,26,0,0,0,95,65,28,69.9
1558,Rabbi Matondo,wls WAL,"DL,CC",Schalke 04,de Bundesliga,17,2000,2.1,0,0,0,3,0,0,4,0,1,0,0,0,6,0,7,0.0
1559,Alessandro Matri,it ITA,DL,Sassuolo,it Serie A,33,1984,6.7,3,0,0,6,5,10,4,4,1,0,0,0,19,7,22,24.1
1560,Federico Mattiello,it ITA,"DF,DL",Bologna,it Serie A,23,1995,14.8,2,1,0,16,12,1,71,20,20,0,0,0,69,16,27,37.2
1561,Blaise Matuidi,fr FRA,CC,Juventus,it Serie A,31,1987,26.9,5,0,0,34,25,7,34,26,33,0,0,0,141,24,36,40.0
1562,José Mauri,it ITA,CC,Milan,it Serie A,22,1996,2.3,0,0,0,5,4,0,0,5,4,0,0,0,13,2,4,33.3
1563,Stephy Mavididi,eng ENG,DL,Juventus,it Serie A,20,1998,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
1564,Konstantinos Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,1.6,1,0,0,2,0,0,0,7,0,0,0,0,5,2,3,40.0
1565,Alfie Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,12.6,2,0,0,6,5,0,3,19,7,0,0,0,64,32,21,60.4
1566,Philipp Max,de GER,"DF,CC",Augsburg,de Bundesliga,24,1993,28.5,1,0,0,13,20,1,202,22,24,0,0,0,120,23,38,37.7
1567,Alexandru Maxim,ro ROU,"CC,DL",Mainz 05,de Bundesliga,28,1990,6.4,3,0,0,9,7,3,36,5,10,0,0,0,30,3,8,27.3
1568,Eric Maxim Choupo-Moting,cm CMR,DL,Paris S-G,fr Ligue 1,29,1989,8.9,0,0,0,16,6,11,7,3,4,0,0,0,29,11,19,36.7
1569,Borja Mayoral,es ESP,DL,Levante,es La Liga,21,1997,18.0,1,0,0,16,33,16,5,5,4,0,0,0,64,21,45,31.8
1570,Róbert Mazáň,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1.0,0,0,0,2,0,0,4,3,3,0,0,0,1,2,1,66.7
1571,Luca Mazzitelli,it ITA,CC,Genoa,it Serie A,22,1995,3.6,3,0,0,13,5,0,7,6,2,0,0,0,34,10,12,45.5
1572,Kylian Mbappé,fr FRA,DL,Paris S-G,fr Ligue 1,19,1998,26.0,5,1,0,19,44,30,25,5,4,4,0,0,44,1,7,12.5
1573,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,23,1994,22.3,6,0,0,35,22,1,14,19,32,0,0,0,113,36,45,44.4
1574,Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,17,2001,2.0,0,0,0,1,0,0,0,3,0,0,0,0,11,7,5,58.3
1575,Nolan Mbemba,cg CGO,"CC,DF",Reims,fr Ligue 1,23,1995,4.0,0,0,0,3,5,0,4,10,8,0,0,0,22,8,5,61.5
1576,Adama Mbengue,sn SEN,DF,Caen,fr Ligue 1,24,1993,8.2,3,0,0,21,8,0,28,7,32,0,1,0,70,5,11,31.3
1577,Isaac Mbenza,be BEL,"DL,CC",Huddersfield,eng Premier League,22,1996,11.0,1,0,0,8,5,5,34,5,9,0,0,0,52,2,10,16.7
1578,Stéphane Mbia,cm CMR,"DF,CC",Toulouse,fr Ligue 1,32,1986,5.0,1,0,0,5,8,0,0,7,0,0,0,0,20,10,9,52.6
1579,Kara Mbodji,sn SEN,DF,Nantes,fr Ligue 1,28,1989,5.6,0,0,0,2,6,0,3,6,10,0,0,0,33,16,8,66.7
1580,Jordi Mboula,es ESP,"DL,CC",Monaco,fr Ligue 1,19,1999,3.1,1,0,0,6,4,0,28,1,0,0,0,0,12,2,4,33.3
1581,James McArthur,sct SCO,CC,Crystal Palace,eng Premier League,30,1987,34.0,7,0,0,61,39,2,15,39,51,0,1,0,216,47,56,45.6
1582,Alex McCarthy,eng ENG,PO,Southampton,eng Premier League,28,1989,25.0,1,0,0,0,3,0,0,0,0,0,0,0,23,16,0,100.0
1583,James McCarthy,ie IRL,CC,Everton,eng Premier League,27,1990,0.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0
1584,Kevin McDonald,sct SCO,CC,Fulham,eng Premier League,29,1988,9.3,5,1,1,12,6,0,1,9,11,0,0,0,47,19,4,82.6
1585,Levan Mchedlidze,ge GEO,DL,Empoli,it Serie A,28,1990,2.3,1,0,0,5,2,0,0,0,1,0,0,0,4,5,10,33.3
1586,Weston McKennie,us USA,"CC,DL",Schalke 04,de Bundesliga,19,1998,19.4,6,0,0,33,17,3,11,36,14,1,0,0,85,85,52,62.0
1587,Dwight McNeil,eng ENG,CC,Burnley,eng Premier League,18,1999,17.7,2,0,0,15,10,1,117,13,22,0,0,0,102,21,23,47.7
1588,Scott McTominay,sct SCO,"CC,DF",Manchester Utd,eng Premier League,21,1996,9.6,1,0,0,11,16,1,2,15,9,0,0,0,52,34,26,56.7
1589,Iuri Medeiros,pt POR,"CC,DL",Genoa,it Serie A,24,1994,1.2,0,0,0,1,2,0,4,0,2,0,0,0,6,1,1,50.0
1590,Nicky Medja,ch SUI,"DL,CC",Fiorentina,it Serie A,18,2000,0.5,1,0,0,1,0,1,0,0,0,0,0,0,3,1,3,25.0
1591,Álvaro Medrán,es ESP,CC,Rayo Vallecano,es La Liga,24,1994,12.8,8,1,1,25,18,2,52,17,8,0,1,0,93,11,10,52.4
1592,Ben Mee,eng ENG,DF,Burnley,eng Premier League,28,1989,38.0,9,0,0,27,18,0,4,48,24,0,1,2,246,148,102,59.2
1593,Riccardo Meggiorini,it ITA,DL,Chievo,it Serie A,32,1985,17.2,6,0,0,34,55,11,23,8,13,1,0,0,50,90,62,59.2
1594,Admir Mehmedi,ch SUI,"DL,CC",Wolfsburg,de Bundesliga,27,1991,18.8,1,0,0,28,38,17,78,12,28,0,0,0,84,24,39,38.1
1595,Soualiho Meïté,fr FRA,CC,Torino,it Serie A,24,1994,29.5,7,1,0,61,52,1,14,29,21,0,1,0,210,82,107,43.4
1596,Farid El Melali,dz ALG,"CC,DL",Angers,fr Ligue 1,21,1997,3.6,1,0,0,6,7,0,8,5,4,0,0,0,20,1,6,14.3
1597,Óscar Melendo,es ESP,"CC,DL",Espanyol,es La Liga,20,1997,22.2,3,0,0,11,56,0,13,13,8,0,0,0,99,8,35,18.6
1598,Gonzalo Melero,es ESP,CC,Huesca,es La Liga,24,1994,14.9,3,0,0,32,17,1,3,2,23,2,0,0,96,24,22,52.2
1599,Arthur Melo,br BRA,CC,Barcelona,es La Liga,21,1996,15.9,2,0,0,11,40,0,4,9,10,0,0,0,109,3,7,30.0
1600,Memphis,nl NED,"DL,CC",Lyon,fr Ligue 1,24,1994,30.4,5,0,0,36,33,10,200,9,9,0,0,0,108,12,16,42.9
1601,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,27,1990,29.6,7,0,0,45,48,0,10,48,42,1,0,0,156,34,52,39.5
1602,Thiago Mendes,br BRA,CC,Lille,fr Ligue 1,26,1992,34.2,10,0,0,39,66,0,136,68,47,0,2,0,311,24,36,40.0
1603,Brais Méndez,es ESP,"CC,DL",Celta Vigo,es La Liga,21,1997,26.1,5,0,0,38,64,11,108,24,31,1,0,0,133,29,58,33.3
1604,Nathaniel Mendez-Laing,gt GUA,"CC,DL",Cardiff City,eng Premier League,26,1992,10.9,0,0,0,7,3,3,27,13,25,1,0,0,58,23,43,34.8
1605,Stiven Mendoza,co COL,"DL,CC",Amiens,fr Ligue 1,26,1992,20.9,4,0,0,24,45,2,84,17,18,0,0,0,122,8,14,36.4
1606,Alexandre Mendy,gw GNB,DL,Guingamp,fr Ligue 1,24,1994,8.5,2,0,0,14,9,10,3,1,3,0,0,0,14,21,37,36.2
1607,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,24,1994,10.0,1,0,0,12,2,0,51,10,10,0,0,0,65,8,22,26.7
1608,Edouard Mendy,sn SEN,PO,Reims,fr Ligue 1,26,1992,38.0,3,0,0,2,15,0,0,2,0,0,0,0,42,15,0,100.0
1609,Ferland Mendy,fr FRA,DF,Lyon,fr Ligue 1,23,1995,28.1,2,0,0,28,44,0,80,34,28,0,1,0,195,46,36,56.1
1610,Nampalys Mendy,sn SEN,CC,Leicester City,eng Premier League,26,1992,23.2,5,0,0,22,36,0,3,26,18,0,1,0,145,8,15,34.8
1611,Hamza Mendyl,ma MAR,DF,Schalke 04,de Bundesliga,20,1997,6.0,5,0,0,11,6,0,19,8,15,0,0,0,33,3,10,23.1
1612,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,20,1997,9.4,1,0,0,7,4,0,1,14,3,0,0,0,47,31,17,64.6
1613,Gabriel Mercado,ar ARG,DF,Sevilla,es La Liga,31,1987,19.3,10,0,0,32,19,2,5,26,23,1,1,0,80,46,39,54.1
1614,Alex Meret,it ITA,PO,Napoli,it Serie A,21,1997,12.8,0,1,0,2,4,0,0,0,0,0,1,0,21,2,0,100.0
1615,Mehdi Merghem,fr FRA,"DL,CC",Guingamp,fr Ligue 1,21,1997,8.0,3,0,0,11,7,0,26,9,18,0,0,0,49,8,7,53.3
1616,Mikel Merino,es ESP,CC,Real Sociedad,es La Liga,22,1996,22.8,10,1,1,70,37,1,15,29,28,2,0,0,156,83,42,66.4
1617,Sabin Merino,es ESP,"DL,CC",Leganés,es La Liga,26,1992,3.3,0,0,0,4,4,2,2,0,1,0,0,0,7,15,19,44.1
1618,Martín Merquelanz,es ESP,CC,Real Sociedad,es La Liga,23,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1619,Dries Mertens,be BEL,DL,Napoli,it Serie A,31,1987,25.0,1,0,0,32,28,13,75,13,11,0,0,0,66,6,16,27.3
1620,Roque Mesa,es ESP,CC,Sevilla,es La Liga,29,1989,19.4,11,1,1,45,26,2,39,14,27,1,1,0,153,12,20,37.5
1621,Lionel Messi,ar ARG,DL,Barcelona,es La Liga,31,1987,30.1,3,0,0,22,66,17,78,3,7,0,0,0,69,7,10,41.2
1622,Romain Métanire,mg MAD,DF,Reims,fr Ligue 1,28,1990,3.5,1,1,0,6,5,1,1,6,9,0,1,0,22,2,4,33.3
1623,Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,26,1991,17.9,2,0,0,23,4,5,51,19,33,1,0,1,103,34,18,65.4
1624,Mexer,mz MOZ,DF,Rennes,fr Ligue 1,29,1988,27.4,3,0,0,10,10,0,0,30,12,1,1,0,143,60,35,63.2
1625,Max Meyer,de GER,CC,Crystal Palace,eng Premier League,22,1995,15.7,3,0,0,10,18,1,24,15,18,1,0,0,89,4,16,20.0
1626,Matt Miazga,us USA,DF,Nantes,fr Ligue 1,23,1995,8.0,5,0,0,11,4,0,1,12,11,0,2,0,31,46,7,86.8
1627,Míchel,es ESP,CC,Valladolid,es La Liga,30,1988,28.4,9,0,0,43,22,4,136,43,38,0,1,0,228,22,46,32.4
1628,Clément Michelin,fr FRA,DF,Toulouse,fr Ligue 1,21,1997,1.0,0,0,0,1,0,0,1,3,2,0,0,0,3,2,1,66.7
1629,Petar Mićin,rs SRB,CC,Udinese,it Serie A,19,1998,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1630,Miguel,es ESP,DL,Valladolid,es La Liga,18,1999,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,33.3
1631,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,21,1996,12.4,2,1,1,13,19,1,10,21,16,0,0,0,49,17,26,39.5
1632,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,20,1997,33.4,8,1,1,60,19,2,21,48,40,0,0,0,144,107,66,61.8
1633,Arkadiusz Milik,pl POL,DL,Napoli,it Serie A,24,1994,26.6,4,0,0,43,27,16,5,3,9,0,0,0,47,43,67,39.1
1634,Sergej Milinković-Savić,rs SRB,CC,Lazio,it Serie A,23,1995,26.6,7,1,0,60,33,12,35,27,28,0,0,0,187,109,91,54.5
1635,Vanja Milinković-Savić,rs SRB,PO,SPAL,it Serie A,21,1997,1.8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1636,Luka Milivojević,rs SRB,CC,Crystal Palace,eng Premier League,27,1991,38.0,10,0,0,60,37,0,185,72,69,0,0,0,194,54,37,59.3
1637,Pere Milla,es ESP,"CC,DL",Eibar,es La Liga,25,1992,3.8,0,0,0,7,5,2,16,2,6,0,0,0,21,7,14,33.3
1638,Vincenzo Millico,it ITA,CC,Torino,it Serie A,17,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1639,James Milner,eng ENG,"CC,DF",Liverpool,eng Premier League,32,1986,19.9,6,1,1,28,27,0,134,18,23,0,0,0,143,19,28,40.4
1640,Santi Mina,es ESP,DL,Valencia,es La Liga,22,1995,20.6,4,0,0,40,41,13,9,4,10,1,0,0,53,40,73,35.4
1641,Yerry Mina,co COL,DF,Everton,eng Premier League,23,1994,9.9,3,0,0,13,5,1,0,8,7,1,0,0,41,38,26,59.4
1642,Tyrone Mings,eng ENG,DF,Bournemouth,eng Premier League,25,1993,1.6,0,0,0,0,1,0,1,6,3,0,0,0,9,3,3,50.0
1643,Ignasi Miquel,es ESP,DF,Getafe,es La Liga,25,1992,3.5,1,0,0,6,1,0,1,5,0,0,0,0,21,7,7,50.0
1644,Kevin Mirallas,be BEL,"DL,CC",Fiorentina,it Serie A,30,1987,14.4,2,0,0,16,25,4,61,4,7,0,0,0,62,9,15,37.5
1645,Jorge Miramón,es ESP,DF,Huesca,es La Liga,29,1989,27.7,5,0,0,26,13,0,81,44,55,0,0,0,222,30,24,55.6
1646,Miranda,br BRA,DF,Inter,it Serie A,33,1984,12.9,3,0,0,19,9,1,0,14,7,0,2,0,67,23,15,60.5
1647,Antonio Mirante,it ITA,PO,Roma,it Serie A,35,1983,11.0,0,0,0,1,2,0,0,0,0,0,1,0,14,1,1,50.0
1648,Virgil Misidjan,nl NED,"CC,DL",Nürnberg,de Bundesliga,25,1993,17.1,5,0,0,35,54,10,48,9,13,1,0,0,84,17,25,40.5
1649,Simone Missiroli,it ITA,CC,SPAL,it Serie A,32,1986,30.5,9,0,0,30,55,0,14,46,43,0,0,0,191,67,64,51.1
1650,Kostas Mitroglou,gr GRE,DL,Marseille,fr Ligue 1,30,1988,6.4,0,0,0,8,5,5,0,0,0,0,0,0,13,11,14,44.0
1651,Aleksandar Mitrović,rs SRB,DL,Fulham,eng Premier League,23,1994,36.4,7,0,0,61,59,34,6,6,9,1,1,0,83,235,239,49.6
1652,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,28,1990,33.6,8,2,0,18,9,1,0,46,16,0,0,1,125,67,45,59.8
