RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,PJ2018-2019,Mín2018-2019,Mn/PJ2018-2019,% min2018-2019,90 s2018-2019,Titular2018-2019,Mn/arranque2018-2019,Compl2018-2019,Sup2018-2019,Mn/Sust2018-2019,Partidos como sustituto2018-2019,PPP2018-2019,onG2018-2019,onGA2018-2019,+/-2018-2019,+/-902018-2019,Dentro-Fuera2018-2019,onxG2018-2019,onxGA2018-2019,xG+/-2018-2019,xG+/-902018-2019,Dentro-Fuera.12018-2019
2156,Rubén Pardo,es ESP,"CC,DL",Real Sociedad,es La Liga,25.0,1992.0,24,1368.0,57.0,40.0,15.2,16,73.0,3,8,25.0,7,1.25,17.0,19.0,-2.0,-0.13,-0.18,18.4,19.6,-1.2,-0.08,-0.18
2157,Leandro Paredes,ar ARG,CC,Paris S-G,fr Ligue 1,24.0,1994.0,16,1249.0,78.0,36.5,13.9,14,86.0,11,2,22.0,0,1.81,28.0,19.0,9.0,0.65,-1.88,29.5,15.0,14.5,1.05,-0.48
2158,Daniel Parejo,es ESP,CC,Valencia,es La Liga,29.0,1989.0,36,3061.0,85.0,89.5,34.0,35,87.0,32,1,8.0,0,1.67,48.0,31.0,17.0,0.5,0.75,55.9,39.0,16.9,0.5,0.27
2159,Vittorio Parigini,it ITA,"CC,DF",Torino,it Serie A,22.0,1996.0,17,377.0,22.0,11.0,4.2,2,72.0,0,15,16.0,14,1.35,3.0,5.0,-2.0,-0.48,-0.98,4.6,6.4,-1.8,-0.43,-0.45
2160,Marco Parolo,it ITA,CC,Lazio,it Serie A,33.0,1985.0,34,2563.0,75.0,74.9,28.5,28,87.0,24,6,22.0,2,1.53,44.0,36.0,8.0,0.28,0.07,47.7,36.7,11.1,0.39,0.14
2161,Thomas Partey,gh GHA,CC,Atlético Madrid,es La Liga,25.0,1993.0,32,2070.0,65.0,60.5,23.0,22,82.0,16,10,27.0,4,2.03,33.0,21.0,12.0,0.52,-0.41,30.5,28.7,1.9,0.08,-0.15
2162,Mario Pašalić,hr CRO,CC,Atalanta,it Serie A,23.0,1995.0,33,1618.0,49.0,47.3,18.0,17,75.0,7,16,22.0,5,1.97,33.0,22.0,11.0,0.61,-0.39,28.8,18.6,10.2,0.57,-0.47
2163,Manuel Pasqual,it ITA,DF,Empoli,it Serie A,36.0,1982.0,22,1342.0,61.0,39.2,14.9,13,82.0,7,9,30.0,10,1.0,20.0,31.0,-11.0,-0.74,-0.39,19.6,25.0,-5.4,-0.36,-0.11
2164,Bryan Passi,cg CGO,"DF,CC",Montpellier,fr Ligue 1,20.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,Javier Pastore,ar ARG,"CC,DL",Roma,it Serie A,29.0,1989.0,14,597.0,43.0,17.5,6.6,7,65.0,1,7,21.0,14,1.57,10.0,10.0,0.0,0.0,-0.57,13.5,10.1,3.4,0.51,0.23
2166,Callum Paterson,sct SCO,"DL,CC",Cardiff City,eng Premier League,23.0,1994.0,27,1998.0,74.0,58.4,22.2,21,87.0,17,6,27.0,2,1.0,21.0,41.0,-20.0,-0.9,0.05,24.4,34.0,-9.7,-0.43,0.16
2167,Patric,es ESP,DF,Lazio,it Serie A,25.0,1993.0,15,1085.0,72.0,31.7,12.1,12,86.0,9,3,20.0,16,1.53,22.0,12.0,10.0,0.83,0.83,21.4,11.7,9.7,0.8,0.66
2168,Rui Patrício,pt POR,PO,Wolves,eng Premier League,30.0,1988.0,37,3329.0,90.0,97.3,37.0,37,90.0,36,0,0.0,0,1.46,45.0,46.0,-1.0,-0.03,-2.01,49.3,41.5,7.8,0.21,-2.0
2169,Paulinho,br BRA,"DL,CC",Leverkusen,de Bundesliga,18.0,2000.0,15,180.0,12.0,5.9,2.0,0,0.0,0,15,11.0,14,1.33,1.0,6.0,-5.0,-2.5,-3.19,2.8,4.2,-1.3,-0.67,-1.16
2170,Paulino,es ESP,"DL,CC",Alavés,es La Liga,21.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,Gabriel Paulista,br BRA,DF,Valencia,es La Liga,27.0,1990.0,30,2623.0,87.0,76.7,29.1,30,87.0,28,0,0.0,3,1.53,38.0,28.0,10.0,0.34,-0.33,45.1,33.6,11.5,0.39,-0.32
2172,Benjamin Pavard,fr FRA,DF,Stuttgart,de Bundesliga,22.0,1996.0,29,2610.0,90.0,85.3,29.0,29,90.0,29,0,0.0,0,0.86,26.0,57.0,-31.0,-1.07,0.33,31.5,48.9,-17.4,-0.6,-0.06
2173,Jiří Pavlenka,cz CZE,PO,Werder Bremen,de Bundesliga,26.0,1992.0,34,2977.0,88.0,97.3,33.1,34,88.0,32,0,0.0,0,1.56,55.0,47.0,8.0,0.24,-0.84,48.1,54.7,-6.6,-0.2,-0.45
2174,Mateo Pavlović,ba BIH,DF,Angers,fr Ligue 1,28.0,1990.0,30,2490.0,83.0,72.8,27.7,28,86.0,26,2,36.0,3,1.33,28.0,34.0,-6.0,-0.22,-0.31,33.1,35.7,-2.7,-0.1,-0.62
2175,Leonardo Pavoletti,it ITA,DL,Cagliari,it Serie A,29.0,1988.0,32,2734.0,85.0,79.9,30.4,31,87.0,26,1,29.0,2,1.16,30.0,40.0,-10.0,-0.33,0.72,34.9,46.4,-11.5,-0.38,0.74
2176,Dimitri Payet,fr FRA,"CC,DL",Marseille,fr Ligue 1,31.0,1987.0,31,1904.0,61.0,55.7,21.2,23,78.0,8,8,12.0,3,1.68,33.0,31.0,2.0,0.09,-0.26,31.7,25.8,5.9,0.28,0.2
2177,Nehuén Paz,ar ARG,DF,Bologna,it Serie A,25.0,1993.0,2,114.0,57.0,3.3,1.3,1,90.0,1,1,24.0,28,0.0,0.0,2.0,-2.0,-1.58,-1.42,0.3,1.2,-0.9,-0.68,-0.65
2178,Alfonso Pedraza,es ESP,"DF,DL",Villarreal,es La Liga,22.0,1996.0,34,2095.0,62.0,61.3,23.3,22,86.0,17,12,17.0,4,1.09,32.0,41.0,-9.0,-0.39,-0.79,35.4,37.5,-2.1,-0.09,-0.16
2179,Pedro,es ESP,DL,Chelsea,eng Premier League,31.0,1987.0,31,1778.0,57.0,52.0,19.8,21,75.0,9,10,21.0,2,1.94,31.0,19.0,12.0,0.61,-0.05,29.9,18.6,11.4,0.58,-0.02
2180,João Pedro,it ITA,"DL,CC",Cagliari,it Serie A,26.0,1992.0,34,2555.0,75.0,74.7,28.4,30,80.0,11,4,38.0,0,1.09,27.0,44.0,-17.0,-0.6,-0.49,32.7,48.9,-16.2,-0.57,-0.17
2181,Joao Pedro Piai,br BRA,PO,Napoli,it Serie A,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,Adrià Pedrosa,es ESP,DF,Espanyol,es La Liga,20.0,1998.0,12,763.0,64.0,22.3,8.5,8,91.0,8,4,10.0,6,1.58,13.0,9.0,4.0,0.47,0.68,11.2,9.9,1.4,0.16,0.37
2183,Stef Peeters,be BEL,CC,Caen,fr Ligue 1,26.0,1992.0,7,407.0,58.0,11.9,4.5,5,73.0,1,2,21.0,7,0.86,2.0,8.0,-6.0,-1.33,-0.76,2.8,9.0,-6.2,-1.37,-0.57
2184,Jordan Pefok,us USA,DL,Rennes,fr Ligue 1,22.0,1996.0,15,608.0,41.0,17.8,6.8,7,67.0,1,8,17.0,5,1.47,11.0,9.0,2.0,0.3,0.26,11.4,7.5,3.9,0.58,0.45
2185,Gianluca Pegolo,it ITA,PO,Sassuolo,it Serie A,37.0,1981.0,3,203.0,68.0,5.9,2.3,2,90.0,2,1,23.0,34,0.33,2.0,4.0,-2.0,-0.89,-0.75,2.1,3.6,-1.5,-0.67,-0.47
2186,Nikola Pejovic,rs SRB,DF,Empoli,it Serie A,19.0,1998.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,Peter Pekarík,sk SVK,DF,Hertha BSC,de Bundesliga,31.0,1986.0,3,217.0,72.0,7.1,2.4,2,91.0,2,1,36.0,11,0.33,2.0,4.0,-2.0,-0.83,-0.64,2.4,4.4,-2.0,-0.83,-0.56
2188,Pelé,gw GNB,CC,Monaco,fr Ligue 1,26.0,1991.0,8,469.0,59.0,13.7,5.2,4,82.0,2,4,36.0,6,0.88,3.0,12.0,-9.0,-1.73,-1.42,6.4,8.5,-2.1,-0.43,-0.41
2189,Yohann Pelé,fr FRA,PO,Marseille,fr Ligue 1,35.0,1982.0,9,682.0,76.0,19.9,7.6,7,90.0,7,2,26.0,29,1.56,18.0,12.0,6.0,0.79,0.73,11.7,10.1,1.6,0.21,0.03
2190,Lorenzo Peli,it ITA,DL,Atalanta,it Serie A,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,Maxime Pélican,fr FRA,"DL,CC",Nice,fr Ligue 1,20.0,1998.0,2,91.0,46.0,2.7,1.0,1,65.0,0,1,26.0,0,1.5,1.0,1.0,0.0,0.0,0.14,0.9,1.9,-1.0,-0.96,-0.88
2192,Pietro Pellegri,it ITA,"DL,CC",Monaco,fr Ligue 1,17.0,2001.0,3,82.0,27.0,2.4,0.9,0,0.0,0,3,27.0,0,0.0,1.0,2.0,-1.0,-1.1,-0.61,1.1,1.3,-0.2,-0.2,-0.13
2193,Lorenzo Pellegrini,it ITA,CC,Roma,it Serie A,22.0,1996.0,25,1821.0,73.0,53.2,20.2,21,80.0,11,4,37.0,4,1.8,32.0,25.0,7.0,0.35,-0.27,32.9,28.4,4.5,0.22,-0.21
4389,Luca Pellegrini,it ITA,DF,Cagliari,it Serie A,19.0,1999.0,16,1101.0,118.0,32.2,12.200000000000001,13,152.0,9,3,31.0,15,2.92,12.0,19.0,-7.0,-1.6,-1.68,13.7,23.8,-10.100000000000001,-1.81,-1.7799999999999998
4393,Théo Pellenard,fr FRA,DF,Bordeaux,fr Ligue 1,24.0,1994.0,6,495.0,83.0,14.5,5.5,6,83.0,5,0,0.0,7,1.0,6.0,8.0,-2.0,-0.36,-0.27,8.7,5.9,2.8,0.51,0.51
2198,Sergio Pellissier,it ITA,DL,Chievo,it Serie A,39.0,1979.0,19,953.0,50.0,27.9,10.6,12,73.0,5,7,11.0,14,0.84,9.0,14.0,-5.0,-0.47,1.17,12.0,16.3,-4.3,-0.41,0.32
2199,Andy Pelmard,fr FRA,DF,Nice,fr Ligue 1,18.0,2000.0,4,275.0,69.0,8.0,3.1,4,69.0,1,0,0.0,8,1.0,1.0,4.0,-3.0,-0.98,-0.92,2.5,5.0,-2.6,-0.84,-0.8
2200,Lee Peltier,eng ENG,DF,Cardiff City,eng Premier League,31.0,1986.0,20,1544.0,77.0,45.1,17.2,17,88.0,16,3,17.0,11,1.1,17.0,26.0,-9.0,-0.52,0.72,20.5,30.3,-9.8,-0.57,-0.13
2201,Federico Peluso,it ITA,DF,Sassuolo,it Serie A,34.0,1984.0,16,1356.0,85.0,39.6,15.1,14,89.0,13,2,56.0,11,1.0,20.0,26.0,-6.0,-0.4,-0.35,19.5,24.6,-5.1,-0.34,-0.17
2202,Iñaki Peña,es ESP,PO,Barcelona,es La Liga,19.0,1999.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,Rubén Peña,es ESP,DF,Eibar,es La Liga,27.0,1991.0,31,2674.0,86.0,78.2,29.7,30,89.0,29,1,18.0,1,1.35,40.0,41.0,-1.0,-0.03,0.33,47.5,36.7,10.8,0.36,0.59
2204,Adalberto Peñaranda,ve VEN,"DL,CC",Watford,eng Premier League,21.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,Nicolas Pépé,ci CIV,"DL,CC",Lille,fr Ligue 1,23.0,1995.0,38,3324.0,87.0,97.2,36.9,37,89.0,28,1,18.0,0,1.97,66.0,28.0,38.0,1.03,3.84,57.8,39.0,18.9,0.51,1.9
2206,Pepín,gq EQG,CC,Parma,it Serie A,21.0,1996.0,2,77.0,39.0,2.3,0.9,1,52.0,0,1,25.0,15,0.0,1.0,3.0,-2.0,-2.34,-1.85,0.6,0.8,-0.1,-0.17,0.5
2207,Andreas Pereira,br BRA,CC,Manchester Utd,eng Premier League,22.0,1996.0,15,599.0,40.0,17.5,6.7,6,72.0,1,9,19.0,9,1.47,8.0,13.0,-5.0,-0.75,-1.26,8.9,9.6,-0.7,-0.11,-0.47
2208,Matheus Pereira,pt POR,"CC,DL",Nürnberg,de Bundesliga,22.0,1996.0,19,1232.0,65.0,40.3,13.7,16,75.0,8,3,10.0,6,0.63,9.0,18.0,-9.0,-0.66,0.97,15.1,18.8,-3.7,-0.27,0.39
2209,Pedro Pereira,pt POR,"DF,DL",Genoa,it Serie A,20.0,1998.0,26,1384.0,53.0,40.5,15.4,15,81.0,9,11,15.0,12,1.15,13.0,25.0,-12.0,-0.78,-0.52,17.3,23.1,-5.8,-0.38,-0.35
2210,Ricardo Pereira,pt POR,"DF,DL",Leicester City,eng Premier League,24.0,1993.0,35,3123.0,89.0,91.3,34.7,35,89.0,33,0,0.0,3,1.34,46.0,45.0,1.0,0.03,-0.58,47.5,39.4,8.2,0.24,0.07
2211,Antonio Perera,es ESP,CC,Alavés,es La Liga,21.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,Roberto Pereyra,ar ARG,CC,Watford,eng Premier League,27.0,1991.0,33,2815.0,85.0,82.3,31.3,33,85.0,23,0,0.0,0,1.3,42.0,53.0,-11.0,-0.35,-0.95,42.1,47.9,-5.8,-0.19,0.58
2213,Ayoze Pérez,es ESP,"CC,DL",Newcastle Utd,eng Premier League,25.0,1993.0,37,2917.0,79.0,85.3,32.4,34,83.0,19,3,29.0,1,1.22,40.0,35.0,5.0,0.15,2.12,34.8,41.6,-6.8,-0.21,1.16
2214,Carles Pérez,es ESP,DL,Barcelona,es La Liga,20.0,1998.0,1,18.0,18.0,0.5,0.2,0,0.0,0,1,17.0,0,1.0,0.0,0.0,0.0,0.0,-1.43,0.2,0.5,-0.4,-1.99,-2.8
2215,Hernán Pérez,py PAR,"DL,CC",Espanyol,es La Liga,29.0,1989.0,19,795.0,42.0,23.2,8.8,10,66.0,0,9,16.0,4,1.42,8.0,12.0,-4.0,-0.45,-0.52,9.4,13.6,-4.2,-0.47,-0.45
2216,Lucas Pérez,es ESP,"DL,CC",West Ham,eng Premier League,29.0,1988.0,15,475.0,32.0,13.9,5.3,4,56.0,0,11,23.0,9,1.4,11.0,13.0,-2.0,-0.38,-0.35,5.5,8.7,-3.2,-0.6,-0.26
2217,Nehuén Pérez,ar ARG,DF,Atlético Madrid,es La Liga,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,Rubén Pérez,es ESP,CC,Leganés,es La Liga,29.0,1989.0,31,2474.0,80.0,72.3,27.5,27,90.0,25,4,12.0,0,1.26,27.0,31.0,-4.0,-0.15,0.04,30.7,29.2,1.6,0.06,0.26
2219,Samu Pérez,es ESP,PO,Valladolid,es La Liga,21.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,Stipe Perica,hr CRO,DL,Frosinone,it Serie A,23.0,1995.0,7,480.0,69.0,14.0,5.3,6,78.0,3,1,14.0,7,0.14,1.0,11.0,-10.0,-1.87,-0.96,4.5,10.5,-6.0,-1.16,-0.64
2221,Mattia Perin,it ITA,PO,Juventus,it Serie A,25.0,1992.0,9,810.0,90.0,23.7,9.0,9,90.0,9,0,0.0,21,2.11,15.0,8.0,7.0,0.78,-0.36,12.1,8.5,3.7,0.41,-0.33
2222,Samuele Perisan,it ITA,PO,Udinese,it Serie A,20.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,Ivan Perišić,hr CRO,DL,Inter,it Serie A,29.0,1989.0,34,2701.0,79.0,79.0,30.0,30,86.0,22,4,30.0,4,1.76,43.0,30.0,13.0,0.43,-0.94,51.2,31.5,19.6,0.65,-0.09
2224,Diego Perotti,ar ARG,"DL,CC",Roma,it Serie A,30.0,1988.0,13,668.0,51.0,19.5,7.4,6,80.0,3,7,27.0,9,1.38,12.0,13.0,-1.0,-0.13,-0.76,15.3,8.0,7.3,0.99,0.83
2225,Romain Perraud,fr FRA,DF,Nice,fr Ligue 1,20.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,Loïc Perrin,fr FRA,DF,Saint-Étienne,fr Ligue 1,32.0,1985.0,31,2700.0,87.0,78.9,30.0,31,87.0,29,0,0.0,1,1.74,44.0,33.0,11.0,0.37,-0.51,43.3,41.7,1.6,0.05,-0.53
2227,Lucas Perrin,fr FRA,DF,Marseille,fr Ligue 1,19.0,1998.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,Filippo Perucchini,it ITA,PO,Empoli,it Serie A,26.0,1991.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,14,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,Pavao Pervan,at AUT,PO,Wolfsburg,de Bundesliga,30.0,1987.0,9,765.0,85.0,25.0,8.5,8,90.0,8,1,45.0,24,2.0,24.0,12.0,12.0,1.41,1.41,13.3,12.7,0.6,0.07,0.12
2230,Matteo Pessina,it ITA,"CC,DL",Atalanta,it Serie A,21.0,1997.0,12,235.0,20.0,6.9,2.6,1,49.0,0,11,17.0,26,2.08,8.0,6.0,2.0,0.77,-0.05,5.5,3.8,1.7,0.67,-0.16
2231,Andrea Petagna,it ITA,DL,SPAL,it Serie A,23.0,1995.0,36,3031.0,84.0,88.6,33.7,35,86.0,21,1,20.0,1,1.14,42.0,51.0,-9.0,-0.27,0.43,40.6,44.8,-4.2,-0.13,0.6
2232,Nils Petersen,de GER,DL,Freiburg,de Bundesliga,29.0,1988.0,24,1929.0,80.0,63.0,21.4,20,89.0,18,4,39.0,1,1.33,36.0,32.0,4.0,0.19,1.7,26.6,36.6,-10.0,-0.47,0.34
2233,Ondřej Petrák,cz CZE,CC,Nürnberg,de Bundesliga,26.0,1992.0,22,1624.0,74.0,53.1,18.0,18,87.0,14,4,15.0,5,0.59,15.0,35.0,-20.0,-1.11,0.27,20.5,27.8,-7.3,-0.4,0.22
2234,Denis Petrić,rs SRB,PO,Guingamp,fr Ligue 1,30.0,1988.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,Léo Pétrot,fr FRA,DF,Saint-Étienne,fr Ligue 1,21.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,Germán Pezzella,ar ARG,DF,Fiorentina,it Serie A,27.0,1991.0,32,2850.0,89.0,83.3,31.7,32,89.0,30,0,0.0,1,1.09,39.0,38.0,1.0,0.03,-0.13,43.1,35.6,7.4,0.23,-0.65
4475,Giuseppe Pezzella,it ITA,DF,Udinese,it Serie A,20.0,1997.0,9,296.0,68.0,8.7,3.2,3,171.0,2,6,17.0,25,2.95,2.0,6.0,-4.0,-2.9000000000000004,-2.13,3.1,6.6,-3.5,-2.1,-1.54
2239,Salvatore Pezzella,it ITA,CC,Roma,it Serie A,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,Matthias Phaeton,gp GLP,"DL,CC",Guingamp,fr Ligue 1,18.0,2000.0,4,56.0,14.0,1.6,0.6,0,0.0,0,4,14.0,2,0.0,2.0,1.0,1.0,1.61,2.7,1.6,0.1,1.5,2.39,2.78
2241,Maximilian Philipp,de GER,"DL,CC",Dortmund,de Bundesliga,24.0,1994.0,18,758.0,42.0,24.8,8.4,9,71.0,1,9,13.0,5,2.28,19.0,5.0,14.0,1.66,0.76,11.6,9.0,2.5,0.3,-0.44
2242,Lebogang Phiri,za RSA,CC,Guingamp,fr Ligue 1,23.0,1994.0,24,1928.0,80.0,56.4,21.4,23,83.0,18,1,10.0,8,0.79,14.0,36.0,-22.0,-1.03,0.06,22.3,31.8,-9.5,-0.44,-0.24
4487,Krzysztof Piątek,pl POL,DL,Genoa,it Serie A,23.0,1995.0,37,2966.0,160.0,86.7,33.0,34,169.0,24,3,65.0,0,2.94,51.0,44.0,7.0,0.51,0.84,40.3,45.5,-5.1000000000000005,-0.29,-0.56
2245,Pablo Piatti,ar ARG,"DL,CC",Espanyol,es La Liga,29.0,1989.0,20,743.0,37.0,21.7,8.3,6,72.0,2,14,22.0,3,1.35,8.0,12.0,-4.0,-0.48,-0.55,9.4,10.0,-0.7,-0.08,0.06
2246,Lucas Piazon,br BRA,"CC,DL",Chievo,it Serie A,24.0,1994.0,4,84.0,21.0,2.5,0.9,0,0.0,0,4,21.0,12,0.5,0.0,0.0,0.0,0.0,1.35,1.2,1.1,0.1,0.14,0.8
2247,Cristiano Piccini,it ITA,DF,Valencia,es La Liga,25.0,1992.0,23,1868.0,81.0,54.6,20.8,21,86.0,19,2,34.0,3,1.48,30.0,22.0,8.0,0.39,-0.08,34.7,25.0,9.7,0.47,0.0
2248,Roberto Piccoli,it ITA,"DL,CC",Atalanta,it Serie A,17.0,2001.0,2,48.0,24.0,1.4,0.5,0,0.0,0,2,24.0,10,2.0,2.0,0.0,2.0,3.75,2.98,2.3,0.1,2.3,4.26,3.5
2249,Jordan Pickford,eng ENG,PO,Everton,eng Premier League,24.0,1994.0,38,3420.0,90.0,100.0,38.0,38,90.0,38,0,0.0,0,1.42,54.0,46.0,8.0,0.21,0.0,49.7,45.7,4.0,0.1,0.0
2250,Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,29.0,1989.0,11,469.0,43.0,13.7,5.2,4,90.0,4,7,16.0,13,2.36,10.0,9.0,1.0,0.19,-0.85,9.0,6.5,2.6,0.49,0.04
2251,Amos Pieper,de GER,DF,Dortmund,de Bundesliga,20.0,1998.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,Ronaël Pierre-Gabriel,fr FRA,DF,Monaco,fr Ligue 1,20.0,1998.0,4,355.0,89.0,10.4,3.9,4,89.0,3,0,0.0,3,2.25,7.0,2.0,5.0,1.27,1.97,5.9,3.7,2.2,0.55,0.7
2253,Erik Pieters,nl NED,DF,Amiens,fr Ligue 1,29.0,1988.0,15,1261.0,84.0,36.9,14.0,14,90.0,14,1,1.0,1,1.33,12.0,14.0,-2.0,-0.14,0.65,15.5,14.6,0.9,0.07,0.71
2254,Tomás Pina Isla,es ESP,CC,Alavés,es La Liga,30.0,1987.0,28,2340.0,84.0,68.4,26.0,27,86.0,23,1,19.0,1,1.29,26.0,34.0,-8.0,-0.31,-0.06,29.9,37.8,-7.9,-0.3,0.04
2255,Andrea Pinamonti,it ITA,DL,Frosinone,it Serie A,19.0,1999.0,27,1625.0,60.0,47.5,18.1,17,83.0,9,10,21.0,9,0.7,17.0,32.0,-15.0,-0.83,0.42,19.3,29.4,-10.1,-0.56,0.09
2256,Carlo Pinsoglio,it ITA,PO,Juventus,it Serie A,28.0,1990.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,0.0,37,0.0,0.0,2.0,-2.0,-2.0,-3.14,0.5,0.7,-0.3,-0.26,-0.94
2257,Virgile Pinson,fr FRA,CC,Reims,fr Ligue 1,22.0,1996.0,1,5.0,5.0,0.1,0.1,0,0.0,0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.3,0.2,0.1,1.19,1.37
2258,Lenny Pintor,fr FRA,DL,Lyon,fr Ligue 1,17.0,2000.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,3,3.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.0,-0.78
2259,Pipa,es ESP,"DF,CC",Espanyol,es La Liga,20.0,1998.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,31.0,1987.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,0.0,1,2.43,86.0,30.0,56.0,1.6,2.27,71.5,41.0,30.6,0.87,0.9
2261,Felipe Pires,br BRA,"DL,CC",Hoffenheim,de Bundesliga,23.0,1995.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,Facundo Píriz,uy URU,"CC,DL",Montpellier,fr Ligue 1,28.0,1990.0,6,116.0,19.0,3.4,1.3,0,0.0,0,6,19.0,18,1.33,1.0,4.0,-3.0,-2.33,-2.71,0.8,3.0,-2.3,-1.76,-2.05
2263,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,32.0,1986.0,27,2266.0,84.0,66.3,25.2,24,90.0,22,3,38.0,10,0.96,22.0,37.0,-15.0,-0.6,-0.36,28.5,42.1,-13.6,-0.54,-0.04
2264,Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,33.0,1985.0,20,1756.0,88.0,57.4,19.5,20,88.0,17,0,0.0,3,2.2,42.0,23.0,19.0,0.97,-0.27,34.1,23.4,10.7,0.55,-0.2
2265,Claudio Pizarro,pe PER,DL,Werder Bremen,de Bundesliga,39.0,1978.0,26,692.0,27.0,22.6,7.7,3,72.0,0,23,21.0,6,1.5,23.0,12.0,11.0,1.43,1.51,13.1,15.0,-1.9,-0.24,-0.07
2266,Marko Pjaca,hr CRO,"DL,CC",Fiorentina,it Serie A,23.0,1995.0,19,750.0,39.0,21.9,8.3,8,67.0,1,11,19.0,6,1.21,12.0,9.0,3.0,0.36,0.39,12.2,7.1,5.1,0.61,0.34
2267,Miralem Pjanić,ba BIH,CC,Juventus,it Serie A,28.0,1990.0,31,2280.0,74.0,66.7,25.3,27,81.0,15,4,22.0,3,2.42,46.0,17.0,29.0,1.14,0.28,42.9,21.7,21.2,0.84,0.54
2268,Carles Planas,es ESP,DF,Girona,es La Liga,27.0,1991.0,7,419.0,60.0,12.3,4.7,4,70.0,2,3,46.0,5,1.86,5.0,3.0,2.0,0.43,0.97,4.6,8.6,-4.0,-0.86,-0.7
