Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Titular,Titular,Titular,Sup.,Sup.,Sup.,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Unnamed: 30_level_0
57,Paco Alcácer,es ESP,DL,Dortmund,de Bundesliga,25,1993,11,530,48,17.3,5.9,6,78,3,5,13,3,1.64,13,12,+1,+0.17,-1.32,12.1,7.8,+4.3,+0.72,+0.16,Partidos
58,Thiago Alcántara,es ESP,CC,Bayern Munich,de Bundesliga,28,1991,24,1771,74,57.9,19.7,20,85,15,4,17,1,2.17,54,23,+31,+1.58,-1.01,54.2,24.8,+29.4,+1.50,-0.05,Partidos
59,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,28,1991,27,1927,71,56.3,21.4,20,85,16,7,33,3,1.15,17,25,-8,-0.37,-0.19,19.7,30.1,-10.5,-0.49,-0.04,Partidos
60,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,33,2957,90,86.5,32.9,33,90,32,0,,5,1.64,53,39,+14,+0.43,+0.43,40.7,45.3,-4.7,-0.14,+0.18,Partidos
61,Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,22,1916,87,76.0,21.3,21,89,20,1,51,6,0.86,27,42,-15,-0.70,-0.11,23.6,33.1,-9.5,-0.45,-0.09,Partidos
62,Álex Alegría,es ESP,DL,Mallorca,es La Liga,26,1992,6,109,18,3.2,1.2,0,,0,6,18,1,0.67,2,2,0,0.00,+0.68,1.4,2.5,-1.1,-0.91,-0.33,Partidos
63,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,21,1998,4,172,43,5.0,1.9,2,68,1,2,19,6,1.75,5,1,+4,+2.09,+0.87,2.8,0.8,+2.0,+1.03,+0.31,Partidos
64,Carles Aleñá,es ESP,"CC,DL",Betis,es La Liga,21,1998,17,735,43,21.5,8.2,7,75,3,10,21,3,0.88,10,12,-2,-0.24,+0.09,9.8,11.9,-2.1,-0.26,-0.21,Partidos
65,Diego Alende,es ESP,DF,Valladolid,es La Liga,21,1997,0,,,,,0,,0,0,,5,,,,,,,,,,,,Partidos
66,Rúnar Alex Rúnarsson,is ISL,PO,Dijon,fr Ligue 1,24,1995,11,901,82,35.8,10.0,9,90,9,2,45,15,0.64,8,17,-9,-0.90,-0.84,11.1,14.4,-3.2,-0.32,-0.06,Partidos
67,Alexander,ar ARG,CC,Leganés,es La Liga,30,1988,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
68,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,38,3175,84,92.8,35.3,35,88,31,3,26,0,2.61,80,32,+48,+1.36,-0.11,65.7,36.7,+29.0,+0.82,+0.04,Partidos
69,Enrico Alfonso,it ITA,PO,Brescia,it Serie A,31,1988,4,279,70,8.2,3.1,4,70,3,0,,23,0.75,4,4,0,0.00,+1.26,7.0,2.9,+4.1,+1.34,+2.35,Partidos
70,Abdallah Ali Mohamed,km COM,DF,Marseille,fr Ligue 1,20,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
71,Marco Alia,al ALB,PO,Lazio,it Serie A,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
72,Rachid Alioui,ma MAR,DL,Angers,fr Ligue 1,27,1992,28,1563,56,62.0,17.4,17,75,5,11,27,0,1.39,14,21,-7,-0.40,-0.59,16.8,18.2,-1.4,-0.08,-0.30,Partidos
73,Alisson,br BRA,PO,Liverpool,eng Premier League,26,1992,29,2543,88,74.4,28.3,29,88,27,0,,0,2.48,61,23,+38,+1.34,-0.09,50.0,27.3,+22.7,+0.80,-0.06,Partidos
74,Allan,br BRA,CC,Napoli,it Serie A,28,1991,23,1280,56,37.4,14.2,16,75,8,7,11,5,1.52,20,20,0,0.00,-0.46,20.3,17.9,+2.4,+0.17,-0.44,Partidos
75,Thomas Allan,eng ENG,CC,Newcastle Utd,eng Premier League,19,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
76,Dele Alli,eng ENG,"CC,DL",Tottenham,eng Premier League,23,1996,25,1847,74,54.0,20.5,21,84,12,4,19,3,1.40,32,25,+7,+0.34,-0.06,29.5,31.2,-1.7,-0.08,+0.18,Partidos
77,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,25,1994,36,3021,84,88.3,33.6,35,85,21,1,58,1,1.22,35,48,-13,-0.39,+1.19,31.7,57.5,-25.8,-0.77,+0.19,Partidos
78,José Alonso Lara,es ESP,CC,Sevilla,es La Liga,19,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Partidos
79,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,18,1430,79,41.8,15.9,15,87,12,3,41,9,2.22,39,18,+21,+1.32,+1.59,31.8,15.7,+16.1,+1.01,+0.36,Partidos
80,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,30,1989,17,1378,81,54.7,15.3,15,89,14,2,19,6,0.88,11,23,-12,-0.78,-0.94,15.1,19.3,-4.3,-0.28,+0.01,Partidos
81,Altube,es ESP,PO,Real Madrid,es La Liga,19,2000,0,,,,,0,,0,0,,10,,,,,,,,,,,,Partidos
82,Sergio Álvarez,es ESP,"CC,DF",Eibar,es La Liga,27,1992,18,1147,64,33.5,12.7,14,78,8,4,15,9,1.28,14,20,-6,-0.47,-0.04,13.7,18.5,-4.8,-0.37,-0.13,Partidos
83,Sergio Álvarez,es ESP,PO,Celta Vigo,es La Liga,32,1986,2,180,90,5.3,2.0,2,90,2,0,,18,1.25,5,4,+1,+0.50,+0.86,3.0,1.6,+1.4,+0.72,+0.93,Partidos
84,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,32,2810,88,82.2,31.2,32,88,31,0,,4,1.38,36,27,+9,+0.29,+1.17,35.4,38.4,-3.0,-0.10,+0.54,Partidos
85,Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,33,2671,81,78.1,29.7,31,85,27,2,14,0,1.33,39,44,-5,-0.17,-0.65,35.8,52.6,-16.8,-0.57,-0.68,Partidos
86,Steven Alzate,co COL,"CC,DF",Brighton,eng Premier League,20,1998,19,1188,63,34.7,13.2,12,90,10,7,16,3,1.11,19,18,+1,+0.08,+0.72,18.6,18.6,+0.1,0.00,+0.39,Partidos
87,Ibrahim Amadou,fr FRA,"DF,CC",Norwich City,eng Premier League,26,1993,11,759,69,22.2,8.4,8,84,7,3,28,9,0.73,8,20,-12,-1.42,-0.17,9.1,18.6,-9.5,-1.13,-0.45,Partidos
88,Ibrahim Amadou,fr FRA,CC,Leganés,es La Liga,26,1993,10,770,77,22.5,8.6,9,82,5,1,28,5,1.50,6,10,-4,-0.47,+0.11,8.3,8.2,+0.1,+0.01,+0.11,Partidos
89,Romain Amalfitano,fr FRA,CC,Dijon,fr Ligue 1,29,1989,26,1695,65,67.3,18.8,18,83,12,8,24,2,1.04,18,25,-7,-0.37,-0.04,20.8,24.2,-3.4,-0.18,+0.32,Partidos
90,Amath,sn SEN,CC,Getafe,es La Liga,23,1996,7,66,9,1.9,0.7,0,,0,7,9,11,0.57,0,2,-2,-2.73,-2.94,1.4,2.3,-0.9,-1.25,-1.28,Partidos
91,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,26,2164,83,85.9,24.0,24,88,23,2,24,1,2.04,36,22,+14,+0.58,+1.09,32.5,24.5,+8.0,+0.33,+1.23,Partidos
92,Thierry Ambrose,gp GLP,DL,Metz,fr Ligue 1,22,1997,18,548,30,21.7,6.1,4,78,1,14,17,8,1.06,6,10,-4,-0.66,-0.47,8.3,9.0,-0.7,-0.12,+0.36,Partidos
93,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,20,1633,82,64.8,18.1,17,90,17,3,34,0,0.60,20,43,-23,-1.27,+0.05,22.3,31.3,-9.0,-0.50,0.00,Partidos
94,Nadiem Amiri,de GER,"CC,DL",Leverkusen,de Bundesliga,22,1996,30,1857,62,60.7,20.6,22,79,11,8,15,4,1.70,31,25,+6,+0.29,-0.53,30.9,30.8,+0.1,+0.01,-0.57,Partidos
95,Amores,es ESP,CC,Leganés,es La Liga,22,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
96,Ethan Ampadu,wls WAL,DF,RB Leipzig,de Bundesliga,18,2000,3,81,27,2.6,0.9,0,,0,3,27,17,3.00,3,1,+2,+2.22,+0.95,1.6,0.5,+1.1,+1.22,+0.27,Partidos
97,Opoku Ampomah,gh GHA,"DL,CC",Düsseldorf,de Bundesliga,23,1996,12,500,42,16.3,5.6,5,70,1,7,21,8,0.50,3,16,-13,-2.34,-1.71,4.6,13.2,-8.6,-1.54,-0.97,Partidos
98,Sofyan Amrabat,ma MAR,CC,Hellas Verona,it Serie A,22,1996,34,2919,86,85.4,32.4,33,87,22,1,42,0,1.29,40,46,-6,-0.18,-0.54,41.9,44.2,-2.2,-0.07,+0.10,Partidos
99,Joseph Anang,eng ENG,PO,West Ham,eng Premier League,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
100,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,18,1531,85,60.8,17.0,17,90,17,1,0,10,1.56,29,17,+12,+0.71,+0.43,22.6,18.5,+4.1,+0.24,-0.34,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
101,Djavan Anderson,nl NED,"DL,DF",Lazio,it Serie A,24,1995,6,167,28,4.9,1.9,2,65,0,4,10,11,1.67,3,3,0,0.00,-1.02,2.0,5.4,-3.4,-1.82,-2.38,Partidos
102,Felipe Anderson,br BRA,"CC,DL",West Ham,eng Premier League,26,1993,25,1497,60,43.8,16.6,20,73,6,5,9,4,0.88,21,27,-6,-0.36,-0.03,19.8,27.8,-8.0,-0.48,-0.14,Partidos
103,Sebastian Andersson,se SWE,DL,Union Berlin,de Bundesliga,28,1991,33,2682,81,87.6,29.8,31,85,19,2,20,0,1.15,34,51,-17,-0.57,-0.57,37.1,46.6,-9.5,-0.32,+0.47,Partidos
104,Florin Andone,ro ROU,DL,Brighton,eng Premier League,26,1993,3,73,24,2.1,0.8,1,29,0,2,22,0,1.33,2,0,+2,+2.47,+2.92,1.3,0.7,+0.6,+0.72,+0.99,Partidos
105,Nícolas Andrade,br BRA,PO,Udinese,it Serie A,31,1988,0,,,,,0,,0,0,,38,,,,,,,,,,,,Partidos
106,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,28,1990,26,2054,79,81.5,22.8,23,87,19,3,14,0,1.88,30,21,+9,+0.39,+0.59,31.9,24.0,+7.9,+0.35,+0.17,Partidos
107,Lorenzo Andrenacci,it ITA,PO,Brescia,it Serie A,24,1995,6,531,89,15.5,5.9,5,90,5,1,81,20,0.17,4,16,-12,-2.03,-1.04,6.5,14.0,-7.5,-1.26,-0.52,Partidos
108,Robert Andrich,de GER,CC,Union Berlin,de Bundesliga,24,1994,30,2572,86,84.1,28.6,30,86,23,0,,0,1.07,33,51,-18,-0.63,-0.81,35.8,45.9,-10.1,-0.36,+0.14,Partidos
109,Victorien Angban,ci CIV,CC,Metz,fr Ligue 1,22,1996,20,1029,51,40.8,11.4,11,84,8,9,12,3,1.30,11,13,-2,-0.17,+0.19,11.5,16.1,-4.5,-0.40,-0.01,Partidos
110,Miguel Ángel Guerrero,es ESP,DL,Leganés,es La Liga,29,1990,13,790,61,23.1,8.8,9,75,3,4,30,3,1.08,9,11,-2,-0.23,+0.42,10.8,6.3,+4.6,+0.52,+0.77,Partidos
111,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,28,2360,84,69.0,26.2,27,86,24,1,26,4,1.18,26,37,-11,-0.42,+0.09,28.5,35.5,-7.1,-0.27,+0.07,Partidos
112,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,35,1984,13,1170,90,34.2,13.0,13,90,13,0,,22,1.46,18,16,+2,+0.15,-0.09,14.6,13.5,+1.1,+0.09,-0.10,Partidos
113,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,6,423,71,12.4,4.7,4,90,4,2,32,9,2.00,11,7,+4,+0.85,-1.04,11.4,4.9,+6.5,+1.38,-0.09,Partidos
114,Angeliño,es ESP,"DF,DL",RB Leipzig,de Bundesliga,22,1997,13,1095,84,35.8,12.2,12,89,11,1,25,1,1.69,22,11,+11,+0.90,-0.61,20.4,13.3,+7.1,+0.58,-0.59,Partidos
115,Faustino Anjorin,eng ENG,DL,Chelsea,eng Premier League,17,2001,1,20,20,0.6,0.2,0,,0,1,20,0,3.00,0,0,0,0.00,-0.40,0.1,0.1,0.0,+0.08,-0.73,Partidos
116,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,19,1063,56,31.1,11.8,11,78,6,8,26,13,1.05,15,18,-3,-0.25,+0.62,13.4,17.2,-3.8,-0.32,-0.03,Partidos
117,Cristian Ansaldi,ar ARG,"DF,CC",Torino,it Serie A,32,1986,27,1768,65,51.7,19.6,21,78,11,6,23,2,1.00,26,32,-6,-0.31,+0.57,24.1,29.8,-5.8,-0.29,+0.26,Partidos
