RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl.1,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err
1250,N'Golo Kanté,fr FRA,CC,Chelsea,eng Premier League,26.0,1991.0,33.3,113.0,77.0,55.0,52.0,6.0,33.0,92.0,35.9,59.0,40.0,4.0,36.0,85.0,198.0,29.0,3.0
1251,Bartosz Kapustka,pl POL,"DL,CC",Freiburg,de Bundesliga,20.0,1996.0,2.6,9.0,5.0,2.0,6.0,1.0,4.0,6.0,66.7,2.0,4.0,0.0,4.0,3.0,12.0,0.0,0.0
1252,Kenan Karaman,tr TUR,"CC,DL",Hannover 96,de Bundesliga,23.0,1994.0,9.5,16.0,13.0,9.0,6.0,1.0,6.0,7.0,85.7,1.0,10.0,4.0,6.0,1.0,17.0,17.0,0.0
1253,Yann Karamoh,fr FRA,"DL,CC",Inter,it Serie A,19.0,1998.0,5.4,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,4.0,7.0,1.0,1.0
1254,Loris Karius,de GER,PO,Liverpool,eng Premier League,24.0,1993.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
1255,Orestis Karnezis,gr GRE,PO,Watford,eng Premier League,32.0,1985.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
1256,Rick Karsdorp,nl NED,DF,Roma,it Serie A,22.0,1995.0,0.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
1257,Aleksandar Katai,rs SRB,"CC,DF",Alavés,es La Liga,26.0,1991.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1258,Florian Kath,de GER,"DL,CC",Freiburg,de Bundesliga,22.0,1994.0,7.5,15.0,10.0,3.0,9.0,3.0,9.0,17.0,52.9,8.0,9.0,0.0,9.0,8.0,23.0,1.0,0.0
1259,Ole Käuper,de GER,CC,Werder Bremen,de Bundesliga,20.0,1997.0,0.8,6.0,5.0,2.0,4.0,0.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0
1260,Eiji Kawashima,jp JPN,PO,Metz,fr Ligue 1,34.0,1983.0,28.5,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,3.0,4.0,9.0,2.0
1261,Beram Kayal,il ISR,CC,Brighton,eng Premier League,29.0,1988.0,8.3,18.0,11.0,10.0,7.0,1.0,6.0,26.0,23.1,20.0,11.0,4.0,7.0,12.0,30.0,9.0,0.0
1262,Joris Kayembe,be BEL,"DL,CC",Nantes,fr Ligue 1,22.0,1994.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
1263,Olarenwaju Kayode,ng NGA,"DL,CC",Girona,es La Liga,24.0,1993.0,4.3,3.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0
1264,Moise Kean,it ITA,DL,Hellas Verona,it Serie A,17.0,2000.0,12.6,8.0,5.0,1.0,3.0,4.0,1.0,6.0,16.7,5.0,6.0,0.0,6.0,7.0,15.0,4.0,0.0
1265,Michael Keane,eng ENG,DF,Everton,eng Premier League,24.0,1993.0,28.4,33.0,25.0,26.0,5.0,2.0,19.0,43.0,44.2,24.0,39.0,28.0,11.0,53.0,86.0,214.0,0.0
1266,Thilo Kehrer,de GER,DF,Schalke 04,de Bundesliga,20.0,1996.0,26.3,81.0,64.0,41.0,36.0,4.0,46.0,68.0,67.6,22.0,42.0,12.0,30.0,35.0,116.0,113.0,2.0
1267,Cheick Keita,ml MLI,DF,Bologna,it Serie A,21.0,1996.0,1.4,2.0,2.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,5.0,0.0,5.0,2.0,4.0,1.0,0.0
1268,Naby Keïta,gn GUI,CC,RB Leipzig,de Bundesliga,22.0,1995.0,21.8,65.0,48.0,25.0,33.0,7.0,17.0,43.0,39.5,26.0,26.0,3.0,23.0,36.0,101.0,18.0,0.0
1269,Keko,es ESP,"CC,DL",Málaga,es La Liga,25.0,1991.0,13.4,38.0,23.0,17.0,13.0,8.0,15.0,47.0,31.9,32.0,25.0,3.0,22.0,13.0,51.0,9.0,0.0
1270,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,27.0,1990.0,13.3,19.0,13.0,15.0,4.0,0.0,14.0,26.0,53.8,12.0,16.0,11.0,5.0,9.0,28.0,67.0,3.0
1271,Marc-Oliver Kempf,de GER,DF,Freiburg,de Bundesliga,22.0,1995.0,10.0,13.0,12.0,9.0,4.0,0.0,5.0,8.0,62.5,3.0,7.0,7.0,0.0,17.0,30.0,52.0,0.0
1272,Kenedy,br BRA,"CC,DF",Newcastle Utd,eng Premier League,21.0,1996.0,11.4,31.0,17.0,16.0,13.0,2.0,12.0,35.0,34.3,23.0,12.0,1.0,11.0,14.0,45.0,11.0,0.0
1273,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,20.0,1997.0,17.7,41.0,33.0,28.0,10.0,3.0,20.0,32.0,62.5,12.0,17.0,7.0,10.0,28.0,69.0,95.0,0.0
1274,Ryan Kent,eng ENG,"DL,CC",Freiburg,de Bundesliga,20.0,1996.0,2.7,4.0,3.0,2.0,1.0,1.0,2.0,5.0,40.0,3.0,6.0,0.0,6.0,1.0,5.0,1.0,0.0
1275,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30.0,1986.0,36.9,62.0,45.0,47.0,14.0,1.0,35.0,65.0,53.8,30.0,49.0,40.0,9.0,62.0,124.0,249.0,2.0
1276,Franck Kessié,ci CIV,CC,Milan,it Serie A,20.0,1996.0,36.3,48.0,34.0,20.0,19.0,9.0,17.0,44.0,38.6,27.0,47.0,11.0,36.0,26.0,74.0,45.0,3.0
1277,Billy Ketkeophomphone,la LAO,CC,Angers,fr Ligue 1,27.0,1990.0,4.9,14.0,9.0,4.0,5.0,5.0,5.0,15.0,33.3,10.0,9.0,0.0,9.0,5.0,19.0,8.0,0.0
1278,Driss Khalid,ma MAR,DL,Toulouse,fr Ligue 1,18.0,1999.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1279,Saîf-Eddine Khaoui,tn TUN,"CC,DL",Troyes,fr Ligue 1,22.0,1995.0,21.7,57.0,25.0,22.0,27.0,8.0,15.0,50.0,30.0,35.0,12.0,2.0,10.0,27.0,84.0,9.0,0.0
1280,Wahbi Khazri,tn TUN,"DL,CC",Rennes,fr Ligue 1,26.0,1991.0,21.3,26.0,18.0,7.0,10.0,9.0,7.0,39.0,17.9,32.0,29.0,0.0,29.0,7.0,33.0,7.0,0.0
1281,Rani Khedira,de GER,"CC,DF",Augsburg,de Bundesliga,23.0,1994.0,25.3,62.0,47.0,25.0,28.0,9.0,33.0,47.0,70.2,14.0,41.0,18.0,23.0,36.0,98.0,96.0,0.0
1282,Sami Khedira,de GER,CC,Juventus,it Serie A,30.0,1987.0,21.2,14.0,9.0,1.0,9.0,4.0,2.0,23.0,8.7,21.0,13.0,3.0,10.0,20.0,34.0,20.0,0.0
1283,Stefan Kießling,de GER,"DF,CC",Leverkusen,de Bundesliga,33.0,1984.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
1284,Kiké,es ESP,DL,Eibar,es La Liga,27.0,1989.0,27.3,14.0,8.0,1.0,7.0,6.0,2.0,11.0,18.2,9.0,15.0,1.0,14.0,10.0,24.0,14.0,0.0
1285,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22.0,1995.0,25.9,32.0,23.0,14.0,13.0,5.0,20.0,38.0,52.6,18.0,26.0,5.0,21.0,20.0,52.0,40.0,0.0
1286,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21.0,1995.0,26.9,39.0,28.0,20.0,18.0,1.0,9.0,14.0,64.3,5.0,17.0,10.0,7.0,24.0,63.0,80.0,1.0
1287,Andy King,wls WAL,CC,Leicester City,eng Premier League,28.0,1988.0,6.0,8.0,5.0,0.0,5.0,3.0,0.0,3.0,0.0,3.0,4.0,2.0,2.0,5.0,13.0,13.0,0.0
1288,Andy King,wls WAL,CC,Swansea City,eng Premier League,28.0,1988.0,7.9,18.0,11.0,10.0,8.0,0.0,5.0,14.0,35.7,9.0,7.0,0.0,7.0,6.0,24.0,14.0,1.0
1289,Joshua King,no NOR,"DL,CC",Bournemouth,eng Premier League,25.0,1992.0,27.3,36.0,26.0,11.0,17.0,8.0,4.0,27.0,14.8,23.0,23.0,3.0,20.0,4.0,40.0,14.0,1.0
1290,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28.0,1989.0,17.5,35.0,24.0,25.0,8.0,2.0,13.0,22.0,59.1,9.0,16.0,10.0,6.0,32.0,67.0,109.0,0.0
1291,Davy Klaassen,nl NED,"CC,DL",Everton,eng Premier League,24.0,1993.0,2.8,3.0,1.0,1.0,2.0,0.0,2.0,6.0,33.3,4.0,2.0,1.0,1.0,1.0,4.0,2.0,0.0
1292,Felix Klaus,de GER,"CC,DL",Hannover 96,de Bundesliga,24.0,1992.0,22.0,48.0,38.0,20.0,21.0,7.0,23.0,50.0,46.0,27.0,29.0,4.0,25.0,8.0,56.0,28.0,0.0
1293,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31.0,1985.0,16.1,14.0,10.0,6.0,7.0,1.0,6.0,12.0,50.0,6.0,11.0,5.0,6.0,15.0,29.0,85.0,1.0
1294,Tim Kleindienst,de GER,"DL,DF",Freiburg,de Bundesliga,21.0,1995.0,12.6,22.0,15.0,6.0,12.0,4.0,4.0,17.0,23.5,13.0,17.0,3.0,14.0,6.0,28.0,21.0,0.0
1295,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21.0,1996.0,24.3,56.0,41.0,34.0,18.0,4.0,28.0,37.0,75.7,9.0,33.0,6.0,27.0,33.0,89.0,79.0,0.0
1296,Lukas Klünter,de GER,"DF,DL",Köln,de Bundesliga,21.0,1996.0,14.8,25.0,20.0,16.0,8.0,1.0,16.0,24.0,66.7,8.0,11.0,2.0,9.0,13.0,38.0,28.0,1.0
1297,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25.0,1992.0,23.4,34.0,20.0,26.0,8.0,0.0,25.0,35.0,71.4,10.0,36.0,24.0,12.0,25.0,59.0,89.0,1.0
1298,Anthony Knockaert,fr FRA,"CC,DL",Brighton,eng Premier League,25.0,1991.0,26.9,39.0,26.0,25.0,11.0,3.0,16.0,55.0,29.1,39.0,29.0,3.0,26.0,23.0,62.0,16.0,0.0
1299,Törles Knöll,de GER,"CC,DL",Hamburger SV,de Bundesliga,19.0,1997.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1300,Robin Koch,de GER,"CC,DF",Freiburg,de Bundesliga,21.0,1996.0,21.3,34.0,24.0,21.0,13.0,0.0,10.0,18.0,55.6,8.0,27.0,11.0,16.0,35.0,69.0,67.0,0.0
1301,Kenan Kodro,ba BIH,"DL,DF",Mainz 05,de Bundesliga,23.0,1993.0,2.6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0
1302,Hervé Koffi,bf BFA,PO,Lille,fr Ligue 1,20.0,1996.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1303,Dominik Kohr,de GER,CC,Leverkusen,de Bundesliga,23.0,1994.0,18.5,49.0,26.0,20.0,25.0,4.0,25.0,41.0,61.0,16.0,39.0,5.0,34.0,30.0,79.0,24.0,0.0
1304,Seybou Koita,ne NIG,DL,Amiens,fr Ligue 1,23.0,1994.0,2.4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1305,Koke,es ESP,CC,Atlético Madrid,es La Liga,25.0,1992.0,30.6,75.0,45.0,31.0,32.0,12.0,27.0,95.0,28.4,68.0,40.0,3.0,37.0,24.0,99.0,38.0,0.0
1306,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,31.0,1985.0,34.0,58.0,47.0,34.0,16.0,8.0,27.0,49.0,55.1,22.0,24.0,7.0,17.0,53.0,111.0,100.0,2.0
1307,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,24.0,1993.0,23.9,49.0,37.0,28.0,13.0,8.0,20.0,39.0,51.3,19.0,15.0,3.0,12.0,26.0,75.0,56.0,0.0
1308,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,31.0,1986.0,15.5,20.0,11.0,14.0,5.0,1.0,13.0,19.0,68.4,6.0,10.0,8.0,2.0,16.0,36.0,73.0,1.0
1309,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,18.0,1999.0,13.6,32.0,25.0,20.0,12.0,0.0,18.0,23.0,78.3,5.0,14.0,3.0,11.0,20.0,52.0,66.0,0.0
1310,Moussa Konaté,sn SEN,DL,Amiens,fr Ligue 1,24.0,1993.0,27.5,8.0,6.0,1.0,4.0,3.0,3.0,23.0,13.0,20.0,10.0,2.0,8.0,3.0,11.0,11.0,0.0
1311,Geoffrey Kondogbia,cf CTA,CC,Valencia,es La Liga,24.0,1993.0,29.0,88.0,57.0,38.0,43.0,7.0,23.0,68.0,33.8,45.0,46.0,14.0,32.0,62.0,150.0,66.0,0.0
1312,Bakary Koné,bf BFA,DF,Strasbourg,fr Ligue 1,29.0,1988.0,27.4,26.0,17.0,23.0,3.0,0.0,12.0,31.0,38.7,19.0,20.0,10.0,10.0,33.0,59.0,122.0,2.0
1313,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,23.0,1994.0,11.7,33.0,20.0,19.0,13.0,1.0,14.0,22.0,63.6,8.0,12.0,6.0,6.0,32.0,65.0,71.0,0.0
1314,Terence Kongolo,nl NED,DF,Monaco,fr Ligue 1,23.0,1994.0,2.9,6.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,3.0,2.0,5.0,11.0,14.0,0.0
1315,Yevhen Konoplyanka,ua UKR,"DL,CC",Schalke 04,de Bundesliga,27.0,1989.0,17.4,11.0,9.0,3.0,4.0,4.0,3.0,11.0,27.3,8.0,18.0,1.0,17.0,5.0,16.0,6.0,0.0
1316,Julian Korb,de GER,"DF,CC",Hannover 96,de Bundesliga,25.0,1992.0,26.0,52.0,41.0,27.0,19.0,6.0,37.0,68.0,54.4,31.0,30.0,2.0,28.0,22.0,74.0,77.0,0.0
1317,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,31.0,1985.0,24.7,43.0,21.0,27.0,12.0,4.0,19.0,33.0,57.6,14.0,28.0,15.0,13.0,54.0,97.0,138.0,3.0
1318,Filip Kostić,rs SRB,"DL,CC",Hamburger SV,de Bundesliga,24.0,1992.0,27.1,48.0,38.0,16.0,21.0,11.0,20.0,41.0,48.8,21.0,42.0,1.0,41.0,10.0,58.0,12.0,0.0
1319,Christian Kouakou,ci CIV,"CC,DL",Caen,fr Ligue 1,26.0,1991.0,9.4,24.0,13.0,14.0,8.0,2.0,5.0,19.0,26.3,14.0,16.0,1.0,15.0,8.0,32.0,6.0,1.0
1320,Rominigue Kouamé,ml MLI,"DF,CC",Lille,fr Ligue 1,20.0,1996.0,2.2,5.0,2.0,2.0,2.0,1.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,5.0,10.0,0.0,0.0
1321,Tomáš Koubek,cz CZE,PO,Rennes,fr Ligue 1,24.0,1992.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,22.0,3.0
1322,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,26.0,1991.0,34.1,54.0,42.0,31.0,19.0,4.0,20.0,40.0,50.0,20.0,36.0,16.0,20.0,40.0,94.0,119.0,3.0
1323,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,18.0,1998.0,17.7,26.0,19.0,19.0,7.0,0.0,13.0,17.0,76.5,4.0,14.0,11.0,3.0,14.0,40.0,97.0,0.0
1324,Cheikhou Kouyaté,sn SEN,CC,West Ham,eng Premier League,27.0,1989.0,31.1,71.0,49.0,43.0,26.0,2.0,23.0,62.0,37.1,39.0,31.0,11.0,20.0,32.0,103.0,56.0,1.0
1325,Mateo Kovačić,hr CRO,CC,Real Madrid,es La Liga,23.0,1994.0,11.0,37.0,27.0,19.0,18.0,0.0,8.0,27.0,29.6,19.0,9.0,4.0,5.0,5.0,42.0,5.0,0.0
1326,Maksym Koval,ua UKR,PO,La Coruña,es La Liga,24.0,1992.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1327,Dawid Kownacki,pl POL,DL,Sampdoria,it Serie A,20.0,1997.0,9.1,8.0,7.0,1.0,4.0,3.0,3.0,11.0,27.3,8.0,7.0,0.0,7.0,1.0,9.0,5.0,0.0
1328,Vincent Koziello,fr FRA,CC,Nice,fr Ligue 1,21.0,1995.0,9.0,16.0,8.0,9.0,5.0,2.0,5.0,16.0,31.3,11.0,8.0,3.0,5.0,19.0,35.0,7.0,1.0
1329,Vincent Koziello,fr FRA,CC,Köln,de Bundesliga,21.0,1995.0,8.8,28.0,21.0,6.0,21.0,1.0,10.0,21.0,47.6,11.0,9.0,0.0,9.0,10.0,38.0,5.0,1.0
1330,Thomas Kraft,de GER,PO,Hertha BSC,de Bundesliga,29.0,1988.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1331,Emil Krafth,se SWE,DF,Bologna,it Serie A,22.0,1994.0,10.5,23.0,16.0,14.0,8.0,1.0,10.0,19.0,52.6,9.0,12.0,4.0,8.0,16.0,39.0,39.0,1.0
1332,Oliver Kragl,de GER,CC,Crotone,it Serie A,27.0,1990.0,1.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0
1333,Andrej Kramarić,hr CRO,"DL,CC",Hoffenheim,de Bundesliga,26.0,1991.0,24.8,8.0,6.0,4.0,3.0,1.0,3.0,8.0,37.5,5.0,15.0,0.0,15.0,6.0,14.0,7.0,0.0
1334,Christoph Kramer,de GER,CC,M'Gladbach,de Bundesliga,26.0,1991.0,23.9,89.0,70.0,43.0,34.0,12.0,39.0,76.0,51.3,37.0,29.0,4.0,25.0,43.0,132.0,37.0,1.0
1335,Ladislav Krejčí,cz CZE,"CC,DL",Bologna,it Serie A,25.0,1992.0,4.4,7.0,5.0,1.0,3.0,3.0,1.0,5.0,20.0,4.0,3.0,0.0,3.0,2.0,9.0,3.0,0.0
1336,Rene Krhin,si SVN,CC,Nantes,fr Ligue 1,27.0,1990.0,14.6,18.0,12.0,7.0,11.0,0.0,3.0,17.0,17.6,14.0,11.0,2.0,9.0,16.0,34.0,39.0,0.0
1337,Bojan Krkić,es ESP,CC,Stoke City,eng Premier League,26.0,1990.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1338,Bojan Krkić,es ESP,"DL,CC",Alavés,es La Liga,26.0,1990.0,4.9,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,5.0,0.0,5.0,3.0,5.0,0.0,0.0
1339,Michael Krohn-Dehli,dk DEN,CC,La Coruña,es La Liga,34.0,1983.0,8.1,12.0,9.0,6.0,5.0,1.0,4.0,17.0,23.5,13.0,2.0,0.0,2.0,13.0,25.0,7.0,0.0
1340,Michael Krohn-Dehli,dk DEN,"CC,DL",Sevilla,es La Liga,34.0,1983.0,6.0,13.0,7.0,4.0,5.0,4.0,6.0,11.0,54.5,5.0,5.0,0.0,5.0,4.0,17.0,7.0,0.0
1341,Toni Kroos,de GER,CC,Real Madrid,es La Liga,27.0,1990.0,25.1,55.0,35.0,19.0,29.0,7.0,22.0,59.0,37.3,37.0,20.0,2.0,18.0,16.0,71.0,10.0,1.0
1342,Max Kruse,de GER,DL,Werder Bremen,de Bundesliga,29.0,1988.0,27.3,17.0,12.0,3.0,10.0,4.0,5.0,22.0,22.7,17.0,9.0,0.0,9.0,11.0,28.0,4.0,1.0
1343,Grzegorz Krychowiak,pl POL,CC,West Brom,eng Premier League,27.0,1990.0,18.2,39.0,24.0,18.0,17.0,4.0,12.0,49.0,24.5,37.0,23.0,5.0,18.0,45.0,84.0,23.0,0.0
1344,Lukas Kübler,de GER,"DF,CC",Freiburg,de Bundesliga,24.0,1992.0,12.8,31.0,19.0,16.0,15.0,0.0,13.0,23.0,56.5,10.0,15.0,6.0,9.0,18.0,49.0,41.0,0.0
1345,Jasmin Kurtić,si SVN,"CC,DL",SPAL,it Serie A,28.0,1989.0,16.0,28.0,18.0,13.0,11.0,4.0,5.0,21.0,23.8,16.0,13.0,1.0,12.0,17.0,45.0,25.0,0.0
1346,Jasmin Kurtić,si SVN,CC,Atalanta,it Serie A,28.0,1989.0,7.4,12.0,7.0,6.0,3.0,3.0,3.0,7.0,42.9,4.0,7.0,0.0,7.0,5.0,17.0,4.0,0.0
1347,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24.0,1992.0,18.9,44.0,32.0,20.0,15.0,9.0,15.0,39.0,38.5,24.0,16.0,3.0,13.0,35.0,79.0,41.0,2.0
1348,Filip Kusić,rs SRB,"DF,CC",Köln,de Bundesliga,21.0,1996.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1349,Zdravko Kuzmanović,rs SRB,CC,Málaga,es La Liga,29.0,1987.0,5.3,4.0,4.0,1.0,3.0,0.0,0.0,5.0,0.0,5.0,2.0,2.0,0.0,4.0,8.0,9.0,0.0
1350,Han Kwang-song,kp PRK,DL,Cagliari,it Serie A,18.0,1998.0,3.1,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
1351,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20.0,1997.0,1.0,8.0,6.0,6.0,2.0,0.0,7.0,11.0,63.6,4.0,2.0,0.0,2.0,1.0,9.0,7.0,0.0
1352,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31.0,1985.0,17.0,36.0,22.0,25.0,10.0,1.0,16.0,28.0,57.1,12.0,19.0,5.0,14.0,21.0,57.0,54.0,0.0
1353,Rajiv van La Parra,nl NED,"DL,CC",Huddersfield,eng Premier League,26.0,1991.0,23.7,41.0,29.0,18.0,15.0,8.0,12.0,41.0,29.3,29.0,27.0,1.0,26.0,21.0,62.0,8.0,1.0
1354,Brighton Labeau,mq MTQ,DL,Amiens,fr Ligue 1,21.0,1996.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,Gaëtan Laborde,fr FRA,DL,Bordeaux,fr Ligue 1,23.0,1994.0,10.6,9.0,7.0,1.0,6.0,2.0,2.0,7.0,28.6,5.0,8.0,2.0,6.0,1.0,10.0,7.0,1.0
1356,Alexandre Lacazette,fr FRA,DL,Arsenal,eng Premier League,26.0,1991.0,24.5,24.0,17.0,6.0,11.0,7.0,4.0,27.0,14.8,23.0,19.0,3.0,16.0,7.0,31.0,5.0,0.0
1357,Mehdi Lacen,dz ALG,CC,Málaga,es La Liga,33.0,1984.0,11.7,35.0,19.0,18.0,17.0,0.0,14.0,38.0,36.8,24.0,13.0,1.0,12.0,15.0,50.0,11.0,0.0
1358,Mehdi Lacen,dz ALG,CC,Getafe,es La Liga,33.0,1984.0,0.7,3.0,1.0,2.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
1359,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25.0,1992.0,8.6,13.0,8.0,8.0,5.0,0.0,5.0,9.0,55.6,4.0,6.0,3.0,3.0,11.0,24.0,54.0,1.0
1360,Freddie Ladapo,eng ENG,DL,Crystal Palace,eng Premier League,24.0,1993.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,Alban Lafont,fr FRA,PO,Toulouse,fr Ligue 1,18.0,1999.0,38.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,2.0,3.0,20.0,5.0
1362,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27.0,1989.0,17.0,20.0,15.0,13.0,5.0,2.0,11.0,19.0,57.9,8.0,23.0,14.0,9.0,29.0,49.0,109.0,0.0
1363,Konrad Laimer,at AUT,"DF,CC",RB Leipzig,de Bundesliga,20.0,1997.0,14.9,57.0,39.0,31.0,22.0,4.0,28.0,57.0,49.1,29.0,37.0,2.0,35.0,11.0,68.0,32.0,0.0
1364,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,25.0,1991.0,30.3,87.0,47.0,53.0,28.0,6.0,21.0,47.0,44.7,26.0,18.0,10.0,8.0,42.0,129.0,70.0,2.0
1365,Adam Lallana,eng ENG,"CC,DL",Liverpool,eng Premier League,29.0,1988.0,3.4,3.0,1.0,3.0,0.0,0.0,2.0,10.0,20.0,8.0,3.0,0.0,3.0,1.0,4.0,1.0,0.0
1366,Eugenio Lamanna,it ITA,PO,Genoa,it Serie A,27.0,1989.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1367,Érik Lamela,ar ARG,"DL,CC",Tottenham,eng Premier League,25.0,1992.0,9.4,23.0,13.0,9.0,7.0,7.0,3.0,20.0,15.0,17.0,11.0,1.0,10.0,7.0,30.0,5.0,0.0
1368,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,24.0,1993.0,2.6,3.0,1.0,3.0,0.0,0.0,3.0,5.0,60.0,2.0,2.0,1.0,1.0,3.0,6.0,12.0,0.0
1369,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29.0,1988.0,10.6,15.0,12.0,9.0,6.0,0.0,11.0,18.0,61.1,7.0,7.0,4.0,3.0,21.0,36.0,58.0,1.0
1370,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,29.0,1988.0,4.6,7.0,3.0,4.0,3.0,0.0,4.0,4.0,100.0,0.0,7.0,5.0,2.0,8.0,15.0,18.0,0.0
1371,Manuel Lanzini,ar ARG,"CC,DL",West Ham,eng Premier League,24.0,1993.0,22.7,20.0,11.0,6.0,11.0,3.0,2.0,34.0,5.9,32.0,7.0,1.0,6.0,30.0,50.0,5.0,2.0
1372,Gianluca Lapadula,pe PER,DL,Genoa,it Serie A,27.0,1990.0,16.6,8.0,5.0,4.0,4.0,0.0,1.0,11.0,9.1,10.0,7.0,1.0,6.0,3.0,11.0,8.0,0.0
