RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
2412,Aaron Ramsey,wls WAL,CC,Arsenal,eng Premier League,26.0,1990.0,24,1846.0,77.0,54.0,20.5,21,,16.0,3,,0,1.83,42.0,25.0,17.0,0.83,0.49,42.8,23.0,19.8,0.97,0.93
2413,Àngel Rangel,es ESP,DF,Swansea City,eng Premier League,34.0,1982.0,4,156.0,39.0,4.6,1.7,2,,1.0,2,,17,1.0,1.0,3.0,-2.0,-1.15,-0.44,3.2,2.2,0.9,0.54,1.31
2414,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,18.0,1999.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,
2415,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,29.0,1988.0,11,627.0,57.0,18.3,7.0,7,,5.0,4,,25,1.82,15.0,4.0,11.0,1.58,0.77,9.2,5.9,3.3,0.48,-0.05
2416,Marcus Rashford,eng ENG,"DL,CC",Manchester Utd,eng Premier League,19.0,1997.0,35,1813.0,52.0,53.0,20.1,17,,7.0,18,,2,2.23,34.0,16.0,18.0,0.89,-0.34,29.1,19.3,9.8,0.49,0.2
2417,Milot Rashica,xk KVX,"DL,CC",Werder Bremen,de Bundesliga,21.0,1996.0,9,384.0,43.0,12.5,4.3,5,,0.0,4,,5,1.33,5.0,6.0,-1.0,-0.23,-0.17,5.2,5.6,-0.3,-0.08,0.11
2418,Konstantin Rausch,ru RUS,DF,Köln,de Bundesliga,27.0,1990.0,12,925.0,77.0,30.2,10.3,11,,8.0,1,,4,0.5,7.0,14.0,-7.0,-0.68,0.5,14.4,20.2,-5.8,-0.57,0.21
2419,Federico Ravaglia,it ITA,PO,Bologna,it Serie A,17.0,1999.0,0,,,,,0,,0.0,0,,29,,,,,,,,,,,
2420,Yoric Ravet,fr FRA,"DL,CC",Freiburg,de Bundesliga,27.0,1989.0,10,498.0,50.0,16.3,5.5,5,,2.0,5,,5,1.3,9.0,10.0,-1.0,-0.18,0.63,9.2,7.0,2.3,0.41,0.72
2421,Ante Rebić,hr CRO,DL,Eint Frankfurt,de Bundesliga,23.0,1993.0,25,1751.0,70.0,57.2,19.5,21,,6.0,4,,0,1.72,29.0,20.0,9.0,0.46,1.08,23.8,22.4,1.4,0.07,0.13
2422,Pedro Rebocho,pt POR,DF,Guingamp,fr Ligue 1,22.0,1995.0,21,1721.0,82.0,50.3,19.1,19,88.0,16.0,2,26.0,10,1.43,25.0,23.0,2.0,0.1,0.79,19.1,23.6,-4.5,-0.23,-0.29
2423,Rebollo,es ESP,PO,Betis,es La Liga,17.0,1999.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,
2424,Recio,es ESP,CC,Málaga,es La Liga,26.0,1991.0,22,1837.0,84.0,53.7,20.4,21,87.0,16.0,1,11.0,0,0.5,12.0,30.0,-18.0,-0.88,0.2,19.6,31.9,-12.3,-0.6,-0.11
2425,Nathan Redmond,eng ENG,"DL,CC",Southampton,eng Premier League,23.0,1994.0,31,1945.0,63.0,56.9,21.6,22,,13.0,9,,4,0.97,14.0,31.0,-17.0,-0.79,-0.66,21.0,26.0,-5.1,-0.23,-0.22
2426,Alberto Redondo,es ESP,DF,Getafe,es La Liga,20.0,1997.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,1,3.0,1.0,0.0,1.0,1.0,0.78,1.3,1.6,-0.3,-0.26,-0.5
2427,Redru,es ESP,DF,Betis,es La Liga,20.0,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
2428,Fabian Reese,de GER,"DL,CC",Schalke 04,de Bundesliga,19.0,1997.0,7,75.0,11.0,2.5,0.8,0,,0.0,7,,5,2.29,1.0,1.0,0.0,0.0,-0.48,1.2,1.0,0.2,0.23,0.03
2429,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,26.0,1990.0,14,1077.0,77.0,31.5,12.0,10,,9.0,4,,24,1.29,16.0,19.0,-3.0,-0.25,-0.21,17.7,16.1,1.6,0.13,0.45
2430,Xesc Regis,es ESP,DL,Eibar,es La Liga,20.0,1996.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,1.0,2,1.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.09
2431,Winston Reid,nz NZL,DF,West Ham,eng Premier League,29.0,1988.0,17,1452.0,85.0,42.5,16.1,17,,15.0,0,,3,1.0,14.0,27.0,-13.0,-0.81,-0.49,14.9,19.4,-4.5,-0.28,0.36
2432,Dominik Reimann,de GER,PO,Dortmund,de Bundesliga,20.0,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
2433,Pepe Reina,es ESP,PO,Napoli,it Serie A,34.0,1982.0,37,3330.0,90.0,97.4,37.0,37,,37.0,0,,1,2.43,77.0,29.0,48.0,1.3,1.3,66.4,26.5,39.9,1.08,0.89
2434,Jeff Reine-Adélaïde,fr FRA,CC,Angers,fr Ligue 1,19.0,1998.0,10,439.0,44.0,12.8,4.9,7,53.0,0.0,3,22.0,0,1.2,5.0,1.0,4.0,0.82,1.24,5.5,3.7,1.7,0.36,0.36
2435,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,22.0,1994.0,26,2302.0,89.0,75.2,25.6,26,,24.0,0,,0,1.27,34.0,38.0,-4.0,-0.16,-0.28,30.7,30.1,0.7,0.03,0.71
2436,Bastien Rempp,fr FRA,PO,Strasbourg,fr Ligue 1,18.0,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
2437,Loïc Rémy,fr FRA,DL,Las Palmas,es La Liga,30.0,1987.0,12,766.0,64.0,22.4,8.5,6,90.0,6.0,6,38.0,0,0.92,11.0,20.0,-9.0,-1.06,0.33,13.0,17.5,-4.4,-0.52,0.42
2438,Loïc Rémy,fr FRA,"DL,CC",Getafe,es La Liga,30.0,1987.0,11,457.0,42.0,13.4,5.1,6,62.0,0.0,5,17.0,1,1.73,6.0,5.0,1.0,0.2,-0.05,6.2,4.3,1.9,0.38,0.18
2439,Jan Repas,si SVN,"CC,DL",Caen,fr Ligue 1,20.0,1997.0,15,902.0,60.0,26.4,10.0,12,70.0,4.0,3,20.0,15,0.93,5.0,11.0,-6.0,-0.6,0.08,11.6,12.7,-1.1,-0.11,0.04
2440,Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,18.0,1998.0,24,1716.0,72.0,56.1,19.1,18,,15.0,6,,6,1.71,34.0,25.0,9.0,0.47,0.14,30.2,23.4,6.7,0.35,-0.45
2441,Marco Reus,de GER,"CC,DL",Dortmund,de Bundesliga,28.0,1989.0,11,928.0,84.0,30.3,10.3,11,,4.0,0,,0,1.64,16.0,11.0,5.0,0.48,-0.02,15.8,10.9,4.9,0.47,-0.33
2442,Elvis Rexhbeçaj,de GER,"DF,CC",Wolfsburg,de Bundesliga,19.0,1997.0,4,128.0,32.0,4.2,1.4,1,,1.0,3,,8,1.5,1.0,3.0,-2.0,-1.41,-1.1,0.5,1.8,-1.3,-0.95,-0.45
2443,Baptiste Reynet,fr FRA,PO,Dijon,fr Ligue 1,26.0,1990.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.26,55.0,73.0,-18.0,-0.47,,41.6,63.8,-22.2,-0.58,
2444,Franck Ribéry,fr FRA,"DL,CC",Bayern Munich,de Bundesliga,34.0,1983.0,20,1203.0,60.0,39.3,13.4,15,,2.0,5,,5,2.25,35.0,14.0,21.0,1.57,-0.51,31.3,11.2,20.1,1.5,0.34
2445,Federico Ricca,uy URU,DF,Málaga,es La Liga,22.0,1994.0,14,1109.0,79.0,32.4,12.3,13,83.0,10.0,1,35.0,2,0.21,4.0,22.0,-18.0,-1.46,-0.72,10.2,18.8,-8.6,-0.7,-0.22
2446,Alessio Riccardi,it ITA,DL,Roma,it Serie A,16.0,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
2447,Federico Ricci,it ITA,DL,Crotone,it Serie A,23.0,1994.0,15,921.0,61.0,26.9,10.2,10,,4.0,5,,3,1.07,16.0,15.0,1.0,0.1,1.07,12.6,14.2,-1.6,-0.15,0.66
2448,Federico Ricci,it ITA,CC,Genoa,it Serie A,23.0,1994.0,5,217.0,43.0,6.3,2.4,2,,2.0,3,,10,0.8,3.0,5.0,-2.0,-0.83,-0.6,3.5,5.3,-1.8,-0.76,-0.84
2449,Federico Ricci,it ITA,"DL,CC",Sassuolo,it Serie A,23.0,1994.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
2450,Declan Rice,eng ENG,"DF,CC",West Ham,eng Premier League,18.0,1999.0,26,1430.0,55.0,41.8,15.9,15,,12.0,11,,10,1.23,24.0,29.0,-5.0,-0.31,0.36,15.8,24.8,-9.0,-0.56,-0.14
2451,Richarlison,br BRA,"DL,CC",Watford,eng Premier League,20.0,1997.0,38,2823.0,74.0,82.5,31.4,32,,22.0,6,,0,1.08,31.0,54.0,-23.0,-0.73,-1.19,36.1,45.3,-9.2,-0.29,-0.65
2452,Marco Richter,de GER,DL,Augsburg,de Bundesliga,19.0,1997.0,12,644.0,54.0,21.0,7.2,6,,2.0,6,,2,1.08,10.0,10.0,0.0,0.0,0.11,7.5,9.6,-2.1,-0.31,-0.51
2453,Diego Rico,es ESP,DF,Leganés,es La Liga,24.0,1993.0,26,2228.0,86.0,65.1,24.8,26,86.0,24.0,0,,7,1.12,16.0,32.0,-16.0,-0.65,-0.57,26.5,28.4,-1.8,-0.07,0.37
2454,Mikel Rico,es ESP,CC,Athletic Club,es La Liga,32.0,1984.0,17,1171.0,69.0,34.2,13.0,13,85.0,11.0,4,16.0,6,1.35,15.0,10.0,5.0,0.38,0.9,18.0,16.1,2.0,0.15,0.26
2455,Sergio Rico,es ESP,PO,Sevilla,es La Liga,23.0,1993.0,24,2156.0,90.0,63.0,24.0,23,90.0,23.0,1,86.0,14,1.42,29.0,39.0,-10.0,-0.42,-0.49,37.9,33.1,4.8,0.2,0.17
2456,Jaïro Riedewald,nl NED,"CC,DF",Crystal Palace,eng Premier League,20.0,1996.0,12,442.0,37.0,12.9,4.9,4,,4.0,8,,17,1.08,3.0,6.0,-3.0,-0.61,-0.4,6.2,6.9,-0.7,-0.14,-0.32
2457,Asier Riesgo,es ESP,PO,Eibar,es La Liga,33.0,1983.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,28,3.0,4.0,1.0,3.0,3.0,3.24,1.3,1.7,-0.4,-0.43,-0.35
2458,Sascha Riether,de GER,"DF,CC",Schalke 04,de Bundesliga,34.0,1983.0,0,,,,,0,,0.0,0,,6,,,,,,,,,,,
2459,Luca Rigoni,it ITA,CC,Genoa,it Serie A,32.0,1984.0,23,1574.0,68.0,46.0,17.5,19,,9.0,4,,9,1.17,14.0,19.0,-5.0,-0.29,-0.04,20.0,17.0,3.0,0.17,0.27
2460,Nicola Rigoni,it ITA,CC,Chievo,it Serie A,26.0,1990.0,15,933.0,62.0,27.3,10.4,12,,6.0,3,,22,1.2,7.0,17.0,-10.0,-0.96,-0.49,9.9,17.8,-7.9,-0.76,-0.28
2461,Kévin Rimane,gf GUF,DF,Paris S-G,fr Ligue 1,26.0,1991.0,1,7.0,7.0,0.2,0.1,0,,0.0,1,7.0,6,1.0,0.0,0.0,0.0,0.0,-2.08,0.0,0.0,0.0,-0.45,-1.82
2462,Tomás Rincón,ve VEN,CC,Torino,it Serie A,29.0,1988.0,36,2995.0,83.0,87.6,33.3,35,,23.0,1,,0,1.33,45.0,41.0,4.0,0.12,-0.73,38.9,41.7,-2.9,-0.09,-0.47
2463,Birk Risa,no NOR,DL,Köln,de Bundesliga,19.0,1998.0,2,81.0,41.0,2.6,0.9,1,,0.0,1,,2,1.5,0.0,2.0,-2.0,-2.22,-1.23,0.9,2.3,-1.3,-1.49,-0.8
2464,Marcel Risse,de GER,"DF,CC",Köln,de Bundesliga,27.0,1989.0,16,1169.0,73.0,38.2,13.0,13,,11.0,3,,0,0.5,15.0,34.0,-19.0,-1.46,-0.7,13.8,26.5,-12.7,-0.98,-0.43
2465,Matt Ritchie,sct SCO,"CC,DL",Newcastle Utd,eng Premier League,27.0,1989.0,35,2804.0,80.0,82.0,31.2,32,,21.0,3,,3,1.26,35.0,35.0,0.0,0.0,1.17,36.5,41.4,-4.9,-0.16,0.7
2466,Cristian Rivera,es ESP,CC,Eibar,es La Liga,20.0,1997.0,7,246.0,35.0,7.2,2.7,2,90.0,2.0,5,13.0,5,0.43,1.0,9.0,-8.0,-2.93,-2.98,1.7,5.3,-3.6,-1.31,-1.32
2467,Emmanuel Rivière,fr FRA,DL,Metz,fr Ligue 1,27.0,1990.0,28,2009.0,72.0,58.7,22.3,23,82.0,11.0,5,26.0,0,0.79,23.0,41.0,-18.0,-0.81,0.72,24.1,39.4,-15.3,-0.69,0.31
2468,Jonathan Rivierez,mq MTQ,DF,Metz,fr Ligue 1,28.0,1989.0,26,2064.0,79.0,60.4,22.9,24,85.0,20.0,2,13.0,6,0.81,23.0,43.0,-20.0,-0.87,0.59,25.8,42.2,-16.4,-0.72,0.25
2469,Leonardo Rivoira,it ITA,DF,Torino,it Serie A,19.0,1998.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
2470,Luca Rizzo,it ITA,CC,SPAL,it Serie A,25.0,1992.0,11,488.0,44.0,14.3,5.4,4,,2.0,7,,6,0.55,6.0,13.0,-7.0,-1.29,-0.89,6.8,11.4,-4.7,-0.86,-0.33
2471,Luca Rizzo,it ITA,CC,Atalanta,it Serie A,25.0,1992.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
2472,Arjen Robben,nl NED,"DL,CC",Bayern Munich,de Bundesliga,33.0,1984.0,21,1507.0,72.0,49.2,16.7,19,,7.0,2,,3,2.57,45.0,12.0,33.0,1.97,0.17,37.8,11.8,26.0,1.55,0.5
2473,Rober,es ESP,"DF,CC",Levante,es La Liga,22.0,1995.0,25,1909.0,76.0,55.8,21.2,19,88.0,18.0,6,41.0,7,1.28,26.0,34.0,-8.0,-0.38,-0.02,28.2,38.2,-10.0,-0.47,0.06
2474,Samuel Robert,fr FRA,DL,Dijon,fr Ligue 1,19.0,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
2475,Roberto,es ESP,PO,Málaga,es La Liga,31.0,1986.0,34,3060.0,90.0,89.5,34.0,34,90.0,34.0,0,,3,0.59,23.0,51.0,-28.0,-0.82,1.43,32.7,50.1,-17.4,-0.51,0.39
2476,Sergi Roberto,es ESP,DF,Barcelona,es La Liga,25.0,1992.0,30,2225.0,74.0,65.1,24.7,24,86.0,17.0,6,26.0,0,2.47,58.0,12.0,46.0,1.86,0.05,53.5,23.0,30.5,1.23,0.4
2477,Connor Roberts,wls WAL,DF,Swansea City,eng Premier League,21.0,1995.0,4,268.0,67.0,7.8,3.0,3,,2.0,1,,5,0.25,0.0,4.0,-4.0,-1.34,-0.66,2.3,4.0,-1.7,-0.55,0.17
2478,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,23.0,1994.0,22,1940.0,88.0,56.7,21.6,22,,19.0,0,,5,2.14,53.0,18.0,35.0,1.62,0.95,43.3,15.9,27.4,1.27,0.55
2479,Álex Robles,es ESP,DF,Málaga,es La Liga,18.0,1999.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,1,0.0,0.0,1.0,-1.0,-1.0,-0.03,1.2,1.6,-0.4,-0.35,0.2
2480,Joel Robles,es ESP,PO,Everton,eng Premier League,27.0,1990.0,0,,,,,0,,0.0,0,,30,,,,,,,,,,,
2481,Hal Robson-Kanu,wls WAL,"DL,CC",West Brom,eng Premier League,28.0,1989.0,21,827.0,39.0,24.2,9.2,8,,2.0,13,,5,0.86,5.0,14.0,-9.0,-0.98,-0.42,10.6,13.0,-2.3,-0.25,0.06
2482,Marc Roca,es ESP,CC,Espanyol,es La Liga,20.0,1996.0,8,264.0,33.0,7.7,2.9,2,68.0,1.0,6,22.0,17,2.13,6.0,3.0,3.0,1.02,1.28,5.3,4.6,0.7,0.23,0.56
2483,Christopher Rocchia,fr FRA,DF,Marseille,fr Ligue 1,19.0,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
2484,Leonardo Rocha,pt POR,DL,Leganés,es La Liga,20.0,1997.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
2485,Kenny Rocha Santos,cv CPV,"DL,CC",Saint-Étienne,fr Ligue 1,17.0,2000.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
2486,Rubén Rochina,es ESP,"CC,DF",Levante,es La Liga,26.0,1991.0,5,151.0,30.0,4.4,1.7,1,74.0,0.0,4,19.0,3,1.5,4.0,6.0,-2.0,-1.19,-0.86,1.6,4.7,-3.1,-1.84,-1.41
2487,Ronny Rodelin,fr FRA,"DL,CC",Caen,fr Ligue 1,27.0,1989.0,37,3161.0,85.0,92.4,35.1,36,87.0,30.0,1,35.0,0,1.03,25.0,46.0,-21.0,-0.6,0.79,41.4,43.2,-1.8,-0.05,1.14
2488,Joe Rodon,wls WAL,DF,Swansea City,eng Premier League,19.0,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
2489,Rodri,es ESP,CC,Villarreal,es La Liga,21.0,1996.0,37,3227.0,87.0,94.4,35.9,36,89.0,34.0,1,34.0,0,1.65,54.0,45.0,9.0,0.25,1.18,49.8,49.8,0.1,0.0,0.1
2490,Rodrigo,es ESP,DL,Valencia,es La Liga,26.0,1991.0,37,2684.0,73.0,78.5,29.8,31,82.0,13.0,6,26.0,0,1.89,47.0,23.0,24.0,0.8,0.44,43.3,35.0,8.3,0.28,0.35
2491,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23.0,1994.0,20,1635.0,82.0,47.8,18.2,18,90.0,18.0,2,8.0,9,1.4,39.0,31.0,8.0,0.44,0.49,31.8,24.5,7.2,0.4,0.6
2492,Ángel Rodríguez,es ESP,DL,Getafe,es La Liga,30.0,1987.0,33,2293.0,69.0,67.0,25.5,26,81.0,13.0,7,27.0,3,1.45,32.0,14.0,18.0,0.71,1.43,35.5,23.6,11.8,0.47,0.73
2493,Óscar Rodríguez Arnaiz,es ESP,CC,Real Madrid,es La Liga,19.0,1998.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,
2494,Iván Rodríguez,es ESP,DF,Málaga,es La Liga,21.0,1996.0,1,20.0,20.0,0.6,0.2,0,,0.0,1,20.0,3,0.0,1.0,0.0,1.0,4.5,5.51,0.8,0.9,-0.1,-0.45,0.1
2495,James Rodríguez,co COL,"CC,DL",Bayern Munich,de Bundesliga,26.0,1991.0,23,1621.0,70.0,53.0,18.0,19,,11.0,4,,5,2.39,45.0,15.0,30.0,1.67,-0.46,36.8,20.0,16.8,0.93,-0.78
2496,Jay Rodriguez,eng ENG,"DL,CC",West Brom,eng Premier League,28.0,1989.0,37,2812.0,76.0,82.2,31.2,31,,13.0,6,,1,0.81,24.0,41.0,-17.0,-0.54,0.64,28.6,38.3,-9.7,-0.31,-0.05
2497,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,24.0,1992.0,34,3005.0,88.0,87.9,33.4,34,,32.0,0,,1,1.68,50.0,36.0,14.0,0.42,0.42,46.2,32.0,14.2,0.42,0.4
2498,Thomas Rodríguez,ar ARG,CC,Genoa,it Serie A,21.0,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
2499,Marko Rog,hr CRO,"CC,DL",Napoli,it Serie A,22.0,1995.0,28,289.0,10.0,8.5,3.2,0,,0.0,28,,10,2.71,5.0,4.0,1.0,0.31,-1.04,5.8,2.8,2.9,0.94,-0.13
2500,Rogério,br BRA,DF,Sassuolo,it Serie A,19.0,1998.0,13,910.0,70.0,26.6,10.1,10,,8.0,3,,22,1.46,9.0,12.0,-3.0,-0.3,0.67,10.4,12.1,-1.7,-0.17,-0.14
2501,Marcus Rohdén,se SWE,CC,Crotone,it Serie A,26.0,1991.0,26,1632.0,63.0,47.7,18.1,20,,8.0,6,,8,0.96,16.0,36.0,-20.0,-1.1,-0.8,13.0,31.5,-18.5,-1.02,-0.74
2502,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,27.0,1990.0,9,640.0,71.0,18.7,7.1,8,,5.0,1,,11,2.11,13.0,8.0,5.0,0.7,-0.43,7.9,11.5,-3.7,-0.51,-1.12
2503,Diego Rolán,uy URU,"DL,CC",Málaga,es La Liga,24.0,1993.0,26,1946.0,75.0,56.9,21.6,21,86.0,17.0,5,27.0,0,0.35,14.0,42.0,-28.0,-1.29,-0.75,21.8,41.0,-19.2,-0.89,-0.78
2504,Rolando,pt POR,DF,Marseille,fr Ligue 1,31.0,1985.0,31,2511.0,81.0,73.4,27.9,28,87.0,25.0,3,26.0,2,2.0,61.0,38.0,23.0,0.82,-0.17,59.5,31.1,28.4,1.02,0.23
2505,Esteban Rolón,ar ARG,CC,Málaga,es La Liga,22.0,1995.0,8,418.0,52.0,12.2,4.6,6,69.0,1.0,2,3.0,13,0.88,1.0,12.0,-11.0,-2.37,-1.59,3.1,9.9,-6.8,-1.45,-1.03
2506,Filippo Romagna,it ITA,DF,Cagliari,it Serie A,20.0,1997.0,23,1888.0,82.0,55.2,21.0,21,,20.0,2,,12,0.96,19.0,42.0,-23.0,-1.1,-0.8,20.7,40.0,-19.3,-0.92,-0.91
2507,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,22.0,1995.0,28,2353.0,84.0,68.8,26.1,27,,23.0,1,,2,1.68,39.0,25.0,14.0,0.54,0.54,35.8,23.7,12.1,0.46,0.28
2508,Andrea Romagnoli,it ITA,PO,Roma,it Serie A,19.0,1998.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,
2509,Simone Romagnoli,it ITA,DF,Bologna,it Serie A,27.0,1990.0,8,557.0,70.0,16.3,6.2,6,,5.0,2,,6,0.63,4.0,6.0,-2.0,-0.32,-0.01,6.1,9.4,-3.3,-0.53,-0.17
2510,Aristóteles Romero,ve VEN,"CC,DL",Crotone,it Serie A,21.0,1995.0,6,86.0,14.0,2.5,1.0,0,,0.0,6,,9,0.5,1.0,1.0,0.0,0.0,0.7,1.0,1.6,-0.6,-0.67,-0.04
2511,Óscar Romero,py PAR,"CC,DL",Alavés,es La Liga,25.0,1992.0,5,251.0,50.0,7.3,2.8,2,90.0,2.0,3,24.0,2,0.0,0.0,4.0,-4.0,-1.43,-1.26,2.1,6.5,-4.4,-1.57,-1.2
2512,Sergio Romero,ar ARG,PO,Manchester Utd,eng Premier League,30.0,1987.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,29,3.0,1.0,0.0,1.0,1.0,-0.05,0.4,0.6,-0.2,-0.21,-0.62
2513,Oriol Romeu,es ESP,CC,Southampton,eng Premier League,25.0,1991.0,34,2897.0,85.0,84.7,32.2,34,,28.0,0,,3,0.94,27.0,47.0,-20.0,-0.62,-0.79,32.0,40.0,-7.9,-0.25,-0.69
2514,Rômulo,it ITA,"CC,DF",Hellas Verona,it Serie A,30.0,1987.0,37,3168.0,86.0,92.6,35.2,36,,32.0,1,,0,0.59,26.0,73.0,-47.0,-1.34,-0.98,29.6,66.0,-36.4,-1.03,-0.78
2515,Cristiano Ronaldo,pt POR,DL,Real Madrid,es La Liga,32.0,1985.0,27,2285.0,85.0,66.8,25.4,27,85.0,19.0,0,,0,1.96,64.0,29.0,35.0,1.38,0.19,56.9,27.5,29.4,1.16,0.15
2516,Facundo Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,30.0,1987.0,21,1492.0,71.0,43.6,16.6,17,84.0,14.0,4,17.0,9,1.38,26.0,29.0,-3.0,-0.18,-0.27,27.0,21.7,5.3,0.32,0.58
2517,Salomón Rondón,ve VEN,DL,West Brom,eng Premier League,27.0,1989.0,36,2767.0,77.0,80.9,30.7,32,,23.0,4,,1,0.81,25.0,48.0,-23.0,-0.75,-0.47,27.6,40.1,-12.5,-0.41,-0.56
2518,Valentin Rongier,fr FRA,CC,Nantes,fr Ligue 1,22.0,1994.0,32,2350.0,73.0,68.7,26.1,29,80.0,15.0,3,11.0,2,1.13,21.0,37.0,-16.0,-0.61,-1.54,28.4,27.8,0.5,0.02,-0.25
2519,Marten de Roon,nl NED,CC,Atalanta,it Serie A,26.0,1991.0,34,2571.0,76.0,75.2,28.6,29,,24.0,5,,1,1.62,37.0,25.0,12.0,0.42,-0.22,47.5,26.8,20.7,0.72,0.01
2520,Wayne Rooney,eng ENG,"CC,DL",Everton,eng Premier League,31.0,1985.0,31,2268.0,73.0,66.3,25.2,27,,7.0,4,,3,1.45,30.0,33.0,-3.0,-0.12,0.74,25.9,31.8,-5.9,-0.24,0.23
2521,Roberto Rosales,ve VEN,DF,Málaga,es La Liga,28.0,1988.0,35,3123.0,89.0,91.3,34.7,35,89.0,33.0,0,,1,0.57,24.0,53.0,-29.0,-0.84,1.59,35.4,51.7,-16.3,-0.47,0.96
2522,Romario Rösch,de GER,CC,Augsburg,de Bundesliga,18.0,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
2523,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,27.0,1990.0,10,800.0,80.0,23.4,8.9,9,,6.0,1,,10,2.1,18.0,14.0,4.0,0.45,-0.72,14.0,10.9,3.1,0.35,-0.6
2524,Liam Rosenior,eng ENG,DF,Brighton,eng Premier League,33.0,1984.0,3,164.0,55.0,4.8,1.8,1,,1.0,2,,5,1.33,2.0,3.0,-1.0,-0.55,-0.02,1.5,2.3,-0.8,-0.45,-0.09
2525,Aleandro Rosi,it ITA,DF,Genoa,it Serie A,30.0,1987.0,24,1700.0,71.0,49.7,18.9,22,,11.0,2,,8,0.96,14.0,19.0,-5.0,-0.26,0.0,19.1,22.7,-3.6,-0.19,-0.43
2526,Valentin Rosier,fr FRA,DF,Dijon,fr Ligue 1,20.0,1996.0,36,2780.0,77.0,81.3,30.9,31,88.0,27.0,5,11.0,1,1.33,43.0,60.0,-17.0,-0.55,-0.41,33.6,54.1,-20.5,-0.66,-0.43
2527,Luca Rossettini,it ITA,DF,Genoa,it Serie A,32.0,1985.0,23,2027.0,88.0,59.3,22.5,22,,22.0,1,,14,1.09,23.0,30.0,-7.0,-0.31,-0.12,23.1,28.3,-5.2,-0.23,-0.63
2528,Francesco Rossi,it ITA,PO,Atalanta,it Serie A,26.0,1991.0,1,8.0,8.0,0.2,0.1,0,,0.0,1,,36,0.0,0.0,1.0,-1.0,-11.25,-11.75,0.8,0.3,0.5,5.64,4.92
2529,Giuseppe Rossi,it ITA,"DL,CC",Genoa,it Serie A,30.0,1987.0,9,260.0,29.0,7.6,2.9,1,,0.0,8,,6,0.56,5.0,3.0,2.0,0.69,1.03,5.6,4.2,1.4,0.5,0.52
2530,Jérôme Roussillon,fr FRA,DF,Montpellier,fr Ligue 1,24.0,1993.0,22,1880.0,85.0,55.0,20.9,22,85.0,15.0,0,,0,1.45,22.0,15.0,7.0,0.34,0.57,22.9,19.8,3.0,0.15,0.11
2531,Wayne Routledge,eng ENG,"CC,DL",Swansea City,eng Premier League,32.0,1985.0,15,429.0,29.0,12.5,4.8,4,,1.0,11,,12,0.8,1.0,11.0,-10.0,-2.1,-1.56,3.4,10.1,-6.7,-1.41,-0.79
2532,Nolan Roux,fr FRA,"DL,CC",Metz,fr Ligue 1,29.0,1988.0,35,2834.0,81.0,82.9,31.5,33,85.0,20.0,2,22.0,0,0.71,29.0,58.0,-29.0,-0.92,1.08,33.1,58.9,-25.9,-0.82,-0.04
