RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados
11,Francesco Acerbi,it ITA,DF,Sassuolo,it Serie A,29.0,1988.0,38.0,4,0,0.0,31,32.0,1.0,12.0,88.0,32.0,0.0,1.0,1.0,260.0,103.0,40.0,72.0
12,Afriyie Acquah,gh GHA,CC,Torino,it Serie A,25.0,1992.0,10.6,4,2,1.0,17,14.0,0.0,12.0,16.0,6.0,0.0,0.0,0.0,68.0,12.0,17.0,41.4
13,Charlie Adam,sct SCO,CC,Stoke City,eng Premier League,31.0,1985.0,4.6,2,1,0.0,8,8.0,0.0,30.0,9.0,5.0,0.0,0.0,0.0,40.0,7.0,4.0,63.6
14,Antonio Adán,es ESP,PO,Betis,es La Liga,30.0,1987.0,30.0,4,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.0,1.0,80.0
15,Aday,es ESP,DF,Girona,es La Liga,29.0,1987.0,20.4,10,0,0.0,39,15.0,6.0,134.0,25.0,15.0,0.0,0.0,1.0,97.0,37.0,16.0,69.8
16,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,32.0,1985.0,32.5,9,0,0.0,50,39.0,1.0,0.0,65.0,24.0,0.0,1.0,0.0,195.0,64.0,46.0,58.2
17,Claud Adjapong,it ITA,"DF,DL",Sassuolo,it Serie A,19.0,1998.0,13.6,5,1,0.0,24,19.0,2.0,27.0,23.0,26.0,0.0,0.0,0.0,80.0,15.0,15.0,50.0
18,René Adler,de GER,PO,Mainz 05,de Bundesliga,32.0,1985.0,14.0,0,0,0.0,1,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,5.0,0.0,100.0
19,Yacine Adli,fr FRA,DL,Paris S-G,fr Ligue 1,17.0,2000.0,0.1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Ali Adnan Kadhim,iq IRQ,"DF,DL",Udinese,it Serie A,23.0,1993.0,18.6,4,0,0.0,21,22.0,1.0,88.0,41.0,35.0,0.0,0.0,1.0,94.0,51.0,34.0,60.0
21,Adrián,es ESP,PO,West Ham,eng Premier League,30.0,1987.0,19.0,2,0,0.0,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,2.0,1.0,66.7
22,Aritz Aduriz,es ESP,DL,Athletic Club,es La Liga,36.0,1981.0,23.9,5,0,0.0,42,39.0,35.0,20.0,3.0,8.0,0.0,0.0,0.0,45.0,99.0,77.0,56.3
23,Ibrahim Afellay,nl NED,CC,Stoke City,eng Premier League,31.0,1986.0,1.8,1,0,0.0,1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,
24,Benik Afobe,cd COD,DL,Bournemouth,eng Premier League,24.0,1993.0,6.8,0,0,0.0,9,13.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,17.0,22.0,38.0,36.7
25,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21.0,1996.0,20.3,4,0,0.0,19,18.0,0.0,50.0,41.0,33.0,0.0,0.0,0.0,120.0,17.0,13.0,56.7
26,Imanol Agirretxe,es ESP,DL,Real Sociedad,es La Liga,30.0,1987.0,2.6,0,0,0.0,1,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,10.0,44.4
27,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,29.0,1988.0,21.8,2,0,0.0,10,17.0,16.0,16.0,6.0,6.0,0.0,0.0,0.0,59.0,10.0,19.0,34.5
28,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,24.0,1993.0,27.3,2,0,0.0,29,49.0,3.0,95.0,37.0,50.0,0.0,0.0,0.0,174.0,28.0,35.0,44.4
29,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28.0,1989.0,12.8,3,0,0.0,19,21.0,1.0,19.0,24.0,20.0,0.0,0.0,0.0,87.0,14.0,17.0,45.2
30,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,23.0,1994.0,33.4,4,0,0.0,46,49.0,1.0,5.0,75.0,34.0,0.0,0.0,0.0,261.0,48.0,47.0,50.5
31,Ailton,br BRA,"DF,CC",Stuttgart,de Bundesliga,22.0,1995.0,1.2,0,0,0.0,3,3.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,9.0,4.0,2.0,66.7
32,Youssef Aït Bennasser,ma MAR,CC,Caen,fr Ligue 1,21.0,1996.0,22.7,4,0,0.0,20,26.0,0.0,11.0,32.0,28.0,0.0,0.0,0.0,207.0,23.0,32.0,41.8
33,Arlind Ajeti,al ALB,DF,Crotone,it Serie A,23.0,1993.0,14.1,7,0,0.0,19,6.0,0.0,0.0,34.0,23.0,0.0,1.0,0.0,75.0,20.0,27.0,42.6
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,22.0,1995.0,10.0,2,0,0.0,9,4.0,0.0,1.0,7.0,15.0,0.0,0.0,0.0,35.0,14.0,15.0,48.3
35,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,22.0,1995.0,37.3,5,0,0.0,27,19.0,2.0,5.0,48.0,32.0,0.0,0.0,0.0,178.0,104.0,89.0,53.9
36,Ager Aketxe,es ESP,CC,Athletic Club,es La Liga,23.0,1993.0,0.4,1,0,0.0,1,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
37,Chadrac Akolo,cd COD,"CC,DL",Stuttgart,de Bundesliga,22.0,1995.0,12.2,2,0,0.0,13,12.0,8.0,14.0,5.0,14.0,0.0,0.0,0.0,43.0,10.0,25.0,28.6
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,22.0,1995.0,18.8,1,0,0.0,22,17.0,1.0,6.0,22.0,39.0,0.0,0.0,1.0,91.0,27.0,21.0,56.3
39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25.0,1992.0,17.2,1,0,0.0,9,6.0,2.0,94.0,10.0,14.0,0.0,0.0,0.0,85.0,15.0,17.0,46.9
40,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,24.0,1992.0,17.2,4,1,0.0,40,41.0,14.0,3.0,4.0,10.0,1.0,0.0,0.0,38.0,47.0,92.0,33.8
41,David Alba,es ESP,DF,Getafe,es La Liga,18.0,1999.0,0.7,0,0,0.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,33.3
42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,28.0,1989.0,30.5,7,0,0.0,35,21.0,16.0,46.0,68.0,42.0,0.0,0.0,0.0,189.0,15.0,21.0,41.7
43,Raúl Albentosa,es ESP,DF,La Coruña,es La Liga,28.0,1988.0,19.4,5,0,0.0,15,14.0,1.0,2.0,26.0,6.0,0.0,1.0,0.0,73.0,39.0,18.0,68.4
44,Luis Alberto,es ESP,"DL,CC",Lazio,it Serie A,24.0,1992.0,29.7,5,0,0.0,19,36.0,3.0,213.0,16.0,28.0,1.0,0.0,0.0,145.0,13.0,25.0,34.2
45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,31.0,1985.0,30.5,7,0,0.0,28,18.0,2.0,3.0,32.0,19.0,0.0,0.0,0.0,216.0,92.0,51.0,64.3
46,Miiko Albornoz,cl CHI,"DF,CC",Hannover 96,de Bundesliga,26.0,1990.0,7.8,1,0,0.0,9,14.0,0.0,23.0,5.0,20.0,0.0,0.0,0.0,31.0,10.0,17.0,37.0
47,Marc Albrighton,eng ENG,"CC,DL",Leicester City,eng Premier League,27.0,1989.0,28.2,5,1,0.0,20,26.0,2.0,217.0,27.0,33.0,0.0,1.0,0.0,172.0,11.0,15.0,42.3
48,Paco Alcácer,es ESP,"CC,DL",Barcelona,es La Liga,23.0,1993.0,7.7,0,0,0.0,2,9.0,7.0,6.0,11.0,3.0,0.0,0.0,0.0,28.0,7.0,17.0,29.2
49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,28.0,1989.0,7.7,4,0,0.0,11,3.0,2.0,4.0,14.0,5.0,0.0,0.0,0.0,26.0,19.0,11.0,63.3
50,Thiago Alcántara,es ESP,"CC,DL",Bayern Munich,de Bundesliga,26.0,1991.0,13.9,3,0,0.0,24,14.0,1.0,13.0,27.0,35.0,1.0,0.0,0.0,77.0,21.0,17.0,55.3
51,David Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25.0,1991.0,2.3,0,0,0.0,2,2.0,1.0,5.0,7.0,5.0,0.0,0.0,0.0,10.0,5.0,1.0,83.3
52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,28.0,1989.0,13.1,3,0,0.0,8,1.0,0.0,7.0,4.0,13.0,0.0,0.0,0.0,57.0,14.0,29.0,32.6
53,Steve Aldo One,cm CMR,DF,La Coruña,es La Liga,22.0,1995.0,1.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
54,Álex Alegría,es ESP,DL,Levante,es La Liga,24.0,1992.0,7.0,1,0,0.0,16,18.0,5.0,2.0,4.0,5.0,0.0,0.0,0.0,16.0,24.0,24.0,50.0
55,Iván Alejo,es ESP,"CC,DL",Eibar,es La Liga,22.0,1995.0,12.2,5,0,0.0,25,45.0,3.0,109.0,5.0,16.0,0.0,0.0,0.0,67.0,10.0,13.0,43.5
56,Alexander,ar ARG,"CC,DL",Leganés,es La Liga,28.0,1988.0,11.8,1,0,0.0,19,18.0,8.0,40.0,22.0,11.0,1.0,0.0,0.0,56.0,2.0,4.0,33.3
57,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18.0,1998.0,17.5,3,0,0.0,12,1.0,3.0,102.0,28.0,25.0,0.0,0.0,0.0,133.0,5.0,17.0,22.7
58,Alexis,es ESP,DF,Alavés,es La Liga,31.0,1985.0,24.3,6,0,0.0,20,14.0,2.0,6.0,30.0,24.0,0.0,0.0,1.0,112.0,28.0,18.0,60.9
59,Alisson,br BRA,PO,Roma,it Serie A,24.0,1992.0,37.0,1,0,0.0,1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,69.0,7.0,0.0,100.0
60,Allan,br BRA,CC,Napoli,it Serie A,26.0,1991.0,31.7,2,0,0.0,37,47.0,0.0,29.0,28.0,68.0,0.0,0.0,0.0,244.0,11.0,33.0,25.0
61,Joe Allen,wls WAL,CC,Stoke City,eng Premier League,27.0,1990.0,34.9,8,0,0.0,49,49.0,0.0,37.0,58.0,62.0,0.0,0.0,0.0,244.0,36.0,59.0,37.9
62,Dele Alli,eng ENG,"CC,DL",Tottenham,eng Premier League,21.0,1996.0,32.9,7,0,0.0,43,84.0,5.0,18.0,19.0,30.0,1.0,0.0,0.0,181.0,28.0,49.0,36.4
63,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,24.0,1993.0,30.9,3,0,0.0,34,9.0,0.0,7.0,56.0,31.0,0.0,0.0,1.0,219.0,91.0,43.0,67.9
64,José Alonso Lara,es ESP,CC,Sevilla,es La Liga,17.0,2000.0,0.1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65,Marcos Alonso,es ESP,"DF,CC",Chelsea,eng Premier League,26.0,1990.0,31.7,6,0,0.0,26,31.0,8.0,96.0,47.0,33.0,0.0,0.0,0.0,193.0,59.0,52.0,53.2
66,Ricky Álvarez,ar ARG,CC,Sampdoria,it Serie A,29.0,1988.0,3.0,0,0,0.0,5,4.0,0.0,21.0,2.0,2.0,0.0,0.0,0.0,15.0,6.0,8.0,42.9
67,Sergio Álvarez,es ESP,PO,Celta Vigo,es La Liga,30.0,1986.0,16.4,0,0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,1.0,83.3
68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,22.0,1995.0,7.5,2,0,0.0,12,10.0,0.0,1.0,11.0,7.0,0.0,0.0,0.0,66.0,13.0,12.0,52.0
69,Dani Alves,br BRA,DF,Paris S-G,fr Ligue 1,34.0,1983.0,22.9,7,1,0.0,38,34.0,4.0,99.0,28.0,57.0,0.0,0.0,0.0,160.0,16.0,19.0,45.7
70,Ibrahim Amadou,fr FRA,"CC,DF",Lille,fr Ligue 1,24.0,1993.0,26.7,3,1,0.0,23,17.0,0.0,4.0,41.0,29.0,0.0,1.0,0.0,177.0,33.0,27.0,55.0
71,Eloi Amagat,es ESP,CC,Girona,es La Liga,32.0,1985.0,0.2,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
72,Morgan Amalfitano,fr FRA,"CC,DL",Rennes,fr Ligue 1,32.0,1985.0,8.3,2,2,1.0,8,14.0,0.0,19.0,4.0,5.0,0.0,0.0,0.0,39.0,2.0,12.0,14.3
73,Romain Amalfitano,fr FRA,CC,Dijon,fr Ligue 1,27.0,1989.0,30.0,5,0,0.0,35,52.0,0.0,20.0,85.0,37.0,0.0,0.0,0.0,228.0,13.0,29.0,31.0
74,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,22.0,1994.0,5.4,1,2,1.0,5,7.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,30.0,10.0,7.0,58.8
75,Jordi Amat,id IDN,"DF,CC",Betis,es La Liga,25.0,1992.0,22.7,7,2,1.0,38,10.0,0.0,0.0,38.0,23.0,0.0,2.0,1.0,112.0,29.0,30.0,49.2
76,Amath,sn SEN,"CC,DL",Getafe,es La Liga,21.0,1996.0,31.8,9,0,0.0,72,62.0,10.0,21.0,33.0,53.0,0.0,0.0,0.0,183.0,19.0,47.0,28.8
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23.0,1994.0,24.4,7,0,0.0,30,22.0,1.0,60.0,45.0,35.0,0.0,1.0,0.0,170.0,42.0,21.0,66.7
78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18.0,1998.0,0.5,0,0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19.0,1998.0,35.0,3,1,0.0,28,15.0,0.0,43.0,45.0,43.0,0.0,1.0,0.0,155.0,36.0,38.0,48.6
80,Nadiem Amiri,de GER,CC,Hoffenheim,de Bundesliga,20.0,1996.0,19.4,4,0,0.0,42,38.0,3.0,49.0,17.0,26.0,0.0,0.0,0.0,106.0,6.0,14.0,30.0
81,Ethan Ampadu,wls WAL,DF,Chelsea,eng Premier League,16.0,2000.0,0.1,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,33.3
82,Nordin Amrabat,ma MAR,DL,Watford,eng Premier League,30.0,1987.0,2.2,0,0,0.0,6,2.0,2.0,9.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,6.0,33.3
83,Nordin Amrabat,ma MAR,"DL,CC",Leganés,es La Liga,30.0,1987.0,18.0,6,1,1.0,54,36.0,25.0,61.0,5.0,10.0,0.0,1.0,0.0,76.0,12.0,23.0,34.3
84,Jon Ander Serantes,es ESP,PO,Leganés,es La Liga,27.0,1989.0,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21.0,1996.0,6.1,0,0,0.0,3,4.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,33.0,17.0,2.0,89.5
86,Felipe Anderson,br BRA,"DL,CC",Lazio,it Serie A,24.0,1993.0,12.9,0,0,0.0,9,15.0,0.0,74.0,11.0,21.0,0.0,0.0,0.0,72.0,3.0,12.0,20.0
87,Florin Andone,ro ROU,DL,La Coruña,es La Liga,24.0,1993.0,18.2,6,0,0.0,59,19.0,17.0,17.0,3.0,7.0,0.0,0.0,0.0,50.0,32.0,70.0,31.4
88,Nícolas Andrade,br BRA,PO,Hellas Verona,it Serie A,29.0,1988.0,36.0,2,1,0.0,2,11.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,39.0,6.0,1.0,85.7
89,Benjamin André,fr FRA,CC,Rennes,fr Ligue 1,26.0,1990.0,33.5,11,1,1.0,72,48.0,1.0,21.0,57.0,54.0,0.0,0.0,0.0,259.0,187.0,151.0,55.3
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31.0,1986.0,20.3,5,0,0.0,29,8.0,0.0,4.0,30.0,17.0,0.0,0.0,0.0,58.0,45.0,27.0,62.5
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28.0,1989.0,23.0,4,0,0.0,21,15.0,0.0,59.0,37.0,30.0,0.0,0.0,0.0,145.0,31.0,23.0,57.4
92,Miguel Ángel Guerrero,es ESP,DL,Leganés,es La Liga,27.0,1990.0,16.0,3,0,0.0,36,23.0,13.0,1.0,9.0,5.0,0.0,0.0,0.0,37.0,42.0,41.0,50.6
93,José Ángel,es ESP,DF,Eibar,es La Liga,27.0,1989.0,27.0,4,0,0.0,20,17.0,1.0,226.0,38.0,44.0,0.0,0.0,0.0,187.0,36.0,29.0,55.4
94,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,33.0,1984.0,8.5,0,0,0.0,1,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,22.0,2.0,0.0,100.0
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19.0,1998.0,0.3,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,75.0
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28.0,1989.0,9.9,3,0,0.0,18,4.0,0.0,2.0,21.0,13.0,0.0,3.0,0.0,56.0,30.0,13.0,69.8
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30.0,1986.0,20.8,6,2,1.0,26,36.0,0.0,78.0,20.0,33.0,1.0,1.0,0.0,121.0,5.0,13.0,27.8
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25.0,1992.0,6.6,1,1,0.0,10,7.0,0.0,1.0,26.0,14.0,0.0,0.0,0.0,28.0,7.0,4.0,63.6
99,Mirco Antenucci,it ITA,DL,SPAL,it Serie A,32.0,1984.0,28.6,1,0,0.0,36,70.0,33.0,33.0,11.0,13.0,1.0,0.0,0.0,85.0,21.0,44.0,32.3
100,Waldemar Anton,de GER,"DF,CC",Hannover 96,de Bundesliga,21.0,1996.0,25.3,1,0,0.0,20,30.0,0.0,8.0,39.0,49.0,0.0,1.0,0.0,154.0,73.0,46.0,61.3
101,Luca Antonelli,it ITA,"DF,DL",Milan,it Serie A,30.0,1987.0,1.6,1,0,0.0,1,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
102,Michail Antonio,jm JAM,"DL,CC",West Ham,eng Premier League,27.0,1990.0,15.0,1,0,0.0,17,30.0,7.0,55.0,13.0,9.0,1.0,0.0,0.0,71.0,43.0,53.0,44.8
103,Mirko Antonucci,it ITA,DL,Roma,it Serie A,18.0,1999.0,0.3,0,0,0.0,0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30.0,1987.0,31.1,14,0,0.0,50,36.0,1.0,149.0,58.0,44.0,0.0,0.0,0.0,172.0,18.0,23.0,43.9
105,Dennis Aogo,de GER,"CC,DF",Stuttgart,de Bundesliga,30.0,1987.0,21.7,5,0,0.0,33,12.0,0.0,104.0,29.0,26.0,0.0,1.0,0.0,96.0,11.0,12.0,47.8
106,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,19.0,1998.0,27.0,1,0,0.0,20,46.0,6.0,14.0,39.0,42.0,0.0,0.0,0.0,198.0,22.0,30.0,42.3
107,Alberto Aquilani,it ITA,CC,Las Palmas,es La Liga,33.0,1984.0,14.4,4,0,0.0,18,14.0,1.0,7.0,23.0,19.0,0.0,0.0,0.0,94.0,11.0,13.0,45.8
108,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,21.0,1995.0,23.6,9,1,1.0,49,42.0,0.0,6.0,25.0,41.0,0.0,0.0,0.0,166.0,17.0,31.0,35.4
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20.0,1997.0,2.1,0,0,0.0,2,2.0,0.0,3.0,5.0,2.0,0.0,0.0,1.0,19.0,2.0,3.0,40.0
110,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,28.0,1989.0,25.6,4,0,0.0,41,52.0,1.0,22.0,48.0,61.0,0.0,1.0,0.0,177.0,13.0,29.0,31.0
111,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,21.0,1996.0,22.4,5,0,0.0,28,25.0,6.0,69.0,16.0,31.0,0.0,0.0,0.0,101.0,5.0,14.0,26.3
112,Sergio Araujo,ar ARG,"CC,DL",Las Palmas,es La Liga,25.0,1992.0,0.4,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30.0,1987.0,26.8,8,0,0.0,26,11.0,0.0,11.0,78.0,30.0,0.0,2.0,1.0,238.0,44.0,35.0,55.7
114,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,24.0,1993.0,34.0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,7.0,0.0,100.0
115,Scott Arfield,ca CAN,"CC,DL",Burnley,eng Premier League,28.0,1988.0,14.8,3,0,0.0,21,14.0,1.0,8.0,11.0,26.0,0.0,0.0,0.0,83.0,11.0,30.0,26.8
116,Samuel Armenteros,se SWE,DL,Benevento,it Serie A,27.0,1990.0,4.8,1,0,0.0,8,3.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,7.0,18.0,28.0
117,Yoël Armougom,fr FRA,"DF,CC",Caen,fr Ligue 1,19.0,1998.0,1.5,0,0,0.0,2,2.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,50.0
118,José Arnaiz,es ESP,CC,Barcelona,es La Liga,22.0,1995.0,0.1,0,0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
119,Marko Arnautović,at AUT,"DL,CC",West Ham,eng Premier League,28.0,1989.0,25.7,5,1,0.0,35,29.0,43.0,61.0,13.0,16.0,0.0,0.0,0.0,103.0,22.0,39.0,36.1
120,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,23.0,1994.0,27.3,9,1,0.0,52,80.0,3.0,114.0,28.0,41.0,0.0,1.0,0.0,127.0,21.0,34.0,38.2
121,Jann-Fiete Arp,de GER,"DL,CC",Hamburger SV,de Bundesliga,17.0,2000.0,9.4,1,0,0.0,22,18.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,17.0,18.0,46.0,28.1
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28.0,1989.0,3.0,0,0,0.0,5,2.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,15.0,2.0,4.0,33.3
123,Kepa Arrizabalaga,es ESP,PO,Athletic Club,es La Liga,22.0,1994.0,30.0,3,0,0.0,1,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,47.0,5.0,1.0,83.3
124,Harry Arter,ie IRL,CC,Bournemouth,eng Premier League,27.0,1989.0,10.7,4,0,0.0,9,15.0,0.0,5.0,9.0,16.0,0.0,0.0,0.0,66.0,6.0,2.0,75.0
125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31.0,1986.0,2.0,0,0,0.0,0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,5.0,0.0,100.0
126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28.0,1988.0,17.4,4,0,0.0,13,30.0,1.0,31.0,18.0,21.0,0.0,0.0,0.0,100.0,11.0,8.0,57.9
127,Takuma Asano,jp JPN,"DL,CC",Stuttgart,de Bundesliga,22.0,1994.0,8.0,1,0,0.0,11,8.0,13.0,11.0,3.0,5.0,0.0,0.0,0.0,32.0,6.0,31.0,16.2
128,Santiago Ascacíbar,ar ARG,CC,Stuttgart,de Bundesliga,20.0,1997.0,26.5,11,1,1.0,34,58.0,0.0,7.0,47.0,65.0,1.0,0.0,0.0,161.0,27.0,36.0,42.9
129,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,28.0,1989.0,23.0,3,0,0.0,2,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,32.0,7.0,1.0,87.5
130,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,21.0,1996.0,20.5,2,0,0.0,9,27.0,3.0,106.0,9.0,17.0,0.0,0.0,0.0,77.0,3.0,3.0,50.0
131,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,29.0,1987.0,32.6,9,0,0.0,23,62.0,11.0,62.0,23.0,22.0,1.0,0.0,0.0,137.0,15.0,40.0,27.3
132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33.0,1984.0,11.7,2,2,1.0,11,9.0,1.0,21.0,46.0,9.0,0.0,0.0,0.0,86.0,3.0,8.0,27.3
