RL2020-2021,Jugador2020-2021,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,PJ2020-2021,Titular2020-2021,Mín2020-2021,90 s2020-2021,Gls.2020-2021,Ass2020-2021,G+A2020-2021,G-TP2020-2021,TP2020-2021,TPint2020-2021,TA2020-2021,TR2020-2021,xG2020-2021,npxG2020-2021,xAG2020-2021,npxG+xAG2020-2021,PrgC2020-2021,PrgP2020-2021,PrgR2020-2021,Gls..12020-2021,Ast2020-2021,G+A.12020-2021,G-TP.12020-2021,G+A-TP2020-2021,xG.12020-2021,xAG.12020-2021,xG+xAG2020-2021,npxG.12020-2021,npxG+xAG.12020-2021
11,David Abraham,ar ARG,DF,Eint Frankfurt,de Bundesliga,34,1986,14,14,1222,13.6,1,0,1,1,0,0,5,1,0.6,0.6,0.4,1.0,12.0,55.0,21.0,0.07,0.0,0.07,0.07,0.07,0.04,0.03,0.07,0.04,0.07
12,Tammy Abraham,eng ENG,DL,Chelsea,eng Premier League,22,1997,22,12,1040,11.6,6,1,7,6,0,0,0,0,5.9,5.9,0.7,6.6,12.0,11.0,66.0,0.52,0.09,0.61,0.52,0.61,0.51,0.06,0.57,0.51,0.57
13,Amir Abrashi,al ALB,"CC,DF",Freiburg,de Bundesliga,30,1990,5,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Gennaro Acampora,it ITA,"CC,DL",Spezia,it Serie A,26,1994,14,2,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,15.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.07
15,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,32,1988,32,32,2813,31.3,0,1,1,0,0,0,9,1,1.1,1.1,1.0,2.1,41.0,141.0,46.0,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.07,0.03,0.07
16,Ragnar Ache,de GER,"DL,DF",Eint Frankfurt,de Bundesliga,22,1998,7,0,100,1.1,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,3.0,3.0,12.0,0.9,0.0,0.9,0.9,0.9,0.13,0.0,0.13,0.13,0.13
17,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,28,1991,30,26,2330,25.9,1,2,3,1,0,0,5,0,1.0,1.0,2.6,3.6,65.0,114.0,133.0,0.04,0.08,0.12,0.04,0.12,0.04,0.1,0.14,0.04,0.14
18,Che Adams,sct SCO,DL,Southampton,eng Premier League,24,1996,36,30,2667,29.6,9,5,14,9,0,0,1,0,9.8,9.8,5.0,14.8,32.0,57.0,149.0,0.3,0.17,0.47,0.3,0.47,0.33,0.17,0.5,0.33,0.5
19,Tyler Adams,us USA,"CC,DF",RB Leipzig,de Bundesliga,21,1999,27,21,1850,20.6,1,1,2,1,0,0,3,0,1.3,1.3,0.9,2.2,27.0,113.0,70.0,0.05,0.05,0.1,0.05,0.1,0.07,0.04,0.11,0.07,0.11
20,Sargis Adamyan,am ARM,"DL,CC",Hoffenheim,de Bundesliga,27,1993,18,3,479,5.3,2,3,5,2,0,0,2,0,2.1,2.1,2.3,4.5,20.0,17.0,58.0,0.38,0.56,0.94,0.38,0.94,0.4,0.44,0.84,0.4,0.84
21,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,22,1997,33,33,2953,32.8,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.4,5.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
22,Bobby Adekanye,nl NED,"DL,CC",Cádiz,es La Liga,21,1999,3,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85
23,Yacine Adli,fr FRA,CC,Bordeaux,fr Ligue 1,20,2000,35,25,2418,26.9,2,5,7,2,0,0,6,0,1.9,1.9,4.4,6.3,54.0,188.0,48.0,0.07,0.19,0.26,0.07,0.26,0.07,0.16,0.23,0.07,0.23
24,Andrea Adorante,it ITA,DL,Parma,it Serie A,20,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Adrián,es ESP,PO,Liverpool,eng Premier League,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Martin Agirregabiria,es ESP,"DF,CC",Alavés,es La Liga,24,1996,26,16,1558,17.3,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.9,11.0,39.0,36.0,0.0,0.06,0.06,0.0,0.06,0.01,0.04,0.05,0.01,0.05
27,Lucien Agoume,fr FRA,CC,Spezia,it Serie A,18,2002,12,9,800,8.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,6.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
28,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,20,1999,15,8,701,7.8,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,7.0,9.0,33.0,0.13,0.0,0.13,0.13,0.13,0.08,0.06,0.14,0.08,0.14
29,Kevin Agudelo,co COL,DL,Spezia,it Serie A,21,1998,29,14,1356,15.1,1,2,3,1,0,0,4,0,1.5,1.5,1.3,2.8,50.0,43.0,82.0,0.07,0.13,0.2,0.07,0.2,0.1,0.09,0.19,0.1,0.19
30,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,24,1996,35,35,3147,35.0,3,1,4,3,0,0,6,0,3.2,3.2,0.7,4.0,14.0,136.0,2.0,0.09,0.03,0.11,0.09,0.11,0.09,0.02,0.11,0.09,0.11
31,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,32,1988,12,7,559,6.2,4,1,5,3,1,2,0,0,3.5,1.9,1.2,3.1,12.0,12.0,39.0,0.64,0.16,0.81,0.48,0.64,0.56,0.19,0.75,0.31,0.5
32,Ruben Aguilar,fr FRA,"DF,CC",Monaco,fr Ligue 1,27,1993,33,27,2225,24.7,1,3,4,1,0,0,6,0,0.9,0.9,4.7,5.6,74.0,101.0,231.0,0.04,0.12,0.16,0.04,0.16,0.03,0.19,0.23,0.03,0.23
33,Naouirou Ahamada,fr FRA,CC,Stuttgart,de Bundesliga,18,2002,6,3,252,2.8,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.3,8.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09
34,Matteo Ahlinvi,bj BEN,CC,Nîmes,fr Ligue 1,21,1999,20,10,899,10.0,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.5,31.0,25.0,17.0,0.2,0.0,0.2,0.2,0.2,0.14,0.02,0.16,0.14,0.16
71,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,26,1994,29,26,2182,24.2,2,2,4,2,0,0,9,0,2.4,2.2,1.3,3.5,27.0,93.0,25.0,0.08,0.08,0.17,0.08,0.17,0.33,0.05,0.38,0.32,0.37
37,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,1995,25,14,1289,14.3,0,0,0,0,0,0,3,0,0.8,0.8,0.3,1.1,11.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
38,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,1996,31,31,2664,29.6,2,1,3,2,0,0,3,0,1.2,1.2,1.5,2.8,63.0,106.0,50.0,0.07,0.03,0.1,0.07,0.1,0.04,0.05,0.09,0.04,0.09
79,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,19,2001,24,18,1591,17.7,1,2,3,1,0,0,1,0,0.7,0.7,0.8999999999999999,1.5,54.0,65.0,103.0,0.06,0.54,0.61,0.06,0.61,0.07,0.17,0.24,0.07,0.24
41,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,33,31,2780,30.9,2,0,2,2,0,0,3,1,1.9,1.9,0.5,2.4,13.0,73.0,7.0,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08
42,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,26,1994,35,34,2967,33.0,16,4,20,12,4,5,5,0,15.7,11.8,3.9,15.7,33.0,61.0,224.0,0.49,0.12,0.61,0.36,0.49,0.48,0.12,0.6,0.36,0.48
43,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,28,26,2350,26.1,2,0,2,2,0,0,4,0,1.7,1.7,0.3,2.0,26.0,159.0,7.0,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08
44,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,13,10,865,9.6,1,0,1,1,0,0,3,1,0.3,0.3,0.2,0.5,12.0,15.0,15.0,0.1,0.0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05
45,Marley Aké,fr FRA,DL,Marseille,fr Ligue 1,19,2001,9,0,146,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,4.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64
46,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,10,9,797,8.9,1,0,1,1,0,0,4,0,0.3,0.3,0.0,0.3,12.0,52.0,6.0,0.11,0.0,0.11,0.11,0.11,0.03,0.0,0.03,0.03,0.03
47,Paul Akouokou,ci CIV,CC,Betis,es La Liga,22,1997,10,4,378,4.2,0,0,0,0,0,0,5,1,0.0,0.0,0.6,0.6,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
48,Jean-Daniel Akpa-Akpro,ci CIV,CC,Lazio,it Serie A,27,1992,32,6,1056,11.7,0,1,1,0,0,0,9,0,1.2,1.2,0.8,1.9,11.0,26.0,31.0,0.0,0.09,0.09,0.0,0.09,0.1,0.06,0.16,0.1,0.16
49,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,16,14,1184,13.2,1,0,1,1,0,0,1,0,0.1,0.1,0.4,0.5,10.0,56.0,14.0,0.08,0.0,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04
50,David Alaba,at AUT,"DF,CC",Bayern Munich,de Bundesliga,28,1992,32,30,2675,29.7,2,4,6,2,0,0,4,0,1.2,1.2,2.1,3.3,56.0,242.0,70.0,0.07,0.13,0.2,0.07,0.2,0.04,0.07,0.11,0.04,0.11
51,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,22,17,1505,16.7,0,2,2,0,0,0,4,0,0.2,0.2,1.3,1.5,35.0,65.0,47.0,0.0,0.12,0.12,0.0,0.12,0.01,0.08,0.09,0.01,0.09
52,Jony Álamo,es ESP,CC,Elche,es La Liga,18,2001,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
53,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,27,1992,25,12,1245,13.8,11,2,13,9,2,2,2,0,7.2,5.7,0.9,6.6,7.0,21.0,75.0,0.8,0.14,0.94,0.65,0.8,0.52,0.07,0.59,0.41,0.48
54,Jordi Alba,es ESP,"DF,DL",Barcelona,es La Liga,31,1989,35,34,3025,33.6,3,5,8,3,0,0,9,0,1.9,1.9,7.6,9.5,48.0,197.0,354.0,0.09,0.15,0.24,0.09,0.24,0.06,0.22,0.28,0.06,0.28
55,Luis Alberto,es ESP,CC,Lazio,it Serie A,27,1992,34,33,2618,29.1,9,2,11,9,0,0,5,0,5.1,5.0,7.9,12.9,143.0,301.0,132.0,0.31,0.07,0.38,0.31,0.38,0.18,0.27,0.45,0.17,0.44
56,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,35,35,3115,34.6,0,0,0,0,0,0,7,0,0.9,0.9,1.0,1.9,19.0,136.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
57,Marc Albrighton,eng ENG,"DF,DL",Leicester City,eng Premier League,30,1989,31,17,1746,19.4,1,5,6,1,0,0,2,0,1.2,1.2,3.5,4.7,46.0,84.0,139.0,0.05,0.26,0.31,0.05,0.31,0.06,0.18,0.24,0.06,0.24
58,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,26,1993,27,19,1544,17.2,6,4,10,5,1,2,0,0,9.0,7.5,2.8,10.2,12.0,13.0,77.0,0.35,0.23,0.58,0.29,0.52,0.53,0.16,0.69,0.43,0.6
59,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,13,8,909,10.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
60,Thiago Alcántara,es ESP,CC,Liverpool,eng Premier League,29,1991,24,20,1854,20.6,1,0,1,1,0,0,4,0,1.2,1.2,2.3,3.5,27.0,203.0,25.0,0.05,0.0,0.05,0.05,0.05,0.06,0.11,0.17,0.06,0.17
61,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,29,1991,30,25,2165,24.1,1,0,1,1,0,0,10,0,1.8,1.8,0.5,2.3,25.0,107.0,21.0,0.04,0.0,0.04,0.04,0.04,0.07,0.02,0.1,0.07,0.1
62,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,17,14,1299,14.4,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,8.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
63,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,25,25,2240,24.9,1,0,1,1,0,0,2,0,0.7,0.7,0.7,1.4,3.0,59.0,1.0,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06
64,Iván Alejo,es ESP,"CC,DL",Cádiz,es La Liga,25,1995,22,6,827,9.2,1,1,2,1,0,0,5,0,1.1,1.1,0.8,1.9,46.0,13.0,79.0,0.11,0.11,0.22,0.11,0.22,0.12,0.09,0.21,0.12,0.21
131,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,22,1998,24,15,1414,15.7,2,2,4,2,0,0,2,0,1.8,1.8,2.7,4.3999999999999995,21.0,84.0,52.0,0.13,0.13,0.26,0.13,0.26,0.21000000000000002,0.18,0.39,0.21000000000000002,0.39
67,Rúnar Alex Rúnarsson,is ISL,PO,Arsenal,eng Premier League,25,1995,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,36,34,3031,33.7,2,7,9,2,0,0,2,0,2.6,2.6,8.6,11.2,98.0,251.0,249.0,0.06,0.21,0.27,0.06,0.27,0.08,0.26,0.33,0.08,0.33
69,Alfon,es ESP,CC,Celta Vigo,es La Liga,21,1999,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.35,0.17,0.35
70,Mohamed Ali Cho,fr FRA,"DL,CC",Angers,fr Ligue 1,16,2004,21,1,348,3.9,0,0,0,0,0,0,1,0,1.9,1.9,0.1,2.0,15.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.49,0.02,0.51,0.49,0.51
71,Ezgjan Alioski,mk MKD,"DF,CC",Leeds United,eng Premier League,28,1992,36,29,2461,27.3,2,3,5,2,0,0,7,0,1.6,1.6,3.3,4.9,77.0,132.0,122.0,0.07,0.11,0.18,0.07,0.18,0.06,0.12,0.18,0.06,0.18
72,Rachid Alioui,ma MAR,DL,Angers,fr Ligue 1,28,1992,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Alisson,br BRA,PO,Liverpool,eng Premier League,27,1992,33,33,2970,33.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0
74,Saturnin Allagbé,bj BEN,PO,Dijon,fr Ligue 1,26,1993,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Allan,br BRA,CC,Everton,eng Premier League,29,1991,24,23,2051,22.8,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,30.0,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05
76,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,24,1996,15,7,620,6.9,0,1,1,0,0,0,0,0,2.0,2.0,1.2,3.3,15.0,26.0,30.0,0.0,0.15,0.15,0.0,0.15,0.3,0.18,0.47,0.3,0.47
77,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,26,1994,34,28,2429,27.0,4,1,5,4,0,0,3,0,3.2,3.2,2.9,6.1,70.0,90.0,109.0,0.15,0.04,0.19,0.15,0.19,0.12,0.11,0.23,0.12,0.23
78,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,13,11,960,10.7,2,0,2,2,0,0,2,0,1.8,1.8,1.3,3.2,24.0,42.0,74.0,0.19,0.0,0.19,0.19,0.19,0.17,0.13,0.3,0.17,0.3
79,Sergio Álvarez,es ESP,"CC,DF",Eibar,es La Liga,28,1992,27,17,1568,17.4,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.8,9.0,49.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
80,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,23,22,1948,21.6,1,0,1,1,0,0,6,0,0.6,0.6,0.5,1.1,19.0,65.0,2.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05
81,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,19,18,1632,18.1,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.6,0.0,50.0,6.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03
82,Steven Alzate,co COL,CC,Brighton,eng Premier League,21,1998,15,10,896,10.0,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.4,16.0,39.0,16.0,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.14,0.08,0.14
83,Ibrahim Amadou,fr FRA,CC,Angers,fr Ligue 1,27,1993,24,20,1504,16.7,0,0,0,0,0,0,6,0,1.5,1.5,0.2,1.7,14.0,63.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1
84,Romain Amalfitano,fr FRA,"DL,DF",Dijon,fr Ligue 1,30,1989,2,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
85,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,12,8,722,8.0,1,0,1,1,0,0,3,0,0.4,0.4,0.0,0.4,4.0,24.0,0.0,0.12,0.0,0.12,0.12,0.12,0.05,0.0,0.05,0.05,0.05
87,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,13,10,813,9.0,1,0,1,1,0,0,3,1,0.2,0.2,0.3,0.5,17.0,25.0,33.0,0.11,0.0,0.11,0.11,0.11,0.03,0.03,0.06,0.03,0.06
88,Thierry Ambrose,gp GLP,DL,Metz,fr Ligue 1,23,1997,23,5,753,8.4,0,1,1,0,0,0,4,0,1.0,1.0,1.4,2.4,26.0,30.0,77.0,0.0,0.12,0.12,0.0,0.12,0.12,0.16,0.29,0.12,0.29
89,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Nadiem Amiri,de GER,CC,Leverkusen,de Bundesliga,23,1996,29,20,1890,21.0,2,6,8,2,0,0,5,0,2.2,2.2,3.1,5.3,45.0,113.0,82.0,0.1,0.29,0.38,0.1,0.38,0.1,0.15,0.25,0.1,0.25
91,Ethan Ampadu,wls WAL,"DF,CC",Sheffield Utd,eng Premier League,19,2000,25,23,2089,23.2,0,0,0,0,0,0,3,0,0.3,0.3,1.2,1.5,25.0,100.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07
92,Sofyan Amrabat,ma MAR,CC,Fiorentina,it Serie A,23,1996,31,28,2441,27.1,0,0,0,0,0,0,7,0,0.4,0.4,0.6,1.1,38.0,151.0,46.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
93,Jon Ander Garrido,es ESP,CC,Cádiz,es La Liga,30,1989,23,7,800,8.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
189,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,34,32,2922,32.4,1,1,2,1,0,0,8,1,1.5,1.5,0.4,2.0,24.0,107.0,7.0,0.03,0.03,0.07,0.03,0.07,0.2,0.01,0.21000000000000002,0.2,0.21000000000000002
96,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,3,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Elliot Anderson,sct SCO,CC,Newcastle Utd,eng Premier League,17,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Felipe Anderson,br BRA,"DL,CC",West Ham,eng Premier League,27,1993,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Sebastian Andersson,se SWE,DL,Köln,de Bundesliga,29,1991,16,14,1126,12.5,3,0,3,2,1,1,1,0,6.2,5.4,0.3,5.7,6.0,20.0,55.0,0.24,0.0,0.24,0.16,0.16,0.49,0.03,0.52,0.43,0.46
100,Nícolas Andrade,br BRA,PO,Udinese,it Serie A,32,1988,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,29,1990,35,35,2885,32.1,0,1,1,0,0,0,10,0,1.6,1.6,1.1,2.7,28.0,200.0,64.0,0.0,0.03,0.03,0.0,0.03,0.05,0.03,0.08,0.05,0.08
102,Marcos André,br BRA,DL,Valladolid,es La Liga,23,1996,23,11,1177,13.1,4,1,5,4,0,0,3,0,4.9,4.9,0.7,5.6,26.0,15.0,67.0,0.31,0.08,0.38,0.31,0.38,0.38,0.05,0.43,0.38,0.43
103,Robert Andrich,de GER,CC,Union Berlin,de Bundesliga,25,1994,29,29,2526,28.1,5,2,7,5,0,0,5,1,2.6,2.6,2.0,4.5,25.0,128.0,31.0,0.18,0.07,0.25,0.18,0.25,0.09,0.07,0.16,0.09,0.16
