RL2020-2021,Jugador2020-2021,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Toques2020-2021,Def. pen.2020-2021,3.º def.2020-2021,3.º cent.2020-2021,3.º ataq.2020-2021,Ataq. pen.2020-2021,Balón vivo2020-2021,Att2020-2021,Succ2020-2021,Exitosa%2020-2021,Tkld2020-2021,Tkld%2020-2021,Transportes2020-2021,Dist. tot.2020-2021,Dist. prg.2020-2021,PrgC2020-2021,1/32020-2021,TAP2020-2021,Errores de control2020-2021,Des2020-2021,Rec2020-2021,PrgR2020-2021
4147,Romain Philippoteaux,fr FRA,"DL,CC",Nîmes,fr Ligue 1,32,1988,8.9,347.0,6.0,48.0,134.0,167.0,21.0,347.0,27.0,12.0,83.3,15.0,116.7,224.0,1145.0,524.0,16.0,12.0,5.0,16.0,5.0,237.0,66.0
2075,Kalvin Phillips,eng ENG,CC,Leeds United,eng Premier League,24,1995,27.0,1789.0,108.0,581.0,955.0,274.0,7.0,1789.0,32.0,20.0,62.5,12.0,37.5,902.0,4521.0,1947.0,13.0,12.0,2.0,41.0,16.0,1055.0,14.0
2076,Matt Phillips,sct SCO,CC,West Brom,eng Premier League,29,1991,20.3,809.0,45.0,176.0,291.0,353.0,43.0,809.0,56.0,24.0,42.9,32.0,57.1,433.0,2613.0,1328.0,47.0,33.0,11.0,52.0,25.0,477.0,99.0
2077,Nathaniel Phillips,eng ENG,DF,Liverpool,eng Premier League,23,1997,16.2,1314.0,131.0,550.0,713.0,55.0,24.0,1314.0,2.0,2.0,100.0,0.0,0.0,774.0,3560.0,1936.0,9.0,10.0,2.0,8.0,3.0,863.0,3.0
2078,Jaden Philogene Bidace,eng ENG,DL,Aston Villa,eng Premier League,18,2002,0.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2079,Krzysztof Piątek,pl POL,DL,Hertha BSC,de Bundesliga,25,1995,18.1,570.0,14.0,48.0,286.0,240.0,68.0,569.0,18.0,6.0,33.3,12.0,66.7,273.0,1073.0,371.0,18.0,7.0,8.0,46.0,21.0,413.0,105.0
2080,Pablo Piatti,ar ARG,"CC,DL",Elche,es La Liga,31,1989,4.0,165.0,0.0,14.0,79.0,76.0,1.0,165.0,6.0,3.0,50.0,3.0,50.0,102.0,537.0,209.0,8.0,3.0,0.0,8.0,4.0,119.0,31.0
4163,Cristiano Piccini,it ITA,DF,Atalanta,it Serie A,27,1992,1.4,65.0,5.0,19.0,30.0,16.0,3.0,65.0,4.0,1.0,33.3,3.0,166.7,34.0,177.0,89.0,1.0,1.0,0.0,1.0,3.0,38.0,10.0
2083,Roberto Piccoli,it ITA,DL,Spezia,it Serie A,19,2001,7.8,244.0,6.0,13.0,106.0,127.0,34.0,244.0,8.0,5.0,62.5,3.0,37.5,123.0,511.0,193.0,8.0,5.0,2.0,43.0,12.0,167.0,44.0
2084,Jordan Pickford,eng ENG,PO,Everton,eng Premier League,26,1994,30.5,1240.0,1011.0,1220.0,22.0,0.0,0.0,1240.0,0.0,0.0,0.0,0.0,0.0,670.0,4101.0,2439.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0
2085,Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,31,1989,3.5,312.0,8.0,59.0,170.0,85.0,4.0,312.0,4.0,4.0,100.0,0.0,0.0,195.0,1069.0,647.0,12.0,13.0,1.0,0.0,3.0,199.0,35.0
2086,Amos Pieper,de GER,DF,Arminia,de Bundesliga,22,1998,29.8,1901.0,269.0,1156.0,695.0,57.0,20.0,1901.0,11.0,8.0,72.7,3.0,27.3,1077.0,5068.0,2911.0,21.0,4.0,0.0,11.0,2.0,1153.0,6.0
2087,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,22,1998,25.6,1655.0,99.0,534.0,799.0,338.0,16.0,1655.0,57.0,35.0,61.4,22.0,38.6,896.0,4280.0,2068.0,34.0,30.0,3.0,14.0,13.0,974.0,78.0
2088,Erik Pieters,nl NED,"DF,CC",Burnley,eng Premier League,31,1988,14.1,750.0,61.0,239.0,376.0,140.0,8.0,750.0,10.0,6.0,60.0,4.0,40.0,303.0,1366.0,662.0,14.0,13.0,2.0,12.0,10.0,356.0,16.0
2089,Tomás Pina Isla,es ESP,CC,Alavés,es La Liga,32,1987,28.6,1157.0,69.0,309.0,707.0,151.0,24.0,1157.0,19.0,15.0,78.9,4.0,21.1,572.0,2472.0,879.0,11.0,14.0,2.0,30.0,12.0,634.0,9.0
2090,Andrea Pinamonti,it ITA,DL,Inter,it Serie A,21,1999,1.9,71.0,1.0,8.0,27.0,36.0,7.0,71.0,3.0,2.0,66.7,1.0,33.3,35.0,107.0,24.0,1.0,1.0,1.0,8.0,7.0,60.0,21.0
2091,Yeremi Pino,es ESP,"DL,CC",Villarreal,es La Liga,17,2002,8.9,449.0,9.0,65.0,181.0,208.0,51.0,449.0,45.0,28.0,62.2,17.0,37.8,291.0,1759.0,970.0,35.0,21.0,23.0,36.0,10.0,334.0,106.0
2092,Carlo Pinsoglio,it ITA,PO,Juventus,it Serie A,30,1990,0.3,12.0,10.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2093,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,33,1987,16.5,1370.0,131.0,498.0,836.0,43.0,16.0,1370.0,2.0,2.0,100.0,0.0,0.0,880.0,4652.0,2739.0,9.0,8.0,0.0,8.0,2.0,1018.0,3.0
2094,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,34,1986,2.5,121.0,18.0,64.0,48.0,10.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,71.0,293.0,137.0,1.0,3.0,0.0,0.0,1.0,77.0,0.0
2095,Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,35,1985,5.1,351.0,20.0,117.0,196.0,38.0,4.0,351.0,4.0,2.0,50.0,2.0,50.0,179.0,1083.0,548.0,10.0,5.0,0.0,1.0,0.0,220.0,10.0
2096,Marko Pjaca,hr CRO,"DL,CC",Genoa,it Serie A,25,1995,15.8,672.0,11.0,89.0,337.0,262.0,43.0,672.0,46.0,23.0,50.0,23.0,50.0,440.0,2324.0,1048.0,38.0,26.0,15.0,45.0,30.0,539.0,102.0
2097,Miralem Pjanić,ba BIH,CC,Barcelona,es La Liga,30,1990,7.0,829.0,15.0,156.0,469.0,212.0,11.0,829.0,7.0,7.0,100.0,0.0,0.0,512.0,2340.0,984.0,18.0,23.0,2.0,8.0,8.0,674.0,11.0
2098,Óscar Plano,es ESP,"CC,DL",Valladolid,es La Liga,29,1991,28.0,1154.0,57.0,228.0,534.0,411.0,59.0,1154.0,26.0,14.0,53.8,12.0,46.2,599.0,2902.0,1140.0,29.0,28.0,6.0,55.0,23.0,703.0,109.0
2099,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,28,1992,11.9,783.0,22.0,187.0,422.0,179.0,3.0,783.0,8.0,4.0,50.0,4.0,50.0,424.0,2320.0,1286.0,28.0,15.0,0.0,12.0,3.0,470.0,46.0
2100,Alassane Pléa,fr FRA,DL,M'Gladbach,de Bundesliga,27,1993,20.0,902.0,9.0,48.0,454.0,407.0,95.0,902.0,43.0,25.0,58.1,18.0,41.9,552.0,2712.0,1528.0,55.0,28.0,21.0,64.0,21.0,725.0,178.0
2101,Dani Plomer,es ESP,DL,Granada,es La Liga,21,1998,0.5,7.0,1.0,1.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
2102,Tommaso Pobega,it ITA,CC,Spezia,it Serie A,21,1999,13.7,587.0,27.0,115.0,315.0,166.0,28.0,587.0,8.0,4.0,50.0,4.0,50.0,305.0,1214.0,585.0,12.0,10.0,3.0,18.0,5.0,391.0,40.0
2103,Daniel Podence,pt POR,"CC,DL",Wolves,eng Premier League,24,1995,18.5,803.0,11.0,90.0,366.0,362.0,56.0,803.0,64.0,38.0,59.4,26.0,40.6,557.0,3059.0,1558.0,47.0,31.0,18.0,35.0,24.0,621.0,117.0
2104,Paul Pogba,fr FRA,"CC,DL",Manchester Utd,eng Premier League,27,1993,21.1,1640.0,54.0,324.0,885.0,453.0,58.0,1640.0,65.0,44.0,67.7,21.0,32.3,1015.0,4978.0,2442.0,46.0,33.0,6.0,54.0,50.0,1258.0,101.0
4211,Joel Pohjanpalo,fi FIN,DL,Union Berlin,de Bundesliga,25,1994,9.6,286.0,9.0,22.0,153.0,112.0,44.0,286.0,9.0,5.0,55.6,4.0,44.4,132.0,618.0,164.0,6.0,7.0,3.0,32.0,3.0,211.0,40.0
2107,Andrea Poli,it ITA,CC,Bologna,it Serie A,30,1989,4.3,275.0,16.0,73.0,146.0,56.0,7.0,275.0,6.0,5.0,83.3,1.0,16.7,145.0,666.0,341.0,4.0,2.0,0.0,9.0,3.0,169.0,4.0
2108,Matteo Politano,it ITA,"DL,CC",Napoli,it Serie A,26,1993,21.2,1117.0,27.0,116.0,382.0,640.0,77.0,1117.0,60.0,37.0,61.7,23.0,38.3,726.0,5732.0,2940.0,94.0,62.0,29.0,46.0,23.0,823.0,197.0
2109,Jorge Pombo,es ESP,"DL,CC",Cádiz,es La Liga,26,1994,5.8,268.0,2.0,36.0,130.0,109.0,10.0,268.0,25.0,15.0,60.0,10.0,40.0,165.0,1177.0,664.0,18.0,18.0,3.0,32.0,9.0,184.0,28.0
2110,Marin Pongračić,hr CRO,DF,Wolfsburg,de Bundesliga,22,1997,6.4,395.0,53.0,217.0,175.0,4.0,2.0,395.0,0.0,0.0,0.0,0.0,0.0,231.0,1333.0,669.0,2.0,1.0,0.0,4.0,0.0,230.0,0.0
2111,Pere Pons,es ESP,CC,Alavés,es La Liga,27,1993,13.2,485.0,13.0,88.0,267.0,142.0,22.0,485.0,28.0,9.0,32.1,19.0,67.9,245.0,1148.0,534.0,17.0,13.0,7.0,25.0,14.0,292.0,33.0
2112,Nick Pope,eng ENG,PO,Burnley,eng Premier League,28,1992,32.0,1078.0,836.0,1051.0,29.0,1.0,1.0,1078.0,0.0,0.0,0.0,0.0,0.0,484.0,3570.0,2238.0,0.0,0.0,0.0,2.0,0.0,295.0,0.0
4227,Manolo Portanova,it ITA,"CC,DL",Genoa,it Serie A,20,2000,1.5,73.0,5.0,23.0,34.0,16.0,2.0,73.0,3.0,2.0,66.7,1.0,33.3,46.0,235.0,100.0,1.0,2.0,0.0,3.0,6.0,54.0,11.0
2115,Francisco Portillo,es ESP,"CC,DL",Getafe,es La Liga,30,1990,4.6,312.0,1.0,28.0,145.0,140.0,9.0,312.0,16.0,6.0,37.5,10.0,62.5,198.0,916.0,403.0,8.0,4.0,1.0,9.0,7.0,232.0,29.0
2116,Portu,es ESP,"DL,CC",Real Sociedad,es La Liga,28,1992,24.3,757.0,9.0,69.0,272.0,428.0,117.0,757.0,28.0,14.0,50.0,14.0,50.0,425.0,2738.0,1381.0,56.0,27.0,22.0,41.0,22.0,528.0,201.0
2117,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,23,1997,23.5,1714.0,160.0,688.0,860.0,184.0,17.0,1714.0,19.0,8.0,42.1,11.0,57.9,1012.0,5187.0,2949.0,35.0,22.0,1.0,16.0,8.0,1068.0,26.0
2118,Sergio Postigo,es ESP,DF,Levante,es La Liga,31,1988,18.0,1043.0,164.0,597.0,427.0,26.0,4.0,1043.0,3.0,3.0,100.0,0.0,0.0,575.0,2783.0,1801.0,9.0,10.0,1.0,6.0,1.0,638.0,3.0
2119,Yussuf Poulsen,dk DEN,DL,RB Leipzig,de Bundesliga,26,1994,15.0,625.0,13.0,46.0,319.0,270.0,76.0,625.0,38.0,26.0,68.4,12.0,31.6,326.0,1402.0,617.0,24.0,13.0,14.0,37.0,28.0,477.0,119.0
2120,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,27,1992,5.5,306.0,12.0,80.0,157.0,75.0,1.0,306.0,10.0,8.0,80.0,2.0,20.0,192.0,1382.0,699.0,21.0,15.0,0.0,3.0,9.0,199.0,17.0
2121,Darío Poveda,es ESP,DL,Getafe,es La Liga,23,1997,0.1,9.0,0.0,0.0,1.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0
2122,Alejandro Pozo Pozo,es ESP,"DF,CC",Eibar,es La Liga,21,1999,24.3,1370.0,43.0,316.0,649.0,412.0,15.0,1370.0,27.0,14.0,51.9,13.0,48.1,649.0,3143.0,1531.0,37.0,23.0,6.0,26.0,9.0,767.0,80.0
2123,Dennis Praet,be BEL,CC,Leicester City,eng Premier League,26,1994,8.0,405.0,4.0,53.0,181.0,174.0,23.0,405.0,16.0,6.0,37.5,10.0,62.5,186.0,1154.0,551.0,22.0,12.0,4.0,11.0,9.0,277.0,55.0
2124,Sanjin Prcić,ba BIH,CC,Strasbourg,fr Ligue 1,26,1993,3.9,271.0,3.0,55.0,171.0,47.0,1.0,271.0,1.0,1.0,100.0,0.0,0.0,150.0,768.0,393.0,4.0,2.0,0.0,2.0,1.0,188.0,5.0
2125,Nicolas de Préville,fr FRA,"DL,CC",Bordeaux,fr Ligue 1,29,1991,17.9,880.0,8.0,93.0,436.0,372.0,68.0,880.0,61.0,34.0,55.7,27.0,44.3,498.0,3129.0,1395.0,41.0,25.0,13.0,63.0,50.0,647.0,111.0
2126,Manuel Prietl,at AUT,CC,Arminia,de Bundesliga,28,1991,28.0,1248.0,59.0,446.0,705.0,111.0,16.0,1248.0,27.0,20.0,74.1,7.0,25.9,606.0,2645.0,1059.0,14.0,12.0,0.0,34.0,10.0,669.0,18.0
2127,Grischa Prömel,de GER,CC,Union Berlin,de Bundesliga,25,1995,20.2,938.0,29.0,206.0,586.0,160.0,30.0,938.0,32.0,17.0,53.1,15.0,46.9,425.0,2144.0,877.0,18.0,21.0,8.0,26.0,17.0,525.0,33.0
2128,Davy Pröpper,nl NED,CC,Brighton,eng Premier League,28,1991,2.4,114.0,2.0,13.0,74.0,29.0,3.0,114.0,3.0,2.0,66.7,1.0,33.3,83.0,445.0,166.0,4.0,6.0,0.0,2.0,5.0,88.0,8.0
2129,Ivan Provedel,it ITA,PO,Spezia,it Serie A,26,1994,29.0,1491.0,1185.0,1482.0,9.0,0.0,0.0,1491.0,1.0,1.0,100.0,0.0,0.0,944.0,4169.0,2180.0,0.0,0.0,0.0,3.0,0.0,906.0,0.0
2130,Antonio Puertas,es ESP,"DL,CC",Granada,es La Liga,28,1992,24.1,929.0,31.0,156.0,356.0,426.0,63.0,929.0,66.0,43.0,65.2,23.0,34.8,492.0,2956.0,1342.0,49.0,29.0,14.0,71.0,41.0,594.0,140.0
2131,Riqui Puig,es ESP,"CC,DL",Barcelona,es La Liga,20,1999,3.2,374.0,1.0,41.0,221.0,115.0,7.0,374.0,7.0,6.0,85.7,1.0,14.3,265.0,1535.0,641.0,11.0,18.0,2.0,7.0,0.0,338.0,15.0
2132,Erick Pulgar,cl CHI,CC,Fiorentina,it Serie A,26,1994,22.2,1366.0,86.0,288.0,861.0,234.0,1.0,1366.0,15.0,11.0,73.3,4.0,26.7,656.0,2506.0,979.0,6.0,13.0,0.0,25.0,5.0,779.0,12.0
2133,Jorge Pulido,es ESP,DF,Huesca,es La Liga,29,1991,32.1,1908.0,227.0,1003.0,762.0,155.0,27.0,1908.0,10.0,6.0,60.0,4.0,40.0,1093.0,5903.0,3626.0,39.0,34.0,0.0,7.0,9.0,1234.0,19.0
2134,Christian Pulisic,us USA,"DL,CC",Chelsea,eng Premier League,21,1998,19.3,994.0,10.0,97.0,399.0,518.0,112.0,994.0,108.0,49.0,45.4,59.0,54.6,654.0,4487.0,2350.0,86.0,50.0,37.0,67.0,29.0,772.0,160.0
2135,Ignacio Pussetto,ar ARG,DL,Udinese,it Serie A,24,1995,8.4,295.0,6.0,28.0,110.0,169.0,43.0,295.0,26.0,15.0,57.7,10.0,38.5,172.0,1263.0,624.0,25.0,17.0,15.0,21.0,23.0,196.0,62.0
2136,Fabio Quagliarella,it ITA,DL,Sampdoria,it Serie A,37,1983,24.5,762.0,13.0,69.0,345.0,356.0,104.0,759.0,28.0,17.0,60.7,11.0,39.3,404.0,1701.0,639.0,20.0,13.0,9.0,60.0,34.0,561.0,157.0
2137,Robin Quaison,se SWE,"DL,CC",Mainz 05,de Bundesliga,26,1993,16.4,485.0,9.0,50.0,233.0,209.0,41.0,484.0,36.0,18.0,50.0,18.0,50.0,257.0,1470.0,513.0,14.0,17.0,6.0,30.0,18.0,320.0,68.0
2138,Domingos Quina,pt POR,CC,Granada,es La Liga,20,1999,3.8,138.0,2.0,12.0,67.0,61.0,7.0,138.0,7.0,6.0,85.7,1.0,14.3,90.0,436.0,136.0,5.0,3.0,4.0,8.0,11.0,92.0,14.0
2139,Quini,es ESP,DF,Granada,es La Liga,30,1989,13.2,666.0,46.0,255.0,252.0,165.0,10.0,666.0,22.0,13.0,59.1,9.0,40.9,272.0,1340.0,582.0,18.0,8.0,4.0,15.0,15.0,268.0,48.0
2140,Quique,es ESP,"DL,CC",Eibar,es La Liga,30,1990,1.9,63.0,0.0,2.0,28.0,34.0,6.0,63.0,3.0,1.0,33.3,2.0,66.7,29.0,125.0,27.0,0.0,1.0,0.0,3.0,1.0,45.0,7.0
2141,Dani Raba,es ESP,"CC,DL",Villarreal,es La Liga,24,1995,1.7,107.0,0.0,7.0,51.0,50.0,5.0,107.0,5.0,4.0,80.0,1.0,20.0,65.0,448.0,182.0,8.0,4.0,1.0,6.0,8.0,89.0,9.0
2142,Simone Rabbi,it ITA,"DL,DF",Bologna,it Serie A,18,2001,0.4,17.0,0.0,2.0,7.0,9.0,2.0,17.0,1.0,0.0,0.0,1.0,100.0,12.0,58.0,9.0,0.0,4.0,0.0,4.0,2.0,13.0,3.0
2143,Adrien Rabiot,fr FRA,CC,Juventus,it Serie A,25,1995,25.7,1765.0,93.0,425.0,968.0,399.0,41.0,1765.0,48.0,36.0,75.0,12.0,25.0,1072.0,6777.0,3289.0,69.0,62.0,8.0,39.0,14.0,1275.0,71.0
2144,Uroš Račić,rs SRB,CC,Valencia,es La Liga,22,1998,24.3,1303.0,83.0,315.0,795.0,205.0,19.0,1303.0,35.0,24.0,68.6,11.0,31.4,725.0,3589.0,1436.0,22.0,20.0,2.0,29.0,15.0,827.0,16.0
2145,Anthony Racioppi,ch SUI,PO,Dijon,fr Ligue 1,21,1998,21.0,705.0,646.0,705.0,0.0,0.0,0.0,705.0,1.0,1.0,100.0,0.0,0.0,319.0,1483.0,883.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0
2146,Nemanja Radoja,rs SRB,CC,Levante,es La Liga,27,1993,12.5,768.0,17.0,171.0,493.0,108.0,5.0,768.0,14.0,11.0,78.6,3.0,21.4,477.0,2432.0,1138.0,16.0,9.0,0.0,10.0,8.0,555.0,19.0
4295,Nemanja Radonjić,rs SRB,DL,Marseille,fr Ligue 1,24,1996,11.2,537.0,5.0,52.0,221.0,273.0,53.0,537.0,57.0,31.0,106.8,26.0,93.2,356.0,2627.0,1536.0,60.0,28.0,29.0,42.0,26.0,404.0,116.0
2149,Aleksandar Radovanović,rs SRB,DF,Lens,fr Ligue 1,26,1993,1.0,53.0,3.0,29.0,24.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,29.0,104.0,43.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
2150,Ivan Radovanović,rs SRB,"DF,CC",Genoa,it Serie A,31,1988,24.8,1391.0,217.0,755.0,612.0,37.0,4.0,1391.0,10.0,8.0,80.0,2.0,20.0,806.0,3968.0,2002.0,4.0,4.0,0.0,7.0,2.0,851.0,4.0
2151,Ionuț Radu,ro ROU,PO,Inter,it Serie A,23,1997,1.5,59.0,50.0,59.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,36.0,156.0,84.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
2152,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,33,1986,27.3,1891.0,118.0,670.0,954.0,277.0,10.0,1891.0,15.0,13.0,86.7,2.0,13.3,1087.0,5724.0,3181.0,46.0,38.0,1.0,17.0,5.0,1289.0,50.0
2153,Rafael,br BRA,PO,Spezia,it Serie A,38,1982,2.3,114.0,87.0,114.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,62.0,312.0,226.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0
2154,Rafinha,br BRA,"CC,DL",Paris S-G,fr Ligue 1,27,1993,15.1,1384.0,16.0,171.0,823.0,404.0,31.0,1384.0,43.0,29.0,67.4,14.0,32.6,928.0,4961.0,2579.0,55.0,61.0,8.0,34.0,35.0,1113.0,63.0
2155,Antonio Raimondo,it ITA,DL,Bologna,it Serie A,16,2004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,Predrag Rajković,rs SRB,PO,Reims,fr Ligue 1,24,1995,36.5,1552.0,1185.0,1533.0,20.0,0.0,0.0,1552.0,2.0,2.0,100.0,0.0,0.0,830.0,4480.0,2630.0,0.0,0.0,0.0,2.0,0.0,685.0,0.0
2157,Ivan Rakitić,hr CRO,CC,Sevilla,es La Liga,32,1988,24.8,1958.0,59.0,389.0,1157.0,426.0,37.0,1956.0,28.0,11.0,39.3,17.0,60.7,1192.0,5401.0,2607.0,34.0,29.0,2.0,32.0,16.0,1510.0,55.0
2158,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,27,1993,3.4,158.0,10.0,55.0,77.0,27.0,1.0,158.0,4.0,3.0,75.0,1.0,25.0,67.0,287.0,133.0,4.0,5.0,0.0,1.0,1.0,68.0,4.0
2159,Benito Raman,be BEL,"DL,CC",Schalke 04,de Bundesliga,25,1994,13.8,466.0,9.0,73.0,209.0,194.0,40.0,466.0,29.0,13.0,44.8,16.0,55.2,248.0,1298.0,481.0,14.0,12.0,10.0,36.0,15.0,262.0,75.0
2160,Gastón Ramírez,uy URU,"DL,CC",Sampdoria,it Serie A,29,1990,10.8,639.0,22.0,88.0,295.0,269.0,20.0,639.0,27.0,17.0,63.0,10.0,37.0,333.0,1729.0,682.0,16.0,20.0,4.0,28.0,24.0,433.0,56.0
2161,Sandro Ramírez,es ESP,DL,Huesca,es La Liga,25,1995,14.3,482.0,3.0,59.0,214.0,221.0,45.0,482.0,44.0,20.0,45.5,24.0,54.5,312.0,1976.0,787.0,31.0,13.0,16.0,40.0,18.0,347.0,74.0
2162,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,34,1986,14.2,1224.0,123.0,536.0,617.0,75.0,18.0,1222.0,7.0,5.0,71.4,2.0,28.6,794.0,4106.0,2502.0,21.0,5.0,0.0,4.0,0.0,934.0,2.0
2163,Aaron Ramsdale,eng ENG,PO,Sheffield Utd,eng Premier League,22,1998,38.0,1274.0,1085.0,1261.0,12.0,2.0,2.0,1274.0,2.0,2.0,100.0,0.0,0.0,650.0,4462.0,2614.0,0.0,0.0,0.0,2.0,0.0,421.0,0.0
2164,Aaron Ramsey,wls WAL,CC,Juventus,it Serie A,29,1990,12.1,858.0,18.0,115.0,423.0,323.0,62.0,858.0,13.0,10.0,76.9,3.0,23.1,492.0,2681.0,1181.0,38.0,25.0,13.0,30.0,9.0,698.0,96.0
2165,Jacob Ramsey,eng ENG,CC,Aston Villa,eng Premier League,19,2001,7.0,315.0,18.0,63.0,143.0,112.0,18.0,315.0,12.0,7.0,58.3,5.0,41.7,180.0,1192.0,405.0,8.0,9.0,2.0,14.0,12.0,197.0,21.0
2166,Kayne Ramsey,eng ENG,DF,Southampton,eng Premier League,19,2000,1.0,35.0,10.0,28.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
2167,Darren Randolph,ie IRL,PO,West Ham,eng Premier League,33,1987,3.0,70.0,62.0,69.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,27.0,163.0,113.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
2168,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,32,1988,7.8,562.0,56.0,249.0,299.0,17.0,12.0,562.0,0.0,0.0,0.0,0.0,0.0,337.0,2232.0,1423.0,4.0,2.0,0.0,3.0,1.0,416.0,0.0
4339,Raphinha,br BRA,"CC,DL",Leeds United,eng Premier League,23,1996,30.7,1645.0,43.0,221.0,687.0,756.0,136.0,1645.0,135.0,66.0,90.9,68.0,105.1,935.0,6090.0,3331.0,113.0,66.0,44.0,93.0,37.0,1091.0,253.0
2171,Marcus Rashford,eng ENG,DL,Manchester Utd,eng Premier League,22,1997,32.4,1614.0,18.0,105.0,548.0,988.0,165.0,1614.0,163.0,82.0,50.3,79.0,48.5,1008.0,6984.0,3560.0,134.0,100.0,78.0,77.0,50.0,1341.0,330.0
2172,Milot Rashica,xk KVX,"DL,CC",Werder Bremen,de Bundesliga,24,1996,16.2,640.0,7.0,80.0,300.0,282.0,54.0,639.0,69.0,35.0,50.7,34.0,49.3,425.0,2946.0,1293.0,52.0,37.0,24.0,53.0,32.0,464.0,134.0
2173,Giacomo Raspadori,it ITA,"DL,CC",Sassuolo,it Serie A,20,2000,13.7,481.0,18.0,44.0,177.0,265.0,54.0,481.0,29.0,15.0,51.7,14.0,48.3,277.0,1551.0,545.0,21.0,12.0,14.0,36.0,23.0,346.0,99.0
2174,Federico Ravaglia,it ITA,PO,Bologna,it Serie A,20,1999,4.0,147.0,123.0,147.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,91.0,451.0,344.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0
2175,Tim Ream,us USA,DF,Fulham,eng Premier League,32,1987,7.0,525.0,74.0,295.0,227.0,6.0,1.0,525.0,2.0,1.0,50.0,1.0,50.0,338.0,1790.0,1136.0,7.0,1.0,0.0,2.0,1.0,382.0,0.0
2176,Ante Rebić,hr CRO,DL,Milan,it Serie A,26,1993,19.7,720.0,20.0,54.0,191.0,481.0,112.0,720.0,41.0,20.0,48.8,21.0,51.2,376.0,2108.0,1064.0,43.0,17.0,22.0,64.0,29.0,508.0,146.0
2177,Arkadiusz Reca,pl POL,DF,Crotone,it Serie A,25,1995,25.7,1338.0,102.0,423.0,514.0,423.0,68.0,1338.0,63.0,37.0,58.7,26.0,41.3,696.0,4890.0,2631.0,85.0,40.0,22.0,48.0,14.0,719.0,170.0
2178,Recio,es ESP,CC,Eibar,es La Liga,29,1991,8.2,522.0,4.0,43.0,261.0,227.0,17.0,521.0,13.0,9.0,69.2,4.0,30.8,325.0,1803.0,704.0,14.0,19.0,1.0,19.0,6.0,367.0,25.0
2179,Daishawn Redan,nl NED,"DL,CC",Hertha BSC,de Bundesliga,19,2001,1.1,38.0,0.0,4.0,17.0,19.0,5.0,38.0,4.0,2.0,50.0,2.0,50.0,22.0,148.0,110.0,5.0,2.0,1.0,0.0,1.0,27.0,10.0
2180,Nathan Redmond,eng ENG,"CC,DL",Southampton,eng Premier League,26,1994,19.3,1009.0,8.0,123.0,455.0,447.0,68.0,1009.0,68.0,39.0,57.4,29.0,42.6,581.0,3591.0,1692.0,70.0,47.0,22.0,41.0,37.0,704.0,149.0
