RL2020-2021,Jugador2020-2021,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Toques2020-2021,Def. pen.2020-2021,3.º def.2020-2021,3.º cent.2020-2021,3.º ataq.2020-2021,Ataq. pen.2020-2021,Balón vivo2020-2021,Att2020-2021,Succ2020-2021,Exitosa%2020-2021,Tkld2020-2021,Tkld%2020-2021,Transportes2020-2021,Dist. tot.2020-2021,Dist. prg.2020-2021,PrgC2020-2021,1/32020-2021,TAP2020-2021,Errores de control2020-2021,Des2020-2021,Rec2020-2021,PrgR2020-2021
412,Cala,es ESP,DF,Cádiz,es La Liga,30,1989,25.2,971.0,139.0,503.0,443.0,33.0,20.0,971.0,4.0,4.0,100.0,0.0,0.0,425.0,1868.0,925.0,3.0,4.0,0.0,9.0,2.0,439.0,2.0
827,Arturo Calabresi,it ITA,"DF,DL",Bologna,it Serie A,24,1996,0.4,28.0,3.0,10.0,6.0,12.0,0.0,28.0,1.0,1.0,100.0,0.0,0.0,10.0,69.0,50.0,2.0,1.0,0.0,0.0,0.0,11.0,1.0
415,Davide Calabria,it ITA,DF,Milan,it Serie A,23,1996,29.4,2139.0,114.0,639.0,1088.0,430.0,34.0,2139.0,35.0,20.0,57.1,15.0,42.9,999.0,4870.0,2954.0,60.0,46.0,7.0,29.0,14.0,1260.0,110.0
416,Riccardo Calafiori,it ITA,DF,Roma,it Serie A,18,2002,0.7,55.0,2.0,21.0,23.0,12.0,0.0,55.0,1.0,0.0,0.0,1.0,100.0,25.0,156.0,101.0,2.0,0.0,0.0,2.0,1.0,30.0,3.0
417,Mattia Caldara,it ITA,DF,Atalanta,it Serie A,26,1994,1.2,77.0,6.0,39.0,36.0,4.0,3.0,77.0,0.0,0.0,0.0,0.0,0.0,35.0,155.0,27.0,0.0,0.0,0.0,1.0,1.0,37.0,1.0
418,Luca Caldirola,it ITA,DF,Benevento,it Serie A,29,1991,17.5,956.0,120.0,496.0,424.0,39.0,14.0,956.0,0.0,0.0,0.0,0.0,0.0,508.0,3327.0,2305.0,18.0,7.0,0.0,3.0,3.0,592.0,6.0
419,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,23,1996,31.3,2192.0,268.0,1165.0,990.0,42.0,19.0,2192.0,3.0,2.0,66.7,1.0,33.3,1356.0,5814.0,3081.0,13.0,10.0,1.0,7.0,3.0,1507.0,3.0
420,Hakan Çalhanoğlu,tr TUR,"CC,DL",Milan,it Serie A,26,1994,29.0,1936.0,25.0,172.0,865.0,919.0,73.0,1935.0,59.0,36.0,61.0,23.0,39.0,1062.0,5839.0,2937.0,88.0,70.0,21.0,76.0,35.0,1373.0,193.0
421,Kerim Calhanoglu,de GER,DF,Schalke 04,de Bundesliga,17,2002,3.3,181.0,13.0,69.0,85.0,29.0,2.0,181.0,12.0,6.0,50.0,6.0,50.0,88.0,404.0,179.0,2.0,4.0,0.0,4.0,3.0,88.0,13.0
422,Fabrizio Caligara,it ITA,"CC,DL",Cagliari,it Serie A,20,2000,2.0,87.0,7.0,25.0,35.0,27.0,1.0,87.0,3.0,1.0,33.3,2.0,66.7,42.0,214.0,63.0,1.0,2.0,0.0,5.0,3.0,51.0,2.0
423,Daniel Caligiuri,it ITA,"CC,DL",Augsburg,de Bundesliga,32,1988,29.6,1582.0,64.0,351.0,741.0,521.0,43.0,1579.0,88.0,61.0,69.3,27.0,30.7,823.0,4891.0,2278.0,64.0,62.0,10.0,79.0,62.0,873.0,136.0
424,José Callejón,es ESP,"DL,CC",Fiorentina,it Serie A,33,1987,7.4,336.0,8.0,31.0,157.0,152.0,14.0,336.0,9.0,6.0,66.7,3.0,33.3,173.0,723.0,376.0,13.0,14.0,0.0,10.0,6.0,232.0,41.0
425,Jonathan Calleri,ar ARG,DL,Osasuna,es La Liga,26,1993,17.2,570.0,10.0,35.0,239.0,307.0,89.0,570.0,40.0,17.0,42.5,22.0,55.0,291.0,1452.0,504.0,20.0,16.0,5.0,60.0,30.0,414.0,97.0
426,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,23,1997,31.9,1044.0,44.0,92.0,452.0,508.0,144.0,1044.0,49.0,22.0,44.9,27.0,55.1,530.0,2945.0,953.0,36.0,23.0,16.0,102.0,29.0,829.0,160.0
427,Dani Calvo,es ESP,DF,Elche,es La Liga,26,1994,19.8,924.0,118.0,572.0,334.0,21.0,13.0,924.0,3.0,2.0,66.7,1.0,33.3,482.0,2428.0,1307.0,2.0,1.0,0.0,6.0,0.0,579.0,2.0
428,Drissa Camara,ci CIV,CC,Parma,it Serie A,18,2002,0.2,12.0,0.0,2.0,7.0,3.0,0.0,12.0,2.0,1.0,50.0,1.0,50.0,8.0,43.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
429,Mahdi Camara,fr FRA,"CC,DF",Saint-Étienne,fr Ligue 1,22,1998,36.6,2089.0,82.0,542.0,1262.0,306.0,31.0,2089.0,55.0,31.0,56.4,24.0,43.6,1173.0,6823.0,3311.0,55.0,46.0,6.0,42.0,21.0,1325.0,57.0
430,Eduardo Camavinga,fr FRA,CC,Rennes,fr Ligue 1,17,2002,26.7,1926.0,22.0,292.0,1259.0,405.0,31.0,1926.0,62.0,43.0,69.4,19.0,30.6,1211.0,7108.0,3957.0,85.0,71.0,13.0,63.0,25.0,1480.0,73.0
431,José Campaña,es ESP,CC,Levante,es La Liga,27,1993,8.3,614.0,11.0,107.0,316.0,203.0,14.0,613.0,40.0,23.0,57.5,17.0,42.5,368.0,2071.0,1032.0,26.0,23.0,4.0,17.0,13.0,431.0,48.0
432,Emre Can,de GER,"DF,CC",Dortmund,de Bundesliga,26,1994,23.7,2038.0,142.0,714.0,1149.0,199.0,30.0,2038.0,36.0,30.0,83.3,6.0,16.7,1285.0,7106.0,4220.0,53.0,44.0,2.0,20.0,15.0,1481.0,32.0
433,Sergio Canales,es ESP,"CC,DL",Betis,es La Liga,29,1991,27.8,1967.0,16.0,209.0,1046.0,737.0,60.0,1964.0,43.0,32.0,74.4,11.0,25.6,1279.0,7483.0,4000.0,102.0,76.0,10.0,42.0,26.0,1556.0,127.0
434,João Cancelo,pt POR,"DF,CC",Manchester City,eng Premier League,26,1994,25.5,2421.0,66.0,464.0,1199.0,780.0,68.0,2421.0,81.0,47.0,58.0,34.0,42.0,1472.0,6848.0,3454.0,80.0,74.0,24.0,36.0,21.0,1696.0,150.0
435,Antonio Candreva,it ITA,CC,Sampdoria,it Serie A,33,1987,27.8,1891.0,45.0,277.0,821.0,817.0,52.0,1889.0,51.0,29.0,56.9,22.0,43.1,1146.0,7741.0,4000.0,122.0,80.0,9.0,48.0,11.0,1303.0,180.0
436,Álex Cantero,es ESP,DL,Levante,es La Liga,20,2000,2.6,62.0,3.0,4.0,27.0,32.0,8.0,62.0,6.0,4.0,66.7,2.0,33.3,42.0,226.0,85.0,5.0,0.0,4.0,8.0,4.0,48.0,13.0
437,Ander Capa,es ESP,DF,Athletic Club,es La Liga,28,1992,23.7,1426.0,67.0,370.0,677.0,394.0,31.0,1426.0,55.0,29.0,52.7,26.0,47.3,628.0,4225.0,2714.0,66.0,53.0,2.0,23.0,15.0,717.0,100.0
438,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,33,1987,22.8,1438.0,54.0,304.0,799.0,352.0,28.0,1438.0,39.0,22.0,56.4,17.0,43.6,809.0,4234.0,1744.0,38.0,34.0,3.0,38.0,32.0,915.0,90.0
439,Étienne Capoue,fr FRA,CC,Villarreal,es La Liga,32,1988,13.2,872.0,40.0,238.0,555.0,83.0,3.0,872.0,18.0,12.0,66.7,6.0,33.3,474.0,2068.0,935.0,10.0,11.0,0.0,10.0,8.0,640.0,4.0
440,Elio Capradossi,it ITA,DF,Spezia,it Serie A,24,1996,1.0,59.0,15.0,46.0,10.0,3.0,2.0,59.0,0.0,0.0,0.0,0.0,0.0,21.0,80.0,41.0,0.0,0.0,0.0,1.0,0.0,35.0,1.0
441,Gianluca Caprari,it ITA,"CC,DL",Benevento,it Serie A,27,1993,20.7,1000.0,8.0,129.0,418.0,477.0,74.0,999.0,95.0,52.0,54.7,43.0,45.3,582.0,4354.0,1809.0,65.0,40.0,34.0,71.0,50.0,642.0,130.0
442,Francesco Caputo,it ITA,DL,Sassuolo,it Serie A,32,1987,18.9,533.0,4.0,28.0,245.0,262.0,95.0,530.0,14.0,6.0,42.9,8.0,57.1,261.0,922.0,367.0,12.0,7.0,11.0,37.0,12.0,437.0,128.0
443,Maxence Caqueret,fr FRA,CC,Lyon,fr Ligue 1,20,2000,19.6,1309.0,15.0,194.0,802.0,335.0,25.0,1309.0,44.0,33.0,75.0,11.0,25.0,765.0,3454.0,1536.0,24.0,25.0,7.0,38.0,29.0,915.0,44.0
444,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,19,2001,12.1,749.0,71.0,305.0,377.0,75.0,9.0,749.0,6.0,3.0,50.0,3.0,50.0,379.0,1786.0,1178.0,19.0,12.0,3.0,4.0,2.0,471.0,18.0
445,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,27,1993,28.7,1422.0,125.0,545.0,578.0,312.0,8.0,1422.0,40.0,34.0,85.0,6.0,15.0,539.0,2693.0,1325.0,31.0,26.0,5.0,27.0,25.0,525.0,43.0
446,Cárdenas,es ESP,PO,Levante,es La Liga,23,1997,8.0,291.0,235.0,287.0,4.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,146.0,689.0,439.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0
447,Irvin Cardona,fr FRA,DL,Brest,fr Ligue 1,22,1997,22.5,719.0,36.0,78.0,262.0,389.0,113.0,719.0,26.0,10.0,38.5,16.0,61.5,428.0,2324.0,953.0,46.0,26.0,23.0,69.0,19.0,513.0,164.0
448,Marc Cardona,es ESP,"DL,DF",Osasuna,es La Liga,25,1995,0.6,31.0,1.0,6.0,19.0,6.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,12.0,50.0,6.0,0.0,0.0,0.0,1.0,0.0,22.0,5.0
449,Ian Carlo Poveda,eng ENG,CC,Leeds United,eng Premier League,20,2000,3.9,180.0,3.0,28.0,62.0,95.0,13.0,180.0,23.0,12.0,52.2,11.0,47.8,125.0,1024.0,605.0,21.0,10.0,7.0,13.0,16.0,132.0,47.0
450,Diego Carlos,br BRA,DF,Sevilla,es La Liga,27,1993,31.0,2136.0,313.0,1183.0,914.0,45.0,24.0,2136.0,8.0,8.0,100.0,0.0,0.0,1384.0,5039.0,2047.0,5.0,7.0,1.0,8.0,1.0,1600.0,2.0
451,Juan Carlos,es ESP,"CC,DL",Huesca,es La Liga,29,1991,3.2,138.0,1.0,16.0,68.0,55.0,12.0,138.0,8.0,5.0,62.5,3.0,37.5,96.0,767.0,303.0,5.0,7.0,1.0,14.0,11.0,105.0,17.0
452,Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,29,1991,14.9,1068.0,44.0,366.0,524.0,187.0,7.0,1068.0,13.0,5.0,38.5,8.0,61.5,549.0,2764.0,1514.0,29.0,16.0,1.0,17.0,9.0,619.0,38.0
453,Yannick Carrasco,be BEL,"DF,CC",Atlético Madrid,es La Liga,26,1993,24.2,1333.0,22.0,195.0,466.0,700.0,118.0,1333.0,120.0,66.0,55.0,54.0,45.0,817.0,6198.0,3476.0,146.0,85.0,60.0,60.0,51.0,868.0,212.0
454,Sergio Carreira,es ESP,DF,Celta Vigo,es La Liga,19,2000,2.9,144.0,10.0,48.0,65.0,31.0,4.0,144.0,1.0,0.0,0.0,1.0,100.0,72.0,281.0,118.0,0.0,3.0,0.0,2.0,0.0,84.0,14.0
455,Guido Carrillo,ar ARG,DL,Elche,es La Liga,29,1991,11.1,417.0,15.0,26.0,233.0,162.0,39.0,417.0,13.0,8.0,61.5,5.0,38.5,196.0,757.0,268.0,9.0,14.0,0.0,28.0,11.0,328.0,30.0
456,Andy Carroll,eng ENG,DL,Newcastle Utd,eng Premier League,31,1989,4.4,204.0,13.0,19.0,108.0,77.0,20.0,204.0,4.0,2.0,50.0,2.0,50.0,82.0,221.0,60.0,2.0,1.0,2.0,18.0,3.0,141.0,18.0
457,Scott Carson,eng ENG,PO,Manchester City,eng Premier League,34,1985,1.0,19.0,17.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,54.0,43.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
458,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,28,1992,10.6,942.0,44.0,279.0,411.0,259.0,18.0,942.0,14.0,8.0,57.1,6.0,42.9,497.0,2116.0,1098.0,21.0,15.0,5.0,19.0,3.0,605.0,62.0
459,Fabio Carvalho,pt POR,"CC,DL",Fulham,eng Premier League,17,2002,2.8,133.0,0.0,11.0,57.0,66.0,16.0,133.0,10.0,8.0,80.0,2.0,20.0,85.0,458.0,196.0,10.0,4.0,5.0,11.0,9.0,89.0,14.0
460,William Carvalho,pt POR,CC,Betis,es La Liga,28,1992,13.6,1079.0,25.0,180.0,758.0,150.0,12.0,1079.0,24.0,18.0,75.0,6.0,25.0,661.0,2317.0,1227.0,10.0,12.0,0.0,15.0,12.0,848.0,19.0
461,Casemiro,br BRA,CC,Real Madrid,es La Liga,28,1992,32.2,2369.0,122.0,725.0,1279.0,376.0,59.0,2369.0,23.0,13.0,56.5,10.0,43.5,1175.0,4643.0,2332.0,20.0,28.0,5.0,30.0,28.0,1601.0,45.0
462,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,22,1997,26.4,1655.0,143.0,570.0,766.0,335.0,24.0,1655.0,18.0,12.0,66.7,6.0,33.3,756.0,4248.0,1961.0,43.0,33.0,5.0,20.0,13.0,812.0,62.0
463,Kiko Casilla,es ESP,PO,Leeds United,eng Premier League,33,1986,3.0,103.0,88.0,103.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,47.0,211.0,126.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
464,Giuseppe Caso,it ITA,"DF,DL",Genoa,it Serie A,21,1998,0.6,28.0,0.0,6.0,14.0,8.0,1.0,28.0,4.0,2.0,50.0,2.0,50.0,20.0,199.0,115.0,4.0,3.0,1.0,4.0,0.0,17.0,4.0
465,Moreto Cassamã,gw GNB,CC,Reims,fr Ligue 1,22,1998,22.6,1595.0,68.0,532.0,947.0,137.0,2.0,1595.0,33.0,27.0,81.8,6.0,18.2,1004.0,4766.0,2175.0,17.0,17.0,1.0,33.0,11.0,1141.0,12.0
466,Francesco Cassata,it ITA,"DF,DL",Genoa,it Serie A,23,1997,2.5,120.0,5.0,39.0,52.0,33.0,0.0,120.0,3.0,3.0,100.0,0.0,0.0,67.0,320.0,196.0,3.0,5.0,0.0,4.0,3.0,64.0,4.0
467,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,24,1995,26.1,1800.0,70.0,522.0,848.0,440.0,40.0,1800.0,24.0,11.0,45.8,13.0,54.2,919.0,3963.0,2154.0,52.0,27.0,3.0,24.0,11.0,1160.0,148.0
468,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,28,1992,32.0,1311.0,1029.0,1302.0,10.0,0.0,0.0,1311.0,1.0,1.0,100.0,0.0,0.0,783.0,3840.0,1992.0,0.0,1.0,1.0,1.0,0.0,715.0,0.0
469,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,25,1995,21.6,1003.0,115.0,509.0,473.0,26.0,12.0,1003.0,6.0,6.0,100.0,0.0,0.0,417.0,1780.0,910.0,8.0,4.0,0.0,5.0,2.0,499.0,3.0
470,Samu Castillejo,es ESP,DL,Milan,it Serie A,25,1995,13.1,614.0,9.0,84.0,274.0,269.0,43.0,614.0,47.0,30.0,63.8,17.0,36.2,394.0,2598.0,1189.0,41.0,30.0,16.0,21.0,23.0,428.0,90.0
471,Gonzalo Castro,de GER,CC,Stuttgart,de Bundesliga,33,1987,19.2,1074.0,22.0,121.0,537.0,429.0,43.0,1074.0,34.0,20.0,58.8,14.0,41.2,541.0,2992.0,1757.0,55.0,41.0,9.0,31.0,17.0,679.0,108.0
472,Jonny Castro,es ESP,"CC,DF",Wolves,eng Premier League,26,1994,5.5,299.0,14.0,85.0,135.0,80.0,6.0,299.0,8.0,3.0,37.5,5.0,62.5,128.0,725.0,400.0,13.0,6.0,2.0,9.0,7.0,167.0,18.0
473,Gaetano Castrovilli,it ITA,CC,Fiorentina,it Serie A,23,1997,25.9,1076.0,30.0,162.0,450.0,477.0,57.0,1076.0,65.0,30.0,46.2,35.0,53.8,649.0,4182.0,2265.0,74.0,54.0,11.0,67.0,51.0,724.0,124.0
474,Danilo Cataldi,it ITA,CC,Lazio,it Serie A,25,1994,6.3,466.0,18.0,96.0,268.0,106.0,8.0,466.0,9.0,8.0,88.9,1.0,11.1,266.0,1416.0,682.0,12.0,9.0,1.0,6.0,2.0,321.0,14.0
475,Ivan Cavaleiro,pt POR,DL,Fulham,eng Premier League,26,1993,27.5,1201.0,25.0,145.0,473.0,597.0,73.0,1199.0,98.0,53.0,54.1,45.0,45.9,714.0,4723.0,1870.0,68.0,41.0,23.0,100.0,50.0,834.0,230.0
476,Edinson Cavani,uy URU,DL,Manchester Utd,eng Premier League,33,1987,15.3,466.0,12.0,34.0,196.0,238.0,69.0,466.0,12.0,6.0,50.0,6.0,50.0,223.0,764.0,185.0,5.0,4.0,4.0,31.0,10.0,337.0,80.0
477,Dani Ceballos,es ESP,CC,Arsenal,eng Premier League,23,1996,17.9,1482.0,61.0,320.0,845.0,331.0,23.0,1482.0,38.0,26.0,68.4,12.0,31.6,964.0,6293.0,3308.0,54.0,49.0,3.0,23.0,15.0,1090.0,52.0
957,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,28,1992,22.3,1263.0,114.0,551.0,621.0,98.0,26.0,1263.0,15.0,11.0,73.3,4.0,26.7,667.0,2958.0,1558.0,17.0,16.0,1.0,17.0,6.0,730.0,27.0
480,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,23,1997,26.5,1942.0,65.0,495.0,987.0,474.0,46.0,1942.0,40.0,21.0,52.5,19.0,47.5,1046.0,5119.0,2871.0,69.0,52.0,11.0,34.0,14.0,1172.0,119.0
481,Bersant Celina,xk KVX,"CC,DL",Dijon,fr Ligue 1,23,1996,25.5,1280.0,19.0,183.0,690.0,429.0,24.0,1280.0,50.0,29.0,58.0,21.0,42.0,740.0,3825.0,2119.0,68.0,48.0,7.0,41.0,25.0,893.0,120.0
482,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,24,1996,35.8,2401.0,155.0,786.0,1068.0,573.0,33.0,2401.0,119.0,59.0,49.6,60.0,50.4,1230.0,8168.0,4390.0,117.0,80.0,9.0,66.0,32.0,1246.0,191.0
483,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,30,1989,16.3,989.0,119.0,462.0,472.0,61.0,14.0,989.0,2.0,2.0,100.0,0.0,0.0,512.0,2183.0,1297.0,10.0,3.0,0.0,9.0,2.0,641.0,4.0
484,Alberto Cerri,it ITA,DL,Cagliari,it Serie A,24,1996,4.1,216.0,7.0,17.0,77.0,122.0,43.0,216.0,13.0,8.0,61.5,5.0,38.5,110.0,481.0,134.0,3.0,2.0,2.0,15.0,11.0,168.0,50.0
485,Sava Cestic,rs SRB,DF,Köln,de Bundesliga,19,2001,10.0,547.0,75.0,368.0,174.0,7.0,2.0,547.0,2.0,1.0,50.0,1.0,50.0,269.0,1288.0,696.0,3.0,1.0,0.0,6.0,4.0,317.0,0.0
486,Julian Chabot,de GER,DF,Spezia,it Serie A,22,1998,18.4,1268.0,91.0,596.0,653.0,32.0,12.0,1268.0,11.0,11.0,100.0,0.0,0.0,763.0,3970.0,2198.0,11.0,9.0,2.0,11.0,4.0,813.0,4.0
487,Nassim Chadli,fr FRA,"DL,CC",Nîmes,fr Ligue 1,19,2001,0.3,23.0,1.0,3.0,13.0,7.0,1.0,23.0,3.0,1.0,33.3,2.0,66.7,11.0,75.0,49.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0
488,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,33,1986,18.0,1184.0,67.0,399.0,588.0,210.0,3.0,1184.0,26.0,16.0,61.5,10.0,38.5,626.0,3259.0,1902.0,41.0,25.0,0.0,18.0,11.0,703.0,52.0
489,Mehdi Chahiri,ma MAR,"DL,CC",Strasbourg,fr Ligue 1,24,1996,8.9,404.0,6.0,51.0,162.0,199.0,27.0,404.0,44.0,28.0,63.6,16.0,36.4,256.0,1488.0,718.0,24.0,15.0,7.0,32.0,22.0,285.0,77.0
981,Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,26,1993,10.1,352.0,49.0,198.0,146.0,11.0,6.0,352.0,0.0,0.0,0.0,0.0,0.0,104.0,521.0,256.0,2.0,2.0,0.0,4.0,1.0,93.0,1.0
492,Aníbal Chalá,ec ECU,DF,Dijon,fr Ligue 1,24,1996,8.3,476.0,28.0,163.0,218.0,100.0,3.0,476.0,14.0,7.0,50.0,7.0,50.0,261.0,1324.0,756.0,17.0,16.0,1.0,14.0,3.0,266.0,31.0
493,Trevoh Chalobah,eng ENG,"DF,CC",Lorient,fr Ligue 1,21,1999,24.9,1486.0,77.0,510.0,861.0,141.0,20.0,1486.0,52.0,38.0,73.1,14.0,26.9,817.0,3776.0,1932.0,25.0,26.0,3.0,25.0,9.0,945.0,20.0
494,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,25,1995,8.4,687.0,42.0,243.0,274.0,173.0,18.0,687.0,10.0,4.0,40.0,6.0,60.0,341.0,1596.0,778.0,16.0,12.0,0.0,7.0,4.0,412.0,49.0
495,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,30,1990,4.8,250.0,9.0,42.0,98.0,110.0,16.0,250.0,4.0,3.0,75.0,1.0,25.0,140.0,808.0,364.0,14.0,6.0,2.0,5.0,2.0,144.0,45.0
496,Kwon Chang-hoon,kr KOR,"CC,DL",Freiburg,de Bundesliga,26,1994,2.4,100.0,3.0,17.0,34.0,51.0,8.0,100.0,9.0,6.0,66.7,3.0,33.3,69.0,333.0,107.0,3.0,5.0,1.0,5.0,5.0,78.0,24.0
497,Gaëtan Charbonnier,fr FRA,"CC,DL",Brest,fr Ligue 1,31,1988,17.4,918.0,26.0,91.0,424.0,413.0,72.0,917.0,50.0,32.0,64.0,18.0,36.0,546.0,1832.0,680.0,18.0,21.0,8.0,49.0,28.0,675.0,123.0
498,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,25,1994,30.2,2052.0,308.0,1158.0,836.0,71.0,35.0,2052.0,5.0,5.0,100.0,0.0,0.0,1242.0,5452.0,3267.0,29.0,11.0,2.0,10.0,2.0,1359.0,7.0
499,Xavier Chavalerin,fr FRA,CC,Reims,fr Ligue 1,29,1991,28.3,1302.0,49.0,421.0,677.0,214.0,25.0,1302.0,27.0,18.0,66.7,9.0,33.3,648.0,2610.0,1058.0,11.0,13.0,0.0,23.0,11.0,807.0,44.0
500,Pape Cheikh Diop,sn SEN,CC,Dijon,fr Ligue 1,22,1997,12.1,697.0,18.0,176.0,449.0,77.0,3.0,697.0,17.0,14.0,82.4,3.0,17.6,443.0,2056.0,1037.0,14.0,11.0,1.0,20.0,8.0,488.0,5.0
501,Chema,es ESP,"DF,CC",Getafe,es La Liga,28,1992,6.2,224.0,28.0,99.0,115.0,14.0,3.0,224.0,0.0,0.0,0.0,0.0,0.0,81.0,394.0,195.0,2.0,1.0,0.0,2.0,0.0,76.0,0.0
502,Rayan Cherki,fr FRA,"DL,CC",Lyon,fr Ligue 1,16,2003,7.8,449.0,0.0,26.0,189.0,245.0,41.0,449.0,72.0,49.0,68.1,23.0,31.9,338.0,2717.0,1646.0,54.0,37.0,14.0,25.0,16.0,380.0,81.0
503,Denis Cheryshev,ru RUS,CC,Valencia,es La Liga,29,1990,12.2,464.0,13.0,76.0,180.0,217.0,43.0,464.0,20.0,8.0,40.0,12.0,60.0,264.0,1706.0,862.0,37.0,27.0,12.0,24.0,10.0,315.0,95.0
504,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,35,1984,15.4,1262.0,158.0,562.0,659.0,44.0,14.0,1262.0,4.0,2.0,50.0,2.0,50.0,690.0,3677.0,2096.0,20.0,14.0,0.0,5.0,1.0,928.0,2.0
1011,Federico Chiesa,it ITA,DF,Fiorentina,it Serie A,22,1997,27.3,1243.0,26.0,187.0,460.0,621.0,131.0,1243.0,97.0,54.0,103.30000000000001,43.0,96.69999999999999,742.0,5319.0,3198.0,105.0,53.0,50.0,45.0,28.0,856.0,195.0
507,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,23,1996,25.4,2104.0,49.0,518.0,875.0,725.0,65.0,2104.0,27.0,16.0,59.3,11.0,40.7,1173.0,6779.0,3594.0,94.0,68.0,9.0,34.0,19.0,1418.0,186.0
508,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,30,1989,20.4,1828.0,216.0,804.0,958.0,77.0,17.0,1828.0,15.0,11.0,73.3,4.0,26.7,1201.0,5365.0,2975.0,10.0,21.0,2.0,11.0,5.0,1349.0,9.0
509,Pedro Chirivella,es ESP,CC,Nantes,fr Ligue 1,23,1997,25.3,1398.0,26.0,230.0,941.0,233.0,18.0,1398.0,11.0,6.0,54.5,5.0,45.5,780.0,3468.0,1609.0,19.0,15.0,0.0,17.0,12.0,955.0,34.0
510,Tahith Chong,nl NED,"CC,DL",Werder Bremen,de Bundesliga,20,1999,4.3,203.0,3.0,26.0,93.0,91.0,12.0,203.0,21.0,10.0,47.6,11.0,52.4,128.0,729.0,335.0,12.0,5.0,3.0,16.0,9.0,130.0,26.0
511,Joris Chotard,fr FRA,CC,Montpellier,fr Ligue 1,18,2001,12.9,461.0,22.0,146.0,242.0,79.0,12.0,461.0,12.0,10.0,83.3,2.0,16.7,211.0,913.0,435.0,5.0,7.0,2.0,14.0,7.0,250.0,21.0
512,Hamza Choudhury,eng ENG,CC,Leicester City,eng Premier League,22,1997,3.5,286.0,10.0,70.0,186.0,31.0,2.0,286.0,1.0,0.0,0.0,1.0,100.0,162.0,635.0,326.0,3.0,1.0,0.0,6.0,0.0,187.0,1.0
513,Mounir Chouiar,fr FRA,"DL,CC",Dijon,fr Ligue 1,21,1999,14.3,718.0,12.0,99.0,353.0,282.0,41.0,717.0,81.0,46.0,56.8,35.0,43.2,458.0,3002.0,1397.0,49.0,28.0,13.0,39.0,41.0,516.0,83.0
514,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,24,1996,15.2,1272.0,163.0,687.0,562.0,34.0,7.0,1272.0,7.0,7.0,100.0,0.0,0.0,799.0,3892.0,2134.0,7.0,12.0,0.0,9.0,1.0,939.0,1.0
515,Carney Chukwuemeka,eng ENG,"CC,DL",Aston Villa,eng Premier League,16,2003,0.2,13.0,0.0,2.0,5.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,8.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0
516,Samuel Chukwueze,ng NGA,"CC,DL",Villarreal,es La Liga,21,1999,15.2,728.0,10.0,82.0,239.0,419.0,90.0,728.0,79.0,39.0,49.4,40.0,50.6,492.0,4084.0,2179.0,84.0,49.0,37.0,46.0,23.0,552.0,177.0
517,Darko Churlinov,mk MKD,"DF,CC",Stuttgart,de Bundesliga,20,2000,2.4,133.0,2.0,29.0,56.0,54.0,6.0,133.0,12.0,6.0,50.0,6.0,50.0,86.0,675.0,362.0,10.0,7.0,5.0,6.0,6.0,92.0,23.0
