RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive.1,PassDead.1,HASTA.1,Dis.1,FR.1,Def.1
2334,Georginio Rutter,fr FRA,"DL,CC",Hoffenheim,de Bundesliga,19,2002,17.9,46.0,2.57,25.0,0.0,9.0,4.0,5.0,3.0,7.0,0.39,4.0,0.0,3.0,0.0,0.0,0.0
2335,Mathew Ryan,au AUS,PO,Real Sociedad,es La Liga,29,1992,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2336,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23,1997,15.9,34.0,2.14,26.0,2.0,1.0,5.0,0.0,0.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0
2337,Frederik Rønnow,dk DEN,PO,Union Berlin,de Bundesliga,28,1992,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,José Sá,pt POR,PO,Wolves,eng Premier League,28,1993,36.5,4.0,0.11,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
2339,Roli Pereira de Sa,fr FRA,CC,Nantes,fr Ligue 1,24,1996,6.4,16.0,2.51,10.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,28,1993,8.8,12.0,1.37,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
2341,Mathys Saban,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,19,2002,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,28,1993,3.9,6.0,1.55,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,Abdelhamid Sabiri,ma MAR,"CC,DL",Sampdoria,it Serie A,24,1996,9.9,28.0,2.82,18.0,2.0,4.0,0.0,2.0,2.0,5.0,0.5,2.0,0.0,1.0,0.0,1.0,1.0
2344,Marcel Sabitzer,at AUT,"CC,DL",RB Leipzig,de Bundesliga,27,1994,0.5,2.0,3.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,Marcel Sabitzer,at AUT,"CC,DF",Bayern Munich,de Bundesliga,27,1994,10.1,26.0,2.58,23.0,0.0,0.0,2.0,0.0,1.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0
2346,Falaye Sacko,ml MLI,DF,Saint-Étienne,fr Ligue 1,26,1995,7.4,9.0,1.21,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,Alexis Saelemaekers,be BEL,DL,Milan,it Serie A,22,1999,20.7,82.0,3.96,61.0,3.0,8.0,5.0,4.0,1.0,8.0,0.39,5.0,0.0,1.0,0.0,2.0,0.0
2348,Rafiki Said,km COM,"CC,DL",Brest,fr Ligue 1,21,2000,1.4,7.0,5.16,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,Wesley Saïd,fr FRA,"DL,CC",Lens,fr Ligue 1,26,1995,7.3,28.0,3.85,20.0,0.0,2.0,4.0,2.0,0.0,5.0,0.69,2.0,0.0,0.0,2.0,1.0,0.0
2350,Allan Saint-Maximin,fr FRA,"DL,CC",Newcastle Utd,eng Premier League,24,1997,31.2,130.0,4.17,84.0,1.0,31.0,5.0,7.0,2.0,11.0,0.35,8.0,0.0,2.0,1.0,0.0,0.0
2351,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,31,1990,30.1,16.0,0.53,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,Bukayo Saka,eng ENG,"DL,CC",Arsenal,eng Premier League,19,2001,33.1,158.0,4.78,108.0,20.0,9.0,10.0,11.0,0.0,18.0,0.54,9.0,4.0,0.0,2.0,3.0,0.0
2353,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,31,1990,28.6,17.0,0.59,16.0,1.0,0.0,0.0,0.0,0.0,4.0,0.14,3.0,1.0,0.0,0.0,0.0,0.0
2354,Bakary Sako,ml MLI,"DL,CC",Saint-Étienne,fr Ligue 1,33,1988,1.7,3.0,1.74,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,Jacopo Sala,it ITA,CC,Spezia,it Serie A,29,1991,9.8,19.0,1.94,14.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,Mohamed Salah,eg EGY,DL,Liverpool,eng Premier League,29,1992,30.7,141.0,4.59,104.0,0.0,17.0,18.0,2.0,0.0,25.0,0.81,17.0,0.0,5.0,2.0,1.0,0.0
2357,Eddie Salcedo,it ITA,"CC,DL",Spezia,it Serie A,19,2001,4.8,16.0,3.35,11.0,1.0,0.0,3.0,1.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0
2358,William Saliba,fr FRA,DF,Marseille,fr Ligue 1,20,2001,36.0,29.0,0.81,26.0,0.0,0.0,2.0,0.0,1.0,3.0,0.08,2.0,0.0,0.0,1.0,0.0,0.0
2359,Romain Salin,fr FRA,PO,Rennes,fr Ligue 1,37,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,22,1999,33.0,34.0,1.03,29.0,1.0,0.0,3.0,0.0,1.0,5.0,0.15,3.0,0.0,0.0,1.0,0.0,1.0
2361,Roland Sallai,hu HUN,"CC,DL",Freiburg,de Bundesliga,24,1997,17.2,48.0,2.78,31.0,0.0,1.0,6.0,10.0,0.0,7.0,0.41,4.0,0.0,0.0,1.0,2.0,0.0
2362,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,28,1992,29.6,23.0,0.78,20.0,0.0,1.0,1.0,0.0,1.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0
2363,Salvi,es ESP,"CC,DL",Cádiz,es La Liga,30,1991,15.5,24.0,1.55,15.0,1.0,0.0,7.0,1.0,0.0,3.0,0.19,1.0,0.0,0.0,2.0,0.0,0.0
2364,Lazar Samardzic,rs SRB,"CC,DL",Udinese,it Serie A,19,2002,5.4,40.0,7.35,20.0,12.0,4.0,1.0,2.0,1.0,5.0,0.92,0.0,3.0,2.0,0.0,0.0,0.0
2365,Diadie Samassékou,ml MLI,CC,Hoffenheim,de Bundesliga,25,1996,18.4,29.0,1.58,23.0,0.0,1.0,5.0,0.0,0.0,3.0,0.16,2.0,0.0,0.0,1.0,0.0,0.0
2366,Mama Samba Baldé,gw GNB,"CC,DL",Troyes,fr Ligue 1,25,1995,19.1,49.0,2.57,31.0,0.0,10.0,4.0,4.0,0.0,5.0,0.26,2.0,0.0,0.0,2.0,1.0,0.0
2367,Albert Sambi Lokonga,be BEL,CC,Arsenal,eng Premier League,21,1999,12.6,39.0,3.09,36.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2368,Junior Sambia,fr FRA,"DF,DL",Montpellier,fr Ligue 1,24,1996,17.0,34.0,2.0,20.0,0.0,4.0,3.0,7.0,0.0,3.0,0.18,2.0,0.0,0.0,1.0,0.0,0.0
2369,Luigi Samele,it ITA,DL,Sassuolo,it Serie A,19,2002,0.1,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0
2370,Fede San Emeterio,es ESP,CC,Cádiz,es La Liga,24,1997,9.2,10.0,1.08,9.0,0.0,0.0,0.0,0.0,1.0,3.0,0.33,2.0,0.0,0.0,0.0,0.0,1.0
2371,Antonio Sanabria,py PAR,DL,Torino,it Serie A,25,1996,20.0,35.0,1.75,24.0,0.0,2.0,6.0,3.0,0.0,5.0,0.25,1.0,0.0,1.0,1.0,2.0,0.0
2372,Oihan Sancet,es ESP,DL,Athletic Club,es La Liga,21,2000,15.8,59.0,3.74,42.0,1.0,4.0,6.0,4.0,2.0,6.0,0.38,5.0,0.0,0.0,0.0,0.0,1.0
2373,Renato Sanches,pt POR,"CC,DL",Lille,fr Ligue 1,23,1997,18.3,88.0,4.79,69.0,11.0,5.0,2.0,0.0,1.0,10.0,0.54,7.0,3.0,0.0,0.0,0.0,0.0
2374,Alexis Sánchez,cl CHI,DL,Inter,it Serie A,32,1988,9.8,53.0,5.44,38.0,6.0,2.0,3.0,2.0,2.0,6.0,0.62,5.0,1.0,0.0,0.0,0.0,0.0
2375,Antonio Sánchez,es ESP,"CC,DL",Mallorca,es La Liga,24,1997,18.0,35.0,1.95,31.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,25,1996,18.1,20.0,1.1,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
2377,Germán Sánchez,es ESP,DF,Granada,es La Liga,34,1986,25.5,17.0,0.67,12.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,Manu Sánchez,es ESP,DF,Osasuna,es La Liga,20,2000,25.1,48.0,1.92,42.0,3.0,0.0,0.0,2.0,1.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0
2379,Robert Sánchez,es ESP,PO,Brighton,eng Premier League,23,1997,37.0,5.0,0.14,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,Jadon Sancho,eng ENG,"DL,CC",Manchester Utd,eng Premier League,21,2000,21.1,88.0,4.17,73.0,3.0,9.0,2.0,1.0,0.0,9.0,0.43,7.0,0.0,2.0,0.0,0.0,0.0
2381,Philippe Sandler,nl NED,DF,Troyes,fr Ligue 1,24,1997,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,Alex Sandro,br BRA,DF,Juventus,it Serie A,30,1991,19.8,42.0,2.12,36.0,1.0,1.0,0.0,3.0,1.0,7.0,0.35,6.0,0.0,0.0,0.0,1.0,0.0
2383,Leroy Sané,de GER,"DL,CC",Bayern Munich,de Bundesliga,25,1996,22.0,112.0,5.1,78.0,8.0,12.0,11.0,2.0,1.0,14.0,0.64,10.0,0.0,1.0,2.0,1.0,0.0
2384,Oier Sanjurjo,es ESP,CC,Osasuna,es La Liga,35,1986,8.4,13.0,1.54,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.24,1.0,1.0,0.0,0.0,0.0,0.0
2385,Mohamed Sankoh,nl NED,DL,Stuttgart,de Bundesliga,17,2003,0.0,1.0,22.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,Morgan Sanson,fr FRA,CC,Aston Villa,eng Premier League,26,1994,4.0,2.0,0.51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2387,Nicola Sansone,it ITA,"DL,CC",Bologna,it Serie A,29,1991,10.0,37.0,3.72,18.0,10.0,1.0,5.0,3.0,0.0,6.0,0.6,2.0,1.0,0.0,1.0,2.0,0.0
2388,Baptiste Santamaria,fr FRA,"CC,DF",Rennes,fr Ligue 1,26,1995,28.0,44.0,1.57,41.0,0.0,0.0,2.0,0.0,1.0,8.0,0.29,7.0,0.0,0.0,1.0,0.0,0.0
2389,Baptiste Santamaria,fr FRA,CC,Freiburg,de Bundesliga,26,1995,0.2,1.0,4.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,Federico Santander,py PAR,"DL,DF",Bologna,it Serie A,30,1991,0.7,3.0,4.03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,Jesús Santiago,es ESP,CC,Valencia,es La Liga,17,2004,0.9,1.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2392,Samir Santos,br BRA,DF,Watford,eng Premier League,26,1994,18.6,7.0,0.38,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,Samir Santos,br BRA,DF,Udinese,it Serie A,26,1994,15.8,12.0,0.76,8.0,1.0,0.0,2.0,0.0,1.0,2.0,0.13,1.0,0.0,0.0,1.0,0.0,0.0
2394,Sergio Santos,es ESP,DF,Real Madrid,es La Liga,20,2001,0.1,2.0,16.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,Alvaro Sanz,es ESP,CC,Barcelona,es La Liga,20,2001,0.3,1.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,Riccardo Saponara,it ITA,DL,Fiorentina,it Serie A,29,1991,14.3,63.0,4.41,47.0,0.0,5.0,5.0,6.0,0.0,8.0,0.56,6.0,0.0,0.0,1.0,1.0,0.0
2397,Pablo Sarabia,es ESP,DL,Paris S-G,fr Ligue 1,29,1992,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,Marcelo Saracchi,uy URU,DF,Levante,es La Liga,23,1998,2.1,6.0,2.9,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0
2399,Josh Sargent,us USA,"DL,CC",Norwich City,eng Premier League,21,2000,17.5,25.0,1.43,17.0,0.0,1.0,3.0,4.0,0.0,3.0,0.17,2.0,0.0,1.0,0.0,0.0,0.0
2400,Jeremy Sarmiento,ec ECU,"DL,CC",Brighton,eng Premier League,19,2002,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,29,1992,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402,Ismaila Sarr,sn SEN,"DL,CC",Watford,eng Premier League,23,1998,20.7,52.0,2.51,38.0,0.0,5.0,2.0,6.0,1.0,4.0,0.19,3.0,0.0,0.0,1.0,0.0,0.0
2403,Malang Sarr,fr FRA,DF,Chelsea,eng Premier League,22,1999,6.1,6.0,0.99,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,24,1997,2.9,5.0,1.74,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,Giacomo Satalino,it ITA,PO,Sassuolo,it Serie A,22,1999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,Martin Satriano,uy URU,"DL,CC",Inter,it Serie A,20,2001,0.4,1.0,2.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2407,Martin Satriano,uy URU,DL,Brest,fr Ligue 1,20,2001,10.4,6.0,0.58,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2408,Téji Savanier,fr FRA,CC,Montpellier,fr Ligue 1,29,1991,26.8,127.0,4.73,77.0,30.0,8.0,5.0,4.0,3.0,16.0,0.6,11.0,4.0,0.0,1.0,0.0,0.0
2409,Esteban Saveljich,me MNE,DF,Rayo Vallecano,es La Liga,30,1991,18.9,10.0,0.53,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30,1991,27.1,21.0,0.77,17.0,1.0,1.0,2.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
2411,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,18,2002,21.2,41.0,1.93,35.0,2.0,0.0,2.0,2.0,0.0,5.0,0.24,3.0,0.0,0.0,2.0,0.0,0.0
2412,Giorgio Scalvini,it ITA,"DF,CC",Atalanta,it Serie A,17,2003,8.5,16.0,1.89,11.0,0.0,1.0,2.0,0.0,2.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
2413,Gianluca Scamacca,it ITA,DL,Sassuolo,it Serie A,22,1999,23.8,57.0,2.39,47.0,0.0,3.0,5.0,2.0,0.0,6.0,0.25,4.0,0.0,1.0,1.0,0.0,0.0
2414,Dane Scarlett,eng ENG,CC,Tottenham,eng Premier League,17,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,Kevin Schade,de GER,"CC,DL",Freiburg,de Bundesliga,19,2001,9.2,24.0,2.6,9.0,0.0,4.0,3.0,8.0,0.0,3.0,0.32,1.0,0.0,0.0,0.0,2.0,0.0
2416,András Schäfer,hu HUN,CC,Union Berlin,de Bundesliga,22,1999,2.7,6.0,2.27,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.76,1.0,0.0,1.0,0.0,0.0,0.0
2417,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29,1991,24.0,31.0,1.29,18.0,6.0,2.0,4.0,1.0,0.0,4.0,0.17,3.0,0.0,1.0,0.0,0.0,0.0
2418,Louis Schaub,at AUT,"CC,DL",Köln,de Bundesliga,26,1994,7.3,27.0,3.72,19.0,2.0,1.0,2.0,2.0,1.0,4.0,0.55,4.0,0.0,0.0,0.0,0.0,0.0
2419,Andrea Schiavone,it ITA,CC,Salernitana,it Serie A,28,1993,6.3,17.0,2.66,6.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,Patrik Schick,cz CZE,DL,Leverkusen,de Bundesliga,25,1996,23.1,50.0,2.17,34.0,0.0,3.0,11.0,2.0,0.0,14.0,0.61,10.0,0.0,2.0,1.0,1.0,0.0
2421,Kingsley Schindler,gh GHA,"DF,DL",Köln,de Bundesliga,28,1993,3.9,12.0,3.09,9.0,1.0,0.0,1.0,1.0,0.0,3.0,0.77,2.0,1.0,0.0,0.0,0.0,0.0
2422,Xaver Schlager,at AUT,CC,Wolfsburg,de Bundesliga,23,1997,11.6,14.0,1.21,12.0,0.0,1.0,1.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0
2423,Keven Schlotterbeck,de GER,"DF,DL",Freiburg,de Bundesliga,24,1997,3.5,2.0,0.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1999,30.9,56.0,1.81,41.0,0.0,3.0,6.0,5.0,1.0,4.0,0.13,3.0,0.0,0.0,1.0,0.0,0.0
2425,Jeffrey Schlupp,gh GHA,"CC,DL",Crystal Palace,eng Premier League,28,1992,20.6,46.0,2.24,33.0,0.0,6.0,4.0,3.0,0.0,7.0,0.34,3.0,0.0,1.0,1.0,2.0,0.0
2426,Kasper Schmeichel,dk DEN,PO,Leicester City,eng Premier League,34,1986,37.0,7.0,0.19,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0
2427,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,31,1990,6.5,18.0,2.76,11.0,4.0,0.0,2.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
2428,Benno Schmitz,de GER,DF,Köln,de Bundesliga,26,1994,26.9,75.0,2.79,60.0,11.0,0.0,2.0,1.0,1.0,11.0,0.41,8.0,2.0,0.0,1.0,0.0,0.0
2429,David Schnegg,at AUT,DF,Venezia,it Serie A,22,1998,1.6,3.0,1.91,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,Morgan Schneiderlin,fr FRA,CC,Nice,fr Ligue 1,31,1989,7.2,14.0,1.94,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
2431,Alessandro Schöpf,at AUT,CC,Arminia,de Bundesliga,27,1994,26.6,91.0,3.42,64.0,11.0,3.0,6.0,7.0,0.0,5.0,0.19,4.0,0.0,0.0,0.0,1.0,0.0
2432,Jerdy Schouten,nl NED,CC,Bologna,it Serie A,24,1997,15.5,36.0,2.33,33.0,0.0,1.0,0.0,2.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0
2433,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,28,1993,9.3,15.0,1.61,11.0,2.0,1.0,0.0,0.0,1.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0
2434,Marvin Schwäbe,de GER,PO,Köln,de Bundesliga,26,1995,21.0,2.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,Alexander Schwolow,de GER,PO,Hertha BSC,de Bundesliga,29,1992,24.2,2.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,Valentino Scotta,es ESP,DF,Sevilla,es La Liga,19,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,Demba Seck,sn SEN,"CC,DL",Torino,it Serie A,20,2001,1.6,5.0,3.08,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,Aleksandar Sedlar,rs SRB,"DF,CC",Mallorca,es La Liga,29,1991,4.5,2.0,0.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,Paul Seguin,de GER,CC,Greuther Fürth,de Bundesliga,26,1995,23.4,55.0,2.35,43.0,6.0,1.0,2.0,3.0,0.0,4.0,0.17,4.0,0.0,0.0,0.0,0.0,0.0
2440,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,17.0,1.08,13.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,Davie Selke,de GER,DL,Hertha BSC,de Bundesliga,26,1995,11.2,16.0,1.44,14.0,0.0,1.0,1.0,0.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0
2442,Matz Sels,be BEL,PO,Strasbourg,fr Ligue 1,29,1992,37.0,4.0,0.11,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,Ken Sema,se SWE,"CC,DL",Watford,eng Premier League,27,1993,9.5,22.0,2.32,7.0,9.0,1.0,0.0,4.0,1.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0
2444,Nélson Semedo,pt POR,"CC,DF",Wolves,eng Premier League,27,1993,23.7,44.0,1.86,33.0,1.0,5.0,2.0,2.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
2445,Lion Semić,de GER,DF,Dortmund,de Bundesliga,17,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,Adrian Šemper,hr CRO,PO,Genoa,it Serie A,23,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,Stefano Sensi,it ITA,"CC,DL",Sampdoria,it Serie A,25,1995,8.4,15.0,1.79,12.0,0.0,0.0,2.0,0.0,1.0,2.0,0.24,1.0,0.0,0.0,1.0,0.0,0.0
2448,Stefano Sensi,it ITA,"CC,DL",Inter,it Serie A,25,1995,1.9,9.0,4.97,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,Luigi Sepe,it ITA,PO,Salernitana,it Serie A,30,1991,15.5,7.0,0.45,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,Suat Serdar,de GER,"CC,DL",Hertha BSC,de Bundesliga,24,1997,24.6,53.0,2.15,32.0,0.0,8.0,3.0,7.0,3.0,2.0,0.08,1.0,0.0,0.0,0.0,1.0,0.0
2451,Laurens Serpe,it ITA,DF,Genoa,it Serie A,20,2001,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,Janni Serra,de GER,DL,Arminia,de Bundesliga,23,1998,12.4,20.0,1.61,15.0,0.0,1.0,3.0,1.0,0.0,3.0,0.24,1.0,0.0,1.0,1.0,0.0,0.0
2453,Javier Serrano,es ESP,CC,Atlético Madrid,es La Liga,18,2003,0.8,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0
2454,Nicolás Serrano,es ESP,"CC,DL",Athletic Club,es La Liga,18,2003,3.5,5.0,1.42,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,Zidan Sertdemir,dk DEN,"CC,DL",Leverkusen,de Bundesliga,16,2005,0.2,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,Ryan Sessegnon,eng ENG,"DF,CC",Tottenham,eng Premier League,21,2000,11.6,20.0,1.72,19.0,1.0,0.0,0.0,0.0,0.0,4.0,0.34,4.0,0.0,0.0,0.0,0.0,0.0
2457,Nils Seufert,de GER,CC,Greuther Fürth,de Bundesliga,24,1997,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,Salva Sevilla,es ESP,CC,Mallorca,es La Liga,37,1984,16.7,58.0,3.47,33.0,20.0,1.0,3.0,1.0,0.0,6.0,0.36,2.0,3.0,0.0,0.0,1.0,0.0
2459,Stephan El Shaarawy,it ITA,"DL,DF",Roma,it Serie A,28,1992,11.7,51.0,4.35,43.0,0.0,4.0,3.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
2460,Jamie Shackleton,eng ENG,"DF,CC",Leeds United,eng Premier League,21,1999,7.9,10.0,1.27,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0
2461,Xherdan Shaqiri,ch SUI,"DL,CC",Lyon,fr Ligue 1,29,1991,7.5,24.0,3.18,18.0,4.0,0.0,2.0,0.0,0.0,3.0,0.4,2.0,1.0,0.0,0.0,0.0,0.0
