RL2019-2020,Jugador2019-2020,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,PJ2019-2020,Titular2019-2020,Mín2019-2020,90 s2019-2020,Gls.2019-2020,Ass2019-2020,G+A2019-2020,G-TP2019-2020,TP2019-2020,TPint2019-2020,TA2019-2020,TR2019-2020,xG2019-2020,npxG2019-2020,xAG2019-2020,npxG+xAG2019-2020,PrgC2019-2020,PrgP2019-2020,PrgR2019-2020,Gls..12019-2020,Ast2019-2020,G+A.12019-2020,G-TP.12019-2020,G+A-TP2019-2020,xG.12019-2020,xAG.12019-2020,xG+xAG2019-2020,npxG.12019-2020,npxG+xAG.12019-2020
17,Amine Adli,ma MAR,"CC,DL",Toulouse,fr Ligue 1,19,2000,4,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
18,Yacine Adli,fr FRA,CC,Bordeaux,fr Ligue 1,19,2000,21,11,1020,11.3,3,3,6,3,0,0,3,0,0.8,0.8,2.2,3.0,38.0,65.0,47.0,0.26,0.26,0.53,0.26,0.53,0.07,0.19,0.26,0.07,0.26
19,Adrián,es ESP,PO,Liverpool,eng Premier League,32,1987,11,9,875,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Aritz Aduriz,es ESP,"DL,CC",Athletic Club,es La Liga,38,1981,14,0,208,2.3,1,0,1,1,0,1,3,0,1.6,0.8,0.0,0.8,2.0,6.0,15.0,0.43,0.0,0.43,0.43,0.43,0.67,0.0,0.67,0.33,0.33
21,Lumor Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,23,20,1805,20.1,1,0,1,1,0,0,5,1,0.3,0.3,1.6,1.9,60.0,69.0,66.0,0.05,0.0,0.05,0.05,0.05,0.01,0.08,0.09,0.01,0.09
22,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,23,1996,31,23,2099,23.3,1,1,2,1,0,0,5,1,0.8,0.8,0.7,1.5,26.0,56.0,49.0,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.07,0.03,0.07
23,Lucien Agoume,fr FRA,CC,Inter,it Serie A,17,2002,3,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11
49,Kevin Agudelo,co COL,"CC,DL",Fiorentina,it Serie A,20,1998,13,8,730,8.1,1,1,2,1,0,0,5,1,1.4,1.4,1.7000000000000002,3.0999999999999996,40.0,45.0,42.0,0.14,0.14,0.27,0.14,0.27,0.43000000000000005,0.35,0.78,0.43000000000000005,0.78
26,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,11,11,957,10.6,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,0.0,27.0,0.0,0.09,0.0,0.09,0.09,0.09,0.03,0.0,0.03,0.03,0.03
27,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,31,1988,24,18,1452,16.1,16,3,19,14,2,3,1,0,14.5,12.1,2.3,14.4,35.0,34.0,105.0,0.99,0.19,1.18,0.87,1.05,0.9,0.14,1.04,0.75,0.89
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,19,11,1072,11.9,0,2,2,0,0,0,2,2,0.2,0.2,1.8,2.0,32.0,52.0,80.0,0.0,0.17,0.17,0.0,0.17,0.02,0.15,0.17,0.02,0.17
29,Emmanuel Agyemang-Badu,gh GHA,CC,Hellas Verona,it Serie A,28,1990,10,2,230,2.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
30,Jean-Eudes Aholou,ci CIV,CC,Saint-Étienne,fr Ligue 1,25,1994,11,8,630,7.0,1,1,2,1,0,0,3,1,0.7,0.7,0.5,1.2,14.0,34.0,15.0,0.14,0.14,0.29,0.14,0.29,0.1,0.08,0.17,0.1,0.17
31,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,32,27,2502,27.8,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.8,17.0,89.0,2.0,0.0,0.04,0.04,0.0,0.04,0.04,0.03,0.06,0.04,0.06
32,Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,32,20,2079,23.1,0,2,2,0,0,0,8,0,0.4,0.4,2.5,2.9,86.0,80.0,80.0,0.0,0.09,0.09,0.0,0.09,0.02,0.11,0.13,0.02,0.13
33,Youssef Aït Bennasser,ma MAR,CC,Bordeaux,fr Ligue 1,23,1996,12,6,536,6.0,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,6.0,47.0,6.0,0.0,0.17,0.17,0.0,0.17,0.01,0.02,0.03,0.01,0.03
34,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,18,2001,17,16,1282,14.2,0,2,2,0,0,0,3,0,0.2,0.2,0.7,0.8,45.0,56.0,69.0,0.0,0.14,0.14,0.0,0.14,0.01,0.05,0.06,0.01,0.06
35,Albian Ajeti,ch SUI,DL,West Ham,eng Premier League,22,1997,9,0,139,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.16,0.11,0.16
36,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,25,1994,26,24,2058,22.9,8,4,12,7,1,1,3,0,7.2,6.4,2.8,9.2,21.0,30.0,137.0,0.35,0.17,0.52,0.31,0.48,0.31,0.12,0.43,0.28,0.4
37,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,29,25,2309,25.7,0,1,1,0,0,0,2,0,0.4,0.4,0.4,0.9,18.0,104.0,6.0,0.0,0.04,0.04,0.0,0.04,0.02,0.02,0.03,0.02,0.03
38,Marley Aké,fr FRA,"DL,CC",Marseille,fr Ligue 1,18,2001,9,0,99,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
39,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,29,29,2503,27.8,2,2,4,2,0,0,2,0,3.0,3.0,2.2,5.1,12.0,81.0,7.0,0.07,0.07,0.14,0.07,0.14,0.11,0.08,0.18,0.11,0.18
40,Chadrac Akolo,cd COD,"DL,CC",Amiens,fr Ligue 1,24,1995,15,5,544,6.0,2,1,3,2,0,0,1,0,1.1,1.1,1.3,2.5,11.0,26.0,53.0,0.33,0.17,0.5,0.33,0.5,0.19,0.22,0.41,0.19,0.41
41,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,18,12,1142,12.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,7.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
42,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,28,27,2498,27.8,1,1,2,1,0,0,0,0,1.0,1.0,2.4,3.3,69.0,285.0,42.0,0.04,0.04,0.07,0.04,0.07,0.03,0.08,0.12,0.03,0.12
43,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,17,17,1400,15.6,0,0,0,0,0,0,3,0,0.9,0.9,0.4,1.4,32.0,78.0,39.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
44,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,26,1992,24,11,1174,13.0,7,1,8,6,1,1,6,0,7.3,6.5,1.6,8.1,7.0,16.0,63.0,0.54,0.08,0.61,0.46,0.54,0.56,0.12,0.68,0.5,0.62
45,Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,27,25,2187,24.3,2,5,7,2,0,0,7,0,1.4,1.4,4.3,5.7,42.0,150.0,244.0,0.08,0.21,0.29,0.08,0.29,0.06,0.18,0.23,0.06,0.23
46,Luis Alberto,es ESP,CC,Lazio,it Serie A,26,1992,36,36,3113,34.6,6,15,21,5,1,1,5,0,6.6,5.8,11.4,17.2,203.0,371.0,163.0,0.17,0.43,0.61,0.14,0.58,0.19,0.33,0.52,0.17,0.5
47,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36,36,3237,36.0,1,0,1,1,0,0,9,0,2.3,2.3,0.3,2.5,11.0,118.0,4.0,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
48,Marc Albrighton,eng ENG,"CC,DF",Leicester City,eng Premier League,29,1989,20,9,867,9.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,20.0,45.0,94.0,0.0,0.31,0.31,0.0,0.31,0.04,0.22,0.27,0.04,0.27
99,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,25,1993,24,17,1454,16.200000000000003,9,2,11,9,0,0,1,0,7.6,7.6,2.3,10.0,14.0,23.0,87.0,1.24,0.27,1.51,1.24,1.51,1.03,0.28,1.31,1.03,1.31
51,Thiago Alcántara,es ESP,CC,Bayern Munich,de Bundesliga,28,1991,24,20,1771,19.7,3,0,3,3,0,0,7,0,2.4,2.4,0.9,3.3,27.0,230.0,43.0,0.15,0.0,0.15,0.15,0.15,0.12,0.05,0.17,0.12,0.17
52,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,28,1991,27,20,1927,21.4,2,2,4,2,0,0,10,0,1.9,1.9,1.0,2.9,26.0,100.0,21.0,0.09,0.09,0.19,0.09,0.19,0.09,0.05,0.13,0.09,0.13
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,33,33,2957,32.9,2,2,4,2,0,0,7,0,0.7,0.7,1.3,2.1,11.0,96.0,10.0,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06
54,Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,22,21,1916,21.3,1,1,2,1,0,0,4,0,0.4,0.4,1.2,1.6,21.0,120.0,72.0,0.05,0.05,0.09,0.05,0.09,0.02,0.06,0.07,0.02,0.07
55,Álex Alegría,es ESP,DL,Mallorca,es La Liga,26,1992,6,0,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,21,1998,21,9,907,10.1,1,0,1,1,0,0,1,0,1.5,1.5,0.1,1.6,19.0,66.0,27.0,0.12,0.0,0.12,0.12,0.12,0.21000000000000002,0.01,0.23,0.21000000000000002,0.23
58,Rúnar Alex Rúnarsson,is ISL,PO,Dijon,fr Ligue 1,24,1995,11,9,901,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,38,35,3175,35.3,4,13,17,4,0,0,5,0,2.8,2.8,10.9,13.7,98.0,247.0,226.0,0.11,0.37,0.48,0.11,0.48,0.08,0.31,0.39,0.08,0.39
60,Enrico Alfonso,it ITA,PO,Brescia,it Serie A,31,1988,4,4,279,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Rachid Alioui,ma MAR,DL,Angers,fr Ligue 1,27,1992,28,17,1563,17.4,6,1,7,6,0,0,1,0,5.2,5.2,1.3,6.5,24.0,35.0,108.0,0.35,0.06,0.4,0.35,0.4,0.3,0.07,0.37,0.3,0.37
62,Alisson,br BRA,PO,Liverpool,eng Premier League,26,1992,29,29,2543,28.3,0,1,1,0,0,0,0,1,0.0,0.0,0.3,0.3,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01
63,Allan,br BRA,CC,Napoli,it Serie A,28,1991,23,16,1280,14.2,2,1,3,2,0,0,3,0,0.5,0.5,1.1,1.6,25.0,82.0,53.0,0.14,0.07,0.21,0.14,0.21,0.04,0.08,0.11,0.04,0.11
64,Dele Alli,eng ENG,"CC,DL",Tottenham,eng Premier League,23,1996,25,21,1847,20.5,8,4,12,7,1,1,2,0,8.1,7.3,3.5,10.8,56.0,69.0,152.0,0.39,0.19,0.58,0.34,0.54,0.4,0.17,0.56,0.36,0.53
65,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,25,1994,36,35,3021,33.6,4,2,6,4,0,0,5,0,6.7,6.7,3.0,9.7,120.0,77.0,160.0,0.12,0.06,0.18,0.12,0.18,0.2,0.09,0.29,0.2,0.29
66,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,18,15,1430,15.9,4,2,6,4,0,0,4,0,2.6,2.6,2.6,5.2,62.0,69.0,155.0,0.25,0.13,0.38,0.25,0.38,0.16,0.17,0.33,0.16,0.33
67,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,30,1989,17,15,1378,15.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,37.0,44.0,45.0,0.0,0.07,0.07,0.0,0.07,0.01,0.05,0.06,0.01,0.06
137,Sergio Álvarez,es ESP,"CC,DF",Eibar,es La Liga,27,1992,20,16,1327,14.7,0,0,0,0,0,0,9,0,0.2,0.2,0.1,0.4,6.0,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
70,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,32,32,2810,31.2,0,0,0,0,0,0,2,0,1.3,1.3,0.8,2.1,29.0,110.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
71,Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,33,31,2671,29.7,0,0,0,0,0,0,4,0,1.3,1.3,0.5,1.8,6.0,99.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
72,Steven Alzate,co COL,"CC,DF",Brighton,eng Premier League,20,1998,19,12,1188,13.2,0,0,0,0,0,0,1,0,1.2,1.2,0.7,2.0,34.0,66.0,92.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.15,0.09,0.15
147,Ibrahim Amadou,fr FRA,"DF,CC",Norwich City,eng Premier League,26,1993,21,17,1529,17.0,0,0,0,0,0,0,3,0,1.5,1.5,0.0,1.6,13.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,0.16999999999999998,0.01,0.19,0.16999999999999998,0.19
75,Romain Amalfitano,fr FRA,CC,Dijon,fr Ligue 1,29,1989,26,18,1695,18.8,1,1,2,1,0,0,5,0,0.4,0.4,1.2,1.7,24.0,94.0,28.0,0.05,0.05,0.11,0.05,0.11,0.02,0.07,0.09,0.02,0.09
76,Amath,sn SEN,CC,Getafe,es La Liga,23,1996,7,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,26,24,2164,24.0,1,1,2,1,0,0,9,0,0.7,0.7,1.0,1.7,62.0,72.0,92.0,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07
78,Thierry Ambrose,gp GLP,DL,Metz,fr Ligue 1,22,1997,18,4,548,6.1,0,0,0,0,0,0,1,0,1.2,1.2,0.5,1.7,31.0,23.0,49.0,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.27,0.19,0.27
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,20,17,1633,18.1,0,2,2,0,0,0,3,0,0.4,0.4,0.6,1.0,38.0,68.0,27.0,0.0,0.11,0.11,0.0,0.11,0.02,0.03,0.05,0.02,0.05
80,Nadiem Amiri,de GER,"CC,DL",Leverkusen,de Bundesliga,22,1996,30,22,1857,20.6,1,2,3,1,0,0,3,0,2.2,2.2,6.3,8.4,53.0,106.0,95.0,0.05,0.1,0.15,0.05,0.15,0.1,0.3,0.41,0.1,0.41
81,Ethan Ampadu,wls WAL,DF,RB Leipzig,de Bundesliga,18,2000,3,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
82,Opoku Ampomah,gh GHA,"DL,CC",Düsseldorf,de Bundesliga,23,1996,12,5,500,5.6,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,23.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19
83,Sofyan Amrabat,ma MAR,CC,Hellas Verona,it Serie A,22,1996,34,33,2919,32.4,1,1,2,0,1,1,10,2,2.0,1.3,2.4,3.6,84.0,199.0,52.0,0.03,0.03,0.06,0.0,0.03,0.06,0.07,0.14,0.04,0.11
84,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,18,17,1531,17.0,1,0,1,1,0,0,3,0,0.9,0.9,0.2,1.1,6.0,79.0,1.0,0.06,0.0,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07
85,Djavan Anderson,nl NED,"DL,DF",Lazio,it Serie A,24,1995,6,2,167,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
86,Felipe Anderson,br BRA,"CC,DL",West Ham,eng Premier League,26,1993,25,20,1497,16.6,1,4,5,1,0,0,1,0,2.5,2.5,3.1,5.6,106.0,100.0,132.0,0.06,0.24,0.3,0.06,0.3,0.15,0.18,0.34,0.15,0.34
87,Sebastian Andersson,se SWE,DL,Union Berlin,de Bundesliga,28,1991,33,31,2682,29.8,12,1,13,11,1,2,5,0,11.9,10.3,1.9,12.2,34.0,54.0,204.0,0.4,0.03,0.44,0.37,0.4,0.4,0.06,0.46,0.35,0.41
88,Florin Andone,ro ROU,DL,Brighton,eng Premier League,26,1993,3,1,73,0.8,1,0,1,1,0,0,0,1,0.4,0.4,0.1,0.4,2.0,0.0,4.0,1.23,0.0,1.23,1.23,1.23,0.45,0.06,0.51,0.45,0.51
89,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,28,1990,26,23,2054,22.8,2,1,3,2,0,0,6,0,0.9,0.9,0.9,1.8,25.0,130.0,47.0,0.09,0.04,0.13,0.09,0.13,0.04,0.04,0.08,0.04,0.08
90,Lorenzo Andrenacci,it ITA,PO,Brescia,it Serie A,24,1995,6,5,531,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Robert Andrich,de GER,CC,Union Berlin,de Bundesliga,24,1994,30,30,2572,28.6,1,2,3,1,0,0,13,1,2.6,2.6,2.1,4.7,25.0,151.0,31.0,0.03,0.07,0.1,0.03,0.1,0.09,0.07,0.16,0.09,0.16
92,Victorien Angban,ci CIV,CC,Metz,fr Ligue 1,22,1996,20,11,1029,11.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,25.0,70.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
93,Miguel Ángel Guerrero,es ESP,DL,Leganés,es La Liga,29,1990,13,9,790,8.8,1,0,1,1,0,1,0,0,2.6,1.8,0.6,2.4,10.0,17.0,37.0,0.11,0.0,0.11,0.11,0.11,0.3,0.07,0.37,0.21,0.28
94,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,28,27,2360,26.2,1,1,2,1,0,0,4,0,0.8,0.8,2.8,3.6,50.0,154.0,62.0,0.04,0.04,0.08,0.04,0.08,0.03,0.11,0.14,0.03,0.14
95,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,35,1984,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,19,16,1518,16.9,1,2,3,1,0,0,3,0,1.1,1.1,3.5,4.6,45.0,97.0,162.0,0.08,0.16,0.25,0.08,0.25,0.12000000000000001,0.48,0.6,0.12000000000000001,0.6
98,Faustino Anjorin,eng ENG,DL,Chelsea,eng Premier League,17,2001,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
99,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,19,11,1063,11.8,0,1,1,0,0,0,2,0,0.4,0.4,0.6,1.0,16.0,36.0,65.0,0.0,0.08,0.08,0.0,0.08,0.04,0.05,0.08,0.04,0.08
100,Cristian Ansaldi,ar ARG,"DF,CC",Torino,it Serie A,32,1986,27,21,1768,19.6,4,4,8,4,0,0,9,0,1.9,1.9,3.3,5.2,90.0,66.0,124.0,0.2,0.2,0.41,0.2,0.41,0.09,0.17,0.26,0.09,0.26
101,Janis Antiste,fr FRA,CC,Toulouse,fr Ligue 1,16,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37
102,Michail Antonio,jm JAM,DL,West Ham,eng Premier League,29,1990,24,19,1768,19.6,10,3,13,9,1,1,3,0,12.9,12.1,3.7,15.9,53.0,39.0,178.0,0.51,0.15,0.66,0.46,0.61,0.66,0.19,0.85,0.62,0.81
103,Antoñito,es ESP,"DF,CC",Valladolid,es La Liga,31,1987,15,11,1029,11.4,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1.0,22.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
104,Mirko Antonucci,it ITA,"DL,CC",Roma,it Serie A,20,1999,2,0,82,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.21,0.04,0.25,0.21,0.25
105,Vitorino Antunes,pt POR,CC,Getafe,es La Liga,32,1987,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
