RL2019-2020,Jugador2019-2020,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Cmp2019-2020,Int.2019-2020,% Cmp2019-2020,Dist. tot.2019-2020,Dist. prg.2019-2020,Cmp.12019-2020,Int..12019-2020,% Cmp.12019-2020,Cmp.22019-2020,Int..22019-2020,% Cmp.22019-2020,Cmp.32019-2020,Int..32019-2020,% Cmp.32019-2020,Ass2019-2020,xAG2019-2020,xA2019-2020,A-xAG2019-2020,PC2019-2020,1/32019-2020,PPA2019-2020,CrAP2019-2020,PrgP2019-2020
1232,Gaël Kakuta,cd COD,"CC,DL",Amiens,fr Ligue 1,28,1991,22.2,565.0,850.0,66.5,8026.0,2590.0,333.0,421.0,79.1,167.0,242.0,69.0,34.0,98.0,34.7,5,2.6,2.6,2.4,27.0,61.0,31.0,7.0,101.0
1233,Lovre Kalinić,hr CRO,PO,Toulouse,fr Ligue 1,29,1990,3.4,57.0,117.0,48.7,2085.0,1736.0,6.0,6.0,100.0,21.0,21.0,100.0,30.0,90.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1234,Nikola Kalinić,hr CRO,DL,Roma,it Serie A,31,1988,6.3,94.0,124.0,75.8,1294.0,210.0,55.0,69.0,79.7,27.0,32.0,84.4,6.0,7.0,85.7,1,0.6,0.3,0.4,7.0,3.0,5.0,0.0,13.0
1235,Salomon Kalou,ci CIV,"DL,CC",Hertha BSC,de Bundesliga,33,1985,1.6,27.0,42.0,64.3,392.0,153.0,13.0,18.0,72.2,9.0,16.0,56.3,2.0,4.0,50.0,0,0.6,0.1,-0.6,1.0,4.0,2.0,0.0,7.0
1236,Samuel Kalu,ng NGA,"DF,DL",Bordeaux,fr Ligue 1,21,1997,15.1,380.0,523.0,72.7,5985.0,1384.0,198.0,235.0,84.3,135.0,183.0,73.8,28.0,55.0,50.9,1,1.4,1.5,-0.4,10.0,28.0,6.0,4.0,44.0
1237,Daichi Kamada,jp JPN,"CC,DL",Eint Frankfurt,de Bundesliga,22,1996,21.9,568.0,772.0,73.6,9653.0,2472.0,290.0,342.0,84.8,190.0,242.0,78.5,66.0,126.0,52.4,4,4.0,4.8,0.0,37.0,62.0,18.0,3.0,119.0
1238,François Kamano,gn GUI,"DF,CC",Bordeaux,fr Ligue 1,23,1996,7.2,249.0,313.0,79.6,3630.0,653.0,134.0,153.0,87.6,93.0,116.0,80.2,9.0,19.0,47.4,0,0.3,0.7,-0.3,5.0,10.0,5.0,2.0,18.0
1239,Boubacar Kamara,fr FRA,"DF,CC",Marseille,fr Ligue 1,19,1999,23.8,1120.0,1307.0,85.7,19620.0,7116.0,532.0,577.0,92.2,436.0,497.0,87.7,121.0,189.0,64.0,2,0.3,0.6,1.7,7.0,79.0,5.0,0.0,87.0
1240,Hassane Kamara,ci CIV,"DF,DL",Reims,fr Ligue 1,25,1994,19.0,891.0,1117.0,79.8,14733.0,4177.0,463.0,516.0,89.7,341.0,414.0,82.4,71.0,125.0,56.8,0,0.6,1.3,-0.6,12.0,57.0,16.0,7.0,81.0
1241,Kevin Kampl,si SVN,CC,RB Leipzig,de Bundesliga,28,1990,7.5,458.0,524.0,87.4,6971.0,1657.0,221.0,237.0,93.2,169.0,189.0,89.4,30.0,42.0,71.4,2,2.5,2.7,-0.5,9.0,45.0,11.0,3.0,50.0
1242,Harry Kane,eng ENG,DL,Tottenham,eng Premier League,26,1993,28.7,380.0,581.0,65.4,5829.0,1736.0,221.0,300.0,73.7,102.0,150.0,68.0,37.0,76.0,48.7,2,3.3,2.7,-1.3,27.0,52.0,18.0,2.0,76.0
1243,Lee Kang-in,kr KOR,"CC,DL",Valencia,es La Liga,18,2001,5.0,182.0,232.0,78.4,2703.0,622.0,97.0,106.0,91.5,55.0,69.0,79.7,13.0,28.0,46.4,0,0.4,1.0,-0.4,6.0,14.0,5.0,1.0,21.0
1244,Wilfried Kanga,ci CIV,DL,Angers,fr Ligue 1,21,1998,0.8,15.0,21.0,71.4,180.0,47.0,9.0,11.0,81.8,4.0,5.0,80.0,0.0,0.0,0.0,0,0.1,0.1,-0.1,2.0,1.0,1.0,0.0,2.0
1245,N'Golo Kanté,fr FRA,CC,Chelsea,eng Premier League,28,1991,19.2,975.0,1166.0,83.6,14537.0,3974.0,507.0,569.0,89.1,333.0,385.0,86.5,63.0,78.0,80.8,0,1.5,1.7,-1.5,27.0,104.0,27.0,10.0,132.0
1246,Stefanos Kapino,gr GRE,PO,Werder Bremen,de Bundesliga,25,1994,1.0,25.0,35.0,71.4,794.0,654.0,2.0,2.0,100.0,10.0,11.0,90.9,13.0,22.0,59.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,Wilfrid Kaptoum,cm CMR,CC,Betis,es La Liga,23,1996,2.2,57.0,73.0,78.1,820.0,231.0,36.0,39.0,92.3,17.0,23.0,73.9,3.0,8.0,37.5,0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,8.0
1248,Kenan Karaman,tr TUR,"DL,CC",Düsseldorf,de Bundesliga,25,1994,15.0,215.0,339.0,63.4,2779.0,480.0,132.0,184.0,71.7,54.0,87.0,62.1,8.0,13.0,61.5,1,2.0,2.1,-1.0,22.0,12.0,5.0,0.0,25.0
1249,Yann Karamoh,fr FRA,"DL,CC",Parma,it Serie A,21,1998,6.4,107.0,146.0,73.3,1535.0,308.0,61.0,78.0,78.2,37.0,47.0,78.7,4.0,9.0,44.4,1,1.2,0.3,-0.2,11.0,3.0,3.0,0.0,15.0
1250,Mamoudou Karamoko,fr FRA,CC,Wolfsburg,de Bundesliga,19,1999,0.1,4.0,7.0,57.1,58.0,23.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
1251,Florian Kastenmeier,de GER,PO,Düsseldorf,de Bundesliga,22,1997,17.0,436.0,626.0,69.6,13520.0,10130.0,61.0,61.0,100.0,188.0,188.0,100.0,183.0,368.0,49.7,0,0.4,0.1,-0.4,2.0,13.0,1.0,0.0,0.0
1252,Noah Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,517.0,749.0,69.0,9010.0,4568.0,255.0,308.0,82.8,192.0,257.0,74.7,61.0,146.0,41.8,0,0.4,0.9,-0.4,9.0,50.0,10.0,4.0,60.0
1253,Moise Kean,it ITA,DL,Everton,eng Premier League,19,2000,9.5,99.0,138.0,71.7,1173.0,310.0,55.0,71.0,77.5,20.0,25.0,80.0,4.0,7.0,57.1,2,2.0,0.6,0.0,10.0,8.0,6.0,2.0,12.0
1254,Michael Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,1203.0,1458.0,82.5,24542.0,8769.0,317.0,366.0,86.6,716.0,792.0,90.4,149.0,244.0,61.1,0,0.7,0.5,-0.7,6.0,61.0,3.0,0.0,84.0
1255,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,374.0,401.0,93.3,5843.0,1442.0,185.0,191.0,96.9,148.0,157.0,94.3,24.0,27.0,88.9,0,0.4,0.1,-0.4,2.0,18.0,2.0,0.0,26.0
1256,Jules Keita,gn GUI,"CC,DL",Dijon,fr Ligue 1,21,1998,1.8,26.0,35.0,74.3,289.0,79.0,20.0,24.0,83.3,5.0,8.0,62.5,0.0,0.0,0.0,0,0.4,0.2,-0.4,1.0,2.0,1.0,0.0,2.0
1257,Naby Keïta,gn GUI,CC,Liverpool,eng Premier League,24,1995,9.1,605.0,690.0,87.7,8228.0,2134.0,382.0,409.0,93.4,174.0,200.0,87.0,25.0,37.0,67.6,3,2.7,2.0,0.3,15.0,80.0,16.0,0.0,69.0
1258,Yannik Keitel,de GER,CC,Freiburg,de Bundesliga,19,2000,1.9,47.0,58.0,81.0,935.0,258.0,16.0,19.0,84.2,23.0,25.0,92.0,8.0,11.0,72.7,0,0.2,0.0,-0.2,1.0,2.0,0.0,0.0,5.0
1259,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,178.0,241.0,73.9,3484.0,1346.0,57.0,68.0,83.8,96.0,117.0,82.1,21.0,44.0,47.7,0,0.3,0.2,-0.3,2.0,8.0,0.0,0.0,9.0
1260,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,500.0,710.0,70.4,8740.0,3988.0,228.0,283.0,80.6,216.0,289.0,74.7,48.0,109.0,44.0,1,0.8,0.6,0.2,6.0,31.0,8.0,6.0,35.0
1261,Kenedy,br BRA,CC,Getafe,es La Liga,23,1996,6.5,126.0,194.0,64.9,1988.0,747.0,65.0,81.0,80.2,36.0,58.0,62.1,16.0,32.0,50.0,3,1.8,1.1,1.2,10.0,13.0,12.0,8.0,13.0
1262,Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,1168.0,1580.0,73.9,19996.0,8529.0,577.0,673.0,85.7,444.0,581.0,76.4,120.0,230.0,52.2,3,1.4,1.5,1.6,15.0,100.0,31.0,9.0,136.0
1263,Franck Kessié,ci CIV,CC,Milan,it Serie A,22,1996,32.3,1520.0,1715.0,88.6,24752.0,6483.0,768.0,834.0,92.1,616.0,678.0,90.9,99.0,134.0,73.9,1,2.6,2.5,-1.6,30.0,149.0,23.0,3.0,173.0
1264,Saîf-Eddine Khaoui,tn TUN,"CC,DL",Marseille,fr Ligue 1,24,1995,1.2,40.0,61.0,65.6,495.0,166.0,20.0,24.0,83.3,12.0,20.0,60.0,2.0,7.0,28.6,0,0.1,0.2,-0.1,2.0,0.0,1.0,0.0,5.0
1265,Wahbi Khazri,tn TUN,"DL,CC",Saint-Étienne,fr Ligue 1,28,1991,12.8,220.0,358.0,61.5,4047.0,940.0,96.0,128.0,75.0,74.0,110.0,67.3,33.0,73.0,45.2,2,1.5,1.3,0.5,19.0,22.0,12.0,2.0,36.0
1266,Rani Khedira,de GER,CC,Augsburg,de Bundesliga,25,1994,29.4,616.0,891.0,69.1,9336.0,3412.0,325.0,410.0,79.3,204.0,274.0,74.5,43.0,111.0,38.7,2,1.7,0.7,0.3,11.0,54.0,5.0,1.0,68.0
1267,Sami Khedira,de GER,CC,Juventus,it Serie A,32,1987,7.6,283.0,338.0,83.7,4084.0,915.0,167.0,176.0,94.9,92.0,109.0,84.4,14.0,25.0,56.0,1,0.8,0.8,0.2,8.0,16.0,7.0,2.0,23.0
1268,Kiké,es ESP,DL,Eibar,es La Liga,29,1989,19.6,314.0,501.0,62.7,3908.0,591.0,211.0,299.0,70.6,78.0,123.0,63.4,7.0,26.0,26.9,1,1.0,0.5,0.0,11.0,28.0,4.0,1.0,30.0
1269,Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,641.0,718.0,89.3,12612.0,3632.0,178.0,198.0,89.9,385.0,406.0,94.8,72.0,96.0,75.0,0,0.2,0.4,-0.2,2.0,20.0,0.0,0.0,28.0
1270,Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,78.0,102.0,76.5,1275.0,537.0,33.0,36.0,91.7,42.0,51.0,82.4,2.0,8.0,25.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0
1271,Joshua Kimmich,de GER,"CC,DF",Bayern Munich,de Bundesliga,24,1995,31.3,2435.0,2870.0,84.8,45556.0,14452.0,1003.0,1085.0,92.4,1042.0,1154.0,90.3,321.0,496.0,64.7,7,8.3,11.2,-1.3,75.0,241.0,59.0,12.0,310.0
1272,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,1056.0,1114.0,94.8,17615.0,5899.0,467.0,482.0,96.9,516.0,534.0,96.6,53.0,64.0,82.8,0,0.0,0.1,0.0,1.0,34.0,0.0,0.0,58.0
1273,Joshua King,no NOR,"DL,CC",Bournemouth,eng Premier League,27,1992,22.3,369.0,524.0,70.4,4923.0,1128.0,228.0,281.0,81.1,95.0,141.0,67.4,17.0,26.0,65.4,4,4.1,2.2,-0.1,30.0,21.0,18.0,4.0,46.0
2549,Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,17.0,749.0,850.0,176.6,14948.0,5572.0,253.0,273.0,181.89999999999998,391.0,426.0,183.10000000000002,91.0,127.0,153.0,0,0.0,0.2,0.0,0.0,36.0,1.0,0.0,37.0
1276,Davy Klaassen,nl NED,CC,Werder Bremen,de Bundesliga,26,1993,32.6,973.0,1282.0,75.9,14903.0,4644.0,522.0,612.0,85.3,342.0,443.0,77.2,65.0,109.0,59.6,5,3.0,3.3,2.0,40.0,100.0,26.0,2.0,139.0
1277,Felix Klaus,de GER,"CC,DL",Wolfsburg,de Bundesliga,26,1992,7.4,142.0,220.0,64.5,1967.0,554.0,91.0,125.0,72.8,33.0,45.0,73.3,7.0,16.0,43.8,1,1.7,1.3,-0.7,13.0,10.0,7.0,2.0,17.0
1278,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,26.2,1086.0,1222.0,88.9,21605.0,8054.0,339.0,355.0,95.5,612.0,655.0,93.4,128.0,187.0,68.4,0,1.1,0.4,-1.1,5.0,63.0,1.0,0.0,77.0
1279,Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,336.0,399.0,84.2,6321.0,1941.0,116.0,137.0,84.7,185.0,198.0,93.4,29.0,51.0,56.9,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,17.0
1280,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,1536.0,1814.0,84.7,25158.0,8914.0,706.0,795.0,88.8,708.0,792.0,89.4,79.0,145.0,54.5,1,2.4,2.0,-1.4,15.0,89.0,13.0,4.0,132.0
1281,Justin Kluivert,nl NED,DL,Roma,it Serie A,20,1999,16.8,388.0,481.0,80.7,6160.0,1118.0,220.0,253.0,87.0,132.0,161.0,82.0,25.0,33.0,75.8,1,1.0,1.6,0.0,21.0,27.0,21.0,5.0,49.0
1282,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,557.0,818.0,68.1,9606.0,4292.0,250.0,299.0,83.6,265.0,368.0,72.0,34.0,99.0,34.3,2,1.6,1.1,0.4,11.0,22.0,12.0,8.0,49.0
1283,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,807.0,979.0,82.4,16872.0,5917.0,206.0,233.0,88.4,476.0,540.0,88.1,115.0,181.0,63.5,0,0.2,0.4,-0.2,4.0,58.0,4.0,1.0,90.0
1284,Robin Koch,de GER,"DF,CC",Freiburg,de Bundesliga,23,1996,30.1,1266.0,1517.0,83.5,28152.0,10004.0,285.0,338.0,84.3,750.0,839.0,89.4,215.0,289.0,74.4,0,1.1,1.6,-1.1,12.0,80.0,14.0,3.0,103.0
1285,Giorgi Kochorashvili,ge GEO,CC,Levante,es La Liga,20,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,Jonathan Kodjia,ci CIV,DL,Aston Villa,eng Premier League,29,1989,1.3,15.0,27.0,55.6,183.0,3.0,12.0,16.0,75.0,3.0,5.0,60.0,0.0,2.0,0.0,0,0.1,0.1,-0.1,1.0,1.0,0.0,0.0,1.0
1287,Kenan Kodro,ba BIH,"DL,CC",Athletic Club,es La Liga,25,1993,4.0,53.0,83.0,63.9,519.0,78.0,41.0,52.0,78.8,5.0,15.0,33.3,1.0,3.0,33.3,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1288,Dominik Kohr,de GER,CC,Eint Frankfurt,de Bundesliga,25,1994,16.1,636.0,797.0,79.8,9973.0,2863.0,338.0,385.0,87.8,227.0,270.0,84.1,43.0,78.0,55.1,3,1.7,1.3,1.3,19.0,75.0,13.0,2.0,93.0
1289,Koke,es ESP,CC,Atlético Madrid,es La Liga,27,1992,30.0,1430.0,1759.0,81.3,19546.0,5402.0,829.0,919.0,90.2,387.0,462.0,83.8,86.0,187.0,46.0,5,5.8,4.8,-0.8,57.0,110.0,25.0,5.0,146.0
1290,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,1445.0,1823.0,79.3,26871.0,8919.0,624.0,684.0,91.2,640.0,761.0,84.1,170.0,311.0,54.7,3,5.1,4.4,-2.1,56.0,89.0,40.0,18.0,111.0
1291,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,877.0,1041.0,84.2,12502.0,3694.0,516.0,565.0,91.3,301.0,367.0,82.0,30.0,52.0,57.7,2,1.3,1.2,0.7,10.0,46.0,13.0,4.0,74.0
1292,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,558.0,732.0,76.2,9529.0,3708.0,243.0,282.0,86.2,270.0,333.0,81.1,35.0,89.0,39.3,0,0.4,0.5,-0.4,7.0,37.0,3.0,2.0,50.0
1293,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,713.0,913.0,78.1,11252.0,4674.0,402.0,452.0,88.9,252.0,318.0,79.2,48.0,99.0,48.5,1,1.0,0.6,0.0,13.0,64.0,10.0,4.0,85.0
1294,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,305.0,345.0,88.4,5244.0,1747.0,125.0,134.0,93.3,152.0,168.0,90.5,20.0,34.0,58.8,0,0.1,0.2,-0.1,1.0,12.0,4.0,2.0,18.0
1295,Moussa Konaté,sn SEN,DL,Amiens,fr Ligue 1,26,1993,6.8,77.0,109.0,70.6,1054.0,145.0,50.0,67.0,74.6,24.0,32.0,75.0,2.0,2.0,100.0,0,0.1,0.1,-0.1,2.0,4.0,1.0,0.0,7.0
1296,Geoffrey Kondogbia,cf CTA,CC,Valencia,es La Liga,26,1993,20.1,935.0,1117.0,83.7,17382.0,4485.0,395.0,449.0,88.0,376.0,429.0,87.6,130.0,186.0,69.9,1,0.2,0.4,0.8,6.0,84.0,4.0,0.0,98.0
1297,Kouadio Koné,fr FRA,CC,Toulouse,fr Ligue 1,18,2001,9.7,305.0,378.0,80.7,4615.0,1286.0,168.0,197.0,85.3,109.0,125.0,87.2,18.0,38.0,47.4,0,0.2,0.2,-0.2,5.0,23.0,0.0,0.0,25.0
1298,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,598.0,741.0,80.7,12214.0,4180.0,195.0,231.0,84.4,281.0,319.0,88.1,103.0,154.0,66.9,0,0.4,0.6,-0.4,4.0,39.0,6.0,2.0,49.0
1299,Moussa Koné,sn SEN,"DL,CC",Nîmes,fr Ligue 1,22,1996,1.6,17.0,21.0,81.0,327.0,28.0,10.0,14.0,71.4,4.0,4.0,100.0,3.0,3.0,100.0,0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,2.0
1300,Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,554.0,654.0,84.7,9027.0,2685.0,277.0,300.0,92.3,213.0,249.0,85.5,50.0,78.0,64.1,0,0.4,0.3,-0.4,8.0,26.0,4.0,2.0,44.0
1301,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,22.7,677.0,877.0,77.2,12291.0,4688.0,280.0,320.0,87.5,331.0,400.0,82.8,58.0,129.0,45.0,2,1.0,0.3,1.0,11.0,42.0,5.0,5.0,53.0
1302,Pascal Köpke,de GER,DL,Hertha BSC,de Bundesliga,23,1995,1.3,23.0,34.0,67.6,322.0,46.0,12.0,16.0,75.0,7.0,12.0,58.3,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
1303,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,1209.0,1378.0,87.7,23745.0,10406.0,350.0,382.0,91.6,733.0,789.0,92.9,111.0,175.0,63.4,0,0.0,0.2,0.0,2.0,55.0,2.0,0.0,56.0
1304,Filip Kostić,rs SRB,"DF,DL",Eint Frankfurt,de Bundesliga,26,1992,32.9,942.0,1609.0,58.5,17560.0,7079.0,399.0,544.0,73.3,363.0,561.0,64.7,140.0,343.0,40.8,11,10.5,10.9,0.5,79.0,81.0,64.0,43.0,103.0
2611,Christian Kouamé,ci CIV,"DL,CC",Fiorentina,it Serie A,21,1997,13.5,249.0,344.0,144.3,3322.0,696.0,153.0,194.0,159.9,61.0,83.0,147.9,13.0,21.0,123.6,3,1.2,1.2000000000000002,1.8,19.0,16.0,12.0,2.0,33.0
1307,Tomáš Koubek,cz CZE,PO,Augsburg,de Bundesliga,26,1992,24.0,503.0,841.0,59.8,16471.0,11639.0,57.0,58.0,98.3,231.0,233.0,99.1,214.0,543.0,39.4,0,0.0,0.1,0.0,1.0,10.0,0.0,0.0,0.0
1308,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23.4,1551.0,1702.0,91.1,28407.0,11880.0,631.0,666.0,94.7,721.0,760.0,94.9,170.0,227.0,74.9,0,0.5,0.7,-0.5,10.0,124.0,8.0,1.0,132.0
1309,Efthimis Koulouris,gr GRE,DL,Toulouse,fr Ligue 1,23,1996,17.1,359.0,501.0,71.7,4464.0,692.0,237.0,305.0,77.7,85.0,117.0,72.6,11.0,23.0,47.8,2,1.0,1.0,1.0,17.0,15.0,7.0,1.0,32.0
1310,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,1279.0,1511.0,84.6,24144.0,8245.0,470.0,520.0,90.4,661.0,728.0,90.8,132.0,215.0,61.4,1,1.0,0.8,0.0,4.0,78.0,3.0,2.0,82.0
1311,Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1.0,42.0,57.0,73.7,629.0,337.0,20.0,24.0,83.3,17.0,21.0,81.0,3.0,7.0,42.9,0,0.1,0.4,-0.1,1.0,1.0,2.0,1.0,3.0
1312,Cheikhou Kouyaté,sn SEN,"CC,DF",Crystal Palace,eng Premier League,29,1989,28.1,636.0,876.0,72.6,9359.0,2974.0,352.0,429.0,82.1,213.0,291.0,73.2,37.0,70.0,52.9,1,0.9,1.1,0.1,10.0,41.0,7.0,1.0,64.0
1313,Mateo Kovačić,hr CRO,CC,Chelsea,eng Premier League,25,1994,23.0,1685.0,1889.0,89.2,28121.0,7315.0,824.0,882.0,93.4,635.0,700.0,90.7,161.0,210.0,76.7,3,1.8,2.2,1.2,27.0,180.0,22.0,1.0,215.0
1314,Dawid Kownacki,pl POL,"DL,CC",Düsseldorf,de Bundesliga,22,1997,12.1,206.0,317.0,65.0,2913.0,542.0,130.0,162.0,80.2,62.0,98.0,63.3,9.0,21.0,42.9,0,0.7,0.7,-0.7,12.0,6.0,8.0,1.0,13.0
1315,İsmail Köybaşı,tr TUR,"DF,DL",Granada,es La Liga,30,1989,2.6,53.0,85.0,62.4,894.0,462.0,28.0,36.0,77.8,19.0,28.0,67.9,5.0,11.0,45.5,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,8.0
1316,Thomas Kraft,de GER,PO,Hertha BSC,de Bundesliga,31,1988,4.0,78.0,129.0,60.5,2833.0,2438.0,8.0,8.0,100.0,25.0,26.0,96.2,45.0,94.0,47.9,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1317,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,305.0,418.0,73.0,4680.0,2168.0,158.0,182.0,86.8,118.0,165.0,71.5,18.0,38.0,47.4,1,0.6,0.6,0.4,1.0,18.0,3.0,1.0,19.0
1318,Andrej Kramarić,hr CRO,"DL,CC",Hoffenheim,de Bundesliga,28,1991,15.8,440.0,549.0,80.1,6721.0,1508.0,215.0,250.0,86.0,161.0,196.0,82.1,29.0,46.0,63.0,2,4.0,2.7,-2.0,28.0,31.0,22.0,3.0,59.0
1319,Christoph Kramer,de GER,CC,M'Gladbach,de Bundesliga,28,1991,16.3,788.0,932.0,84.5,11993.0,3517.0,429.0,482.0,89.0,257.0,298.0,86.2,59.0,86.0,68.6,0,0.4,0.8,-0.4,9.0,64.0,10.0,1.0,81.0
1320,Tom Krauß,de GER,CC,RB Leipzig,de Bundesliga,18,2001,0.0,5.0,5.0,100.0,66.0,22.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,527.0,649.0,81.2,8124.0,3135.0,298.0,336.0,88.7,190.0,232.0,81.9,27.0,47.0,57.4,0,1.4,0.9,-1.4,9.0,46.0,15.0,4.0,74.0
1322,Rene Krhin,si SVN,"DF,CC",Nantes,fr Ligue 1,29,1990,3.6,135.0,156.0,86.5,2453.0,634.0,58.0,65.0,89.2,56.0,64.0,87.5,17.0,23.0,73.9,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0
1323,Felix Kroos,de GER,"CC,DF",Union Berlin,de Bundesliga,28,1991,4.2,129.0,165.0,78.2,2101.0,717.0,61.0,71.0,85.9,44.0,56.0,78.6,15.0,25.0,60.0,0,0.0,0.2,0.0,0.0,15.0,2.0,0.0,16.0
1324,Toni Kroos,de GER,CC,Real Madrid,es La Liga,29,1990,29.5,2224.0,2501.0,88.9,40946.0,11544.0,1088.0,1136.0,95.8,715.0,776.0,92.1,353.0,486.0,72.6,5,5.1,4.5,-0.1,61.0,277.0,32.0,7.0,298.0
1325,Tim Krul,nl NED,PO,Norwich City,eng Premier League,31,1988,36.0,1084.0,1583.0,68.5,29495.0,20355.0,168.0,170.0,98.8,564.0,578.0,97.6,352.0,828.0,42.5,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0
1326,Rade Krunić,ba BIH,"CC,DL",Milan,it Serie A,25,1993,6.0,197.0,233.0,84.5,2721.0,808.0,120.0,132.0,90.9,54.0,62.0,87.1,9.0,15.0,60.0,1,1.0,0.5,0.0,8.0,13.0,4.0,0.0,31.0
1327,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,76.0,99.0,76.8,1610.0,623.0,25.0,33.0,75.8,36.0,42.0,85.7,15.0,22.0,68.2,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,8.0
1328,Takefusa Kubo,jp JPN,"CC,DL",Mallorca,es La Liga,18,2001,25.7,526.0,766.0,68.7,6991.0,2079.0,329.0,404.0,81.4,146.0,203.0,71.9,15.0,58.0,25.9,4,2.7,3.5,1.3,34.0,36.0,36.0,6.0,94.0
1329,Juraj Kucka,sk SVK,"CC,DL",Parma,it Serie A,32,1987,21.5,495.0,723.0,68.5,7712.0,2569.0,269.0,352.0,76.4,151.0,211.0,71.6,43.0,84.0,51.2,3,2.9,1.3,0.1,19.0,37.0,12.0,3.0,63.0
1330,Dejan Kulusevski,se SWE,"DL,CC",Parma,it Serie A,19,2000,32.6,865.0,1138.0,76.0,12281.0,3476.0,490.0,586.0,83.6,277.0,343.0,80.8,47.0,93.0,50.5,8,8.6,5.0,-0.6,77.0,65.0,46.0,6.0,128.0
1331,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,773.0,922.0,83.8,13977.0,5740.0,301.0,340.0,88.5,383.0,423.0,90.5,64.0,103.0,62.1,0,0.1,0.1,-0.1,2.0,39.0,0.0,0.0,58.0
1332,Pierre Kunde,cm CMR,CC,Mainz 05,de Bundesliga,24,1995,20.7,790.0,1019.0,77.5,14687.0,4586.0,351.0,407.0,86.2,307.0,378.0,81.2,108.0,180.0,60.0,0,1.2,1.0,-1.2,11.0,91.0,15.0,6.0,118.0
