RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR
1184,Adnan Januzaj,be BEL,"DL,CC",Real Sociedad,es La Liga,24,1995,13.0,667.0,6.0,45.0,283.0,343.0,38.0,667.0,68.0,37.0,54.4,31.0,45.6,503.0,3075.0,1566.0,62.0,35.0,20.0,50.0,30.0,534.0,133.0
1185,Rune Jarstein,no NOR,PO,Hertha BSC,de Bundesliga,34,1984,28.3,1083.0,955.0,1082.0,1.0,0.0,0.0,1083.0,1.0,1.0,100.0,0.0,0.0,586.0,3699.0,2513.0,0.0,0.0,0.0,1.0,0.0,427.0,0.0
1186,Jason,es ESP,CC,Getafe,es La Liga,25,1994,13.1,607.0,16.0,87.0,238.0,295.0,19.0,607.0,52.0,24.0,46.2,28.0,53.8,315.0,1903.0,741.0,23.0,21.0,1.0,39.0,18.0,327.0,74.0
1187,Dennis Jastrzembski,pl POL,"CC,DL",Paderborn 07,de Bundesliga,19,2000,2.0,79.0,2.0,18.0,33.0,29.0,4.0,79.0,6.0,1.0,16.7,5.0,83.3,44.0,322.0,154.0,7.0,4.0,3.0,4.0,1.0,45.0,13.0
1188,Corentin Jean,fr FRA,DF,Toulouse,fr Ligue 1,24,1995,0.1,10.0,0.0,2.0,3.0,5.0,0.0,10.0,1.0,1.0,100.0,0.0,0.0,7.0,68.0,38.0,1.0,1.0,0.0,1.0,0.0,6.0,2.0
1189,Benjamin Jeannot,fr FRA,"CC,DL",Dijon,fr Ligue 1,27,1992,1.9,88.0,4.0,16.0,44.0,29.0,6.0,88.0,1.0,0.0,0.0,1.0,100.0,37.0,263.0,100.0,3.0,6.0,0.0,5.0,2.0,59.0,9.0
1190,Tin Jedvaj,hr CRO,DF,Augsburg,de Bundesliga,23,1995,29.3,1478.0,176.0,739.0,646.0,108.0,19.0,1478.0,10.0,6.0,60.0,4.0,40.0,668.0,3730.0,1819.0,19.0,8.0,0.0,12.0,8.0,671.0,12.0
1191,Jemerson,br BRA,"DF,CC",Monaco,fr Ligue 1,26,1992,11.7,731.0,34.0,216.0,469.0,52.0,2.0,731.0,2.0,2.0,100.0,0.0,0.0,384.0,1977.0,1342.0,11.0,11.0,0.0,7.0,4.0,488.0,6.0
1192,Fredrik Jensen,fi FIN,"CC,DL",Augsburg,de Bundesliga,21,1997,5.1,130.0,3.0,14.0,60.0,58.0,6.0,130.0,9.0,4.0,44.4,5.0,55.6,71.0,401.0,162.0,8.0,4.0,1.0,8.0,6.0,87.0,22.0
1193,Jesé,es ESP,DL,Paris S-G,fr Ligue 1,26,1993,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1194,Gabriel Jesus,br BRA,DL,Manchester City,eng Premier League,22,1997,22.6,872.0,7.0,54.0,319.0,509.0,171.0,871.0,60.0,45.0,75.0,15.0,25.0,602.0,2691.0,1147.0,55.0,22.0,29.0,48.0,33.0,675.0,203.0
1195,Juan Jesus,br BRA,DF,Roma,it Serie A,28,1991,1.5,85.0,9.0,57.0,28.0,0.0,0.0,85.0,0.0,0.0,,0.0,,39.0,169.0,67.0,0.0,0.0,0.0,1.0,1.0,56.0,0.0
1196,Raúl Jiménez,mx MEX,DL,Wolves,eng Premier League,28,1991,36.0,1476.0,38.0,125.0,741.0,630.0,192.0,1472.0,99.0,62.0,62.6,37.0,37.4,797.0,4867.0,2245.0,89.0,54.0,42.0,110.0,67.0,1153.0,223.0
1197,João Pedro,br BRA,"DL,CC",Watford,eng Premier League,17,2001,0.3,14.0,0.0,1.0,3.0,10.0,2.0,14.0,4.0,3.0,75.0,1.0,25.0,12.0,138.0,62.0,2.0,2.0,1.0,0.0,2.0,13.0,3.0
1198,Joaquín,es ESP,"CC,DL",Betis,es La Liga,38,1981,22.9,1357.0,24.0,143.0,529.0,699.0,68.0,1354.0,82.0,56.0,68.3,26.0,31.7,878.0,5268.0,2832.0,90.0,69.0,23.0,31.0,28.0,1024.0,178.0
1199,Joelinton,br BRA,DL,Newcastle Utd,eng Premier League,22,1996,29.8,1235.0,39.0,112.0,712.0,424.0,94.0,1235.0,80.0,41.0,51.3,39.0,48.8,699.0,3690.0,1486.0,47.0,37.0,26.0,134.0,60.0,875.0,133.0
1200,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,19,2000,3.0,195.0,14.0,71.0,82.0,42.0,0.0,195.0,1.0,1.0,100.0,0.0,0.0,99.0,418.0,160.0,7.0,2.0,0.0,3.0,1.0,106.0,8.0
1201,Fabian Johnson,us USA,"CC,DF",M'Gladbach,de Bundesliga,31,1987,3.0,135.0,4.0,25.0,71.0,40.0,4.0,135.0,2.0,1.0,50.0,1.0,50.0,67.0,284.0,185.0,6.0,1.0,1.0,4.0,5.0,80.0,14.0
1202,Curtis Jones,eng ENG,CC,Liverpool,eng Premier League,18,2001,1.4,140.0,0.0,20.0,71.0,50.0,7.0,140.0,4.0,3.0,75.0,1.0,25.0,102.0,454.0,232.0,4.0,5.0,1.0,2.0,4.0,111.0,7.0
1203,Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,27,1992,1.5,122.0,9.0,57.0,56.0,10.0,3.0,122.0,1.0,1.0,100.0,0.0,0.0,53.0,331.0,222.0,2.0,1.0,0.0,2.0,0.0,66.0,1.0
1204,Frenkie de Jong,nl NED,CC,Barcelona,es La Liga,22,1997,23.5,1809.0,31.0,305.0,1042.0,489.0,35.0,1809.0,57.0,46.0,80.7,11.0,19.3,1294.0,7746.0,4083.0,77.0,74.0,6.0,30.0,29.0,1517.0,82.0
1205,Luuk de Jong,nl NED,DL,Sevilla,es La Liga,28,1990,22.9,774.0,24.0,74.0,377.0,327.0,124.0,774.0,16.0,8.0,50.0,8.0,50.0,321.0,1197.0,458.0,15.0,11.0,7.0,47.0,20.0,563.0,109.0
1206,Jony,es ESP,"DF,DL",Lazio,it Serie A,28,1991,13.1,761.0,19.0,155.0,270.0,343.0,18.0,761.0,23.0,10.0,43.5,13.0,56.5,357.0,2020.0,1044.0,33.0,20.0,9.0,22.0,6.0,461.0,110.0
1207,Joan Jordán,es ESP,CC,Sevilla,es La Liga,25,1994,25.0,1998.0,40.0,332.0,1127.0,556.0,38.0,1998.0,54.0,40.0,74.1,14.0,25.9,1125.0,5212.0,2335.0,40.0,40.0,6.0,36.0,21.0,1416.0,82.0
1208,Bruno Jordão,pt POR,DL,Wolves,eng Premier League,20,1998,0.1,7.0,0.0,0.0,5.0,2.0,0.0,7.0,0.0,0.0,,0.0,,4.0,39.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1209,Jorginho,it ITA,CC,Chelsea,eng Premier League,27,1991,26.4,2531.0,79.0,527.0,1663.0,356.0,10.0,2528.0,21.0,13.0,61.9,8.0,38.1,1580.0,6854.0,3243.0,24.0,34.0,2.0,19.0,22.0,1832.0,29.0
1210,Jesse Joronen,fi FIN,PO,Brescia,it Serie A,26,1993,29.0,963.0,841.0,961.0,2.0,0.0,0.0,963.0,0.0,0.0,,0.0,,380.0,2799.0,2021.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0
1211,Willian José,br BRA,DL,Real Sociedad,es La Liga,27,1991,22.3,739.0,20.0,55.0,369.0,322.0,87.0,739.0,14.0,7.0,50.0,7.0,50.0,457.0,1841.0,546.0,16.0,16.0,5.0,40.0,26.0,570.0,127.0
1212,Joselu,es ESP,DL,Alavés,es La Liga,29,1990,30.9,1387.0,50.0,134.0,760.0,501.0,130.0,1386.0,34.0,13.0,38.2,21.0,61.8,708.0,2113.0,639.0,13.0,18.0,5.0,90.0,43.0,1083.0,117.0
1213,Jota,es ESP,"DL,CC",Aston Villa,eng Premier League,28,1991,3.7,136.0,8.0,28.0,53.0,58.0,8.0,136.0,8.0,7.0,87.5,1.0,12.5,98.0,746.0,379.0,10.0,10.0,2.0,7.0,13.0,95.0,23.0
1214,Diogo Jota,pt POR,DL,Wolves,eng Premier League,22,1996,25.4,1256.0,9.0,106.0,589.0,592.0,146.0,1256.0,133.0,66.0,49.6,67.0,50.4,785.0,6181.0,3569.0,131.0,93.0,51.0,80.0,57.0,963.0,200.0
1215,Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,23,1996,6.4,527.0,32.0,199.0,325.0,4.0,1.0,527.0,2.0,0.0,0.0,2.0,100.0,358.0,1629.0,1000.0,4.0,2.0,0.0,4.0,3.0,368.0,0.0
1216,Dejan Joveljić,rs SRB,DL,Eint Frankfurt,de Bundesliga,19,1999,1.7,35.0,1.0,3.0,15.0,18.0,3.0,35.0,1.0,1.0,100.0,0.0,0.0,15.0,68.0,4.0,0.0,0.0,0.0,1.0,4.0,28.0,11.0
1217,Stevan Jovetić,me MNE,"DL,CC",Monaco,fr Ligue 1,29,1989,5.3,266.0,3.0,24.0,115.0,131.0,24.0,266.0,20.0,13.0,65.0,7.0,35.0,162.0,952.0,506.0,18.0,17.0,5.0,10.0,7.0,208.0,44.0
1218,Luka Jović,rs SRB,DL,Real Madrid,es La Liga,21,1997,4.8,176.0,1.0,7.0,96.0,76.0,16.0,176.0,9.0,5.0,55.6,4.0,44.4,102.0,381.0,145.0,4.0,6.0,0.0,8.0,4.0,141.0,27.0
1219,Juanmi,es ESP,"DL,CC",Betis,es La Liga,26,1993,2.9,84.0,1.0,6.0,35.0,43.0,11.0,84.0,3.0,2.0,66.7,1.0,33.3,49.0,243.0,108.0,3.0,5.0,1.0,13.0,4.0,59.0,13.0
1220,David Juncà,es ESP,DF,Celta Vigo,es La Liga,25,1993,2.9,169.0,5.0,48.0,87.0,37.0,2.0,169.0,4.0,2.0,50.0,2.0,50.0,98.0,577.0,371.0,7.0,7.0,2.0,3.0,0.0,107.0,8.0
1221,Lago Junior,ci CIV,"CC,DL",Mallorca,es La Liga,28,1990,24.3,1031.0,34.0,167.0,375.0,501.0,106.0,1028.0,68.0,30.0,44.1,38.0,55.9,695.0,5029.0,2602.0,103.0,60.0,48.0,65.0,44.0,751.0,193.0
1222,Hamed Junior Traorè,ci CIV,"CC,DL",Sassuolo,it Serie A,19,2000,17.4,1012.0,10.0,100.0,442.0,486.0,62.0,1012.0,50.0,26.0,52.0,24.0,48.0,590.0,3667.0,2008.0,67.0,52.0,11.0,34.0,26.0,737.0,110.0
1223,Vinicius Júnior,br BRA,"DL,CC",Real Madrid,es La Liga,19,2000,15.2,764.0,1.0,63.0,246.0,470.0,144.0,764.0,102.0,48.0,47.1,54.0,52.9,572.0,4712.0,2827.0,110.0,54.0,69.0,38.0,13.0,602.0,224.0
1224,James Justin,eng ENG,"DF,CC",Leicester City,eng Premier League,21,1998,11.2,952.0,29.0,234.0,482.0,244.0,18.0,952.0,17.0,8.0,47.1,9.0,52.9,547.0,2421.0,1277.0,30.0,32.0,5.0,18.0,12.0,620.0,59.0
1225,Musa Juwara,gm GAM,"DL,CC",Bologna,it Serie A,17,2001,1.7,105.0,2.0,13.0,39.0,54.0,11.0,105.0,7.0,4.0,57.1,3.0,42.9,73.0,718.0,407.0,17.0,9.0,5.0,6.0,2.0,78.0,20.0
1226,Mathias Jørgensen,dk DEN,DF,Düsseldorf,de Bundesliga,29,1990,5.5,279.0,46.0,173.0,102.0,4.0,1.0,279.0,0.0,0.0,,0.0,,112.0,512.0,226.0,0.0,2.0,0.0,0.0,0.0,142.0,0.0
1227,Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,19,2000,19.7,1306.0,183.0,687.0,592.0,40.0,21.0,1306.0,23.0,20.0,87.0,3.0,13.0,760.0,4555.0,2816.0,13.0,12.0,2.0,22.0,6.0,801.0,2.0
1228,Christian Kabasele,be BEL,DF,Watford,eng Premier League,28,1991,25.0,954.0,185.0,546.0,390.0,23.0,18.0,954.0,10.0,9.0,90.0,1.0,10.0,433.0,1896.0,776.0,1.0,1.0,0.0,12.0,5.0,437.0,0.0
1229,Abdoul Kader Bamba,fr FRA,"DL,CC",Nantes,fr Ligue 1,25,1994,16.3,945.0,9.0,107.0,463.0,396.0,43.0,945.0,106.0,58.0,54.7,47.0,44.3,665.0,4718.0,2564.0,82.0,66.0,25.0,46.0,31.0,705.0,137.0
1230,Pavel Kadeřábek,cz CZE,"DF,DL",Hoffenheim,de Bundesliga,27,1992,27.5,1615.0,64.0,413.0,726.0,484.0,71.0,1615.0,18.0,9.0,50.0,9.0,50.0,729.0,3518.0,1805.0,44.0,39.0,5.0,25.0,13.0,1046.0,176.0
1231,Florian Kainz,at AUT,"DL,CC",Köln,de Bundesliga,26,1992,17.3,940.0,11.0,140.0,383.0,426.0,33.0,939.0,39.0,22.0,56.4,17.0,43.6,540.0,3232.0,1631.0,54.0,36.0,7.0,27.0,23.0,605.0,112.0
1232,Gaël Kakuta,cd COD,"CC,DL",Amiens,fr Ligue 1,28,1991,22.2,1141.0,6.0,88.0,581.0,497.0,41.0,1141.0,74.0,48.0,64.9,26.0,35.1,661.0,3937.0,1613.0,63.0,43.0,16.0,90.0,79.0,852.0,155.0
1233,Lovre Kalinić,hr CRO,PO,Toulouse,fr Ligue 1,29,1990,3.4,127.0,98.0,126.0,1.0,0.0,0.0,127.0,0.0,0.0,,0.0,,59.0,369.0,280.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
1234,Nikola Kalinić,hr CRO,DL,Roma,it Serie A,31,1988,6.3,180.0,1.0,4.0,71.0,106.0,30.0,180.0,2.0,2.0,100.0,0.0,0.0,96.0,413.0,130.0,4.0,2.0,0.0,19.0,6.0,154.0,42.0
1235,Salomon Kalou,ci CIV,"DL,CC",Hertha BSC,de Bundesliga,33,1985,1.6,71.0,2.0,9.0,32.0,31.0,7.0,71.0,4.0,1.0,25.0,3.0,75.0,35.0,201.0,79.0,2.0,2.0,0.0,10.0,3.0,42.0,17.0
1236,Samuel Kalu,ng NGA,"DF,DL",Bordeaux,fr Ligue 1,21,1997,15.1,784.0,18.0,128.0,373.0,298.0,53.0,784.0,96.0,48.0,50.0,47.0,49.0,518.0,3370.0,1778.0,54.0,29.0,26.0,43.0,28.0,551.0,130.0
1237,Daichi Kamada,jp JPN,"CC,DL",Eint Frankfurt,de Bundesliga,22,1996,21.9,1011.0,9.0,94.0,434.0,496.0,75.0,1011.0,58.0,39.0,67.2,19.0,32.8,573.0,3451.0,1652.0,63.0,39.0,22.0,59.0,35.0,676.0,138.0
1238,François Kamano,gn GUI,"DF,CC",Bordeaux,fr Ligue 1,23,1996,7.2,382.0,9.0,57.0,210.0,121.0,15.0,382.0,28.0,11.0,39.3,17.0,60.7,254.0,1448.0,885.0,31.0,23.0,10.0,13.0,10.0,293.0,69.0
1239,Boubacar Kamara,fr FRA,"DF,CC",Marseille,fr Ligue 1,19,1999,23.8,1549.0,98.0,587.0,905.0,78.0,14.0,1549.0,24.0,14.0,58.3,10.0,41.7,968.0,4557.0,2540.0,9.0,13.0,0.0,15.0,10.0,988.0,3.0
1240,Hassane Kamara,ci CIV,"DF,DL",Reims,fr Ligue 1,25,1994,19.0,1425.0,59.0,484.0,657.0,301.0,19.0,1425.0,53.0,37.0,69.8,16.0,30.2,783.0,5151.0,2847.0,85.0,55.0,4.0,36.0,15.0,844.0,82.0
1241,Kevin Kampl,si SVN,CC,RB Leipzig,de Bundesliga,28,1990,7.5,587.0,9.0,99.0,379.0,117.0,5.0,587.0,9.0,7.0,77.8,2.0,22.2,354.0,1753.0,846.0,14.0,13.0,2.0,10.0,6.0,435.0,22.0
1242,Harry Kane,eng ENG,DL,Tottenham,eng Premier League,26,1993,28.7,892.0,38.0,74.0,427.0,400.0,117.0,890.0,55.0,28.0,50.9,27.0,49.1,576.0,2992.0,1209.0,46.0,24.0,23.0,68.0,32.0,685.0,174.0
1243,Lee Kang-in,kr KOR,"CC,DL",Valencia,es La Liga,18,2001,5.0,276.0,1.0,21.0,129.0,129.0,10.0,276.0,14.0,11.0,78.6,3.0,21.4,205.0,1198.0,480.0,11.0,7.0,2.0,15.0,9.0,230.0,28.0
1244,Wilfried Kanga,ci CIV,DL,Angers,fr Ligue 1,21,1998,0.8,31.0,0.0,1.0,10.0,21.0,9.0,31.0,0.0,0.0,,0.0,,18.0,72.0,38.0,1.0,0.0,0.0,5.0,2.0,24.0,7.0
1245,N'Golo Kanté,fr FRA,CC,Chelsea,eng Premier League,28,1991,19.2,1406.0,49.0,264.0,763.0,398.0,32.0,1406.0,38.0,24.0,63.2,14.0,36.8,779.0,4314.0,2226.0,41.0,49.0,3.0,33.0,29.0,910.0,63.0
1246,Stefanos Kapino,gr GRE,PO,Werder Bremen,de Bundesliga,25,1994,1.0,38.0,34.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,,0.0,,20.0,116.0,58.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
1247,Wilfrid Kaptoum,cm CMR,CC,Betis,es La Liga,23,1996,2.2,100.0,5.0,31.0,53.0,17.0,0.0,100.0,2.0,2.0,100.0,0.0,0.0,53.0,391.0,198.0,5.0,4.0,0.0,4.0,6.0,61.0,3.0
1248,Kenan Karaman,tr TUR,"DL,CC",Düsseldorf,de Bundesliga,25,1994,15.0,494.0,11.0,34.0,211.0,255.0,74.0,494.0,29.0,21.0,72.4,8.0,27.6,290.0,1749.0,718.0,23.0,16.0,4.0,50.0,31.0,409.0,125.0
1249,Yann Karamoh,fr FRA,"DL,CC",Parma,it Serie A,21,1998,6.4,224.0,4.0,24.0,97.0,106.0,18.0,224.0,20.0,13.0,65.0,7.0,35.0,168.0,951.0,435.0,13.0,7.0,8.0,25.0,14.0,169.0,35.0
1250,Mamoudou Karamoko,fr FRA,CC,Wolfsburg,de Bundesliga,19,1999,0.1,8.0,0.0,0.0,6.0,2.0,1.0,8.0,1.0,0.0,0.0,1.0,100.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
1251,Florian Kastenmeier,de GER,PO,Düsseldorf,de Bundesliga,22,1997,17.0,670.0,552.0,663.0,7.0,0.0,0.0,670.0,3.0,3.0,100.0,0.0,0.0,331.0,2043.0,1223.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0
1252,Noah Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,898.0,34.0,346.0,432.0,140.0,2.0,898.0,43.0,31.0,72.1,12.0,27.9,496.0,2782.0,1448.0,28.0,23.0,1.0,24.0,12.0,484.0,22.0
1253,Moise Kean,it ITA,DL,Everton,eng Premier League,19,2000,9.5,270.0,6.0,24.0,106.0,146.0,49.0,270.0,48.0,25.0,52.1,23.0,47.9,203.0,1359.0,559.0,26.0,11.0,15.0,33.0,19.0,197.0,60.0
1254,Michael Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,1778.0,295.0,991.0,751.0,45.0,33.0,1778.0,1.0,1.0,100.0,0.0,0.0,992.0,4975.0,2648.0,9.0,1.0,1.0,7.0,4.0,1078.0,3.0
1255,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,427.0,12.0,117.0,266.0,46.0,5.0,427.0,3.0,2.0,66.7,1.0,33.3,281.0,1284.0,679.0,13.0,11.0,0.0,1.0,1.0,327.0,5.0
1256,Jules Keita,gn GUI,"CC,DL",Dijon,fr Ligue 1,21,1998,1.8,66.0,1.0,6.0,18.0,43.0,11.0,66.0,18.0,9.0,50.0,9.0,50.0,48.0,529.0,289.0,10.0,6.0,6.0,9.0,4.0,49.0,15.0
1257,Naby Keïta,gn GUI,CC,Liverpool,eng Premier League,24,1995,9.1,796.0,5.0,74.0,489.0,246.0,20.0,796.0,26.0,23.0,88.5,3.0,11.5,537.0,2922.0,1686.0,35.0,44.0,5.0,14.0,9.0,603.0,36.0
1258,Yannik Keitel,de GER,CC,Freiburg,de Bundesliga,19,2000,1.9,82.0,7.0,33.0,37.0,14.0,2.0,82.0,2.0,2.0,100.0,0.0,0.0,44.0,255.0,127.0,1.0,0.0,0.0,5.0,1.0,48.0,2.0
1259,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,294.0,40.0,149.0,96.0,52.0,6.0,294.0,2.0,2.0,100.0,0.0,0.0,139.0,663.0,328.0,6.0,2.0,0.0,5.0,3.0,133.0,9.0
1260,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,885.0,97.0,400.0,399.0,88.0,6.0,885.0,10.0,5.0,50.0,5.0,50.0,332.0,1400.0,728.0,6.0,9.0,2.0,10.0,3.0,442.0,14.0
1261,Kenedy,br BRA,CC,Getafe,es La Liga,23,1996,6.5,309.0,5.0,24.0,141.0,156.0,14.0,309.0,31.0,18.0,58.1,13.0,41.9,201.0,1415.0,632.0,20.0,12.0,9.0,18.0,21.0,197.0,59.0
1262,Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,1874.0,85.0,521.0,928.0,441.0,25.0,1874.0,20.0,11.0,55.0,9.0,45.0,853.0,3890.0,2088.0,40.0,32.0,6.0,37.0,20.0,954.0,125.0
1263,Franck Kessié,ci CIV,CC,Milan,it Serie A,22,1996,32.3,2024.0,61.0,372.0,1198.0,476.0,74.0,2022.0,37.0,25.0,67.6,12.0,32.4,1324.0,6539.0,2886.0,52.0,48.0,16.0,51.0,36.0,1466.0,84.0
1264,Saîf-Eddine Khaoui,tn TUN,"CC,DL",Marseille,fr Ligue 1,24,1995,1.2,80.0,2.0,9.0,39.0,32.0,3.0,80.0,4.0,3.0,75.0,1.0,25.0,41.0,134.0,42.0,1.0,0.0,2.0,3.0,4.0,49.0,4.0
1265,Wahbi Khazri,tn TUN,"DL,CC",Saint-Étienne,fr Ligue 1,28,1991,12.8,529.0,2.0,24.0,218.0,299.0,47.0,528.0,30.0,16.0,53.3,14.0,46.7,295.0,1987.0,990.0,39.0,28.0,14.0,45.0,27.0,365.0,98.0
1266,Rani Khedira,de GER,CC,Augsburg,de Bundesliga,25,1994,29.4,1179.0,91.0,396.0,639.0,153.0,15.0,1179.0,8.0,4.0,50.0,4.0,50.0,532.0,2112.0,835.0,8.0,7.0,0.0,15.0,14.0,593.0,27.0
1267,Sami Khedira,de GER,CC,Juventus,it Serie A,32,1987,7.6,411.0,17.0,71.0,201.0,139.0,20.0,411.0,1.0,0.0,0.0,1.0,100.0,238.0,824.0,340.0,6.0,9.0,0.0,10.0,5.0,297.0,42.0
1268,Kiké,es ESP,DL,Eibar,es La Liga,29,1989,19.6,739.0,10.0,34.0,276.0,431.0,99.0,739.0,22.0,8.0,36.4,14.0,63.6,410.0,1819.0,522.0,20.0,18.0,5.0,66.0,35.0,587.0,124.0
1269,Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,874.0,122.0,564.0,299.0,13.0,5.0,874.0,3.0,2.0,66.7,1.0,33.3,516.0,2575.0,1337.0,4.0,2.0,0.0,7.0,1.0,559.0,3.0
1270,Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,120.0,12.0,57.0,63.0,0.0,0.0,120.0,1.0,1.0,100.0,0.0,0.0,61.0,285.0,169.0,0.0,0.0,0.0,1.0,0.0,74.0,0.0
1271,Joshua Kimmich,de GER,"CC,DF",Bayern Munich,de Bundesliga,24,1995,31.3,3146.0,87.0,682.0,1709.0,777.0,34.0,3146.0,30.0,19.0,63.3,11.0,36.7,1922.0,10428.0,4772.0,57.0,54.0,4.0,41.0,19.0,2226.0,106.0
1272,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,1231.0,109.0,484.0,725.0,30.0,8.0,1231.0,15.0,13.0,86.7,2.0,13.3,845.0,4062.0,2308.0,6.0,8.0,1.0,5.0,2.0,943.0,2.0
1273,Joshua King,no NOR,"DL,CC",Bournemouth,eng Premier League,27,1992,22.3,817.0,12.0,88.0,350.0,399.0,84.0,814.0,107.0,52.0,48.6,55.0,51.4,555.0,4169.0,1749.0,60.0,47.0,23.0,77.0,54.0,585.0,151.0
1274,Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,186.0,19.0,99.0,87.0,1.0,1.0,186.0,1.0,0.0,0.0,1.0,100.0,112.0,452.0,156.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0
1275,Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,13.8,830.0,127.0,465.0,356.0,10.0,7.0,830.0,0.0,0.0,,0.0,,463.0,1797.0,910.0,0.0,1.0,0.0,4.0,1.0,553.0,0.0
1276,Davy Klaassen,nl NED,CC,Werder Bremen,de Bundesliga,26,1993,32.6,1612.0,56.0,338.0,906.0,390.0,50.0,1609.0,16.0,11.0,68.8,5.0,31.3,900.0,2991.0,1274.0,27.0,33.0,5.0,48.0,16.0,915.0,92.0
1277,Felix Klaus,de GER,"CC,DL",Wolfsburg,de Bundesliga,26,1992,7.4,341.0,10.0,30.0,152.0,161.0,27.0,341.0,11.0,5.0,45.5,6.0,54.5,198.0,1297.0,662.0,27.0,16.0,9.0,22.0,14.0,230.0,64.0
1278,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,26.2,1461.0,234.0,830.0,606.0,30.0,6.0,1461.0,4.0,4.0,100.0,0.0,0.0,817.0,5165.0,3097.0,16.0,9.0,0.0,8.0,3.0,972.0,2.0
1279,Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,465.0,59.0,279.0,180.0,7.0,4.0,465.0,3.0,2.0,66.7,1.0,33.3,279.0,1324.0,705.0,4.0,1.0,0.0,1.0,1.0,315.0,1.0
1280,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,2092.0,170.0,750.0,1095.0,252.0,28.0,2092.0,23.0,15.0,65.2,8.0,34.8,1121.0,5468.0,3196.0,38.0,22.0,2.0,12.0,11.0,1354.0,78.0
1281,Justin Kluivert,nl NED,DL,Roma,it Serie A,20,1999,16.8,662.0,8.0,58.0,266.0,352.0,53.0,662.0,54.0,32.0,59.3,22.0,40.7,413.0,3112.0,1825.0,56.0,54.0,21.0,35.0,17.0,494.0,104.0
1282,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,1049.0,88.0,371.0,510.0,178.0,8.0,1049.0,28.0,13.0,46.4,15.0,53.6,424.0,2820.0,1458.0,44.0,27.0,1.0,22.0,13.0,471.0,44.0
1283,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,1168.0,113.0,586.0,543.0,52.0,13.0,1168.0,6.0,6.0,100.0,0.0,0.0,629.0,3403.0,2107.0,22.0,13.0,0.0,7.0,3.0,685.0,4.0
1284,Robin Koch,de GER,"DF,CC",Freiburg,de Bundesliga,23,1996,30.1,1811.0,189.0,857.0,855.0,110.0,48.0,1811.0,7.0,7.0,100.0,0.0,0.0,1061.0,5972.0,3394.0,16.0,12.0,1.0,15.0,11.0,1179.0,11.0
1285,Giorgi Kochorashvili,ge GEO,CC,Levante,es La Liga,20,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1286,Jonathan Kodjia,ci CIV,DL,Aston Villa,eng Premier League,29,1989,1.3,43.0,2.0,3.0,17.0,23.0,7.0,43.0,3.0,1.0,33.3,2.0,66.7,18.0,133.0,62.0,4.0,2.0,1.0,4.0,0.0,29.0,10.0
