RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
3129,Sada Thioub,sn SEN,"DL,CC",Angers,fr Ligue 1,25.0,1995.0,27,1256.0,47.0,36.7,14.0,12,71.0,1.0,15,27.0,2,1.0,13.0,22.0,-9.0,-0.64,-0.27,13.1,21.5,-8.5,-0.61,-0.51
3130,Bobby Thomas,eng ENG,DF,Burnley,eng Premier League,,,0,,,,,0,,,0,,2,,,,,,,,,,,
3131,William Thomas Fish,eng ENG,DL,Manchester Utd,eng Premier League,17.0,2003.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,1.0,0,3.0,0.0,0.0,0.0,0.0,-0.76,0.0,0.0,0.0,0.0,-0.49
3132,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,19.0,2001.0,14,969.0,69.0,28.3,10.8,12,75.0,7.0,2,34.0,17,1.43,23.0,18.0,5.0,0.46,-0.01,17.2,14.8,2.4,0.22,-0.05
3133,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,32.0,1988.0,34,3024.0,89.0,88.4,33.6,34,89.0,32.0,0,,1,1.12,32.0,45.0,-13.0,-0.39,0.75,36.7,43.5,-6.8,-0.2,0.66
3134,Adrien Thomasson,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,26.0,1993.0,37,2624.0,71.0,76.7,29.2,31,81.0,12.0,6,19.0,0,1.11,38.0,41.0,-3.0,-0.1,0.58,40.1,37.1,3.0,0.1,0.2
3135,Erik Thommy,de GER,"CC,DF",Stuttgart,de Bundesliga,25.0,1994.0,8,313.0,39.0,10.2,3.5,3,62.0,0.0,5,25.0,6,1.25,6.0,7.0,-1.0,-0.29,-0.35,5.3,5.2,0.1,0.02,0.05
3136,Max Thompson,eng ENG,DL,Burnley,eng Premier League,18.0,2002.0,0,,,,,0,,,0,,2,,,,,,,,,,,
3137,Morten Thorsby,no NOR,CC,Sampdoria,it Serie A,24.0,1996.0,33,2648.0,80.0,77.4,29.4,29,85.0,25.0,4,43.0,1,1.33,39.0,40.0,-1.0,-0.03,0.08,35.8,42.1,-6.3,-0.21,0.3
3138,Khéphren Thuram,fr FRA,CC,Nice,fr Ligue 1,19.0,2001.0,29,1494.0,52.0,43.7,16.6,17,75.0,6.0,12,19.0,6,1.55,25.0,21.0,4.0,0.24,0.57,21.2,24.7,-3.4,-0.21,-0.01
3139,Marcus Thuram,fr FRA,"DL,CC",M'Gladbach,de Bundesliga,22.0,1997.0,29,1731.0,60.0,56.6,19.2,20,75.0,3.0,9,26.0,0,1.31,43.0,29.0,14.0,0.73,1.13,35.8,24.3,11.5,0.6,0.76
3140,Cheikh Tidiane Sabaly,sn SEN,DL,Metz,fr Ligue 1,21.0,1999.0,1,12.0,12.0,0.4,0.1,0,,0.0,1,12.0,1,0.0,0.0,0.0,0.0,0.0,0.11,0.4,0.0,0.4,2.87,3.02
3141,Youri Tielemans,be BEL,CC,Leicester City,eng Premier League,23.0,1997.0,38,3357.0,88.0,98.2,37.3,37,90.0,35.0,1,34.0,0,1.74,68.0,50.0,18.0,0.48,0.48,54.2,45.4,8.8,0.24,-1.19
3142,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,23.0,1997.0,27,2299.0,85.0,67.2,25.5,26,87.0,23.0,1,28.0,0,1.59,35.0,27.0,8.0,0.31,-0.33,33.8,28.2,5.5,0.22,-0.04
3143,Steffen Tigges,de GER,"DL,DF",Dortmund,de Bundesliga,22.0,1998.0,6,56.0,9.0,1.8,0.6,0,,0.0,6,9.0,8,1.5,1.0,3.0,-2.0,-3.21,-4.14,0.7,2.0,-1.3,-2.08,-2.86
3144,Guus Til,nl NED,DL,Freiburg,de Bundesliga,22.0,1997.0,7,125.0,18.0,4.1,1.4,1,55.0,0.0,6,12.0,16,1.0,1.0,1.0,0.0,0.0,0.0,2.3,2.1,0.2,0.15,0.37
3145,Mattia Timmoneri,it ITA,CC,Crotone,it Serie A,17.0,2003.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
3146,David Timor,es ESP,"CC,DF",Getafe,es La Liga,30.0,1989.0,30,1395.0,47.0,40.8,15.5,15,80.0,7.0,15,13.0,5,1.13,10.0,14.0,-4.0,-0.26,0.23,13.0,13.2,-0.2,-0.01,0.24
3147,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,20.0,1999.0,15,1330.0,89.0,38.9,14.8,15,89.0,13.0,0,,0,1.67,24.0,20.0,4.0,0.27,0.57,20.8,20.2,0.6,0.04,0.4
3148,Karl Toko Ekambi,cm CMR,DL,Lyon,fr Ligue 1,27.0,1992.0,35,2811.0,80.0,82.2,31.2,34,81.0,14.0,1,45.0,0,1.97,69.0,37.0,32.0,1.02,0.14,68.6,33.7,34.9,1.12,0.39
3149,Corentin Tolisso,fr FRA,CC,Bayern Munich,de Bundesliga,25.0,1994.0,16,781.0,49.0,25.5,8.7,7,77.0,1.0,9,27.0,1,2.44,28.0,16.0,12.0,1.38,-0.32,21.5,12.2,9.3,1.07,0.02
3150,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,25.0,1994.0,26,1490.0,57.0,43.6,16.6,18,74.0,7.0,8,21.0,8,1.65,26.0,26.0,0.0,0.0,-0.37,24.8,26.4,-1.7,-0.1,-0.32
3151,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,29.0,1990.0,31,2537.0,82.0,74.2,28.2,29,85.0,23.0,2,32.0,1,1.9,63.0,36.0,27.0,0.96,-0.67,54.3,30.4,23.9,0.85,-0.15
3152,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,21.0,1998.0,31,2715.0,88.0,79.4,30.2,31,88.0,27.0,0,,0,1.1,42.0,53.0,-11.0,-0.36,0.02,44.5,49.7,-5.3,-0.17,0.17
3153,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,31.0,1989.0,8,553.0,69.0,16.2,6.1,6,85.0,5.0,2,23.0,4,1.0,6.0,12.0,-6.0,-0.98,-0.38,4.5,7.5,-3.0,-0.49,0.17
3154,Fikayo Tomori,eng ENG,DF,Chelsea,eng Premier League,22.0,1997.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,4,0.0,0.0,2.0,-2.0,-4.0,-4.64,0.9,1.7,-0.9,-1.7,-2.58
3155,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,22.0,1997.0,17,1466.0,86.0,42.9,16.3,16,90.0,16.0,1,26.0,3,2.06,34.0,14.0,20.0,1.23,0.63,29.2,17.1,12.1,0.74,0.2
3156,Sandro Tonali,it ITA,CC,Milan,it Serie A,20.0,2000.0,25,1330.0,53.0,38.9,14.8,17,68.0,4.0,8,23.0,10,2.2,28.0,16.0,12.0,0.81,-0.09,31.9,17.6,14.3,0.96,0.56
3157,Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,30.0,1990.0,23,1782.0,77.0,52.1,19.8,21,82.0,16.0,2,25.0,9,1.57,32.0,27.0,5.0,0.25,0.64,24.3,30.1,-5.7,-0.29,-0.02
3158,Riccardo Tonin,it ITA,CC,Milan,it Serie A,19.0,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
3159,Toño,es ESP,"DF,DL",Levante,es La Liga,30.0,1989.0,12,726.0,61.0,21.2,8.1,9,79.0,3.0,3,6.0,24,1.08,7.0,12.0,-5.0,-0.62,-0.42,5.3,15.8,-10.5,-1.3,-1.22
3160,Ömer Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,31.0,1989.0,26,1940.0,75.0,63.4,21.6,24,79.0,13.0,2,18.0,1,0.88,19.0,37.0,-18.0,-0.84,-0.59,18.4,33.9,-15.5,-0.72,-0.34
3161,Tyron Tormin,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,19.0,2001.0,3,21.0,7.0,0.6,0.2,0,,0.0,3,7.0,1,0.0,0.0,1.0,-1.0,-4.29,-3.99,0.2,0.3,-0.1,-0.42,-0.39
3162,Ernesto Torregrossa,ve VEN,DL,Sampdoria,it Serie A,28.0,1992.0,6,170.0,28.0,5.0,1.9,1,76.0,0.0,5,19.0,5,1.67,2.0,2.0,0.0,0.0,0.06,2.5,1.9,0.6,0.33,0.64
3163,Lucas Torreira,uy URU,CC,Atlético Madrid,es La Liga,24.0,1996.0,19,518.0,27.0,15.1,5.8,3,60.0,1.0,16,21.0,13,2.37,9.0,4.0,5.0,0.87,-0.28,7.5,7.1,0.4,0.06,-0.41
3164,Raúl Torrente,es ESP,DF,Granada,es La Liga,18.0,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
3165,Ferrán Torres,es ESP,"DL,CC",Manchester City,eng Premier League,20.0,2000.0,24,1306.0,54.0,38.2,14.5,15,74.0,5.0,9,22.0,13,2.13,29.0,13.0,16.0,1.1,-0.39,23.2,12.4,10.9,0.75,-0.4
3166,Óliver Torres,es ESP,"CC,DL",Sevilla,es La Liga,25.0,1994.0,33,1400.0,42.0,40.9,15.6,15,69.0,3.0,18,20.0,5,1.97,19.0,15.0,4.0,0.26,-0.46,21.9,14.8,7.0,0.45,-0.11
3167,Pau Torres,es ESP,DF,Villarreal,es La Liga,23.0,1997.0,33,2970.0,90.0,86.8,33.0,33,90.0,33.0,0,,3,1.58,51.0,34.0,17.0,0.52,0.72,45.4,35.1,10.3,0.31,-0.42
3168,Roberto Torres,es ESP,"CC,DL",Osasuna,es La Liga,31.0,1989.0,35,1894.0,54.0,55.4,21.0,19,81.0,9.0,16,22.0,0,1.11,22.0,33.0,-11.0,-0.52,-0.52,22.2,24.6,-2.4,-0.11,0.28
3169,Lucas Torró,es ESP,CC,Osasuna,es La Liga,26.0,1994.0,25,1548.0,62.0,45.3,17.2,17,80.0,11.0,8,23.0,0,1.4,22.0,21.0,1.0,0.06,0.64,18.4,18.0,0.4,0.02,0.48
3170,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,22.0,1997.0,14,969.0,69.0,31.7,10.8,11,82.0,9.0,3,23.0,8,1.43,15.0,15.0,0.0,0.0,0.47,11.5,14.1,-2.6,-0.25,-0.12
3171,Cenk Tosun,tr TUR,DL,Everton,eng Premier League,29.0,1991.0,5,48.0,10.0,1.4,0.5,0,,0.0,5,10.0,6,0.8,1.0,3.0,-2.0,-3.75,-3.78,1.6,2.2,-0.5,-1.03,-0.92
3172,Abdoulaye Touré,fr FRA,CC,Nantes,fr Ligue 1,26.0,1994.0,29,1681.0,58.0,49.2,18.7,20,78.0,11.0,9,14.0,7,0.83,18.0,28.0,-10.0,-0.54,-0.64,22.0,24.8,-2.8,-0.15,-0.06
3173,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,24.0,1996.0,17,704.0,41.0,23.0,7.8,8,74.0,3.0,9,13.0,5,2.24,17.0,12.0,5.0,0.64,0.22,14.7,11.6,3.2,0.4,0.08
3174,Lucas Tousart,fr FRA,CC,Hertha BSC,de Bundesliga,23.0,1997.0,26,2090.0,80.0,68.3,23.2,25,83.0,17.0,1,16.0,5,1.0,25.0,36.0,-11.0,-0.47,-0.47,26.9,30.2,-3.3,-0.14,0.06
3175,Andros Townsend,eng ENG,"CC,DL",Crystal Palace,eng Premier League,29.0,1991.0,34,2258.0,66.0,66.0,25.1,25,84.0,16.0,9,18.0,4,1.18,25.0,37.0,-12.0,-0.48,0.53,21.8,36.0,-14.2,-0.57,0.2
3176,Conor Townsend,eng ENG,DF,West Brom,eng Premier League,27.0,1993.0,25,2234.0,89.0,65.3,24.8,25,89.0,24.0,0,,2,0.8,23.0,36.0,-13.0,-0.52,1.6,26.8,39.4,-12.6,-0.51,0.97
3177,James Trafford,eng ENG,PO,Manchester City,eng Premier League,17.0,2002.0,0,,,,,0,,,0,,1,,,,,,,,,,,
3178,Mattéo Tramoni,fr FRA,"CC,DL",Cagliari,it Serie A,20.0,2000.0,6,74.0,12.0,2.2,0.8,0,,0.0,6,12.0,19,0.83,1.0,4.0,-3.0,-3.65,-3.3,0.8,4.0,-3.2,-3.83,-3.53
3179,Adama Traoré,es ESP,"DL,CC",Wolves,eng Premier League,24.0,1996.0,37,2649.0,72.0,77.5,29.4,28,87.0,25.0,9,25.0,0,1.22,31.0,41.0,-10.0,-0.34,0.36,30.8,39.6,-8.8,-0.3,0.19
3180,Adama Traoré,ml MLI,"DL,CC",Metz,fr Ligue 1,25.0,1995.0,0,,,,,0,,,0,,4,,,,,,,,,,,
3181,Amadou Traore,fr FRA,"DL,CC",Bordeaux,fr Ligue 1,18.0,2002.0,19,304.0,16.0,8.9,3.4,0,,0.0,19,16.0,8,1.26,2.0,7.0,-5.0,-1.48,-1.22,3.5,5.8,-2.3,-0.67,-0.4
3182,Bertrand Traoré,bf BFA,DL,Aston Villa,eng Premier League,24.0,1995.0,36,2317.0,64.0,67.7,25.7,29,74.0,6.0,7,25.0,0,1.36,32.0,31.0,1.0,0.04,-0.61,33.8,33.2,0.6,0.02,-0.04
3183,Bertrand Traoré,bf BFA,"DL,CC",Lyon,fr Ligue 1,24.0,1995.0,0,,,,,0,,,0,,2,,,,,,,,,,,
3184,Boubacar Traoré,ml MLI,CC,Metz,fr Ligue 1,18.0,2001.0,2,54.0,27.0,1.6,0.6,0,,0.0,2,27.0,12,0.0,1.0,3.0,-2.0,-3.33,-3.28,0.3,1.2,-0.9,-1.53,-1.42
3185,Chaka Traorè,ci CIV,"DL,DF",Parma,it Serie A,15.0,2004.0,3,18.0,6.0,0.5,0.2,0,,0.0,3,6.0,5,0.0,0.0,2.0,-2.0,-10.0,-8.89,0.4,0.7,-0.3,-1.6,-1.12
3186,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,28.0,1992.0,22,1700.0,77.0,49.7,18.9,19,83.0,15.0,3,41.0,7,0.77,18.0,25.0,-7.0,-0.37,-0.32,21.1,23.3,-2.2,-0.11,0.01
3187,Cheick Traoré,ml MLI,DF,Lens,fr Ligue 1,25.0,1995.0,2,39.0,20.0,1.1,0.4,0,,0.0,2,20.0,3,1.5,1.0,2.0,-1.0,-2.31,-2.36,1.4,1.1,0.4,0.81,0.57
3188,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,28.0,1992.0,35,3000.0,86.0,87.7,33.3,34,87.0,30.0,1,32.0,0,1.54,48.0,35.0,13.0,0.39,0.6,42.4,34.6,7.8,0.23,-0.17
3189,Ibrahima Traoré,gn GUI,"DL,DF",M'Gladbach,de Bundesliga,32.0,1988.0,7,98.0,14.0,3.2,1.1,1,64.0,0.0,6,6.0,17,0.86,2.0,1.0,1.0,0.92,0.71,2.1,0.8,1.3,1.22,0.98
3190,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,33.0,1986.0,34,2993.0,88.0,87.5,33.3,34,88.0,33.0,0,,1,1.18,34.0,51.0,-17.0,-0.51,-0.3,36.4,46.2,-9.8,-0.29,-0.11
3191,Kevin Trapp,de GER,PO,Eint Frankfurt,de Bundesliga,30.0,1990.0,33,2970.0,90.0,97.1,33.0,33,90.0,33.0,0,,1,1.73,66.0,52.0,14.0,0.42,-1.58,56.4,46.4,10.0,0.3,-1.23
3192,Miguel Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,27.0,1992.0,26,2035.0,78.0,59.5,22.6,22,87.0,19.0,4,31.0,2,1.12,23.0,27.0,-4.0,-0.18,0.34,30.1,29.6,0.5,0.02,0.14
3193,Trézéguet,eg EGY,DL,Aston Villa,eng Premier League,25.0,1994.0,21,1166.0,56.0,34.1,13.0,12,80.0,2.0,9,23.0,2,1.43,24.0,14.0,10.0,0.77,0.81,16.9,17.2,-0.3,-0.02,-0.09
3194,Manu Trigueros,es ESP,CC,Villarreal,es La Liga,28.0,1991.0,35,2527.0,72.0,73.9,28.1,30,80.0,12.0,5,25.0,1,1.54,47.0,31.0,16.0,0.57,0.57,40.7,30.9,9.8,0.35,-0.07
3195,Christopher Trimmel,at AUT,"DF,DL",Union Berlin,de Bundesliga,33.0,1987.0,31,2572.0,83.0,84.1,28.6,30,86.0,22.0,1,1.0,1,1.48,40.0,38.0,2.0,0.07,-0.85,38.9,36.0,2.8,0.1,-0.13
3196,Francisco Trincão,pt POR,"DL,CC",Barcelona,es La Liga,20.0,1999.0,28,706.0,25.0,20.6,7.8,3,67.0,1.0,25,20.0,10,1.89,22.0,7.0,15.0,1.91,0.85,14.9,12.0,2.9,0.37,-0.62
3197,Alessandro Tripaldelli,it ITA,DF,Cagliari,it Serie A,21.0,1999.0,10,300.0,30.0,8.8,3.3,3,65.0,0.0,7,15.0,17,0.4,3.0,10.0,-7.0,-2.1,-1.84,4.7,9.6,-4.9,-1.48,-1.2
3198,Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,29.0,1990.0,28,2475.0,88.0,72.4,27.5,28,88.0,26.0,0,,0,2.25,47.0,13.0,34.0,1.24,0.47,38.2,27.3,10.9,0.4,-0.06
3199,William Troost-Ekong,ng NGA,"DF,CC",Udinese,it Serie A,26.0,1993.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
3200,Leandro Trossard,be BEL,"CC,DL",Brighton,eng Premier League,25.0,1994.0,35,2607.0,74.0,76.2,29.0,30,81.0,13.0,5,36.0,1,1.06,34.0,30.0,4.0,0.14,1.25,40.3,23.3,16.9,0.58,0.73
3201,Nathan Trott,eng ENG,PO,West Ham,eng Premier League,21.0,1998.0,0,,,,,0,,,0,,10,,,,,,,,,,,
3202,Alexis Trouillet,fr FRA,"CC,DL",Nice,fr Ligue 1,19.0,2000.0,5,109.0,22.0,3.2,1.2,1,45.0,0.0,4,16.0,26,1.2,1.0,3.0,-2.0,-1.65,-1.62,2.2,1.2,1.0,0.8,1.03
3203,Adrien Truffert,fr FRA,"DF,CC",Rennes,fr Ligue 1,18.0,2001.0,29,1951.0,67.0,57.0,21.7,23,76.0,9.0,6,33.0,4,1.45,27.0,23.0,4.0,0.18,-0.31,27.9,23.2,4.7,0.22,-0.09
3204,Philipp Tschauner,de GER,PO,RB Leipzig,de Bundesliga,34.0,1985.0,0,,,,,0,,0.0,0,,8,,,,,,,,,,,
3205,Marvin Tshibuabua,fr FRA,DF,Saint-Étienne,fr Ligue 1,18.0,2002.0,1,43.0,43.0,1.3,0.5,0,,0.0,1,43.0,5,0.0,0.0,1.0,-1.0,-2.09,-1.8,0.3,0.2,0.1,0.24,0.28
3206,Kostas Tsimikas,gr GRE,"DF,DL",Liverpool,eng Premier League,24.0,1996.0,2,7.0,4.0,0.2,0.1,0,,0.0,2,4.0,20,1.5,0.0,0.0,0.0,0.0,-0.69,0.0,0.0,0.0,0.0,-0.65
3207,Axel Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,22.0,1997.0,9,404.0,45.0,11.8,4.5,4,88.0,3.0,5,10.0,21,1.67,7.0,8.0,-1.0,-0.22,-1.12,5.5,5.0,0.6,0.12,-0.41
3208,Alessandro Tuia,it ITA,DF,Benevento,it Serie A,30.0,1990.0,27,1765.0,65.0,51.6,19.6,19,78.0,8.0,8,34.0,3,1.04,20.0,34.0,-14.0,-0.71,0.43,22.4,29.1,-6.7,-0.34,0.58
3209,Ľubomír Tupta,sk SVK,DL,Hellas Verona,it Serie A,22.0,1998.0,2,50.0,25.0,1.5,0.6,1,45.0,0.0,1,5.0,0,1.5,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.1,1.6,1.71
3210,Stefano Turati,it ITA,PO,Sassuolo,it Serie A,18.0,2001.0,0,,,0.0,0.0,0,,0.0,0,,17,1.0,2.0,2.0,0.0,,,,,,,
3211,Martin Turk,si SVN,PO,Parma,it Serie A,16.0,2003.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
3212,Cem Türkmen,tr TUR,CC,Leverkusen,de Bundesliga,18.0,2002.0,0,,,,,0,,0.0,0,,5,,,,,,,,,,,
3213,Beñat Turrientes,es ESP,CC,Real Sociedad,es La Liga,18.0,2002.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
3214,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,21.0,1999.0,19,1459.0,77.0,47.7,16.2,16,88.0,14.0,3,17.0,11,1.89,36.0,29.0,7.0,0.43,-0.07,26.2,23.8,2.5,0.15,-0.36
3215,Harry Tyrer,eng ENG,PO,Everton,eng Premier League,18.0,2001.0,0,,,,,0,,,0,,5,,,,,,,,,,,
3216,Destiny Udogie,it ITA,"DF,CC",Hellas Verona,it Serie A,17.0,2002.0,6,170.0,28.0,5.0,1.9,0,,0.0,6,28.0,25,0.33,1.0,4.0,-3.0,-1.59,-1.62,2.4,2.9,-0.5,-0.26,-0.16
3217,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,24.0,1996.0,25,1724.0,69.0,50.4,19.2,19,85.0,16.0,6,17.0,4,1.36,29.0,25.0,4.0,0.21,0.63,23.6,22.7,0.8,0.04,0.36
3218,Naomichi Ueda,jp JPN,DF,Nîmes,fr Ligue 1,25.0,1994.0,9,711.0,79.0,20.8,7.9,8,88.0,7.0,1,11.0,6,1.0,11.0,14.0,-3.0,-0.38,0.55,11.6,11.6,-0.1,-0.01,0.68
3219,Lesley Ugochukwu,fr FRA,CC,Rennes,fr Ligue 1,16.0,2004.0,3,65.0,22.0,1.9,0.7,1,60.0,0.0,2,3.0,3,2.33,1.0,1.0,0.0,0.0,-0.32,1.0,1.5,-0.5,-0.74,-1.01
3220,Hwang Ui-jo,kr KOR,"DL,CC",Bordeaux,fr Ligue 1,27.0,1992.0,36,2503.0,70.0,73.2,27.8,32,75.0,6.0,4,26.0,1,1.17,30.0,40.0,-10.0,-0.36,0.03,34.1,41.1,-7.0,-0.25,0.18
3221,Samir Ujkani,xk KVX,PO,Torino,it Serie A,32.0,1988.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,19,1.0,1.0,1.0,0.0,0.0,0.51,1.2,0.4,0.8,0.77,1.11
3222,Sven Ulreich,de GER,PO,Bayern Munich,de Bundesliga,31.0,1988.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
3223,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,26.0,1993.0,13,645.0,50.0,18.9,7.2,6,83.0,5.0,7,21.0,14,2.77,21.0,4.0,17.0,2.37,1.4,14.8,4.4,10.4,1.44,0.72
3224,Enes Ünal,tr TUR,DL,Getafe,es La Liga,23.0,1997.0,28,1318.0,47.0,38.5,14.6,15,72.0,0.0,13,19.0,2,0.93,11.0,13.0,-2.0,-0.14,0.42,15.3,14.7,0.6,0.04,0.32
3225,Luca Unbehaun,de GER,PO,Dortmund,de Bundesliga,19.0,2001.0,0,,,,,0,,0.0,0,,5,,,,,,,,,,,
3226,Cengiz Ünder,tr TUR,"DL,CC",Leicester City,eng Premier League,23.0,1997.0,9,281.0,31.0,8.2,3.1,1,61.0,0.0,8,28.0,17,0.78,4.0,5.0,-1.0,-0.32,-0.87,4.9,6.7,-1.8,-0.56,-0.89
3227,Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,21.0,1998.0,29,2330.0,80.0,76.1,25.9,27,84.0,23.0,2,37.0,1,1.72,42.0,26.0,16.0,0.62,-0.86,49.5,21.3,28.2,1.09,0.24
3228,Benjamin Uphoff,de GER,PO,Freiburg,de Bundesliga,26.0,1993.0,0,,,,,0,,0.0,0,,34,,,,,,,,,,,
3229,Kacper Urbanski,pl POL,DL,Bologna,it Serie A,15.0,2004.0,1,2.0,2.0,0.1,0.0,0,,0.0,1,2.0,3,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,1.11,1.32
3230,Mark Uth,de GER,"DL,CC",Schalke 04,de Bundesliga,28.0,1991.0,20,1494.0,75.0,48.8,16.6,18,79.0,12.0,2,37.0,0,0.5,14.0,46.0,-32.0,-1.93,-0.26,17.1,39.4,-22.3,-1.34,-0.3
3231,Tomáš Vaclík,cz CZE,PO,Sevilla,es La Liga,31.0,1989.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,21,1.8,7.0,5.0,2.0,0.4,-0.15,7.7,4.6,3.1,0.63,0.13
3232,Álvaro Vadillo,es ESP,"DL,CC",Celta Vigo,es La Liga,25.0,1994.0,0,,,,,0,,0.0,0,,5,,,,,,,,,,,
3233,Eugeni Valderrama,es ESP,"CC,DL",Huesca,es La Liga,26.0,1994.0,3,115.0,38.0,3.4,1.3,1,52.0,0.0,2,32.0,12,0.33,1.0,3.0,-2.0,-1.57,-1.1,0.9,3.5,-2.7,-2.09,-1.91
3234,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,21.0,1999.0,11,499.0,45.0,14.6,5.5,6,69.0,3.0,5,17.0,10,0.09,3.0,16.0,-13.0,-2.34,-1.39,4.6,11.3,-6.7,-1.21,-0.85
3235,Enzo Valentim,fr FRA,DF,Reims,fr Ligue 1,19.0,2000.0,0,,,,,0,,,0,,2,,,,,,,,,,,
3236,Germán Valera,es ESP,DL,Atlético Madrid,es La Liga,18.0,2002.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
3237,Antoine Valerio,fr FRA,CC,Nîmes,fr Ligue 1,20.0,1999.0,1,70.0,70.0,2.0,0.8,1,70.0,0.0,0,,2,0.0,0.0,2.0,-2.0,-2.57,-1.79,0.6,1.2,-0.6,-0.75,-0.2
3238,Borja Valero,es ESP,"CC,DL",Fiorentina,it Serie A,35.0,1985.0,20,491.0,25.0,14.4,5.5,4,62.0,0.0,16,15.0,7,1.2,7.0,8.0,-1.0,-0.18,0.15,6.7,10.7,-4.0,-0.73,-0.34
3239,Yan Valery,tn TUN,"DF,CC",Southampton,eng Premier League,21.0,1999.0,3,103.0,34.0,3.0,1.1,1,90.0,1.0,2,7.0,6,1.0,1.0,4.0,-3.0,-2.62,-2.13,1.0,2.8,-1.9,-1.62,-1.35
3240,Jesús Vallejo,es ESP,DF,Granada,es La Liga,23.0,1997.0,21,1348.0,64.0,39.4,15.0,15,82.0,10.0,6,19.0,4,1.29,16.0,23.0,-7.0,-0.47,0.01,16.3,23.7,-7.4,-0.49,-0.16
3241,Manu Vallejo,es ESP,"DL,CC",Valencia,es La Liga,23.0,1997.0,30,950.0,32.0,27.8,10.6,9,69.0,1.0,21,16.0,8,1.1,18.0,15.0,3.0,0.28,0.5,14.7,15.5,-0.8,-0.07,0.25
3242,Robert Vallribera,es ESP,DF,Alavés,es La Liga,18.0,2002.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
3243,Federico Valverde,uy URU,CC,Real Madrid,es La Liga,22.0,1998.0,24,1330.0,55.0,38.9,14.8,15,77.0,6.0,9,20.0,0,2.25,28.0,14.0,14.0,0.95,-0.13,26.1,14.1,12.0,0.81,0.3
3244,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,29.0,1991.0,5,370.0,74.0,10.8,4.1,5,74.0,4.0,0,,0,2.0,12.0,11.0,1.0,0.24,-0.49,10.0,5.2,4.8,1.18,0.59
3245,Fabio Vanni,fr FRA,PO,Marseille,fr Ligue 1,18.0,2002.0,0,,,,,0,,,0,,2,,,,,,,,,,,
3246,Jonathan Varane,fr FRA,CC,Lens,fr Ligue 1,18.0,2001.0,0,,,,,0,,,0,,1,,,,,,,,,,,
3247,Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,27.0,1993.0,31,2715.0,88.0,79.4,30.2,31,88.0,29.0,0,,2,2.16,50.0,23.0,27.0,0.9,-0.64,51.0,29.0,22.0,0.73,0.49
