RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados
693,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,3,2,1,17,9,1,12,25,11,0.0,1.0,0,96.0,23.0,13.0,63.9
694,Amad Diallo,ci CIV,DL,Manchester Utd,eng Premier League,18,2002,1.8,0,0,0,2,4,0,0,0,3,0.0,0.0,0,13.0,1.0,2.0,33.3
695,Amad Diallo,ci CIV,CC,Atalanta,it Serie A,18,2002,0.2,1,0,0,1,2,0,0,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0
696,Habib Diallo,sn SEN,DL,Strasbourg,fr Ligue 1,25,1995,25.8,2,0,0,24,25,13,17,13,6,0.0,0.0,0,74.0,94.0,101.0,48.2
697,Habib Diallo,sn SEN,"DL,CC",Metz,fr Ligue 1,25,1995,1.6,0,0,0,2,2,2,0,0,1,0.0,0.0,0,4.0,9.0,14.0,39.1
698,Ibrahima Diallo,fr FRA,CC,Southampton,eng Premier League,21,1999,11.3,3,0,0,22,11,0,7,10,16,0.0,1.0,0,71.0,10.0,17.0,37.0
699,Ibrahima Diallo,fr FRA,CC,Brest,fr Ligue 1,21,1999,4.9,1,0,0,8,8,0,3,3,9,0.0,0.0,0,35.0,1.0,3.0,25.0
700,Amadou Diambo,gh GHA,DL,Benevento,it Serie A,19,2001,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
701,Grady Diangana,,"CC,DL",West Brom,eng Premier League,22,1998,13.7,0,0,0,11,35,4,20,16,19,0.0,0.0,0,69.0,22.0,33.0,40.0
702,Stéphane Diarra,fr FRA,"CC,DL",Lorient,fr Ligue 1,21,1998,2.2,1,0,0,4,3,3,14,4,0,0.0,0.0,0,14.0,0.0,3.0,0.0
703,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,31.6,4,0,0,21,20,1,2,35,13,0.0,2.0,1,135.0,61.0,39.0,61.0
704,Krépin Diatta,sn SEN,"CC,DF",Monaco,fr Ligue 1,21,1999,4.3,3,0,0,3,8,3,12,4,3,0.0,0.0,0,16.0,7.0,5.0,58.3
705,Amadou Diawara,gn GUI,CC,Roma,it Serie A,23,1997,7.3,4,1,1,17,4,0,0,12,8,0.0,0.0,0,43.0,3.0,3.0,50.0
706,Brahim Díaz,es ESP,"CC,DL",Milan,it Serie A,20,1999,13.6,2,0,0,14,29,0,16,2,10,1.0,0.0,0,56.0,4.0,27.0,12.9
707,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,1988,9.2,3,0,0,10,1,0,33,16,10,0.0,1.0,0,55.0,17.0,15.0,53.1
708,Daniel Didavi,de GER,"CC,DL",Stuttgart,de Bundesliga,30,1990,10.8,2,0,0,16,13,4,35,3,6,0.0,0.0,0,37.0,11.0,10.0,52.4
709,Bamba Dieng,sn SEN,"DL,DF",Marseille,fr Ligue 1,20,2000,1.4,0,0,0,2,2,3,1,0,3,1.0,0.0,0,3.0,3.0,6.0,33.3
710,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28.0,3,0,0,16,12,0,5,23,14,0.0,2.0,0,139.0,85.0,58.0,59.4
711,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,5.2,1,0,0,5,0,1,0,13,4,0.0,0.0,0,16.0,4.0,9.0,30.8
712,Lucas Digne,fr FRA,"DF,CC",Everton,eng Premier League,27,1993,29.8,2,1,0,33,22,4,215,31,38,0.0,0.0,0,141.0,92.0,42.0,68.7
713,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,1993,16.5,7,1,1,32,15,1,37,17,14,0.0,1.0,0,85.0,13.0,14.0,48.1
714,Javairô Dilrosun,nl NED,"DL,CC",Hertha BSC,de Bundesliga,22,1998,5.9,0,0,0,7,11,1,9,4,3,0.0,0.0,0,28.0,1.0,6.0,14.3
715,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,29.0,6,0,0,32,50,6,262,47,19,0.0,1.0,0,192.0,15.0,27.0,35.7
716,Junior Dina Ebimbe,fr FRA,"DL,CC",Dijon,fr Ligue 1,19,2000,23.8,5,0,0,44,36,2,27,14,25,0.0,0.0,0,134.0,17.0,29.0,37.0
717,Tristan Dingomé,cm CMR,CC,Reims,fr Ligue 1,29,1991,0.2,0,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
718,Eren Dinkçi,de GER,"CC,DL",Werder Bremen,de Bundesliga,18,2001,1.2,0,1,0,1,0,1,0,2,1,0.0,0.0,0,8.0,3.0,2.0,60.0
719,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,12.6,3,0,0,16,13,0,2,33,7,0.0,1.0,0,50.0,49.0,15.0,76.6
720,Lois Diony,fr FRA,DL,Angers,fr Ligue 1,27,1992,19.4,2,0,0,22,35,5,38,5,10,1.0,0.0,0,34.0,46.0,77.0,37.4
721,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,15.3,3,0,0,8,8,1,0,22,14,0.0,0.0,1,58.0,24.0,18.0,57.1
722,Papakouli Diop,sn SEN,CC,Eibar,es La Liga,34,1986,25.8,9,2,1,41,20,2,10,39,29,0.0,0.0,0,183.0,86.0,70.0,55.1
723,Sofiane Diop,fr FRA,"CC,DL",Monaco,fr Ligue 1,20,2000,22.5,4,0,0,33,56,4,39,31,34,0.0,0.0,0,148.0,18.0,32.0,36.0
724,Andy Diouf,fr FRA,DL,Rennes,fr Ligue 1,17,2003,0.1,1,0,0,2,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
725,Yehvann Diouf,fr FRA,PO,Reims,fr Ligue 1,20,1999,1.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0,6.0,0.0,0.0,
726,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
727,Jonas Dirkner,de GER,CC,Hertha BSC,de Bundesliga,18,2002,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
728,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,22.3,4,2,0,28,19,0,4,26,20,0.0,1.0,1,135.0,50.0,32.0,61.0
729,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,2000,9.7,4,1,1,15,9,1,6,9,13,0.0,0.0,0,65.0,10.0,7.0,58.8
730,Djené,tg TOG,DF,Getafe,es La Liga,28,1991,32.7,8,2,1,35,36,1,10,42,39,1.0,2.0,0,236.0,67.0,39.0,63.2
731,Moussa Djenepo,ml MLI,CC,Southampton,eng Premier League,22,1998,13.8,5,0,0,29,39,3,9,10,27,1.0,1.0,0,68.0,11.0,31.0,26.2
732,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,16.9,4,0,0,22,2,1,5,28,28,0.0,0.0,0,85.0,27.0,22.0,55.1
733,Alexander Djiku,gh GHA,"DF,CC",Strasbourg,fr Ligue 1,25,1994,28.4,8,0,0,50,36,2,8,91,41,0.0,2.0,0,152.0,53.0,36.0,59.6
734,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,29.2,8,0,0,31,26,1,9,62,29,0.0,0.0,0,192.0,76.0,31.0,71.0
735,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,28,1992,34.7,0,0,0,0,4,0,0,0,3,0.0,0.0,0,59.0,8.0,0.0,100.0
736,Ritsu Doan,jp JPN,"CC,DL",Arminia,de Bundesliga,22,1998,30.8,1,0,0,30,64,5,138,31,31,1.0,0.0,0,140.0,18.0,47.0,27.7
737,Mihai Dobre,ro ROU,DL,Dijon,fr Ligue 1,21,1998,5.9,0,0,0,5,6,1,4,10,5,0.0,0.0,0,32.0,11.0,10.0,52.4
738,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,13.8,4,1,1,20,12,0,31,23,15,0.0,1.0,0,57.0,49.0,25.0,66.2
739,Jeremy Doku,be BEL,"CC,DL",Rennes,fr Ligue 1,18,2002,25.7,1,1,0,37,69,6,57,11,25,0.0,0.0,0,140.0,9.0,14.0,39.1
740,Kasper Dolberg,dk DEN,DL,Nice,fr Ligue 1,22,1997,21.4,2,0,0,21,49,5,3,6,2,0.0,0.0,0,43.0,21.0,19.0,52.5
741,Keagan Dolly,za RSA,CC,Montpellier,fr Ligue 1,27,1993,5.0,2,0,0,6,3,2,13,5,2,0.0,0.0,0,15.0,1.0,7.0,12.5
742,Jaume Doménech,es ESP,PO,Valencia,es La Liga,29,1990,28.0,1,0,0,0,1,0,0,0,1,0.0,0.0,0,28.0,4.0,0.0,100.0
743,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4.0,2,0,0,7,2,0,0,6,4,0.0,0.0,0,10.0,11.0,12.0,47.8
744,Nicolás Domínguez,ar ARG,CC,Bologna,it Serie A,22,1998,13.9,8,0,0,23,15,1,11,24,28,0.0,1.0,0,113.0,20.0,22.0,47.6
745,John Donald,es ESP,"DF,CC",Elche,es La Liga,19,2000,0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0
746,Ji Dong-won,kr KOR,DL,Mainz 05,de Bundesliga,29,1991,0.7,1,0,0,3,1,0,0,2,1,0.0,0.0,0,4.0,4.0,4.0,50.0
747,Anastasios Donis,gr GRE,CC,Reims,fr Ligue 1,23,1996,1.1,0,1,0,3,0,3,5,0,1,0.0,0.0,0,3.0,2.0,0.0,100.0
748,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,21,1999,37.0,1,0,0,0,2,0,0,1,0,0.0,0.0,0,60.0,8.0,1.0,88.9
749,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,1997,22.2,4,1,1,23,26,0,2,26,15,0.0,1.0,0,118.0,57.0,40.0,58.8
750,Bas Dost,nl NED,DL,Eint Frankfurt,de Bundesliga,31,1989,9.1,3,0,0,16,9,3,0,2,2,0.0,0.0,0,28.0,64.0,31.0,67.4
751,Abdoulaye Doucouré,ml MLI,CC,Everton,eng Premier League,27,1993,27.1,6,0,0,23,12,0,9,39,32,0.0,0.0,0,186.0,38.0,19.0,66.7
752,Cheick Doucouré,ml MLI,CC,Lens,fr Ligue 1,20,2000,29.2,8,0,0,45,15,0,3,52,47,0.0,0.0,0,220.0,25.0,22.0,53.2
753,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,2001,3.7,0,0,0,4,1,0,8,4,8,0.0,0.0,0,18.0,3.0,2.0,60.0
754,Mahamadou Doucouré,ml MLI,"DL,CC",Nîmes,fr Ligue 1,20,2000,0.5,0,0,0,0,1,0,1,0,1,0.0,0.0,0,3.0,0.0,1.0,0.0
755,Cheick Doukouré,ci CIV,"CC,DL",Levante,es La Liga,27,1992,1.1,1,0,0,7,3,1,0,3,4,0.0,0.0,0,7.0,0.0,3.0,0.0
756,Idrissa Doumbia,ci CIV,CC,Huesca,es La Liga,22,1998,8.7,4,0,0,12,5,0,0,7,8,0.0,0.0,0,57.0,6.0,5.0,54.5
757,Moussa Doumbia,ml MLI,"CC,DL",Reims,fr Ligue 1,25,1994,10.0,1,0,0,8,32,2,34,10,6,0.0,0.0,0,78.0,3.0,17.0,15.0
758,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,24.7,8,0,0,33,16,0,64,42,33,1.0,1.0,1,139.0,23.0,21.0,52.3
759,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,1991,12.6,3,0,0,12,7,0,12,13,7,0.0,0.0,0,78.0,24.0,17.0,58.5
760,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,22,1997,35.0,0,1,0,1,6,0,0,1,0,0.0,1.0,0,43.0,6.0,1.0,85.7
761,Denis Drăguș,ro ROU,"DL,CC",Crotone,it Serie A,21,1999,2.0,1,0,0,4,4,2,2,1,1,0.0,0.0,0,10.0,1.0,4.0,20.0
762,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,2002,0.0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
763,Mouhamadou Drammeh,fr FRA,CC,Reims,fr Ligue 1,21,1999,1.9,1,0,0,1,4,0,0,2,0,0.0,0.0,0,7.0,4.0,6.0,40.0
764,Julian Draxler,de GER,"CC,DL",Paris S-G,fr Ligue 1,26,1993,11.8,3,0,0,8,13,4,29,14,6,0.0,0.0,0,46.0,4.0,3.0,57.1
765,Dominick Drexler,de GER,"CC,DL",Köln,de Bundesliga,30,1990,13.7,1,0,0,20,23,5,37,14,26,0.0,0.0,0,83.0,9.0,13.0,40.9
766,Matthieu Dreyer,fr FRA,PO,Lorient,fr Ligue 1,31,1989,15.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,20.0,1.0,0.0,100.0
767,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,26.3,5,1,0,22,20,0,1,29,20,0.0,1.0,0,126.0,46.0,34.0,57.5
768,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,0.2,0,0,0,0,0,0,0,1,1,0.0,0.0,0,1.0,0.0,1.0,0.0
769,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,22.9,2,0,0,34,6,2,1,36,13,0.0,1.0,0,111.0,71.0,47.0,60.2
770,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,28.3,5,1,1,41,39,0,110,66,30,0.0,1.0,0,120.0,45.0,27.0,62.5
771,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,32.3,3,0,0,21,32,2,212,31,26,1.0,1.0,0,184.0,32.0,21.0,60.4
772,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,31,1989,13.0,0,0,0,0,5,0,0,0,0,0.0,0.0,0,18.0,4.0,0.0,100.0
773,Ondrej Duda,sk SVK,"DL,CC",Köln,de Bundesliga,25,1994,28.2,8,1,1,54,55,5,133,19,14,0.0,0.0,0,148.0,33.0,62.0,34.7
774,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,0.7,0,0,0,1,0,0,0,1,2,0.0,0.0,0,4.0,1.0,1.0,50.0
775,Haris Duljević,ba BIH,"CC,DL",Nîmes,fr Ligue 1,26,1993,8.6,1,0,0,9,12,1,18,8,9,0.0,0.0,0,56.0,11.0,23.0,32.4
776,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,13.9,2,0,0,9,4,0,10,16,7,0.0,0.0,0,44.0,39.0,31.0,55.7
777,Alfred Duncan,gh GHA,CC,Fiorentina,it Serie A,27,1993,1.8,0,0,0,2,2,0,1,2,0,0.0,0.0,0,12.0,2.0,4.0,33.3
778,Alfred Duncan,gh GHA,CC,Cagliari,it Serie A,27,1993,11.9,2,0,0,16,12,0,12,16,10,0.0,0.0,0,77.0,8.0,12.0,40.0
779,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,32.6,5,2,0,22,20,2,1,32,15,0.0,0.0,1,223.0,78.0,37.0,67.8
780,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3.0,1,0,0,2,3,0,0,6,3,0.0,0.0,0,23.0,23.0,6.0,79.3
781,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,16.4,1,0,0,9,14,1,48,29,13,0.0,0.0,0,98.0,21.0,19.0,52.5
782,Hugo Duro,es ESP,DL,Real Madrid,es La Liga,20,1999,0.6,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0.0,1.0,5.0,16.7
783,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,23,1997,22.5,4,0,0,21,15,0,10,30,21,0.0,2.0,0,112.0,38.0,50.0,43.2
784,Paulo Dybala,ar ARG,DL,Juventus,it Serie A,26,1993,12.6,0,0,0,10,29,3,65,1,8,0.0,0.0,0,32.0,2.0,9.0,18.2
785,Edin Džeko,ba BIH,DL,Roma,it Serie A,34,1986,20.3,2,0,0,25,37,10,16,1,6,1.0,0.0,0,28.0,82.0,54.0,60.3
786,Steeve-Mike Ebongue,fr FRA,CC,Genoa,it Serie A,19,2001,0.6,0,0,0,0,0,0,0,0,1,0.0,0.0,0,9.0,0.0,0.0,
787,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,2.9,1,0,0,3,4,0,4,2,3,0.0,0.0,0,14.0,2.0,2.0,50.0
788,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38.0,3,0,0,17,26,1,2,57,38,0.0,1.0,0,257.0,125.0,65.0,65.8
789,Simone Edera,it ITA,"DF,CC",Torino,it Serie A,23,1997,0.6,0,0,0,1,1,0,5,1,1,0.0,0.0,0,3.0,0.0,0.0,
790,Ederson,br BRA,PO,Manchester City,eng Premier League,26,1993,36.0,3,0,0,1,4,0,0,0,1,0.0,0.0,0,47.0,6.0,1.0,85.7
791,Kyle Edwards,eng ENG,"CC,DL",West Brom,eng Premier League,22,1998,1.3,0,0,0,1,1,0,1,1,2,0.0,0.0,0,7.0,0.0,0.0,
792,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,29.2,7,1,0,29,10,0,4,41,21,0.0,0.0,0,129.0,80.0,56.0,58.8
793,Johannes Eggestein,de GER,"DL,CC",Werder Bremen,de Bundesliga,22,1998,0.4,0,0,0,1,0,0,1,1,0,0.0,0.0,0,2.0,0.0,0.0,
794,Maximilian Eggestein,de GER,CC,Werder Bremen,de Bundesliga,23,1996,32.7,5,0,0,31,39,1,17,43,42,0.0,0.0,0,169.0,36.0,45.0,44.4
795,Lilian Egloff,de GER,CC,Stuttgart,de Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0
796,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,12.6,5,0,0,19,15,2,38,18,19,0.0,1.0,0,72.0,19.0,15.0,55.9
797,Albin Ekdal,se SWE,CC,Sampdoria,it Serie A,31,1989,25.5,9,0,0,49,57,0,2,49,29,0.0,1.0,0,188.0,34.0,28.0,54.8
798,Hugo Ekitike,fr FRA,"DL,CC",Reims,fr Ligue 1,18,2002,1.0,1,0,0,3,1,0,0,0,1,0.0,0.0,0,1.0,3.0,4.0,42.9
799,Anthony Elanga,se SWE,DL,Manchester Utd,eng Premier League,18,2002,1.7,0,0,0,2,4,1,2,1,2,0.0,0.0,0,9.0,1.0,4.0,20.0
800,Niclas Eliasson,se SWE,"CC,DL",Nîmes,fr Ligue 1,24,1995,20.0,1,0,0,25,42,4,142,23,14,0.0,0.0,0,70.0,19.0,43.0,30.6
801,Elif Elmas,mk MKD,"CC,DL",Napoli,it Serie A,20,1999,8.2,3,0,0,10,8,1,5,2,4,0.0,0.0,0,36.0,2.0,10.0,16.7
802,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,9.3,2,0,0,6,3,0,39,17,13,0.0,0.0,0,63.0,18.0,9.0,66.7
803,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,28,1992,17.2,3,0,0,10,10,0,2,24,6,0.0,0.0,0,92.0,7.0,24.0,22.6
804,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,20.9,5,0,0,22,27,1,5,15,16,0.0,1.0,1,107.0,62.0,34.0,64.6
805,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,28.2,1,0,0,13,14,1,0,65,35,0.0,0.0,0,179.0,75.0,58.0,56.4
806,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,5.2,1,0,0,8,2,0,0,7,2,0.0,0.0,0,18.0,14.0,5.0,73.7
807,Breel Embolo,ch SUI,"DL,CC",M'Gladbach,de Bundesliga,23,1997,16.0,4,0,0,34,54,11,6,8,10,3.0,0.0,0,50.0,36.0,49.0,42.4
808,Emerson,br BRA,DF,Betis,es La Liga,21,1999,33.2,9,1,0,57,73,3,90,61,52,1.0,1.0,1,165.0,58.0,35.0,62.4
809,Renaud Emond,be BEL,"DL,CC",Nantes,fr Ligue 1,28,1991,3.9,1,0,0,5,13,0,2,0,0,1.0,0.0,0,6.0,15.0,26.0,36.6
810,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,2.4,1,0,0,3,1,0,0,6,0,0.0,0.0,0,7.0,2.0,3.0,40.0
811,Youssef En-Nesyri,ma MAR,DL,Sevilla,es La Liga,23,1997,25.7,2,0,0,26,35,25,13,8,11,1.0,0.0,0,43.0,96.0,78.0,55.2
812,Keita Endo,jp JPN,"CC,DL",Union Berlin,de Bundesliga,22,1997,5.1,0,0,0,9,13,2,9,6,3,0.0,0.0,0,26.0,5.0,9.0,35.7
813,Wataru Endo,jp JPN,CC,Stuttgart,de Bundesliga,27,1993,32.8,5,0,0,45,52,0,2,51,44,1.0,0.0,0,249.0,67.0,47.0,58.8
814,Sergi Enrich,es ESP,DL,Eibar,es La Liga,30,1990,15.6,1,0,0,31,19,8,8,6,15,1.0,0.0,0,57.0,87.0,92.0,48.6
815,Christian Eriksen,dk DEN,CC,Inter,it Serie A,28,1992,15.4,1,0,0,13,4,1,103,9,6,0.0,1.0,0,109.0,8.0,6.0,57.1
816,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,20.0,6,0,0,37,12,0,2,41,14,0.0,0.0,0,100.0,44.0,36.0,55.0
817,Patrick Erras,de GER,"DL,CC",Werder Bremen,de Bundesliga,25,1995,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,7.0,4.0,63.6
818,Gonzalo Escalante,ar ARG,CC,Lazio,it Serie A,27,1993,8.1,5,0,0,14,8,0,4,19,13,0.0,0.0,0,67.0,12.0,18.0,40.0
819,Aarón Escandell,es ESP,PO,Granada,es La Liga,24,1995,5.0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,12.0,1.0,0.0,100.0
820,Dani Escriche,es ESP,"DL,CC",Huesca,es La Liga,22,1998,9.5,5,1,0,19,16,6,8,8,7,1.0,0.0,0,54.0,17.0,22.0,43.6
821,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,6.3,3,0,0,8,7,1,21,9,8,0.0,0.0,0,26.0,8.0,7.0,53.3
822,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,28.9,6,0,0,33,21,3,80,41,48,0.0,0.0,0,178.0,36.0,37.0,49.3
823,Vicente Esquerdo,es ESP,CC,Valencia,es La Liga,21,1999,2.6,1,0,0,3,0,0,3,8,4,0.0,0.0,0,22.0,0.0,3.0,0.0
824,Nahuel Estévez,ar ARG,CC,Spezia,it Serie A,24,1995,19.6,7,0,0,33,22,0,91,20,5,0.0,0.0,0,116.0,13.0,18.0,41.9
825,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,13.0,1,0,0,24,20,6,65,35,17,1.0,1.0,0,86.0,10.0,11.0,47.6
826,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1.0,1,0,0,2,1,0,5,1,0,0.0,0.0,0,6.0,2.0,1.0,66.7
827,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,9.8,3,0,0,14,2,0,0,13,4,0.0,0.0,1,47.0,20.0,22.0,47.6
828,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,27.5,7,0,0,18,12,1,0,46,12,0.0,0.0,1,190.0,92.0,36.0,71.9
829,Edu Expósito,es ESP,CC,Eibar,es La Liga,23,1996,27.3,4,0,0,29,27,0,84,22,30,0.0,0.0,0,206.0,33.0,34.0,49.3
830,Valentin Eysseric,fr FRA,"CC,DL",Fiorentina,it Serie A,28,1992,8.1,2,0,0,12,11,0,33,7,8,0.0,0.0,0,40.0,10.0,9.0,52.6
831,Eberechi Eze,eng ENG,CC,Crystal Palace,eng Premier League,22,1998,28.4,3,0,0,18,72,1,86,24,14,0.0,0.0,0,178.0,12.0,29.0,29.3
832,Jokin Ezkieta,es ESP,PO,Athletic Club,es La Liga,23,1996,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
833,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,35,1985,35.0,2,0,0,1,2,0,0,1,0,0.0,1.0,0,28.0,3.0,0.0,100.0
834,Fabinho,br BRA,"DF,CC",Liverpool,eng Premier League,26,1993,28.5,6,0,0,29,27,0,1,44,31,1.0,2.0,0,208.0,54.0,52.0,50.9
835,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,16.7,5,1,1,36,12,1,32,37,37,1.0,2.0,0,75.0,39.0,34.0,53.4
836,Cesc Fàbregas,es ESP,"CC,DL",Monaco,fr Ligue 1,33,1987,9.7,2,0,0,14,12,0,69,13,12,0.0,0.0,0,54.0,7.0,7.0,50.0
837,Bandiougou Fadiga,fr FRA,"DL,CC",Paris S-G,fr Ligue 1,19,2001,0.7,1,0,0,2,2,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,
838,Bandiougou Fadiga,fr FRA,"CC,DL",Brest,fr Ligue 1,19,2001,0.5,0,0,0,0,1,0,1,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0
839,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,32.2,13,2,1,23,15,0,0,68,22,0.0,2.0,0,163.0,57.0,39.0,59.4
840,Nicolò Fagioli,it ITA,CC,Juventus,it Serie A,19,2001,0.2,0,0,0,1,2,0,1,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0
841,Ralf Fährmann,de GER,PO,Schalke 04,de Bundesliga,31,1988,20.8,2,0,0,0,4,0,0,1,1,0.0,0.0,0,28.0,7.0,0.0,100.0
842,Romain Faivre,fr FRA,"CC,DL",Brest,fr Ligue 1,22,1998,32.1,0,0,0,35,72,0,138,30,27,0.0,1.0,1,230.0,15.0,27.0,35.7
843,Fali,es ESP,"DF,CC",Cádiz,es La Liga,26,1993,29.3,11,0,0,20,23,0,19,32,25,0.0,1.0,0,109.0,36.0,37.0,49.3
844,Iago Falque,es ESP,"CC,DL",Benevento,it Serie A,30,1990,4.0,0,0,0,0,3,0,30,0,2,0.0,0.0,0,27.0,1.0,5.0,16.7
845,Andri Fannar Baldursson,is ISL,CC,Bologna,it Serie A,18,2002,2.4,2,0,0,7,3,1,0,3,6,0.0,0.0,0,8.0,3.0,6.0,33.3
846,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27,1993,0.3,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,
847,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,27,1993,4.1,2,0,0,7,1,0,11,6,9,0.0,0.0,0,19.0,5.0,1.0,83.3
848,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,32.1,8,0,0,47,38,9,62,49,33,0.0,0.0,0,227.0,42.0,34.0,55.3
849,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,12.7,5,0,0,28,7,2,60,16,15,0.0,1.0,0,68.0,10.0,15.0,40.0
850,Diego Farias,br BRA,DL,Spezia,it Serie A,30,1990,16.8,5,0,0,18,15,2,21,13,5,0.0,0.0,0,59.0,8.0,4.0,66.7
851,Wuilker Faríñez,ve VEN,PO,Lens,fr Ligue 1,22,1998,1.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
852,Noah Fatar,fr FRA,"DL,CC",Angers,fr Ligue 1,18,2002,0.2,0,0,0,3,0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0
