RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos
504,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,35,1984,15.4,1121.0,1059.0,56.0,40.0,0.0,8.0,3,6.0,0.0,0.0,0.0,0.0,1025.0,6.0,3.0
505,Federico Chiesa,it ITA,DF,Fiorentina,it Serie A,22,1997,2.7,116.0,96.0,20.0,3.0,0.0,4.0,11,17.0,0.0,0.0,0.0,0.0,90.0,0.0,5.0
506,Federico Chiesa,it ITA,"CC,DF",Juventus,it Serie A,22,1997,24.6,798.0,744.0,51.0,4.0,4.0,6.0,70,31.0,16.0,5.0,6.0,0.0,605.0,3.0,26.0
507,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,23,1996,25.4,1839.0,1535.0,297.0,38.0,0.0,5.0,136,227.0,32.0,18.0,12.0,0.0,1431.0,7.0,47.0
508,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,30,1989,20.4,1610.0,1572.0,37.0,32.0,0.0,4.0,4,5.0,0.0,0.0,0.0,0.0,1505.0,1.0,10.0
509,Pedro Chirivella,es ESP,CC,Nantes,fr Ligue 1,23,1997,25.3,1229.0,1196.0,29.0,22.0,3.0,10.0,4,3.0,0.0,0.0,0.0,0.0,1023.0,4.0,20.0
510,Tahith Chong,nl NED,"CC,DL",Werder Bremen,de Bundesliga,20,1999,4.3,132.0,128.0,4.0,0.0,0.0,0.0,10,4.0,0.0,0.0,0.0,0.0,82.0,0.0,12.0
511,Joris Chotard,fr FRA,CC,Montpellier,fr Ligue 1,18,2001,12.9,366.0,349.0,16.0,9.0,1.0,6.0,9,3.0,2.0,1.0,1.0,0.0,267.0,1.0,7.0
512,Hamza Choudhury,eng ENG,CC,Leicester City,eng Premier League,22,1997,3.5,239.0,234.0,4.0,2.0,0.0,3.0,1,2.0,0.0,0.0,0.0,0.0,192.0,1.0,2.0
513,Mounir Chouiar,fr FRA,"DL,CC",Dijon,fr Ligue 1,21,1999,14.3,524.0,467.0,56.0,12.0,2.0,9.0,49,8.0,28.0,13.0,14.0,0.0,393.0,1.0,16.0
514,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,24,1996,15.2,1149.0,1117.0,29.0,24.0,1.0,4.0,0,5.0,0.0,0.0,0.0,0.0,1046.0,3.0,5.0
515,Carney Chukwuemeka,eng ENG,"CC,DL",Aston Villa,eng Premier League,16,2003,0.2,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
516,Samuel Chukwueze,ng NGA,"CC,DL",Villarreal,es La Liga,21,1999,15.2,531.0,514.0,15.0,1.0,3.0,4.0,26,6.0,7.0,1.0,0.0,0.0,395.0,2.0,10.0
517,Darko Churlinov,mk MKD,"DF,CC",Stuttgart,de Bundesliga,20,2000,2.4,102.0,96.0,5.0,1.0,0.0,1.0,6,4.0,0.0,0.0,0.0,0.0,75.0,1.0,2.0
518,Víctor Chust,es ESP,DF,Real Madrid,es La Liga,20,2000,1.1,76.0,73.0,3.0,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
519,Sébastien Cibois,fr FRA,PO,Brest,fr Ligue 1,22,1998,3.0,91.0,60.0,31.0,9.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
520,Cifu,es ESP,DF,Elche,es La Liga,29,1990,5.0,217.0,171.0,44.0,2.0,0.0,1.0,10,42.0,0.0,0.0,0.0,0.0,158.0,2.0,16.0
521,Alberto Cifuentes,es ESP,PO,Cádiz,es La Liga,41,1979,2.0,68.0,33.0,35.0,20.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
522,Luca Cigarini,it ITA,CC,Crotone,it Serie A,34,1986,10.3,757.0,680.0,67.0,48.0,0.0,5.0,24,2.0,17.0,10.0,2.0,0.0,628.0,10.0,9.0
523,Jasper Cillessen,nl NED,PO,Valencia,es La Liga,31,1989,10.0,323.0,193.0,127.0,32.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,194.0,3.0,0.0
524,Antonio Cioffi,it ITA,DL,Napoli,it Serie A,17,2002,0.1,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
525,Tim Civeja,de GER,CC,Augsburg,de Bundesliga,18,2002,0.4,23.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0
526,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,30,1989,21.0,808.0,786.0,21.0,4.0,0.0,0.0,0,17.0,0.0,0.0,0.0,0.0,657.0,1.0,4.0
527,Alexis Claude-Maurice,fr FRA,"CC,DL",Nice,fr Ligue 1,22,1998,21.2,753.0,696.0,56.0,22.0,1.0,1.0,57,4.0,29.0,12.0,17.0,0.0,604.0,1.0,15.0
528,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,27,1992,28.0,1401.0,1053.0,345.0,43.0,0.0,4.0,216,232.0,70.0,31.0,30.0,0.0,988.0,3.0,28.0
529,Carlos Clerc,es ESP,DF,Levante,es La Liga,28,1992,30.9,1725.0,1416.0,301.0,35.0,1.0,10.0,120,262.0,4.0,0.0,0.0,0.0,1304.0,8.0,50.0
530,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,12.7,593.0,466.0,125.0,0.0,0.0,1.0,23,125.0,0.0,0.0,0.0,0.0,448.0,2.0,21.0
531,Conor Coady,eng ENG,DF,Wolves,eng Premier League,27,1993,36.7,1865.0,1799.0,62.0,56.0,0.0,14.0,0,4.0,0.0,0.0,0.0,0.0,1638.0,4.0,7.0
532,Marcus Coco,fr FRA,"CC,DL",Nantes,fr Ligue 1,24,1996,16.4,619.0,592.0,21.0,2.0,1.0,1.0,48,11.0,8.0,3.0,3.0,0.0,421.0,6.0,33.0
533,Coke,es ESP,DF,Levante,es La Liga,33,1987,9.3,457.0,395.0,62.0,8.0,0.0,3.0,13,54.0,0.0,0.0,0.0,0.0,363.0,0.0,15.0
534,Séamus Coleman,ie IRL,"DF,CC",Everton,eng Premier League,31,1988,17.9,765.0,678.0,85.0,2.0,0.0,7.0,35,83.0,0.0,0.0,0.0,0.0,620.0,2.0,18.0
535,Ebrima Colley,gm GAM,"CC,DL",Hellas Verona,it Serie A,20,2000,8.2,255.0,249.0,5.0,0.0,1.0,1.0,12,1.0,0.0,0.0,0.0,0.0,183.0,1.0,10.0
536,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,27,1992,28.8,1360.0,1308.0,49.0,48.0,0.0,15.0,5,1.0,0.0,0.0,0.0,0.0,1098.0,3.0,6.0
537,Simone Colombi,it ITA,PO,Parma,it Serie A,29,1991,2.0,52.0,34.0,18.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
538,Lorenzo Colombo,it ITA,DL,Milan,it Serie A,18,2002,1.0,13.0,13.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
539,Racine Coly,sn SEN,CC,Nice,fr Ligue 1,24,1995,0.2,21.0,16.0,5.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0
540,Kingsley Coman,fr FRA,"DL,CC",Bayern Munich,de Bundesliga,24,1996,19.5,844.0,832.0,11.0,0.0,3.0,7.0,93,10.0,0.0,0.0,0.0,0.0,662.0,1.0,28.0
541,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,1521.0,1461.0,59.0,52.0,0.0,12.0,2,7.0,0.0,0.0,0.0,0.0,1314.0,1.0,13.0
542,Aaron Connolly,ie IRL,DL,Brighton,eng Premier League,20,2000,8.8,94.0,89.0,5.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0
543,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,33,1987,37.0,1358.0,1023.0,331.0,91.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1102.0,4.0,0.0
544,Andrea Conti,it ITA,DF,Milan,it Serie A,26,1994,0.3,24.0,21.0,3.0,1.0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
545,Andrea Conti,it ITA,DF,Parma,it Serie A,26,1994,9.0,461.0,371.0,90.0,13.0,0.0,1.0,24,76.0,1.0,0.0,1.0,0.0,373.0,0.0,12.0
546,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,1991,24.3,1662.0,1604.0,49.0,46.0,0.0,21.0,0,3.0,0.0,0.0,0.0,0.0,1415.0,9.0,6.0
547,Francis Coquelin,fr FRA,CC,Villarreal,es La Liga,29,1991,8.2,506.0,497.0,7.0,5.0,0.0,3.0,1,2.0,0.0,0.0,0.0,0.0,447.0,2.0,8.0
548,Theo Corbeanu,ca CAN,DL,Wolves,eng Premier League,18,2002,0.1,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
549,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,1990,23.0,986.0,662.0,322.0,53.0,0.0,5.0,136,225.0,44.0,16.0,28.0,0.0,648.0,2.0,36.0
550,Alex Cordaz,it ITA,PO,Crotone,it Serie A,37,1983,36.0,1441.0,1021.0,419.0,113.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1045.0,1.0,2.0
551,Iñigo Córdoba,es ESP,"DL,CC",Athletic Club,es La Liga,23,1997,1.1,33.0,32.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0
552,Iñigo Córdoba,es ESP,CC,Alavés,es La Liga,23,1997,2.4,80.0,75.0,4.0,1.0,0.0,0.0,12,0.0,3.0,0.0,2.0,0.0,46.0,1.0,4.0
553,Jhon Córdoba,co COL,DL,Hertha BSC,de Bundesliga,27,1993,17.1,304.0,276.0,26.0,0.0,1.0,2.0,14,1.0,0.0,0.0,0.0,0.0,226.0,2.0,14.0
554,Sergio Córdova,ve VEN,"DL,CC",Arminia,de Bundesliga,22,1997,12.1,251.0,243.0,6.0,0.0,2.0,1.0,10,2.0,0.0,0.0,0.0,0.0,161.0,2.0,14.0
555,Jack Cork,eng ENG,CC,Burnley,eng Premier League,31,1989,15.0,511.0,505.0,4.0,0.0,0.0,3.0,5,4.0,0.0,0.0,0.0,0.0,424.0,2.0,11.0
556,Andreas Cornelius,dk DEN,DL,Parma,it Serie A,27,1993,21.1,591.0,545.0,42.0,0.0,2.0,4.0,6,2.0,0.0,0.0,0.0,0.0,397.0,4.0,18.0
557,Maxwel Cornet,ci CIV,"DF,DL",Lyon,fr Ligue 1,23,1996,27.2,1715.0,1441.0,273.0,25.0,0.0,4.0,82,239.0,9.0,0.0,3.0,0.0,1331.0,1.0,28.0
558,Ángel Correa,ar ARG,"DL,CC",Atlético Madrid,es La Liga,25,1995,26.6,898.0,859.0,31.0,4.0,5.0,3.0,35,0.0,9.0,1.0,4.0,0.0,690.0,8.0,19.0
559,Joaquín Correa,ar ARG,DL,Lazio,it Serie A,25,1994,21.5,718.0,669.0,41.0,2.0,3.0,8.0,19,7.0,15.0,5.0,8.0,0.0,579.0,8.0,24.0
560,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,636.0,492.0,143.0,12.0,0.0,3.0,47,131.0,0.0,0.0,0.0,0.0,436.0,1.0,11.0
561,Félix Correia,pt POR,CC,Juventus,it Serie A,19,2001,0.1,8.0,7.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
562,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,1217.0,977.0,235.0,21.0,2.0,8.0,62,214.0,0.0,0.0,0.0,0.0,892.0,5.0,32.0
563,Danny da Costa,de GER,"DF,DL",Mainz 05,de Bundesliga,27,1993,13.4,531.0,393.0,138.0,7.0,0.0,2.0,49,131.0,0.0,0.0,0.0,0.0,312.0,0.0,16.0
564,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27,1993,1.2,49.0,45.0,4.0,0.0,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0
565,David Pereira da Costa,pt POR,"CC,DL",Lens,fr Ligue 1,19,2001,1.8,46.0,44.0,2.0,0.0,0.0,1.0,5,0.0,2.0,0.0,2.0,0.0,36.0,0.0,1.0
566,Diego Costa,es ESP,DL,Atlético Madrid,es La Liga,31,1988,2.3,74.0,74.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,57.0,0.0,2.0
567,Douglas Costa,br BRA,"CC,DL",Juventus,it Serie A,29,1990,0.5,25.0,21.0,4.0,0.0,0.0,0.0,4,0.0,4.0,1.0,3.0,0.0,19.0,0.0,0.0
568,Douglas Costa,br BRA,"DL,CC",Bayern Munich,de Bundesliga,29,1990,3.6,185.0,160.0,23.0,3.0,0.0,3.0,28,0.0,20.0,8.0,5.0,0.0,127.0,2.0,11.0
569,Hélder Costa,ao ANG,"CC,DL",Leeds United,eng Premier League,26,1994,12.8,331.0,324.0,7.0,0.0,1.0,0.0,21,7.0,0.0,0.0,0.0,0.0,242.0,0.0,17.0
570,Jaume Costa,es ESP,"DF,CC",Villarreal,es La Liga,32,1988,3.9,244.0,193.0,51.0,5.0,1.0,2.0,7,45.0,1.0,0.0,0.0,0.0,202.0,0.0,4.0
571,Angelo da Costa Júnior,br BRA,PO,Bologna,it Serie A,36,1983,6.0,283.0,224.0,59.0,16.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0
572,Charles Costes,fr FRA,CC,Dijon,fr Ligue 1,17,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,Benoît Costil,fr FRA,PO,Bordeaux,fr Ligue 1,33,1987,38.0,1328.0,895.0,431.0,139.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,937.0,2.0,0.0
574,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,1746.0,1384.0,356.0,27.0,0.0,1.0,132,329.0,0.0,0.0,0.0,0.0,1196.0,6.0,73.0
575,Kalifa Coulibaly,ml MLI,DL,Nantes,fr Ligue 1,28,1991,10.9,269.0,261.0,7.0,0.0,0.0,1.0,2,1.0,0.0,0.0,0.0,0.0,155.0,1.0,6.0
576,Lassana Coulibaly,ml MLI,CC,Angers,fr Ligue 1,24,1996,18.7,671.0,660.0,11.0,8.0,1.0,5.0,12,3.0,0.0,0.0,0.0,0.0,547.0,0.0,22.0
577,Mamadou Coulibaly,sn SEN,CC,Udinese,it Serie A,21,1999,2.0,80.0,80.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,59.0,0.0,3.0
578,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,1025.0,988.0,33.0,31.0,0.0,11.0,0,2.0,0.0,0.0,0.0,0.0,815.0,4.0,12.0
579,Tanguy Coulibaly,fr FRA,"DF,DL",Stuttgart,de Bundesliga,19,2001,16.7,471.0,428.0,43.0,5.0,0.0,3.0,25,28.0,0.0,0.0,0.0,0.0,340.0,0.0,21.0
580,Thibaut Courtois,be BEL,PO,Real Madrid,es La Liga,28,1992,38.0,1323.0,1026.0,295.0,59.0,0.0,5.0,0,1.0,0.0,0.0,0.0,0.0,1087.0,2.0,1.0
581,Philippe Coutinho,br BRA,"CC,DL",Barcelona,es La Liga,28,1992,7.3,519.0,486.0,30.0,4.0,0.0,1.0,24,7.0,19.0,12.0,1.0,0.0,444.0,3.0,3.0
582,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,603.0,520.0,81.0,5.0,0.0,1.0,14,76.0,0.0,0.0,0.0,0.0,475.0,2.0,14.0
583,Alessio Cragno,it ITA,PO,Cagliari,it Serie A,26,1994,34.0,964.0,597.0,365.0,91.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,671.0,2.0,2.0
584,Gian Crespi,it ITA,PO,Crotone,it Serie A,19,2001,1.0,40.0,27.0,13.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
585,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,2141.0,1671.0,447.0,101.0,2.0,20.0,207,259.0,87.0,27.0,56.0,0.0,1586.0,23.0,44.0
586,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,1086.0,995.0,82.0,48.0,0.0,5.0,27,33.0,1.0,0.0,1.0,0.0,872.0,9.0,9.0
587,Bryan Cristante,it ITA,"DF,CC",Roma,it Serie A,25,1995,23.9,1481.0,1420.0,52.0,48.0,5.0,13.0,12,3.0,1.0,0.0,0.0,1.0,1224.0,9.0,18.0
588,Giovanni Crociata,it ITA,DF,Crotone,it Serie A,22,1997,0.3,15.0,14.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
589,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,872.0,645.0,225.0,4.0,0.0,1.0,40,221.0,0.0,0.0,0.0,0.0,592.0,2.0,25.0
590,Juan Cuadrado,co COL,"DF,CC",Juventus,it Serie A,32,1988,24.2,1788.0,1529.0,247.0,52.0,1.0,32.0,162,132.0,63.0,21.0,34.0,0.0,1466.0,12.0,23.0
591,Andrés Cubas,py PAR,CC,Nîmes,fr Ligue 1,24,1996,24.9,1018.0,972.0,43.0,36.0,1.0,14.0,12,1.0,5.0,2.0,2.0,1.0,845.0,3.0,14.0
592,Sergio Cubero Ezcurra,es ESP,CC,Eibar,es La Liga,20,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,Cucho,co COL,"DL,CC",Getafe,es La Liga,21,1999,16.3,515.0,502.0,11.0,2.0,1.0,4.0,41,6.0,2.0,0.0,1.0,0.0,337.0,2.0,25.0
594,Marc Cucurella,es ESP,CC,Getafe,es La Liga,22,1998,36.0,1351.0,1209.0,136.0,18.0,0.0,4.0,138,107.0,11.0,3.0,0.0,0.0,923.0,6.0,53.0
595,Mickaël Cuisance,fr FRA,CC,Marseille,fr Ligue 1,20,1999,11.4,500.0,488.0,11.0,5.0,1.0,4.0,9,3.0,2.0,1.0,1.0,0.0,415.0,1.0,10.0
596,Mickaël Cuisance,fr FRA,DL,Bayern Munich,de Bundesliga,20,1999,0.2,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
597,Matheus Cunha,br BRA,"DL,CC",Hertha BSC,de Bundesliga,21,1999,23.9,758.0,603.0,149.0,48.0,3.0,13.0,110,19.0,70.0,29.0,26.0,1.0,492.0,6.0,28.0
598,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,516.0,483.0,32.0,18.0,0.0,5.0,0,14.0,0.0,0.0,0.0,0.0,412.0,1.0,11.0
599,Patrick Cutrone,it ITA,DL,Wolves,eng Premier League,22,1998,0.3,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,Patrick Cutrone,it ITA,DL,Fiorentina,it Serie A,22,1998,2.2,53.0,50.0,3.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0
601,Patrick Cutrone,it ITA,DL,Valencia,es La Liga,22,1998,1.2,23.0,21.0,2.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
602,Wylan Cyprien,fr FRA,CC,Parma,it Serie A,25,1995,4.6,299.0,272.0,26.0,11.0,0.0,4.0,19,0.0,15.0,3.0,11.0,0.0,248.0,1.0,2.0
603,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,1348.0,1282.0,64.0,46.0,0.0,4.0,4,13.0,0.0,0.0,0.0,0.0,1103.0,2.0,11.0
604,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,574.0,460.0,112.0,5.0,0.0,1.0,27,107.0,0.0,0.0,0.0,0.0,416.0,2.0,16.0
605,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,476.0,436.0,38.0,19.0,0.0,2.0,8,19.0,0.0,0.0,0.0,0.0,431.0,2.0,6.0
606,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,2037.0,1991.0,45.0,44.0,0.0,24.0,9,1.0,0.0,0.0,0.0,0.0,1784.0,1.0,10.0
607,Moanes Dabbur,il ISR,"DL,CC",Hoffenheim,de Bundesliga,28,1992,11.1,324.0,309.0,15.0,1.0,1.0,0.0,8,5.0,1.0,1.0,0.0,0.0,231.0,0.0,14.0
608,Bryan Dabo,bf BFA,CC,Benevento,it Serie A,28,1992,12.4,570.0,553.0,15.0,11.0,0.0,0.0,14,4.0,0.0,0.0,0.0,0.0,437.0,2.0,10.0
609,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,944.0,833.0,111.0,11.0,0.0,0.0,39,100.0,0.0,0.0,0.0,0.0,832.0,0.0,19.0
610,Finn Dahmen,de GER,PO,Mainz 05,de Bundesliga,22,1998,3.0,86.0,54.0,32.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
611,Mahmoud Dahoud,de GER,CC,Dortmund,de Bundesliga,24,1996,14.0,926.0,911.0,12.0,11.0,5.0,9.0,7,0.0,0.0,0.0,0.0,0.0,792.0,3.0,13.0
612,Leon Dajaku,de GER,DL,Union Berlin,de Bundesliga,19,2001,0.4,16.0,15.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0
613,Stuart Dallas,nir NIR,"CC,DF",Leeds United,eng Premier League,29,1991,37.9,2235.0,2005.0,223.0,22.0,3.0,17.0,82,185.0,16.0,14.0,0.0,0.0,1830.0,7.0,39.0
614,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,620.0,511.0,107.0,7.0,1.0,6.0,34,97.0,3.0,0.0,1.0,0.0,467.0,2.0,13.0
615,Mikkel Damsgaard,dk DEN,"CC,DL",Sampdoria,it Serie A,20,2000,19.7,750.0,704.0,43.0,5.0,0.0,4.0,61,13.0,23.0,15.0,5.0,0.0,512.0,3.0,27.0
616,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,1117.0,1058.0,59.0,16.0,0.0,14.0,2,43.0,0.0,0.0,0.0,0.0,981.0,0.0,9.0
617,Danilo,br BRA,"DF,CC",Juventus,it Serie A,29,1991,32.4,2479.0,2272.0,201.0,52.0,2.0,16.0,39,149.0,0.0,0.0,0.0,0.0,2184.0,6.0,32.0
618,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,644.0,608.0,35.0,32.0,0.0,1.0,0,3.0,0.0,0.0,0.0,0.0,521.0,1.0,2.0
619,Tiago Dantas,pt POR,CC,Bayern Munich,de Bundesliga,19,2000,0.8,34.0,31.0,3.0,0.0,1.0,0.0,3,0.0,2.0,2.0,0.0,0.0,26.0,0.0,3.0
620,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,696.0,683.0,12.0,11.0,0.0,7.0,0,1.0,0.0,0.0,0.0,0.0,628.0,1.0,1.0
621,Andrea Danzi,it ITA,DF,Hellas Verona,it Serie A,21,1999,1.2,5.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
622,Ebrima Darboe,gm GAM,CC,Roma,it Serie A,19,2001,3.6,264.0,260.0,4.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,3.0
623,Márton Dárdai,de GER,"DF,CC",Hertha BSC,de Bundesliga,18,2002,9.1,515.0,475.0,39.0,24.0,0.0,10.0,24,1.0,14.0,9.0,5.0,0.0,407.0,1.0,4.0
624,Vladimír Darida,cz CZE,CC,Hertha BSC,de Bundesliga,29,1990,21.1,1029.0,933.0,90.0,38.0,5.0,13.0,79,23.0,24.0,8.0,11.0,0.0,735.0,6.0,36.0
625,Karl Darlow,eng ENG,PO,Newcastle Utd,eng Premier League,29,1990,25.0,728.0,395.0,325.0,109.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,376.0,8.0,0.0
626,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,104.0,81.0,22.0,3.0,0.0,0.0,2,19.0,0.0,0.0,0.0,0.0,77.0,1.0,6.0
627,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,1989,12.9,515.0,408.0,102.0,7.0,0.0,1.0,30,95.0,0.0,0.0,0.0,0.0,418.0,5.0,13.0
628,Jonathan David,ca CAN,DL,Lille,fr Ligue 1,20,2000,26.2,577.0,558.0,18.0,0.0,1.0,0.0,8,8.0,0.0,0.0,0.0,0.0,444.0,1.0,15.0
629,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,1492.0,1295.0,196.0,33.0,0.0,5.0,36,163.0,0.0,0.0,0.0,0.0,1322.0,1.0,24.0
630,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,15.0,817.0,665.0,150.0,12.0,0.0,2.0,33,137.0,1.0,1.0,0.0,0.0,627.0,2.0,21.0
631,Tom Davies,eng ENG,CC,Everton,eng Premier League,22,1998,15.8,706.0,696.0,9.0,5.0,1.0,1.0,5,3.0,0.0,0.0,0.0,0.0,572.0,1.0,24.0
632,Keinan Davis,eng ENG,"DL,CC",Aston Villa,eng Premier League,22,1998,3.1,77.0,76.0,1.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,55.0,0.0,5.0
633,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,19.0,19.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
634,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,901.0,852.0,45.0,31.0,1.0,4.0,9,14.0,0.0,0.0,0.0,0.0,741.0,4.0,9.0
635,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,767.0,741.0,25.0,22.0,0.0,8.0,0,2.0,0.0,0.0,0.0,0.0,611.0,1.0,6.0
636,Kevin De Bruyne,be BEL,CC,Manchester City,eng Premier League,29,1991,22.2,1429.0,1278.0,139.0,42.0,13.0,12.0,146,6.0,87.0,28.0,33.0,3.0,1078.0,12.0,39.0
637,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,368.0,351.0,16.0,15.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,310.0,1.0,2.0
638,Rodrigo De Paul,ar ARG,CC,Udinese,it Serie A,26,1994,35.6,2134.0,1813.0,300.0,176.0,12.0,38.0,262,13.0,111.0,31.0,65.0,0.0,1549.0,21.0,38.0
639,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,0.3,12.0,12.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
640,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,980.0,854.0,125.0,14.0,0.0,9.0,33,109.0,2.0,0.0,1.0,0.0,811.0,1.0,17.0
