RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados
15,Tyler Adams,us USA,CC,RB Leipzig,de Bundesliga,22,1999,15.0,5,0,0,19,15,0,2,16,7,0.0,0.0,0,85.0,20.0,10.0,66.7
16,Sargis Adamyan,am ARM,"DL,CC",Hoffenheim,de Bundesliga,28,1993,3.7,0,0,0,5,8,4,5,1,6,0.0,0.0,0,24.0,3.0,14.0,17.6
17,Martin Adeline,fr FRA,"CC,DL",Reims,fr Ligue 1,17,2003,3.9,1,0,0,16,2,0,11,11,11,0.0,0.0,0,35.0,3.0,5.0,37.5
18,Amine Adli,ma MAR,"DL,CC",Leverkusen,de Bundesliga,21,2000,14.0,3,0,0,27,28,8,21,11,14,0.0,0.0,0,62.0,12.0,29.0,29.3
19,Yacine Adli,fr FRA,"CC,DL",Bordeaux,fr Ligue 1,21,2000,25.1,5,0,0,21,27,4,114,37,27,0.0,0.0,0,150.0,12.0,19.0,38.7
20,Michel Aebischer,ch SUI,CC,Bologna,it Serie A,24,1997,4.9,1,0,0,13,4,0,7,6,5,0.0,0.0,0,27.0,5.0,4.0,55.6
21,Felix Afena-Gyan,gh GHA,"DL,CC",Roma,it Serie A,18,2003,7.4,5,1,1,15,24,4,8,3,3,0.0,0.0,0,31.0,11.0,15.0,42.3
22,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,25,1996,18.0,4,0,0,24,22,1,45,25,22,0.0,1.0,0,79.0,31.0,27.0,53.4
23,Julen Agirrezabala,es ESP,PO,Athletic Club,es La Liga,20,2000,4.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6.0,0.0,0.0,
24,Lucien Agoume,fr FRA,CC,Brest,fr Ligue 1,19,2002,20.8,6,0,0,31,14,0,5,52,31,0.0,1.0,0,148.0,26.0,29.0,47.3
25,Kevin Agudelo,co COL,"CC,DL",Spezia,it Serie A,22,1998,13.7,2,1,0,36,24,0,22,8,26,0.0,0.0,0,67.0,15.0,14.0,51.7
26,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,25,1996,30.4,3,1,0,20,16,1,1,24,18,1.0,2.0,0,154.0,95.0,51.0,65.1
27,Sergio Agüero,ar ARG,DL,Barcelona,es La Liga,33,1988,1.7,0,0,0,1,2,1,3,0,1,0.0,0.0,0,3.0,3.0,2.0,60.0
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,1993,23.8,4,0,0,32,29,1,64,44,53,0.0,0.0,1,157.0,33.0,40.0,45.2
29,Álvaro Aguirre,es ESP,DL,Rayo Vallecano,es La Liga,21,2000,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
30,Naouirou Ahamada,fr FRA,"CC,DF",Stuttgart,de Bundesliga,19,2002,0.7,0,0,0,2,1,0,0,0,0,0.0,0.0,0,4.0,1.0,3.0,25.0
31,Anel Ahmedhodžić,ba BIH,DF,Bordeaux,fr Ligue 1,22,1999,15.0,6,0,0,21,10,0,6,22,26,0.0,0.0,0,108.0,18.0,13.0,58.1
32,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,27,1994,11.2,2,0,0,21,20,0,6,19,9,0.0,0.0,0,77.0,14.0,5.0,73.7
33,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,25,1995,29.3,1,0,0,10,18,1,3,38,26,0.0,0.0,1,164.0,62.0,47.0,56.9
34,Ola Aina,ng NGA,DF,Torino,it Serie A,24,1996,16.0,4,0,0,18,28,1,34,28,19,0.0,0.0,0,101.0,17.0,25.0,40.5
35,Rayan Aït Nouri,dz ALG,"DF,CC",Wolves,eng Premier League,20,2001,20.3,4,0,0,14,20,3,96,22,36,1.0,0.0,0,128.0,17.0,13.0,56.7
36,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,23,1998,22.2,5,0,0,12,16,0,17,26,18,0.0,0.0,0,109.0,49.0,31.0,61.3
37,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,27,1994,30.4,5,1,0,40,36,14,17,8,25,2.0,0.0,1,86.0,127.0,102.0,55.5
38,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,25.1,3,0,0,19,24,1,3,35,23,0.0,0.0,1,164.0,51.0,35.0,59.3
39,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,20.5,4,0,0,23,25,2,45,51,31,0.0,1.0,0,112.0,37.0,32.0,53.6
40,Marley Aké,fr FRA,"DL,CC",Juventus,it Serie A,20,2001,0.9,1,0,0,6,2,0,1,1,0,0.0,0.0,0,3.0,1.0,0.0,100.0
41,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,1995,10.3,0,0,0,9,2,0,1,8,9,0.0,0.0,0,43.0,37.0,12.0,75.5
42,Ilias Akhomach,es ESP,DL,Barcelona,es La Liga,17,2004,1.4,0,0,0,3,4,0,6,0,0,0.0,0.0,0,11.0,1.0,2.0,33.3
43,Maghnes Akliouche,fr FRA,"CC,DL",Monaco,fr Ligue 1,19,2002,0.6,1,0,0,4,1,1,1,0,0,0.0,0.0,0,2.0,1.0,2.0,33.3
44,Paul Akouokou,ci CIV,CC,Betis,es La Liga,23,1997,5.7,2,1,0,13,2,0,1,11,9,0.0,0.0,0,42.0,6.0,2.0,75.0
45,Jean-Daniel Akpa-Akpro,ci CIV,CC,Lazio,it Serie A,28,1992,3.5,1,0,0,13,8,0,0,2,10,0.0,1.0,0,13.0,4.0,4.0,50.0
46,Kevin Akpoguma,ng NGA,"DF,DL",Hoffenheim,de Bundesliga,26,1995,17.0,5,0,0,25,23,4,31,20,19,0.0,1.0,0,100.0,17.0,20.0,45.9
47,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,2,0,0,16,6,2,40,22,13,0.0,0.0,0,141.0,14.0,22.0,38.9
48,Sofiane Alakouch,ma MAR,"DF,CC",Metz,fr Ligue 1,23,1998,1.8,1,0,0,5,7,0,2,1,4,0.0,0.0,0,6.0,0.0,1.0,0.0
49,Tomás Alarcón,cl CHI,CC,Cádiz,es La Liga,22,1999,15.8,5,0,0,19,9,1,64,30,20,0.0,2.0,0,107.0,15.0,19.0,44.1
50,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,28,1992,7.3,2,0,0,8,8,7,1,1,5,1.0,0.0,0,13.0,19.0,23.0,45.2
51,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,29.4,11,0,0,26,19,11,121,33,34,0.0,0.0,0,214.0,13.0,23.0,36.1
52,Josué Albert,fr FRA,DF,Clermont Foot,fr Ligue 1,29,1992,0.2,0,0,0,1,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,
53,Luis Alberto,es ESP,CC,Lazio,it Serie A,28,1992,26.1,5,0,0,13,26,1,143,13,17,0.0,0.0,0,136.0,6.0,12.0,33.3
54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,8,0,0,18,12,2,3,21,15,0.0,0.0,0,137.0,41.0,27.0,60.3
55,Marc Albrighton,eng ENG,"DL,DF",Leicester City,eng Premier League,31,1989,12.6,3,0,0,6,13,2,78,14,19,0.0,0.0,0,65.0,4.0,13.0,23.5
56,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,27,1993,8.7,1,0,0,5,7,8,1,6,3,0.0,0.0,0,28.0,10.0,25.0,28.6
57,Thiago Alcántara,es ESP,CC,Liverpool,eng Premier League,30,1991,17.0,2,0,0,19,13,0,4,26,29,0.0,0.0,0,126.0,31.0,12.0,72.1
58,Rubén Alcaraz,es ESP,CC,Cádiz,es La Liga,30,1991,12.3,7,0,0,30,35,1,23,13,20,0.0,1.0,0,86.0,22.0,23.0,48.9
59,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,26.7,15,0,0,42,7,0,4,35,34,0.0,2.0,0,158.0,69.0,39.0,63.9
60,Iván Alejo,es ESP,"CC,DL",Cádiz,es La Liga,26,1995,11.8,7,0,0,37,33,5,97,8,15,0.0,1.0,0,74.0,11.0,12.0,47.8
61,Doğan Alemdar,tr TUR,PO,Rennes,fr Ligue 1,18,2002,12.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,18.0,1.0,0.0,100.0
62,Carles Aleñá,es ESP,CC,Getafe,es La Liga,23,1998,25.8,6,1,0,50,37,1,44,15,19,0.0,0.0,0,129.0,13.0,25.0,34.2
63,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,31.7,2,0,0,12,7,11,273,43,23,0.0,0.0,0,235.0,15.0,13.0,53.6
64,Mohamed Ali Cho,fr FRA,DL,Angers,fr Ligue 1,17,2004,20.4,6,2,2,32,44,10,23,8,5,0.0,0.0,0,61.0,15.0,59.0,20.3
65,Alisson,br BRA,PO,Liverpool,eng Premier League,28,1992,36.0,0,0,0,0,2,0,0,0,1,0.0,0.0,1,80.0,15.0,1.0,93.8
66,Allan,br BRA,CC,Everton,eng Premier League,30,1991,24.3,7,1,0,30,22,0,10,23,44,1.0,0.0,0,191.0,11.0,15.0,42.3
67,Jim Allevinah,ga GAB,DL,Clermont Foot,fr Ligue 1,26,1995,16.5,1,0,0,16,34,2,34,6,13,0.0,1.0,0,65.0,16.0,23.0,41.0
68,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,25,1996,7.3,1,0,0,12,11,2,5,6,8,1.0,0.0,0,40.0,7.0,11.0,38.9
69,Dele Alli,eng ENG,"CC,DL",Everton,eng Premier League,25,1996,3.8,3,0,0,9,7,2,1,6,2,0.0,0.0,0,24.0,9.0,8.0,52.9
70,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,27,1994,19.1,2,0,0,17,25,9,20,20,29,0.0,0.0,0,96.0,5.0,14.0,26.3
71,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,24.1,8,0,0,25,28,3,149,43,29,0.0,1.0,0,139.0,40.0,28.0,58.8
72,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,16.3,5,0,0,35,10,1,27,30,28,0.0,1.0,0,126.0,46.0,34.0,57.5
73,Hugo Álvarez,es ESP,DL,Celta Vigo,es La Liga,18,2003,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
74,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,20.7,6,0,0,23,13,1,3,45,14,0.0,0.0,0,141.0,56.0,41.0,57.7
75,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,1983,12.2,2,1,0,27,6,0,75,11,19,0.0,1.0,0,98.0,9.0,8.0,52.9
76,Steven Alzate,co COL,CC,Brighton,eng Premier League,22,1998,4.5,0,0,0,6,4,0,0,10,4,0.0,0.0,0,39.0,4.0,8.0,33.3
77,Ibrahim Amadou,fr FRA,"DF,CC",Metz,fr Ligue 1,28,1993,9.0,4,0,0,11,4,0,0,14,8,0.0,0.0,0,48.0,7.0,8.0,46.7
78,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,2001,0.9,0,0,0,1,1,0,4,0,0,0.0,0.0,0,4.0,2.0,2.0,50.0
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,1994,23.6,4,0,0,14,8,1,0,21,13,0.0,0.0,0,145.0,33.0,37.0,47.1
80,Amath,sn SEN,"DL,CC",Mallorca,es La Liga,25,1996,9.8,5,0,0,19,18,6,7,7,11,0.0,0.0,0,34.0,5.0,20.0,20.0
81,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,1994,4.6,1,0,0,2,4,0,6,15,10,0.0,0.0,0,29.0,10.0,9.0,52.6
82,Jordan Amavi,fr FRA,"DF,DL",Marseille,fr Ligue 1,27,1994,1.4,0,0,0,3,1,0,2,1,5,0.0,0.0,0,3.0,3.0,5.0,37.5
83,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,0.8,0,0,0,1,2,0,0,3,2,0.0,0.0,0,4.0,3.0,1.0,75.0
84,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,1998,29.4,9,2,1,36,14,1,24,32,42,0.0,0.0,0,105.0,41.0,29.0,58.6
85,Nadiem Amiri,de GER,"CC,DL",Genoa,it Serie A,24,1996,7.6,0,0,0,7,19,1,20,0,4,0.0,0.0,0,40.0,3.0,7.0,30.0
86,Nadiem Amiri,de GER,"CC,DL",Leverkusen,de Bundesliga,24,1996,4.1,0,0,0,2,11,0,8,5,4,0.0,0.0,0,30.0,1.0,3.0,25.0
87,Ethan Ampadu,wls WAL,"CC,DF",Venezia,it Serie A,20,2000,25.4,13,2,1,46,27,0,20,51,43,0.0,0.0,0,157.0,66.0,33.0,66.7
88,Sofyan Amrabat,ma MAR,CC,Fiorentina,it Serie A,24,1996,10.5,6,0,0,25,14,0,6,5,13,0.0,0.0,0,67.0,6.0,13.0,31.6
89,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,1996,32.4,4,0,0,19,8,1,8,37,23,0.0,0.0,1,152.0,56.0,48.0,53.8
90,Felipe Anderson,br BRA,DL,Lazio,it Serie A,28,1993,32.1,2,0,0,43,37,7,86,20,45,0.0,0.0,0,150.0,11.0,20.0,35.5
91,Sebastian Andersson,se SWE,DL,Köln,de Bundesliga,30,1991,14.0,3,0,0,23,18,5,9,3,7,0.0,0.0,0,32.0,53.0,60.0,46.9
92,Florin Andone,ro ROU,DL,Cádiz,es La Liga,28,1993,2.0,1,0,0,3,2,3,0,0,1,0.0,0.0,0,6.0,7.0,11.0,38.9
93,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,1998,11.6,4,0,0,14,2,1,21,19,16,0.0,1.0,0,80.0,28.0,27.0,50.9
94,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,30,1990,30.6,12,1,1,67,57,2,19,50,69,0.0,2.0,0,296.0,97.0,81.0,54.5
95,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,1998,3.9,1,0,0,3,3,0,5,6,10,0.0,0.0,0,29.0,1.0,5.0,16.7
96,Marcos André,br BRA,"DL,CC",Valencia,es La Liga,24,1996,10.8,3,0,0,23,22,4,3,7,11,1.0,0.0,0,34.0,41.0,51.0,44.6
97,Robert Andrich,de GER,CC,Leverkusen,de Bundesliga,26,1994,20.2,5,1,0,40,15,2,6,31,17,0.0,0.0,0,126.0,30.0,24.0,55.6
98,José Ángel,es ESP,DF,Osasuna,es La Liga,31,1989,12.0,2,1,0,10,5,0,46,10,13,0.0,0.0,0,78.0,10.0,6.0,62.5
99,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,1997,25.5,3,0,0,15,35,4,187,29,21,0.0,0.0,0,155.0,11.0,21.0,34.4
100,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,0.3,0,0,0,0,0,0,1,1,1,0.0,0.0,0,2.0,0.0,0.0,
101,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,34,1986,7.7,2,0,0,13,4,2,57,6,9,0.0,0.0,0,36.0,3.0,3.0,50.0
102,Janis Antiste,fr FRA,DL,Spezia,it Serie A,18,2002,8.8,0,0,0,15,6,5,12,4,11,0.0,0.0,0,36.0,16.0,19.0,45.7
103,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,28.8,6,1,0,29,16,1,11,32,26,0.0,0.0,0,208.0,62.0,52.0,54.4
104,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,0.6,0,0,0,0,0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,
105,Michail Antonio,jm JAM,DL,West Ham,eng Premier League,31,1990,33.0,8,1,1,50,52,13,63,3,17,0.0,0.0,0,90.0,79.0,112.0,41.4
106,Christopher Antwi-Adjei,gh GHA,"DL,CC",Bochum,de Bundesliga,27,1994,12.6,2,0,0,15,29,11,29,1,18,1.0,0.0,0,52.0,11.0,40.0,21.6
107,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,23,1998,27.8,1,0,0,27,39,3,21,20,30,0.0,0.0,0,155.0,6.0,21.0,22.2
108,Adil Aouchiche,fr FRA,"CC,DL",Saint-Étienne,fr Ligue 1,19,2002,12.0,2,0,0,10,13,2,68,17,6,0.0,0.0,0,77.0,10.0,17.0,37.0
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,1992,23.3,4,0,0,39,4,2,38,27,34,0.0,1.0,1,97.0,30.0,39.0,43.5
110,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,25,1995,29.6,13,0,0,51,48,0,116,32,37,0.0,1.0,0,182.0,27.0,26.0,50.9
111,Mattia Aramu,it ITA,"CC,DL",Venezia,it Serie A,26,1995,23.3,6,0,0,29,81,7,144,8,15,1.0,1.0,0,91.0,11.0,27.0,28.9
112,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,32,1989,17.5,2,0,0,26,13,0,9,33,25,0.0,0.0,0,129.0,7.0,16.0,30.4
113,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,29.1,4,0,0,19,10,0,3,27,14,0.0,0.0,1,160.0,63.0,48.0,56.8
114,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,25.2,6,0,0,25,12,1,7,23,23,0.0,0.0,0,135.0,60.0,24.0,71.4
115,Cameron Archer,eng ENG,"DL,CC",Aston Villa,eng Premier League,20,2001,0.3,0,0,0,3,0,0,0,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0
116,Alphonse Areola,fr FRA,PO,West Ham,eng Premier League,28,1993,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
117,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,1,0,0,3,4,0,2,0,3,0.0,0.0,0,6.0,3.0,6.0,33.3
118,Matias Arezo,uy URU,"DL,CC",Granada,es La Liga,18,2002,1.8,1,0,0,3,1,0,4,1,3,0.0,0.0,0,3.0,7.0,5.0,58.3
119,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,4.9,1,0,0,6,5,2,15,5,5,0.0,0.0,0,23.0,9.0,14.0,39.1
120,Adam Armstrong,eng ENG,DL,Southampton,eng Premier League,24,1997,15.7,1,0,0,13,6,2,18,3,4,1.0,0.0,0,36.0,13.0,23.0,36.1
121,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,29,1992,16.4,1,0,0,11,20,1,35,8,19,1.0,0.0,0,94.0,3.0,11.0,21.4
122,Marko Arnautović,at AUT,DL,Bologna,it Serie A,32,1989,29.9,6,0,0,45,21,14,12,7,9,0.0,0.0,0,77.0,25.0,41.0,37.9
123,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,27,1994,33.3,4,0,0,47,57,1,182,37,20,0.0,1.0,0,243.0,33.0,28.0,54.1
124,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,26,1994,4.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0
125,Tolgay Arslan,de GER,CC,Udinese,it Serie A,30,1990,18.4,9,0,0,28,36,0,33,13,20,1.0,0.0,0,140.0,6.0,8.0,42.9
126,Arthur,br BRA,DL,Fiorentina,it Serie A,23,1998,8.3,1,0,0,16,10,1,2,1,5,0.0,0.0,0,15.0,12.0,26.0,31.6
127,Santiago Arzamendia,py PAR,CC,Cádiz,es La Liga,23,1998,5.2,2,0,0,6,4,1,18,4,6,0.0,0.0,0,36.0,12.0,19.0,38.7
128,Takuma Asano,jp JPN,"DL,CC",Bochum,de Bundesliga,26,1994,17.9,1,0,0,17,27,18,34,7,6,0.0,0.0,0,86.0,15.0,42.0,26.3
129,Santiago Ascacíbar,ar ARG,CC,Hertha BSC,de Bundesliga,24,1997,26.4,5,0,0,35,31,2,2,41,54,0.0,0.0,0,192.0,33.0,39.0,45.8
130,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,32,1989,6.0,1,0,0,0,0,0,0,1,0,0.0,0.0,0,17.0,2.0,0.0,100.0
131,Alejandro Asensio,es ESP,DL,Rayo Vallecano,es La Liga,20,2000,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0
132,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,25,1996,19.2,2,0,0,8,20,2,71,12,8,0.0,0.0,0,83.0,0.0,9.0,0.0
133,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,2001,0.1,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,
134,Kristoffer Askildsen,no NOR,CC,Sampdoria,it Serie A,20,2001,8.4,5,0,0,17,14,0,2,15,6,0.0,0.0,1,43.0,21.0,10.0,67.7
135,Fisnik Asllani,xk KVX,"CC,DL",Hoffenheim,de Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
136,Kristjan Asllani,al ALB,CC,Empoli,it Serie A,19,2002,15.0,2,0,0,13,23,0,29,19,9,0.0,0.0,0,122.0,4.0,6.0,40.0
137,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,33,1987,34.3,9,0,0,22,50,20,108,11,7,0.0,1.0,0,113.0,22.0,32.0,40.7
138,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,6.8,0,0,0,10,12,2,21,11,10,0.0,0.0,0,40.0,11.0,6.0,64.7
139,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,2001,8.7,1,0,0,13,9,2,16,8,6,0.0,0.0,1,50.0,4.0,5.0,44.4
140,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,12.7,4,0,0,17,23,3,54,32,19,1.0,1.0,0,72.0,26.0,12.0,68.4
141,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,32,1989,11.5,3,0,0,15,8,10,11,0,5,0.0,0.0,0,22.0,25.0,28.0,47.2
142,Pierre-Emerick Aubameyang,ga GAB,DL,Barcelona,es La Liga,32,1989,12.0,0,0,0,7,7,7,5,2,2,0.0,0.0,0,17.0,7.0,13.0,35.0
143,Emil Audero,it ITA,PO,Sampdoria,it Serie A,24,1997,28.4,2,0,0,0,6,0,0,2,1,0.0,0.0,0,31.0,7.0,0.0,100.0
144,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,26.6,0,0,0,12,21,1,74,29,20,0.0,0.0,0,172.0,33.0,19.0,63.5
145,Jean-Kévin Augustin,fr FRA,"DL,CC",Nantes,fr Ligue 1,24,1997,0.9,1,0,0,1,1,0,0,0,0,0.0,0.0,0,3.0,2.0,1.0,66.7
146,Ludwig Augustinsson,se SWE,"DF,DL",Sevilla,es La Liga,27,1994,8.8,3,0,0,13,10,0,47,5,14,0.0,0.0,0,41.0,15.0,7.0,68.2
147,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,4,0,0,15,6,1,27,11,9,0.0,1.0,0,52.0,21.0,16.0,56.8
148,Ezequiel Ávila,ar ARG,"DL,CC",Osasuna,es La Liga,27,1994,20.8,9,1,1,31,40,13,79,13,7,0.0,1.0,0,77.0,50.0,70.0,41.7
149,Taiwo Awoniyi,ng NGA,DL,Union Berlin,de Bundesliga,23,1997,24.2,1,0,0,25,23,21,10,2,7,1.0,0.0,1,82.0,54.0,101.0,34.8
150,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,1,0,0,1,0,0,1,0,1,0.0,0.0,0,8.0,0.0,1.0,0.0
151,Jordan Ayew,gh GHA,DL,Crystal Palace,eng Premier League,29,1991,22.4,2,0,0,38,66,2,74,15,30,1.0,0.0,0,132.0,32.0,58.0,35.6
152,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,15.0,2,1,0,13,5,1,2,13,12,0.0,1.0,0,68.0,24.0,34.0,41.4
153,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,25.2,4,1,0,22,19,2,31,28,42,0.0,1.0,0,187.0,34.0,50.0,40.5
154,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,2,0,0,12,3,0,1,1,5,0.0,0.0,0,21.0,7.0,5.0,58.3
155,Sardar Azmoun,ir IRN,"DL,CC",Leverkusen,de Bundesliga,26,1995,4.0,0,0,0,8,4,0,2,0,1,0.0,0.0,0,9.0,7.0,10.0,41.2
156,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,1989,23.0,3,0,0,25,5,2,47,23,28,0.0,1.0,0,110.0,46.0,29.0,61.3
157,Iddrisu Baba,gh GHA,CC,Mallorca,es La Liga,25,1996,21.5,9,0,0,42,38,0,5,24,30,0.0,0.0,0,187.0,41.0,34.0,54.7
158,Carlos Bacca,co COL,DL,Granada,es La Liga,34,1986,5.7,3,0,0,3,8,5,4,1,4,1.0,0.0,0,12.0,8.0,16.0,33.3
