RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos
46,Kevin Akpoguma,ng NGA,"DF,DL",Hoffenheim,de Bundesliga,26,1995,17.0,917.0,742.0,172.0,13.0,0.0,7.0,31,159.0,0.0,0.0,0.0,0.0,691.0,3.0,24.0
47,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,1968.0,1888.0,74.0,34.0,4.0,2.0,40,34.0,3.0,3.0,0.0,0.0,1788.0,6.0,9.0
48,Sofiane Alakouch,ma MAR,"DF,CC",Metz,fr Ligue 1,23,1998,1.8,103.0,90.0,13.0,1.0,0.0,1.0,2,12.0,0.0,0.0,0.0,0.0,83.0,0.0,7.0
49,Tomás Alarcón,cl CHI,CC,Cádiz,es La Liga,22,1999,15.8,572.0,503.0,65.0,29.0,2.0,15.0,64,3.0,33.0,14.0,14.0,0.0,398.0,4.0,18.0
50,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,28,1992,7.3,171.0,159.0,12.0,0.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,115.0,0.0,9.0
51,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,29.4,2795.0,2416.0,365.0,96.0,13.0,12.0,121,268.0,1.0,0.0,0.0,0.0,2334.0,14.0,38.0
52,Josué Albert,fr FRA,DF,Clermont Foot,fr Ligue 1,29,1992,0.2,6.0,5.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
53,Luis Alberto,es ESP,CC,Lazio,it Serie A,28,1992,26.1,1970.0,1751.0,211.0,82.0,18.0,9.0,143,12.0,104.0,47.0,40.0,0.0,1626.0,8.0,29.0
54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,1560.0,1502.0,57.0,55.0,0.0,12.0,3,1.0,0.0,0.0,0.0,0.0,1339.0,1.0,12.0
55,Marc Albrighton,eng ENG,"DL,DF",Leicester City,eng Premier League,31,1989,12.6,558.0,452.0,101.0,15.0,2.0,3.0,78,48.0,37.0,27.0,6.0,0.0,347.0,5.0,27.0
56,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,27,1993,8.7,175.0,151.0,22.0,0.0,2.0,2.0,1,2.0,0.0,0.0,0.0,0.0,123.0,2.0,5.0
57,Thiago Alcántara,es ESP,CC,Liverpool,eng Premier League,30,1991,17.0,1508.0,1488.0,18.0,10.0,4.0,17.0,4,4.0,1.0,0.0,1.0,0.0,1340.0,2.0,13.0
58,Rubén Alcaraz,es ESP,CC,Cádiz,es La Liga,30,1991,12.3,667.0,623.0,43.0,34.0,3.0,16.0,23,2.0,7.0,1.0,3.0,0.0,556.0,1.0,13.0
59,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,26.7,961.0,899.0,57.0,52.0,0.0,41.0,4,2.0,0.0,0.0,0.0,0.0,580.0,5.0,6.0
60,Iván Alejo,es ESP,"CC,DL",Cádiz,es La Liga,26,1995,11.8,329.0,319.0,9.0,3.0,0.0,2.0,97,6.0,0.0,0.0,0.0,0.0,193.0,1.0,18.0
61,Doğan Alemdar,tr TUR,PO,Rennes,fr Ligue 1,18,2002,12.0,391.0,293.0,98.0,28.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0
62,Carles Aleñá,es ESP,CC,Getafe,es La Liga,23,1998,25.8,869.0,827.0,39.0,24.0,2.0,10.0,44,2.0,11.0,5.0,5.0,0.0,683.0,3.0,25.0
63,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,31.7,2757.0,2204.0,548.0,93.0,17.0,69.0,273,324.0,131.0,29.0,89.0,0.0,2039.0,5.0,34.0
64,Mohamed Ali Cho,fr FRA,DL,Angers,fr Ligue 1,17,2004,20.4,314.0,304.0,9.0,2.0,1.0,0.0,23,3.0,0.0,0.0,0.0,0.0,220.0,1.0,12.0
65,Alisson,br BRA,PO,Liverpool,eng Premier League,28,1992,36.0,1388.0,1154.0,234.0,62.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,1214.0,0.0,0.0
66,Allan,br BRA,CC,Everton,eng Premier League,30,1991,24.3,982.0,912.0,66.0,19.0,1.0,2.0,10,10.0,0.0,0.0,0.0,0.0,778.0,4.0,26.0
67,Jim Allevinah,ga GAB,DL,Clermont Foot,fr Ligue 1,26,1995,16.5,545.0,524.0,16.0,3.0,1.0,5.0,34,4.0,9.0,5.0,1.0,0.0,416.0,5.0,18.0
68,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,25,1996,7.3,228.0,210.0,17.0,4.0,1.0,1.0,5,4.0,0.0,0.0,0.0,0.0,177.0,1.0,6.0
69,Dele Alli,eng ENG,"CC,DL",Everton,eng Premier League,25,1996,3.8,157.0,140.0,14.0,3.0,3.0,1.0,1,5.0,1.0,0.0,0.0,0.0,114.0,3.0,4.0
70,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,27,1994,19.1,511.0,500.0,8.0,3.0,0.0,2.0,20,3.0,0.0,0.0,0.0,0.0,402.0,3.0,19.0
71,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,24.1,1486.0,1190.0,293.0,27.0,2.0,8.0,149,199.0,67.0,38.0,23.0,0.0,1142.0,3.0,39.0
72,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,16.3,799.0,712.0,83.0,12.0,0.0,3.0,27,71.0,0.0,0.0,0.0,0.0,531.0,4.0,11.0
73,Hugo Álvarez,es ESP,DL,Celta Vigo,es La Liga,18,2003,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,20.7,1019.0,966.0,51.0,50.0,0.0,10.0,3,1.0,0.0,0.0,0.0,0.0,832.0,2.0,9.0
75,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,1983,12.2,1089.0,925.0,159.0,32.0,6.0,14.0,75,93.0,34.0,12.0,16.0,0.0,915.0,5.0,11.0
76,Steven Alzate,co COL,CC,Brighton,eng Premier League,22,1998,4.5,233.0,230.0,3.0,2.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,204.0,0.0,4.0
77,Ibrahim Amadou,fr FRA,"DF,CC",Metz,fr Ligue 1,28,1993,9.0,439.0,430.0,9.0,9.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,2.0
78,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,2001,0.9,39.0,31.0,8.0,0.0,0.0,0.0,4,8.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,1994,23.6,1546.0,1516.0,28.0,19.0,0.0,2.0,0,9.0,0.0,0.0,0.0,0.0,1399.0,2.0,16.0
80,Amath,sn SEN,"DL,CC",Mallorca,es La Liga,25,1996,9.8,202.0,196.0,5.0,0.0,2.0,0.0,7,3.0,1.0,0.0,0.0,0.0,159.0,1.0,9.0
81,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,1994,4.6,319.0,272.0,46.0,4.0,0.0,2.0,6,42.0,0.0,0.0,0.0,0.0,269.0,1.0,5.0
82,Jordan Amavi,fr FRA,"DF,DL",Marseille,fr Ligue 1,27,1994,1.4,86.0,69.0,17.0,2.0,0.0,2.0,2,15.0,0.0,0.0,0.0,0.0,74.0,0.0,1.0
83,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,0.8,29.0,25.0,4.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
84,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,1998,29.4,1133.0,862.0,267.0,18.0,1.0,1.0,24,249.0,0.0,0.0,0.0,0.0,887.0,4.0,35.0
85,Nadiem Amiri,de GER,"CC,DL",Genoa,it Serie A,24,1996,7.6,299.0,255.0,41.0,13.0,2.0,0.0,20,2.0,12.0,2.0,7.0,0.0,222.0,3.0,3.0
86,Nadiem Amiri,de GER,"CC,DL",Leverkusen,de Bundesliga,24,1996,4.1,222.0,209.0,12.0,2.0,0.0,2.0,8,3.0,6.0,1.0,5.0,0.0,183.0,1.0,5.0
87,Ethan Ampadu,wls WAL,"CC,DF",Venezia,it Serie A,20,2000,25.4,1165.0,1037.0,123.0,41.0,4.0,10.0,20,80.0,0.0,0.0,0.0,0.0,867.0,5.0,26.0
88,Sofyan Amrabat,ma MAR,CC,Fiorentina,it Serie A,24,1996,10.5,716.0,685.0,31.0,31.0,1.0,9.0,6,0.0,0.0,0.0,0.0,0.0,645.0,0.0,8.0
89,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,1996,32.4,2351.0,2252.0,95.0,86.0,3.0,32.0,8,5.0,0.0,0.0,0.0,0.0,1911.0,4.0,11.0
90,Felipe Anderson,br BRA,DL,Lazio,it Serie A,28,1993,32.1,1436.0,1342.0,90.0,6.0,5.0,6.0,86,32.0,13.0,8.0,3.0,0.0,1118.0,4.0,36.0
91,Sebastian Andersson,se SWE,DL,Köln,de Bundesliga,30,1991,14.0,234.0,227.0,7.0,0.0,0.0,1.0,9,1.0,0.0,0.0,0.0,0.0,147.0,0.0,10.0
92,Florin Andone,ro ROU,DL,Cádiz,es La Liga,28,1993,2.0,38.0,32.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0
93,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,1998,11.6,535.0,441.0,93.0,5.0,1.0,1.0,21,88.0,0.0,0.0,0.0,0.0,350.0,1.0,18.0
94,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,30,1990,30.6,1766.0,1705.0,55.0,44.0,4.0,19.0,19,11.0,0.0,0.0,0.0,0.0,1404.0,6.0,33.0
95,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,1998,3.9,166.0,131.0,35.0,3.0,1.0,0.0,5,32.0,0.0,0.0,0.0,0.0,133.0,0.0,5.0
96,Marcos André,br BRA,"DL,CC",Valencia,es La Liga,24,1996,10.8,184.0,173.0,8.0,0.0,2.0,2.0,3,2.0,0.0,0.0,0.0,0.0,122.0,3.0,2.0
97,Robert Andrich,de GER,CC,Leverkusen,de Bundesliga,26,1994,20.2,1011.0,987.0,18.0,16.0,8.0,1.0,6,2.0,0.0,0.0,0.0,0.0,811.0,6.0,9.0
98,José Ángel,es ESP,DF,Osasuna,es La Liga,31,1989,12.0,785.0,629.0,154.0,23.0,0.0,32.0,46,131.0,0.0,0.0,0.0,0.0,590.0,2.0,9.0
99,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,1997,25.5,1516.0,1201.0,304.0,47.0,0.0,6.0,187,205.0,52.0,26.0,9.0,0.0,1082.0,11.0,20.0
100,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,0.3,11.0,8.0,3.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
101,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,34,1986,7.7,407.0,318.0,86.0,8.0,2.0,4.0,57,68.0,10.0,4.0,2.0,0.0,285.0,3.0,4.0
102,Janis Antiste,fr FRA,DL,Spezia,it Serie A,18,2002,8.8,215.0,195.0,19.0,0.0,1.0,0.0,12,6.0,0.0,0.0,0.0,0.0,136.0,1.0,6.0
103,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,28.8,1826.0,1744.0,80.0,45.0,1.0,20.0,11,32.0,0.0,0.0,0.0,0.0,1541.0,2.0,14.0
104,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,0.6,28.0,26.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
105,Michail Antonio,jm JAM,DL,West Ham,eng Premier League,31,1990,33.0,702.0,675.0,20.0,2.0,4.0,9.0,63,16.0,0.0,0.0,0.0,0.0,438.0,7.0,39.0
106,Christopher Antwi-Adjei,gh GHA,"DL,CC",Bochum,de Bundesliga,27,1994,12.6,253.0,223.0,29.0,1.0,3.0,0.0,29,27.0,1.0,0.0,0.0,0.0,153.0,1.0,20.0
107,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,23,1998,27.8,1446.0,1379.0,64.0,23.0,13.0,10.0,21,15.0,10.0,6.0,0.0,0.0,1243.0,3.0,29.0
108,Adil Aouchiche,fr FRA,"CC,DL",Saint-Étienne,fr Ligue 1,19,2002,12.0,614.0,550.0,61.0,18.0,1.0,18.0,68,3.0,38.0,14.0,14.0,0.0,457.0,3.0,14.0
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,1992,23.3,1001.0,856.0,141.0,10.0,1.0,0.0,38,131.0,0.0,0.0,0.0,0.0,756.0,4.0,18.0
110,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,25,1995,29.6,1266.0,1104.0,157.0,88.0,0.0,32.0,116,2.0,66.0,28.0,34.0,0.0,933.0,5.0,29.0
111,Mattia Aramu,it ITA,"CC,DL",Venezia,it Serie A,26,1995,23.3,795.0,603.0,184.0,43.0,6.0,6.0,144,21.0,66.0,33.0,28.0,0.0,524.0,8.0,24.0
112,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,32,1989,17.5,1094.0,1035.0,53.0,44.0,7.0,13.0,9,8.0,1.0,0.0,1.0,0.0,916.0,6.0,27.0
113,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,29.1,1555.0,1509.0,41.0,38.0,0.0,8.0,3,3.0,0.0,0.0,0.0,0.0,1326.0,5.0,8.0
114,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,25.2,1662.0,1566.0,92.0,47.0,0.0,21.0,7,44.0,0.0,0.0,0.0,0.0,1491.0,4.0,6.0
115,Cameron Archer,eng ENG,"DL,CC",Aston Villa,eng Premier League,20,2001,0.3,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
116,Alphonse Areola,fr FRA,PO,West Ham,eng Premier League,28,1993,1.0,40.0,23.0,17.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
117,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,73.0,40.0,33.0,0.0,0.0,0.0,2,33.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
118,Matias Arezo,uy URU,"DL,CC",Granada,es La Liga,18,2002,1.8,38.0,35.0,3.0,1.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0
119,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,4.9,218.0,166.0,50.0,1.0,0.0,0.0,15,49.0,0.0,0.0,0.0,0.0,153.0,2.0,2.0
120,Adam Armstrong,eng ENG,DL,Southampton,eng Premier League,24,1997,15.7,324.0,283.0,40.0,0.0,4.0,1.0,18,2.0,0.0,0.0,0.0,0.0,229.0,1.0,6.0
121,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,29,1992,16.4,744.0,701.0,40.0,3.0,3.0,2.0,35,8.0,2.0,0.0,1.0,0.0,590.0,3.0,25.0
122,Marko Arnautović,at AUT,DL,Bologna,it Serie A,32,1989,29.9,908.0,851.0,51.0,1.0,4.0,1.0,12,9.0,0.0,0.0,0.0,0.0,659.0,6.0,24.0
123,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,27,1994,33.3,1869.0,1602.0,255.0,145.0,5.0,40.0,182,7.0,102.0,63.0,33.0,1.0,1453.0,12.0,21.0
124,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,26,1994,4.0,138.0,110.0,28.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0
125,Tolgay Arslan,de GER,CC,Udinese,it Serie A,30,1990,18.4,677.0,649.0,28.0,19.0,2.0,2.0,33,1.0,7.0,2.0,5.0,0.0,532.0,0.0,13.0
126,Arthur,br BRA,DL,Fiorentina,it Serie A,23,1998,8.3,142.0,126.0,16.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,110.0,0.0,5.0
127,Santiago Arzamendia,py PAR,CC,Cádiz,es La Liga,23,1998,5.2,170.0,145.0,21.0,4.0,0.0,1.0,18,12.0,5.0,3.0,2.0,0.0,105.0,4.0,4.0
128,Takuma Asano,jp JPN,"DL,CC",Bochum,de Bundesliga,26,1994,17.9,378.0,372.0,5.0,0.0,4.0,2.0,34,4.0,0.0,0.0,0.0,0.0,244.0,1.0,24.0
129,Santiago Ascacíbar,ar ARG,CC,Hertha BSC,de Bundesliga,24,1997,26.4,1168.0,1100.0,63.0,55.0,1.0,4.0,2,6.0,0.0,0.0,0.0,0.0,959.0,5.0,24.0
130,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,32,1989,6.0,228.0,166.0,60.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,185.0,2.0,0.0
131,Alejandro Asensio,es ESP,DL,Rayo Vallecano,es La Liga,20,2000,0.1,8.0,8.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
132,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,25,1996,19.2,894.0,809.0,80.0,14.0,0.0,14.0,71,16.0,45.0,26.0,3.0,0.0,731.0,5.0,24.0
133,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,2001,0.1,7.0,6.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
134,Kristoffer Askildsen,no NOR,CC,Sampdoria,it Serie A,20,2001,8.4,226.0,215.0,8.0,5.0,0.0,1.0,2,2.0,0.0,0.0,0.0,0.0,147.0,3.0,5.0
135,Fisnik Asllani,xk KVX,"CC,DL",Hoffenheim,de Bundesliga,18,2002,0.1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
