Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Unnamed: 11_level_0,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Tiros penales,Tiros penales,Tiros penales,Tiros penales,Tiros penales,Unnamed: 27_level_0
11,Kepa Arrizabalaga,es ESP,PO,Athletic Club,es La Liga,22,1994,30,30,2700,30.0,43,1.43,136,94,69.1,7,9,14,7,23.3,3,1,2,0,66.7,Partidos
12,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,28,1989,23,23,2070,23.0,30,1.30,93,60,71.0,12,3,8,6,26.1,6,3,3,0,50.0,Partidos
13,Mariano Barbosa,ar ARG,PO,Villarreal,es La Liga,33,1984,13,12,1125,12.5,14,1.12,48,34,72.9,6,3,3,5,41.7,1,1,0,0,0.0,Partidos
14,Oliver Baumann,de GER,PO,Hoffenheim,de Bundesliga,27,1990,34,34,3060,34.0,48,1.41,147,100,69.4,15,10,9,10,29.4,4,3,1,0,25.0,Partidos
15,Asmir Begović,ba BIH,PO,Bournemouth,eng Premier League,30,1987,38,38,3420,38.0,61,1.61,170,109,65.3,11,11,16,6,15.8,3,2,1,0,33.3,Partidos
16,Vid Belec,si SVN,PO,Benevento,it Serie A,27,1990,13,13,1113,12.4,27,2.18,74,49,67.6,2,0,11,1,7.7,3,3,0,0,0.0,Partidos
17,Vid Belec,si SVN,PO,Sampdoria,it Serie A,27,1990,2,2,180,2.0,5,2.50,15,10,73.3,0,0,2,0,0.0,1,1,0,0,0.0,Partidos
18,Diego Benaglio,ch SUI,PO,Monaco,fr Ligue 1,33,1983,3,2,225,2.5,0,0.00,6,6,100.0,2,0,0,3,150.0,0,0,0,0,,Partidos
19,Walter Benítez,ar ARG,PO,Nice,fr Ligue 1,24,1993,28,28,2520,28.0,36,1.29,113,76,70.8,12,8,8,7,25.0,5,3,2,0,40.0,Partidos
20,Etrit Berisha,al ALB,PO,Atalanta,it Serie A,28,1989,31,31,2790,31.0,34,1.10,99,64,66.7,13,10,8,8,25.8,2,1,1,0,50.0,Partidos
21,Quentin Beunardeau,fr FRA,PO,Metz,fr Ligue 1,23,1994,1,0,38,0.4,2,4.74,4,2,50.0,0,0,0,0,,0,0,0,0,,Partidos
22,Albano Bizzarri,ar ARG,PO,Udinese,it Serie A,39,1977,32,32,2880,32.0,52,1.62,143,92,65.0,11,4,17,8,25.0,5,2,2,1,50.0,Partidos
23,Rubén Blanco,es ESP,PO,Celta Vigo,es La Liga,22,1995,22,22,1941,21.6,31,1.44,86,55,67.4,10,4,8,4,18.2,4,3,0,1,0.0,Partidos
24,Landry Bonnefoi,fr FRA,PO,Strasbourg,fr Ligue 1,33,1983,4,3,271,3.0,6,1.99,17,11,64.7,2,0,1,0,0.0,0,0,0,0,,Partidos
25,Jean-Christophe Bouet,fr FRA,PO,Amiens,fr Ligue 1,34,1983,1,1,90,1.0,1,1.00,7,6,85.7,0,0,1,0,0.0,0,0,0,0,,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD,PC,% Salvadas,Partidos
26,Yassine Bounou,ma MAR,PO,Girona,es La Liga,26,1991,30,30,2655,29.5,46,1.56,139,94,69.8,13,6,11,9,30.0,5,4,0,1,0.0,Partidos
27,Claudio Bravo,cl CHI,PO,Manchester City,eng Premier League,34,1983,3,2,226,2.5,1,0.40,5,4,80.0,2,0,0,2,100.0,0,0,0,0,,Partidos
28,Alberto Brignoli,it ITA,PO,Benevento,it Serie A,25,1991,13,11,1126,12.5,31,2.48,70,39,58.6,1,2,8,1,9.1,4,2,0,2,0.0,Partidos
29,Gianluigi Buffon,it ITA,PO,Juventus,it Serie A,39,1978,21,21,1862,20.7,14,0.68,56,43,80.4,17,2,2,11,52.4,4,3,1,0,25.0,Partidos
30,Roman Bürki,ch SUI,PO,Dortmund,de Bundesliga,26,1990,33,33,2969,33.0,43,1.30,145,102,72.4,15,9,9,12,36.4,3,3,0,0,0.0,Partidos
31,Ludovic Butelle,fr FRA,PO,Angers,fr Ligue 1,34,1983,19,19,1653,18.4,22,1.20,68,48,72.1,6,5,8,4,21.1,3,3,0,0,0.0,Partidos
32,Jack Butland,eng ENG,PO,Stoke City,eng Premier League,24,1993,35,35,3150,35.0,61,1.74,201,142,72.1,7,11,17,6,17.1,5,5,0,0,0.0,Partidos
33,Willy Caballero,ar ARG,PO,Chelsea,eng Premier League,35,1981,3,3,270,3.0,4,1.33,11,7,63.6,1,1,1,1,33.3,0,0,0,0,,Partidos
34,Yoan Cardinale,fr FRA,PO,Nice,fr Ligue 1,23,1994,10,10,900,10.0,16,1.60,41,26,61.0,3,1,6,3,30.0,0,0,0,0,,Partidos
35,Kiko Casilla,es ESP,PO,Real Madrid,es La Liga,30,1986,10,10,900,10.0,11,1.10,29,19,62.1,6,2,2,3,30.0,0,0,0,0,,Partidos
36,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,25,1992,34,34,3060,34.0,48,1.41,153,104,72.5,6,15,13,8,23.5,9,6,3,0,33.3,Partidos
37,Petr Čech,cz CZE,PO,Arsenal,eng Premier League,35,1982,34,34,3039,33.8,48,1.42,135,85,68.1,16,6,12,11,32.4,6,5,1,0,16.7,Partidos
38,Nereo Champagne,ar ARG,PO,Leganés,es La Liga,32,1985,2,2,180,2.0,6,3.00,9,3,44.4,0,0,2,0,0.0,1,1,0,0,0.0,Partidos
39,Leandro Chichizola,ar ARG,PO,Las Palmas,es La Liga,27,1990,27,27,2430,27.0,47,1.74,149,103,70.5,4,5,18,4,14.8,3,3,0,0,0.0,Partidos
40,Jasper Cillessen,nl NED,PO,Barcelona,es La Liga,28,1989,1,1,90,1.0,1,1.00,7,6,85.7,1,0,0,0,0.0,0,0,0,0,,Partidos
41,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,30,1987,37,37,3316,36.8,58,1.57,172,114,67.4,11,10,16,10,27.0,3,2,1,0,33.3,Partidos
42,Alex Cordaz,it ITA,PO,Crotone,it Serie A,34,1983,38,38,3420,38.0,66,1.74,200,133,70.0,9,8,21,5,13.2,8,6,1,1,14.3,Partidos
43,Angelo da Costa Júnior,br BRA,PO,Bologna,it Serie A,33,1983,4,4,360,4.0,5,1.25,17,12,76.5,1,0,3,1,25.0,1,1,0,0,0.0,Partidos
44,Benoît Costil,fr FRA,PO,Bordeaux,fr Ligue 1,30,1987,36,36,3240,36.0,45,1.25,123,75,66.7,16,7,13,10,27.8,8,4,4,0,50.0,Partidos
45,Thibaut Courtois,be BEL,PO,Chelsea,eng Premier League,25,1992,35,35,3150,35.0,34,0.97,106,74,69.8,20,6,9,15,42.9,2,2,0,0,0.0,Partidos
46,Alessio Cragno,it ITA,PO,Cagliari,it Serie A,23,1994,29,29,2536,28.2,47,1.67,130,82,68.5,7,5,17,7,24.1,10,6,2,2,25.0,Partidos
47,Luca Crosta,it ITA,PO,Cagliari,it Serie A,19,1998,1,1,90,1.0,3,3.00,3,0,33.3,0,0,1,0,0.0,1,1,0,0,0.0,Partidos
48,Iván Cuéllar,es ESP,PO,Leganés,es La Liga,33,1984,35,35,3150,35.0,43,1.23,139,95,72.7,11,7,17,14,40.0,6,5,1,0,16.7,Partidos
49,Karl Darlow,eng ENG,PO,Newcastle Utd,eng Premier League,26,1990,10,10,900,10.0,15,1.50,47,34,74.5,1,5,4,2,20.0,3,3,0,0,0.0,Partidos
50,Abdoulaye Diallo,sn SEN,PO,Rennes,fr Ligue 1,25,1992,3,3,270,3.0,5,1.67,15,10,73.3,0,2,1,0,0.0,1,1,0,0,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD,PC,% Salvadas,Partidos
51,Thomas Didillon,fr FRA,PO,Metz,fr Ligue 1,21,1995,9,9,810,9.0,14,1.56,35,22,68.6,1,1,7,2,22.2,3,3,0,0,0.0,Partidos
52,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,25,1992,36,36,3240,36.0,49,1.36,124,78,63.7,13,8,15,10,27.8,4,4,0,0,0.0,Partidos
53,Jaume Doménech,es ESP,PO,Valencia,es La Liga,26,1990,5,5,450,5.0,5,1.00,21,16,76.2,4,0,1,2,40.0,0,0,0,0,,Partidos
54,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,18,1999,38,38,3420,38.0,42,1.11,132,91,69.7,18,10,10,12,31.6,3,2,0,1,0.0,Partidos
55,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,19,1997,3,1,217,2.4,8,3.32,17,9,52.9,0,0,1,0,0.0,0,0,0,0,,Partidos
56,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,28,1989,12,12,1080,12.0,11,0.92,37,25,70.3,6,1,5,4,33.3,1,0,1,0,100.0,Partidos
57,Maxime Dupé,fr FRA,PO,Nantes,fr Ligue 1,24,1993,1,1,90,1.0,3,3.00,5,2,60.0,0,0,1,0,0.0,1,1,0,0,0.0,Partidos
58,Ederson,br BRA,PO,Manchester City,eng Premier League,23,1993,36,36,3194,35.5,26,0.73,80,54,67.5,30,4,2,16,44.4,2,0,2,0,100.0,Partidos
59,Rob Elliot,ie IRL,PO,Newcastle Utd,eng Premier League,31,1986,16,16,1440,16.0,21,1.31,64,43,68.8,5,2,9,3,18.8,2,1,1,0,50.0,Partidos
60,Michael Esser,de GER,PO,Hannover 96,de Bundesliga,29,1987,3,3,270,3.0,9,3.00,20,11,55.0,1,0,2,0,0.0,1,0,0,1,,Partidos
61,Łukasz Fabiański,pl POL,PO,Swansea City,eng Premier League,32,1985,38,38,3420,38.0,56,1.47,190,133,72.1,8,9,21,9,23.7,6,3,3,0,50.0,Partidos
62,Ralf Fährmann,de GER,PO,Schalke 04,de Bundesliga,28,1988,34,34,3015,33.5,37,1.10,127,89,73.2,18,9,7,12,35.3,6,3,2,1,40.0,Partidos
63,Andrés Fernández,es ESP,PO,Villarreal,es La Liga,30,1986,3,3,225,2.5,6,2.40,16,10,68.8,0,1,2,0,0.0,1,1,0,0,0.0,Partidos
64,Raúl Fernández,es ESP,PO,Levante,es La Liga,29,1988,11,11,990,11.0,15,1.36,53,38,71.7,2,6,3,3,27.3,0,0,0,0,,Partidos
65,Fraser Forster,eng ENG,PO,Southampton,eng Premier League,29,1988,20,20,1800,20.0,30,1.50,97,66,69.1,4,7,9,4,20.0,1,0,1,0,100.0,Partidos
66,Ben Foster,eng ENG,PO,West Brom,eng Premier League,34,1983,37,37,3330,37.0,55,1.49,151,98,64.2,6,12,19,10,27.0,1,1,0,0,0.0,Partidos
67,Paulo Gazzaniga,ar ARG,PO,Tottenham,eng Premier League,25,1992,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Partidos
68,David de Gea,es ESP,PO,Manchester Utd,eng Premier League,26,1990,37,37,3330,37.0,28,0.76,140,114,80.7,24,6,7,18,48.6,1,1,0,0,0.0,Partidos
69,Rafał Gikiewicz,pl POL,PO,Freiburg,de Bundesliga,29,1987,2,1,154,1.7,3,1.75,7,4,57.1,0,1,0,0,0.0,0,0,0,0,,Partidos
70,Dani Giménez,es ESP,PO,Betis,es La Liga,34,1983,4,4,309,3.4,0,0.00,8,8,100.0,3,1,0,3,75.0,0,0,0,0,,Partidos
71,Pierluigi Gollini,it ITA,PO,Atalanta,it Serie A,22,1995,7,7,622,6.9,4,0.58,17,13,76.5,3,2,2,3,42.9,0,0,0,0,,Partidos
72,Heurelho Gomes,br BRA,PO,Watford,eng Premier League,36,1981,24,24,2128,23.6,40,1.69,100,61,63.0,7,5,12,5,20.8,3,3,0,0,0.0,Partidos
73,Alfred Gomis,sn SEN,PO,SPAL,it Serie A,23,1993,26,25,2261,25.1,43,1.71,140,98,73.6,6,7,12,3,12.0,7,6,1,0,14.3,Partidos
74,Mathieu Gorgelin,fr FRA,PO,Lyon,fr Ligue 1,26,1990,4,4,360,4.0,6,1.50,13,7,53.8,2,1,1,1,25.0,0,0,0,0,,Partidos
75,Lee Grant,eng ENG,PO,Stoke City,eng Premier League,34,1983,3,3,270,3.0,7,2.33,15,8,53.3,0,1,2,0,0.0,0,0,0,0,,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD,PC,% Salvadas,Partidos
76,Vicente Guaita,es ESP,PO,Getafe,es La Liga,30,1987,33,33,2970,33.0,26,0.79,111,84,77.5,13,9,11,12,36.4,3,1,1,1,50.0,Partidos
77,Péter Gulácsi,hu HUN,PO,RB Leipzig,de Bundesliga,27,1990,33,33,2970,33.0,52,1.58,147,95,68.0,15,8,10,6,18.2,5,5,0,0,0.0,Partidos
78,Régis Gurtner,fr FRA,PO,Amiens,fr Ligue 1,30,1986,37,37,3330,37.0,41,1.11,171,130,78.4,12,9,16,11,29.7,4,4,0,0,0.0,Partidos
79,Ben Hamer,eng ENG,PO,Leicester City,eng Premier League,29,1987,4,3,275,3.1,7,2.29,13,6,53.8,0,1,2,1,33.3,1,1,0,0,0.0,Partidos
80,Samir Handanović,si SVN,PO,Inter,it Serie A,33,1984,38,38,3420,38.0,30,0.79,117,91,76.1,20,12,6,17,44.7,2,2,0,0,0.0,Partidos
81,Joe Hart,eng ENG,PO,West Ham,eng Premier League,30,1987,19,19,1710,19.0,39,2.05,91,51,61.5,3,6,10,4,21.1,5,4,1,0,20.0,Partidos
82,Tom Heaton,eng ENG,PO,Burnley,eng Premier League,31,1986,4,4,305,3.4,4,1.18,12,8,66.7,2,1,1,0,0.0,0,0,0,0,,Partidos
83,Wayne Hennessey,wls WAL,PO,Crystal Palace,eng Premier League,30,1987,27,27,2430,27.0,41,1.52,127,88,68.5,8,6,13,7,25.9,1,1,0,0,0.0,Partidos
84,Iago Herrerín,es ESP,PO,Athletic Club,es La Liga,29,1988,8,8,720,8.0,6,0.75,30,23,86.7,3,4,1,4,50.0,3,2,1,0,33.3,Partidos
85,Marwin Hitz,ch SUI,PO,Augsburg,de Bundesliga,29,1987,32,32,2880,32.0,42,1.31,159,116,74.2,10,10,12,9,28.1,2,1,1,0,50.0,Partidos
86,Timo Horn,de GER,PO,Köln,de Bundesliga,24,1993,34,34,3060,34.0,70,2.06,201,130,69.2,5,7,22,5,14.7,9,8,1,0,11.1,Partidos
87,Lukáš Hrádecký,fi FIN,PO,Eint Frankfurt,de Bundesliga,27,1989,34,34,3060,34.0,45,1.32,133,90,67.7,14,7,13,7,20.6,3,2,0,1,0.0,Partidos
88,Gorka Iraizoz,es ESP,PO,Girona,es La Liga,36,1981,9,8,765,8.5,13,1.53,36,25,63.9,1,3,4,2,25.0,0,0,0,0,,Partidos
89,Eldin Jakupović,ch SUI,PO,Leicester City,eng Premier League,32,1984,2,2,180,2.0,6,3.00,13,8,53.8,1,0,1,0,0.0,0,0,0,0,,Partidos
90,Rune Jarstein,no NOR,PO,Hertha BSC,de Bundesliga,32,1984,31,31,2790,31.0,44,1.42,140,97,72.1,10,10,11,7,22.6,6,5,0,1,0.0,Partidos
91,Karl-Johan Johnsson,se SWE,PO,Guingamp,fr Ligue 1,27,1990,38,38,3420,38.0,59,1.55,171,111,68.4,12,11,15,11,28.9,7,5,2,0,28.6,Partidos
92,Bingourou Kamara,sn SEN,PO,Strasbourg,fr Ligue 1,20,1996,19,19,1692,18.8,32,1.70,86,54,65.1,4,6,9,2,10.5,2,2,0,0,0.0,Partidos
93,Loris Karius,de GER,PO,Liverpool,eng Premier League,24,1993,19,19,1710,19.0,14,0.74,45,30,73.3,11,5,3,10,52.6,3,2,1,0,33.3,Partidos
94,Orestis Karnezis,gr GRE,PO,Watford,eng Premier League,32,1985,15,14,1292,14.4,24,1.67,56,32,62.5,4,3,7,4,28.6,3,3,0,0,0.0,Partidos
95,Eiji Kawashima,jp JPN,PO,Metz,fr Ligue 1,34,1983,29,29,2569,28.5,60,2.10,167,106,64.1,5,7,17,2,6.9,2,0,2,0,100.0,Partidos
96,Hervé Koffi,bf BFA,PO,Lille,fr Ligue 1,20,1996,4,4,360,4.0,11,2.75,20,10,50.0,0,1,3,0,0.0,1,1,0,0,0.0,Partidos
97,Tomáš Koubek,cz CZE,PO,Rennes,fr Ligue 1,24,1992,34,34,3060,34.0,36,1.06,127,91,73.2,16,8,10,10,29.4,5,2,2,1,50.0,Partidos
98,Maksym Koval,ua UKR,PO,La Coruña,es La Liga,24,1992,2,2,121,1.3,3,2.23,5,2,40.0,,1,1,,,,,,,,Partidos
99,Thomas Kraft,de GER,PO,Hertha BSC,de Bundesliga,29,1988,3,3,270,3.0,2,0.67,14,12,92.9,0,3,0,1,33.3,1,1,0,0,0.0,Partidos
100,Alban Lafont,fr FRA,PO,Toulouse,fr Ligue 1,18,1999,38,38,3420,38.0,54,1.42,158,106,69.6,9,10,19,12,31.6,6,6,0,0,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD,PC,% Salvadas,Partidos
101,Eugenio Lamanna,it ITA,PO,Genoa,it Serie A,27,1989,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,Partidos
102,Benjamin Lecomte,fr FRA,PO,Montpellier,fr Ligue 1,26,1991,38,38,3420,38.0,33,0.87,117,84,76.1,11,18,9,14,36.8,6,5,0,1,0.0,Partidos
103,Bernd Leno,de GER,PO,Leverkusen,de Bundesliga,25,1992,33,33,2970,33.0,40,1.21,110,70,68.2,15,10,8,10,30.3,5,5,0,0,0.0,Partidos
104,Alexandre Letellier,fr FRA,PO,Angers,fr Ligue 1,26,1990,13,13,1170,13.0,17,1.31,44,28,65.9,2,7,4,1,7.7,2,2,0,0,0.0,Partidos
105,Raúl Lizoain,es ESP,PO,Las Palmas,es La Liga,26,1991,11,11,990,11.0,27,2.45,66,39,62.1,1,2,8,1,9.1,2,2,0,0,0.0,Partidos
106,Hugo Lloris,fr FRA,PO,Tottenham,eng Premier League,30,1986,36,36,3240,36.0,35,0.97,117,82,71.8,22,7,7,15,41.7,3,2,0,1,0.0,Partidos
107,Anthony Lopes,pt POR,PO,Lyon,fr Ligue 1,26,1990,34,34,3060,34.0,37,1.09,137,101,76.6,21,8,5,14,41.2,8,5,2,1,28.6,Partidos
108,Diego López,es ESP,PO,Espanyol,es La Liga,35,1981,10,10,854,9.5,11,1.16,40,30,75.0,3,5,2,3,30.0,2,1,1,0,50.0,Partidos
109,Pau López,es ESP,PO,Espanyol,es La Liga,22,1994,29,28,2566,28.5,31,1.09,124,92,77.4,9,8,11,9,32.1,4,3,1,0,25.0,Partidos
110,Pedro López,es ESP,PO,Betis,es La Liga,22,1995,5,4,411,4.6,8,1.75,16,8,50.0,1,1,2,1,25.0,0,0,0,0,,Partidos
111,Jonas Lössl,dk DEN,PO,Huddersfield,eng Premier League,28,1989,38,38,3420,38.0,58,1.53,158,99,65.8,9,10,19,10,26.3,6,4,2,0,33.3,Partidos
112,Andreas Luthe,de GER,PO,Augsburg,de Bundesliga,30,1987,2,2,180,2.0,4,2.00,7,3,57.1,0,1,1,0,0.0,1,1,0,0,0.0,Partidos
113,Raïs M'Bolhi,dz ALG,PO,Rennes,fr Ligue 1,31,1986,1,1,90,1.0,3,3.00,6,3,83.3,0,0,1,0,0.0,2,2,0,0,0.0,Partidos
114,Mike Maignan,fr FRA,PO,Lille,fr Ligue 1,22,1995,34,34,3032,33.7,53,1.57,160,107,68.8,10,7,17,5,14.7,5,3,2,0,40.0,Partidos
115,Steve Mandanda,fr FRA,PO,Marseille,fr Ligue 1,32,1985,31,31,2706,30.0,37,1.23,114,77,70.2,18,9,4,11,35.5,5,3,1,1,25.0,Partidos
116,Gabriele Marchegiani,it ITA,PO,SPAL,it Serie A,21,1996,1,0,1,0.0,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Partidos
117,Emiliano Martínez,ar ARG,PO,Getafe,es La Liga,24,1992,5,5,450,5.0,7,1.40,19,12,68.4,2,1,2,2,40.0,1,1,0,0,0.0,Partidos
118,Christian Mathenia,de GER,PO,Hamburger SV,de Bundesliga,25,1992,24,24,2160,24.0,38,1.58,95,58,63.2,4,6,14,6,25.0,4,3,0,1,0.0,Partidos
119,Alex McCarthy,eng ENG,PO,Southampton,eng Premier League,27,1989,18,18,1620,18.0,26,1.44,68,42,63.2,3,8,7,4,22.2,1,1,0,0,0.0,Partidos
120,Brais Méndez,es ESP,"CC,DL",Celta Vigo,es La Liga,20,1997,1,0,,10.5,,,,,,,,,,,,,,,,Partidos
121,Alex Meret,it ITA,PO,SPAL,it Serie A,20,1997,13,13,1158,12.9,16,1.24,60,44,78.3,2,7,4,4,30.8,5,3,2,0,40.0,Partidos
122,Mathieu Michel,fr FRA,PO,Angers,fr Ligue 1,25,1991,7,6,597,6.6,13,1.96,26,14,57.7,1,2,3,1,16.7,2,2,0,0,0.0,Partidos
123,Simon Mignolet,be BEL,PO,Liverpool,eng Premier League,29,1988,19,19,1710,19.0,24,1.26,59,34,62.7,10,7,2,7,36.8,3,2,1,0,33.3,Partidos
124,Vanja Milinković-Savić,rs SRB,PO,Torino,it Serie A,20,1997,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Partidos
125,Antonio Mirante,it ITA,PO,Bologna,it Serie A,34,1983,33,33,2970,33.0,46,1.39,144,101,69.4,10,5,18,7,21.2,3,2,0,1,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD,PC,% Salvadas,Partidos
126,Jessy Moulin,fr FRA,PO,Saint-Étienne,fr Ligue 1,31,1986,4,3,304,3.4,6,1.78,29,23,82.8,1,0,2,1,33.3,1,1,0,0,0.0,Partidos
127,Florian Müller,de GER,PO,Mainz 05,de Bundesliga,19,1997,5,5,450,5.0,7,1.40,21,13,66.7,1,1,3,1,20.0,1,0,1,0,100.0,Partidos
128,Yvon Mvogo,ch SUI,PO,RB Leipzig,de Bundesliga,23,1994,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Partidos
129,Boaz Myhill,wls WAL,PO,West Brom,eng Premier League,34,1982,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,Partidos
130,Keylor Navas,cr CRC,PO,Real Madrid,es La Liga,30,1986,27,27,2430,27.0,31,1.15,111,79,73.9,16,7,4,7,25.9,4,2,2,0,50.0,Partidos
131,Neto,br BRA,PO,Valencia,es La Liga,28,1989,33,33,2970,33.0,33,1.00,143,108,79.0,18,7,8,10,30.3,5,3,2,0,40.0,Partidos
132,Manuel Neuer,de GER,PO,Bayern Munich,de Bundesliga,31,1986,3,3,270,3.0,2,0.67,7,5,71.4,2,0,1,2,66.7,0,0,0,0,,Partidos
133,Alexander Nübel,de GER,PO,Schalke 04,de Bundesliga,20,1996,1,0,45,0.5,0,0.00,2,2,100.0,0,0,0,1,,0,0,0,0,,Partidos
134,Jan Oblak,si SVN,PO,Atlético Madrid,es La Liga,24,1993,37,37,3330,37.0,22,0.59,126,102,83.3,22,10,5,22,59.5,4,1,3,0,75.0,Partidos
135,Oier Olazábal,es ESP,PO,Levante,es La Liga,27,1989,26,26,2340,26.0,39,1.50,122,85,72.1,9,7,10,7,26.9,6,5,0,1,0.0,Partidos
136,David Ospina,co COL,PO,Arsenal,eng Premier League,28,1988,5,4,381,4.2,3,0.71,12,9,75.0,3,0,1,2,50.0,0,0,0,0,,Partidos
137,Alexandre Oukidja,dz ALG,PO,Strasbourg,fr Ligue 1,29,1988,17,16,1457,16.2,29,1.79,71,41,64.8,3,5,8,2,12.5,5,4,1,0,20.0,Partidos
138,Ramazan Özcan,at AUT,PO,Leverkusen,de Bundesliga,33,1984,1,1,90,1.0,4,4.00,8,3,50.0,0,0,1,0,0.0,1,0,1,0,100.0,Partidos
139,Fernando Pacheco,es ESP,PO,Alavés,es La Liga,25,1992,38,37,3357,37.3,50,1.34,171,121,74.9,15,2,20,12,32.4,10,7,2,1,22.2,Partidos
140,Costel Pantilimon,ro ROU,PO,La Coruña,es La Liga,30,1987,6,6,540,6.0,9,1.50,26,18,69.2,3,0,3,1,16.7,1,1,0,0,0.0,Partidos
141,Jiří Pavlenka,cz CZE,PO,Werder Bremen,de Bundesliga,25,1992,34,34,3060,34.0,40,1.18,162,123,76.5,10,12,12,8,23.5,4,2,1,1,33.3,Partidos
