RL2017-2018,Jugador2017-2018,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,PJ2017-2018,Titular2017-2018,Mín2017-2018,90 s2017-2018,Gls.2017-2018,Ass2017-2018,G+A2017-2018,G-TP2017-2018,TP2017-2018,TPint2017-2018,TA2017-2018,TR2017-2018,xG2017-2018,npxG2017-2018,xAG2017-2018,npxG+xAG2017-2018,PrgC2017-2018,PrgP2017-2018,PrgR2017-2018,Gls..12017-2018,Ast2017-2018,G+A.12017-2018,G-TP.12017-2018,G+A-TP2017-2018,xG.12017-2018,xAG.12017-2018,xG+xAG2017-2018,npxG.12017-2018,npxG+xAG.12017-2018
15,Aday,es ESP,DF,Girona,es La Liga,29.0,1987.0,31,20,1835,20.4,2,0,2,1,1,2,10,0,2.8,1.3,1.6,2.9,82.0,61.0,156.0,0.1,0.0,0.1,0.05,0.05,0.14,0.08,0.22,0.06,0.14
16,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,32.0,1985.0,34,32,2921,32.5,0,1,1,0,0,0,9,0,0.6,0.6,0.2,0.9,6.0,51.0,1.0,0.0,0.03,0.03,0.0,0.03,0.02,0.01,0.03,0.02,0.03
17,Claud Adjapong,it ITA,"DF,DL",Sassuolo,it Serie A,19.0,1998.0,16,14,1220,13.6,0,0,0,0,0,0,5,1,0.8,0.8,1.1,1.9,31.0,42.0,54.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14
18,René Adler,de GER,PO,Mainz 05,de Bundesliga,32.0,1985.0,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
19,Yacine Adli,fr FRA,DL,Paris S-G,fr Ligue 1,17.0,2000.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Ali Adnan Kadhim,iq IRQ,"DF,DL",Udinese,it Serie A,23.0,1993.0,23,18,1674,18.6,0,1,1,0,0,0,4,0,0.5,0.5,1.7,2.2,25.0,58.0,56.0,0.0,0.05,0.05,0.0,0.05,0.03,0.09,0.12,0.03,0.12
21,Adrián,es ESP,PO,West Ham,eng Premier League,30.0,1987.0,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Aritz Aduriz,es ESP,DL,Athletic Club,es La Liga,36.0,1981.0,33,21,2152,23.9,9,1,10,6,3,5,5,0,11.1,7.6,1.5,9.0,27.0,45.0,150.0,0.38,0.04,0.42,0.25,0.29,0.47,0.06,0.53,0.32,0.38
23,Ibrahim Afellay,nl NED,CC,Stoke City,eng Premier League,31.0,1986.0,6,1,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Benik Afobe,cd COD,DL,Bournemouth,eng Premier League,24.0,1993.0,17,5,611,6.8,0,0,0,0,0,0,0,0,1.6,1.6,0.1,1.8,12.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.3,0.27,0.3
25,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21.0,1996.0,21,20,1828,20.3,0,4,4,0,0,0,4,0,0.1,0.1,1.5,1.6,24.0,48.0,54.0,0.0,0.2,0.2,0.0,0.2,0.0,0.08,0.08,0.0,0.08
26,Imanol Agirretxe,es ESP,DL,Real Sociedad,es La Liga,30.0,1987.0,11,2,232,2.6,0,0,0,0,0,0,0,0,1.2,1.2,0.0,1.2,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45
27,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,29.0,1988.0,25,22,1963,21.8,21,6,27,17,4,4,2,0,16.2,13.1,5.6,18.7,89.0,49.0,214.0,0.96,0.28,1.24,0.78,1.05,0.75,0.26,1.0,0.6,0.86
28,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,24.0,1993.0,31,27,2459,27.3,0,2,2,0,0,0,2,0,0.7,0.7,3.7,4.4,97.0,130.0,160.0,0.0,0.07,0.07,0.0,0.07,0.03,0.13,0.16,0.03,0.16
29,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28.0,1989.0,15,14,1153,12.8,0,0,0,0,0,0,3,0,0.6,0.6,0.6,1.2,23.0,57.0,49.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
30,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,23.0,1994.0,35,35,3006,33.4,5,0,5,5,0,0,4,0,2.2,2.2,1.0,3.3,32.0,131.0,22.0,0.15,0.0,0.15,0.15,0.15,0.07,0.03,0.1,0.07,0.1
31,Ailton,br BRA,"DF,CC",Stuttgart,de Bundesliga,22.0,1995.0,5,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.14,0.03,0.14
32,Youssef Aït Bennasser,ma MAR,CC,Caen,fr Ligue 1,21.0,1996.0,27,25,2047,22.7,0,0,0,0,0,0,4,0,0.7,0.7,0.7,1.5,37.0,178.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
33,Arlind Ajeti,al ALB,DF,Crotone,it Serie A,23.0,1993.0,21,15,1271,14.1,0,1,1,0,0,0,7,0,0.9,0.9,1.0,1.9,2.0,20.0,0.0,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.14,0.07,0.14
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,22.0,1995.0,11,10,904,10.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,15.0,47.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
35,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,22.0,1995.0,38,37,3353,37.3,2,3,5,2,0,0,5,0,1.4,1.4,1.9,3.4,14.0,96.0,10.0,0.05,0.08,0.13,0.05,0.13,0.04,0.05,0.09,0.04,0.09
36,Ager Aketxe,es ESP,CC,Athletic Club,es La Liga,23.0,1993.0,3,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
37,Chadrac Akolo,cd COD,"CC,DL",Stuttgart,de Bundesliga,22.0,1995.0,22,13,1102,12.2,5,0,5,5,0,1,2,0,4.7,4.0,1.0,4.9,27.0,35.0,75.0,0.41,0.0,0.41,0.41,0.41,0.39,0.08,0.47,0.32,0.4
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,22.0,1995.0,22,17,1690,18.8,0,1,1,0,0,0,1,0,0.2,0.2,1.4,1.6,23.0,85.0,8.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.09,0.01,0.09
39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25.0,1992.0,23,17,1551,17.2,2,2,4,2,0,0,1,0,1.3,1.3,2.3,3.5,53.0,110.0,178.0,0.12,0.12,0.23,0.12,0.23,0.07,0.13,0.2,0.07,0.2
40,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,24.0,1992.0,23,17,1550,17.2,9,4,13,8,1,2,4,1,10.5,8.9,1.8,10.8,16.0,28.0,111.0,0.52,0.23,0.75,0.46,0.7,0.61,0.11,0.72,0.52,0.63
41,David Alba,es ESP,DF,Getafe,es La Liga,18.0,1999.0,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,28.0,1989.0,33,30,2744,30.5,2,8,10,2,0,0,7,0,2.1,2.1,6.1,8.3,58.0,135.0,314.0,0.07,0.26,0.33,0.07,0.33,0.07,0.2,0.27,0.07,0.27
43,Raúl Albentosa,es ESP,DF,La Coruña,es La Liga,28.0,1988.0,20,19,1748,19.4,1,0,1,1,0,0,5,0,1.5,1.5,0.2,1.6,1.0,27.0,5.0,0.05,0.0,0.05,0.05,0.05,0.08,0.01,0.08,0.08,0.08
44,Luis Alberto,es ESP,"DL,CC",Lazio,it Serie A,24.0,1992.0,34,32,2669,29.7,11,14,25,10,1,2,5,0,7.2,5.7,11.8,17.4,126.0,272.0,179.0,0.37,0.47,0.84,0.34,0.81,0.24,0.4,0.64,0.19,0.59
45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,31.0,1985.0,31,30,2742,30.5,3,1,4,3,0,0,7,0,1.4,1.4,1.3,2.6,27.0,231.0,4.0,0.1,0.03,0.13,0.1,0.13,0.04,0.04,0.09,0.04,0.09
46,Miiko Albornoz,cl CHI,"DF,CC",Hannover 96,de Bundesliga,26.0,1990.0,10,7,703,7.8,0,0,0,0,0,0,1,0,0.2,0.2,1.4,1.6,10.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.21,0.02,0.21
47,Marc Albrighton,eng ENG,"CC,DL",Leicester City,eng Premier League,27.0,1989.0,34,30,2538,28.2,2,7,9,2,0,0,5,1,1.6,1.6,5.7,7.3,64.0,114.0,162.0,0.07,0.25,0.32,0.07,0.32,0.06,0.2,0.26,0.06,0.26
48,Paco Alcácer,es ESP,"CC,DL",Barcelona,es La Liga,23.0,1993.0,17,8,695,7.7,4,3,7,4,0,0,0,0,3.9,3.9,2.1,6.0,6.0,13.0,42.0,0.52,0.39,0.91,0.52,0.91,0.51,0.27,0.78,0.51,0.78
49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,28.0,1989.0,8,8,689,7.7,1,0,1,1,0,0,4,0,1.0,1.0,0.2,1.2,3.0,24.0,0.0,0.13,0.0,0.13,0.13,0.13,0.13,0.03,0.16,0.13,0.16
50,Thiago Alcántara,es ESP,"CC,DL",Bayern Munich,de Bundesliga,26.0,1991.0,19,12,1247,13.9,2,2,4,2,0,0,3,0,2.5,2.5,1.9,4.4,30.0,183.0,80.0,0.14,0.14,0.29,0.14,0.29,0.18,0.14,0.32,0.18,0.32
51,David Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25.0,1991.0,3,2,208,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.4,2.0,6.0,2.0,0.0,0.43,0.43,0.0,0.43,0.03,0.16,0.19,0.03,0.19
52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,28.0,1989.0,14,13,1178,13.1,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,12.0,109.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
53,Steve Aldo One,cm CMR,DF,La Coruña,es La Liga,22.0,1995.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Álex Alegría,es ESP,DL,Levante,es La Liga,24.0,1992.0,9,8,628,7.0,0,0,0,0,0,0,1,0,1.1,1.1,0.2,1.3,2.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.19,0.16,0.19
55,Iván Alejo,es ESP,"CC,DL",Eibar,es La Liga,22.0,1995.0,22,14,1102,12.2,1,3,4,1,0,0,5,0,0.5,0.5,2.1,2.6,71.0,20.0,125.0,0.08,0.25,0.33,0.08,0.33,0.04,0.17,0.21,0.04,0.21
56,Alexander,ar ARG,"CC,DL",Leganés,es La Liga,28.0,1988.0,13,13,1060,11.8,2,2,4,1,1,1,1,0,2.2,1.4,2.5,3.9,17.0,26.0,72.0,0.17,0.17,0.34,0.08,0.25,0.19,0.21,0.4,0.12,0.33
57,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18.0,1998.0,19,18,1573,17.5,1,1,2,1,0,0,3,0,1.0,1.0,2.6,3.6,39.0,94.0,126.0,0.06,0.06,0.11,0.06,0.11,0.05,0.15,0.21,0.05,0.21
58,Alexis,es ESP,DF,Alavés,es La Liga,31.0,1985.0,28,25,2184,24.3,1,0,1,1,0,0,6,0,1.2,1.2,0.3,1.5,5.0,34.0,11.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06
59,Alisson,br BRA,PO,Roma,it Serie A,24.0,1992.0,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Allan,br BRA,CC,Napoli,it Serie A,26.0,1991.0,38,32,2850,31.7,4,5,9,4,0,0,2,0,3.8,3.8,3.6,7.3,83.0,186.0,135.0,0.13,0.16,0.28,0.13,0.28,0.12,0.11,0.23,0.12,0.23
61,Joe Allen,wls WAL,CC,Stoke City,eng Premier League,27.0,1990.0,36,36,3139,34.9,2,6,8,2,0,0,8,0,1.8,1.8,2.8,4.6,37.0,165.0,89.0,0.06,0.17,0.23,0.06,0.23,0.05,0.08,0.13,0.05,0.13
62,Dele Alli,eng ENG,"CC,DL",Tottenham,eng Premier League,21.0,1996.0,36,34,2958,32.9,9,10,19,9,0,0,7,0,9.1,9.1,8.2,17.3,100.0,181.0,359.0,0.27,0.3,0.58,0.27,0.58,0.28,0.25,0.53,0.28,0.53
63,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,24.0,1993.0,34,30,2781,30.9,2,1,3,2,0,0,3,0,1.1,1.1,0.5,1.7,19.0,114.0,14.0,0.06,0.03,0.1,0.06,0.1,0.04,0.02,0.05,0.04,0.05
64,José Alonso Lara,es ESP,CC,Sevilla,es La Liga,17.0,2000.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Marcos Alonso,es ESP,"DF,CC",Chelsea,eng Premier League,26.0,1990.0,33,33,2855,31.7,7,2,9,7,0,0,6,0,4.1,4.1,2.8,7.0,78.0,103.0,261.0,0.22,0.06,0.28,0.22,0.28,0.13,0.09,0.22,0.13,0.22
66,Ricky Álvarez,ar ARG,CC,Sampdoria,it Serie A,29.0,1988.0,12,2,267,3.0,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,7.0,13.0,30.0,0.34,0.34,0.67,0.34,0.67,0.14,0.17,0.31,0.14,0.31
67,Sergio Álvarez,es ESP,PO,Celta Vigo,es La Liga,30.0,1986.0,17,16,1476,16.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,22.0,1995.0,8,7,675,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,10.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
69,Dani Alves,br BRA,DF,Paris S-G,fr Ligue 1,34.0,1983.0,25,23,2063,22.9,1,7,8,1,0,0,7,1,1.4,1.4,5.0,6.3,76.0,168.0,144.0,0.04,0.31,0.35,0.04,0.35,0.06,0.22,0.28,0.06,0.28
70,Ibrahim Amadou,fr FRA,"CC,DF",Lille,fr Ligue 1,24.0,1993.0,30,30,2405,26.7,0,0,0,0,0,0,3,1,0.9,0.9,0.4,1.3,18.0,114.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
71,Eloi Amagat,es ESP,CC,Girona,es La Liga,32.0,1985.0,2,0,15,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,1.2,1.2
72,Morgan Amalfitano,fr FRA,"CC,DL",Rennes,fr Ligue 1,32.0,1985.0,14,10,746,8.3,0,0,0,0,0,0,2,2,1.0,1.0,0.5,1.5,16.0,24.0,34.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18
73,Romain Amalfitano,fr FRA,CC,Dijon,fr Ligue 1,27.0,1989.0,33,31,2703,30.0,0,3,3,0,0,0,5,0,0.3,0.3,1.8,2.2,50.0,146.0,46.0,0.0,0.1,0.1,0.0,0.1,0.01,0.06,0.07,0.01,0.07
74,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,22.0,1994.0,8,6,487,5.4,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,5.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Jordi Amat,id IDN,"DF,CC",Betis,es La Liga,25.0,1992.0,25,24,2045,22.7,0,0,0,0,0,0,7,2,0.4,0.4,0.1,0.5,13.0,101.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
76,Amath,sn SEN,"CC,DL",Getafe,es La Liga,21.0,1996.0,37,36,2859,31.8,3,3,6,3,0,0,9,0,4.4,4.4,2.7,7.2,66.0,66.0,158.0,0.09,0.09,0.19,0.09,0.19,0.14,0.09,0.23,0.14,0.23
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23.0,1994.0,27,24,2193,24.4,0,5,5,0,0,0,7,0,0.6,0.6,2.0,2.6,70.0,90.0,83.0,0.0,0.21,0.21,0.0,0.21,0.02,0.08,0.11,0.02,0.11
78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18.0,1998.0,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19.0,1998.0,36,35,3154,35.0,1,1,2,1,0,0,3,1,1.4,1.4,1.1,2.4,41.0,107.0,83.0,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07
80,Nadiem Amiri,de GER,CC,Hoffenheim,de Bundesliga,20.0,1996.0,28,19,1744,19.4,2,3,5,2,0,0,4,0,2.9,2.9,3.4,6.4,51.0,89.0,116.0,0.1,0.15,0.26,0.1,0.26,0.15,0.18,0.33,0.15,0.33
81,Ethan Ampadu,wls WAL,DF,Chelsea,eng Premier League,16.0,2000.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Nordin Amrabat,ma MAR,DL,Watford,eng Premier League,30.0,1987.0,33,20,1821,20.2,2,4,6,2,0,0,6,1,3.8000000000000003,3.8000000000000003,3.3000000000000003,7.1000000000000005,90.0,57.0,168.0,0.11,0.22,0.33,0.11,0.33,0.22,0.24,0.47,0.22,0.47
84,Jon Ander Serantes,es ESP,PO,Leganés,es La Liga,27.0,1989.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21.0,1996.0,7,6,546,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
86,Felipe Anderson,br BRA,"DL,CC",Lazio,it Serie A,24.0,1993.0,21,9,1162,12.9,4,6,10,4,0,0,0,0,2.8,2.8,4.3,7.1,98.0,83.0,140.0,0.31,0.46,0.77,0.31,0.77,0.22,0.33,0.55,0.22,0.55
87,Florin Andone,ro ROU,DL,La Coruña,es La Liga,24.0,1993.0,29,16,1636,18.2,7,3,10,7,0,1,6,0,11.4,10.6,0.9,11.5,41.0,11.0,144.0,0.39,0.17,0.55,0.39,0.55,0.63,0.05,0.68,0.58,0.63
88,Nícolas Andrade,br BRA,PO,Hellas Verona,it Serie A,29.0,1988.0,36,36,3240,36.0,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Benjamin André,fr FRA,CC,Rennes,fr Ligue 1,26.0,1990.0,34,34,3011,33.5,3,3,6,3,0,0,11,1,4.3,4.3,1.9,6.2,48.0,234.0,117.0,0.09,0.09,0.18,0.09,0.18,0.13,0.06,0.19,0.13,0.19
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31.0,1986.0,23,20,1829,20.3,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,11.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28.0,1989.0,23,23,2070,23.0,1,2,3,1,0,0,4,0,0.1,0.1,1.9,2.0,37.0,87.0,74.0,0.04,0.09,0.13,0.04,0.13,0.01,0.08,0.09,0.01,0.09
92,Miguel Ángel Guerrero,es ESP,DL,Leganés,es La Liga,27.0,1990.0,22,15,1442,16.0,4,3,7,4,0,1,3,0,5.7,4.9,1.5,6.4,16.0,18.0,87.0,0.25,0.19,0.44,0.25,0.44,0.35,0.09,0.45,0.31,0.4
93,José Ángel,es ESP,DF,Eibar,es La Liga,27.0,1989.0,30,28,2426,27.0,0,8,8,0,0,0,4,0,0.5,0.5,4.1,4.6,44.0,128.0,89.0,0.0,0.3,0.3,0.0,0.3,0.02,0.15,0.17,0.02,0.17
94,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,33.0,1984.0,9,9,764,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19.0,1998.0,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28.0,1989.0,12,9,893,9.9,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,2.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30.0,1986.0,25,20,1872,20.8,1,3,4,1,0,0,6,2,0.7,0.7,3.6,4.4,78.0,87.0,88.0,0.05,0.14,0.19,0.05,0.19,0.04,0.18,0.21,0.04,0.21
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25.0,1992.0,8,8,592,6.6,0,0,0,0,0,0,1,1,0.1,0.1,0.0,0.1,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
99,Mirco Antenucci,it ITA,DL,SPAL,it Serie A,32.0,1984.0,33,28,2571,28.6,11,4,15,6,5,5,1,0,8.1,4.2,3.5,7.7,46.0,52.0,214.0,0.39,0.14,0.53,0.21,0.35,0.28,0.12,0.41,0.15,0.27
