RL2017-2018,Jugador2017-2018,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Int.2017-2018,Balón vivo2017-2018,Balón muerto2017-2018,FK2017-2018,PL2017-2018,Camb.2017-2018,Pcz2017-2018,Lanz.2017-2018,SE2017-2018,Dentro2017-2018,Fuera2017-2018,Rect.2017-2018,Cmp2017-2018,PA2017-2018,Bloqueos2017-2018
681,Landry Dimata,be BEL,DL,Wolfsburg,de Bundesliga,19.0,1997.0,10.0,196.0,181.0,15.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,149.0,0.0,11.0
682,Tristan Dingomé,cm CMR,CC,Troyes,fr Ligue 1,26.0,1991.0,13.2,602.0,590.0,9.0,4.0,3.0,3.0,21.0,2.0,2.0,0.0,0.0,0.0,479.0,3.0,17.0
683,Ismaël Diomandé,ci CIV,"DF,CC",Caen,fr Ligue 1,24.0,1992.0,7.9,275.0,270.0,3.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,231.0,2.0,0.0
684,Lois Diony,fr FRA,DL,Saint-Étienne,fr Ligue 1,24.0,1992.0,10.3,172.0,151.0,21.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,112.0,0.0,6.0
685,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,20.0,1997.0,34.0,1247.0,1167.0,76.0,74.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,989.0,4.0,14.0
1373,Papakouli Diop,sn SEN,CC,Espanyol,es La Liga,31.0,1986.0,13.3,529.0,512.0,17.0,15.0,1.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,403.0,0.0,4.0
688,Assane Dioussé,sn SEN,CC,Saint-Étienne,fr Ligue 1,19.0,1997.0,14.9,876.0,848.0,25.0,12.0,3.0,10.0,10.0,12.0,1.0,1.0,0.0,0.0,733.0,3.0,19.0
689,Djené,tg TOG,DF,Getafe,es La Liga,25.0,1991.0,36.0,992.0,925.0,56.0,52.0,2.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,688.0,11.0,9.0
690,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,24.0,1992.0,26.8,1004.0,811.0,192.0,25.0,0.0,8.0,21.0,167.0,0.0,0.0,0.0,0.0,744.0,1.0,14.0
691,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,22.0,1994.0,28.0,1297.0,1240.0,52.0,43.0,0.0,10.0,5.0,9.0,0.0,0.0,0.0,0.0,1042.0,5.0,2.0
692,Papy Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28.0,1988.0,30.0,1551.0,1471.0,69.0,63.0,1.0,32.0,5.0,6.0,0.0,0.0,0.0,0.0,1220.0,11.0,12.0
693,Berat Djimsiti,al ALB,DF,Benevento,it Serie A,24.0,1993.0,30.0,1618.0,1542.0,73.0,62.0,0.0,17.0,1.0,11.0,0.0,0.0,0.0,0.0,1423.0,3.0,8.0
694,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,25.0,1992.0,36.0,1163.0,785.0,373.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,5.0,0.0
695,Keagan Dolly,za RSA,"CC,DL",Montpellier,fr Ligue 1,24.0,1993.0,9.8,446.0,380.0,64.0,8.0,0.0,3.0,64.0,17.0,35.0,3.0,25.0,0.0,340.0,2.0,15.0
696,Jaume Doménech,es ESP,PO,Valencia,es La Liga,26.0,1990.0,5.0,140.0,90.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
697,Jean-Luc Dompé,fr FRA,DL,Amiens,fr Ligue 1,21.0,1995.0,0.3,18.0,14.0,4.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,3.0,0.0,8.0,0.0,1.0
698,Giulio Donati,it ITA,"DF,DL",Mainz 05,de Bundesliga,27.0,1990.0,25.4,1133.0,839.0,292.0,35.0,0.0,25.0,69.0,257.0,0.0,0.0,0.0,0.0,815.0,2.0,44.0
699,Ji Dong-won,kr KOR,"DL,CC",Augsburg,de Bundesliga,26.0,1991.0,0.2,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
700,Anastasios Donis,gr GRE,"CC,DL",Stuttgart,de Bundesliga,20.0,1996.0,10.5,225.0,212.0,12.0,0.0,0.0,0.0,41.0,12.0,0.0,0.0,0.0,0.0,145.0,1.0,13.0
701,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,18.0,1999.0,38.0,1238.0,868.0,367.0,100.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,3.0,1.0
702,Godfred Donsah,gh GHA,CC,Bologna,it Serie A,21.0,1996.0,19.9,639.0,622.0,12.0,3.0,1.0,8.0,5.0,7.0,0.0,0.0,0.0,0.0,475.0,5.0,26.0
703,Dória,br BRA,DF,Marseille,fr Ligue 1,22.0,1994.0,0.9,28.0,26.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0
704,Niklas Dorsch,de GER,CC,Bayern Munich,de Bundesliga,19.0,1998.0,1.0,40.0,39.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0
705,Gabriel Dos Santos,br BRA,DF,Troyes,fr Ligue 1,19.0,1997.0,0.9,42.0,41.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
706,Mauro dos Santos,ar ARG,DF,Leganés,es La Liga,28.0,1989.0,10.9,311.0,304.0,7.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,4.0
707,Mathieu Dossevi,tg TOG,"DL,CC",Metz,fr Ligue 1,29.0,1988.0,27.9,1123.0,977.0,140.0,37.0,0.0,7.0,245.0,11.0,89.0,27.0,55.0,1.0,760.0,6.0,64.0
708,Abdoulaye Doucouré,ml MLI,CC,Watford,eng Premier League,24.0,1993.0,36.9,2278.0,2212.0,60.0,35.0,2.0,16.0,26.0,2.0,0.0,0.0,0.0,0.0,1885.0,6.0,44.0
709,Cheick Doukouré,ci CIV,CC,Levante,es La Liga,24.0,1992.0,11.4,320.0,317.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,261.0,1.0,9.0
710,Mohamed Dräger,tn TUN,"CC,DL",Freiburg,de Bundesliga,21.0,1996.0,0.6,12.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
1423,Aleksandar Dragović,at AUT,DF,Leicester City,eng Premier League,26.0,1991.0,9.0,392.0,358.0,33.0,11.0,0.0,4.0,1.0,22.0,0.0,0.0,0.0,0.0,328.0,1.0,1.0
713,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,19.0,1997.0,2.4,51.0,31.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
714,Boukary Dramé,sn SEN,"DF,CC",SPAL,it Serie A,32.0,1985.0,1.1,57.0,47.0,10.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0
715,Julian Draxler,de GER,"CC,DL",Paris S-G,fr Ligue 1,23.0,1993.0,18.9,1378.0,1319.0,52.0,7.0,14.0,13.0,25.0,8.0,36.0,10.0,6.0,1.0,1255.0,7.0,12.0
716,Danny Drinkwater,eng ENG,CC,Chelsea,eng Premier League,27.0,1990.0,5.9,389.0,384.0,3.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,331.0,2.0,5.0
717,Josip Drmić,ch SUI,"DL,CC",M'Gladbach,de Bundesliga,24.0,1992.0,5.2,139.0,124.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,5.0
718,Rick van Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18.0,1998.0,16.0,701.0,641.0,57.0,25.0,0.0,5.0,5.0,32.0,0.0,0.0,0.0,0.0,508.0,3.0,18.0
719,Óscar Duarte,cr CRC,DF,Espanyol,es La Liga,28.0,1989.0,11.0,483.0,461.0,21.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,380.0,1.0,1.0
720,Rubén Duarte,es ESP,DF,Alavés,es La Liga,21.0,1995.0,23.8,968.0,697.0,257.0,11.0,0.0,3.0,54.0,246.0,0.0,0.0,0.0,0.0,670.0,14.0,11.0
721,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,22.0,1994.0,33.6,1998.0,1462.0,528.0,78.0,0.0,13.0,251.0,367.0,81.0,20.0,55.0,0.0,1403.0,8.0,64.0
722,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,28.0,1989.0,12.0,348.0,212.0,136.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0
723,Ondrej Duda,sk SVK,CC,Hertha BSC,de Bundesliga,22.0,1994.0,8.3,317.0,312.0,5.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,6.0
724,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,25.0,1992.0,36.6,1368.0,1326.0,39.0,35.0,0.0,28.0,3.0,4.0,0.0,0.0,0.0,0.0,1045.0,3.0,8.0
725,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,25.0,1991.0,17.8,779.0,615.0,160.0,6.0,1.0,2.0,22.0,154.0,0.0,0.0,0.0,0.0,535.0,4.0,23.0
726,Alfred Duncan,gh GHA,CC,Sassuolo,it Serie A,24.0,1993.0,21.6,803.0,763.0,31.0,5.0,3.0,11.0,74.0,12.0,14.0,1.0,10.0,1.0,556.0,9.0,43.0
727,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,25.0,1991.0,38.0,1529.0,1466.0,52.0,37.0,3.0,61.0,7.0,15.0,0.0,0.0,0.0,0.0,1189.0,11.0,13.0
728,Maxime Dupé,fr FRA,PO,Nantes,fr Ligue 1,24.0,1993.0,1.0,22.0,13.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
729,Jimmy Durmaz,se SWE,"CC,DL",Toulouse,fr Ligue 1,28.0,1989.0,11.4,538.0,464.0,71.0,31.0,2.0,6.0,60.0,14.0,23.0,17.0,6.0,0.0,364.0,3.0,22.0
730,Riza Durmisi,dk DEN,DF,Betis,es La Liga,23.0,1994.0,23.1,1069.0,880.0,186.0,11.0,1.0,2.0,68.0,172.0,3.0,1.0,1.0,0.0,856.0,3.0,22.0
731,Hugo Duro,es ESP,DL,Getafe,es La Liga,17.0,1999.0,0.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
732,Noë Dussenne,be BEL,DL,Crotone,it Serie A,25.0,1992.0,0.9,19.0,10.0,7.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
733,Paulo Dybala,ar ARG,"CC,DL",Juventus,it Serie A,23.0,1993.0,26.1,1361.0,1211.0,144.0,30.0,8.0,34.0,92.0,9.0,72.0,11.0,28.0,2.0,1132.0,6.0,35.0
734,Nathan Dyer,eng ENG,"CC,DL",Swansea City,eng Premier League,29.0,1987.0,14.5,553.0,542.0,10.0,3.0,2.0,0.0,33.0,7.0,0.0,0.0,0.0,0.0,426.0,1.0,20.0
735,Edin Džeko,ba BIH,DL,Roma,it Serie A,31.0,1986.0,33.5,796.0,730.0,57.0,4.0,9.0,16.0,19.0,0.0,1.0,0.0,0.0,0.0,546.0,9.0,35.0
736,Blerim Džemaili,ch SUI,"CC,DL",Bologna,it Serie A,31.0,1986.0,13.3,494.0,464.0,27.0,14.0,3.0,5.0,10.0,9.0,0.0,0.0,0.0,0.0,383.0,3.0,19.0
737,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20.0,1997.0,16.9,719.0,646.0,71.0,16.0,0.0,4.0,13.0,55.0,0.0,0.0,0.0,0.0,556.0,2.0,14.0
738,Éder,it ITA,"DL,CC",Inter,it Serie A,30.0,1986.0,8.9,255.0,241.0,14.0,2.0,1.0,0.0,17.0,3.0,1.0,1.0,0.0,0.0,207.0,0.0,10.0
739,Simone Edera,it ITA,"DL,CC",Torino,it Serie A,20.0,1997.0,3.6,116.0,101.0,14.0,2.0,0.0,0.0,4.0,3.0,4.0,2.0,1.0,0.0,87.0,1.0,5.0
740,Ederson,br BRA,PO,Manchester City,eng Premier League,23.0,1993.0,35.5,1098.0,879.0,216.0,56.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,3.0,0.0
741,Tom Edwards,eng ENG,"DF,CC",Stoke City,eng Premier League,18.0,1999.0,5.3,217.0,176.0,40.0,1.0,0.0,1.0,15.0,39.0,0.0,0.0,0.0,0.0,151.0,1.0,4.0
742,Mandela Egbo,eng ENG,"DF,CC",M'Gladbach,de Bundesliga,19.0,1997.0,0.1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
743,Johannes Eggestein,de GER,"DL,DF",Werder Bremen,de Bundesliga,19.0,1998.0,1.1,32.0,32.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0
744,Maximilian Eggestein,de GER,CC,Werder Bremen,de Bundesliga,20.0,1996.0,29.9,1000.0,962.0,33.0,17.0,0.0,9.0,26.0,15.0,0.0,0.0,0.0,0.0,736.0,5.0,60.0
745,Albin Ekdal,se SWE,CC,Hamburger SV,de Bundesliga,28.0,1989.0,12.3,582.0,556.0,23.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,442.0,3.0,20.0
746,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,23.0,1994.0,8.6,366.0,339.0,27.0,25.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,285.0,0.0,1.0
747,Rob Elliot,ie IRL,PO,Newcastle Utd,eng Premier League,31.0,1986.0,16.0,537.0,303.0,234.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0
748,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,25.0,1992.0,9.6,852.0,833.0,17.0,9.0,2.0,2.0,8.0,5.0,3.0,2.0,0.0,0.0,789.0,2.0,7.0
749,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,23.0,1994.0,17.7,1028.0,937.0,90.0,22.0,2.0,4.0,9.0,68.0,0.0,0.0,0.0,0.0,870.0,1.0,11.0
750,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,20.0,1996.0,32.4,1780.0,1505.0,270.0,28.0,0.0,2.0,23.0,242.0,0.0,0.0,0.0,0.0,1483.0,5.0,55.0
751,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,23.0,1993.0,29.9,1040.0,951.0,81.0,75.0,2.0,19.0,1.0,6.0,0.0,0.0,0.0,0.0,753.0,8.0,6.0
752,Breel Embolo,ch SUI,"DL,CC",Schalke 04,de Bundesliga,20.0,1997.0,10.2,221.0,216.0,5.0,0.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,161.0,0.0,14.0
753,Youssef En-Nesyri,ma MAR,DL,Málaga,es La Liga,20.0,1997.0,17.7,342.0,319.0,21.0,0.0,3.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,190.0,2.0,19.0
754,Sergi Enrich,es ESP,DL,Eibar,es La Liga,27.0,1990.0,14.8,430.0,400.0,29.0,1.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,289.0,1.0,8.0
755,Javier Eraso,es ESP,"CC,DL",Leganés,es La Liga,27.0,1990.0,28.1,875.0,785.0,82.0,22.0,3.0,4.0,80.0,1.0,47.0,16.0,27.0,0.0,623.0,8.0,24.0
756,Christian Eriksen,dk DEN,"CC,DL",Tottenham,eng Premier League,25.0,1992.0,35.8,2509.0,2221.0,270.0,105.0,24.0,28.0,222.0,11.0,125.0,48.0,48.0,6.0,1919.0,18.0,57.0
757,Gonzalo Escalante,ar ARG,CC,Eibar,es La Liga,24.0,1993.0,17.4,674.0,661.0,8.0,5.0,1.0,9.0,10.0,3.0,0.0,0.0,0.0,0.0,490.0,5.0,15.0
758,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,27.0,1989.0,25.9,1651.0,1306.0,334.0,58.0,2.0,13.0,41.0,275.0,1.0,1.0,0.0,0.0,1303.0,11.0,35.0
759,Bernardo Espinosa,co COL,DF,Girona,es La Liga,28.0,1989.0,31.9,1177.0,1139.0,31.0,30.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,960.0,7.0,4.0
760,Michael Esser,de GER,PO,Hannover 96,de Bundesliga,29.0,1987.0,3.0,122.0,86.0,36.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0
761,Alexander Esswein,de GER,"DL,CC",Hertha BSC,de Bundesliga,27.0,1990.0,6.9,231.0,224.0,7.0,1.0,0.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,168.0,0.0,18.0
762,Oghenekaro Etebo,ng NGA,CC,Las Palmas,es La Liga,21.0,1995.0,13.5,639.0,612.0,22.0,18.0,2.0,13.0,4.0,2.0,2.0,1.0,0.0,0.0,540.0,5.0,6.0
763,Beñat Etxebarria,es ESP,CC,Athletic Club,es La Liga,30.0,1987.0,12.4,817.0,686.0,124.0,59.0,2.0,6.0,79.0,4.0,49.0,21.0,25.0,1.0,642.0,7.0,13.0
764,Xabier Etxeita,es ESP,DF,Athletic Club,es La Liga,29.0,1987.0,4.2,161.0,161.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,3.0
765,Jonny Evans,nir NIR,DF,West Brom,eng Premier League,29.0,1988.0,25.2,983.0,922.0,58.0,43.0,0.0,2.0,4.0,15.0,0.0,0.0,0.0,0.0,785.0,3.0,4.0
766,Franck Evina,cm CMR,DL,Bayern Munich,de Bundesliga,17.0,2000.0,1.2,34.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
1535,Patrice Evra,fr FRA,"DF,CC",West Ham,eng Premier League,36.0,1981.0,6.4,298.0,227.0,70.0,6.0,1.0,1.0,8.0,64.0,0.0,0.0,0.0,0.0,211.0,1.0,13.0
769,Edu Expósito,es ESP,"CC,DL",La Coruña,es La Liga,20.0,1996.0,1.1,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0
770,Erik Expósito,es ESP,DL,Las Palmas,es La Liga,21.0,1996.0,5.2,95.0,84.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,2.0
1543,Valentin Eysseric,fr FRA,"DL,CC",Fiorentina,it Serie A,25.0,1992.0,8.8,484.0,441.0,40.0,11.0,5.0,10.0,46.0,1.0,28.0,9.0,16.0,0.0,358.0,3.0,15.0
773,Imoh Ezekiel,ng NGA,"CC,DL",Las Palmas,es La Liga,23.0,1993.0,5.2,123.0,119.0,4.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,94.0,0.0,8.0
774,Marco Fabián,mx MEX,"CC,DL",Eint Frankfurt,de Bundesliga,28.0,1989.0,4.7,187.0,172.0,15.0,5.0,1.0,4.0,12.0,1.0,8.0,2.0,5.0,1.0,158.0,0.0,6.0
775,Łukasz Fabiański,pl POL,PO,Swansea City,eng Premier League,32.0,1985.0,38.0,1276.0,804.0,468.0,110.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,4.0,2.0
776,Fabinho,br BRA,CC,Monaco,fr Ligue 1,23.0,1993.0,34.0,2003.0,1940.0,55.0,50.0,8.0,18.0,10.0,5.0,0.0,0.0,0.0,0.0,1715.0,8.0,18.0
777,Cesc Fàbregas,es ESP,CC,Chelsea,eng Premier League,30.0,1987.0,25.6,2351.0,2075.0,259.0,102.0,22.0,11.0,140.0,4.0,151.0,26.0,53.0,6.0,1873.0,17.0,38.0
778,Ralf Fährmann,de GER,PO,Schalke 04,de Bundesliga,28.0,1988.0,33.5,955.0,622.0,328.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,5.0,1.0
779,Fayçal Fajr,ma MAR,"CC,DL",Getafe,es La Liga,28.0,1988.0,26.5,1068.0,907.0,150.0,84.0,3.0,61.0,121.0,3.0,55.0,15.0,20.0,1.0,738.0,11.0,22.0
780,Radamel Falcao,co COL,DL,Monaco,fr Ligue 1,31.0,1986.0,23.7,563.0,507.0,54.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,438.0,2.0,12.0
1563,Diego Falcinelli,it ITA,DL,Fiorentina,it Serie A,26.0,1991.0,19.5,353.0,318.0,33.0,4.0,0.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,241.0,2.0,14.0
1567,Simon Falette,gn GUI,DF,Metz,fr Ligue 1,25.0,1992.0,25.6,1311.0,1240.0,65.0,58.0,0.0,25.0,10.0,7.0,0.0,0.0,0.0,0.0,1002.0,6.0,20.0
785,Cesar Falletti,uy URU,"CC,DL",Bologna,it Serie A,24.0,1992.0,3.6,177.0,163.0,11.0,2.0,0.0,4.0,11.0,5.0,4.0,1.0,2.0,0.0,136.0,3.0,8.0
786,Iago Falque,es ESP,"DL,CC",Torino,it Serie A,27.0,1990.0,31.3,1384.0,1264.0,117.0,31.0,9.0,25.0,123.0,15.0,47.0,21.0,7.0,2.0,1043.0,3.0,53.0
787,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,24.0,1993.0,27.3,1308.0,978.0,316.0,17.0,2.0,5.0,120.0,296.0,3.0,0.0,1.0,0.0,850.0,14.0,44.0
788,Imad Faraj,ma MAR,"CC,DF",Lille,fr Ligue 1,18.0,1999.0,1.8,81.0,71.0,10.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0
789,Davide Faraoni,it ITA,"DF,CC",Crotone,it Serie A,25.0,1991.0,19.5,932.0,721.0,203.0,40.0,0.0,9.0,54.0,160.0,3.0,3.0,0.0,0.0,638.0,8.0,33.0
790,Mohamed Fares,dz ALG,"DF,CC",Hellas Verona,it Serie A,21.0,1996.0,28.9,1177.0,1000.0,168.0,17.0,2.0,13.0,81.0,147.0,2.0,0.0,1.0,0.0,784.0,9.0,39.0
791,Diego Farias,br BRA,"DL,CC",Cagliari,it Serie A,27.0,1990.0,17.9,564.0,521.0,39.0,3.0,3.0,1.0,35.0,21.0,12.0,8.0,0.0,0.0,442.0,4.0,20.0
792,Federico Fazio,ar ARG,DF,Roma,it Serie A,30.0,1987.0,32.5,1996.0,1920.0,73.0,70.0,1.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,1680.0,3.0,12.0
793,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,28.0,1989.0,14.0,825.0,780.0,42.0,35.0,0.0,25.0,3.0,7.0,0.0,0.0,0.0,0.0,668.0,3.0,5.0
794,Nabil Fekir,fr FRA,"CC,DL",Lyon,fr Ligue 1,24.0,1993.0,27.5,1253.0,1089.0,155.0,49.0,8.0,6.0,99.0,9.0,66.0,41.0,18.0,0.0,1016.0,9.0,19.0
795,Felipe,br BRA,DF,Hannover 96,de Bundesliga,30.0,1987.0,5.1,275.0,261.0,13.0,13.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,208.0,1.0,3.0
796,Luiz Felipe,it ITA,DF,Lazio,it Serie A,20.0,1997.0,13.0,692.0,659.0,31.0,14.0,1.0,3.0,2.0,17.0,0.0,0.0,0.0,0.0,608.0,2.0,3.0
797,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19.0,1997.0,17.3,924.0,874.0,48.0,44.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,793.0,2.0,12.0
798,Marouane Fellaini,be BEL,CC,Manchester Utd,eng Premier League,29.0,1987.0,7.6,398.0,393.0,4.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,336.0,1.0,1.0
799,Kiko Femenía,es ESP,"DF,DL",Watford,eng Premier League,26.0,1991.0,19.0,1004.0,849.0,154.0,4.0,1.0,5.0,60.0,149.0,1.0,0.0,0.0,0.0,807.0,1.0,27.0
800,Leroy Fer,nl NED,CC,Swansea City,eng Premier League,27.0,1990.0,15.5,643.0,627.0,15.0,11.0,3.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,515.0,1.0,9.0
801,Julien Féret,fr FRA,CC,Caen,fr Ligue 1,35.0,1982.0,34.0,1722.0,1548.0,162.0,63.0,6.0,28.0,129.0,7.0,74.0,24.0,45.0,2.0,1308.0,12.0,23.0
802,Edimilson Fernandes,ch SUI,"CC,DF",West Ham,eng Premier League,21.0,1996.0,9.4,288.0,275.0,11.0,0.0,0.0,8.0,7.0,11.0,0.0,0.0,0.0,0.0,222.0,2.0,9.0
803,Gelson Fernandes,ch SUI,CC,Eint Frankfurt,de Bundesliga,30.0,1986.0,11.5,331.0,325.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,269.0,1.0,9.0
804,Andrés Fernández,es ESP,PO,Villarreal,es La Liga,30.0,1986.0,2.5,70.0,36.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0
805,Augusto Fernández,ar ARG,CC,Atlético Madrid,es La Liga,31.0,1986.0,1.2,73.0,68.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,1.0
806,Brian Fernández,ar ARG,DL,Metz,fr Ligue 1,22.0,1994.0,1.4,29.0,16.0,12.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,21.0,1.0,1.0
807,Carlos Fernández,es ESP,DL,Sevilla,es La Liga,21.0,1996.0,1.5,36.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
808,Federico Fernández,ar ARG,DF,Swansea City,eng Premier League,28.0,1989.0,29.7,1218.0,1174.0,44.0,40.0,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,1001.0,0.0,8.0
809,Raúl Fernández,es ESP,PO,Levante,es La Liga,29.0,1988.0,11.0,325.0,170.0,153.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,2.0,1.0
810,Fernandinho,br BRA,CC,Manchester City,eng Premier League,32.0,1985.0,32.0,2999.0,2926.0,65.0,57.0,18.0,15.0,9.0,7.0,1.0,0.0,0.0,0.0,2686.0,8.0,29.0
811,Alex Ferrari,it ITA,DF,Hellas Verona,it Serie A,23.0,1994.0,23.7,1026.0,834.0,189.0,37.0,0.0,7.0,18.0,152.0,0.0,0.0,0.0,0.0,759.0,3.0,34.0
812,Jordan Ferri,fr FRA,CC,Lyon,fr Ligue 1,25.0,1992.0,7.1,546.0,533.0,12.0,7.0,4.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,480.0,1.0,7.0
813,Sam Field,eng ENG,CC,West Brom,eng Premier League,19.0,1998.0,6.0,177.0,169.0,6.0,3.0,0.0,3.0,8.0,1.0,2.0,1.0,1.0,0.0,128.0,2.0,3.0
